Time_Soln#22 (sec),Volume_Soln#22 (cm3),Volumetric_heat_production_rate_Soln#22 (erg/cm3-sec),Surface_temperature_Soln#22 (K),Temperature_Soln#22 (K),Mass_Soln#22 (g),Pressure_Soln#22 (atm),Mole_fraction_H2_Soln#22 (),Mole_fraction_H_Soln#22 (),Mole_fraction_CH4_Soln#22 (),Mole_fraction_CH3_Soln#22 (),Mole_fraction_CH2_Soln#22 (),Mole_fraction_C2H6_Soln#22 (),Mole_fraction_C2H5_Soln#22 (),Mole_fraction_C2H4_Soln#22 (),Mole_fraction_C2H3_Soln#22 (),Mole_fraction_C2H2_Soln#22 (),Mole_fraction_C3H8_Soln#22 (),Mole_fraction_IC3H7_Soln#22 (),Mole_fraction_NC3H7_Soln#22 (),Mole_fraction_C3H6_Soln#22 (),Mole_fraction_C3H5-A_Soln#22 (),Mole_fraction_C3H5-T_Soln#22 (),Mole_fraction_C3H4-P_Soln#22 (),Mole_fraction_C3H4-A_Soln#22 (),Mole_fraction_C3H3_Soln#22 (),Mole_fraction_NC4H10_Soln#22 (),Mole_fraction_PC4H9_Soln#22 (),Mole_fraction_IC4H10_Soln#22 (),Mole_fraction_C4H8-1_Soln#22 (),Mole_fraction_C4H8-2_Soln#22 (),Mole_fraction_C4H71-3_Soln#22 (),Mole_fraction_C4H6_Soln#22 (),Mole_fraction_C4H5_Soln#22 (),Mole_fraction_C4H4_Soln#22 (),Mole_fraction_C4H2_Soln#22 (),Mole_fraction_C6H6_Soln#22 (),Mole_fraction_FULVENE_Soln#22 (),Mole_fraction_C5H6_Soln#22 (),Mole_fraction_C5H5_Soln#22 (),Mole_fraction_C10H8_Soln#22 (),Mole_fraction_NC5H12_Soln#22 (),Mole_fraction_NC5H11_Soln#22 (),Mole_fraction_NC5H10_Soln#22 (),Mole_fraction_LC5H8_Soln#22 (),Mole_fraction_NC6H12_Soln#22 (),Mole_fraction_NC7H15_Soln#22 (),Mole_fraction_NC7H14_Soln#22 (),Mole_fraction_C7H8_Soln#22 (),Mole_fraction_C7H7_Soln#22 (),Mole_fraction_C6H5C2H_Soln#22 (),Mole_fraction_C12H8_Soln#22 (),Mole_fraction_NC10H21_Soln#22 (),Mole_fraction_NC12H25_Soln#22 (),Mole_fraction_NC12H26_Soln#22 (),Mole_fraction_NC16H34_Soln#22 (),Mole_fraction_NC10H20_Soln#22 (),Molecular_weight_Soln#22 (g/mole),Mass_density_Soln#22 (g/cm3),Unburned_hydrocarbons_Soln#22 (ppm),Volatile_organic_compounds_Soln#22 (ppm)
1.809906E-7,15.37918,3.83479E10,1714.247,1714.247,8.80528E-4,1.0,0.8166783,0.004064152,0.007916131,0.0308309,3.406088E-5,0.003252847,0.00189893,0.05917221,0.002596474,0.003865632,0.003190381,4.768602E-4,4.911339E-4,0.02620388,0.005126069,1.126111E-4,1.621569E-4,5.80502E-4,1.107506E-4,5.871353E-4,1.936975E-4,1.01163E-4,0.006559922,3.962965E-4,2.14999E-4,0.01215962,7.789748E-4,1.544451E-4,6.118738E-7,8.768093E-5,8.200816E-7,7.184776E-5,2.966532E-6,2.476064E-8,5.73053E-4,1.519913E-6,0.001777226,0.00113126,6.899339E-4,1.92455E-6,0.002067054,0.003063949,2.789608E-4,2.526919E-8,1.140195E-10,1.553463E-7,3.358871E-8,2.586159E-5,6.665471E-7,0.002037435,8.053813,5.725456E-5,456763.9,456763.9
1.837715E-7,15.38357,4.831409E10,1714.278,1714.278,8.80528E-4,1.0,0.8164525,0.004036882,0.008043078,0.03075647,3.466404E-5,0.003294095,0.001864905,0.05939037,0.002582994,0.003917729,0.00319627,4.661398E-4,4.811716E-4,0.02626347,0.005100776,1.129808E-4,1.650233E-4,5.856247E-4,1.123104E-4,5.869179E-4,1.898748E-4,1.016236E-4,0.006551745,3.981731E-4,2.12467E-4,0.01217783,7.851858E-4,1.581593E-4,6.345135E-7,8.878825E-5,8.502326E-7,7.302764E-5,3.038716E-6,2.561102E-8,5.690989E-4,1.480425E-6,0.001746555,0.001133514,6.8409E-4,1.876997E-6,0.002046677,0.003060217,2.80864E-4,2.623798E-8,1.197298E-10,1.502606E-7,3.183881E-8,2.458208E-5,6.168169E-7,0.001987689,8.051663,5.723822E-5,456642.0,456642.0
1.865839E-7,15.38798,5.791169E10,1714.318,1714.318,8.80528E-4,1.0,0.8162284,0.004009922,0.008170973,0.0306795,3.526993E-5,0.003335446,0.00183177,0.05960775,0.002569437,0.003970012,0.003201908,4.556689E-4,4.714518E-4,0.02632226,0.005075458,1.133388E-4,1.679232E-4,5.907538E-4,1.1389E-4,5.866562E-4,1.861503E-4,1.02062E-4,0.0065433,4.000226E-4,2.099507E-4,0.01219548,7.91349E-4,1.619378E-4,6.579044E-7,8.990497E-5,8.812928E-7,7.421674E-5,3.112093E-6,2.648497E-8,5.650918E-4,1.441699E-6,0.001715962,0.001135665,6.782113E-4,1.830305E-6,0.002026221,0.003056494,2.827629E-4,2.723597E-8,1.25687E-10,1.453079E-7,3.016537E-8,2.335281E-5,5.703043E-7,0.001938684,8.049535,5.722179E-5,456521.3,456521.3
1.906089E-7,15.39427,7.08562E10,1714.386,1714.386,8.80528E-4,1.0,0.8159147,0.003972372,0.008353151,0.03056661,3.612979E-5,0.003393992,0.001786437,0.05991339,0.002550181,0.004044145,0.003209445,4.413044E-4,4.581279E-4,0.0264039,0.005039666,1.138245E-4,1.720749E-4,5.980062E-4,1.161541E-4,5.862126E-4,1.810496E-4,1.026432E-4,0.006530909,4.025874E-4,2.064252E-4,0.01221947,7.99967E-4,1.673835E-4,6.92251E-7,9.149788E-5,9.26734E-7,7.591126E-5,3.217743E-6,2.776009E-8,5.593457E-4,1.388299E-6,0.001672922,0.001138526,6.698528E-4,1.765825E-6,0.001997209,0.003051253,2.854362E-4,2.869608E-8,1.345361E-10,1.385363E-7,2.792754E-8,2.170005E-5,5.097762E-7,0.001870749,8.046571,5.719844E-5,456353.2,456353.2
1.939116E-7,15.39938,8.082527E10,1714.452,1714.452,8.80528E-4,1.0,0.8156634,0.003942433,0.008501876,0.03047178,3.682886E-5,0.003441472,0.001750956,0.06015955,0.002534522,0.004104375,0.003215184,4.300393E-4,4.476816E-4,0.02646875,0.00501067,1.142005E-4,1.754825E-4,6.038812E-4,1.180151E-4,5.85791E-4,1.770517E-4,1.030813E-4,0.006520479,4.046215E-4,2.03597E-4,0.01223806,8.068638E-4,1.718843E-4,7.212025E-7,9.280036E-5,9.648845E-7,7.72952E-5,3.304973E-6,2.88277E-8,5.546236E-4,1.34618E-6,0.001638259,0.00114069,6.630431E-4,1.714882E-6,0.001973636,0.003047028,2.875921E-4,2.9922E-8,1.420852E-10,1.33244E-7,2.62199E-8,2.043179E-5,4.649391E-7,0.00181687,8.044206,5.717943E-5,456219.1,456219.1
1.985257E-7,15.40648,9.383971E10,1714.558,1714.558,8.80528E-4,1.0,0.8153209,0.003901856,0.008708509,0.03033634,3.779562E-5,0.003506964,0.00170378,0.06049679,0.002512875,0.00418764,0.003222569,4.150464E-4,4.33772E-4,0.02655624,0.004970703,1.14693E-4,1.802441E-4,6.119774E-4,1.206199E-4,5.851202E-4,1.717261E-4,1.036378E-4,0.006505516,4.073605E-4,1.9974E-4,0.01226246,8.162419E-4,1.782195E-4,7.628177E-7,9.46134E-5,1.01948E-6,7.921885E-5,3.427622E-6,3.035136E-8,5.480202E-4,1.289763E-6,0.001590811,0.00114345,6.536032E-4,1.64652E-6,0.001941051,0.003041232,2.90549E-4,3.16766E-8,1.53074E-10,1.262243E-7,2.401252E-8,1.878296E-5,4.088112E-7,0.001744293,8.040999,5.71531E-5,456037.2,456037.2
2.027935E-7,15.41298,1.049988E11,1714.67,1714.67,8.80528E-4,1.0,0.8150126,0.003865554,0.008898451,0.03020831,3.867947E-5,0.003566673,0.001662437,0.06080212,0.002493106,0.004263765,0.00322878,4.019094E-4,4.215691E-4,0.02663406,0.004934272,1.151161E-4,1.846489E-4,6.193535E-4,1.230343E-4,5.844202E-4,1.670476E-4,1.040979E-4,0.006491276,4.097908E-4,1.96267E-4,0.01228345,8.246556E-4,1.841268E-4,8.025299E-7,9.628382E-5,1.071316E-6,8.098796E-5,3.541853E-6,3.179399E-8,5.419096E-4,1.239963E-6,0.001547932,0.00114574,6.449484E-4,1.586047E-6,0.001911272,0.003035978,2.932289E-4,3.334287E-8,1.637043E-10,1.200959E-7,2.214071E-8,1.737619E-5,3.629273E-7,0.001679838,8.038129,5.712897E-5,455874.4,455874.4
2.062334E-7,15.41819,1.134234E11,1714.769,1714.769,8.80528E-4,1.0,0.8147699,0.00383711,0.009050721,0.0301034,3.938459E-5,0.003614195,0.001630594,0.0610438,0.002477359,0.004324516,0.003233377,3.918036E-4,4.121659E-4,0.02669469,0.004905269,1.154354E-4,1.881994E-4,6.252222E-4,1.249841E-4,5.838038E-4,1.63436E-4,1.044326E-4,0.006479525,4.116799E-4,1.935314E-4,0.0122993,8.312595E-4,1.889204E-4,8.353972E-7,9.76258E-5,1.114027E-6,8.240676E-5,3.634455E-6,3.298004E-8,5.369852E-4,1.201402E-6,0.00151407,0.001147411,6.380261E-4,1.539133E-6,0.001887519,0.003031815,2.953518E-4,3.471615E-8,1.726039E-10,1.153956E-7,2.074106E-8,1.631892E-5,3.297019E-7,0.001629678,8.03588,5.710969E-5,455746.8,455746.8
2.098449E-7,15.42361,1.217565E11,1714.881,1714.881,8.80528E-4,1.0,0.8145204,0.003807996,0.009209791,0.02999178,4.01178E-5,0.003663509,0.001598487,0.06129345,0.002461012,0.004387727,0.003237829,3.816341E-4,4.026843E-4,0.0267564,0.004875156,1.157506E-4,1.919267E-4,6.313115E-4,1.270346E-4,5.831092E-4,1.597866E-4,1.04751E-4,0.006466929,4.135981E-4,1.907189E-4,0.01231496,8.380255E-4,1.939829E-4,8.707317E-7,9.903059E-5,1.159753E-6,8.388942E-5,3.732164E-6,3.424752E-8,5.318183E-4,1.162362E-6,0.001479187,0.001149004,6.308105E-4,1.491553E-6,0.001862821,0.00302751,2.975459E-4,3.618683E-8,1.822697E-10,1.106782E-7,1.936856E-8,1.527758E-5,2.980687E-7,0.001578672,8.033577,5.70896E-5,455616.2,455616.2
2.129316E-7,15.42822,1.284877E11,1714.982,1714.982,8.80528E-4,1.0,0.8143112,0.003783695,0.009345106,0.0298953,4.073873E-5,0.00370519,0.001572053,0.06150364,0.002447194,0.0044413,0.003241346,3.732832E-4,3.948802E-4,0.0268076,0.004849682,1.160043E-4,1.95112E-4,6.364589E-4,1.2879E-4,5.824789E-4,1.567757E-4,1.049975E-4,0.006455957,4.151861E-4,1.88362E-4,0.01232757,8.436753E-4,1.983335E-4,9.016079E-7,1.00228E-4,1.199551E-6,8.515107E-5,3.816062E-6,3.534892E-8,5.274059E-4,1.130117E-6,0.001449909,0.001150239,6.246855E-4,1.452187E-6,0.001841906,0.003023883,2.99394E-4,3.746725E-8,1.907963E-10,1.068138E-7,1.826891E-8,1.443989E-5,2.734318E-7,0.001536374,8.031655,5.707255E-5,455507.2,455507.2
2.169265E-7,15.43414,1.366966E11,1715.122,1715.122,8.80528E-4,1.0,0.814046,0.003753006,0.00951936,0.0297691,4.153447E-5,0.0037585,0.001539132,0.06177144,0.002429527,0.00451003,0.003245519,3.629193E-4,3.851677E-4,0.02687184,0.004817065,1.16312E-4,1.992337E-4,6.430443E-4,1.31066E-4,5.816157E-4,1.530179E-4,1.052832E-4,0.00644148,4.171728E-4,1.853741E-4,0.01234285,8.508091E-4,2.039956E-4,9.424975E-7,1.017736E-4,1.252031E-6,8.67763E-5,3.925156E-6,3.679912E-8,5.217025E-4,1.089853E-6,0.001412743,0.001151672,6.168159E-4,1.402942E-6,0.0018151,0.003019256,3.017494E-4,3.915638E-8,2.02199E-10,1.020301E-7,1.693918E-8,1.34228E-5,2.445204E-7,0.001483342,8.029227,5.705066E-5,455369.6,455369.6
2.207874E-7,15.43982,1.441239E11,1715.265,1715.265,8.80528E-4,1.0,0.8137952,0.003724128,0.009686838,0.02964588,4.229504E-5,0.003809345,0.00150861,0.06202591,0.002412686,0.004575821,0.003249167,3.533554E-4,3.761732E-4,0.02693181,0.004785906,1.16588E-4,2.032162E-4,6.493286E-4,1.332701E-4,5.807331E-4,1.495255E-4,1.055252E-4,0.006427195,4.190214E-4,1.825513E-4,0.01235656,8.575164E-4,2.095005E-4,9.830164E-7,1.032629E-4,1.303786E-6,8.833887E-5,4.031124E-6,3.822718E-8,5.162E-4,1.052444E-6,0.001377594,0.001152885,6.09272E-4,1.357094E-6,0.001789474,0.003014855,3.039882E-4,4.082307E-8,2.136183E-10,9.762799E-8,1.574714E-8,1.25071E-5,2.194605E-7,0.001433857,8.026944,5.702968E-5,455240.0,455240.0
2.266996E-7,15.44843,1.546044E11,1715.498,1715.498,8.80528E-4,1.0,0.8134215,0.00368132,0.009941518,0.02945511,4.344349E-5,0.003885921,0.001464147,0.0624076,0.002387351,0.004675389,0.003254061,3.395198E-4,3.630965E-4,0.02701975,0.004738868,1.169719E-4,2.093115E-4,6.588027E-4,1.366533E-4,5.792955E-4,1.444236E-4,1.058349E-4,0.00640478,4.217205E-4,1.783483E-4,0.01237559,8.674391E-4,2.179899E-4,1.046976E-6,1.055353E-4,1.384992E-6,9.071603E-5,4.194359E-6,4.046432E-8,5.07797E-4,9.978702E-7,0.001325219,0.001154432,5.978383E-4,1.290039E-6,0.001750766,0.003008244,3.073469E-4,4.344012E-8,2.318757E-10,9.128175E-8,1.40837E-8,1.122284E-5,1.859253E-7,0.001361302,8.02356,5.69979E-5,455048.2,455048.2
2.287533E-7,15.4514,1.580082E11,1715.583,1715.583,8.80528E-4,1.0,0.8132945,0.003666831,0.01002949,0.02938834,4.383784E-5,0.003912162,0.001449302,0.06253802,0.00237868,0.004709651,0.003255575,3.349307E-4,3.587396E-4,0.02704924,0.004722714,1.170947E-4,2.114279E-4,6.620525E-4,1.37831E-4,5.78773E-4,1.427166E-4,1.05926E-4,0.006396843,4.226219E-4,1.769212E-4,0.01238166,8.707896E-4,2.209553E-4,1.069739E-6,1.063225E-4,1.41375E-6,9.153739E-5,4.251327E-6,4.125571E-8,5.048855E-4,9.796446E-7,0.00130743,0.001154885,5.939E-4,1.267597E-6,0.00173747,0.003005983,3.084945E-4,4.436754E-8,2.384389E-10,8.918287E-8,1.354826E-8,1.080781E-5,1.755045E-7,0.001336974,8.022416,5.698695E-5,454983.2,454983.2
2.312598E-7,15.455,1.620066E11,1715.689,1715.689,8.80528E-4,1.0,0.8131413,0.003649403,0.01013651,0.02930653,4.431595E-5,0.003943939,0.00143158,0.06269573,0.002368186,0.004751245,0.003257298,3.294741E-4,3.535451E-4,0.0270845,0.004703124,1.172375E-4,2.140103E-4,6.659908E-4,1.392699E-4,5.7812E-4,1.406761E-4,1.060264E-4,0.006387054,4.236973E-4,1.752016E-4,0.01238872,8.748128E-4,2.245857E-4,1.097902E-6,1.072818E-4,1.44923E-6,9.253681E-5,4.321037E-6,4.223156E-8,5.013376E-4,9.578904E-7,0.001285998,0.001155381,5.891167E-4,1.240778E-6,0.001721346,0.003003247,3.098823E-4,4.551225E-8,2.466058E-10,8.669141E-8,1.292237E-8,1.032164E-5,1.635643E-7,0.001307875,8.02104,5.697366E-5,454905.2,454905.2
2.356106E-7,15.46121,1.685581E11,1715.878,1715.878,8.80528E-4,1.0,0.8128802,0.003619798,0.01032136,0.02916381,4.513743E-5,0.003998447,0.001401799,0.06296573,0.002350208,0.004822873,0.003259977,3.203648E-4,3.448361E-4,0.02714387,0.004669446,1.174675E-4,2.184903E-4,6.72754E-4,1.417719E-4,5.769481E-4,1.372417E-4,1.061731E-4,0.006369798,4.255011E-4,1.722739E-4,0.01240004,8.816263E-4,2.309153E-4,1.147786E-6,1.089431E-4,1.5118E-6,9.426355E-5,4.442491E-6,4.395136E-8,4.951957E-4,9.213672E-7,0.00124952,0.001156098,5.808752E-4,1.195668E-6,0.00169363,0.002998558,3.122581E-4,4.753242E-8,2.611927E-10,8.254285E-8,1.190406E-8,9.528185E-6,1.447115E-7,0.001258867,8.018704,5.695076E-5,454772.7,454772.7
2.405158E-7,15.46816,1.753893E11,1716.101,1716.101,8.80528E-4,1.0,0.8125929,0.003587358,0.01052841,0.02900197,4.60509E-5,0.004058924,0.001369622,0.06326465,0.002330297,0.004902783,0.003262542,3.106164E-4,3.354588E-4,0.0272081,0.004631959,1.177004E-4,2.235376E-4,6.802712E-4,1.445994E-4,5.755715E-4,1.335232E-4,1.062991E-4,0.006349951,4.274415E-4,1.690572E-4,0.01241144,8.890552E-4,2.380932E-4,1.205552E-6,1.108104E-4,1.583835E-6,9.619825E-5,4.580096E-6,4.592988E-8,4.882977E-4,8.819871E-7,0.001209474,0.001156698,5.716762E-4,1.146908E-6,0.001662792,0.00299336,3.148878E-4,4.986057E-8,2.782726E-10,7.811923E-8,1.085193E-8,8.705124E-6,1.260152E-7,0.001205814,8.016147,5.692521E-5,454627.7,454627.7
2.427338E-7,15.47127,1.78296E11,1716.205,1716.205,8.80528E-4,1.0,0.8124654,0.003573003,0.01062156,0.02892852,4.645952E-5,0.004085933,0.00135553,0.06339795,0.002321418,0.004938628,0.003263551,3.063808E-4,3.313641E-4,0.02723622,0.004615172,1.17797E-4,2.258185E-4,6.836335E-4,1.458802E-4,5.749307E-4,1.318924E-4,1.063429E-4,0.006340844,4.282872E-4,1.676312E-4,0.01241614,8.923281E-4,2.413528E-4,1.232206E-6,1.11653E-4,1.616921E-6,9.706888E-5,4.642543E-6,4.683828E-8,4.851887E-4,8.647794E-7,0.001191737,0.001156899,5.675491E-4,1.12556E-6,0.00164899,0.00299104,3.160604E-4,5.093084E-8,2.862186E-10,7.620278E-8,1.04072E-8,8.356199E-6,1.183629E-7,0.001182563,8.015016,5.691374E-5,454563.6,454563.6
2.453143E-7,15.47488,1.815425E11,1716.328,1716.328,8.80528E-4,1.0,0.8123187,0.003556539,0.01072957,0.02884289,4.693149E-5,0.004117094,0.001339475,0.06355164,0.002311184,0.004980111,0.003264612,3.01582E-4,3.26709E-4,0.02726825,0.004595768,1.179027E-4,2.28471E-4,6.87517E-4,1.473722E-4,5.741715E-4,1.300327E-4,1.063842E-4,0.006330145,4.292471E-4,1.659939E-4,0.01242126,8.960696E-4,2.45156E-4,1.263635E-6,1.126318E-4,1.655815E-6,9.807854E-5,4.715369E-6,4.790594E-8,4.815797E-4,8.452112E-7,0.001171389,0.001157079,5.627726E-4,1.101252E-6,0.001633042,0.002988363,3.174119E-4,5.218977E-8,2.9564E-10,7.40359E-8,9.912589E-9,7.967414E-6,1.100338E-7,0.001156072,8.01372,5.690047E-5,454490.1,454490.1
2.474897E-7,15.47791,1.841697E11,1716.433,1716.433,8.80528E-4,1.0,0.8121966,0.003542852,0.0108203,0.02877057,4.732646E-5,0.004143143,0.001326216,0.06368003,0.002302637,0.005014898,0.003265413,2.976413E-4,3.228728E-4,0.02729467,0.004579515,1.179863E-4,2.307059E-4,6.907674E-4,1.486314E-4,5.735204E-4,1.284957E-4,1.06411E-4,0.006321043,4.300363E-4,1.646317E-4,0.01242529,8.991687E-4,2.483707E-4,1.290479E-6,1.134557E-4,1.688934E-6,9.892692E-5,4.776901E-6,4.881495E-8,4.785446E-4,8.290841E-7,0.001154473,0.001157188,5.587674E-4,1.081193E-6,0.00161969,0.002986124,3.185409E-4,5.326246E-8,3.037303E-10,7.226017E-8,9.513885E-9,7.653447E-6,1.034627E-7,0.001134201,8.012644,5.688935E-5,454429.0,454429.0
2.504442E-7,15.482,1.87584E11,1716.578,1716.578,8.80528E-4,1.0,0.8120328,0.003524538,0.0109431,0.02867219,4.785868E-5,0.004178205,0.001308593,0.06385275,0.002291146,0.005061882,0.00326637,2.92437E-4,3.17787E-4,0.02732973,0.004557593,1.180921E-4,2.337397E-4,6.951481E-4,1.503438E-4,5.726204E-4,1.264512E-4,1.064361E-4,0.006308558,4.310795E-4,1.628072E-4,0.01243035,9.032985E-4,2.527492E-4,1.327452E-6,1.14573E-4,1.7344E-6,1.000752E-4,4.860674E-6,5.006275E-8,4.744334E-4,8.07705E-7,0.001131843,0.001157274,5.533586E-4,1.054565E-6,0.001601691,0.002983111,3.200593E-4,5.47361E-8,3.149373E-10,6.992045E-8,8.997798E-9,7.246284E-6,9.515174E-8,0.001105151,8.011205,5.687432E-5,454347.4,454347.4
2.531085E-7,15.48566,1.905166E11,1716.711,1716.711,8.80528E-4,1.0,0.8118871,0.003508287,0.01105338,0.02858333,4.833447E-5,0.004209511,0.001293068,0.0640069,0.002280898,0.005103994,0.003267108,2.878849E-4,3.133193E-4,0.02736054,0.004537971,1.181801E-4,2.364739E-4,6.990655E-4,1.518902E-4,5.717938E-4,1.246487E-4,1.064481E-4,0.006297183,4.319924E-4,1.611869E-4,0.01243451,9.069454E-4,2.567097E-4,1.361303E-6,1.15579E-4,1.775875E-6,1.011067E-4,4.936413E-6,5.120101E-8,4.707371E-4,7.889293E-7,0.001111773,0.001157292,5.485117E-4,1.031143E-6,0.001585592,0.00298042,3.214141E-4,5.60815E-8,3.252612E-10,6.787931E-8,8.556307E-9,6.897281E-6,8.822202E-8,0.001079588,8.00993,5.686085E-5,454275.1,454275.1
2.549782E-7,15.48822,1.924948E11,1716.806,1716.806,8.80528E-4,1.0,0.811786,0.003497028,0.01113053,0.02852092,4.866601E-5,0.004231304,0.001282373,0.06411417,0.002273771,0.005133404,0.003267556,2.847677E-4,3.10249E-4,0.02738172,0.004524283,1.182377E-4,2.383917E-4,7.017962E-4,1.529766E-4,5.712055E-4,1.234064E-4,1.064506E-4,0.006289135,4.326175E-4,1.600638E-4,0.01243722,9.094615E-4,2.594957E-4,1.385346E-6,1.16284E-4,1.805247E-6,1.018284E-4,4.989671E-6,5.200718E-8,4.681497E-4,7.760306E-7,0.001097878,0.001157272,5.451277E-4,1.015032E-6,0.001574369,0.002978545,3.223568E-4,5.703497E-8,3.326301E-10,6.648461E-8,8.259395E-9,6.662205E-6,8.365762E-8,0.001061999,8.009047,5.685145E-5,454225.0,454225.0
2.573153E-7,15.49141,1.94878E11,1716.926,1716.926,8.80528E-4,1.0,0.8116609,0.003483119,0.01122668,0.02844284,4.907772E-5,0.004258343,0.001269229,0.06424725,0.002264936,0.005170003,0.003268038,2.809579E-4,3.06484E-4,0.02740769,0.004507269,1.18305E-4,2.407877E-4,7.051884E-4,1.54336E-4,5.704609E-4,1.218788E-4,1.064472E-4,0.006279,4.333813E-4,1.586758E-4,0.01244035,9.12557E-4,2.629857E-4,1.415736E-6,1.171643E-4,1.842271E-6,1.027279E-4,5.056366E-6,5.302344E-8,4.649232E-4,7.602211E-7,0.001080725,0.00115721,5.409179E-4,9.952638E-7,0.001560427,0.002976218,3.235259E-4,5.823763E-8,3.419861E-10,6.478362E-8,7.902583E-9,6.379312E-6,7.827714E-8,0.00104041,8.007957,5.683974E-5,454163.2,454163.2
2.606106E-7,15.49588,1.980755E11,1717.097,1717.097,8.80528E-4,1.0,0.8114869,0.00346381,0.0113617,0.02833267,4.965311E-5,0.004296089,0.001251104,0.064433,0.002252618,0.005221304,0.003268574,2.757444E-4,3.013085E-4,0.02744338,0.004483455,1.183913E-4,2.441638E-4,7.099321E-4,1.562555E-4,5.693942E-4,1.197712E-4,1.064302E-4,0.006264571,4.344253E-4,1.567481E-4,0.0124443,9.168295E-4,2.679205E-4,1.459219E-6,1.184036E-4,1.895053E-6,1.039914E-4,5.150633E-6,5.447253E-8,4.603889E-4,7.385062E-7,0.001056944,0.001157054,5.350199E-4,9.680693E-7,0.00154093,0.002972968,3.251574E-4,5.995374E-8,3.554533E-10,6.246271E-8,7.425265E-9,6.0002E-6,7.126311E-8,0.001010704,8.006446,5.682335E-5,454077.5,454077.5
2.645837E-7,15.50123,2.016887E11,1717.307,1717.307,8.80528E-4,1.0,0.8112807,0.003440985,0.01152366,0.02819977,5.03389E-5,0.004341011,0.001229858,0.06465408,0.002237979,0.005282691,0.003269005,2.696946E-4,2.95267E-4,0.02748498,0.004455015,1.184824E-4,2.482305E-4,7.155911E-4,1.585739E-4,5.68083E-4,1.172993E-4,1.063918E-4,0.006246965,4.356341E-4,1.544687E-4,0.01244836,9.218394E-4,2.738914E-4,1.512634E-6,1.198949E-4,1.959583E-6,1.055072E-4,5.264631E-6,5.624482E-8,4.549462E-4,7.13192E-7,0.001028893,0.001156762,5.279679E-4,9.363048E-7,0.001517674,0.002969094,3.270984E-4,6.205447E-8,3.72122E-10,5.978011E-8,6.887559E-9,5.572182E-6,6.36227E-8,9.759962E-4,8.004662,5.680374E-5,453976.4,453976.4
2.677388E-7,15.50545,2.043788E11,1717.477,1717.477,8.80528E-4,1.0,0.8111196,0.003423202,0.01165163,0.02809422,5.087735E-5,0.004376232,0.001213436,0.06482747,0.002226519,0.005331084,0.003269186,2.650659E-4,2.906171E-4,0.02751693,0.004432639,1.185449E-4,2.514569E-4,7.200389E-4,1.604182E-4,5.67023E-4,1.15388E-4,1.063478E-4,0.006232823,4.365559E-4,1.526926E-4,0.01245105,9.257097E-4,2.786487E-4,1.555822E-6,1.210769E-4,2.011517E-6,1.067052E-4,5.355418E-6,5.767181E-8,4.506434E-4,6.937405E-7,0.001007094,0.001156453,5.224138E-4,9.118496E-7,0.001499401,0.002966052,3.2862E-4,6.374729E-8,3.85698E-10,5.773598E-8,6.488126E-9,5.25357E-6,5.813321E-8,9.492713E-4,8.003275,5.678828E-5,453897.7,453897.7
2.710107E-7,15.5098,2.07009E11,1717.655,1717.655,8.80528E-4,1.0,0.8109551,0.00340507,0.01178374,0.02798478,5.143002E-5,0.004412338,0.001196807,0.06500529,0.002214784,0.005380945,0.003269228,2.604222E-4,2.85927E-4,0.02754908,0.004409627,1.186009E-4,2.547999E-4,7.246089E-4,1.623338E-4,5.659071E-4,1.134521E-4,1.062903E-4,0.006218012,4.37477E-4,1.508819E-4,0.01245336,9.29624E-4,2.835966E-4,1.601332E-6,1.223007E-4,2.066014E-6,1.079421E-4,5.449803E-6,5.916999E-8,4.461999E-4,6.741554E-7,9.849258E-4,0.001156063,5.166968E-4,8.871836E-7,0.001480633,0.002962929,3.3018E-4,6.552576E-8,4.000966E-10,5.569322E-8,6.098038E-9,4.941864E-6,5.29311E-8,9.223152E-4,8.001863,5.677237E-5,453817.6,453817.6
2.727869E-7,15.51214,2.083713E11,1717.753,1717.753,8.80528E-4,1.0,0.8108668,0.003395355,0.0118552,0.02792539,5.17276E-5,0.004431761,0.001187945,0.06510099,0.002208478,0.005407875,0.003269191,2.579658E-4,2.834353E-4,0.02756612,0.004397216,1.186277E-4,2.566134E-4,7.27072E-4,1.63375E-4,5.652944E-4,1.124202E-4,1.062542E-4,0.006209911,4.379624E-4,1.49912E-4,0.01245441,9.317071E-4,2.862886E-4,1.626346E-6,1.229642E-4,2.095868E-6,1.086113E-4,5.501138E-6,5.99911E-8,4.437959E-4,6.637666E-7,9.730762E-4,0.001155822,5.136116E-4,8.740819E-7,0.00147052,0.002961247,3.310193E-4,6.650099E-8,4.080503E-10,5.461603E-8,5.896054E-9,4.780249E-6,5.03011E-8,9.079974E-4,8.001108,5.676378E-5,453774.8,453774.8
