Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H3_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_IC3H7_Soln#8 (),Mole_fraction_NC3H7_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_PC4H9_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_NC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M2_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H8_Soln#8 (),Mole_fraction_CYC6H10_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_INDENE_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC12H26_Soln#8 (),Mole_fraction_NC16H34_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
4.747276E-6,15.62598,-2.768248E10,1309.356,1309.356,0.001337098,1.0,0.9294971,8.640732E-5,0.002074531,9.794239E-4,7.726284E-4,3.013458E-4,0.01174042,2.779778E-5,6.273609E-5,3.589045E-4,9.962058E-6,3.529836E-5,0.005529982,3.06439E-4,3.538032E-6,1.82658E-5,1.301605E-4,1.566723E-5,6.208847E-6,8.883E-7,6.14226E-6,0.002048917,6.33485E-5,1.774587E-4,0.001851301,4.274016E-6,2.901484E-5,2.401661E-9,5.779397E-6,5.013634E-8,1.687114E-8,2.366363E-5,0.00160844,8.568099E-8,3.055613E-5,7.333575E-4,3.066283E-5,5.215802E-7,3.902276E-8,1.977552E-4,0.001626245,0.003887787,5.259131E-5,5.441886E-8,3.460721E-6,8.118143E-9,4.181845E-6,0.00890886,0.004939165,0.02179198,9.193729,8.556889E-5,521413.2,521413.2
4.872154E-6,15.62585,-2.717039E10,1308.726,1308.726,0.001337098,1.0,0.9290941,8.528827E-5,0.002133477,9.70716E-4,7.90835E-4,2.979999E-4,0.01196963,2.775933E-5,6.480565E-5,3.677977E-4,9.883689E-6,3.477919E-5,0.005636337,3.04812E-4,3.691776E-6,1.871723E-5,1.329176E-4,1.542588E-5,6.383679E-6,9.424025E-7,6.398383E-6,0.002087459,6.516581E-5,1.769001E-4,0.001890436,4.511707E-6,2.96798E-5,2.598961E-9,6.045945E-6,5.320107E-8,1.806046E-8,2.411393E-5,0.001637105,8.999806E-8,3.147361E-5,7.481286E-4,3.120679E-5,5.485614E-7,4.081539E-8,2.008214E-4,0.001655338,0.00388439,5.315772E-5,5.80318E-8,3.617413E-6,8.634695E-9,4.34225E-6,0.008870004,0.004909525,0.02169639,9.189379,8.556959E-5,521166.5,521166.5
5.029499E-6,15.6257,-2.655178E10,1307.948,1307.948,0.001337098,1.0,0.9285965,8.390958E-5,0.002206691,9.596675E-4,8.133616E-4,2.938934E-4,0.0122529,2.770417E-5,6.739732E-5,3.787568E-4,9.787761E-6,3.41443E-5,0.005767566,3.028416E-4,3.886646E-6,1.927723E-5,1.363049E-4,1.513124E-5,6.59981E-6,1.012307E-6,6.722133E-6,0.002134859,6.743025E-5,1.761887E-4,0.001938814,4.815555E-6,3.050467E-5,2.859957E-9,6.384507E-6,5.714165E-8,1.962483E-8,2.466392E-5,0.001672336,9.553351E-8,3.261093E-5,7.663172E-4,3.186664E-5,5.827822E-7,4.309035E-8,2.045891E-4,0.001691059,0.003880212,5.383102E-5,6.272167E-8,3.815441E-6,9.30275E-9,4.543895E-6,0.008822084,0.004873038,0.02157838,9.184011,8.557047E-5,520862.1,520862.1
5.052273E-6,15.62567,-2.646455E10,1307.837,1307.837,0.001337098,1.0,0.9285254,8.371288E-5,0.002217193,9.580642E-4,8.16585E-4,2.933088E-4,0.0122934,2.769562E-5,6.777095E-5,3.803209E-4,9.774125E-6,3.405412E-5,0.005786313,3.025635E-4,3.914946E-6,1.93575E-5,1.367875E-4,1.508943E-5,6.630719E-6,1.02258E-6,6.769071E-6,0.002141616,6.775568E-5,1.760852E-4,0.001945733,4.859906E-6,3.06229E-5,2.898863E-9,6.43374E-6,5.771887E-8,1.985724E-8,2.474198E-5,0.001677356,9.634318E-8,3.277385E-5,7.689122E-4,3.195993E-5,5.877532E-7,4.342101E-8,2.05126E-4,0.001696146,0.003879617,5.392495E-5,6.341273E-8,3.844145E-6,9.400967E-9,4.573031E-6,0.008815241,0.004867833,0.02156152,9.183244,8.557059E-5,520818.6,520818.6
5.132539E-6,15.62559,-2.616174E10,1307.448,1307.448,0.001337098,1.0,0.9282765,8.302554E-5,0.002254006,9.524096E-4,8.27869E-4,2.91268E-4,0.01243516,2.766438E-5,6.908468E-5,3.857881E-4,9.72657E-6,3.373978E-5,0.005851882,3.015975E-4,4.014872E-6,1.963882E-5,1.384725E-4,1.494379E-5,6.738887E-6,1.059101E-6,6.934641E-6,0.002165222,6.889781E-5,1.757193E-4,0.00196995,5.016946E-6,3.10372E-5,3.038337E-9,6.607705E-6,5.976699E-8,2.068884E-8,2.501398E-5,0.00169489,9.921394E-8,3.33445E-5,7.779812E-4,3.228428E-5,6.053061E-7,4.458909E-8,2.070009E-4,0.001713906,0.003877536,5.424889E-5,6.587337E-8,3.945376E-6,9.750227E-9,4.675599E-6,0.00879131,0.004849643,0.02150252,9.180562,8.557103E-5,520666.5,520666.5
5.472076E-6,15.62525,-2.495329E10,1305.85,1305.85,0.001337098,1.0,0.9272535,8.02158E-5,0.002406461,9.285326E-4,8.743558E-4,2.829531E-4,0.01301859,2.751551E-5,7.45889E-5,4.081772E-4,9.533434E-6,3.246632E-5,0.006121112,2.977393E-4,4.440184E-6,2.080307E-5,1.453457E-4,1.435513E-5,7.183869E-6,1.218696E-6,7.636643E-6,0.002261685,7.364866E-5,1.741607E-4,0.002069644,5.69226E-6,3.275096E-5,3.667503E-9,7.350282E-6,6.864443E-8,2.441375E-8,2.611421E-5,0.001766486,1.11631E-7,3.570003E-5,8.151026E-4,3.358699E-5,6.799994E-7,4.957109E-8,2.14656E-4,0.001786313,0.003869028,5.550769E-5,7.668612E-8,4.374166E-6,1.127726E-8,5.107162E-6,0.008693119,0.00477519,0.02126011,9.169546,8.557291E-5,520041.7,520041.7
5.602936E-6,15.62511,-2.451657E10,1305.254,1305.254,0.001337098,1.0,0.9268716,7.91748E-5,0.002463818,9.193986E-4,8.917448E-4,2.79881E-4,0.01323665,2.745172E-5,7.668673E-5,4.164946E-4,9.462301E-6,3.199891E-5,0.006221475,2.963454E-4,4.605024E-6,2.124102E-5,1.478882E-4,1.413959E-5,7.350035E-6,1.282344E-6,7.907568E-6,0.002297449,7.544467E-5,1.735577E-4,0.002106917,5.956737E-6,3.339509E-5,3.926997E-9,7.638991E-6,7.215098E-8,2.593905E-8,2.651737E-5,0.00179301,1.165289E-7,3.658274E-5,8.288902E-4,3.406123E-5,7.089264E-7,5.150681E-8,2.174917E-4,0.001813087,0.003865871,5.594767E-5,8.102208E-8,4.53941E-6,1.188632E-8,5.272318E-6,0.008656544,0.004747534,0.02116966,9.165438,8.557365E-5,519808.8,519808.8
5.910235E-6,15.62479,-2.354765E10,1303.894,1303.894,0.001337098,1.0,0.9260001,7.681856E-5,0.002595552,8.982163E-4,9.31483E-4,2.729371E-4,0.01373478,2.729019E-5,8.156108E-5,4.35382E-4,9.301865E-6,3.094887E-5,0.006450199,2.932552E-4,4.993532E-6,2.224745E-5,1.536412E-4,1.365637E-5,7.729136E-6,1.436192E-6,8.543642E-6,0.002378552,7.958705E-5,1.721424E-4,0.002192081,6.585261E-6,3.487381E-5,4.573007E-9,8.321328E-6,8.054724E-8,2.971326E-8,2.742184E-5,0.001853123,1.282546E-7,3.860231E-5,8.602041E-4,3.512106E-5,7.770174E-7,5.608038E-8,2.239186E-4,0.001873655,0.003858704,5.689248E-5,9.154802E-8,4.926716E-6,1.335789E-8,5.657177E-6,0.008573247,0.004684705,0.0209634,9.156073,8.557541E-5,519277.6,519277.6
5.958744E-6,15.62474,-2.340152E10,1303.684,1303.684,0.001337098,1.0,0.9258657,7.645778E-5,0.002615971,8.949144E-4,9.37618E-4,2.718746E-4,0.01381167,2.726333E-5,8.232375E-5,4.382826E-4,9.277353E-6,3.078902E-5,0.006485435,2.927897E-4,5.055001E-6,2.240357E-5,1.545222E-4,1.358293E-5,7.78758E-6,1.461027E-6,8.643967E-6,0.002390996,8.02313E-5,1.719195E-4,0.002205228,6.685321E-6,3.510297E-5,4.679705E-9,8.429526E-6,8.18919E-8,3.033375E-8,2.755938E-5,0.001862342,1.301331E-7,3.891433E-5,8.650143E-4,3.528186E-5,7.877773E-7,5.680555E-8,2.249043E-4,0.00188293,0.003857603,5.703089E-5,9.325242E-8,4.987712E-6,1.359529E-8,5.717516E-6,0.008560422,0.00467505,0.02093161,9.15463,8.55757E-5,519195.8,519195.8
6.132918E-6,15.62455,-2.289107E10,1302.941,1302.941,0.001337098,1.0,0.9253898,7.518646E-5,0.002688478,8.831657E-4,9.593508E-4,2.681309E-4,0.01408405,2.716423E-5,8.504709E-5,4.485251E-4,9.191041E-6,3.022752E-5,0.006610112,2.911636E-4,5.275924E-6,2.295831E-5,1.57628E-4,1.332519E-5,7.994432E-6,1.55136E-6,9.00385E-6,0.002434918,8.252345E-5,1.711211E-4,0.002251807,7.046165E-6,3.591668E-5,5.073126E-9,8.818905E-6,8.675842E-8,3.261541E-8,2.80422E-5,0.001894873,1.369351E-7,4.002001E-5,8.820043E-4,3.584598E-5,8.264146E-7,5.941534E-8,2.283827E-4,0.001915625,0.003853716,5.750579E-5,9.94623E-8,5.206295E-6,1.445836E-8,5.933189E-6,0.008515056,0.00464094,0.02081907,9.149522,8.557673E-5,518906.1,518906.1
6.27221E-6,15.6244,-2.249822E10,1302.358,1302.358,0.001337098,1.0,0.9250167,7.419676E-5,0.002745551,8.73901E-4,9.764001E-4,2.652164E-4,0.01429774,2.708217E-5,8.720774E-5,4.565233E-4,9.123896E-6,2.979231E-5,0.006707762,2.89913E-4,5.452784E-6,2.339544E-5,1.600476E-4,1.312568E-5,8.156495E-6,1.624904E-6,9.291173E-6,0.002469198,8.43326E-5,1.704855E-4,0.002288354,7.336357E-6,3.65572E-5,5.399544E-9,9.131205E-6,9.069168E-8,3.45014E-8,2.841611E-5,0.001920254,1.424378E-7,4.088769E-5,8.952773E-4,3.628267E-5,8.57304E-7,6.150877E-8,2.310968E-4,0.001941099,0.003850679,5.786141E-5,1.04529E-7,5.380548E-6,1.516039E-8,6.104511E-6,0.00847954,0.004614282,0.02073088,9.145521,8.557758E-5,518679.2,518679.2
6.402541E-6,15.62425,-2.214227E10,1301.821,1301.821,0.001337098,1.0,0.9246733,7.329158E-5,0.002798245,8.653427E-4,9.920983E-4,2.625499E-4,0.01449452,2.700337E-5,8.921572E-5,4.638591E-4,9.062492E-6,2.939562E-5,0.006797558,2.887798E-4,5.618348E-6,2.379947E-5,1.622627E-4,1.294402E-5,8.305551E-6,1.694711E-6,9.559531E-6,0.002500628,8.600671E-5,1.698934E-4,0.002322012,7.608966E-6,3.714866E-5,5.714182E-9,9.424005E-6,9.440179E-8,3.631381E-8,2.875669E-5,0.00194352,1.476338E-7,4.168675E-5,9.074563E-4,3.668053E-5,8.861852E-7,6.347187E-8,2.335849E-4,0.00196442,0.003847892,5.817617E-5,1.093459E-7,5.543088E-6,1.582615E-8,6.263861E-6,0.008446892,0.004589811,0.02064975,9.14184,8.557839E-5,518470.4,518470.4
6.435342E-6,15.62421,-2.205439E10,1301.688,1301.688,0.001337098,1.0,0.9245877,7.306693E-5,0.002811399,8.632065E-4,9.960105E-4,2.61888E-4,0.01454357,2.698325E-5,8.971896E-5,4.65683E-4,9.047252E-6,2.929737E-5,0.00681992,2.885001E-4,5.660024E-6,2.39004E-5,1.628128E-4,1.289906E-5,8.342672E-6,1.71243E-6,9.626986E-6,0.002508441,8.642518E-5,1.697448E-4,0.002330401,7.677725E-6,3.729633E-5,5.794787E-9,9.497776E-6,9.53399E-8,3.677728E-8,2.8841E-5,0.001949302,1.489485E-7,4.188589E-5,9.104851E-4,3.677907E-5,8.934494E-7,6.396654E-8,2.342033E-4,0.001970212,0.003847199,5.825271E-5,1.105696E-7,5.583911E-6,1.599505E-8,6.303815E-6,0.008438764,0.004583724,0.02062955,9.140923,8.557859E-5,518418.4,518418.4
6.475654E-6,15.62416,-2.194731E10,1301.524,1301.524,0.001337098,1.0,0.924483,7.279254E-5,0.002827507,8.605909E-4,0.001000798,2.610794E-4,0.01460359,2.695837E-5,9.033629E-5,4.679124E-4,9.028636E-6,2.917748E-5,0.006847274,2.881592E-4,5.711244E-6,2.402403E-5,1.634848E-4,1.28442E-5,8.388082E-6,1.734287E-6,9.70984E-6,0.002517991,8.693791E-5,1.695625E-4,0.002340667,7.762306E-6,3.747716E-5,5.894622E-9,9.58848E-6,9.64951E-8,3.735085E-8,2.894388E-5,0.00195637,1.505681E-7,4.212959E-5,9.14188E-4,3.689933E-5,9.023742E-7,6.457481E-8,2.349592E-4,0.001977289,0.003846351,5.834535E-5,1.120798E-7,5.634035E-6,1.620333E-8,6.352835E-6,0.008428822,0.004576281,0.02060483,9.139802,8.557885E-5,518354.8,518354.8
6.634992E-6,15.62398,-2.153377E10,1300.885,1300.885,0.001337098,1.0,0.9240742,7.172631E-5,0.002890549,8.503617E-4,0.001019497,2.579359E-4,0.01483806,2.685848E-5,9.276384E-5,4.765954E-4,8.956271E-6,2.871264E-5,0.006954028,2.868425E-4,5.913692E-6,2.450839E-5,1.660989E-4,1.263168E-5,8.565304E-6,1.82155E-6,1.003676E-5,0.00255518,8.894779E-5,1.688449E-4,0.002380776,8.097368E-6,3.818503E-5,6.297595E-9,9.947387E-6,1.01085E-7,3.966102E-8,2.934256E-5,0.001983887,1.570097E-7,4.308145E-5,9.286152E-4,3.736577E-5,9.376149E-7,6.69822E-8,2.379025E-4,0.002004817,0.003843049,5.869649E-5,1.181146E-7,5.831611E-6,1.703417E-8,6.545678E-6,0.008390032,0.004547272,0.02050832,9.135424,8.557987E-5,518106.5,518106.5
6.837607E-6,15.62374,-2.102918E10,1300.09,1300.09,0.001337098,1.0,0.9235656,7.041159E-5,0.0029693,8.376123E-4,0.001042774,2.54056E-4,0.01513004,2.672821E-5,9.582191E-5,4.873474E-4,8.866954E-6,2.814172E-5,0.007086715,2.852348E-4,6.171021E-6,2.511457E-5,1.693281E-4,1.237099E-5,8.785565E-6,1.934456E-6,1.045103E-5,0.002601224,9.146539E-5,1.679401E-4,0.002430725,8.524867E-6,3.906964E-5,6.829124E-9,1.040449E-5,1.069718E-7,4.269661E-8,2.983179E-5,0.002017946,1.652886E-7,4.426617E-5,9.464937E-4,3.793945E-5,9.823265E-7,7.004976E-8,2.41546E-4,0.00203883,0.003838954,5.911009E-5,1.259344E-7,6.081507E-6,1.810744E-8,6.788741E-6,0.008341841,0.004511299,0.0203883,9.12998,8.55812E-5,517797.8,517797.8
6.954183E-6,15.62359,-2.074903E10,1299.641,1299.641,0.001337098,1.0,0.9232783,6.967527E-5,0.003013916,8.304096E-4,0.001055921,2.518807E-4,0.01529501,2.66518E-5,9.756693E-5,4.933926E-4,8.816867E-6,2.782301E-5,0.007161567,2.843413E-4,6.318971E-6,2.545861E-5,1.711401E-4,1.222561E-5,8.909804E-6,2.000363E-6,1.068857E-5,0.002627111,9.289499E-5,1.674236E-4,0.002458949,8.771391E-6,3.957102E-5,7.144462E-9,1.066775E-5,1.103817E-7,4.449174E-8,3.010473E-5,0.00203709,1.700938E-7,4.493519E-5,9.565531E-4,3.826031E-5,1.007991E-6,7.181733E-8,2.435943E-4,0.00205792,0.003836649,5.933246E-5,1.30504E-7,6.224562E-6,1.873297E-8,6.92748E-6,0.008314666,0.004491046,0.02032057,9.126908,8.558198E-5,517623.5,517623.6
6.988636E-6,15.62355,-2.06676E10,1299.509,1299.509,0.001337098,1.0,0.9231942,6.946041E-5,0.003027006,8.282996E-4,0.001059774,2.512455E-4,0.01534336,2.662903E-5,9.808064E-5,4.951601E-4,8.802239E-6,2.773014E-5,0.007183487,2.840813E-4,6.362678E-6,2.555965E-5,1.716694E-4,1.218328E-5,8.946183E-6,2.019969E-6,1.075865E-5,0.00263468,9.33149E-5,1.672716E-4,0.002467221,8.844311E-6,3.971816E-5,7.238973E-9,1.074558E-5,1.113924E-7,4.502897E-8,3.018423E-5,0.002042686,1.715195E-7,4.513118E-5,9.594952E-4,3.835392E-5,1.015567E-6,7.234003E-8,2.441932E-4,0.002063496,0.003835974,5.939611E-5,1.318639E-7,6.266735E-6,1.891892E-8,6.968326E-6,0.00830671,0.00448512,0.02030073,9.126008,8.558221E-5,517572.5,517572.5
7.119154E-6,15.62339,-2.036463E10,1299.015,1299.015,0.001337098,1.0,0.9228784,6.86577E-5,0.003076204,8.203856E-4,0.00107423,2.488712E-4,0.01552483,2.654207E-5,1.000183E-4,5.017769E-4,8.747548E-6,2.738373E-5,0.007265691,2.831136E-4,6.528152E-6,2.593973E-5,1.736488E-4,1.202543E-5,9.082595E-6,2.094773E-6,1.102362E-5,0.002663015,9.489476E-5,1.666983E-4,0.002498268,9.120766E-6,4.02713E-5,7.602505E-9,1.10405E-5,1.152328E-7,4.709201E-8,3.048071E-5,0.002063636,1.769432E-7,4.586652E-5,9.705138E-4,3.870356E-5,1.044224E-6,7.432135E-8,2.46435E-4,0.002084355,0.003833448,5.962878E-5,1.370548E-7,6.426044E-6,1.962774E-8,7.122402E-6,0.008276877,0.004462921,0.02022631,9.122633,8.558311E-5,517381.1,517381.1
7.416558E-6,15.623,-1.970515E10,1297.915,1297.915,0.001337098,1.0,0.9221762,6.689286E-5,0.003186054,8.02819E-4,0.001106384,2.436415E-4,0.01592871,2.634017E-5,1.043846E-4,5.164053E-4,8.626992E-6,2.662494E-5,0.007448266,2.810013E-4,6.904508E-6,2.67907E-5,1.780138E-4,1.168014E-5,9.38545E-6,2.268235E-6,1.162409E-5,0.002725671,9.84322E-5,1.654082E-4,0.002567372,9.75152E-6,4.15073E-5,8.46278E-9,1.171273E-5,1.240446E-7,5.195404E-8,3.112958E-5,0.002109947,1.894281E-7,4.750112E-5,9.949002E-4,3.947274E-5,1.109253E-6,7.884141E-8,2.51392E-4,0.002130368,0.00382785,6.011226E-5,1.491018E-7,6.786265E-6,2.126746E-8,7.469546E-6,0.008210652,0.004413742,0.02006094,9.115133,8.558521E-5,516955.8,516955.8
7.447934E-6,15.62296,-1.963796E10,1297.801,1297.801,0.001337098,1.0,0.9221034,6.671171E-5,0.003197465,8.010035E-4,0.001109715,2.431039E-4,0.01597057,2.631861E-5,1.048413E-4,5.179135E-4,8.614589E-6,2.654726E-5,0.007467158,2.807855E-4,6.944147E-6,2.687929E-5,1.78463E-4,1.164483E-5,9.416776E-6,2.286771E-6,1.168716E-5,0.002732132,9.880045E-5,1.652734E-4,0.002574534,9.818099E-6,4.163577E-5,8.556092E-9,1.178365E-5,1.249786E-7,5.247981E-8,3.119597E-5,0.002114721,1.90755E-7,4.767034E-5,9.974167E-4,3.955179E-5,1.11609E-6,7.931861E-8,2.519032E-4,0.002135105,0.003827272,6.01597E-5,1.503897E-7,6.824035E-6,2.144234E-8,7.505849E-6,0.008203802,0.004408664,0.02004382,9.114357,8.558543E-5,516911.7,516911.7
7.59467E-6,15.62277,-1.932945E10,1297.273,1297.273,0.001337098,1.0,0.9217667,6.587697E-5,0.00325039,7.92609E-4,0.001125139,2.406243E-4,0.01616445,2.621718E-5,1.069672E-4,5.2488E-4,8.557361E-6,2.618983E-5,0.007554587,2.797933E-4,7.12933E-6,2.729066E-5,1.805356E-4,1.148242E-5,9.561718E-6,2.37404E-6,1.198136E-5,0.002761981,1.005101E-4,1.646468E-4,0.002607708,1.012946E-5,4.223185E-5,8.998919E-9,1.211525E-5,1.293567E-7,5.497081E-8,3.150135E-5,0.002136776,1.969834E-7,4.845369E-5,0.001009046,3.99164E-5,1.148001E-6,8.155081E-8,2.542645E-4,0.002156963,0.003824599,6.037298E-5,1.564542E-7,7.000058E-6,2.226478E-8,7.674797E-6,0.008172108,0.004385184,0.01996457,9.110763,8.55865E-5,516707.9,516707.9
8.082484E-6,15.62209,-1.836733E10,1295.575,1295.575,0.001337098,1.0,0.9206847,6.324188E-5,0.003421309,7.6582E-4,0.00117469,2.327705E-4,0.01678799,2.587452E-5,1.139183E-4,5.470643E-4,8.375763E-6,2.506653E-5,0.007834929,2.766776E-4,7.742312E-6,2.862508E-5,1.871131E-4,1.097287E-5,1.002606E-5,2.670706E-6,1.294998E-5,0.002857091,1.06051E-4,1.626065E-4,0.002714403,1.116341E-5,4.415946E-5,1.054556E-8,1.32162E-5,1.440069E-7,6.362135E-8,3.246013E-5,0.002207024,2.179422E-7,5.096668E-5,0.001046141,4.107323E-5,1.253279E-6,8.897407E-8,2.617888E-4,0.002226372,0.003816057,6.098881E-5,1.770722E-7,7.577761E-6,2.50491E-8,8.226673E-6,0.008070548,0.004310163,0.01971028,9.099231,8.559018E-5,516053.9,516053.9
8.173204E-6,15.62197,-1.819843E10,1295.269,1295.269,0.001337098,1.0,0.9204896,6.277444E-5,0.003452274,7.610247E-4,0.001183626,2.313727E-4,0.01690054,2.58101E-5,1.151916E-4,5.510323E-4,8.34338E-6,2.486802E-5,0.007885395,2.761265E-4,7.855803E-6,2.886785E-5,1.882859E-4,1.088296E-5,1.010957E-5,2.726938E-6,1.312844E-5,0.002874115,1.070579E-4,1.622346E-4,0.002733663,1.13553E-5,4.450914E-5,1.084562E-8,1.342058E-5,1.467443E-7,6.529123E-8,3.262941E-5,0.002219594,2.218792E-7,5.141913E-5,0.001052787,4.127972E-5,1.272713E-6,9.035433E-8,2.631357E-4,0.002238755,0.003814523,6.108882E-5,1.809791E-7,7.683892E-6,2.557478E-8,8.327639E-6,0.008052277,0.004296702,0.01966447,9.097154,8.559089E-5,515936.1,515936.1
8.208549E-6,15.62192,-1.813342E10,1295.15,1295.15,0.001337098,1.0,0.9204141,6.259418E-5,0.00346427,7.591722E-4,0.001187084,2.308333E-4,0.01694411,2.578495E-5,1.15686E-4,5.525653E-4,8.330876E-6,2.479152E-5,0.007904919,2.75914E-4,7.899974E-6,2.896199E-5,1.887387E-4,1.084832E-5,1.014188E-5,2.748934E-6,1.319782E-5,0.002880693,1.074482E-4,1.620903E-4,0.002741118,1.143002E-5,4.464466E-5,1.096358E-8,1.350017E-5,1.478118E-7,6.594697E-8,3.269463E-5,0.00222445,2.234162E-7,5.159417E-5,0.001055356,4.135947E-5,1.280271E-6,9.089204E-8,2.636561E-4,0.002243537,0.003813931,6.112662E-5,1.825071E-7,7.725128E-6,2.578023E-8,8.366834E-6,0.008045209,0.004291497,0.01964674,9.09635,8.559117E-5,515890.5,515890.5
8.487497E-6,15.62151,-1.763555E10,1294.228,1294.228,0.001337098,1.0,0.9198277,6.120673E-5,0.003557644,7.44854E-4,0.001213936,2.266737E-4,0.01728262,2.558581E-5,1.195561E-4,5.644178E-4,8.23435E-6,2.420381E-5,0.008056395,2.742789E-4,8.247609E-6,2.969647E-5,1.922341E-4,1.05824E-5,1.039235E-5,2.924183E-6,1.374241E-5,0.002931573,1.104908E-4,1.609646E-4,0.002799042,1.201865E-5,4.570024E-5,1.191475E-8,1.412745E-5,1.562502E-7,7.122041E-8,3.319548E-5,0.002262008,2.356044E-7,5.295209E-5,0.001075232,4.197592E-5,1.339665E-6,9.513382E-8,2.676817E-4,0.002280458,0.003809337,6.140352E-5,1.946764E-7,8.048318E-6,2.741335E-8,8.673376E-6,0.007990391,0.004251188,0.01950917,9.090111,8.559339E-5,515536.7,515536.7
8.575996E-6,15.62138,-1.748299E10,1293.941,1293.941,0.001337098,1.0,0.9196451,6.07792E-5,0.003586797,7.404214E-4,0.001222297,2.25389E-4,0.01738808,2.552243E-5,1.207723E-4,5.680897E-4,8.204496E-6,2.402308E-5,0.008103512,2.737749E-4,8.357532E-6,2.992643E-5,1.933149E-4,1.05007E-5,1.047021E-5,2.980379E-6,1.391407E-5,0.002947345,1.114423E-4,1.606122E-4,0.002817089,1.220496E-5,4.603011E-5,1.222392E-8,1.432612E-5,1.589318E-7,7.292923E-8,3.334942E-5,0.002273648,2.394914E-7,5.33744E-5,0.001081396,4.21669E-5,1.358411E-6,9.647873E-8,2.689295E-4,0.00229188,0.00380791,6.14838E-5,1.985763E-7,8.150018E-6,2.793562E-8,8.769604E-6,0.007973346,0.004238674,0.01946637,9.08817,8.55941E-5,515426.6,515426.6
8.612E-6,15.62133,-1.742165E10,1293.825,1293.825,0.001337098,1.0,0.9195713,6.060697E-5,0.003598595,7.38633E-4,0.001225677,2.248711E-4,0.01743073,2.549663E-5,1.212655E-4,5.695717E-4,8.192454E-6,2.395031E-5,0.008122554,2.735718E-4,8.402198E-6,3.001957E-5,1.937508E-4,1.046781E-5,1.050167E-5,3.003321E-6,1.398375E-5,0.002953711,1.118276E-4,1.604694E-4,0.002824386,1.228069E-5,4.616364E-5,1.235071E-8,1.440689E-5,1.600232E-7,7.362927E-8,3.341139E-5,0.002278346,2.410754E-7,5.354506E-5,0.001083885,4.224399E-5,1.366023E-6,9.702573E-8,2.694332E-4,0.002296487,0.003807334,6.151546E-5,2.00168E-7,8.191277E-6,2.814865E-8,8.808611E-6,0.007966458,0.004233619,0.01944906,9.087385,8.55944E-5,515382.1,515382.1
