Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H6_Soln#18 (),Mole_fraction_C2H5_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H3_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H8_Soln#18 (),Mole_fraction_IC3H7_Soln#18 (),Mole_fraction_NC3H7_Soln#18 (),Mole_fraction_C3H6_Soln#18 (),Mole_fraction_C3H5-A_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C3H4-A_Soln#18 (),Mole_fraction_C3H3_Soln#18 (),Mole_fraction_NC4H10_Soln#18 (),Mole_fraction_PC4H9_Soln#18 (),Mole_fraction_IC4H10_Soln#18 (),Mole_fraction_IC4H8_Soln#18 (),Mole_fraction_C4H8-1_Soln#18 (),Mole_fraction_C4H8-2_Soln#18 (),Mole_fraction_C4H71-3_Soln#18 (),Mole_fraction_C4H6_Soln#18 (),Mole_fraction_C4H5_Soln#18 (),Mole_fraction_C4H4_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_FULVENE_Soln#18 (),Mole_fraction_C5H6_Soln#18 (),Mole_fraction_C5H5_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_NC5H12_Soln#18 (),Mole_fraction_NC5H11_Soln#18 (),Mole_fraction_NC5H10_Soln#18 (),Mole_fraction_B1M3_Soln#18 (),Mole_fraction_LC5H8_Soln#18 (),Mole_fraction_NC6H12_Soln#18 (),Mole_fraction_NC7H15_Soln#18 (),Mole_fraction_NC7H14_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C6H5C2H3_Soln#18 (),Mole_fraction_C12H8_Soln#18 (),Mole_fraction_C14H10_Soln#18 (),Mole_fraction_NC12H26_Soln#18 (),Mole_fraction_NC16H34_Soln#18 (),Mole_fraction_NC10H20_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
0.0,15.7,-5.85658E13,1850.0,1850.0,9.757202E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.214778E-5,535064.1,535064.1
1.154988E-12,15.69992,-5.884116E13,1849.984,1849.984,9.757202E-4,1.0,0.9514568,2.812031E-9,2.242297E-15,2.410046E-9,4.619807E-13,4.857151E-7,6.609925E-9,5.19939E-12,2.428115E-15,2.473674E-13,6.509944E-12,4.852133E-7,8.985852E-9,4.829491E-7,7.019934E-15,1.703806E-13,1.867223E-17,1.527935E-13,4.862763E-7,7.099061E-26,3.389387E-25,4.112486E-9,6.707033E-14,4.827813E-7,1.371565E-10,6.173665E-20,2.318838E-18,8.100653E-19,1.257106E-16,3.952418E-26,6.872715E-23,1.638869E-29,3.984834E-28,1.570599E-17,8.10679E-7,3.850657E-9,1.299369E-20,5.289001E-17,7.992336E-10,1.933933E-6,2.866394E-9,0.004080995,1.814363E-10,2.931261E-32,9.082419E-23,1.972284E-45,3.809369E-21,0.01103211,0.006638805,0.02678472,9.434394,6.214811E-5,535062.3,535062.3
3.804624E-11,15.69744,-6.632159E13,1849.446,1849.446,9.757202E-4,1.0,0.9513301,2.622947E-6,6.929227E-11,2.378051E-6,5.979495E-10,2.05508E-5,6.460119E-6,5.975605E-9,3.363522E-12,3.144287E-10,8.253498E-9,1.998258E-5,8.857198E-6,1.585536E-5,8.802349E-12,1.853558E-10,5.491596E-13,2.008104E-10,2.095008E-5,2.293638E-18,8.818272E-18,4.030299E-6,7.836307E-11,1.567543E-5,1.472577E-7,2.483658E-15,3.17641E-14,8.739493E-16,2.774638E-12,3.146005E-20,6.351671E-17,3.887312E-22,3.218471E-22,8.13629E-13,2.439729E-5,3.776976E-6,1.198576E-14,1.340996E-11,7.714451E-7,5.357782E-5,2.789075E-6,0.004080446,5.980325E-9,3.602682E-26,3.42701E-18,3.380381E-35,4.349876E-18,0.01099248,0.006602361,0.02675228,9.433138,6.215791E-5,534991.1,534991.1
2.294723E-10,15.68689,-8.077374E13,1846.07,1846.07,9.757202E-4,1.0,0.9502325,6.358564E-5,1.086259E-8,5.598507E-5,3.401449E-8,2.083132E-4,1.467906E-4,2.606012E-7,2.5652E-10,1.736208E-8,4.397371E-7,1.892848E-4,2.060988E-4,9.398421E-5,4.599367E-10,6.752957E-9,1.058249E-10,1.138293E-8,2.05993E-4,1.820352E-14,3.333166E-14,9.216044E-5,3.536113E-9,8.78698E-5,5.055248E-6,2.736196E-12,6.198534E-12,3.071787E-14,4.419731E-10,3.081494E-17,5.957178E-14,2.239093E-18,3.876399E-19,4.927847E-10,8.73288E-5,8.631193E-5,1.055506E-11,8.831652E-9,1.680851E-5,1.537025E-4,6.208488E-5,0.004075703,3.799823E-8,9.112915E-23,1.059766E-15,7.412068E-30,3.697478E-16,0.01078847,0.006417487,0.02660569,9.422254,6.219974E-5,534373.8,534373.8
7.067317E-10,15.66506,-7.564514E13,1837.278,1837.278,9.757202E-4,1.0,0.9470259,2.989961E-4,1.701636E-7,2.484275E-4,4.172774E-7,7.847749E-4,6.377345E-4,2.74734E-6,5.44844E-9,2.253379E-7,4.997706E-6,6.753914E-4,8.940375E-4,2.777293E-4,5.197602E-9,6.208776E-8,2.375375E-9,1.376187E-7,7.298512E-4,3.2786E-12,2.385282E-12,3.953662E-4,3.971396E-8,2.288413E-4,4.134218E-5,3.020305E-10,1.471506E-10,2.66651E-13,7.281252E-9,1.708871E-15,3.74085E-12,3.938517E-16,2.924372E-17,2.366734E-8,9.800758E-5,3.65946E-4,4.379704E-10,2.468065E-7,6.971344E-5,1.587801E-4,2.590825E-4,0.004061808,1.460718E-7,1.773666E-20,3.784964E-14,1.522171E-26,1.333323E-14,0.01032295,0.0060046,0.02628813,9.390446,6.228641E-5,532569.9,532569.9
2.045535E-9,15.61324,-5.712518E13,1816.881,1816.881,9.757202E-4,1.0,0.939633,9.582913E-4,1.579395E-6,7.230827E-4,3.503975E-6,0.00211922,0.001867268,1.916016E-5,1.008476E-7,2.36083E-6,3.734667E-5,0.001706025,0.002455775,7.252494E-4,3.955899E-8,4.645274E-7,3.351575E-8,1.206587E-6,0.001825628,2.529485E-10,6.353291E-11,0.001081609,3.672232E-7,4.492208E-4,2.397662E-4,1.670099E-8,2.16597E-9,1.879632E-12,7.440447E-8,7.097367E-14,2.039046E-10,5.208308E-14,1.375777E-15,5.517711E-7,7.719121E-5,9.684362E-4,8.65152E-9,3.010573E-6,1.880352E-4,1.248746E-4,6.912355E-4,0.004029263,6.857027E-7,2.975136E-18,8.931307E-13,2.594805E-23,3.751943E-13,0.009308041,0.005137216,0.02552129,9.317018,6.249314E-5,528405.4,528405.4
4.608577E-9,15.53863,-3.867256E13,1789.047,1789.047,9.757202E-4,1.0,0.9297369,0.002019864,7.327658E-6,0.001459156,1.503051E-5,0.003890019,0.003815017,6.269845E-5,8.074483E-7,1.368792E-5,1.356863E-4,0.00283276,0.004433139,0.001390355,1.546853E-7,1.9756E-6,1.836207E-7,5.715171E-6,0.002980607,5.101041E-9,5.55577E-10,0.00194434,1.911491E-6,5.863605E-4,7.131586E-4,2.488231E-7,1.224784E-8,8.859947E-12,3.755056E-7,1.29227E-12,3.871642E-9,2.22793E-12,2.052648E-14,4.386737E-6,5.5828E-5,0.001660354,5.986666E-8,1.557158E-5,3.349904E-4,8.951671E-5,0.001212567,0.003983699,2.549514E-6,1.496744E-16,9.220459E-12,9.102704E-21,4.110882E-12,0.008034847,0.004115354,0.02436517,9.218334,6.27932E-5,522808.7,522808.7
1.067894E-8,15.42974,-2.162386E13,1748.721,1748.721,9.757202E-4,1.0,0.9154346,0.003645905,3.33738E-5,0.003005495,5.842381E-5,0.006299981,0.007665438,1.720295E-4,5.878285E-6,7.577231E-5,3.891545E-4,0.003788296,0.00708251,0.002415811,5.680628E-7,7.925314E-6,7.401295E-7,2.609638E-5,0.003794627,8.941701E-8,4.423955E-9,0.003056239,9.452048E-6,6.094153E-4,0.001677933,2.673603E-6,5.933593E-8,6.221863E-11,1.714624E-6,2.289813E-11,6.202111E-8,9.816728E-11,2.92173E-13,2.732566E-5,3.596512E-5,0.002443989,3.381222E-7,6.905992E-5,5.193396E-4,5.496584E-5,0.001856473,0.003909974,9.786524E-6,9.699159E-15,1.150054E-10,3.642649E-18,4.153801E-11,0.006397426,0.002920299,0.02242732,9.074134,6.323632E-5,514630.5,514630.5
1.917745E-8,15.34998,-1.295001E13,1715.845,1715.845,9.757202E-4,1.0,0.9033385,0.004711962,9.688784E-5,0.005222833,1.375026E-4,0.007846277,0.01227594,3.317681E-4,2.196821E-5,2.164229E-4,6.600045E-4,0.003874328,0.009210663,0.00320174,1.412855E-6,1.916803E-5,1.601949E-6,6.878437E-5,0.003589205,5.761981E-7,1.884202E-8,0.003850937,2.546228E-5,5.761287E-4,0.002639107,1.056325E-5,2.025822E-7,2.816309E-10,4.373493E-6,1.438828E-10,3.442294E-7,1.140207E-9,1.896706E-12,7.917672E-5,2.594E-5,0.002956747,1.033384E-6,1.678873E-4,6.458202E-4,3.65836E-5,0.002314869,0.003835671,2.293653E-5,1.993094E-13,7.438256E-10,1.884044E-16,1.862648E-10,0.005209724,0.002146709,0.02054283,8.949805,6.356493E-5,507579.3,507579.3
2.157031E-8,15.33556,-1.154093E13,1709.036,1709.036,9.757202E-4,1.0,0.900733,0.004864267,1.203858E-4,0.00585818,1.617586E-4,0.008067194,0.01345181,3.777593E-4,2.848074E-5,2.619557E-4,7.167573E-4,0.00380867,0.009669146,0.003343944,1.704565E-6,2.264056E-5,1.842346E-6,8.240759E-5,0.003449047,8.25047E-7,2.536991E-8,0.004003909,3.0561E-5,5.68212E-4,0.002857417,1.352521E-5,2.669821E-7,3.80274E-10,5.202441E-6,2.043745E-10,4.73411E-7,1.809994E-9,2.784117E-12,9.573477E-5,2.429635E-5,0.003056322,1.289411E-6,1.972403E-4,6.694866E-4,3.355132E-5,0.002405059,0.003817863,2.684785E-5,3.659646E-13,1.086516E-9,4.004447E-16,2.487068E-10,0.004975597,0.002004229,0.02010703,8.922675,6.362469E-5,506040.7,506040.7
2.405741E-8,15.32305,-1.032799E13,1702.714,1702.714,9.757202E-4,1.0,0.8982714,0.004976837,1.473588E-4,0.006516351,1.875314E-4,0.008227904,0.01462223,4.255084E-4,3.616533E-5,3.106539E-4,7.678727E-4,0.003721926,0.01010563,0.003466173,2.031781E-6,2.63236E-5,2.090043E-6,9.694129E-5,0.003291309,1.144708E-6,3.350652E-8,0.004142704,3.599927E-5,5.608899E-4,0.003066943,1.686437E-5,3.475374E-7,5.00849E-10,6.082902E-6,2.815809E-10,6.310276E-7,2.748528E-9,3.987876E-12,1.132932E-4,2.286259E-5,0.003148277,1.582729E-6,2.277768E-4,6.907165E-4,3.092762E-5,0.002487762,0.003800412,3.092193E-5,6.409998E-13,1.542511E-9,7.948677E-16,3.239305E-10,0.004760681,0.001876465,0.01968528,8.896924,6.367665E-5,504580.2,504580.2
2.596614E-8,15.31487,-9.532384E12,1698.301,1698.301,9.757202E-4,1.0,0.896527,0.00503728,1.697817E-4,0.007017398,2.076169E-4,0.008311065,0.01548608,4.619176E-4,4.26827E-5,3.486287E-4,8.021468E-4,0.003646836,0.01041772,0.003544997,2.298956E-6,2.918406E-5,2.27866E-6,1.082536E-4,0.00316646,1.43424E-6,4.075041E-8,0.0042378,4.023473E-5,5.558151E-4,0.003217356,1.958079E-5,4.194006E-7,6.059508E-10,6.767278E-6,3.513357E-10,7.677742E-7,3.656718E-9,5.13726E-12,1.268651E-4,2.190691E-5,0.003212477,1.826263E-6,2.510847E-4,7.051091E-4,2.919775E-5,0.002544937,0.003787674,3.403488E-5,9.460418E-13,1.968471E-9,1.273118E-15,3.887644E-10,0.004611852,0.001789711,0.0193804,8.878607,6.371064E-5,503541.4,503541.4
2.777743E-8,15.30809,-8.865338E12,1694.421,1694.421,9.757202E-4,1.0,0.894973,0.005077266,1.924075E-4,0.007487924,2.268751E-4,0.008362334,0.01627921,4.961436E-4,4.9352E-5,3.849389E-4,8.310385E-4,0.003571037,0.01069815,0.003609421,2.564926E-6,3.191533E-5,2.456524E-6,1.190528E-4,0.003047282,1.745535E-6,4.847184E-8,0.004320318,4.428303E-5,5.51372E-4,0.003352731,2.226447E-5,4.960313E-7,7.158E-10,7.421079E-6,4.263706E-10,9.098476E-7,4.682629E-9,6.433116E-12,1.397337E-4,2.109253E-5,0.003269139,2.071832E-6,2.73019E-4,7.174824E-4,2.77403E-5,0.002594885,0.003776067,3.696665E-5,1.330833E-12,2.438357E-9,1.918008E-15,4.559357E-10,0.004481557,0.001714932,0.01910454,8.862241,6.373885E-5,502613.2,502613.2
3.037846E-8,15.29979,-8.0305E12,1689.303,1689.303,9.757202E-4,1.0,0.8928934,0.005110118,2.271237E-4,0.00815267,2.548028E-4,0.008395663,0.01737457,5.445306E-4,5.972693E-5,4.372528E-4,8.669036E-4,0.003457386,0.01107764,0.003686675,2.967193E-6,3.585136E-5,2.710174E-6,1.345784E-4,0.002877785,2.255866E-6,6.107504E-8,0.004427638,5.011674E-5,5.45522E-4,0.003535992,2.627141E-5,6.209484E-7,8.907615E-10,8.363762E-6,5.498509E-10,1.134065E-6,6.454919E-9,8.686876E-12,1.580702E-4,2.00508E-5,0.003344341,2.44845E-6,3.040975E-4,7.3339E-4,2.590441E-5,0.002660282,0.003760154,4.112387E-5,2.084421E-12,3.232039E-9,3.273823E-15,5.618646E-10,0.004310376,0.001618367,0.01872896,8.840271,6.377344E-5,501367.2,501367.2
3.217106E-8,15.29492,-7.525552E12,1686.053,1686.053,9.757202E-4,1.0,0.8915529,0.005118764,2.525251E-4,0.008601855,2.742026E-4,0.00839494,0.0181007,5.772332E-4,6.74036E-5,4.732625E-4,8.881157E-4,0.003377264,0.01132518,0.00373084,3.257788E-6,3.856528E-5,2.883881E-6,1.452382E-4,0.002763461,2.651319E-6,7.084564E-8,0.004495019,5.413497E-5,5.417922E-4,0.00365545,2.912157E-5,7.175113E-7,1.023141E-9,9.01409E-6,6.461845E-10,1.30189E-6,7.892794E-9,1.053995E-11,1.705397E-4,1.940523E-5,0.003392508,2.72397E-6,3.251747E-4,7.432547E-4,2.478585E-5,0.002701559,0.003749667,4.394502E-5,2.770169E-12,3.864796E-9,4.584368E-15,6.41244E-10,0.004201854,0.001558147,0.0184829,8.826069,6.379375E-5,500561.8,500561.8
3.438544E-8,15.28973,-6.967904E12,1682.31,1682.31,9.757202E-4,1.0,0.8899899,0.005116572,2.854996E-4,0.009145214,2.983061E-4,0.008371456,0.01896666,6.167792E-4,7.745202E-5,5.175371E-4,9.107597E-4,0.003277623,0.01161707,0.003776601,3.631082E-6,4.191099E-5,3.097339E-6,1.58308E-4,0.002626174,3.188966E-6,8.418628E-8,0.004571902,5.908025E-5,5.374615E-4,0.003796115,3.272462E-5,8.488229E-7,1.199935E-9,9.816249E-6,7.783542E-10,1.523466E-6,9.92385E-9,1.320381E-11,1.856865E-4,1.867526E-5,0.003448408,3.081649E-6,3.50779E-4,7.543767E-4,2.354154E-5,0.002748813,0.003737215,4.737351E-5,3.841439E-12,4.747282E-9,6.737903E-15,7.463068E-10,0.00407701,0.001489839,0.01819198,8.80947,6.381542E-5,499620.4,499620.4
3.683709E-8,15.2849,-6.422683E12,1678.481,1678.481,9.757202E-4,1.0,0.8883669,0.005100585,3.239783E-4,0.009730513,3.251398E-4,0.008320757,0.01988711,6.593378E-4,8.926934E-5,5.661295E-4,9.31688E-4,0.003167705,0.0119242,0.00381746,4.061926E-6,4.559813E-5,3.332368E-6,1.725969E-4,0.002480182,3.846845E-6,1.006508E-7,0.004649927,6.451584E-5,5.32958E-4,0.003943822,3.680039E-5,1.009904E-6,1.412755E-9,1.070094E-5,9.423083E-10,1.786248E-6,1.251198E-8,1.668349E-11,2.020582E-4,1.794066E-5,0.003506173,3.499116E-6,3.785284E-4,7.654964E-4,2.23137E-5,0.002796867,0.003724034,5.109042E-5,5.365804E-12,5.85868E-9,9.968851E-15,8.714106E-10,0.003949199,0.00142099,0.01788525,8.792192,6.383557E-5,498640.4,498640.4
3.841879E-8,15.28223,-6.105427E12,1676.167,1676.167,9.757202E-4,1.0,0.8873741,0.005084096,3.49855E-4,0.01009844,3.42521E-4,0.008276361,0.02046049,6.860568E-4,9.725908E-5,5.971735E-4,9.431005E-4,0.003097527,0.01211429,0.003839071,4.349196E-6,4.796376E-5,3.483345E-6,1.816903E-4,0.002389666,4.305573E-6,1.122452E-7,0.004696806,6.799374E-5,5.301857E-4,0.004035043,3.946901E-5,1.122646E-6,1.559585E-9,1.126898E-5,1.058262E-9,1.965026E-6,1.43756E-8,1.924983E-11,2.123702E-4,1.750196E-5,0.003541366,3.779924E-6,3.960827E-4,7.720847E-4,2.159306E-5,0.002825744,0.003715847,5.34421E-5,6.565734E-12,6.652549E-9,1.261855E-14,9.568774E-10,0.003871878,0.001379876,0.01769523,8.781602,6.38467E-5,498039.9,498039.9
4.131859E-8,15.27814,-5.583601E12,1672.21,1672.21,9.757202E-4,1.0,0.8856536,0.005043894,3.993285E-4,0.01075223,3.745045E-4,0.00817521,0.02147203,7.334437E-4,1.126051E-4,6.533443E-4,9.602158E-4,0.002971212,0.01244796,0.003870404,4.893757E-6,5.226736E-5,3.758947E-6,1.980625E-4,0.002231598,5.214469E-6,1.355362E-7,0.004776631,7.429901E-5,5.253217E-4,0.004194771,4.442296E-5,1.347364E-6,1.848207E-9,1.230344E-5,1.292369E-9,2.310509E-6,1.819447E-8,2.466708E-11,2.307177E-4,1.675914E-5,0.003602067,4.31695E-6,4.275356E-4,7.831207E-4,2.039583E-5,0.002874834,0.003701439,5.765588E-5,9.271805E-12,8.267752E-9,1.885772E-14,1.122907E-9,0.003739342,0.001310352,0.01736155,8.763215,6.386379E-5,496997.1,496997.1
4.332208E-8,15.27585,-5.262223E12,1669.67,1669.67,9.757202E-4,1.0,0.8845335,0.005010108,4.349701E-4,0.01118779,3.966796E-4,0.008092857,0.0221423,7.649276E-4,1.237026E-4,6.91526E-4,9.694481E-4,0.002886143,0.01266828,0.003886631,5.282809E-6,5.521188E-5,3.948551E-6,2.091237E-4,0.002128459,5.892074E-6,1.531995E-7,0.00482771,7.859534E-5,5.220967E-4,0.004299932,4.788104E-5,1.516241E-6,2.062351E-9,1.301214E-5,1.470959E-9,2.561846E-6,2.114037E-8,2.898862E-11,2.429484E-4,1.628655E-5,0.003641356,4.703935E-6,4.487088E-4,7.900464E-4,1.964984E-5,0.002906125,0.003691913,6.049225E-5,1.157145E-11,9.506139E-9,2.438801E-14,1.244424E-9,0.003653996,0.001266223,0.01714127,8.751223,6.38734E-5,496317.0,496317.0
4.53783E-8,15.27388,-4.961059E12,1667.212,1667.212,9.757202E-4,1.0,0.8834369,0.004971493,4.72721E-4,0.01162079,4.19496E-4,0.007999701,0.02280712,7.96143E-4,1.354829E-4,7.301337E-4,9.769561E-4,0.002800985,0.01288647,0.003899342,5.692358E-6,5.820678E-5,4.142524E-6,2.202461E-4,0.002027764,6.627946E-6,1.726894E-7,0.004877099,8.294931E-5,5.188807E-4,0.004403831,5.145132E-5,1.701089E-6,2.294714E-9,1.373386E-5,1.669088E-9,2.829874E-6,2.442669E-8,3.395171E-11,2.55107E-4,1.583169E-5,0.003679608,5.113883E-6,4.699648E-4,7.966294E-4,1.894374E-5,0.002936234,0.003682478,6.333923E-5,1.434086E-11,1.088213E-8,3.127032E-14,1.374686E-9,0.003571115,0.001223854,0.01692322,8.739467,6.388163E-5,495650.2,495650.2
5.073698E-8,15.27031,-4.289445E12,1661.425,1661.425,9.757202E-4,1.0,0.8808026,0.004857933,5.762444E-4,0.01268199,4.791979E-4,0.007726148,0.02443714,8.721881E-4,1.67859E-4,8.27799E-4,9.884732E-4,0.00259034,0.01342144,0.003917216,6.804758E-6,6.587128E-5,4.645449E-6,2.480635E-4,0.001789225,8.725435E-6,2.30099E-7,0.004993594,9.401434E-5,5.108477E-4,0.004657513,6.08101E-5,2.237161E-6,2.960766E-9,1.558575E-5,2.259559E-9,3.57235E-6,3.424306E-8,4.962285E-11,2.848748E-4,1.476808E-5,0.003770386,6.238081E-6,5.231325E-4,8.116461E-4,1.733943E-5,0.003006351,0.003659379,7.045701E-5,2.379164E-11,1.497014E-8,5.613205E-14,1.739011E-9,0.003374517,0.001125286,0.01638945,8.711165,6.389656E-5,494045.1,494045.1
5.319284E-8,15.2693,-4.026966E12,1659.033,1659.033,9.757202E-4,1.0,0.8796908,0.004801926,6.259621E-4,0.01313605,5.066641E-4,0.007590201,0.02513817,9.044769E-4,1.834178E-4,8.710721E-4,9.904404E-4,0.002499522,0.01365208,0.003919499,7.334596E-6,6.931235E-5,4.874844E-6,2.602252E-4,0.001690901,9.766623E-6,2.596579E-7,0.005041993,9.894415E-5,5.07299E-4,0.004766419,6.510616E-5,2.508731E-6,3.295635E-9,1.641985E-5,2.567767E-9,3.931999E-6,3.934281E-8,5.823488E-11,2.975879E-4,1.433076E-5,0.003808079,6.777788E-6,5.464508E-4,8.176436E-4,1.669902E-5,0.003034958,0.003649454,7.357662E-5,2.934487E-11,1.708557E-8,7.150334E-14,1.9172E-9,0.003292527,0.001084993,0.01615984,8.699198,6.390077E-5,493366.4,493366.4
5.602919E-8,15.26855,-3.752962E12,1656.448,1656.448,9.757202E-4,1.0,0.8784726,0.004735607,6.849916E-4,0.0136357,5.38462E-4,0.007427863,0.02591464,9.397937E-4,2.018804E-4,9.198596E-4,9.905435E-4,0.00239917,0.01390831,0.003918519,7.960841E-6,7.322886E-5,5.139032E-6,2.738035E-4,0.001585383,1.102552E-5,2.963684E-7,0.005094616,1.045256E-4,5.03284E-4,0.004887091,7.006014E-5,2.842265E-6,3.705973E-9,1.737149E-5,2.954685E-9,4.361076E-6,4.569675E-8,6.938629E-11,3.11555E-4,1.385902E-5,0.003848833,7.418228E-6,5.725919E-4,8.239816E-4,1.602079E-5,0.003065593,0.003638462,7.7072E-5,3.683381E-11,1.971619E-8,9.293128E-14,2.131117E-9,0.003203299,0.001041695,0.01590518,8.686073,6.390393E-5,492622.0,492622.0
5.90039E-8,15.26816,-3.494704E12,1653.921,1653.921,9.757202E-4,1.0,0.8772641,0.004665127,7.486123E-4,0.01413187,5.718959E-4,0.007253558,0.02669309,9.746072E-4,2.217535E-4,9.696503E-4,9.884738E-4,0.002299095,0.01416629,0.003914048,8.633041E-6,7.726947E-5,5.415326E-6,2.875058E-4,0.001483421,1.240523E-5,3.378479E-7,0.005146483,1.102505E-4,4.991576E-4,0.005008258,7.523775E-5,3.214613E-6,4.163935E-9,1.835611E-5,3.397536E-9,4.825706E-6,5.288776E-8,8.254148E-11,3.253991E-4,1.339852E-5,0.003888588,8.107871E-6,5.991295E-4,8.300253E-4,1.537118E-5,0.003095222,0.00362744,8.061811E-5,4.603023E-11,2.268846E-8,1.201637E-13,2.364253E-9,0.00311537,9.995966E-4,0.0156493,8.673041,6.390555E-5,491882.9,491882.9
6.177106E-8,15.26813,-3.277679E12,1651.723,1651.723,9.757202E-4,1.0,0.8761977,0.00459942,8.092402E-4,0.01456861,6.03073E-4,0.007089345,0.02738631,0.001005003,2.406572E-4,0.001014706,9.84815E-4,0.002210654,0.01439715,0.0039073,9.271557E-6,8.096672E-5,5.671689E-6,2.997619E-4,0.001396032,1.373799E-5,3.791787E-7,0.005192041,1.15459E-4,4.95389E-4,0.005116424,8.003036E-5,3.581342E-6,4.615792E-9,1.925979E-5,3.844909E-9,5.270338E-6,6.005351E-8,9.618509E-11,3.375619E-4,1.299827E-5,0.003923004,8.76431E-6,6.23039E-4,8.351537E-4,1.481645E-5,0.003120705,0.003617619,8.381091E-5,5.591469E-11,2.564644E-8,1.503877E-13,2.588668E-9,0.003038245,9.631403E-4,0.01542077,8.661534,6.390569E-5,491230.3,491230.3
6.460741E-8,15.26837,-3.075486E12,1649.608,1649.608,9.757202E-4,1.0,0.8751576,0.004532463,8.727105E-4,0.01499227,6.351035E-4,0.006920315,0.02806787,0.001034235,2.604026E-4,0.001059637,9.795664E-4,0.002124512,0.01462535,0.003898273,9.938388E-6,8.469545E-5,5.933863E-6,3.118422E-4,0.001313385,1.514819E-5,4.242891E-7,0.005236352,1.206827E-4,4.915909E-4,0.005223108,8.491316E-5,3.977232E-6,5.105309E-9,2.017401E-5,4.340258E-9,5.737574E-6,6.78661E-8,1.116364E-10,3.493406E-4,1.261327E-5,0.003955875,9.450548E-6,6.468008E-4,8.399684E-4,1.42914E-5,0.003144937,0.003607958,8.698187E-5,6.746875E-11,2.886802E-8,1.867906E-13,2.825729E-9,0.002963409,9.281901E-4,0.01519534,8.650305,6.390466E-5,490593.5,490593.5
6.744376E-8,15.26887,-2.891313E12,1647.621,1647.621,9.757202E-4,1.0,0.8741667,0.004466305,9.374126E-4,0.01539257,6.672073E-4,0.006751672,0.02872189,0.001061592,2.804776E-4,0.001103319,9.730069E-4,0.002042769,0.0148456,0.003887512,1.061694E-5,8.836337E-5,6.19548E-6,3.234454E-4,0.001237231,1.659801E-5,4.721733E-7,0.005278508,1.257928E-4,4.878549E-4,0.005325872,8.97613E-5,4.392983E-6,5.622062E-9,2.107628E-5,4.874211E-9,6.215589E-6,7.614274E-8,1.286276E-10,3.604527E-4,1.22514E-5,0.003986457,1.01489E-5,6.698396E-4,8.443807E-4,1.380541E-5,0.003167425,0.003598679,9.005425E-5,8.055097E-11,3.227776E-8,2.292223E-13,3.069422E-9,0.002892451,8.954409E-4,0.01497818,8.639602,6.390257E-5,489986.5,489986.5
7.054114E-8,15.26967,-2.708274E12,1645.583,1645.583,9.757202E-4,1.0,0.8731362,0.004395323,0.001009353,0.01580412,7.02347E-4,0.006569016,0.02940661,0.001089414,3.027284E-4,0.001149622,9.645607E-4,0.00195831,0.0150777,0.003874174,1.137047E-5,9.230071E-5,6.48059E-6,3.35587E-4,0.001160895,1.822072E-5,5.276181E-7,0.005322345,1.31247E-4,4.838434E-4,0.005433952,9.501156E-5,4.869236E-6,6.218171E-9,2.204828E-5,5.503013E-9,6.748987E-6,8.569957E-8,1.490019E-10,3.718631E-4,1.188013E-5,0.004017398,1.092375E-5,6.942095E-4,8.48785E-4,1.331421E-5,0.003190166,0.003588954,9.330185E-5,9.668235E-11,3.621137E-8,2.830951E-13,3.342563E-9,0.002818987,8.619396E-4,0.01474982,8.628469,6.389925E-5,489355.1,489355.1
