Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_H_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_CH3_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H5_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H3_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C3H8_Soln#6 (),Mole_fraction_NC3H7_Soln#6 (),Mole_fraction_C3H6_Soln#6 (),Mole_fraction_C3H5-A_Soln#6 (),Mole_fraction_C3H4-P_Soln#6 (),Mole_fraction_C3H4-A_Soln#6 (),Mole_fraction_NC4H10_Soln#6 (),Mole_fraction_PC4H9_Soln#6 (),Mole_fraction_IC4H10_Soln#6 (),Mole_fraction_IC4H8_Soln#6 (),Mole_fraction_IC4H7_Soln#6 (),Mole_fraction_C4H8-1_Soln#6 (),Mole_fraction_C4H8-2_Soln#6 (),Mole_fraction_C4H71-3_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C4H4_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_FULVENE_Soln#6 (),Mole_fraction_C5H6_Soln#6 (),Mole_fraction_MCPTD_Soln#6 (),Mole_fraction_NC5H12_Soln#6 (),Mole_fraction_NC5H10_Soln#6 (),Mole_fraction_B1M2_Soln#6 (),Mole_fraction_B1M3_Soln#6 (),Mole_fraction_B2M2_Soln#6 (),Mole_fraction_CYC5H8_Soln#6 (),Mole_fraction_LC5H8_Soln#6 (),Mole_fraction_DIALLYL_Soln#6 (),Mole_fraction_CYC6H8_Soln#6 (),Mole_fraction_CYC6H10_Soln#6 (),Mole_fraction_NC6H12_Soln#6 (),Mole_fraction_NC7H14_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_XYLENE_Soln#6 (),Mole_fraction_NPBENZ_Soln#6 (),Mole_fraction_NC12H26_Soln#6 (),Mole_fraction_NC16H34_Soln#6 (),Mole_fraction_NC10H20_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
0.0,15.7,-3.53103E9,1250.0,1250.0,0.001444066,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,9.197872E-5,535064.1,535064.1
2.040081E-9,15.69992,-4.00052E9,1249.999,1249.999,0.001444066,1.0,0.9514596,2.51247E-9,1.471573E-12,5.300082E-9,7.413123E-12,3.19133E-8,1.292911E-8,1.965416E-12,3.107898E-15,3.268236E-12,2.993415E-8,2.007095E-8,7.052785E-8,7.977101E-15,1.890141E-13,1.680849E-12,3.243214E-8,1.847567E-21,3.501413E-22,2.93866E-23,9.293305E-9,6.311517E-13,7.048966E-8,3.367938E-11,5.028802E-21,1.089542E-13,1.715528E-25,7.867176E-21,1.263672E-21,1.118656E-16,6.676994E-9,3.117704E-21,9.503376E-18,2.41395E-22,3.006685E-22,2.695212E-13,5.606416E-16,5.487401E-22,2.907964E-21,2.00661E-9,3.798744E-9,0.004081007,1.409052E-11,8.156583E-23,2.392397E-15,5.767607E-17,6.243762E-16,0.01103329,0.006639898,0.02678563,9.434423,9.197879E-5,535063.9,535063.9
1.538322E-8,15.69984,-5.151954E9,1249.988,1249.988,0.001444066,1.0,0.9514564,7.995533E-8,4.42568E-10,1.905448E-7,9.411074E-10,5.805604E-7,4.618795E-7,1.151028E-10,2.818297E-13,3.548578E-10,4.483416E-7,6.548027E-7,5.319737E-7,4.548724E-13,1.075664E-11,1.870423E-10,4.809308E-7,5.489751E-17,3.55732E-18,5.422105E-18,2.959051E-7,3.920396E-11,5.298153E-7,2.254906E-9,1.057507E-18,2.949616E-11,4.759545E-22,1.846825E-17,2.552702E-18,2.445634E-13,2.060073E-7,1.46387E-17,2.090802E-14,2.396583E-18,6.111286E-19,3.576506E-10,2.402854E-13,1.097405E-18,5.912893E-18,5.926327E-8,1.183912E-7,0.004080993,1.798959E-10,7.564223E-20,3.037046E-13,1.762242E-14,6.775563E-14,0.01103292,0.006639565,0.02678468,9.434391,9.197928E-5,535062.1,535062.1
4.216938E-8,15.69966,-5.509734E9,1249.963,1249.963,0.001444066,1.0,0.9514483,2.988948E-7,5.721351E-9,8.296095E-7,1.049838E-8,2.249798E-6,2.092481E-6,9.063269E-10,3.790304E-12,3.340719E-9,1.395518E-6,2.452595E-6,1.461934E-6,3.42877E-12,8.112979E-11,1.647856E-9,1.347219E-6,6.612835E-15,1.81215E-16,1.184913E-15,1.093545E-6,3.045068E-10,1.445917E-6,2.067499E-8,2.762162E-17,3.376941E-10,2.488524E-20,9.530222E-16,7.789739E-17,9.055513E-12,7.493166E-7,6.511921E-16,7.219147E-13,1.196758E-16,1.920061E-17,6.44388E-9,4.96288E-12,3.345763E-17,1.806894E-16,2.101481E-7,4.3754E-7,0.004080957,1.152541E-9,2.367534E-18,3.387596E-12,2.348881E-13,6.377677E-13,0.01103215,0.006638878,0.02678275,9.43431,9.198032E-5,535057.6,535057.6
1.351149E-7,15.69903,-6.086625E9,1249.87,1249.87,0.001444066,1.0,0.9514159,1.173117E-6,9.431467E-8,4.17975E-6,1.483249E-7,9.460938E-6,1.130896E-5,1.008822E-8,1.043878E-10,3.345898E-8,3.698097E-6,9.163535E-6,4.740699E-6,3.552201E-11,8.479688E-10,1.430007E-8,2.768525E-6,1.098915E-12,1.189392E-14,2.840728E-13,4.015935E-6,3.084196E-9,4.5821E-6,2.488933E-7,2.75352E-15,4.455972E-9,2.677489E-18,1.162657E-13,3.122711E-15,3.629076E-10,2.748471E-6,3.505547E-14,3.735865E-11,7.430042E-15,8.682444E-16,1.035601E-7,1.657842E-10,1.37408E-15,7.187245E-15,7.45377E-7,1.70573E-6,0.0040808,1.237669E-8,1.135871E-16,4.786987E-11,4.179839E-12,6.590947E-12,0.01102931,0.00663637,0.02677563,9.433985,9.198403E-5,535039.1,535039.1
4.748142E-7,15.69662,-7.314549E9,1249.474,1249.474,0.001444066,1.0,0.951267,4.897108E-6,1.87474E-6,2.308538E-5,2.192887E-6,3.645864E-5,6.84907E-5,1.246595E-7,4.408901E-9,3.016494E-7,6.805621E-6,3.940321E-5,1.746776E-5,4.599682E-10,1.131931E-8,1.250364E-7,3.653503E-6,1.698093E-10,1.192825E-12,6.692428E-11,1.63665E-5,3.94088E-8,1.569401E-5,3.432221E-6,1.257966E-12,6.746655E-8,5.104792E-16,2.392258E-11,1.64682E-13,1.093301E-8,1.152786E-5,2.11451E-12,2.540099E-9,5.920743E-13,6.509572E-14,1.671232E-6,7.683307E-9,1.005905E-13,3.712186E-13,2.800633E-6,8.688759E-6,0.004079893,1.768164E-7,8.702082E-15,7.176311E-10,9.753097E-11,1.177735E-10,0.01101675,0.006625522,0.02674373,9.432448,9.199816E-5,534951.9,534951.9
1.379343E-6,15.6901,-9.147425E9,1248.17,1248.17,0.001444066,1.0,0.9507167,1.293385E-5,2.132677E-5,8.549565E-5,1.743665E-5,8.777575E-5,3.230568E-4,8.384113E-7,9.821064E-8,2.247859E-6,9.757126E-6,1.608268E-4,5.41215E-5,4.662072E-9,1.131452E-7,1.171038E-6,4.612957E-6,7.0114E-9,7.840932E-11,4.548654E-9,6.154991E-5,4.076077E-7,4.26176E-5,2.863941E-5,2.341291E-10,5.758885E-7,4.496563E-14,1.744758E-9,5.575045E-12,1.311136E-7,4.620691E-5,6.215711E-11,7.877898E-8,2.406204E-11,3.491878E-12,1.454972E-5,2.108094E-7,1.97482E-11,1.301201E-11,8.957745E-6,4.402457E-5,0.004075469,1.476478E-6,1.087981E-12,6.818637E-9,1.435706E-9,4.680891E-9,0.01096868,0.006585207,0.02661928,9.42652,9.203638E-5,534615.8,534615.8
1.514651E-6,15.68916,-9.306584E9,1247.955,1247.955,0.001444066,1.0,0.9506198,1.386598E-5,2.620953E-5,9.50429E-5,2.067251E-5,9.326132E-5,3.707108E-4,9.740643E-7,1.277749E-7,2.739559E-6,1.007595E-5,1.832045E-4,5.952029E-5,5.787219E-9,1.389657E-7,1.441017E-6,4.720833E-6,9.470553E-9,1.148633E-10,6.418423E-9,6.96439E-5,5.029086E-7,4.623805E-5,3.4203E-5,3.622953E-10,6.866505E-7,6.662983E-14,2.488477E-9,7.64059E-12,1.611325E-7,5.263562E-5,8.3134E-11,1.052685E-7,3.329276E-11,4.987015E-12,1.736752E-5,2.809801E-7,3.296547E-11,1.805344E-11,9.943925E-6,5.100644E-5,0.004074613,1.755367E-6,1.743916E-12,8.43333E-9,1.814627E-9,6.527917E-9,0.01096002,0.006578038,0.02659671,9.425461,9.204192E-5,534555.7,534555.7
1.560418E-6,15.68884,-9.354942E9,1247.881,1247.881,0.001444066,1.0,0.9505863,1.416709E-5,2.797733E-5,9.825206E-5,2.181272E-5,9.500875E-5,3.872835E-4,1.020839E-6,1.388687E-7,2.919257E-6,1.017852E-5,1.909816E-4,6.132476E-5,6.202603E-9,1.483552E-7,1.539124E-6,4.755462E-6,1.041133E-8,1.297473E-10,7.154041E-9,7.245137E-5,5.376661E-7,4.743643E-5,3.617653E-5,4.15865E-10,7.258159E-7,7.552424E-14,2.78369E-9,8.446749E-12,1.719779E-7,5.487441E-5,9.116232E-11,1.153739E-7,3.691276E-11,5.585425E-12,1.836436E-5,3.077483E-7,3.879387E-11,2.004548E-11,1.028044E-5,5.345034E-5,0.004074314,1.853632E-6,2.026813E-12,9.032851E-9,1.954634E-9,7.251908E-9,0.01095703,0.006575558,0.02658889,9.425094,9.204378E-5,534534.9,534534.9
1.58996E-6,15.68864,-9.384713E9,1247.833,1247.833,0.001444066,1.0,0.9505645,1.435775E-5,2.91495E-5,1.003168E-4,2.256052E-5,9.610873E-5,3.980982E-4,1.051237E-6,1.463306E-7,3.038891E-6,1.024336E-5,1.960557E-4,6.248303E-5,6.480375E-9,1.545928E-7,1.604258E-6,4.777328E-6,1.104889E-8,1.401128E-10,7.658223E-9,7.428188E-5,5.607719E-7,4.820288E-5,3.747437E-5,4.535011E-10,7.51538E-7,8.173326E-14,2.986789E-9,8.99784E-12,1.791621E-7,5.633638E-5,9.660615E-11,1.222156E-7,3.939216E-11,5.998667E-12,1.901916E-5,3.258713E-7,4.298057E-11,2.141448E-11,1.049842E-5,5.504917E-5,0.004074119,1.918068E-6,2.228223E-12,9.434934E-9,2.048233E-9,7.747412E-9,0.01095507,0.006573944,0.02658379,9.424855,9.204497E-5,534521.3,534521.3
1.617596E-6,15.68845,-9.411606E9,1247.788,1247.788,0.001444066,1.0,0.950544,1.453353E-5,3.026775E-5,1.022432E-4,2.32682E-5,9.711849E-5,4.082954E-4,1.079806E-6,1.535241E-7,3.153371E-6,1.030306E-5,2.008397E-4,6.356181E-5,6.747078E-9,1.605519E-7,1.66645E-6,4.797446E-6,1.166684E-8,1.503661E-10,8.150977E-9,7.6007E-5,5.828664E-7,4.89149E-5,3.870503E-5,4.909607E-10,7.759043E-7,8.78862E-14,3.185847E-9,9.535522E-12,1.860106E-7,5.771567E-5,1.018857E-10,1.28843E-7,4.181467E-11,6.40486E-12,1.963951E-5,3.434258E-7,4.721644E-11,2.275553E-11,1.070285E-5,5.655949E-5,0.004073935,1.979036E-6,2.430682E-12,9.821916E-9,2.138067E-9,8.231183E-9,0.01095323,0.006572424,0.02657899,9.424631,9.204608E-5,534508.6,534508.6
1.666354E-6,15.68811,-9.456789E9,1247.709,1247.709,0.001444066,1.0,0.9505075,1.483763E-5,3.22921E-5,1.056286E-4,2.453568E-5,9.885496E-5,4.264734E-4,1.130496E-6,1.667271E-7,3.361473E-6,1.040616E-5,2.093668E-4,6.545317E-5,7.234164E-9,1.713604E-7,1.779153E-6,4.832148E-6,1.280908E-8,1.698443E-10,9.071852E-9,7.908043E-5,6.229851E-7,5.015919E-5,4.091506E-5,5.626836E-10,8.196027E-7,9.960423E-14,3.559281E-9,1.053839E-11,1.983953E-7,6.017644E-5,1.116538E-10,1.410843E-7,4.634147E-11,7.169947E-12,2.075223E-5,3.758485E-7,5.550566E-11,2.527042E-11,1.10647E-5,5.925831E-5,0.004073607,2.088199E-6,2.823528E-12,1.053111E-8,2.301998E-9,9.134054E-9,0.01094996,0.006569719,0.02657043,9.424231,9.204803E-5,534485.9,534485.9
1.711817E-6,15.68781,-9.496393E9,1247.635,1247.635,0.001444066,1.0,0.9504732,1.511434E-5,3.423848E-5,1.087684E-4,2.573874E-5,1.004234E-4,4.436325E-4,1.178055E-6,1.796324E-7,3.56258E-6,1.049976E-5,2.174154E-4,6.720232E-5,7.707651E-9,1.817773E-7,1.887636E-6,4.863606E-6,1.39348E-8,1.896885E-10,9.991397E-9,8.197997E-5,6.617049E-7,5.130562E-5,4.301956E-5,6.364054E-10,8.611458E-7,1.115799E-13,3.933925E-9,1.153783E-11,2.102869E-7,6.250176E-5,1.212944E-10,1.531395E-7,5.086291E-11,7.941367E-12,2.181025E-5,4.077754E-7,6.425018E-11,2.779348E-11,1.140342E-5,6.18131E-5,0.004073296,2.191768E-6,3.233857E-12,1.122364E-8,2.461137E-9,1.003419E-8,0.01094687,0.006567172,0.02656237,9.423855,9.204984E-5,534464.6,534464.6
1.765413E-6,15.68745,-9.540042E9,1247.547,1247.547,0.001444066,1.0,0.9504323,1.543223E-5,3.660561E-5,1.124474E-4,2.718269E-5,1.022113E-4,4.641139E-4,1.234437E-6,1.955923E-7,3.808468E-6,1.060703E-5,2.270223E-4,6.924569E-5,8.290262E-9,1.944776E-7,2.019694E-6,4.899602E-6,1.533847E-8,2.153023E-10,1.115345E-8,8.543954E-5,7.089735E-7,5.26401E-5,4.555381E-5,7.323735E-10,9.110861E-7,1.270901E-13,4.409704E-9,1.279889E-11,2.247276E-7,6.528065E-5,1.333368E-10,1.68162E-7,5.658086E-11,8.926324E-12,2.308235E-5,4.475544E-7,7.594056E-11,3.099939E-11,1.180432E-5,6.487129E-5,0.004072925,2.316002E-6,3.776974E-12,1.208016E-8,2.656591E-9,1.116991E-8,0.0109432,0.006564139,0.02655276,9.423407,9.205196E-5,534439.2,534439.2
1.803202E-6,15.68719,-9.568908E9,1247.484,1247.484,0.001444066,1.0,0.9504033,1.565106E-5,3.832148E-5,1.150257E-4,2.821702E-5,1.034331E-4,4.787143E-4,1.274365E-6,2.07335E-7,3.987574E-6,1.068069E-5,2.33871E-4,7.067368E-5,8.717188E-9,2.037046E-7,2.115486E-6,4.924284E-6,1.637867E-8,2.348871E-10,1.202495E-8,8.790521E-5,7.433578E-7,5.356989E-5,4.73746E-5,8.062766E-10,9.4691E-7,1.389877E-13,4.76813E-9,1.374368E-11,2.351804E-7,6.726391E-5,1.422777E-10,1.792895E-7,6.087346E-11,9.672057E-12,2.3995E-5,4.770143E-7,8.515854E-11,3.341672E-11,1.208797E-5,6.705687E-5,0.00407266,2.404937E-6,4.201519E-12,1.271093E-8,2.799523E-9,1.202047E-8,0.01094058,0.006561982,0.02654591,9.423088,9.205344E-5,534421.1,534421.1
1.846065E-6,15.68691,-9.599778E9,1247.414,1247.414,0.001444066,1.0,0.9503701,1.589402E-5,4.031438E-5,1.179331E-4,2.940607E-5,1.04781E-4,4.954302E-4,1.3198E-6,2.211497E-7,4.196487E-6,1.076231E-5,2.417127E-4,7.228009E-5,9.217878E-9,2.144429E-7,2.226797E-6,4.951593E-6,1.760982E-8,2.587139E-10,1.306718E-8,9.072797E-5,7.83411E-7,5.461333E-5,4.947321E-5,8.967101E-10,9.881425E-7,1.535052E-13,5.198478E-9,1.487289E-11,2.473051E-7,6.953697E-5,1.528798E-10,1.924561E-7,6.601298E-11,1.057147E-11,2.504556E-5,5.118656E-7,9.667212E-11,3.632234E-11,1.241065E-5,6.956452E-5,0.004072357,2.507111E-6,4.727873E-12,1.34541E-8,2.966803E-9,1.303643E-8,0.01093759,0.006559515,0.02653808,9.422724,9.205511E-5,534400.4,534400.4
1.884599E-6,15.68665,-9.625895E9,1247.35,1247.35,0.001444066,1.0,0.9503401,1.610778E-5,4.214795E-5,1.205309E-4,3.048906E-5,1.059593E-4,5.105951E-4,1.360758E-6,2.340204E-7,4.389513E-6,1.083397E-5,2.488275E-4,7.37119E-5,9.683075E-9,2.243423E-7,2.329246E-6,4.975532E-6,1.87635E-8,2.816598E-10,1.40538E-8,9.328891E-5,8.203737E-7,5.554131E-5,5.138954E-5,9.842681E-10,1.025741E-6,1.675288E-13,5.607487E-9,1.594151E-11,2.584455E-7,7.160141E-5,1.628351E-10,2.047919E-7,7.088509E-11,1.143016E-11,2.600363E-5,5.445096E-7,1.080453E-10,3.908767E-11,1.270158E-5,7.184424E-5,0.004072081,2.600107E-6,5.244113E-12,1.414792E-8,3.121866E-9,1.399707E-8,0.01093487,0.006557282,0.02653098,9.422394,9.205661E-5,534381.7,534381.7
1.942579E-6,15.68627,-9.662361E9,1247.253,1247.253,0.001444066,1.0,0.9502945,1.642125E-5,4.498112E-5,1.244094E-4,3.214294E-5,1.076737E-4,5.336503E-4,1.422537E-6,2.541984E-7,4.689256E-6,1.093876E-5,2.596461E-4,7.584334E-5,1.041038E-8,2.396748E-7,2.487587E-6,5.010479E-6,2.058409E-8,3.190559E-10,1.562927E-8,9.718305E-5,8.77691E-7,5.691954E-5,5.432482E-5,1.127802E-9,1.083238E-6,1.904707E-13,6.2637E-9,1.764784E-11,2.756312E-7,7.474427E-5,1.785871E-10,2.242562E-7,7.86803E-11,1.281538E-11,2.746888E-5,5.959996E-7,1.271294E-10,4.353298E-11,1.314075E-5,7.531839E-5,0.004071662,2.741994E-6,6.103318E-12,1.52391E-8,3.363557E-9,1.552897E-8,0.01093076,0.006553892,0.02652021,9.421893,9.205884E-5,534353.4,534353.4
1.980856E-6,15.68602,-9.684632E9,1247.189,1247.189,0.001444066,1.0,0.9502642,1.662291E-5,4.690006E-5,1.26949E-4,3.325042E-5,1.087681E-4,5.490227E-4,1.463396E-6,2.680576E-7,4.893262E-6,1.100599E-5,2.668611E-4,7.723492E-5,1.090881E-8,2.500836E-7,2.594845E-6,5.032857E-6,2.184232E-8,3.457278E-10,1.673063E-8,9.978034E-5,9.166572E-7,5.781752E-5,5.629611E-5,1.230712E-9,1.121789E-6,2.06897E-13,6.724573E-9,1.884098E-11,2.872518E-7,7.684273E-5,1.895045E-10,2.377078E-7,8.414157E-11,1.379351E-11,2.845141E-5,6.315696E-7,1.411211E-10,4.666185E-11,1.343159E-5,7.764013E-5,0.004071382,2.836911E-6,6.728445E-12,1.599142E-8,3.528643E-9,1.659848E-8,0.01092801,0.006551636,0.02651303,9.42156,9.20603E-5,534334.5,534334.5
2.034877E-6,15.68568,-9.713704E9,1247.099,1247.099,0.001444066,1.0,0.9502212,1.690049E-5,4.967335E-5,1.305035E-4,3.483397E-5,1.102632E-4,5.70917E-4,1.52112E-6,2.883507E-7,5.189448E-6,1.109827E-5,2.771396E-4,7.917722E-5,1.163735E-8,2.651595E-7,2.749851E-6,5.063519E-6,2.369504E-8,3.861993E-10,1.836992E-8,1.034811E-4,9.731487E-7,5.906881E-5,5.912252E-5,1.387584E-9,1.176978E-6,2.319193E-13,7.413622E-9,2.061785E-11,3.040186E-7,7.983557E-5,2.056277E-10,2.575168E-7,9.22895E-11,1.526358E-11,2.985809E-5,6.839259E-7,1.629019E-10,5.135088E-11,1.384321E-5,8.095387E-5,0.004070983,2.972487E-6,7.694704E-12,1.709769E-8,3.769122E-9,1.818844E-8,0.01092411,0.006548428,0.02650281,9.421087,9.206235E-5,534307.6,534307.6
2.095147E-6,15.68529,-9.743009E9,1246.998,1246.998,0.001444066,1.0,0.9501727,1.720071E-5,5.285642E-5,1.344264E-4,3.662824E-5,1.118652E-4,5.956098E-4,1.58555E-6,3.120097E-7,5.531282E-6,1.119773E-5,2.887357E-4,8.131345E-5,1.24854E-8,2.825092E-7,2.927721E-6,5.096484E-6,2.586933E-8,4.354673E-10,2.03189E-8,1.076576E-4,1.038246E-6,6.044271E-5,6.233568E-5,1.579521E-9,1.239601E-6,2.625331E-13,8.237356E-9,2.273252E-11,3.232228E-7,8.321676E-5,2.246231E-10,2.807687E-7,1.020077E-10,1.703236E-11,3.145435E-5,7.453421E-7,1.90229E-10,5.697438E-11,1.430399E-5,8.470052E-5,0.004070533,3.12589E-6,8.896992E-12,1.839519E-8,4.047775E-9,2.0076E-8,0.01091972,0.006544817,0.02649129,9.420555,9.206461E-5,534277.4,534277.4
2.151539E-6,15.68493,-9.767566E9,1246.903,1246.903,0.001444066,1.0,0.9501271,1.747275E-5,5.591873E-5,1.38054E-4,3.833252E-5,1.133028E-4,6.189583E-4,1.645806E-6,3.351257E-7,5.861958E-6,1.128752E-5,2.997048E-4,8.328198E-5,1.331313E-8,2.992452E-7,3.098772E-6,5.126167E-6,2.800713E-8,4.857257E-10,2.226012E-8,1.116099E-4,1.101132E-6,6.170708E-5,6.539776E-5,1.776211E-9,1.299165E-6,2.939287E-13,9.062389E-9,2.484167E-11,3.416584E-7,8.641961E-5,2.433795E-10,3.036379E-7,1.117216E-10,1.881559E-11,3.297275E-5,8.057011E-7,2.189333E-10,6.262665E-11,1.473651E-5,8.825185E-5,0.004070107,3.271375E-6,1.014982E-11,1.96716E-8,4.318401E-9,2.195332E-8,0.01091557,0.006541408,0.02648042,9.420052,9.206671E-5,534248.9,534248.9
2.203812E-6,15.6846,-9.787963E9,1246.815,1246.815,0.001444066,1.0,0.9500844,1.771748E-5,5.882886E-5,1.413785E-4,3.993351E-5,1.145846E-4,6.408044E-4,1.701594E-6,3.574001E-7,6.177761E-6,1.1368E-5,3.099721E-4,8.508008E-5,1.411033E-8,3.151879E-7,3.261234E-6,5.152706E-6,3.007842E-8,5.360901E-10,2.416315E-8,1.153112E-4,1.161119E-6,6.286098E-5,6.82829E-5,1.97405E-9,1.35519E-6,3.255527E-13,9.875353E-9,2.691254E-11,3.591417E-7,8.942139E-5,2.616288E-10,3.258046E-7,1.212779E-10,2.05834E-11,3.440097E-5,8.64159E-7,2.484525E-10,6.821563E-11,1.513858E-5,9.158186E-5,0.004069708,3.407833E-6,1.142922E-11,2.091009E-8,4.577779E-9,2.379128E-8,0.01091169,0.006538224,0.02647025,9.419583,9.206863E-5,534222.3,534222.3
2.241017E-6,15.68437,-9.801138E9,1246.752,1246.752,0.001444066,1.0,0.9500539,1.788738E-5,6.094154E-5,1.437215E-4,4.108507E-5,1.154677E-4,6.564679E-4,1.741239E-6,3.737518E-7,6.407941E-6,1.14237E-5,3.173363E-4,8.634391E-5,1.469553E-8,3.267846E-7,3.379113E-6,5.171032E-6,3.160548E-8,5.742523E-10,2.55795E-8,1.179671E-4,1.204793E-6,6.367165E-5,7.036311E-5,2.124368E-9,1.395527E-6,3.496196E-13,1.048296E-8,2.845609E-11,3.718123E-7,9.157667E-5,2.751319E-10,3.421534E-7,1.28412E-10,2.191122E-11,3.542928E-5,9.072425E-7,2.71281E-10,7.240531E-11,1.542537E-5,9.397356E-5,0.004069422,3.505854E-6,1.241324E-11,2.182482E-8,4.767379E-9,2.515776E-8,0.01090891,0.006535944,0.02646296,9.419247,9.206999E-5,534203.3,534203.3
2.299323E-6,15.68401,-9.819646E9,1246.653,1246.653,0.001444066,1.0,0.9500058,1.814663E-5,6.432105E-5,1.473537E-4,4.290938E-5,1.168046E-4,6.812016E-4,1.803231E-6,4.002134E-7,6.77767E-6,1.15084E-5,3.289693E-4,8.829745E-5,1.564276E-8,3.453728E-7,3.567545E-6,5.198834E-6,3.408743E-8,6.381074E-10,2.790459E-8,1.221649E-4,1.274884E-6,6.492444E-5,7.366693E-5,2.376542E-9,1.459495E-6,3.900853E-13,1.148489E-8,3.099444E-11,3.920427E-7,9.498508E-5,2.971676E-10,3.687382E-7,1.401634E-10,2.411237E-11,3.706002E-5,9.772408E-7,3.102932E-10,7.933697E-11,1.587583E-5,9.775689E-5,0.00406897,3.660906E-6,1.408543E-11,2.331536E-8,5.072849E-9,2.739846E-8,0.01090452,0.006532348,0.02645146,9.418718,9.207211E-5,534173.2,534173.2
2.412414E-6,15.68333,-9.848485E9,1246.461,1246.461,0.001444066,1.0,0.9499116,1.862576E-5,7.111085E-5,1.542553E-4,4.651346E-5,1.192399E-4,7.297939E-4,1.922834E-6,4.544583E-7,7.525834E-6,1.166394E-5,3.518409E-4,9.199024E-5,1.758692E-8,3.828519E-7,3.945556E-6,5.249652E-6,3.921215E-8,7.769426E-10,3.279048E-8,1.304275E-4,1.416491E-6,6.729321E-5,8.022258E-5,2.926986E-9,1.586087E-6,4.788758E-13,1.360729E-8,3.634775E-11,4.325487E-7,1.016994E-4,3.430205E-10,4.236864E-7,1.650182E-10,2.881939E-11,4.028719E-5,1.121669E-6,3.9823E-10,9.411223E-11,1.675278E-5,1.052121E-4,0.004068081,3.966343E-6,1.781919E-11,2.641167E-8,5.694287E-9,3.209772E-8,0.01089592,0.006525299,0.02642889,9.41768,9.207614E-5,534114.4,534114.4
2.458565E-6,15.68305,-9.857731E9,1246.383,1246.383,0.001444066,1.0,0.9498728,1.881259E-5,7.396892E-5,1.570158E-4,4.800802E-5,1.201766E-4,7.498464E-4,1.971341E-6,4.777015E-7,7.842754E-6,1.172421E-5,3.612862E-4,9.346012E-5,1.842144E-8,3.986781E-7,4.104422E-6,5.26925E-6,4.14214E-8,8.396158E-10,3.492997E-8,1.338436E-4,1.476405E-6,6.823689E-5,8.29518E-5,3.176187E-9,1.638663E-6,5.193037E-13,1.454341E-8,3.870042E-11,4.495447E-7,1.044771E-4,3.629352E-10,4.473992E-7,1.759691E-10,3.091313E-11,4.162742E-5,1.183888E-6,4.391568E-10,1.006671E-10,1.711179E-5,1.082967E-4,0.004067714,4.092646E-6,1.954336E-11,2.775548E-8,5.958793E-9,3.415185E-8,0.01089237,0.006522396,0.02641958,9.417253,9.207776E-5,534090.2,534090.2
2.495569E-6,15.68283,-9.864151E9,1246.32,1246.32,0.001444066,1.0,0.9498416,1.895886E-5,7.629632E-5,1.592052E-4,4.92159E-5,1.209047E-4,7.660132E-4,2.010086E-6,4.968E-7,8.101648E-6,1.177122E-5,3.689042E-4,9.462296E-5,1.910799E-8,4.115865E-7,4.233672E-6,5.284501E-6,4.324207E-8,8.925138E-10,3.67074E-8,1.366006E-4,1.525326E-6,6.8984E-5,8.516188E-5,3.386782E-9,1.681186E-6,5.535865E-13,1.532405E-8,4.065899E-11,4.633614E-7,1.067195E-4,3.794143E-10,4.66953E-7,1.850973E-10,3.266682E-11,4.271135E-5,1.235142E-6,4.742334E-10,1.061504E-10,1.740008E-5,1.107868E-4,0.004067418,4.194563E-6,2.101536E-11,2.88674E-8,6.175404E-9,3.585681E-8,0.01088951,0.006520057,0.02641208,9.41691,9.207905E-5,534070.7,534070.7
