Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H3_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_IC3H7_Soln#11 (),Mole_fraction_NC3H7_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_PC4H9_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H5_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M3_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_DIALLYL_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_INDENE_Soln#11 (),Mole_fraction_C14H10_Soln#11 (),Mole_fraction_NPBENZ_Soln#11 (),Mole_fraction_NC12H26_Soln#11 (),Mole_fraction_NC16H34_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
2.402426E-6,15.61435,-6.34962E10,1394.67,1394.67,0.001203388,1.0,0.8942764,2.723212E-4,0.005797801,0.003063829,0.002195923,5.302312E-4,0.03078365,1.28103E-4,4.321988E-4,0.001243196,3.216767E-5,7.759122E-5,0.01402004,6.243504E-4,2.687725E-5,7.671975E-5,3.813441E-4,3.575505E-5,3.795663E-5,6.189944E-6,2.007895E-5,0.00473925,2.156888E-4,2.323779E-4,0.004923198,4.223345E-5,4.009261E-5,5.655443E-8,6.777391E-5,6.214855E-8,3.524142E-5,1.387106E-9,1.303458E-4,0.003559756,8.161028E-5,0.001566385,3.84661E-5,4.923746E-4,0.003276076,0.003620522,1.046694E-4,2.151653E-9,4.581795E-7,1.093327E-5,6.197073E-8,1.851034E-8,1.029801E-5,0.005400315,0.002409266,0.01490049,8.820056,7.706936E-5,500220.7,500220.7
2.424688E-6,15.61494,-6.294385E10,1394.385,1394.385,0.001203388,1.0,0.894071,2.706133E-4,0.00583946,0.003047134,0.002208566,5.271568E-4,0.03091026,1.278093E-4,4.355612E-4,0.001248962,3.198799E-5,7.697713E-5,0.01407266,6.231258E-4,2.715995E-5,7.716253E-5,3.826674E-4,3.545946E-5,3.813692E-5,6.271615E-6,2.025596E-5,0.004754373,2.170147E-4,2.318544E-4,0.004944849,4.22827E-5,4.064183E-5,5.774675E-8,6.817292E-5,6.348787E-8,3.562222E-5,1.414686E-9,1.306705E-4,0.003568221,8.214177E-5,0.001572518,3.857108E-5,4.934421E-4,0.00328418,0.003618953,1.047559E-4,2.195566E-9,4.652528E-7,1.105162E-5,6.287036E-8,1.86251E-8,1.037765E-5,0.005381425,0.00239732,0.01485321,8.817925,7.706648E-5,500099.9,500099.9
2.450986E-6,15.61562,-6.230398E10,1394.052,1394.052,0.001203388,1.0,0.8938307,2.68623E-4,0.005888286,0.003027602,0.002223342,5.235768E-4,0.03105845,1.27464E-4,4.395122E-4,0.001255687,3.177936E-5,7.626353E-5,0.01413416,6.217044E-4,2.749299E-5,7.768192E-5,3.842069E-4,3.511615E-5,3.834698E-5,6.368069E-6,2.046399E-5,0.004771996,2.185671E-4,2.312401E-4,0.004970188,4.233619E-5,4.129025E-5,5.91667E-8,6.864107E-5,6.508481E-8,3.607105E-5,1.447535E-9,1.310465E-4,0.003578057,8.276284E-5,0.001579672,3.869348E-5,4.946839E-4,0.003293593,0.003617119,1.048536E-4,2.247859E-9,4.736306E-7,1.119081E-5,6.393478E-8,1.875956E-8,1.047107E-5,0.005359354,0.002383383,0.01479792,8.815433,7.706312E-5,499958.6,499958.6
2.488062E-6,15.61656,-6.142426E10,1393.588,1393.588,0.001203388,1.0,0.8934963,2.658664E-4,0.005956416,0.003000416,0.00224388,5.186232E-4,0.03126487,1.269803E-4,4.45044E-4,0.00126501,3.14917E-5,7.527874E-5,0.01421965,6.197459E-4,2.796077E-5,7.840749E-5,3.863348E-4,3.464269E-5,3.863789E-5,6.503994E-6,2.075529E-5,0.004796402,2.207307E-4,2.303815E-4,0.00500548,4.240323E-5,4.220356E-5,6.118931E-8,6.929526E-5,6.73632E-8,3.670195E-5,1.49434E-9,1.315632E-4,0.003591627,8.36261E-5,0.001589596,3.886319E-5,4.964003E-4,0.003306572,0.003614569,1.049829E-4,2.322347E-9,4.854807E-7,1.138588E-5,6.543836E-8,1.89471E-8,1.060157E-5,0.00532868,0.002364053,0.014721,8.811966,7.705848E-5,499761.9,499761.9
2.608537E-6,15.61948,-5.873181E10,1392.122,1392.122,0.001203388,1.0,0.8924421,2.572814E-4,0.006172395,0.002914814,0.002308387,5.032252E-4,0.03191665,1.254312E-4,4.627233E-4,0.001294123,3.060455E-5,7.223753E-5,0.01448836,6.137151E-4,2.946697E-5,8.071446E-5,3.929284E-4,3.318296E-5,3.954364E-5,6.945072E-6,2.168622E-5,0.004872408,2.275679E-4,2.276492E-4,0.00511688,4.255936E-5,4.516279E-5,6.791887E-8,7.137644E-5,7.497414E-8,3.873689E-5,1.650228E-9,1.331416E-4,0.003633499,8.633672E-5,0.00162061,3.939397E-5,5.017184E-4,0.003346556,0.003606557,1.05342E-4,2.570235E-9,5.242685E-7,1.201068E-5,7.034452E-8,1.954114E-8,1.10163E-5,0.00523235,0.002303632,0.01447879,8.80105,7.704404E-5,499142.8,499142.8
2.663936E-6,15.62076,-5.757249E10,1391.469,1391.469,0.001203388,1.0,0.8919734,2.535165E-4,0.006269006,0.002876845,0.002336944,4.964844E-4,0.03220696,1.2473E-4,4.707037E-4,0.001306926,3.021935E-5,7.091606E-5,0.01460743,6.111007E-4,3.015234E-5,8.175017E-5,3.958031E-4,3.254983E-5,3.994072E-5,7.147505E-6,2.210629E-5,0.004905737,2.306153E-4,2.264219E-4,0.005166482,4.260169E-5,4.651811E-5,7.109113E-8,7.231123E-5,7.857828E-8,3.966467E-5,1.723833E-9,1.338185E-4,0.003651666,8.753604E-5,0.001634264,3.962834E-5,5.04037E-4,0.003363871,0.003603007,1.05478E-4,2.687153E-9,5.42236E-7,1.229326E-5,7.260964E-8,1.980662E-8,1.120229E-5,0.005189703,0.002277024,0.01437125,8.796202,7.703773E-5,498867.9,498867.9
2.75379E-6,15.62276,-5.578687E10,1390.437,1390.437,0.001203388,1.0,0.8912332,2.476369E-4,0.006422275,0.002817063,0.002381872,4.859679E-4,0.03266607,1.236064E-4,4.834561E-4,0.001326963,2.962185E-5,6.886679E-5,0.01479492,6.070502E-4,3.12543E-5,8.339851E-5,4.002714E-4,3.156943E-5,4.056068E-5,7.475195E-6,2.277716E-5,0.004957784,2.354353E-4,2.244687E-4,0.005244896,4.263525E-5,4.870754E-5,7.6333E-8,7.379929E-5,8.455661E-8,4.115877E-5,1.845677E-9,1.348567E-4,0.003679791,8.942172E-5,0.001655654,3.999709E-5,5.076412E-4,0.003390635,0.003597416,1.056641E-4,2.880495E-9,5.715284E-7,1.274535E-5,7.629311E-8,2.022753E-8,1.14979E-5,0.005122587,0.002235324,0.01420162,8.788555,7.70279E-5,498434.2,498434.2
2.765564E-6,15.62301,-5.556107E10,1390.304,1390.304,0.001203388,1.0,0.891138,2.468866E-4,0.006442051,0.002809392,0.002387636,4.846266E-4,0.03272518,1.234604E-4,4.851099E-4,0.001329524,2.954593E-5,6.860652E-5,0.01481899,6.065359E-4,3.139781E-5,8.361169E-5,4.008398E-4,3.144503E-5,4.063979E-5,7.51807E-6,2.286411E-5,0.004964427,2.360559E-4,2.242162E-4,0.00525499,4.263662E-5,4.899355E-5,7.702845E-8,7.399176E-5,8.535192E-8,4.135355E-5,1.861865E-9,1.349875E-4,0.003683359,8.966348E-5,0.001658389,4.004443E-5,5.080996E-4,0.003394025,0.003596698,1.056855E-4,2.906163E-9,5.753795E-7,1.280402E-5,7.677655E-8,2.028182E-8,1.153609E-5,0.005113975,0.002229989,0.01417982,8.787572,7.702665E-5,498378.5,498378.5
2.884073E-6,15.62547,-5.338655E10,1388.995,1388.995,0.001203388,1.0,0.8902019,2.395807E-4,0.006637263,0.002734239,0.002444111,4.715732E-4,0.03330715,1.220063E-4,5.015379E-4,0.001354506,2.88103E-5,6.608711E-5,0.0150551,6.015556E-4,3.283067E-5,8.572255E-5,4.063498E-4,3.024238E-5,4.140983E-5,7.948682E-6,2.372712E-5,0.005029096,2.421647E-4,2.217172E-4,0.005354334,4.261446E-5,5.185962E-5,8.413378E-8,7.589763E-5,9.350633E-8,4.330119E-5,2.027613E-9,1.362403E-4,0.003717816,9.203057E-5,0.001685094,4.050943E-5,5.125445E-4,0.003426724,0.003589656,1.058653E-4,3.168669E-9,6.142859E-7,1.338717E-5,8.165042E-8,2.081742E-8,1.191357E-5,0.005029544,0.002177876,0.01396569,8.777915,7.701451E-5,497830.7,497830.8
2.932955E-6,15.62644,-5.25381E10,1388.47,1388.47,0.001203388,1.0,0.8898268,2.36691E-4,0.006715831,0.002704292,0.002466631,4.664124E-4,0.03354063,1.214143E-4,5.082025E-4,0.00136441,2.852093E-5,6.509787E-5,0.01514938,5.995978E-4,3.341563E-5,8.657558E-5,4.085172E-4,2.977092E-5,4.171431E-5,8.125773E-6,2.407677E-5,0.005054673,2.446144E-4,2.207085E-4,0.005394174,4.258787E-5,5.303467E-5,8.711726E-8,7.666778E-5,9.694578E-8,4.409772E-5,2.097415E-9,1.367254E-4,0.003731306,9.29733E-5,0.001695692,4.069564E-5,5.142931E-4,0.003439499,0.003586843,1.05922E-4,3.279053E-9,6.304009E-7,1.362388E-5,8.366409E-8,2.103285E-8,1.206574E-5,0.004995852,0.002157177,0.01388004,8.77405,7.700973E-5,497611.6,497611.6
3.01639E-6,15.62804,-5.115017E10,1387.592,1387.592,0.001203388,1.0,0.8892012,2.319178E-4,0.006847383,0.002654562,0.002504064,4.578884E-4,0.03393064,1.204143E-4,5.194306E-4,0.001380799,2.804467E-5,6.34727E-5,0.01530628,5.96376E-4,3.440587E-5,8.800868E-5,4.120819E-4,2.899728E-5,4.221717E-5,8.427274E-6,2.466512E-5,0.005096924,2.487043E-4,2.190159E-4,0.0054607,4.252112E-5,5.502982E-5,9.227725E-8,7.796149E-5,1.029162E-7,4.544799E-5,2.218459E-9,1.375131E-4,0.003753406,9.453862E-5,0.001713243,4.100661E-5,5.171692E-4,0.003460392,0.003582159,1.059975E-4,3.470219E-9,6.579849E-7,1.402277E-5,8.710435E-8,2.139342E-8,1.23208E-5,0.004939809,0.002122869,0.0137373,8.767609,7.700187E-5,497246.2,497246.2
3.143121E-6,15.63032,-4.917492E10,1386.301,1386.301,0.001203388,1.0,0.8882835,2.250252E-4,0.007041362,0.00258221,0.002558646,4.455779E-4,0.03450371,1.189195E-4,5.361438E-4,0.00140453,2.736017E-5,6.11451E-5,0.01553552,5.917442E-4,3.589046E-5,9.013329E-5,4.171943E-4,2.789133E-5,4.294307E-5,8.883256E-6,2.553895E-5,0.005157935,2.54707E-4,2.165125E-4,0.005558398,4.237412E-5,5.803352E-5,1.002654E-7,7.987882E-5,1.122126E-7,4.747673E-5,2.4067E-9,1.386207E-4,0.003784907,9.681647E-5,0.001738688,4.146412E-5,5.212946E-4,0.003490091,0.00357531,1.060658E-4,3.766857E-9,7.00034E-7,1.461656E-5,9.233413E-8,2.192474E-8,1.269743E-5,0.004857988,0.00207306,0.01352832,8.758172,7.699061E-5,496711.1,496711.1
3.172644E-6,15.63083,-4.87362E10,1386.008,1386.008,0.001203388,1.0,0.8880752,2.23479E-4,0.007085566,0.002565894,0.002570981,4.428154E-4,0.03463396,1.185754E-4,5.399791E-4,0.001409865,2.720706E-5,6.062605E-5,0.01558741,5.907075E-4,3.623292E-5,9.061947E-5,4.183352E-4,2.764504E-5,4.310588E-5,8.989122E-6,2.57391E-5,0.005171622,2.5607E-4,2.159409E-4,0.005580595,4.233267E-5,5.872834E-5,1.021512E-7,8.031742E-5,1.144169E-7,4.794546E-5,2.451303E-9,1.388641E-4,0.003791903,9.733033E-5,0.001744414,4.156832E-5,5.222154E-4,0.003496672,0.003573759,1.060742E-4,3.837021E-9,7.098517E-7,1.475279E-5,9.355278E-8,2.204576E-8,1.278333E-5,0.00483948,0.002061839,0.01348095,8.756033,7.69881E-5,496589.7,496589.7
3.305477E-6,15.63303,-4.685304E10,1384.718,1384.718,0.001203388,1.0,0.8871617,2.167769E-4,0.00728014,0.002494847,0.002624826,4.308357E-4,0.03520595,1.170461E-4,5.569764E-4,0.001433033,2.654496E-5,5.838897E-5,0.01581428,5.862196E-4,3.775826E-5,9.27687E-5,4.232546E-4,2.658491E-5,4.381133E-5,9.463683E-6,2.662428E-5,0.005230946,2.620476E-4,2.134204E-4,0.005678025,4.21173E-5,6.183073E-5,1.10741E-7,8.225554E-5,1.245027E-7,5.003659E-5,2.655292E-9,1.398975E-4,0.003821916,9.956933E-5,0.001769298,4.202735E-5,5.261853E-4,0.003524845,0.003566972,1.06082E-4,4.157305E-9,7.540976E-7,1.535637E-5,9.903467E-8,2.257824E-8,1.31617E-5,0.004758591,0.002013001,0.0132735,8.746657,7.69773E-5,496058.0,496058.0
3.348551E-6,15.6337,-4.627245E10,1384.31,1384.31,0.001203388,1.0,0.8868736,2.146899E-4,0.007341761,0.002472617,0.002641725,4.271025E-4,0.03538663,1.165568E-4,5.62399E-4,0.001440264,2.633919E-5,5.769657E-5,0.01588561,5.848227E-4,3.824748E-5,9.345259E-5,4.247777E-4,2.625726E-5,4.403095E-5,9.616937E-6,2.690599E-5,0.00524942,2.63933E-4,2.126207E-4,0.005708786,4.203815E-5,6.282815E-5,1.135616E-7,8.287194E-5,1.278308E-7,5.070844E-5,2.722583E-9,1.402119E-4,0.003831156,1.002705E-4,0.001777071,4.217296E-5,5.274145E-4,0.003533497,0.003564836,1.060746E-4,4.262734E-9,7.684658E-7,1.554882E-5,1.008114E-7,2.27468E-8,1.328159E-5,0.00473317,0.00199772,0.01320816,8.743703,7.697397E-5,495890.5,495890.5
3.49272E-6,15.63586,-4.44269E10,1382.981,1382.981,0.001203388,1.0,0.8859363,2.079919E-4,0.007542999,0.002400957,0.002696404,4.151105E-4,0.03597518,1.149422E-4,5.802409E-4,0.001463521,2.567982E-5,5.548783E-5,0.01611687,5.803362E-4,3.986589E-5,9.569737E-5,4.296361E-4,2.521355E-5,4.473554E-5,1.012754E-5,2.783031E-5,0.005308708,2.700631E-4,2.100054E-4,0.005808936,4.174475E-5,6.61347E-5,1.231175E-7,8.489397E-5,1.391657E-7,5.293498E-5,2.951742E-9,1.411963E-4,0.003860448,1.025331E-4,0.001802096,4.26499E-5,5.313349E-4,0.003560847,0.003557903,1.060182E-4,4.620915E-9,8.166004E-7,1.618158E-5,1.067522E-7,2.3297E-8,1.367327E-5,0.004650803,0.001948436,0.012996,8.734104,7.696336E-5,495346.0,495346.1
3.551361E-6,15.63669,-4.371644E10,1382.455,1382.455,0.001203388,1.0,0.8855665,2.053882E-4,0.007622719,0.002372976,0.002717849,4.104434E-4,0.03620771,1.142956E-4,5.873655E-4,0.001472583,2.54238E-5,5.463471E-5,0.01620777,5.785889E-4,4.051585E-5,9.659164E-5,4.31512E-4,2.481104E-5,4.500934E-5,1.033417E-5,2.819822E-5,0.005331755,2.724798E-4,2.089679E-4,0.005848481,4.161423E-5,6.746527E-5,1.270518E-7,8.56989E-5,1.438593E-7,5.38309E-5,3.046644E-9,1.415686E-4,0.003871679,1.034178E-4,0.001811857,4.283962E-5,5.328484E-4,0.0035713,0.003555175,1.059825E-4,4.768852E-9,8.361893E-7,1.643402E-5,1.091652E-7,2.351486E-8,1.382847E-5,0.004618448,0.001929172,0.01291246,8.730321,7.695928E-5,495131.5,495131.5
3.649587E-6,15.63802,-4.257393E10,1381.593,1381.593,0.001203388,1.0,0.8849611,2.011708E-4,0.00775367,0.002327517,0.002752814,4.028761E-4,0.03658893,1.132255E-4,5.991369E-4,0.001487289,2.500928E-5,5.325916E-5,0.01635621,5.757523E-4,4.159417E-5,9.806679E-5,4.345353E-4,2.416276E-5,4.545269E-5,1.067891E-5,2.880451E-5,0.005369084,2.764349E-4,2.072624E-4,0.005913283,4.138345E-5,6.967544E-5,1.336972E-7,8.702591E-5,1.518219E-7,5.53194E-5,3.207684E-9,1.421592E-4,0.003889679,1.048567E-4,0.001827706,4.315241E-5,5.35287E-4,0.003588014,0.003550715,1.059085E-4,5.019363E-9,8.690013E-7,1.685075E-5,1.132014E-7,2.387259E-8,1.408337E-5,0.004565627,0.001897838,0.01277585,8.724133,7.695273E-5,494780.6,494780.6
3.670028E-6,15.63829,-4.234338E10,1381.416,1381.416,0.001203388,1.0,0.8848372,2.003155E-4,0.007780515,0.002318277,0.002759941,4.013402E-4,0.03666696,1.130049E-4,6.015608E-4,0.001490275,2.492524E-5,5.298118E-5,0.01638651,5.751759E-4,4.181691E-5,9.83702E-5,4.351459E-4,2.403187E-5,4.554258E-5,1.075043E-5,2.892909E-5,0.005376654,2.772433E-4,2.069126E-4,0.005926543,4.133364E-5,7.013236E-5,1.350886E-7,8.729872E-5,1.534947E-7,5.56272E-5,3.241525E-9,1.42277E-4,0.003893299,1.051494E-4,0.001830926,4.321673E-5,5.357795E-4,0.003591369,0.003549804,1.058909E-4,5.071918E-9,8.758284E-7,1.69365E-5,1.140404E-7,2.39459E-8,1.413562E-5,0.00455485,0.001891463,0.01274794,8.722868,7.695141E-5,494708.8,494708.8
3.794561E-6,15.63986,-4.098873E10,1380.36,1380.36,0.001203388,1.0,0.884098,1.952601E-4,0.007941212,0.002263533,0.002802321,3.922523E-4,0.0371333,1.116758E-4,6.161448E-4,0.001507955,2.442844E-5,5.134461E-5,0.01656692,5.717583E-4,4.316198E-5,1.001935E-4,4.387386E-4,2.326199E-5,4.607374E-5,1.11845E-5,2.967676E-5,0.005421396,2.820659E-4,2.048175E-4,0.006005752,4.101879E-5,7.28938E-5,1.436226E-7,8.893718E-5,1.637964E-7,5.748831E-5,3.450021E-9,1.429597E-4,0.003914481,1.068855E-4,0.001850001,4.360336E-5,5.386761E-4,0.003610955,0.003544372,1.057692E-4,5.395057E-9,9.174018E-7,1.745201E-5,1.191433E-7,2.438463E-8,1.444832E-5,0.00449069,0.001853633,0.01258153,8.715322,7.694368E-5,494280.9,494280.9
3.912654E-6,15.64125,-3.977855E10,1379.389,1379.389,0.001203388,1.0,0.8834202,1.90702E-4,0.008089206,0.00221399,0.002840918,3.840431E-4,0.03756158,1.104393E-4,6.296895E-4,0.001523938,2.398035E-5,4.987868E-5,0.01673165,5.686583E-4,4.441868E-5,1.018839E-4,4.41952E-4,2.25735E-5,4.655239E-5,1.159347E-5,3.036802E-5,0.00546173,2.864809E-4,2.028871E-4,0.006078445,4.070448E-5,7.547661E-5,1.518E-7,9.045453E-5,1.737354E-7,5.923084E-5,3.651359E-9,1.435547E-4,0.003933249,1.084596E-4,0.001867259,4.396207E-5,5.412652E-4,0.003628238,0.003539404,1.056329E-4,5.706014E-9,9.567779E-7,1.793003E-5,1.239677E-7,2.478844E-8,1.473609E-5,0.004432139,0.001819301,0.01242929,8.708413,7.693681E-5,493889.0,493889.0
4.100744E-6,15.6433,-3.798534E10,1377.899,1377.899,0.001203388,1.0,0.8823839,1.838759E-4,0.008316669,0.002139494,0.002899445,3.717178E-4,0.03821767,1.085173E-4,6.507171E-4,0.001547954,2.330852E-5,4.770014E-5,0.01698219,5.639734E-4,4.638364E-5,1.045032E-4,4.467161E-4,2.15523E-5,4.72687E-5,1.22395E-5,3.143481E-5,0.005522118,2.932157E-4,1.999197E-4,0.0061897,4.017967E-5,7.951836E-5,1.64972E-7,9.280266E-5,1.898829E-7,6.196245E-5,3.978942E-9,1.444078E-4,0.003960728,1.108323E-4,0.001893214,4.451898E-5,5.450998E-4,0.003653412,0.003531828,1.053801E-4,6.209672E-9,1.019349E-6,1.867059E-5,1.316183E-7,2.540868E-8,1.517785E-5,0.004343137,0.001767459,0.01219716,8.697867,7.692672E-5,493290.9,493290.9
4.219312E-6,15.6445,-3.69317E10,1376.994,1376.994,0.001203388,1.0,0.8817564,1.798261E-4,0.008455137,0.002095139,0.002934603,3.643857E-4,0.03861578,1.073353E-4,6.636417E-4,0.001562247,2.290926E-5,4.641716E-5,0.01713315,5.611641E-4,4.759977E-5,1.061109E-4,4.495135E-4,2.095199E-5,4.769332E-5,1.264333E-5,3.208639E-5,0.00555793,2.972841E-4,1.98114E-4,0.006257146,3.983736E-5,8.202068E-5,1.733569E-7,9.424181E-5,2.002505E-7,6.365728E-5,4.189634E-9,1.448915E-4,0.003976647,1.122484E-4,0.001908674,4.486162E-5,5.473484E-4,0.003667914,0.003527251,1.052014E-4,6.532112E-9,1.058675E-6,1.912474E-5,1.364177E-7,2.578599E-8,1.544632E-5,0.004289539,0.001736446,0.01205697,8.691489,7.692087E-5,492929.2,492929.2
4.280948E-6,15.64509,-3.640546E10,1376.533,1376.533,0.001203388,1.0,0.8814375,1.777927E-4,0.008525699,0.002072827,0.002952383,3.606981E-4,0.0388183,1.067298E-4,6.702636E-4,0.001569438,2.270854E-5,4.57756E-5,0.01720962,5.597439E-4,4.822526E-5,1.06934E-4,4.509097E-4,2.065212E-5,4.790642E-5,1.285223E-5,3.241895E-5,0.005575906,2.99348E-4,1.971942E-4,0.006291435,3.965681E-5,8.33077E-5,1.777373E-7,9.497804E-5,2.056939E-7,6.453023E-5,4.300382E-9,1.451279E-4,0.003984526,1.129617E-4,0.001916454,4.503733E-5,5.484695E-4,0.003675069,0.003524929,1.051035E-4,6.701133E-9,1.079076E-6,1.935711E-5,1.38905E-7,2.597818E-8,1.558297E-5,0.004262394,0.001720798,0.01198585,8.688252,7.691796E-5,492745.6,492745.6
4.397229E-6,15.64615,-3.545026E10,1375.681,1375.681,0.001203388,1.0,0.8808492,1.740837E-4,0.008656266,0.002032062,0.002985043,3.53961E-4,0.03919236,1.056041E-4,6.825798E-4,0.001582576,2.234196E-5,4.460999E-5,0.01735032,5.57135E-4,4.939303E-5,1.084642E-4,4.53441E-4,2.010783E-5,4.829489E-5,1.324439E-5,3.303511E-5,0.005608683,3.031498E-4,1.954933E-4,0.006354737,3.931247E-5,8.571012E-5,1.860379E-7,9.634554E-5,2.160601E-7,6.61622E-5,4.511542E-9,1.455474E-4,0.003998691,1.142667E-4,0.001930673,4.536452E-5,5.504999E-4,0.003687886,0.003520649,1.049102E-4,7.022509E-9,1.117477E-6,1.978872E-5,1.435826E-7,2.633367E-8,1.583552E-5,0.004212465,0.001692121,0.01185483,8.682284,7.691273E-5,492407.1,492407.1
4.504733E-6,15.64708,-3.46081E10,1374.912,1374.912,0.001203388,1.0,0.8803198,1.707943E-4,0.008774144,0.001995839,0.003014263,3.479734E-4,0.03952936,1.045822E-4,6.937687E-4,0.001594255,2.201624E-5,4.358113E-5,0.01747646,5.547992E-4,5.045876E-5,1.098537E-4,4.55669E-4,1.962799E-5,4.863918E-5,1.360472E-5,3.359211E-5,0.005637739,3.065628E-4,1.939592E-4,0.006411725,3.899092E-5,8.790186E-5,1.937499E-7,9.758592E-5,2.25751E-7,6.765407E-5,4.709259E-9,1.459066E-4,0.004011022,1.154282E-4,0.001943316,4.566224E-5,5.522842E-4,0.003698994,0.003516804,1.047228E-4,7.322378E-9,1.152871E-6,2.018014E-5,1.478892E-7,2.665446E-8,1.606311E-5,0.004167717,0.001666536,0.01173718,8.67692,7.690817E-5,492102.9,492102.9
4.521671E-6,15.64722,-3.447886E10,1374.793,1374.793,0.001203388,1.0,0.8802377,1.702878E-4,0.008792475,0.001990255,0.003018785,3.470503E-4,0.03958171,1.044229E-4,6.955146E-4,0.001596055,2.196603E-5,4.342311E-5,0.01749599,5.544376E-4,5.062547E-5,1.100704E-4,4.560106E-4,1.955434E-5,4.869218E-5,1.36613E-5,3.367878E-5,0.005642211,3.070918E-4,1.937208E-4,0.006420573,3.894006E-5,8.824462E-5,1.949681E-7,9.777931E-5,2.272869E-7,6.788766E-5,4.740626E-9,1.459608E-4,0.0040129,1.156073E-4,0.001945265,4.570874E-5,5.525576E-4,0.003700682,0.003516208,1.046926E-4,7.369857E-9,1.158438E-6,2.024116E-5,1.485662E-7,2.670433E-8,1.609847E-5,0.004160787,0.001662583,0.01171894,8.676088,7.690748E-5,492055.7,492055.7
4.536403E-6,15.64734,-3.436711E10,1374.689,1374.689,0.001203388,1.0,0.8801665,1.698498E-4,0.008808367,0.001985426,0.003022699,3.462518E-4,0.03962707,1.042847E-4,6.970293E-4,0.001597612,2.19226E-5,4.328656E-5,0.01751292,5.541244E-4,5.077021E-5,1.102585E-4,4.563057E-4,1.949071E-5,4.8738E-5,1.371047E-5,3.375392E-5,0.005646079,3.075501E-4,1.935141E-4,0.00642824,3.889578E-5,8.854217E-5,1.960282E-7,9.794707E-5,2.286248E-7,6.80905E-5,4.767953E-9,1.460075E-4,0.00401452,1.157623E-4,0.001946951,4.57491E-5,5.527936E-4,0.003702137,0.003515691,1.046661E-4,7.411202E-9,1.163277E-6,2.029408E-5,1.491546E-7,2.674755E-8,1.612911E-5,0.004154785,0.001659162,0.01170314,8.675367,7.690688E-5,492014.8,492014.8
4.547602E-6,15.64743,-3.428265E10,1374.611,1374.611,0.001203388,1.0,0.8801125,1.695184E-4,0.008820415,0.001981771,0.003025664,3.456475E-4,0.03966145,1.041798E-4,6.981786E-4,0.001598791,2.188973E-5,4.318329E-5,0.01752573,5.538872E-4,5.088007E-5,1.104012E-4,4.565287E-4,1.944259E-5,4.877266E-5,1.374782E-5,3.381089E-5,0.005649004,3.078973E-4,1.933574E-4,0.006434052,3.88621E-5,8.876802E-5,1.968344E-7,9.807433E-5,2.296431E-7,6.82445E-5,4.788757E-9,1.460426E-4,0.004015743,1.158797E-4,0.001948227,4.577973E-5,5.52972E-4,0.003703235,0.0035153,1.046459E-4,7.442663E-9,1.166954E-6,2.033423E-5,1.496017E-7,2.678033E-8,1.615234E-5,0.004150238,0.001656572,0.01169117,8.67482,7.690643E-5,491983.9,491983.9
