Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H3_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_IC3H7_Soln#9 (),Mole_fraction_NC3H7_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_PC4H9_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C4H2_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_NC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_DIALLYL_Soln#9 (),Mole_fraction_CYC6H8_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_NPBENZ_Soln#9 (),Mole_fraction_NC12H26_Soln#9 (),Mole_fraction_NC16H34_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
0.001239448,15.46939,-5.02624E7,1189.997,1189.997,0.001289345,1.0,0.8158195,1.696346E-6,0.03176164,2.835319E-5,0.006281221,7.582424E-6,0.08367736,1.830629E-6,0.002126554,0.001648105,1.233584E-6,2.10653E-7,0.02626365,1.138776E-4,3.427196E-4,3.586459E-4,3.382798E-4,7.407689E-8,4.225845E-5,3.398876E-4,2.907611E-5,0.004556194,5.157394E-4,2.525467E-5,0.01277372,4.435885E-4,2.60344E-6,5.051233E-4,1.503153E-5,6.5296E-4,1.129911E-5,6.712619E-7,4.889177E-5,0.002391547,1.015125E-4,0.001687871,8.71273E-5,2.67733E-5,2.981716E-4,0.001866087,0.003032293,1.999675E-5,5.315508E-7,2.717697E-5,9.432244E-5,3.607999E-6,3.753946E-5,5.41524E-4,9.041579E-5,8.98846E-4,8.138786,8.334809E-5,461583.2,461583.2
0.001547094,15.47379,-3.423245E7,1187.461,1187.461,0.001289345,1.0,0.8124882,1.476773E-6,0.033537,2.432311E-5,0.006492783,6.520398E-6,0.08610852,1.586848E-6,0.002255374,0.00163491,1.102224E-6,1.645334E-7,0.02614958,1.072788E-4,3.717443E-4,3.75062E-4,3.236937E-4,5.621705E-8,4.108328E-5,3.603458E-4,2.5227E-5,0.004224572,5.002112E-4,2.252003E-5,0.01292919,4.745672E-4,2.927256E-6,5.496491E-4,1.753437E-5,7.151264E-4,1.227577E-5,8.466761E-7,4.621565E-5,0.002116722,9.047248E-5,0.001570602,8.204902E-5,2.663205E-5,2.636864E-4,0.001629333,0.003007512,1.862834E-5,6.500165E-7,3.079376E-5,9.616568E-5,4.12472E-6,3.546725E-5,4.297203E-4,6.446882E-5,6.697841E-4,8.119136,8.332443E-5,460468.8,460468.8
0.001744457,15.4773,-2.730535E7,1186.262,1186.262,0.001289345,1.0,0.8106951,1.372386E-6,0.03453624,2.237749E-5,0.006608722,6.008753E-6,0.08742954,1.469532E-6,0.002328379,0.001626213,1.035007E-6,1.435044E-7,0.02604431,1.036598E-4,3.881937E-4,3.838202E-4,3.152057E-4,4.815436E-8,4.031784E-5,3.707805E-4,2.32737E-5,0.004032329,4.899339E-4,2.111435E-5,0.01299512,4.92172E-4,3.12058E-6,5.757356E-4,1.903471E-5,7.509582E-4,1.280206E-5,9.620652E-7,4.471249E-5,0.001964159,8.423141E-5,0.001503736,7.879447E-5,2.639657E-5,2.444597E-4,0.001500782,0.002994328,1.792417E-5,7.259292E-7,3.296431E-5,9.694212E-5,4.439345E-6,3.418288E-5,3.746442E-4,5.272729E-5,5.621635E-4,8.109097,8.330553E-5,459899.4,459899.4
0.001757463,15.47754,-2.691215E7,1186.192,1186.192,0.001289345,1.0,0.8105844,1.366231E-6,0.03459896,2.226212E-5,0.006615924,5.978446E-6,0.08751138,1.462583E-6,0.002332975,0.001625637,1.030934E-6,1.422852E-7,0.02603673,1.034344E-4,3.892283E-4,3.843582E-4,3.146666E-4,4.768878E-8,4.026738E-5,3.714091E-4,2.315595E-5,0.004020153,4.892538E-4,2.102906E-5,0.01299875,4.932814E-4,3.132995E-6,5.773979E-4,1.913101E-5,7.532263E-4,1.283443E-5,9.697466E-7,4.461822E-5,0.001954659,8.384042E-5,0.001499526,7.858148E-5,2.63782E-5,2.432606E-4,0.001492841,0.002993519,1.788141E-5,7.309331E-7,3.310387E-5,9.698447E-5,4.459696E-6,3.40997E-5,3.71365E-4,5.205162E-5,5.558791E-4,8.10849,8.330421E-5,459865.0,459865.0
0.001764719,15.47768,-2.669573E7,1186.153,1186.153,0.001289345,1.0,0.810523,1.362831E-6,0.0346338,2.219838E-5,0.006619921,5.9617E-6,0.08755677,1.458744E-6,0.002335529,0.001625315,1.02868E-6,1.416128E-7,0.02603248,1.033093E-4,3.898031E-4,3.846565E-4,3.143669E-4,4.743212E-8,4.023922E-5,3.717568E-4,2.309079E-5,0.004013384,4.888743E-4,2.098183E-5,0.01300073,4.938977E-4,3.139906E-6,5.783225E-4,1.918461E-5,7.544871E-4,1.285237E-5,9.740362E-7,4.456587E-5,0.001949386,8.362331E-5,0.001497188,7.846275E-5,2.636783E-5,2.425951E-4,0.001488437,0.00299307,1.785773E-5,7.337249E-7,3.318155E-5,9.700766E-5,4.471031E-6,3.405337E-5,3.695525E-4,5.167933E-5,5.524119E-4,8.108154,8.330347E-5,459845.9,459845.9
0.002,15.48234,-2.066674E7,1185.053,1185.053,0.001289345,1.0,0.8086626,1.26436E-6,0.03570776,2.03416E-5,0.006741803,5.474576E-6,0.08893776,1.347052E-6,0.002414533,0.001614878,9.615826E-7,1.224752E-7,0.02588436,9.947777E-5,4.075525E-4,3.936389E-4,3.050178E-4,4.0158E-8,3.932915E-5,3.820013E-4,2.116489E-5,0.003803102,4.765755E-4,1.957496E-5,0.01305278,5.129812E-4,3.3582E-6,6.072775E-4,2.087338E-5,7.936776E-4,1.339232E-5,1.114711E-6,4.29533E-5,0.001788537,7.696253E-5,0.001424991,7.465987E-5,2.598693E-5,2.222608E-4,0.001355155,0.002979539,1.715165E-5,8.243286E-7,3.563676E-5,9.760651E-5,4.83175E-6,3.258313E-5,3.167079E-4,4.120088E-5,4.533725E-4,8.098197,8.327841E-5,459281.2,459281.2
0.002543929,15.49409,-1.166173E7,1183.351,1183.351,0.001289345,1.0,0.8051104,1.098498E-6,0.03785999,1.716733E-5,0.006978376,4.645578E-6,0.09160265,1.156622E-6,0.002574743,0.001590879,8.397827E-7,9.195335E-8,0.02549093,9.189724E-5,4.432386E-4,4.10379E-4,2.856826E-4,2.871136E-8,3.726872E-5,3.997253E-4,1.775424E-5,0.003375115,4.486845E-4,1.701595E-5,0.0131039,5.517288E-4,3.828497E-6,6.679768E-4,2.445549E-5,8.739307E-4,1.438809E-5,1.451053E-6,3.973006E-5,0.001478769,6.39539E-5,0.001280554,6.633116E-5,2.489906E-5,1.82947E-4,0.001103954,0.002954133,1.586064E-5,1.034647E-6,4.091562E-5,9.811276E-5,5.62467E-6,2.942575E-5,2.273075E-4,2.528356E-5,2.961736E-4,8.080431,8.321522E-5,458273.7,458273.7
0.002579265,15.49489,-1.123447E7,1183.271,1183.271,0.001289345,1.0,0.8049077,1.08982E-6,0.03798699,1.699956E-5,0.006992018,4.601944E-6,0.09175587,1.146571E-6,0.002584288,0.001589333,8.33067E-7,9.042548E-8,0.02546377,9.145213E-5,4.453467E-4,4.113129E-4,2.845179E-4,2.814475E-8,3.713768E-5,4.006534E-4,1.757026E-5,0.003349709,4.469144E-4,1.687478E-5,0.01310472,5.540376E-4,3.85772E-6,6.716722E-4,2.467433E-5,8.787301E-4,1.44429E-5,1.473408E-6,3.954019E-5,0.001461125,6.320661E-5,0.001272076,6.581587E-5,2.482282E-5,1.807019E-4,0.001089849,0.002952702,1.578901E-5,1.04836E-6,4.124234E-5,9.811293E-5,5.674576E-6,2.923212E-5,2.226713E-4,2.452667E-5,2.884326E-4,8.079468,8.321097E-5,458219.1,458219.1
0.002589663,15.49512,-1.11115E7,1183.248,1183.248,0.001289345,1.0,0.8048486,1.087305E-6,0.03802411,1.69509E-5,0.006995998,4.589293E-6,0.09180056,1.143657E-6,0.002587079,0.001588879,8.311137E-7,8.998409E-8,0.02545576,9.132208E-5,4.459628E-4,4.115847E-4,2.84177E-4,2.798119E-8,3.709919E-5,4.009222E-4,1.751684E-5,0.003342283,4.463947E-4,1.683373E-5,0.01310491,5.547128E-4,3.866293E-6,6.727545E-4,2.473843E-5,8.801339E-4,1.445883E-5,1.479997E-6,3.948471E-5,0.001455984,6.298874E-5,0.0012696,6.566488E-5,2.480031E-5,1.800476E-4,0.001085743,0.002952285,1.576817E-5,1.052396E-6,4.133814E-5,9.811234E-5,5.689229E-6,2.91754E-5,2.213292E-4,2.430893E-5,2.862003E-4,8.079189,8.320971E-5,458203.2,458203.2
0.002699093,15.49758,-9889005.0,1183.019,1183.019,0.001289345,1.0,0.8042412,1.061838E-6,0.03840782,1.645743E-5,0.007036971,4.461115E-6,0.09226049,1.114104E-6,0.002615993,0.001584108,8.111599E-7,8.555217E-8,0.0253707,8.997805E-5,4.523325E-4,4.143632E-4,2.806402E-4,2.634245E-8,3.669617E-5,4.036345E-4,1.697355E-5,0.003265484,4.40957E-4,1.641433E-5,0.01310566,5.617063E-4,3.955799E-6,6.840088E-4,2.540485E-5,8.946784E-4,1.462118E-5,1.549646E-6,3.891127E-5,0.001403237,6.075043E-5,0.001244042,6.409338E-5,2.456163E-5,1.733319E-4,0.001043718,0.002948011,1.555493E-5,1.094909E-6,4.233721E-5,9.808919E-5,5.842565E-6,2.858565E-5,2.077898E-4,2.214705E-5,2.638957E-4,8.076344,8.319648E-5,458041.8,458041.9
0.002725357,15.49818,-9613789.0,1182.968,1182.968,0.001289345,1.0,0.8040993,1.055983E-6,0.03849812,1.634378E-5,0.007046567,4.431622E-6,0.09236815,1.107298E-6,0.002622812,0.001582966,8.065262E-7,8.454303E-8,0.02535011,8.966186E-5,4.538314E-4,4.150088E-4,2.798046E-4,2.597024E-8,3.660001E-5,4.042554E-4,1.684805E-5,0.003247409,4.396609E-4,1.631695E-5,0.01310552,5.633555E-4,3.977095E-6,6.866742E-4,2.556263E-5,8.981091E-4,1.465876E-5,1.566443E-6,3.877638E-5,0.001390933,6.022756E-5,0.001238039,6.372099E-5,2.450394E-5,1.717647E-4,0.001033942,0.002947015,1.550534E-5,1.105121E-6,4.257458E-5,9.807924E-5,5.879137E-6,2.844602E-5,2.046909E-4,2.166123E-5,2.588471E-4,8.075686,8.319329E-5,458004.5,458004.5
0.00281662,15.50025,-8707860.0,1182.802,1182.802,0.001289345,1.0,0.8036168,1.03636E-6,0.03880669,1.596228E-5,0.007079224,4.33272E-6,0.0927345,1.084458E-6,0.002646161,0.001579007,7.908677E-7,8.118828E-8,0.02527813,8.858147E-5,4.589536E-4,4.171912E-4,2.769394E-4,2.473546E-8,3.626754E-5,4.063268E-4,1.64258E-5,0.003185637,4.351843E-4,1.598792E-5,0.0131041,5.690016E-4,4.050561E-6,6.958327E-4,2.610452E-5,9.098561E-4,1.478536E-5,1.62505E-6,3.83155E-5,0.001349213,5.845238E-5,0.00121756,6.244145E-5,2.430251E-5,1.664481E-4,0.001000864,0.002943637,1.53375E-5,1.140634E-6,4.339238E-5,9.80321E-5,6.005565E-6,2.796652E-5,1.943491E-4,2.006491E-5,2.421568E-4,8.073472,8.318219E-5,457879.0,457879.0
0.002856109,15.50114,-8338496.0,1182.735,1182.735,0.001289345,1.0,0.8034131,1.028196E-6,0.03893781,1.580333E-5,0.007093038,4.291552E-6,0.09288942,1.074941E-6,0.002656104,0.001577299,7.842945E-7,7.980547E-8,0.02524678,8.812242E-5,4.611299E-4,4.181074E-4,2.757175E-4,2.42277E-8,3.612451E-5,4.071835E-4,1.624943E-5,0.003159394,4.332608E-4,1.584982E-5,0.01310306,5.714053E-4,4.082102E-6,6.997473E-4,2.633598E-5,9.148576E-4,1.483829E-5,1.650522E-6,3.811973E-5,0.001331641,5.770372E-5,0.001208877,6.189477E-5,2.421501E-5,1.642078E-4,9.869648E-4,0.002942215,1.526693E-5,1.156014E-6,4.374295E-5,9.800593E-5,6.059962E-6,2.776175E-5,1.90069E-4,1.941563E-5,2.353219E-4,8.072547,8.317737E-5,457826.5,457826.5
0.002939781,15.50305,-7597411.0,1182.602,1182.602,0.001289345,1.0,0.8029909,1.011509E-6,0.03921101,1.547799E-5,0.007121703,4.207372E-6,0.09321083,1.055464E-6,0.002676863,0.001573688,7.707492E-7,7.700315E-8,0.02518,8.716586E-5,4.656641E-4,4.199945E-4,2.73163E-4,2.3201E-8,3.582313E-5,4.089235E-4,1.588772E-5,0.003104732,4.292123E-4,1.55653E-5,0.01310006,5.764233E-4,4.148458E-6,7.079492E-4,2.682051E-5,9.252984E-4,1.494691E-5,1.704716E-6,3.77119E-5,0.00129533,5.615492E-5,0.00119082,6.075039E-5,2.402911E-5,1.595766E-4,9.583056E-4,0.002939275,1.512127E-5,1.188626E-6,4.447934E-5,9.793949E-5,6.174633E-6,2.733323E-5,1.813664E-4,1.811657E-5,2.215605E-4,8.070648,8.316715E-5,457718.8,457718.9
0.002952856,15.50335,-7486562.0,1182.582,1182.582,0.001289345,1.0,0.8029261,1.008974E-6,0.03925315,1.542849E-5,0.00712611,4.194575E-6,0.09326024,1.052502E-6,0.002680071,0.001573125,7.686779E-7,7.658021E-8,0.02516953,8.70183E-5,4.663634E-4,4.20283E-4,2.72768E-4,2.304631E-8,3.577624E-5,4.091865E-4,1.583261E-5,0.003096303,4.28583E-4,1.552179E-5,0.0130995,5.771984E-4,4.15877E-6,7.092197E-4,2.689551E-5,9.26911E-4,1.496346E-5,1.713211E-6,3.764901E-5,0.001289766,5.59174E-5,0.001188039,6.057328E-5,2.400002E-5,1.588668E-4,9.539216E-4,0.002938824,1.509897E-5,1.193725E-6,4.459364E-5,9.792781E-5,6.192481E-6,2.726692E-5,1.800497E-4,1.792252E-5,2.194944E-4,8.070359,8.316555E-5,457702.4,457702.4
0.003,15.50442,-7097171.0,1182.514,1182.514,0.001289345,1.0,0.8026948,9.999874E-7,0.03940388,1.525295E-5,0.007141842,4.149217E-6,0.0934366,1.041994E-6,0.002691555,0.001571097,7.613085E-7,7.508741E-8,0.02513167,8.649046E-5,4.688646E-4,4.213089E-4,2.713528E-4,2.250097E-8,3.560765E-5,4.101151E-4,1.563699E-5,0.003066164,4.263219E-4,1.536704E-5,0.01309727,5.799734E-4,4.195828E-6,7.137763E-4,2.716435E-5,9.326842E-4,1.502222E-5,1.743903E-6,3.742407E-5,0.00126995,5.507096E-5,0.001178104,5.993857E-5,2.389508E-5,1.563381E-4,9.383223E-4,0.002937218,1.501955E-5,1.212119E-6,4.500406E-5,9.788282E-5,6.256681E-6,2.702928E-5,1.753964E-4,1.724214E-5,2.122285E-4,8.069332,8.315979E-5,457644.2,457644.2
0.004,15.52713,-1549221.0,1181.723,1181.723,0.001289345,1.0,0.7985246,8.518789E-7,0.04223158,1.233813E-5,0.007428056,3.402202E-6,0.0966455,8.67327E-7,0.002910728,0.001529041,6.332746E-7,5.206943E-8,0.02431275,7.655024E-5,5.156816E-4,4.388133E-4,2.441875E-4,1.423887E-8,3.220483E-5,4.241163E-4,1.236436E-5,0.002506475,3.812594E-4,1.268642E-5,0.01299266,6.327669E-4,4.944166E-6,8.027864E-4,3.233499E-5,0.001042113,1.599078E-5,2.414685E-6,3.321022E-5,9.243599E-4,4.020629E-5,9.954374E-4,4.785803E-5,2.171903E-5,1.121176E-4,6.698507E-4,0.00290878,1.361846E-5,1.604509E-6,5.315866E-5,9.609909E-5,7.57007E-6,2.248499E-5,1.030403E-4,7.838859E-6,1.071671E-4,8.052143,8.303819E-5,456669.3,456669.3
0.004355281,15.53501,-388870.7,1181.655,1181.655,0.001289345,1.0,0.7973039,8.129147E-7,0.04309977,1.156635E-5,0.007512608,3.206925E-6,0.09759526,8.209161E-7,0.002979656,0.001514523,5.974618E-7,4.658667E-8,0.02402054,7.347631E-5,5.299926E-4,4.434842E-4,2.356214E-4,1.232543E-8,3.107457E-5,4.271191E-4,1.149662E-5,0.002338433,3.665802E-4,1.194092E-5,0.01293684,6.492671E-4,5.196231E-6,8.315151E-4,3.395281E-5,0.001076016,1.623511E-5,2.660869E-6,3.191807E-5,8.291914E-4,3.608189E-5,9.410931E-4,4.416812E-5,2.099569E-5,9.989962E-5,5.969677E-4,0.002900644,1.321627E-5,1.744723E-6,5.58368E-5,9.517901E-5,8.018277E-6,2.107772E-5,8.598443E-5,5.990317E-6,8.499031E-5,8.047599,8.299604E-5,456411.6,456411.6
0.004388636,15.53575,-294346.0,1181.653,1181.653,0.001289345,1.0,0.7971948,8.095187E-7,0.04317827,1.149902E-5,0.007520178,3.189955E-6,0.09768036,8.168619E-7,0.002985931,0.001513171,5.942979E-7,4.612166E-8,0.02399319,7.319781E-5,5.312845E-4,4.438891E-4,2.348418E-4,1.216447E-8,3.097053E-5,4.273606E-4,1.142106E-5,0.002323365,3.652372E-4,1.187519E-5,0.01293124,6.507659E-4,5.219593E-6,8.341468E-4,3.409933E-5,0.001079085,1.625592E-5,2.684165E-6,3.180126E-5,8.208607E-4,3.572027E-5,9.362269E-4,4.383688E-5,2.092954E-5,9.882926E-5,5.906062E-4,0.002899921,1.318043E-5,1.757902E-6,5.608303E-5,9.50868E-5,8.059934E-6,2.095069E-5,8.455055E-5,5.842389E-6,8.318085E-5,8.047204,8.299212E-5,456389.2,456389.2
0.005,15.54894,1108930.0,1181.709,1181.709,0.001289345,1.0,0.7953385,7.536548E-7,0.04453716,1.039204E-5,0.007649301,2.912518E-6,0.09913439,7.500109E-7,0.003095785,0.001488704,5.413326E-7,3.879144E-8,0.02349554,6.836177E-5,5.535893E-4,4.504252E-4,2.212187E-4,9.65935E-9,2.912412E-5,4.307667E-4,1.018359E-5,0.002066412,3.416437E-4,1.077844E-5,0.0128203,6.768965E-4,5.639822E-6,8.806184E-4,3.663393E-5,0.001132283,1.658237E-5,3.116058E-6,2.97796E-5,6.839983E-4,2.976674E-5,8.533183E-4,3.819487E-5,1.977316E-5,8.122586E-5,4.864604E-4,0.002887718,1.257207E-5,1.999763E-6,6.045118E-5,9.325056E-5,8.811901E-6,1.876494E-5,6.235389E-5,3.712303E-6,5.637411E-5,8.040755,8.29217E-5,456023.5,456023.5
0.006,15.56943,2463812.0,1182.082,1182.082,0.001289345,1.0,0.7927757,6.819396E-7,0.04648562,8.977058E-6,0.007828379,2.563031E-6,0.1011596,6.638289E-7,0.003257835,0.001449885,4.710128E-7,3.033368E-8,0.02270311,6.13937E-5,5.85329E-4,4.581208E-4,2.012803E-4,6.867254E-9,2.634014E-5,4.331068E-4,8.624077E-6,0.001713818,3.069956E-4,9.335509E-6,0.01261497,7.149779E-4,6.299862E-6,9.504542E-4,4.021948E-5,0.001208523,1.69355E-5,3.839159E-6,2.688165E-5,5.129242E-4,2.229353E-5,7.392946E-4,3.054673E-5,1.811448E-5,5.917893E-5,3.570308E-4,0.00287115,1.173206E-5,2.395675E-6,6.706367E-5,8.979525E-5,9.99998E-6,1.571407E-5,3.834053E-5,1.795815E-6,3.040033E-5,8.032708,8.281259E-5,455567.1,455567.1
0.007,15.58849,3153332.0,1182.653,1182.653,0.001289345,1.0,0.790644,6.263642E-7,0.04817076,7.892868E-6,0.00797797,2.299928E-6,0.10286,5.969413E-7,0.003403086,0.001412412,4.151525E-7,2.458334E-8,0.02194412,5.537308E-5,6.124775E-4,4.630075E-4,1.836855E-4,5.058316E-9,2.382504E-5,4.327469E-4,7.455209E-6,0.001428147,2.767252E-4,8.203209E-6,0.0123943,7.484942E-4,6.933636E-6,0.001014187,4.321016E-5,0.001274086,1.712861E-5,4.57707E-6,2.437633E-5,3.894148E-4,1.687895E-5,6.4587E-4,2.452453E-5,1.672494E-5,4.325325E-5,2.6384E-4,0.002857542,1.102795E-5,2.790311E-6,7.311035E-5,8.598994E-5,1.114366E-5,1.320971E-5,2.377843E-5,8.780947E-7,1.66641E-5,8.026761,8.271129E-5,455229.8,455229.8
0.008,15.60618,3478275.0,1183.324,1183.324,0.001289345,1.0,0.7888274,5.816162E-7,0.04965238,7.033264E-6,0.008105926,2.094642E-6,0.1043197,5.431595E-7,0.003535425,0.001376151,3.696789E-7,2.048664E-8,0.02122144,5.013362E-5,6.360375E-4,4.657878E-4,1.679862E-4,3.835968E-9,2.155282E-5,4.306282E-4,6.549311E-6,0.001195071,2.502662E-4,7.292829E-6,0.01216809,7.783935E-4,7.546884E-6,0.00107307,4.570199E-5,0.001331167,1.721177E-5,5.324495E-6,2.217623E-5,2.993299E-4,1.292182E-5,5.681169E-4,1.97933E-5,1.556633E-5,3.16676E-5,1.958599E-4,0.00284598,1.042206E-5,3.182191E-6,7.867209E-5,8.199675E-5,1.224857E-5,1.115351E-5,1.480872E-5,4.312737E-7,9.239842E-6,8.022212,8.261756E-5,454971.8,454971.8
0.009,15.62257,3595950.0,1184.038,1184.038,0.001289345,1.0,0.7872508,5.44684E-7,0.05097166,6.335761E-6,0.008217468,1.930431E-6,0.1055944,4.988923E-7,0.003657489,0.001340996,3.32037E-7,1.746247E-8,0.02053521,4.555939E-5,6.566913E-4,4.669469E-4,1.538685E-4,2.984098E-9,1.949989E-5,4.273359E-4,5.829479E-6,0.001004025,2.27109E-4,6.548403E-6,0.01194199,8.053357E-4,8.143474E-6,0.001127995,4.777525E-5,0.001381351,1.721967E-5,6.077498E-6,2.022239E-5,2.330668E-4,1.000915E-5,5.026003E-4,1.607747E-5,1.459899E-5,2.320432E-5,1.458293E-4,0.002835876,9.892445E-6,3.570312E-6,8.381061E-5,7.792561E-5,1.331858E-5,9.465469E-6,9.234926E-6,2.119057E-7,5.166834E-6,8.01863,8.253087E-5,454768.7,454768.7
0.009097199,15.6241,3599966.0,1184.108,1184.108,0.001289345,1.0,0.7871083,5.414347E-7,0.05109243,6.274991E-6,0.00822758,1.916227E-6,0.10571,4.950043E-7,0.003668881,0.001337635,3.28726E-7,1.721154E-8,0.02047042,4.514677E-5,6.585632E-4,4.669871E-4,1.525714E-4,2.915841E-9,1.931123E-5,4.269687E-4,5.767433E-6,9.873792E-4,2.25017E-4,6.483363E-6,0.01192016,8.07816E-4,8.200685E-6,0.001133149,4.795708E-5,0.001385908,1.721743E-5,6.150874E-6,2.004394E-5,2.276284E-4,9.770124E-6,4.967856E-4,1.576177E-5,1.451381E-5,2.251396E-5,1.41724E-4,0.002834956,9.844473E-6,3.607812E-6,8.428943E-5,7.752885E-5,1.342084E-5,9.31847E-6,8.82059E-6,1.97747E-7,4.884845E-6,8.018322,8.252279E-5,454751.2,454751.2
0.009980188,15.63749,3595313.0,1184.749,1184.749,0.001289345,1.0,0.785888,5.142822E-7,0.05213626,5.770943E-6,0.008314388,1.799131E-6,0.1067018,4.625517E-7,0.003768995,0.001307527,3.010752E-7,1.520618E-8,0.01989676,4.163521E-5,6.74586E-4,4.668525E-4,1.413408E-4,2.386453E-9,1.767993E-5,4.233362E-4,5.256842E-6,8.497493E-4,2.071832E-4,5.943249E-6,0.01172368,8.293457E-4,8.714796E-6,0.001178639,4.946671E-5,0.001425005,1.717883E-5,6.818286E-6,1.850566E-5,1.847806E-4,7.887799E-6,4.478476E-4,1.320701E-5,1.380258E-5,1.711265E-5,1.09415E-4,0.002827002,9.434031E-6,3.946543E-6,8.848426E-5,7.393445E-5,1.433638E-5,8.104758E-6,5.810211E-6,1.053748E-7,2.941565E-6,8.01579,8.245214E-5,454607.6,454607.6
0.01,15.63778,3594502.0,1184.763,1184.763,0.001289345,1.0,0.785862,5.137182E-7,0.05215865,5.760546E-6,0.008316239,1.796729E-6,0.1067229,4.618782E-7,0.003771176,0.00130686,3.005012E-7,1.516622E-8,0.01988419,4.15611E-5,6.749263E-4,4.6684E-4,1.410997E-4,2.376223E-9,1.764497E-5,4.232493E-4,5.246386E-6,8.469235E-4,2.068061E-4,5.932097E-6,0.01171931,8.298091E-4,8.726221E-6,0.001179634,4.949782E-5,0.001425837,1.717764E-5,6.833273E-6,1.847276E-5,1.839409E-4,7.850935E-6,4.468244E-4,1.315564E-5,1.378783E-5,1.700766E-5,1.087829E-4,0.002826831,9.425319E-6,3.954102E-6,8.85753E-5,7.385418E-5,1.435665E-5,8.07988E-6,5.755963E-6,1.038937E-7,2.908427E-6,8.015738,8.24506E-5,454604.7,454604.7
0.011,15.65192,3525865.0,1185.482,1185.482,0.001289345,1.0,0.7846235,4.875067E-7,0.05323615,5.280649E-6,0.00840488,1.686491E-6,0.1077333,4.305968E-7,0.003877916,0.00127367,2.738404E-7,1.338208E-8,0.01926642,3.80651E-5,6.91104E-4,4.657384E-4,1.295005E-4,1.934254E-9,1.596885E-5,4.186215E-4,4.766812E-6,7.174217E-4,1.889689E-4,5.417021E-6,0.01150194,8.52192E-4,9.297315E-6,0.001228511,5.09271E-5,0.00146556,1.710469E-5,7.589943E-6,1.689601E-5,1.472281E-4,6.240776E-6,3.989197E-4,1.085257E-5,1.310369E-5,1.24653E-5,8.12334E-5,0.002818559,9.011388E-6,4.333362E-6,9.300684E-5,6.98384E-5,1.536529E-5,6.942558E-6,3.580952E-6,5.073282E-8,1.645949E-6,8.013352,8.237612E-5,454469.4,454469.4
0.01119103,15.65451,3507982.0,1185.617,1185.617,0.001289345,1.0,0.7844015,4.829659E-7,0.05343108,5.198132E-6,0.008420833,1.667666E-6,0.1079148,4.25178E-7,0.003897612,0.001267432,2.692217E-7,1.30869E-8,0.019152,3.744902E-5,6.939844E-4,4.654332E-4,1.274055E-4,1.864197E-9,1.566753E-5,4.176911E-4,4.684917E-6,6.953849E-4,1.858134E-4,5.328398E-6,0.01146111,8.562561E-4,9.405238E-6,0.001237571,5.117092E-5,0.001472671,1.708849E-5,7.734487E-6,1.661236E-5,1.413293E-4,5.982462E-6,3.905392E-4,1.047105E-5,1.298541E-5,1.174672E-5,7.683083E-5,0.002817048,8.937776E-6,4.4053E-6,9.381841E-5,6.908118E-5,1.555481E-5,6.749685E-6,3.269618E-6,4.421553E-8,1.477128E-6,8.012943,8.23625E-5,454446.1,454446.1
