Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_FULVENE_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_CYC5H8_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_INDENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC12H26_Soln#2 (),Mole_fraction_NC16H34_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
5.700119E-5,15.69762,-6.00184E7,1049.584,1049.584,0.001719126,1.0,0.9512276,2.910709E-5,4.563935E-6,2.174263E-5,5.800099E-6,1.080255E-4,1.174415E-8,9.463678E-7,5.819737E-5,9.841968E-6,7.465165E-10,2.810531E-8,4.79201E-7,9.974957E-10,1.522914E-10,5.565986E-9,1.979991E-5,5.392299E-7,1.121247E-5,1.146109E-5,7.958825E-11,3.914184E-7,2.135017E-14,7.36768E-10,5.675066E-12,1.438371E-8,1.597141E-5,2.890483E-11,6.79683E-8,1.393007E-11,1.869544E-12,8.691681E-6,9.378363E-7,1.011071E-10,1.7832E-11,1.982394E-6,1.978243E-5,5.261616E-12,0.004078882,7.232959E-7,1.721161E-14,1.037234E-12,1.059877E-8,2.616916E-9,1.72641E-13,6.527914E-11,9.555609E-9,0.01101484,0.006625056,0.02672239,9.432089,1.095147E-4,534931.6,534931.6
5.759905E-5,15.6976,-6.009959E7,1049.579,1049.579,0.001719126,1.0,0.9512243,2.957322E-5,4.576749E-6,2.207857E-5,5.814544E-6,1.096342E-4,1.203366E-8,9.622443E-7,5.906627E-5,9.909625E-6,7.635846E-10,2.871696E-8,4.88057E-7,1.019704E-9,1.587196E-10,5.7401E-9,2.00945E-5,5.512874E-7,1.132438E-5,1.165994E-5,8.245702E-11,3.976319E-7,2.233359E-14,7.619193E-10,5.874029E-12,1.465496E-8,1.621843E-5,2.979169E-11,6.975537E-8,1.435664E-11,1.938204E-12,8.830011E-6,9.643076E-7,1.060158E-10,1.849352E-11,2.008242E-6,2.008973E-5,5.456276E-12,0.00407885,7.341239E-7,1.829794E-14,1.085237E-12,1.082436E-8,2.68662E-9,1.807895E-13,6.80106E-11,9.849524E-9,0.01101456,0.006624836,0.02672148,9.432056,1.095149E-4,534929.7,534929.7
5.861705E-5,15.69755,-6.023575E7,1049.569,1049.569,0.001719126,1.0,0.9512186,3.036981E-5,4.5979E-6,2.265245E-5,5.838387E-6,1.123827E-4,1.253484E-8,9.894157E-7,6.055109E-5,1.002251E-5,7.930713E-10,2.976964E-8,5.032286E-7,1.057924E-9,1.701057E-10,6.043648E-9,2.059809E-5,5.721186E-7,1.15137E-5,1.200084E-5,8.748929E-11,4.082539E-7,2.408645E-14,8.059755E-10,6.222721E-12,1.511981E-8,1.664091E-5,3.133829E-11,7.284986E-8,1.510028E-11,2.058897E-12,9.066483E-6,1.010169E-6,1.14755E-10,1.965691E-11,2.052353E-6,2.061495E-5,5.798748E-12,0.004078796,7.5259E-7,2.027123E-14,1.170607E-12,1.121396E-8,2.807878E-9,1.952904E-13,7.284351E-11,1.036156E-8,0.01101409,0.006624459,0.02671992,9.431998,1.095152E-4,534926.4,534926.5
5.908145E-5,15.69753,-6.02956E7,1049.565,1049.565,0.001719126,1.0,0.9512159,3.07344E-5,4.607272E-6,2.291502E-5,5.84895E-6,1.136404E-4,1.276695E-8,1.001868E-6,6.123062E-5,1.007304E-5,8.067017E-10,3.025452E-8,5.101878E-7,1.075529E-9,1.754902E-10,6.185128E-9,2.082863E-5,5.817486E-7,1.159955E-5,1.215733E-5,8.984795E-11,4.131169E-7,2.492013E-14,8.265986E-10,6.386017E-12,1.533311E-8,1.683442E-5,3.205936E-11,7.428324E-8,1.544687E-11,2.115576E-12,9.174742E-6,1.031419E-6,1.189062E-10,2.02035E-11,2.072516E-6,2.085537E-5,5.959703E-12,0.004078772,7.610253E-7,2.122586E-14,1.211124E-12,1.139401E-8,2.864287E-9,2.021764E-13,7.512662E-11,1.060005E-8,0.01101388,0.006624287,0.0267192,9.431972,1.095154E-4,534925.0,534925.0
5.947617E-5,15.69752,-6.034353E7,1049.561,1049.561,0.001719126,1.0,0.9512137,3.104487E-5,4.615101E-6,2.313857E-5,5.85777E-6,1.147112E-4,1.296599E-8,1.01248E-6,6.180926E-5,1.011549E-5,8.183779E-10,3.066898E-8,5.161218E-7,1.090577E-9,1.801656E-10,6.306917E-9,2.102497E-5,5.899862E-7,1.167224E-5,1.229081E-5,9.188513E-11,4.172589E-7,2.564651E-14,8.443974E-10,6.526983E-12,1.551503E-8,1.699927E-5,3.26802E-11,7.551258E-8,1.574522E-11,2.164587E-12,9.266946E-6,1.049647E-6,1.2252E-10,2.067626E-11,2.089673E-6,2.10601E-5,6.098949E-12,0.004078751,7.682E-7,2.206609E-14,1.24638E-12,1.154823E-8,2.912791E-9,2.081702E-13,7.710783E-11,1.080527E-8,0.01101369,0.00662414,0.02671859,9.43195,1.095155E-4,534923.7,534923.7
6.297783E-5,15.69737,-6.075569E7,1049.529,1049.529,0.001719126,1.0,0.9511939,3.382075E-5,4.679703E-6,2.513566E-5,5.930523E-6,1.242804E-4,1.479939E-8,1.107664E-6,6.698253E-5,1.047366E-5,9.254362E-10,3.443287E-8,5.694617E-7,1.227274E-9,2.256091E-10,7.446932E-9,2.278169E-5,6.654479E-7,1.230668E-5,1.349328E-5,1.112295E-10,4.543225E-7,3.281346E-14,1.012895E-9,7.862414E-12,1.715159E-8,1.847594E-5,3.849785E-11,8.683821E-8,1.853834E-11,2.632352E-12,1.009194E-5,1.217586E-6,1.58006E-10,2.519334E-11,2.242608E-6,2.289127E-5,7.430781E-12,0.004078564,8.32023E-7,3.072565E-14,1.592096E-12,1.296187E-8,3.364828E-9,2.670233E-13,9.630726E-11,1.272287E-8,0.01101206,0.006622829,0.02671316,9.43175,1.095165E-4,534912.3,534912.3
6.495212E-5,15.69729,-6.096631E7,1049.511,1049.511,0.001719126,1.0,0.9511826,3.540182E-5,4.712597E-6,2.627194E-5,5.967538E-6,1.297279E-4,1.58865E-8,1.162108E-6,6.992922E-5,1.06614E-5,9.885389E-10,3.662119E-8,6.000567E-7,1.306811E-9,2.545603E-10,8.137536E-9,2.378337E-5,7.098772E-7,1.265594E-5,1.418531E-5,1.231736E-10,4.754585E-7,3.74713E-14,1.116539E-9,8.684237E-12,1.809138E-8,1.93192E-5,4.202836E-11,9.355317E-8,2.023106E-11,2.923168E-12,1.056232E-5,1.317054E-6,1.808831E-10,2.80058E-11,2.329379E-6,2.39348E-5,8.261286E-12,0.004078458,8.681129E-7,3.667528E-14,1.814809E-12,1.379509E-8,3.6372E-9,3.04998E-13,1.084868E-10,1.388175E-8,0.01101112,0.006622082,0.02671006,9.431636,1.095171E-4,534905.9,534905.9
6.51465E-5,15.69728,-6.098618E7,1049.509,1049.509,0.001719126,1.0,0.9511815,3.555807E-5,4.71571E-6,2.638419E-5,5.971042E-6,1.302661E-4,1.59956E-8,1.167497E-6,7.022044E-5,1.067935E-5,9.948576E-10,3.68391E-8,6.030881E-7,1.314734E-9,2.57547E-10,8.207408E-9,2.38824E-5,7.143272E-7,1.268999E-5,1.425398E-5,1.24391E-10,4.775483E-7,3.795553E-14,1.127087E-9,8.76788E-12,1.818454E-8,1.940262E-5,4.238585E-11,9.422695E-8,2.040236E-11,2.952886E-12,1.060883E-5,1.327026E-6,1.832526E-10,2.829337E-11,2.337942E-6,2.403795E-5,8.346257E-12,0.004078448,8.716692E-7,3.73069E-14,1.837879E-12,1.387854E-8,3.664705E-9,3.089339E-13,1.097411E-10,1.399889E-8,0.01101103,0.006622008,0.02670976,9.431625,1.095172E-4,534905.3,534905.3
6.565496E-5,15.69726,-6.103633E7,1049.505,1049.505,0.001719126,1.0,0.9511786,3.596727E-5,4.723745E-6,2.667812E-5,5.98008E-6,1.316756E-4,1.62828E-8,1.181618E-6,7.098313E-5,1.072583E-5,1.01148E-9,3.741125E-8,6.110339E-7,1.335543E-9,2.654838E-10,8.391855E-9,2.41418E-5,7.260156E-7,1.277877E-5,1.443406E-5,1.276123E-10,4.830222E-7,3.924567E-14,1.15499E-9,8.989122E-12,1.842875E-8,1.962116E-5,4.332982E-11,9.600055E-8,2.08546E-11,3.031602E-12,1.073064E-5,1.353269E-6,1.89557E-10,2.905519E-11,2.360357E-6,2.430812E-5,8.571416E-12,0.004078421,8.809736E-7,3.900182E-14,1.899267E-12,1.409806E-8,3.737269E-9,3.19409E-13,1.13072E-10,1.430802E-8,0.01101079,0.006621815,0.02670896,9.431595,1.095173E-4,534903.6,534903.6
7.041708E-5,15.69706,-6.147837E7,1049.46,1049.46,0.001719126,1.0,0.951151,3.983104E-5,4.792602E-6,2.945117E-5,6.057517E-6,1.449813E-4,1.909327E-8,1.315429E-6,7.818643E-5,1.113135E-5,1.173346E-9,4.290609E-8,6.864915E-7,1.535715E-9,3.484637E-10,1.023162E-8,2.659391E-5,8.396452E-7,1.359048E-5,1.615073E-5,1.603063E-10,5.347709E-7,5.298914E-14,1.437317E-9,1.122645E-11,2.075037E-8,2.168965E-5,5.27675E-11,1.133438E-7,2.536932E-11,3.835647E-12,1.188197E-5,1.609047E-6,2.559735E-10,3.684723E-11,2.571375E-6,2.686065E-5,1.08783E-11,0.004078163,9.68212E-7,5.799108E-14,2.547066E-12,1.623729E-8,4.458138E-9,4.300838E-13,1.477314E-10,1.738434E-8,0.01100851,0.006619992,0.02670141,9.431318,1.095187E-4,534887.8,534887.8
7.287936E-5,15.69695,-6.168295E7,1049.437,1049.437,0.001719126,1.0,0.9511367,4.184915E-5,4.824186E-6,3.089806E-5,6.093013E-6,1.519295E-4,2.063073E-8,1.385639E-6,8.195046E-5,1.132101E-5,1.261373E-9,4.583773E-8,7.261898E-7,1.642825E-9,3.978705E-10,1.126303E-8,2.787674E-5,9.013049E-7,1.39961E-5,1.705883E-5,1.790447E-10,5.618455E-7,6.136611E-14,1.598555E-9,1.250241E-11,2.197342E-8,2.277346E-5,5.807685E-11,1.228188E-7,2.790389E-11,4.300281E-12,1.248416E-5,1.747975E-6,2.958086E-10,4.135755E-11,2.681187E-6,2.819505E-5,1.221675E-11,0.00407803,1.013336E-6,7.029417E-14,2.937034E-12,1.740222E-8,4.860332E-9,4.968005E-13,1.682336E-10,1.910376E-8,0.01100732,0.006619039,0.02669747,9.431173,1.095194E-4,534879.6,534879.6
7.6817E-5,15.69679,-6.198455E7,1049.4,1049.4,0.001719126,1.0,0.9511136,4.510196E-5,4.870004E-6,3.322831E-5,6.144495E-6,1.631281E-4,2.32063E-8,1.499225E-6,8.802032E-5,1.15984E-5,1.408182E-9,5.064244E-8,7.905433E-7,1.818981E-9,4.868795E-10,1.3027E-8,2.994737E-5,1.003866E-6,1.462487E-5,1.853844E-5,2.116994E-10,6.055502E-7,7.67633E-14,1.87876E-9,1.471535E-11,2.395834E-8,2.452501E-5,6.71894E-11,1.386667E-7,3.224543E-11,5.11564E-12,1.345595E-5,1.978761E-6,3.678317E-10,4.928359E-11,2.857686E-6,3.034764E-5,1.457403E-11,0.004077815,1.085434E-6,9.410918E-14,3.645738E-12,1.934817E-8,5.545582E-9,6.181693E-13,2.04938E-10,2.203652E-8,0.0110054,0.006617504,0.02669112,9.43094,1.095206E-4,534866.4,534866.4
7.810252E-5,15.69673,-6.207597E7,1049.388,1049.388,0.001719126,1.0,0.951106,4.617019E-5,4.883858E-6,3.399309E-5,6.160059E-6,1.668058E-4,2.407778E-8,1.536632E-6,9.00145E-5,1.168249E-5,1.457701E-9,5.224006E-8,8.117685E-7,1.877748E-9,5.187458E-10,1.363355E-8,3.062815E-5,1.03839E-6,1.482487E-5,1.902851E-5,2.230917E-10,6.199202E-7,8.236023E-14,1.976317E-9,1.548432E-11,2.46136E-8,2.51014E-5,7.033234E-11,1.440215E-7,3.374038E-11,5.401614E-12,1.37754E-5,2.056247E-6,3.936526E-10,5.20665E-11,2.915528E-6,3.105502E-5,1.540318E-11,0.004077745,1.108941E-6,1.031082E-13,3.901074E-12,2.00055E-8,5.78053E-9,6.619267E-13,2.180107E-10,2.304281E-8,0.01100477,0.006617,0.02668904,9.430863,1.095209E-4,534862.1,534862.1
7.851386E-5,15.69672,-6.210547E7,1049.384,1049.384,0.001719126,1.0,0.9511035,4.651262E-5,4.888189E-6,3.423821E-5,6.164923E-6,1.679848E-4,2.435978E-8,1.548633E-6,9.065385E-5,1.170876E-5,1.47371E-9,5.275414E-8,8.185816E-7,1.896681E-9,5.292453E-10,1.383083E-8,3.084646E-5,1.049546E-6,1.488833E-5,1.918604E-5,2.268142E-10,6.245285E-7,8.421327E-14,2.008175E-9,1.573525E-11,2.482399E-8,2.528629E-5,7.135566E-11,1.457534E-7,3.422686E-11,5.495215E-12,1.387783E-5,2.081252E-6,4.021614E-10,5.297767E-11,2.934058E-6,3.128184E-5,1.567482E-11,0.004077722,1.116458E-6,1.061246E-13,3.985369E-12,2.021812E-8,5.856878E-9,6.763752E-13,2.223104E-10,2.336988E-8,0.01100457,0.006616839,0.02668837,9.430838,1.095211E-4,534860.7,534860.7
7.865437E-5,15.69671,-6.211555E7,1049.383,1049.383,0.001719126,1.0,0.9511027,4.662965E-5,4.889656E-6,3.432198E-5,6.166572E-6,1.683877E-4,2.445645E-8,1.552736E-6,9.087238E-5,1.171767E-5,1.479197E-9,5.293005E-8,8.20911E-7,1.903161E-9,5.328656E-10,1.389857E-8,3.092108E-5,1.053371E-6,1.490994E-5,1.923992E-5,2.280944E-10,6.261036E-7,8.485322E-14,2.019128E-9,1.582151E-11,2.489593E-8,2.534949E-5,7.170716E-11,1.46347E-7,3.439393E-11,5.52742E-12,1.391284E-5,2.089817E-6,4.050953E-10,5.329121E-11,2.940389E-6,3.135936E-5,1.576831E-11,0.004077714,1.119025E-6,1.071705E-13,4.014452E-12,2.0291E-8,5.883086E-9,6.813606E-13,2.237922E-10,2.348216E-8,0.0110045,0.006616784,0.02668814,9.43083,1.095211E-4,534860.2,534860.2
8.007353E-5,15.69665,-6.221206E7,1049.37,1049.37,0.001719126,1.0,0.9510943,4.781364E-5,4.904172E-6,3.516931E-5,6.182873E-6,1.724642E-4,2.544289E-8,1.594279E-6,9.308341E-5,1.180562E-5,1.535136E-9,5.471573E-8,8.445065E-7,1.969027E-9,5.704275E-10,1.459306E-8,3.167625E-5,1.092291E-6,1.512653E-5,1.978641E-5,2.412739E-10,6.420451E-7,9.152242E-14,2.131834E-9,1.67084E-11,2.562481E-8,2.598926E-5,7.531434E-11,1.524014E-7,3.610756E-11,5.859499E-12,1.426715E-5,2.176972E-6,4.355335E-10,5.652524E-11,3.00441E-6,3.21438E-5,1.673316E-11,0.004077637,1.144941E-6,1.18195E-13,4.31673E-12,2.103443E-8,6.151545E-9,7.331851E-13,2.391403E-10,2.463253E-8,0.0110038,0.006616225,0.02668584,9.430745,1.095215E-4,534855.4,534855.4
8.154565E-5,15.69659,-6.231093E7,1049.356,1049.356,0.001719126,1.0,0.9510856,4.904533E-5,4.918674E-6,3.605051E-5,6.199153E-6,1.767051E-4,2.648492E-8,1.637555E-6,9.538409E-5,1.189322E-5,1.594148E-9,5.658443E-8,8.691047E-7,2.038108E-9,6.113083E-10,1.533291E-8,3.246232E-5,1.133309E-6,1.534794E-5,2.035745E-5,2.554209E-10,6.586394E-7,9.883842E-14,2.252693E-9,1.765817E-11,2.638502E-8,2.66555E-5,7.916422E-11,1.587912E-7,3.793474E-11,6.216928E-12,1.463592E-5,2.268578E-6,4.686483E-10,6.000807E-11,3.070942E-6,3.296014E-5,1.777328E-11,0.004077556,1.171792E-6,1.305352E-13,4.64673E-12,2.18194E-8,6.437099E-9,7.89779E-13,2.557938E-10,2.58566E-8,0.01100307,0.006615644,0.02668343,9.430657,1.095219E-4,534850.4,534850.4
8.206498E-5,15.69657,-6.234422E7,1049.351,1049.351,0.001719126,1.0,0.9510825,4.948067E-5,4.923659E-6,3.636191E-5,6.204749E-6,1.782042E-4,2.685708E-8,1.652866E-6,9.619742E-5,1.192326E-5,1.615206E-9,5.724756E-8,8.778115E-7,2.062662E-9,6.262085E-10,1.559868E-8,3.274028E-5,1.147938E-6,1.542525E-5,2.05599E-5,2.605289E-10,6.645074E-7,1.015192E-13,2.296302E-9,1.800054E-11,2.665419E-8,2.689115E-5,8.054892E-11,1.610719E-7,3.859149E-11,6.346219E-12,1.476631E-5,2.301178E-6,4.807123E-10,6.126836E-11,3.094442E-6,3.324875E-5,1.814992E-11,0.004077527,1.181256E-6,1.351189E-13,4.767253E-12,2.20997E-8,6.539565E-9,8.104524E-13,2.618508E-10,2.629595E-8,0.01100282,0.006615438,0.02668259,9.430626,1.095221E-4,534848.6,534848.6
8.222489E-5,15.69656,-6.235366E7,1049.349,1049.349,0.001719126,1.0,0.9510815,4.961481E-5,4.92518E-6,3.645785E-5,6.206456E-6,1.78666E-4,2.697215E-8,1.657585E-6,9.644803E-5,1.193242E-5,1.621716E-9,5.745215E-8,8.804956E-7,2.070241E-9,6.308475E-10,1.568101E-8,3.282593E-5,1.152456E-6,1.544897E-5,2.062234E-5,2.621141E-10,6.663157E-7,1.023553E-13,2.309833E-9,1.810673E-11,2.673717E-8,2.696377E-5,8.09781E-11,1.617769E-7,3.8795E-11,6.386368E-12,1.480649E-5,2.311245E-6,4.844676E-10,6.165977E-11,3.101682E-6,3.333768E-5,1.826692E-11,0.004077519,1.184169E-6,1.365551E-13,4.804802E-12,2.218636E-8,6.571298E-9,8.168934E-13,2.637352E-10,2.643202E-8,0.01100274,0.006615375,0.02668232,9.430616,1.095221E-4,534848.1,534848.1
8.242127E-5,15.69656,-6.236692E7,1049.347,1049.347,0.001719126,1.0,0.9510804,4.977958E-5,4.927039E-6,3.657571E-5,6.208542E-6,1.792334E-4,2.711376E-8,1.663383E-6,9.67559E-5,1.194361E-5,1.629725E-9,5.770364E-8,8.837934E-7,2.079561E-9,6.365771E-10,1.578244E-8,3.293116E-5,1.158018E-6,1.547805E-5,2.069909E-5,2.640687E-10,6.685372E-7,1.033889E-13,2.326514E-9,1.823763E-11,2.683914E-8,2.705299E-5,8.150694E-11,1.626445E-7,3.904574E-11,6.435889E-12,1.485584E-5,2.323626E-6,4.891051E-10,6.214258E-11,3.110573E-6,3.344693E-5,1.841126E-11,0.004077508,1.187746E-6,1.383349E-13,4.851195E-12,2.229301E-8,6.610383E-9,8.24852E-13,2.660617E-10,2.659962E-8,0.01100264,0.006615297,0.026682,9.430604,1.095222E-4,534847.4,534847.4
8.279789E-5,15.69654,-6.239201E7,1049.344,1049.344,0.001719126,1.0,0.9510781,5.009577E-5,4.930579E-6,3.680184E-5,6.212515E-6,1.803222E-4,2.738631E-8,1.674512E-6,9.73467E-5,1.19649E-5,1.645137E-9,5.818678E-8,8.901244E-7,2.097474E-9,6.476693E-10,1.597797E-8,3.313311E-5,1.168713E-6,1.553365E-5,2.084649E-5,2.678424E-10,6.728006E-7,1.053931E-13,2.358715E-9,1.849023E-11,2.703491E-8,2.722424E-5,8.252684E-11,1.643139E-7,3.952921E-11,6.531549E-12,1.495057E-5,2.34743E-6,4.980814E-10,6.307532E-11,3.127633E-6,3.365659E-5,1.869017E-11,0.004077487,1.194604E-6,1.417993E-13,4.941061E-12,2.249826E-8,6.685708E-9,8.402688E-13,2.705629E-10,2.692266E-8,0.01100245,0.006615148,0.02668139,9.430582,1.095223E-4,534846.1,534846.1
8.307068E-5,15.69653,-6.240862E7,1049.341,1049.341,0.001719126,1.0,0.9510765,5.032493E-5,4.933124E-6,3.696572E-5,6.215372E-6,1.811113E-4,2.758449E-8,1.68258E-6,9.777491E-5,1.198019E-5,1.656341E-9,5.853735E-8,8.947147E-7,2.11048E-9,6.557869E-10,1.612041E-8,3.327949E-5,1.176485E-6,1.55738E-5,2.095342E-5,2.705958E-10,6.758909E-7,1.068622E-13,2.382206E-9,1.867443E-11,2.717687E-8,2.734838E-5,8.32701E-11,1.655275E-7,3.988146E-11,6.601385E-12,1.501923E-5,2.364717E-6,5.04649E-10,6.375634E-11,3.139994E-6,3.380856E-5,1.889385E-11,0.004077472,1.19957E-6,1.443498E-13,5.006868E-12,2.264749E-8,6.740559E-9,8.515589E-13,2.738547E-10,2.715791E-8,0.01100232,0.00661504,0.02668094,9.430565,1.095224E-4,534845.2,534845.2
8.351694E-5,15.69651,-6.243622E7,1049.337,1049.337,0.001719126,1.0,0.9510738,5.070005E-5,4.937248E-6,3.723398E-5,6.220001E-6,1.824031E-4,2.791011E-8,1.695791E-6,9.847591E-5,1.200493E-5,1.674744E-9,5.911202E-8,9.022328E-7,2.131812E-9,6.692228E-10,1.635493E-8,3.351913E-5,1.189239E-6,1.563921E-5,2.112865E-5,2.751377E-10,6.809506E-7,1.092985E-13,2.420944E-9,1.89781E-11,2.740939E-8,2.755164E-5,8.449446E-11,1.675211E-7,4.046158E-11,6.716656E-12,1.513164E-5,2.393081E-6,5.155162E-10,6.488058E-11,3.160224E-6,3.405734E-5,1.923019E-11,0.004077448,1.20769E-6,1.486001E-13,5.115866E-12,2.289269E-8,6.830835E-9,8.702603E-13,2.792988E-10,2.754513E-8,0.0110021,0.006614863,0.02668021,9.430539,1.095225E-4,534843.7,534843.7
8.438914E-5,15.69647,-6.249086E7,1049.329,1049.329,0.001719126,1.0,0.9510686,5.143408E-5,4.945189E-6,3.775882E-5,6.228914E-6,1.849308E-4,2.855144E-8,1.721659E-6,9.984777E-5,1.205241E-5,1.710974E-9,6.023922E-8,9.16957E-7,2.173703E-9,6.960325E-10,1.681854E-8,3.39882E-5,1.214339E-6,1.576622E-5,2.14722E-5,2.841456E-10,6.90854E-7,1.141762E-13,2.497743E-9,1.95797E-11,2.786488E-8,2.794954E-5,8.691699E-11,1.714459E-7,4.160889E-11,6.945537E-12,1.535164E-5,2.448808E-6,5.371883E-10,6.711339E-11,3.199794E-6,3.454423E-5,1.989846E-11,0.0040774,1.22355E-6,1.571832E-13,5.333632E-12,2.33756E-8,7.009173E-9,9.076272E-13,2.901464E-10,2.831021E-8,0.01100166,0.006614516,0.02667878,9.430486,1.095228E-4,534840.7,534840.7
8.454693E-5,15.69647,-6.250157E7,1049.327,1049.327,0.001719126,1.0,0.9510677,5.1567E-5,4.946607E-6,3.785385E-5,6.230506E-6,1.853886E-4,2.866817E-8,1.726345E-6,1.000962E-4,1.206088E-5,1.717565E-9,6.044371E-8,9.196251E-7,2.18131E-9,7.00962E-10,1.690316E-8,3.407316E-5,1.218906E-6,1.578907E-5,2.153451E-5,2.85794E-10,6.926477E-7,1.150754E-13,2.511793E-9,1.96897E-11,2.794743E-8,2.802162E-5,8.73595E-11,1.7216E-7,4.181839E-11,6.98746E-12,1.539149E-5,2.45893E-6,5.411712E-10,6.752244E-11,3.206957E-6,3.463241E-5,2.002093E-11,0.004077391,1.226418E-6,1.587761E-13,5.373711E-12,2.34635E-8,7.041708E-9,9.14505E-13,2.921387E-10,2.84498E-8,0.01100158,0.006614453,0.02667852,9.430476,1.095228E-4,534840.1,534840.1
8.66489E-5,15.69638,-6.262813E7,1049.307,1049.307,0.001719126,1.0,0.9510551,5.334109E-5,4.965015E-6,3.912198E-5,6.251161E-6,1.914985E-4,3.024373E-8,1.788957E-6,1.034129E-4,1.217007E-5,1.806476E-9,6.318408E-8,9.552907E-7,2.283462E-9,7.690171E-10,1.80527E-8,3.520757E-5,1.28037E-6,1.60899E-5,2.236887E-5,3.083131E-10,7.16601E-7,1.27561E-13,2.70359E-9,2.118941E-11,2.905128E-8,2.898437E-5,9.338005E-11,1.817912E-7,4.466645E-11,7.561274E-12,1.592352E-5,2.594939E-6,5.960888E-10,7.312345E-11,3.302497E-6,3.580968E-5,2.169925E-11,0.004077276,1.26457E-6,1.812274E-13,5.928183E-12,2.464994E-8,7.483106E-9,1.009672E-12,3.195729E-10,3.034427E-8,0.01100054,0.006613616,0.02667506,9.430349,1.095234E-4,534832.9,534832.9
8.977943E-5,15.69625,-6.280906E7,1049.278,1049.278,0.001719126,1.0,0.9510363,5.599465E-5,4.990888E-6,4.101792E-5,6.280172E-6,2.006388E-4,3.265912E-8,1.882817E-6,1.083759E-4,1.232125E-5,1.942598E-9,6.731814E-8,1.008812E-6,2.438353E-9,8.787015E-10,1.984012E-8,3.690601E-5,1.374198E-6,1.652587E-5,2.362605E-5,3.437672E-10,7.524687E-7,1.479381E-13,3.005096E-9,2.353992E-11,3.070899E-8,3.042669E-5,1.027761E-10,1.965298E-7,4.910321E-11,8.468526E-12,1.671994E-5,2.801234E-6,6.842903E-10,8.198688E-11,3.445187E-6,3.757165E-5,2.435991E-11,0.004077103,1.321209E-6,2.190866E-13,6.825828E-12,2.646957E-8,8.167467E-9,1.163791E-12,3.635299E-10,3.328384E-8,0.01099897,0.006612363,0.02666989,9.430159,1.095243E-4,534822.2,534822.2
