Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_IC3H7_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_NC4H10_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H5_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NC5H12_Soln#16 (),Mole_fraction_NC5H11_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M3_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_DIALLYL_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H15_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_NC12H26_Soln#16 (),Mole_fraction_NC16H34_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
1.187639E-6,15.72046,-5.19212E10,1532.958,1532.958,0.001031476,1.0,0.8369436,8.550368E-4,0.01393205,0.008611484,0.005519915,6.646827E-4,0.0610979,5.666202E-4,0.002665825,0.002723662,7.189455E-5,1.039372E-4,0.02603554,0.001722449,1.653657E-4,3.439608E-4,3.796835E-5,6.446903E-4,4.78247E-5,1.122716E-4,2.754807E-5,0.007023686,4.77128E-4,2.057332E-4,0.01035234,2.861001E-4,2.674642E-4,1.223776E-6,1.385113E-4,1.440262E-6,1.337997E-4,4.838629E-6,3.299041E-8,4.185577E-4,1.230077E-6,0.003243881,1.071248E-4,0.002024697,4.457783E-5,7.119286E-4,1.322045E-6,0.003070811,0.003194962,2.033558E-4,4.357943E-8,2.320993E-6,2.087691E-5,6.266872E-4,9.504652E-5,0.004283182,8.253574,6.561359E-5,468093.3,468093.3
1.238552E-6,15.72955,-4.937569E10,1532.353,1532.353,0.001031476,1.0,0.836078,8.314441E-4,0.01430175,0.008366262,0.005613262,6.410088E-4,0.06178483,5.590775E-4,0.002743353,0.002736934,6.927218E-5,9.877374E-5,0.02621503,0.001708639,1.718535E-4,3.516925E-4,3.949448E-5,6.438557E-4,4.531246E-5,1.122913E-4,2.856243E-5,0.007019878,4.821487E-4,2.006671E-4,0.01045252,2.850275E-4,2.814195E-4,1.331578E-6,1.422577E-4,1.5604E-6,1.388626E-4,5.071688E-6,3.556162E-8,4.151264E-4,1.156324E-6,0.003172731,1.074932E-4,0.002032966,4.440268E-5,7.041482E-4,1.248024E-6,0.003027514,0.003187289,2.03815E-4,4.70014E-8,2.447687E-6,2.164887E-5,5.870841E-4,8.619604E-5,0.004090162,8.245545,6.557564E-5,467637.9,467637.9
1.241814E-6,15.73012,-4.922056E10,1532.315,1532.315,0.001031476,1.0,0.8360239,8.299768E-4,0.01432501,0.008350977,0.005619037,6.39542E-4,0.06182786,5.585992E-4,0.002748261,0.002737731,6.911066E-5,9.845687E-5,0.02622611,0.001707772,1.722656E-4,3.521811E-4,3.95917E-5,6.437936E-4,4.515847E-5,1.122903E-4,2.862638E-5,0.007019532,4.824555E-4,2.003497E-4,0.01045873,2.849474E-4,2.823093E-4,1.338591E-6,1.424951E-4,1.568194E-6,1.391838E-4,5.086537E-6,3.572851E-8,4.149041E-4,1.151804E-6,0.003168211,1.075116E-4,0.002033451,4.439103E-5,7.036493E-4,1.24348E-6,0.003024744,0.00318681,2.038418E-4,4.72233E-8,2.455794E-6,2.169754E-5,5.846536E-4,8.566212E-5,0.004078201,8.245045,6.557328E-5,467609.5,467609.6
1.262866E-6,15.73374,-4.824119E10,1532.074,1532.074,0.001031476,1.0,0.835679,8.206319E-4,0.01447383,0.008253547,0.005655732,6.302153E-4,0.06210282,5.555266E-4,0.002779764,0.002742725,6.808615E-5,9.645041E-5,0.02629641,0.001702225,1.749146E-4,3.553149E-4,4.021749E-5,6.433699E-4,4.418386E-5,1.122768E-4,2.903613E-5,0.007017015,4.843933E-4,1.983214E-4,0.01049828,2.844002E-4,2.880382E-4,1.384147E-6,1.440203E-4,1.61876E-6,1.412476E-4,5.182114E-6,3.681168E-8,4.134635E-4,1.12321E-6,0.003139159,1.076161E-4,0.002036454,4.431473E-5,7.004295E-4,1.214701E-6,0.003006883,0.003183753,2.04007E-4,4.866276E-8,2.508081E-6,2.200943E-5,5.692655E-4,8.23072E-5,0.00400215,8.241855,6.555822E-5,467428.6,467428.6
1.274717E-6,15.73574,-4.770567E10,1531.94,1531.94,0.001031476,1.0,0.8354877,8.154631E-4,0.01455669,0.008199598,0.005675961,6.250679E-4,0.06225555,5.538072E-4,0.002797371,0.002745427,6.752251E-5,9.534924E-5,0.02633511,0.001699139,1.763981E-4,3.570646E-4,4.056854E-5,6.431144E-4,4.364937E-5,1.122645E-4,2.926457E-5,0.00701539,4.854532E-4,1.971946E-4,0.01052012,2.840696E-4,2.91253E-4,1.410015E-6,1.448734E-4,1.647427E-6,1.424024E-4,5.23573E-6,3.742605E-8,4.126481E-4,1.107533E-6,0.003122894,1.076643E-4,0.002038053,4.427096E-5,6.98617E-4,1.198904E-6,0.002996842,0.003182058,2.040947E-4,4.947869E-8,2.537487E-6,2.218332E-5,5.608222E-4,8.048508E-5,0.00396018,8.240088,6.554988E-5,467328.4,467328.4
1.306506E-6,15.74099,-4.632242E10,1531.589,1531.589,0.001031476,1.0,0.8349846,8.019147E-4,0.01477574,0.008058,0.005728753,6.11613E-4,0.06265815,5.49231E-4,0.002844152,0.0027523,6.605502E-5,9.249204E-5,0.02643591,0.001690981,1.803495E-4,3.617082E-4,4.150574E-5,6.423715E-4,4.226376E-5,1.122156E-4,2.986949E-5,0.007010329,4.881896E-4,1.942249E-4,0.01057726,2.831069E-4,2.998386E-4,1.480177E-6,1.471425E-4,1.725011E-6,1.454759E-4,5.378873E-6,3.909013E-8,4.104473E-4,1.066915E-6,0.003079592,1.077575E-4,0.002042027,4.415082E-5,6.937574E-4,1.157913E-6,0.002969972,0.003177601,2.043117E-4,5.168672E-8,2.616254E-6,2.264383E-5,5.389245E-4,7.582224E-5,0.003850507,8.23545,6.5528E-5,467065.4,467065.4
1.330537E-6,15.74486,-4.53251E10,1531.331,1531.331,0.001031476,1.0,0.8346137,7.91967E-4,0.01493833,0.007953879,0.005767289,6.017688E-4,0.06295585,5.45805E-4,0.002879093,0.00275715,6.498643E-5,9.042108E-5,0.0265093,0.001684926,1.833102E-4,3.651715E-4,4.220992E-5,6.41758E-4,4.126062E-5,1.121641E-4,3.031935E-5,0.007005857,4.901589E-4,1.920292E-4,0.01061909,2.823104E-4,3.062914E-4,1.533943E-6,1.488398E-4,1.784305E-6,1.477759E-4,5.486426E-6,4.036342E-8,4.08772E-4,1.037532E-6,0.003047181,1.077945E-4,0.00204474,4.405756E-5,6.900875E-4,1.1282E-6,0.002949728,0.003174315,2.044592E-4,5.337418E-8,2.675681E-6,2.298634E-5,5.230653E-4,7.250266E-5,0.003770306,8.232037,6.551191E-5,466871.8,466871.8
1.394428E-6,15.75471,-4.285479E10,1530.668,1530.668,0.001031476,1.0,0.8336644,7.666665E-4,0.01535864,0.00768857,0.005864388,5.768629E-4,0.06372114,5.368291E-4,0.002970279,0.002768715,6.23006E-5,8.525566E-5,0.02669347,0.001669254,1.910735E-4,3.74193E-4,4.406418E-5,6.399332E-4,3.876316E-5,1.119725E-4,3.148538E-5,0.006991516,4.950071E-4,1.863877E-4,0.01072498,2.799369E-4,3.232841E-4,1.679752E-6,1.532794E-4,1.944445E-6,1.537957E-4,5.769617E-6,4.381007E-8,4.042818E-4,9.644886E-7,0.00296239,1.077648E-4,0.002050842,4.38007E-5,6.803573E-4,1.054103E-6,0.002896258,0.003165906,2.047891E-4,5.793293E-8,2.833108E-6,2.387425E-5,4.83578E-4,6.445087E-5,0.003567637,8.223331,6.547095E-5,466378.1,466378.1
1.430772E-6,15.76005,-4.15562E10,1530.307,1530.307,0.001031476,1.0,0.8331471,7.529772E-4,0.01559028,0.00754478,0.005916339,5.634662E-4,0.06414025,5.318065E-4,0.003021066,0.002774493,6.086579E-5,8.252208E-5,0.02679155,0.001660595,1.954203E-4,3.792083E-4,4.510723E-5,6.387824E-4,3.744423E-5,1.118313E-4,3.212968E-5,0.006981899,4.97528E-4,1.833007E-4,0.01078192,2.784385E-4,3.328397E-4,1.764467E-6,1.557589E-4,2.037062E-6,1.571589E-4,5.9289E-6,4.580955E-8,4.017107E-4,9.259893E-7,0.002915079,1.076708E-4,0.002053642,4.364945E-5,6.748462E-4,1.014905E-6,0.002866107,0.003161323,2.0494E-4,6.057117E-8,2.922245E-6,2.436495E-5,4.627366E-4,6.032841E-5,0.003458824,8.218604,6.544875E-5,466110.0,466110.0
1.48224E-6,15.76732,-3.983379E10,1529.814,1529.814,0.001031476,1.0,0.8324405,7.343944E-4,0.01590961,0.007349394,0.005986156,5.453698E-4,0.064715,5.247927E-4,0.0030917,0.002781774,5.893768E-5,7.887986E-5,0.02692279,0.001648619,2.014924E-4,3.861747E-4,4.656983E-5,6.370319E-4,3.569002E-5,1.115963E-4,3.301953E-5,0.006966671,5.008278E-4,1.790716E-4,0.01085879,2.761591E-4,3.462297E-4,1.886482E-6,1.592158E-4,2.169942E-6,1.618481E-4,6.152227E-6,4.868718E-8,3.980579E-4,8.748871E-7,0.002849239,1.074518E-4,0.002056858,4.342979E-5,6.670798E-4,9.627102E-7,0.002823784,0.003155064,2.051136E-4,6.435962E-8,3.047903E-6,2.504276E-5,4.350474E-4,5.499141E-5,0.003312132,8.212168,6.541858E-5,465745.0,465745.0
1.487783E-6,15.76808,-3.96558E10,1529.762,1529.762,0.001031476,1.0,0.8323662,7.324467E-4,0.01594342,0.007328905,0.005993425,5.434791E-4,0.06477564,5.240441E-4,0.003099219,0.002782499,5.873686E-5,7.85027E-5,0.02693642,0.001647348,2.021407E-4,3.869157E-4,4.672635E-5,6.368355E-4,3.550858E-5,1.115687E-4,3.311383E-5,0.006964926,5.011651E-4,1.786258E-4,0.01086681,2.759036E-4,3.476618E-4,1.899762E-6,1.595844E-4,2.184368E-6,1.62348E-4,6.176124E-6,4.900029E-8,3.97664E-4,8.696088E-7,0.00284223,1.074225E-4,0.002057155,4.340578E-5,6.662463E-4,9.573079E-7,0.002819254,0.003154405,2.051297E-4,6.477121E-8,3.061395E-6,2.511459E-5,4.321862E-4,5.444927E-5,0.003296828,8.211493,6.541542E-5,465706.7,465706.7
1.494618E-6,15.76902,-3.943834E10,1529.698,1529.698,0.001031476,1.0,0.8322749,7.300589E-4,0.01598495,0.007303784,0.006002323,5.411627E-4,0.06485008,5.231228E-4,0.003108468,0.002783378,5.8491E-5,7.804149E-5,0.02695309,0.001645786,2.029385E-4,3.878271E-4,4.691907E-5,6.365915E-4,3.528676E-5,1.115341E-4,3.32297E-5,0.006962747,5.015764E-4,1.780786E-4,0.01087664,2.75586E-4,3.494249E-4,1.916172E-6,1.60038E-4,2.202186E-6,1.629632E-4,6.205549E-6,4.93872E-8,3.971781E-4,8.63158E-7,0.002833609,1.07385E-4,0.002057508,4.337609E-5,6.652194E-4,9.507025E-7,0.002813675,0.003153597,2.051489E-4,6.527964E-8,3.07802E-6,2.520287E-5,4.286892E-4,5.378901E-5,0.003278085,8.210664,6.541154E-5,465659.7,465659.7
1.510598E-6,15.77118,-3.893825E10,1529.551,1529.551,0.001031476,1.0,0.8320636,7.24537E-4,0.01608137,0.007245684,0.006022842,5.358126E-4,0.06502268,5.209768E-4,0.003129988,0.002785365,5.792381E-5,7.698003E-5,0.02699148,0.001642155,2.047969E-4,3.899473E-4,4.736844E-5,6.360126E-4,3.477648E-5,1.114508E-4,3.349881E-5,0.006957539,5.025177E-4,1.768102E-4,0.01089933,2.748329E-4,3.535347E-4,1.954692E-6,1.61094E-4,2.243969E-6,1.643954E-4,6.274155E-6,5.029535E-8,3.960422E-4,8.483266E-7,0.002813551,1.072911E-4,0.002058279,4.330629E-5,6.628224E-4,9.355032E-7,0.002800667,0.003151725,2.051909E-4,6.647227E-8,3.116833E-6,2.540788E-5,4.206484E-4,5.228118E-5,0.003234824,8.208746,6.540257E-5,465550.9,465550.9
1.544209E-6,15.77563,-3.792186E10,1529.246,1529.246,0.001031476,1.0,0.8316278,7.131842E-4,0.01628124,0.007126201,0.006064784,5.248414E-4,0.06537948,5.164978E-4,0.003174805,0.002789263,5.676348E-5,7.48194E-5,0.02706976,0.001634608,2.086762E-4,3.943608E-4,4.83083E-5,6.347599E-4,3.373881E-5,1.112649E-4,3.405707E-5,0.006946092,5.044103E-4,1.741902E-4,0.01094582,2.732043E-4,3.621245E-4,2.03638E-6,1.632965E-4,2.332393E-6,1.673818E-4,6.417636E-6,5.222134E-8,3.936528E-4,8.182083E-7,0.002771794,1.070669E-4,0.002059667,4.315789E-5,6.577989E-4,9.045822E-7,0.002773466,0.003147863,2.052671E-4,6.899812E-8,3.198232E-6,2.583321E-5,4.043156E-4,4.926175E-5,0.003146238,8.204796,6.538411E-5,465326.9,465326.9
1.560005E-6,15.77768,-3.746023E10,1529.106,1529.106,0.001031476,1.0,0.8314269,7.079688E-4,0.01637382,0.007071302,0.006083935,5.198145E-4,0.06554429,5.144092E-4,0.003195659,0.002790965,5.623306E-5,7.383675E-5,0.02710541,0.001631103,2.104856E-4,3.964137E-4,4.874751E-5,6.341554E-4,3.326733E-5,1.111729E-4,3.431581E-5,0.006940491,5.052596E-4,1.729811E-4,0.0109671,2.724192E-4,3.661356E-4,2.07508E-6,1.643229E-4,2.374198E-6,1.687731E-4,6.484682E-6,5.313392E-8,3.925302E-4,8.045427E-7,0.002752375,1.069494E-4,0.002060212,4.308743E-5,6.554469E-4,8.905272E-7,0.00276076,0.003146083,2.052975E-4,7.019323E-8,3.236371E-6,2.603036E-5,3.969041E-4,4.791129E-5,0.003105711,8.202979,6.537563E-5,465223.8,465223.8
1.610714E-6,15.78406,-3.604248E10,1528.666,1528.666,0.001031476,1.0,0.8307982,6.917189E-4,0.01666542,0.006900235,0.006143125,5.042048E-4,0.06606148,5.077733E-4,0.003261732,0.002795907,5.459067E-5,7.081495E-5,0.0272152,0.00162002,2.162358E-4,4.029155E-4,5.014674E-5,6.321535E-4,3.181933E-5,1.108585E-4,3.513126E-5,0.006921624,5.078224E-4,1.691914E-4,0.01103304,2.698234E-4,3.788997E-4,2.200584E-6,1.675812E-4,2.509405E-6,1.731882E-4,6.698261E-6,5.60947E-8,3.88931E-4,7.626549E-7,0.002690914,1.065237E-4,0.00206153,4.285837E-5,6.479371E-4,8.473434E-7,0.00272031,0.003140511,2.053734E-4,7.406311E-8,3.358289E-6,2.665175E-5,3.74186E-4,4.384962E-5,0.002980143,8.197305,6.53492E-5,464902.0,464902.0
1.636593E-6,15.78721,-3.535437E10,1528.448,1528.448,0.001031476,1.0,0.8304866,6.837036E-4,0.01681103,0.006815857,0.006172042,4.965351E-4,0.06631867,5.044271E-4,0.003294947,0.002798139,5.378621E-5,6.93467E-5,0.0272686,0.001614459,2.191366E-4,4.06183E-4,5.085453E-5,6.310988E-4,3.111681E-5,1.106879E-4,3.55387E-5,0.006911509,5.090383E-4,1.673096E-4,0.01106536,2.684589E-4,3.85347E-4,2.265345E-6,1.69223E-4,2.578961E-6,1.754116E-4,6.806289E-6,5.762359E-8,3.870981E-4,7.423807E-7,0.002660065,1.062796E-4,0.002061963,4.273994E-5,6.441297E-4,8.263839E-7,0.002699874,0.003137747,2.054003E-4,7.605685E-8,3.420194E-6,2.696227E-5,3.631915E-4,4.192692E-5,0.002918613,8.1945,6.533615E-5,464742.9,464742.9
1.67766E-6,15.79207,-3.4308E10,1528.111,1528.111,0.001031476,1.0,0.8300043,6.713508E-4,0.01703783,0.006685839,0.006216232,4.847541E-4,0.06671782,4.991727E-4,0.003346973,0.002801302,5.25536E-5,6.711283E-5,0.0273499,0.00160576,2.236937E-4,4.113004E-4,5.196902E-5,6.293842E-4,3.004929E-5,1.104043E-4,3.617349E-5,0.006894839,5.10847E-4,1.643935E-4,0.01111489,2.662458E-4,3.954848E-4,2.369054E-6,1.718E-4,2.690054E-6,1.788992E-4,6.976383E-6,6.007409E-8,3.84197E-4,7.116397E-7,0.002611829,1.058578E-4,0.002062341,4.255002E-5,6.381247E-4,7.945279E-7,0.002667741,0.00313347,2.054278E-4,7.924575E-8,3.517981E-6,2.744612E-5,3.465263E-4,3.90675E-5,0.002824338,8.190168,6.531604E-5,464497.3,464497.3
1.685399E-6,15.79297,-3.411672E10,1528.048,1528.048,0.001031476,1.0,0.829915,6.690713E-4,0.01708,0.00666185,0.006224336,4.825853E-4,0.06679185,4.9819E-4,0.003356686,0.002801849,5.232707E-5,6.670441E-5,0.02736477,0.001604137,2.245463E-4,4.122557E-4,5.217786E-5,6.290559E-4,2.98543E-5,1.103492E-4,3.629154E-5,0.006891618,5.111719E-4,1.638533E-4,0.01112399,2.658228E-4,3.973825E-4,2.388721E-6,1.722818E-4,2.711082E-6,1.79551E-4,7.008255E-6,6.053913E-8,3.836515E-4,7.060338E-7,0.002602836,1.057738E-4,0.002062372,4.251398E-5,6.369983E-4,7.887085E-7,0.002661727,0.003132678,2.054311E-4,7.985E-8,3.536346E-6,2.753611E-5,3.43488E-4,3.855339E-5,0.002807016,8.189367,6.531233E-5,464451.9,464451.9
1.697785E-6,15.79439,-3.381447E10,1527.949,1527.949,0.001031476,1.0,0.8297731,6.65455E-4,0.01714711,0.006623796,0.006237158,4.79148E-4,0.06690954,4.966225E-4,0.003372169,0.002802691,5.196832E-5,6.6059E-5,0.02738826,0.00160155,2.259066E-4,4.137787E-4,5.25113E-5,6.285272E-4,2.954627E-5,1.102599E-4,3.647942E-5,0.006886411,5.116816E-4,1.629949E-4,0.0111384,2.651422E-4,4.004109E-4,2.420278E-6,1.730503E-4,2.744796E-6,1.805904E-4,7.059142E-6,6.128558E-8,3.827794E-4,6.971841E-7,0.00258851,1.056366E-4,0.002062395,4.245614E-5,6.351991E-4,7.79515E-7,0.00265213,0.003131419,2.05435E-4,8.081925E-8,3.565694E-6,2.767933E-5,3.386925E-4,3.774663E-5,0.002779585,8.188097,6.530644E-5,464379.8,464379.8
1.788026E-6,15.80434,-3.174253E10,1527.25,1527.25,0.001031476,1.0,0.8287767,6.402091E-4,0.01762286,0.006358287,0.006325509,4.552674E-4,0.06773952,4.853844E-4,0.003482802,0.002807737,4.948384E-5,6.163652E-5,0.0275491,0.001583082,2.356695E-4,4.246631E-4,5.491178E-5,6.245683E-4,2.743945E-5,1.095744E-4,3.781123E-5,0.006846753,5.150362E-4,1.569563E-4,0.01123805,2.600696E-4,4.22159E-4,2.652961E-6,1.785599E-4,2.992432E-6,1.880324E-4,7.425481E-6,6.680055E-8,3.764628E-4,6.368751E-7,0.002486505,1.045397E-4,0.002061673,4.202933E-5,6.222248E-4,7.166389E-7,0.002583241,0.003122575,2.054221E-4,8.795624E-8,3.777918E-6,2.869475E-5,3.060409E-4,3.240549E-5,0.002589807,8.1792,6.526532E-5,463875.2,463875.2
1.798114E-6,15.80541,-3.152425E10,1527.175,1527.175,0.001031476,1.0,0.8286692,6.375021E-4,0.01767465,0.006329838,0.006334856,4.52719E-4,0.0678294,4.841481E-4,0.003494937,0.002808188,4.921951E-5,6.117103E-5,0.027566,0.001581057,2.36745E-4,4.258574E-4,5.517698E-5,6.241154E-4,2.72181E-5,1.094942E-4,3.795616E-5,0.006842147,5.153739E-4,1.563041E-4,0.01124863,2.59492E-4,4.245555E-4,2.67926E-6,1.791662E-4,3.020318E-6,1.888502E-4,7.465955E-6,6.742526E-8,3.757612E-4,6.305626E-7,0.00247536,1.044072E-4,0.002061501,4.198107E-5,6.207896E-4,7.100339E-7,0.002575655,0.003121621,2.054165E-4,8.876198E-8,3.801463E-6,2.880527E-5,3.026272E-4,3.18628E-5,0.002569644,8.178243,6.526091E-5,463820.9,463821.0
1.825248E-6,15.80824,-3.09496E10,1526.974,1526.974,0.001031476,1.0,0.8283838,6.30331E-4,0.01781259,0.006254494,0.006359496,4.459797E-4,0.06806839,4.808424E-4,0.00352735,0.002809297,4.85212E-5,5.99461E-5,0.02761044,0.001575647,2.39622E-4,4.290482E-4,5.588718E-5,6.228879E-4,2.6636E-5,1.092755E-4,3.834214E-5,0.006829598,5.162471E-4,1.545718E-4,0.01127655,2.5793E-4,4.309667E-4,2.750268E-6,1.807875E-4,3.095512E-6,1.910361E-4,7.574344E-6,6.911366E-8,3.738794E-4,6.139856E-7,0.00244564,1.04042E-4,0.002060954,4.185078E-5,6.169448E-4,6.926664E-7,0.002555368,0.003119085,2.053974E-4,9.09368E-8,3.86461E-6,2.909963E-5,2.936677E-4,3.045314E-5,0.002516414,8.175706,6.524923E-5,463677.1,463677.1
1.853472E-6,15.81112,-3.03701E10,1526.77,1526.77,0.001031476,1.0,0.8280924,6.230347E-4,0.01795406,0.006177872,0.006384382,4.391401E-4,0.06831283,4.774342E-4,0.003560723,0.002810295,4.781353E-5,5.871187E-5,0.02765515,0.001570077,2.425911E-4,4.323346E-4,5.662115E-5,6.215981E-4,2.605004E-5,1.090434E-4,3.873785E-5,0.006816316,5.171032E-4,1.528027E-4,0.0113048,2.56294E-4,4.375824E-4,2.824527E-6,1.824599E-4,3.173995E-6,1.93289E-4,7.686366E-6,7.088195E-8,3.719301E-4,5.973354E-7,0.002415114,1.036489E-4,0.00206026,4.171455E-5,6.129696E-4,6.751883E-7,0.002534445,0.003116496,2.05372E-4,9.321018E-8,3.930012E-6,2.940145E-5,2.846754E-4,2.905958E-5,0.002462529,8.173121,6.523734E-5,463530.4,463530.5
1.909075E-6,15.81662,-2.928007E10,1526.377,1526.377,0.001031476,1.0,0.8275342,6.0913E-4,0.0182269,0.006031965,0.006431277,4.261548E-4,0.06878235,4.708103E-4,0.003625461,0.002811824,4.647277E-5,5.639377E-5,0.02773889,0.001559265,2.483704E-4,4.38714E-4,5.805287E-5,6.190232E-4,2.495109E-5,1.085737E-4,3.950052E-5,0.006789518,5.186411E-4,1.494129E-4,0.01135816,2.530439E-4,4.504563E-4,2.971946E-6,1.857128E-4,3.329348E-6,1.976654E-4,7.904903E-6,7.440096E-8,3.68116E-4,5.662122E-7,0.002356136,1.028383E-4,0.002058544,4.14442E-5,6.052122E-4,6.424228E-7,0.002493767,0.003111534,2.053066E-4,9.772086E-8,4.057993E-6,2.998325E-5,2.678904E-4,2.651711E-5,0.002360632,8.168183,6.521469E-5,463250.4,463250.4
1.920745E-6,15.81774,-2.905949E10,1526.297,1526.297,0.001031476,1.0,0.8274197,6.062874E-4,0.01828321,0.006002157,0.006440775,4.235083E-4,0.06887894,4.694352E-4,0.003638883,0.002812075,4.619995E-5,5.592537E-5,0.02775576,0.001557022,2.495718E-4,4.400373E-4,5.835098E-5,6.184777E-4,2.472929E-5,1.084732E-4,3.965782E-5,0.006783796,5.189399E-4,1.48717E-4,0.01136898,2.523582E-4,4.531316E-4,3.003066E-6,1.863887E-4,3.362067E-6,1.985737E-4,7.950412E-6,7.514535E-8,3.6732E-4,5.599482E-7,0.00234395,1.026624E-4,0.002058129,4.138716E-5,6.035966E-4,6.358127E-7,0.002485321,0.003110515,2.052904E-4,9.867272E-8,4.084707E-6,3.010326E-5,2.645163E-4,2.601539E-5,0.002339933,8.167172,6.521005E-5,463193.0,463193.1
1.97634E-6,15.82296,-2.804539E10,1525.921,1525.921,0.001031476,1.0,0.8268857,5.930904E-4,0.01854707,0.00586387,0.006484471,4.112576E-4,0.06933013,4.629555E-4,0.00370205,0.002812961,4.493891E-5,5.377521E-5,0.02783297,0.00154646,2.552416E-4,4.4627E-4,5.975995E-5,6.158579E-4,2.371224E-5,1.079861E-4,4.039435E-5,0.006756108,5.202561E-4,1.454733E-4,0.01141887,2.490797E-4,4.657503E-4,3.152121E-6,1.895768E-4,3.518434E-6,2.028532E-4,8.165532E-6,7.871884E-8,3.635511E-4,5.31306E-7,0.002286802,1.018001E-4,0.002055904,4.11141E-5,5.959604E-4,6.055188E-7,0.002445517,0.003105764,2.05203E-4,1.032309E-7,4.211272E-6,3.066527E-5,2.491092E-4,2.376536E-5,0.002244439,8.162468,6.518855E-5,462926.3,462926.3
1.990181E-6,15.82422,-2.780196E10,1525.83,1525.83,0.001031476,1.0,0.8267558,5.898908E-4,0.01861165,0.005830369,0.006494962,4.082966E-4,0.06944021,4.613606E-4,0.003717581,0.002813105,4.463456E-5,5.325999E-5,0.0278514,0.001543861,2.566396E-4,4.478036E-4,6.010787E-5,6.152008E-4,2.346881E-5,1.078629E-4,4.057448E-5,0.006749112,5.20557E-4,1.446836E-4,0.01143087,2.482613E-4,4.688595E-4,3.189428E-6,1.903625E-4,3.557482E-6,2.039065E-4,8.21866E-6,7.961541E-8,3.626188E-4,5.244712E-7,0.002272806,1.015794E-4,0.00205529,4.104581E-5,5.940749E-4,5.982725E-7,0.00243572,0.003104607,2.051787E-4,1.043715E-7,4.2426E-6,3.080274E-5,2.454383E-4,2.323934E-5,0.002221441,8.161326,6.518334E-5,462861.5,462861.5
2.066806E-6,15.831,-2.651451E10,1525.337,1525.337,0.001031476,1.0,0.8260564,5.727616E-4,0.01896161,0.005651208,0.006550431,3.925063E-4,0.07003424,4.526614E-4,0.003802197,0.002813394,4.301435E-5,5.054193E-5,0.02794811,0.001529682,2.642827E-4,4.561685E-4,6.201348E-5,6.115349E-4,2.218647E-5,1.071684E-4,4.154922E-5,0.006709733,5.22044E-4,1.404353E-4,0.01149441,2.437249E-4,4.858411E-4,3.397249E-6,1.946558E-4,3.774376E-6,2.096528E-4,8.509733E-6,8.462657E-8,3.575029E-4,4.886085E-7,0.002196948,1.003196E-4,0.002051495,4.066579E-5,5.837504E-4,5.601352E-7,0.002382281,0.003098376,2.050277E-4,1.107252E-7,4.41471E-6,3.154676E-5,2.262169E-4,2.054967E-5,0.002099369,8.155196,6.515543E-5,462513.9,462513.9
