Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_IC3H7_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_NC4H10_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H5_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NC5H12_Soln#16 (),Mole_fraction_NC5H11_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M3_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_DIALLYL_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H15_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_NC12H26_Soln#16 (),Mole_fraction_NC16H34_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
0.0,15.7,-1.82679E13,1750.0,1750.0,0.001031476,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.569909E-5,535064.1,535064.1
2.42097E-12,15.69994,-1.838182E13,1749.99,1749.99,0.001031476,1.0,0.951458,2.072826E-9,2.976108E-15,1.94221E-9,4.518798E-13,2.879204E-7,5.268531E-9,3.429098E-12,2.092678E-15,2.353206E-13,4.46578E-12,2.875031E-7,7.270482E-9,3.305964E-7,6.040871E-15,1.417908E-13,8.191659E-18,1.422809E-13,2.883815E-7,1.221263E-25,3.522848E-25,3.333544E-9,6.315134E-14,3.304947E-7,8.442203E-11,1.946266E-20,9.812253E-19,4.224788E-19,1.900229E-16,3.383598E-26,6.57653E-23,1.31305E-29,2.858207E-28,1.143519E-17,5.010754E-7,3.001389E-9,1.554353E-20,7.90701E-17,1.624373E-18,6.567329E-10,1.207737E-6,2.207005E-9,0.004081,1.615638E-10,4.056046E-32,5.166792E-23,1.313471E-16,0.01103261,0.006639272,0.02678506,9.434406,6.569932E-5,535063.0,535063.0
7.98677E-11,15.69822,-2.136746E13,1749.646,1749.646,0.001031476,1.0,0.9513752,1.866419E-6,9.148012E-11,1.875519E-6,6.215255E-10,1.315991E-5,5.024481E-6,3.931622E-9,2.873891E-12,3.157639E-10,5.977525E-9,1.267846E-5,7.002292E-6,1.088055E-5,7.159046E-12,1.544577E-10,2.311708E-13,1.991938E-10,1.343684E-5,4.201855E-18,9.147622E-18,3.186373E-6,7.409234E-11,1.077089E-5,9.111065E-8,1.002392E-15,9.798251E-15,4.577093E-16,4.076429E-12,2.731011E-20,6.126457E-17,3.245427E-22,2.249144E-22,6.889241E-13,1.475809E-5,2.868816E-6,1.44711E-14,2.246789E-11,5.457955E-14,6.151133E-7,3.187205E-5,2.090503E-6,0.00408064,5.341365E-9,5.06759E-26,2.082445E-18,1.806674E-13,0.01100904,0.006617616,0.02676302,9.433585,6.570653E-5,535016.4,535016.4
5.311591E-10,15.68957,-2.630595E13,1747.147,1747.147,0.001031476,1.0,0.95054,4.775447E-5,1.717283E-8,4.646248E-5,4.732432E-8,1.585157E-4,1.196931E-4,2.084232E-7,2.832253E-10,2.301911E-8,4.193658E-7,1.403511E-4,1.701023E-4,7.134697E-5,3.9743E-10,6.807355E-9,5.548371E-11,1.484815E-8,1.524755E-4,5.210556E-14,4.376308E-14,7.578806E-5,4.069998E-9,6.680127E-5,3.832719E-6,2.770501E-12,2.5218E-12,1.965296E-14,7.773807E-10,3.561112E-17,7.906857E-14,2.812855E-18,3.878868E-19,6.617998E-10,4.762946E-5,6.795636E-5,1.672457E-11,1.760015E-8,1.580795E-11,1.377194E-5,7.967036E-5,4.812365E-5,0.00407702,3.883355E-8,1.989884E-22,9.64507E-16,1.375646E-11,0.010871,0.006492584,0.02664965,9.425303,6.574275E-5,534546.7,534546.7
1.475863E-9,15.67317,-2.508199E13,1741.711,1741.711,0.001031476,1.0,0.9485761,1.83461E-4,1.950237E-7,1.683037E-4,4.569108E-7,5.164019E-4,4.31637E-4,1.771457E-6,4.790346E-9,2.303826E-7,3.763399E-6,4.323637E-4,5.973059E-4,1.925896E-4,3.320734E-9,5.124282E-8,9.05986E-10,1.405848E-7,4.628911E-4,5.329913E-12,1.821167E-12,2.638554E-4,3.607246E-8,1.619798E-4,2.648614E-5,2.009982E-10,4.649477E-11,1.432191E-13,9.247627E-9,1.312031E-15,3.621185E-12,3.030884E-16,2.026135E-17,2.110892E-8,4.898498E-5,2.342455E-4,4.635301E-10,3.08357E-7,3.288222E-10,4.666578E-5,7.843498E-5,1.641539E-4,0.004068461,1.40339E-7,2.488077E-20,2.543946E-14,1.327433E-10,0.01059843,0.006249169,0.0264319,9.405815,6.581155E-5,533441.5,533441.5
4.737983E-9,15.62362,-2.027285E13,1725.367,1725.367,0.001031476,1.0,0.9426745,6.896994E-4,2.274441E-6,5.70477E-4,4.830034E-6,0.001598308,0.001517239,1.533306E-5,1.275077E-7,2.9937E-6,3.426814E-5,0.00120041,0.00183496,5.638718E-4,3.124604E-8,4.799545E-7,1.718498E-8,1.554125E-6,0.001248025,6.246381E-10,6.782749E-11,8.066219E-4,4.305561E-7,3.498878E-4,1.920352E-4,1.78178E-8,9.903909E-10,1.382772E-12,1.194807E-7,8.556021E-14,3.404947E-10,7.654917E-14,1.550557E-15,6.752033E-7,4.06535E-5,6.970882E-4,1.267451E-8,4.578E-6,9.836638E-9,1.406041E-4,6.449386E-5,4.934946E-4,0.004042009,8.618993E-7,7.31145E-18,9.017215E-13,1.399655E-9,0.009821883,0.005573742,0.02575867,9.347102,6.602027E-5,530111.6,530111.6
1.41079E-8,15.52388,-1.286814E13,1691.913,1691.913,0.001031476,1.0,0.9305094,0.001937838,1.965278E-5,0.001698597,3.547883E-5,0.003762954,0.004633784,7.580048E-5,2.208332E-6,3.253325E-5,1.810534E-4,0.002226744,0.004188929,0.001343745,2.145553E-7,3.444156E-6,1.679977E-7,1.333406E-5,0.002132096,3.672547E-8,1.468251E-9,0.001813073,4.27203E-6,4.808112E-4,8.208864E-4,6.90491E-7,1.286054E-8,1.84679E-11,1.080292E-6,4.826452E-12,2.02689E-8,1.833769E-11,6.701896E-14,1.085435E-5,2.883962E-5,0.001494589,1.80326E-7,4.155326E-5,2.000882E-7,3.104845E-4,4.335359E-5,0.001097124,0.003981496,5.79386E-6,1.748428E-15,2.986935E-11,1.026021E-8,0.008383198,0.004396594,0.02423875,9.224754,6.644443E-5,523172.8,523172.8
2.872498E-8,15.43751,-7.888738E12,1659.273,1659.273,0.001031476,1.0,0.9181379,0.003011536,8.048027E-5,0.003648531,1.135433E-4,0.005478849,0.009243958,1.880119E-4,1.262115E-5,1.343424E-4,3.89202E-4,0.002507891,0.006454139,0.002053784,7.511187E-7,1.115936E-5,5.366157E-7,4.925931E-5,0.002110614,4.267963E-7,1.086703E-8,0.002691987,1.669194E-5,4.897493E-4,0.001655216,4.864779E-6,8.57549E-8,1.366749E-10,3.826851E-6,5.678383E-11,2.162259E-7,5.501899E-10,7.588991E-13,4.768564E-5,2.172269E-5,0.002160979,8.536728E-7,1.418314E-4,1.17584E-6,4.520098E-4,2.941591E-5,0.001646065,0.003906882,1.848777E-5,8.697636E-14,3.842296E-10,3.411949E-8,0.007108903,0.003441016,0.02247538,9.097409,6.681619E-5,515950.6,515950.6
5.636903E-8,15.37048,-4.108097E12,1624.247,1624.247,0.001031476,1.0,0.9036838,0.00344433,3.081699E-4,0.007425238,2.987871E-4,0.006038519,0.01639053,4.125677E-4,5.990982E-5,4.038861E-4,5.818444E-4,0.002086535,0.009218532,0.002582425,2.574082E-6,2.951695E-5,1.344178E-6,1.404255E-4,0.001416788,3.42724E-6,7.682084E-8,0.003570639,4.905752E-5,4.761479E-4,0.002778865,2.099889E-5,6.321037E-7,8.138326E-10,1.040155E-5,4.748355E-10,1.423755E-6,8.644984E-9,8.649232E-12,1.376667E-4,1.614643E-5,0.002875657,3.489526E-6,3.613222E-4,4.85035E-6,5.836596E-4,1.895417E-5,0.002248942,0.003799373,4.559261E-5,3.456031E-12,4.22651E-9,1.129722E-7,0.005778705,0.00253648,0.02007106,8.944208,6.710759E-5,507261.9,507261.9
6.604622E-8,15.36061,-3.418983E12,1616.142,1616.142,0.001031476,1.0,0.9000716,0.003395193,4.179474E-4,0.008582631,3.676656E-4,0.005872628,0.01841924,4.823922E-4,8.400509E-5,5.012731E-4,6.061204E-4,0.001904438,0.009963375,0.002646113,3.425379E-6,3.609899E-5,1.640977E-6,1.722985E-4,0.001214887,5.289575E-6,1.212116E-7,0.003774227,6.081262E-5,4.713716E-4,0.003086153,2.794507E-5,9.922041E-7,1.200052E-9,1.273125E-5,7.61325E-10,2.085984E-6,1.508342E-8,1.557351E-11,1.666852E-4,1.491545E-5,0.003053125,4.791159E-6,4.335174E-4,6.437683E-6,6.118457E-4,1.696956E-5,0.002394712,0.003769363,5.431186E-5,7.687644E-12,7.097989E-9,1.548831E-7,0.005461679,0.002335221,0.01940418,8.905288,6.71507E-5,505054.6,505054.6
6.898443E-8,15.3584,-3.244252E12,1613.953,1613.953,0.001031476,1.0,0.8990737,0.003372155,4.537939E-4,0.008910197,3.887792E-4,0.005805994,0.01899361,5.021385E-4,9.193485E-5,5.303714E-4,6.106225E-4,0.00185127,0.01017414,0.002658685,3.701741E-6,3.807575E-5,1.732052E-6,1.816776E-4,0.001160466,5.931576E-6,1.372343E-7,0.003829912,6.433701E-5,4.698717E-4,0.003173187,3.011297E-5,1.120053E-6,1.332901E-9,1.342869E-5,8.656707E-10,2.307155E-6,1.746382E-8,1.829907E-11,1.74973E-4,1.45808E-5,0.003102074,5.219176E-6,4.546128E-4,6.932809E-6,6.193333E-4,1.645535E-5,0.002434549,0.003760887,5.683851E-5,9.515181E-12,8.149344E-9,1.693758E-7,0.005374751,0.002281008,0.01921498,8.894504,6.716034E-5,504443.0,504443.0
7.155536E-8,15.35673,-3.102232E12,1612.127,1612.127,0.001031476,1.0,0.8982337,0.003349875,4.860357E-4,0.00918747,4.07319E-4,0.00574328,0.0194814,5.188321E-4,9.908289E-5,5.555976E-4,6.136368E-4,0.001805814,0.0103533,0.00266761,3.949842E-6,3.97945E-5,1.812066E-6,1.897503E-4,0.001115376,6.520505E-6,1.522597E-7,0.00387666,6.739777E-5,4.685373E-4,0.003247195,3.202513E-5,1.239003E-6,1.455187E-9,1.403442E-5,9.640436E-10,2.507691E-6,1.971153E-8,2.095011E-11,1.82015E-4,1.43008E-5,0.003143215,5.605211E-6,4.727452E-4,7.369205E-6,6.255375E-4,1.603325E-5,0.002467917,0.003753694,5.900231E-5,1.135815E-11,9.138958E-9,1.827627E-7,0.005301766,0.002235815,0.01905402,8.885417,6.716768E-5,503927.6,503927.6
7.596268E-8,15.35434,-2.879771E12,1609.178,1609.178,0.001031476,1.0,0.8968604,0.003308136,5.430928E-4,0.009642469,4.392329E-4,0.005628234,0.02028705,5.461631E-4,1.11757E-4,5.982759E-4,6.170053E-4,0.001730408,0.01064979,0.002678986,4.388078E-6,4.27146E-5,1.94988E-6,2.032793E-4,0.001043341,7.585809E-6,1.802363E-7,0.00395293,7.258876E-5,4.662016E-4,0.00336971,3.532776E-5,1.45824E-6,1.678107E-9,1.50623E-5,1.148668E-9,2.865795E-6,2.392326E-8,2.611106E-11,1.936279E-4,1.384624E-5,0.003210303,6.290536E-6,5.031186E-4,8.121922E-6,6.354893E-4,1.536351E-5,0.002522126,0.003741826,6.260987E-5,1.509901E-11,1.09872E-8,2.072779E-7,0.005182765,0.002162765,0.01878749,8.870543,6.717813E-5,503084.1,503084.1
7.899271E-8,15.35301,-2.740553E12,1607.272,1607.272,0.001031476,1.0,0.8959614,0.003277491,5.835448E-4,0.009940484,4.612639E-4,0.005544904,0.02081963,5.640062E-4,1.20754E-4,6.271688E-4,6.181431E-4,0.00168051,0.01084633,0.002684311,4.698323E-6,4.470136E-5,2.045063E-6,2.123431E-4,9.974799E-4,8.3565E-6,2.011174E-7,0.0040028,7.611321E-5,4.645614E-4,0.00345095,3.761088E-5,1.620129E-6,1.841243E-9,1.576093E-5,1.28778E-9,3.12186E-6,2.708095E-8,3.013788E-11,2.012763E-4,1.355089E-5,0.003254059,6.777892E-6,5.234817E-4,8.641317E-6,6.418755E-4,1.493836E-5,0.002557361,0.003733988,6.501626E-5,1.813457E-11,1.236896E-8,2.252999E-7,0.005105065,0.002115496,0.01861074,8.860798,6.718392E-5,502531.4,502531.4
8.667491E-8,15.35065,-2.430027E12,1602.829,1602.829,0.001031476,1.0,0.8938297,0.003195491,6.90139E-4,0.01064321,5.174255E-4,0.005324005,0.02209787,6.058173E-4,1.444701E-4,6.986504E-4,6.174104E-4,0.001561348,0.01132035,0.002690455,5.514982E-6,4.965662E-5,2.287793E-6,2.344225E-4,8.934419E-4,1.043577E-5,2.601567E-7,0.004121126,8.48745E-5,4.602902E-4,0.003647003,4.341967E-5,2.070848E-6,2.291844E-9,1.750166E-5,1.687627E-9,3.803848E-6,3.603461E-8,4.223823E-11,2.19469E-4,1.285779E-5,0.0033571,8.066833E-6,5.732502E-4,9.958096E-6,6.566176E-4,1.397026E-5,0.002640043,0.003715198,7.085498E-5,2.772965E-11,1.627466E-8,2.753382E-7,0.004921332,0.00200507,0.01818426,8.837664,6.719427E-5,501219.3,501219.3
9.053131E-8,15.34992,-2.293832E12,1600.787,1600.787,0.001031476,1.0,0.8928314,0.00315309,7.456193E-4,0.01096829,5.457739E-4,0.005210272,0.02270336,6.249918E-4,1.568035E-4,7.335287E-4,6.153885E-4,0.00150551,0.01154629,0.002690302,5.939974E-6,5.209796E-5,2.410319E-6,2.450117E-4,8.472396E-4,1.153982E-5,2.931163E-7,0.004176674,8.917454E-5,4.580936E-4,0.003740508,4.633588E-5,2.318572E-6,2.538581E-9,1.835876E-5,1.915211E-9,4.162396E-6,4.103435E-8,4.940259E-11,2.279755E-4,1.253695E-5,0.00340489,8.739846E-6,5.972555E-4,1.061609E-5,6.633266E-4,1.353558E-5,0.002678297,0.003706308,7.364893E-5,3.367371E-11,1.845E-8,3.028324E-7,0.004835509,0.001954144,0.01798097,8.826822,6.719744E-5,500604.5,500604.5
9.529868E-8,15.34939,-2.140836E12,1598.416,1598.416,0.001031476,1.0,0.8916567,0.003100388,8.158197E-4,0.01134568,5.809546E-4,0.005069005,0.02342116,6.470778E-4,1.723859E-4,7.756868E-4,6.116351E-4,0.001440086,0.01181548,0.002687763,6.47807E-6,5.507227E-5,2.562334E-6,2.576459E-4,7.950838E-4,1.295258E-5,3.369408E-7,0.004242258,9.439781E-5,4.553401E-4,0.003851977,4.993195E-5,2.644278E-6,2.863205E-9,1.940288E-5,2.222828E-9,4.61914E-6,4.767201E-8,5.933201E-11,2.379418E-4,1.216264E-5,0.003460645,9.592961E-6,6.26062E-4,1.142413E-5,6.710633E-4,1.303866E-5,0.002722899,0.003695779,7.698198E-5,4.216452E-11,2.133356E-8,3.390278E-7,0.00473465,0.001894832,0.01773875,8.814058,6.719979E-5,499880.6,499880.6
9.939676E-8,15.34921,-2.021307E12,1596.503,1596.503,0.001031476,1.0,0.8906949,0.003055255,8.774606E-4,0.01164933,6.113111E-4,0.004948008,0.02401276,6.646829E-4,1.860396E-4,8.110679E-4,6.074612E-4,0.00138694,0.01203856,0.002683861,6.951123E-6,5.75901E-5,2.693443E-6,2.681077E-4,7.542421E-4,1.420417E-5,3.773291E-7,0.004296174,9.880586E-5,4.52947E-4,0.003944407,5.301013E-5,2.941182E-6,3.160043E-9,2.028692E-5,2.511474E-9,5.022781E-6,5.377369E-8,6.885605E-11,2.460455E-4,1.185903E-5,0.003505826,1.03431E-5,6.500824E-4,1.211251E-5,6.772688E-4,1.264331E-5,0.002759053,0.003687108,7.974447E-5,5.053817E-11,2.398074E-8,3.720896E-7,0.004652177,0.001846765,0.01753805,8.803607,6.720056E-5,499287.8,499287.8
1.047041E-7,15.34932,-1.88091E12,1594.178,1594.178,0.001031476,1.0,0.8895096,0.002997516,9.588866E-4,0.01201544,6.507753E-4,0.004793133,0.02474645,6.856705E-4,2.040258E-4,8.557052E-4,6.009672E-4,0.001322183,0.01231685,0.002676895,7.577171E-6,6.079759E-5,2.863776E-6,2.81121E-4,7.062778E-4,1.586855E-5,4.333477E-7,0.00436297,1.044029E-4,4.498228E-4,0.004059796,5.697237E-5,3.348511E-6,3.569663E-9,2.141363E-5,2.920082E-9,5.559409E-6,6.22069E-8,8.260502E-11,2.559397E-4,1.148859E-5,0.00356083,1.1335E-5,6.802132E-4,1.299371E-5,6.847563E-4,1.216989E-5,0.002803126,0.003676364,8.318768E-5,6.295268E-11,2.763491E-8,4.175696E-7,0.004550641,0.001788126,0.0172877,8.790727,6.720008E-5,498557.4,498557.4
1.111819E-7,15.3499,-1.728619E12,1591.553,1591.553,0.001031476,1.0,0.8881465,0.002928706,0.001060421,0.01242319,6.991579E-4,0.004608465,0.02559606,7.086675E-4,2.263614E-4,9.083831E-4,5.916885E-4,0.001249034,0.01264155,0.002666101,8.360203E-6,6.463182E-5,3.072395E-6,2.962109E-4,6.544077E-4,1.795421E-5,5.073417E-7,0.004440367,1.110664E-4,4.459894E-4,0.004194559,6.176269E-5,3.879787E-6,4.109494E-9,2.276177E-5,3.474577E-9,6.233657E-6,7.328872E-8,1.016348E-10,2.671592E-4,1.106803E-5,0.003623006,1.257254E-5,7.155662E-4,1.405098E-5,6.931463E-4,1.164376E-5,0.002853102,0.003663937,8.719575E-5,8.065301E-11,3.243012E-8,4.771076E-7,0.004433987,0.001721496,0.01699567,8.775917,6.719753E-5,497717.4,497717.4
1.17126E-7,15.35081,-1.604653E12,1589.326,1589.326,0.001031476,1.0,0.8869683,0.002867578,0.001155389,0.01276214,7.43747E-4,0.00444444,0.02633508,7.274071E-4,2.471498E-4,9.550008E-4,5.821508E-4,0.001187217,0.01292624,0.002654528,9.095504E-6,6.807386E-5,3.264441E-6,3.09324E-4,6.124264E-4,1.99082E-5,5.805962E-7,0.004507851,1.170229E-4,4.424696E-4,0.004312848,6.610697E-5,4.399454E-6,4.644943E-9,2.397365E-5,4.040085E-9,6.869133E-6,8.419488E-8,1.213523E-10,2.76692E-4,1.070956E-5,0.003675662,1.372992E-5,7.467086E-4,1.500148E-5,7.002049E-4,1.120431E-5,0.002895631,0.003653139,9.069729E-5,9.950423E-11,3.714305E-8,5.355728E-7,0.00433324,0.001664594,0.01673967,8.763122,6.719356E-5,496991.8,496991.8
1.230968E-7,15.35203,-1.493149E12,1587.247,1587.247,0.001031476,1.0,0.8858477,0.002808358,0.00125226,0.01307122,7.887024E-4,0.004285722,0.02704168,7.441241E-4,2.682447E-4,0.001000204,5.718217E-4,0.001129846,0.01320048,0.002641725,9.848887E-6,7.145976E-5,3.45786E-6,3.218246E-4,5.749362E-4,2.189838E-5,6.592375E-7,0.004572606,1.22859E-4,4.389467E-4,0.004426932,7.041567E-5,4.951589E-6,5.222961E-9,2.516768E-5,4.665413E-9,7.521943E-6,9.583411E-8,1.433988E-10,2.85596E-4,1.037323E-5,0.003724673,1.490958E-5,7.768136E-4,1.593579E-5,7.06749E-4,1.079916E-5,0.002935458,0.003642828,9.405571E-5,1.210821E-10,4.21667E-8,5.979112E-7,0.004237481,0.001611066,0.01649309,8.75096,6.718823E-5,496302.0,496302.0
1.317223E-7,15.35424,-1.351589E12,1584.487,1584.487,0.001031476,1.0,0.8843281,0.002726888,0.001394379,0.01346691,8.539024E-4,0.004068045,0.02800518,7.648742E-4,2.989808E-4,0.00106272,5.559554E-4,0.001054572,0.01357774,0.002621796,1.096105E-5,7.622909E-5,3.738067E-6,3.3877E-4,5.2782E-4,2.480227E-5,7.815629E-7,0.004661406,1.310406E-4,4.339042E-4,0.004584117,7.653521E-5,5.800928E-6,6.13221E-9,2.685347E-5,5.675291E-9,8.487784E-6,1.138087E-7,1.793224E-10,2.973868E-4,9.924822E-6,0.003789234,1.663719E-5,8.183612E-4,1.724736E-5,7.153529E-4,1.026916E-5,0.002988409,0.003628789,9.864699E-5,1.571512E-10,4.991364E-8,6.941726E-7,0.004107719,0.001539406,0.01615391,8.734484,6.717854E-5,495367.6,495367.6
1.362749E-7,15.3556,-1.284889E12,1583.135,1583.135,0.001031476,1.0,0.8835688,0.00268586,0.001470251,0.01365353,8.884185E-4,0.003958889,0.02848877,7.743455E-4,3.152836E-4,0.001094431,5.472697E-4,0.001018149,0.01376856,0.002610819,1.155846E-5,7.869035E-5,3.88629E-6,3.47216E-4,5.058386E-4,2.63409E-5,8.501651E-7,0.004706238,1.352451E-4,4.312738E-4,0.004663742,7.971271E-5,6.273143E-6,6.648875E-9,2.772546E-5,6.261246E-9,9.007281E-6,1.238265E-7,2.002631E-10,3.031465E-4,9.704216E-6,0.003820583,1.75575E-5,8.394219E-4,1.792086E-5,7.195331E-4,1.001247E-5,0.003014378,0.003621753,1.009547E-4,1.786067E-10,5.422585E-8,7.478457E-7,0.004042916,0.001504,0.01598235,8.726261,6.717261E-5,494901.2,494901.2
1.443492E-7,15.35827,-1.178209E12,1580.895,1580.895,0.001031476,1.0,0.8822872,0.002616399,0.001605994,0.01395025,9.497746E-4,0.003775119,0.02930805,7.888772E-4,3.442627E-4,0.001148582,5.315485E-4,9.586126E-4,0.01409409,0.002590893,1.263412E-5,8.296458E-5,4.149663E-6,3.614105E-4,4.71005E-4,2.906704E-5,9.784628E-7,0.004782651,1.425182E-4,4.266738E-4,0.004799786,8.52563E-5,7.150023E-6,7.630337E-9,2.924348E-5,7.394423E-9,9.943307E-6,1.424554E-7,2.408251E-10,3.126555E-4,9.337327E-6,0.003871971,1.919957E-5,8.754009E-4,1.908295E-5,7.264037E-4,9.591179E-6,0.003057411,0.003609849,1.048658E-4,2.209049E-10,6.223525E-8,8.477263E-7,0.003933594,0.001444854,0.01568965,8.712396,6.716092E-5,494114.9,494114.9
1.553668E-7,15.36238,-1.052932E12,1578.125,1578.125,0.001031476,1.0,0.880658,0.002528177,0.001793077,0.01429166,0.001033696,0.003544252,0.03035463,8.045555E-4,3.838043E-4,0.001218368,5.098201E-4,8.866598E-4,0.01451401,0.002563293,1.413197E-5,8.861858E-5,4.509919E-6,3.792913E-4,4.30635E-4,3.275669E-5,1.166623E-6,0.004881185,1.520844E-4,4.205526E-4,0.004975704,9.262736E-5,8.424921E-6,9.109881E-9,3.125951E-5,9.143064E-9,1.124708E-5,1.695644E-7,3.033213E-10,3.243373E-4,8.881278E-6,0.003934246,2.145157E-5,9.218712E-4,2.060149E-5,7.347915E-4,9.076773E-6,0.003110544,0.003594676,1.098581E-4,2.876289E-10,7.387027E-8,9.932441E-7,0.003794756,0.001370806,0.01531195,8.694806,6.714296E-5,493117.3,493117.3
1.596586E-7,15.3641,-1.009528E12,1577.126,1577.126,0.001031476,1.0,0.8800569,0.002495758,0.001866381,0.01440687,0.001066422,0.00346032,0.03074217,8.095155E-4,3.991719E-4,0.001244337,5.013623E-4,8.612088E-4,0.01467064,0.002552536,1.472397E-5,9.076816E-5,4.650491E-6,3.858299E-4,4.167838E-4,3.417809E-5,1.243825E-6,0.00491795,1.557051E-4,4.182211E-4,0.00504146,9.54378E-5,8.945174E-6,9.731852E-9,3.202856E-5,9.88994E-9,1.176223E-5,1.806259E-7,3.299167E-10,3.285286E-4,8.71602E-6,0.003956286,2.232994E-5,9.39213E-4,2.117215E-5,7.377856E-4,8.892775E-6,0.003129672,0.003589069,1.117037E-4,3.164957E-10,7.861155E-8,1.052672E-6,0.003743569,0.001343812,0.01517101,8.688327,6.713544E-5,492749.9,492749.9
1.635467E-7,15.36571,-9.725016E11,1576.255,1576.255,0.001031476,1.0,0.8795271,0.002467284,0.001932945,0.01450338,0.001096076,0.003387073,0.0310843,8.135085E-4,4.130659E-4,0.001267302,4.937322E-4,8.39282E-4,0.01480941,0.002542824,1.526413E-5,9.269112E-5,4.777951E-6,3.915615E-4,4.050207E-4,3.545601E-5,1.315584E-6,0.004950534,1.589364E-4,4.161358E-4,0.005099784,9.795451E-5,9.427625E-6,1.031814E-8,3.27178E-5,1.059934E-8,1.223212E-5,1.908804E-7,3.55105E-10,3.321678E-4,8.571761E-6,0.003975264,2.312541E-5,9.545777E-4,2.167917E-5,7.403779E-4,8.733163E-6,0.003146303,0.003584124,1.133309E-4,3.440596E-10,8.300385E-8,1.107785E-6,0.003698481,0.001320172,0.01504611,8.682622,6.71284E-5,492426.3,492426.3
1.71077E-7,15.36895,-9.064083E11,1574.657,1574.657,0.001031476,1.0,0.8785385,0.002414455,0.002062172,0.01467053,0.001153502,0.003252482,0.03172415,8.199999E-4,4.398752E-4,0.001310316,4.790945E-4,7.99639E-4,0.01507014,0.002524167,1.631997E-5,9.635144E-5,5.025066E-6,4.021716E-4,3.841353E-4,3.790041E-5,1.459304E-6,0.005011794,1.650674E-4,4.121713E-4,0.005209552,1.027493E-4,1.039135E-5,1.151677E-8,3.403323E-5,1.206377E-8,1.315003E-5,2.11349E-7,4.068478E-10,3.3882E-4,8.306087E-6,0.004009508,2.466358E-5,9.834432E-4,2.263442E-5,7.450967E-4,8.441582E-6,0.003176747,0.00357489,1.163673E-4,4.012925E-10,9.176321E-8,1.217838E-6,0.003614412,0.001276441,0.01481132,8.671992,6.711427E-5,491823.4,491823.4
