Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_CYC5H8_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_C6H5C4H9_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.06,15.50107,-2041715.0,958.2149,958.2149,0.001805082,1.0,0.9215025,0.005042238,4.647584E-7,0.003938274,6.606164E-7,0.01354403,2.748368E-5,1.918105E-4,3.388369E-8,0.008208817,5.754151E-6,4.416487E-6,1.3066E-5,5.104296E-5,2.065769E-6,1.730447E-4,4.86727E-6,0.002331699,4.219058E-4,7.566833E-6,0.002157814,1.210387E-6,6.470954E-5,3.490381E-5,1.009268E-6,1.118578E-6,0.002130071,1.032555E-6,2.614445E-5,4.091617E-7,2.715576E-7,9.578446E-4,1.572654E-4,7.341019E-6,3.105439E-6,1.816875E-4,0.002405225,7.629798E-7,0.003938836,1.056975E-6,1.12155E-7,6.267379E-7,6.70758E-6,4.650528E-6,7.011214E-7,1.324749E-5,0.008652228,0.004806793,0.01897076,1.0319E-7,9.156199,1.164486E-4,519284.8,519284.8
0.061,15.49963,-2011569.0,957.9167,957.9167,0.001805082,1.0,0.9212729,0.005087095,4.606764E-7,0.003970737,6.544153E-7,0.01364422,2.785572E-5,1.940049E-4,3.356064E-8,0.00827186,5.726956E-6,4.486168E-6,1.321287E-5,5.13388E-5,2.098582E-6,1.758422E-4,4.861711E-6,0.002346323,4.255082E-4,7.524062E-6,0.002173645,1.224885E-6,6.525832E-5,3.551015E-5,1.030403E-6,1.123753E-6,0.002144115,1.046998E-6,2.631393E-5,4.160863E-7,2.772728E-7,9.624715E-4,1.574867E-4,7.430807E-6,3.167772E-6,1.828001E-4,0.002419682,7.769677E-7,0.003938,1.048938E-6,1.135467E-7,6.394541E-7,6.753489E-6,4.692126E-6,7.018957E-7,1.331856E-5,0.008634497,0.004793656,0.01891546,1.037857E-7,9.154197,1.164594E-4,519171.2,519171.2
0.062,15.49822,-1982245.0,957.6228,957.6228,0.001805082,1.0,0.9210462,0.005131476,4.566853E-7,0.004002823,6.483567E-7,0.01374307,2.822473E-5,1.96186E-4,3.324502E-8,0.008334082,5.700146E-6,4.555489E-6,1.335822E-5,5.16299E-5,2.131267E-6,1.786251E-4,4.85595E-6,0.002360709,4.290683E-4,7.482073E-6,0.002189258,1.23923E-6,6.580105E-5,3.61148E-5,1.051531E-6,1.128826E-6,0.002157938,1.061333E-6,2.648091E-5,4.229853E-7,2.829958E-7,9.670005E-4,1.576983E-4,7.519726E-6,3.230092E-6,1.83894E-4,0.002433895,7.909268E-7,0.00393718,1.041066E-6,1.149232E-7,6.521909E-7,6.798735E-6,4.733265E-6,7.026139E-7,1.338831E-5,0.008617002,0.0047807,0.01886094,1.043712E-7,9.152222,1.1647E-4,519059.2,519059.2
0.063,15.49683,-1953729.0,957.3331,957.3331,0.001805082,1.0,0.9208225,0.005175374,4.527833E-7,0.004034527,6.424388E-7,0.01384056,2.859065E-5,1.983534E-4,3.293674E-8,0.008395472,5.673724E-6,4.624439E-6,1.350202E-5,5.191621E-5,2.16382E-6,1.813929E-4,4.849993E-6,0.002374856,4.325854E-4,7.440868E-6,0.002204651,1.253421E-6,6.633766E-5,3.671772E-5,1.072649E-6,1.133797E-6,0.002171538,1.075554E-6,2.66454E-5,4.298578E-7,2.887266E-7,9.714309E-4,1.579001E-4,7.607759E-6,3.292397E-6,1.849691E-4,0.002447862,8.048558E-7,0.003936374,1.033361E-6,1.162841E-7,6.649489E-7,6.843312E-6,4.773938E-6,7.032762E-7,1.345674E-5,0.008599744,0.004767929,0.0188072,1.049462E-7,9.150276,1.164804E-4,518948.8,518948.8
0.064,15.49545,-1925982.0,957.0475,957.0475,0.001805082,1.0,0.9206017,0.005218802,4.489664E-7,0.004065858,6.36655E-7,0.01393674,2.895354E-5,2.005076E-4,3.263544E-8,0.008456054,5.647681E-6,4.693023E-6,1.36443E-5,5.219789E-5,2.196243E-6,1.841459E-4,4.843854E-6,0.00238877,4.360606E-4,7.400421E-6,0.002219831,1.267461E-6,6.686832E-5,3.73189E-5,1.093756E-6,1.13867E-6,0.002184922,1.089666E-6,2.680745E-5,4.367039E-7,2.944648E-7,9.757658E-4,1.580927E-4,7.694925E-6,3.354683E-6,1.860259E-4,0.002461592,8.187543E-7,0.003935582,1.025816E-6,1.176297E-7,6.777276E-7,6.88724E-6,4.814157E-6,7.038853E-7,1.352389E-5,0.008582718,0.004755337,0.01875423,1.055112E-7,9.148356,1.164908E-4,518840.0,518840.0
0.065,15.4941,-1898999.0,956.7661,956.7661,0.001805082,1.0,0.9203838,0.005261754,4.452364E-7,0.004096814,6.31007E-7,0.01403157,2.931332E-5,2.026483E-4,3.234125E-8,0.008515818,5.62202E-6,4.76123E-6,1.378504E-5,5.24749E-5,2.228533E-6,1.868836E-4,4.83754E-6,0.002402449,4.394935E-4,7.360732E-6,0.002234795,1.281347E-6,6.739296E-5,3.791829E-5,1.11485E-6,1.143443E-6,0.002198088,1.103664E-6,2.696706E-5,4.435228E-7,3.002104E-7,9.800049E-4,1.582761E-4,7.781211E-6,3.416945E-6,1.870643E-4,0.002475082,8.326212E-7,0.003934804,1.018432E-6,1.189598E-7,6.905276E-7,6.930514E-6,4.853917E-6,7.044418E-7,1.358974E-5,0.008565925,0.004742924,0.01870203,1.06066E-7,9.146464,1.165009E-4,518732.7,518732.7
0.066,15.49277,-1872713.0,956.4884,956.4884,0.001805082,1.0,0.9201686,0.005304273,4.415841E-7,0.004127427,6.254811E-7,0.0141252,2.967025E-5,2.047766E-4,3.205341E-8,0.008574841,5.596711E-6,4.829088E-6,1.392435E-5,5.27477E-5,2.260699E-6,1.896071E-4,4.831076E-6,0.002415917,4.428879E-4,7.321731E-6,0.002249563,1.295093E-6,6.791211E-5,3.8516E-5,1.135929E-6,1.148127E-6,0.002211056,1.11756E-6,2.712446E-5,4.503163E-7,3.059625E-7,9.841573E-4,1.584512E-4,7.866691E-6,3.479181E-6,1.880859E-4,0.002488354,8.464579E-7,0.003934039,1.011191E-6,1.202757E-7,7.033464E-7,6.973195E-6,4.893259E-6,7.049516E-7,1.365444E-5,0.008549344,0.004730676,0.01865053,1.066117E-7,9.144597,1.165109E-4,518626.8,518626.8
0.067,15.49145,-1847123.0,956.2147,956.2147,0.001805082,1.0,0.9199561,0.005346342,4.380104E-7,0.004157687,6.200789E-7,0.01421758,3.002419E-5,2.068921E-4,3.177202E-8,0.008633094,5.571766E-6,4.89658E-6,1.40622E-5,5.301615E-5,2.292736E-6,1.923158E-4,4.824462E-6,0.002429165,4.462424E-4,7.283438E-6,0.002264129,1.308692E-6,6.842559E-5,3.911195E-5,1.156992E-6,1.152719E-6,0.002223819,1.131347E-6,2.727958E-5,4.570831E-7,3.117213E-7,9.882205E-4,1.586181E-4,7.951333E-6,3.541386E-6,1.890904E-4,0.002501403,8.602626E-7,0.003933288,1.0041E-6,1.215768E-7,7.161854E-7,7.015264E-6,4.932166E-6,7.054137E-7,1.371793E-5,0.008532982,0.004718597,0.01859975,1.071479E-7,9.142755,1.165208E-4,518522.3,518522.3
0.068,15.49016,-1822181.0,955.9446,955.9446,0.001805082,1.0,0.9197462,0.005387996,4.3451E-7,0.004187619,6.147914E-7,0.0143088,3.037536E-5,2.089957E-4,3.149661E-8,0.00869064,5.54716E-6,4.963729E-6,1.419867E-5,5.32806E-5,2.324653E-6,1.950105E-4,4.817717E-6,0.002442211,4.495599E-4,7.245793E-6,0.002278508,1.322156E-6,6.893384E-5,3.970623E-5,1.178038E-6,1.157227E-6,0.002236395,1.145033E-6,2.74326E-5,4.638247E-7,3.17486E-7,9.92202E-4,1.587774E-4,8.035197E-6,3.60356E-6,1.900789E-4,0.002514246,8.740366E-7,0.003932548,9.971444E-7,1.228643E-7,7.290426E-7,7.05677E-6,4.970673E-6,7.05833E-7,1.378033E-5,0.008516822,0.004706673,0.01854964,1.076755E-7,9.140938,1.165306E-4,518419.2,518419.2
0.069,15.48888,-1797869.0,955.6781,955.6781,0.001805082,1.0,0.9195388,0.005429237,4.310815E-7,0.004217227,6.096163E-7,0.01439888,3.072373E-5,2.110875E-4,3.122707E-8,0.008747483,5.522892E-6,5.030531E-6,1.433378E-5,5.354111E-5,2.356447E-6,1.976911E-4,4.810848E-6,0.002455058,4.528408E-4,7.208792E-6,0.002292702,1.335485E-6,6.943688E-5,4.02988E-5,1.199064E-6,1.161653E-6,0.002248785,1.158619E-6,2.758355E-5,4.705406E-7,3.232564E-7,9.961027E-4,1.589293E-4,8.118285E-6,3.665697E-6,1.910518E-4,0.002526885,8.877792E-7,0.003931821,9.903233E-7,1.241379E-7,7.419181E-7,7.097718E-6,5.00878E-6,7.062106E-7,1.384164E-5,0.008500862,0.004694904,0.01850019,1.081944E-7,9.139144,1.165402E-4,518317.5,518317.5
0.07,15.48762,-1774167.0,955.415,955.415,0.001805082,1.0,0.9193339,0.005470071,4.277228E-7,0.004246515,6.045505E-7,0.01448784,3.106933E-5,2.131674E-4,3.096323E-8,0.008803634,5.498956E-6,5.096987E-6,1.446754E-5,5.379775E-5,2.38812E-6,2.003577E-4,4.803862E-6,0.00246771,4.560856E-4,7.172419E-6,0.002306714,1.348681E-6,6.99348E-5,4.088967E-5,1.220071E-6,1.165997E-6,0.002260992,1.172105E-6,2.773247E-5,4.77231E-7,3.290323E-7,9.999245E-4,1.590741E-4,8.200606E-6,3.727795E-6,1.920093E-4,0.002539325,9.014899E-7,0.003931106,9.836334E-7,1.253981E-7,7.548117E-7,7.138119E-6,5.046495E-6,7.06548E-7,1.390189E-5,0.0084851,0.004683287,0.01845139,1.08705E-7,9.137373,1.165497E-4,518217.0,518217.1
0.071,15.48637,-1751054.0,955.1555,955.1555,0.001805082,1.0,0.9191314,0.005510506,4.244319E-7,0.00427549,5.995906E-7,0.01457569,3.141219E-5,2.152359E-4,3.07049E-8,0.008859108,5.475346E-6,5.1631E-6,1.459997E-5,5.405061E-5,2.419674E-6,2.030103E-4,4.796768E-6,0.00248017,4.59295E-4,7.136659E-6,0.002320547,1.361745E-6,7.04277E-5,4.147885E-5,1.241057E-6,1.170262E-6,0.00227302,1.185491E-6,2.78794E-5,4.838958E-7,3.348136E-7,0.001003669,1.592121E-4,8.282173E-6,3.789852E-6,1.929518E-4,0.002551569,9.151687E-7,0.003930402,9.770713E-7,1.266449E-7,7.677231E-7,7.177986E-6,5.083823E-6,7.068468E-7,1.39611E-5,0.00846953,0.004671819,0.01840323,1.092074E-7,9.135624,1.165591E-4,518117.9,518117.9
0.072,15.48514,-1728506.0,954.8992,954.8992,0.001805082,1.0,0.9189313,0.00555055,4.212065E-7,0.004304159,5.947331E-7,0.01466247,3.175235E-5,2.17293E-4,3.045192E-8,0.008913921,5.452054E-6,5.228873E-6,1.47311E-5,5.42998E-5,2.451109E-6,2.056491E-4,4.789573E-6,0.002492444,4.624697E-4,7.101493E-6,0.002334207,1.374679E-6,7.091569E-5,4.206633E-5,1.26202E-6,1.17445E-6,0.002284874,1.198781E-6,2.802441E-5,4.905354E-7,3.405999E-7,0.001007339,1.593435E-4,8.362999E-6,3.851866E-6,1.938796E-4,0.002563624,9.288155E-7,0.00392971,9.706326E-7,1.278785E-7,7.806521E-7,7.217331E-6,5.120774E-6,7.071085E-7,1.40193E-5,0.008454149,0.004660495,0.01835568,1.097018E-7,9.133898,1.165683E-4,518020.0,518020.0
0.073,15.48393,-1706506.0,954.6462,954.6462,0.001805082,1.0,0.9187334,0.005590213,4.180446E-7,0.004332529,5.899745E-7,0.0147482,3.208986E-5,2.193389E-4,3.02041E-8,0.008968089,5.429075E-6,5.294309E-6,1.486094E-5,5.454541E-5,2.482426E-6,2.082743E-4,4.782286E-6,0.002504536,4.656106E-4,7.066905E-6,0.002347698,1.387488E-6,7.139889E-5,4.265213E-5,1.28296E-6,1.178564E-6,0.002296559,1.211974E-6,2.816753E-5,4.971497E-7,3.463911E-7,0.001010936,1.594686E-4,8.443098E-6,3.913834E-6,1.947932E-4,0.002575493,9.424301E-7,0.003929029,9.643137E-7,1.290993E-7,7.935982E-7,7.256169E-6,5.157356E-6,7.073348E-7,1.407652E-5,0.008438951,0.004649313,0.01830874,1.101884E-7,9.132193,1.165774E-4,517923.3,517923.3
0.074,15.48273,-1685032.0,954.3965,954.3965,0.001805082,1.0,0.9185379,0.005629502,4.149443E-7,0.004360605,5.85312E-7,0.0148329,3.242474E-5,2.21374E-4,2.996128E-8,0.009021624,5.406402E-6,5.359413E-6,1.498953E-5,5.478753E-5,2.513628E-6,2.108859E-4,4.774912E-6,0.002516452,4.687183E-4,7.03288E-6,0.002361022,1.400172E-6,7.187739E-5,4.323625E-5,1.303875E-6,1.182605E-6,0.002308078,1.225073E-6,2.830883E-5,5.03739E-7,3.52187E-7,0.001014463,1.595876E-4,8.522484E-6,3.975755E-6,1.956928E-4,0.002587182,9.560125E-7,0.003928358,9.581112E-7,1.303075E-7,8.065612E-7,7.29451E-6,5.193576E-6,7.07527E-7,1.413279E-5,0.008423933,0.004638269,0.01826239,1.106675E-7,9.13051,1.165865E-4,517827.8,517827.8
0.075,15.48155,-1664069.0,954.1498,954.1498,0.001805082,1.0,0.9183445,0.005668423,4.119037E-7,0.004388395,5.807426E-7,0.0149166,3.275704E-5,2.233983E-4,2.972331E-8,0.00907454,5.38403E-6,5.424186E-6,1.511687E-5,5.502625E-5,2.544716E-6,2.134841E-4,4.767459E-6,0.002528194,4.717934E-4,6.999402E-6,0.002374184,1.412734E-6,7.235129E-5,4.381871E-5,1.324766E-6,1.186576E-6,0.002319435,1.23808E-6,2.844833E-5,5.103034E-7,3.579873E-7,0.00101792,1.597007E-4,8.601167E-6,4.037627E-6,1.965789E-4,0.002598694,9.695626E-7,0.003927698,9.520218E-7,1.315032E-7,8.195407E-7,7.332367E-6,5.22944E-6,7.076865E-7,1.418813E-5,0.008409091,0.004627361,0.01821662,1.111392E-7,9.128847,1.165954E-4,517733.5,517733.5
0.076,15.48039,-1643596.0,953.9063,953.9063,0.001805082,1.0,0.9181533,0.005706985,4.08921E-7,0.004415905,5.762633E-7,0.01499932,3.308679E-5,2.25412E-4,2.949005E-8,0.009126853,5.36195E-6,5.488633E-6,1.5243E-5,5.526166E-5,2.57569E-6,2.16069E-4,4.759934E-6,0.002539768,4.748368E-4,6.966456E-6,0.002387188,1.425177E-6,7.282069E-5,4.439951E-5,1.34563E-6,1.190478E-6,0.002330634,1.250994E-6,2.858609E-5,5.168431E-7,3.637918E-7,0.00102131,1.598082E-4,8.679162E-6,4.099447E-6,1.974517E-4,0.002610035,9.830804E-7,0.003927048,9.460419E-7,1.326867E-7,8.325366E-7,7.369752E-6,5.264957E-6,7.078146E-7,1.424256E-5,0.00839442,0.004616584,0.01817141,1.116038E-7,9.127204,1.166041E-4,517640.3,517640.3
0.077,15.47924,-1623598.0,953.6656,953.6656,0.001805082,1.0,0.9179643,0.005745196,4.059944E-7,0.004443141,5.718712E-7,0.01508108,3.341403E-5,2.274154E-4,2.926133E-8,0.009178576,5.340159E-6,5.552756E-6,1.536793E-5,5.549384E-5,2.606553E-6,2.186407E-4,4.752342E-6,0.002551177,4.778491E-4,6.934027E-6,0.002400037,1.437501E-6,7.32857E-5,4.497866E-5,1.366468E-6,1.194314E-6,0.002341679,1.263818E-6,2.872216E-5,5.233583E-7,3.696003E-7,0.001024635,1.599103E-4,8.756482E-6,4.161213E-6,1.983115E-4,0.002621209,9.965658E-7,0.003926408,9.401682E-7,1.338583E-7,8.455484E-7,7.406677E-6,5.300134E-6,7.079129E-7,1.429612E-5,0.008379917,0.004605936,0.01812674,1.120613E-7,9.12558,1.166128E-4,517548.3,517548.3
0.078,15.4781,-1604057.0,953.4279,953.4279,0.001805082,1.0,0.9177772,0.005783064,4.031221E-7,0.004470109,5.675635E-7,0.01516192,3.373879E-5,2.294086E-4,2.903701E-8,0.009229723,5.318649E-6,5.616559E-6,1.549169E-5,5.572289E-5,2.637305E-6,2.211995E-4,4.744691E-6,0.002562427,4.808309E-4,6.902101E-6,0.002412736,1.449711E-6,7.374642E-5,4.555617E-5,1.387278E-6,1.198085E-6,0.002352575,1.276554E-6,2.885657E-5,5.29849E-7,3.754127E-7,0.001027897,1.600072E-4,8.833139E-6,4.222925E-6,1.991589E-4,0.00263222,1.010019E-6,0.003925778,9.343973E-7,1.35018E-7,8.585758E-7,7.443154E-6,5.334979E-6,7.079826E-7,1.434882E-5,0.008365577,0.004595414,0.01808262,1.125121E-7,9.123976,1.166214E-4,517457.3,517457.3
0.079,15.47698,-1584958.0,953.1931,953.1931,0.001805082,1.0,0.9175922,0.005820595,4.003025E-7,0.004496815,5.633377E-7,0.01524184,3.406111E-5,2.313918E-4,2.881696E-8,0.009280308,5.297414E-6,5.680046E-6,1.56143E-5,5.594889E-5,2.667949E-6,2.237453E-4,4.736985E-6,0.002573521,4.837831E-4,6.870664E-6,0.002425287,1.461808E-6,7.420293E-5,4.613205E-5,1.408059E-6,1.201793E-6,0.002363324,1.289202E-6,2.898938E-5,5.363156E-7,3.812287E-7,0.001031098,1.600991E-4,8.909146E-6,4.284578E-6,1.99994E-4,0.002643072,1.023439E-6,0.003925157,9.287266E-7,1.361663E-7,8.716187E-7,7.479195E-6,5.369498E-6,7.08025E-7,1.440069E-5,0.008351397,0.004585014,0.01803902,1.129563E-7,9.12239,1.166298E-4,517367.4,517367.4
0.08,15.47587,-1566286.0,952.961,952.961,0.001805082,1.0,0.9174092,0.005857798,3.975339E-7,0.004523266,5.59191E-7,0.01532087,3.438104E-5,2.333652E-4,2.860103E-8,0.009330343,5.276449E-6,5.743219E-6,1.573579E-5,5.617192E-5,2.698484E-6,2.262785E-4,4.72923E-6,0.002584464,4.867061E-4,6.839702E-6,0.002437694,1.473794E-6,7.465534E-5,4.67063E-5,1.428811E-6,1.205441E-6,0.002373931,1.301764E-6,2.912064E-5,5.427581E-7,3.870481E-7,0.001034238,1.601863E-4,8.984517E-6,4.346173E-6,2.008172E-4,0.00265377,1.036827E-6,0.003924545,9.231527E-7,1.373032E-7,8.846765E-7,7.51481E-6,5.403699E-6,7.080415E-7,1.445176E-5,0.008337372,0.004574734,0.01799592,1.13394E-7,9.120823,1.166382E-4,517278.5,517278.5
0.081,15.47477,-1548027.0,952.7316,952.7316,0.001805082,1.0,0.9172281,0.005894677,3.94815E-7,0.004549466,5.551216E-7,0.01539903,3.469859E-5,2.35329E-4,2.838913E-8,0.009379841,5.255748E-6,5.806082E-6,1.585616E-5,5.639205E-5,2.728913E-6,2.28799E-4,4.721428E-6,0.002595258,4.896006E-4,6.809205E-6,0.002449961,1.485671E-6,7.510373E-5,4.727895E-5,1.449533E-6,1.209029E-6,0.002384399,1.314241E-6,2.925036E-5,5.491767E-7,3.928708E-7,0.001037321,1.602689E-4,9.05926E-6,4.407708E-6,2.016287E-4,0.002664317,1.050183E-6,0.003923943,9.176735E-7,1.38429E-7,8.977493E-7,7.550008E-6,5.437587E-6,7.080328E-7,1.450203E-5,0.0083235,0.00456457,0.01795333,1.138255E-7,9.119274,1.166465E-4,517190.6,517190.6
0.082,15.47369,-1530167.0,952.5049,952.5049,0.001805082,1.0,0.9170488,0.005931241,3.921443E-7,0.004575422,5.511267E-7,0.01547634,3.501381E-5,2.372832E-4,2.818112E-8,0.009428813,5.235306E-6,5.868637E-6,1.597544E-5,5.660937E-5,2.759237E-6,2.31307E-4,4.713586E-6,0.002605908,4.924672E-4,6.779158E-6,0.002462091,1.497441E-6,7.554818E-5,4.784998E-5,1.470224E-6,1.21256E-6,0.002394731,1.326635E-6,2.93786E-5,5.555717E-7,3.986965E-7,0.001040347,1.603472E-4,9.133388E-6,4.46918E-6,2.024289E-4,0.002674718,1.063506E-6,0.003923349,9.122861E-7,1.395438E-7,9.108366E-7,7.584802E-6,5.471169E-6,7.080003E-7,1.455155E-5,0.008309777,0.004554521,0.01791122,1.142509E-7,9.117742,1.166546E-4,517103.7,517103.7
0.083,15.47262,-1512694.0,952.2807,952.2807,0.001805082,1.0,0.9168714,0.005967495,3.895205E-7,0.004601136,5.472044E-7,0.01555282,3.532673E-5,2.392282E-4,2.79769E-8,0.009477269,5.215118E-6,5.930889E-6,1.609365E-5,5.682391E-5,2.789457E-6,2.338027E-4,4.705707E-6,0.002616416,4.953064E-4,6.749553E-6,0.002474085,1.509107E-6,7.598877E-5,4.841943E-5,1.490884E-6,1.216035E-6,0.002404931,1.338946E-6,2.950538E-5,5.619431E-7,4.045253E-7,0.001043317,1.604211E-4,9.206911E-6,4.53059E-6,2.03218E-4,0.002684975,1.076796E-6,0.003922764,9.069884E-7,1.406479E-7,9.239383E-7,7.619198E-6,5.50445E-6,7.079446E-7,1.460031E-5,0.0082962,0.004544584,0.0178696,1.146703E-7,9.116227,1.166627E-4,517017.8,517017.8
0.084,15.47156,-1495596.0,952.0591,952.0591,0.001805082,1.0,0.9166958,0.006003444,3.869421E-7,0.004626615,5.433525E-7,0.01562848,3.563737E-5,2.41164E-4,2.777633E-8,0.009525221,5.195179E-6,5.99284E-6,1.62108E-5,5.703576E-5,2.819575E-6,2.362861E-4,4.697794E-6,0.002626786,4.981188E-4,6.720377E-6,0.002485948,1.520669E-6,7.642557E-5,4.89873E-5,1.511512E-6,1.219455E-6,0.002415,1.351176E-6,2.963075E-5,5.682912E-7,4.103569E-7,0.001046234,1.604909E-4,9.27984E-6,4.591935E-6,2.039962E-4,0.002695091,1.090055E-6,0.003922187,9.017776E-7,1.417414E-7,9.370541E-7,7.653205E-6,5.537437E-6,7.078668E-7,1.464835E-5,0.008282766,0.004534756,0.01782843,1.150838E-7,9.114728,1.166707E-4,516932.8,516932.8
0.085,15.47051,-1478861.0,951.84,951.84,0.001805082,1.0,0.916522,0.006039095,3.844081E-7,0.004651863,5.39569E-7,0.01570335,3.594578E-5,2.430907E-4,2.757933E-8,0.009572677,5.175484E-6,6.054493E-6,1.632691E-5,5.724498E-5,2.849591E-6,2.387574E-4,4.689851E-6,0.002637021,5.009047E-4,6.691621E-6,0.002497682,1.532129E-6,7.685866E-5,4.955359E-5,1.532108E-6,1.222821E-6,0.002424942,1.363326E-6,2.975473E-5,5.74616E-7,4.161911E-7,0.001049098,1.605568E-4,9.352185E-6,4.653215E-6,2.047638E-4,0.00270507,1.10328E-6,0.003921618,8.966517E-7,1.428246E-7,9.501838E-7,7.686834E-6,5.570134E-6,7.077678E-7,1.469567E-5,0.008269471,0.004525036,0.01778773,1.154917E-7,9.113246,1.166786E-4,516848.7,516848.8
0.086,15.46948,-1462477.0,951.6233,951.6233,0.001805082,1.0,0.9163499,0.006074452,3.819172E-7,0.004676883,5.358524E-7,0.01577743,3.625197E-5,2.450086E-4,2.738582E-8,0.009619648,5.156028E-6,6.11585E-6,1.6442E-5,5.745161E-5,2.879506E-6,2.412167E-4,4.681882E-6,0.002647124,5.036648E-4,6.663274E-6,0.002509289,1.54349E-6,7.72881E-5,5.011832E-5,1.552672E-6,1.226135E-6,0.00243476,1.375397E-6,2.987734E-5,5.809179E-7,4.22028E-7,0.00105191,1.606189E-4,9.423954E-6,4.714429E-6,2.05521E-4,0.002714914,1.116474E-6,0.003921058,8.916085E-7,1.438974E-7,9.633272E-7,7.720089E-6,5.602546E-6,7.076482E-7,1.474229E-5,0.008256315,0.00451542,0.01774747,1.158941E-7,9.11178,1.166864E-4,516765.6,516765.6
0.087,15.46846,-1446434.0,951.409,951.409,0.001805082,1.0,0.9161795,0.006109521,3.794684E-7,0.004701681,5.322007E-7,0.01585074,3.655597E-5,2.469176E-4,2.71957E-8,0.009666142,5.136808E-6,6.176916E-6,1.655609E-5,5.765572E-5,2.909322E-6,2.436641E-4,4.673891E-6,0.002657097,5.063994E-4,6.635327E-6,0.002520772,1.554752E-6,7.771395E-5,5.068149E-5,1.573202E-6,1.229399E-6,0.002444455,1.38739E-6,2.999863E-5,5.87197E-7,4.278673E-7,0.001054673,1.606772E-4,9.495157E-6,4.775575E-6,2.06268E-4,0.002724627,1.129636E-6,0.003920505,8.866458E-7,1.449603E-7,9.764842E-7,7.75298E-6,5.634679E-6,7.075089E-7,1.478824E-5,0.008243293,0.004505908,0.01770766,1.162909E-7,9.11033,1.166941E-4,516683.4,516683.4
0.088,15.46745,-1430722.0,951.197,951.197,0.001805082,1.0,0.9160108,0.006144307,3.770605E-7,0.00472626,5.286121E-7,0.0159233,3.685783E-5,2.48818E-4,2.700887E-8,0.009712171,5.117817E-6,6.237692E-6,1.666918E-5,5.785737E-5,2.93904E-6,2.460998E-4,4.665879E-6,0.002666943,5.091091E-4,6.607771E-6,0.002532134,1.565918E-6,7.81363E-5,5.124312E-5,1.593699E-6,1.232612E-6,0.002454031,1.399307E-6,3.011863E-5,5.934533E-7,4.337089E-7,0.001057386,1.60732E-4,9.565803E-6,4.836653E-6,2.070051E-4,0.002734212,1.142765E-6,0.00391996,8.817615E-7,1.460132E-7,9.896545E-7,7.785515E-6,5.666538E-6,7.073507E-7,1.483352E-5,0.008230402,0.004496497,0.01766827,1.166825E-7,9.108895,1.167017E-4,516602.0,516602.0
