Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_CYC5H8_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_C6H5C4H9_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.035,15.54623,-3231386.0,967.5911,967.5911,0.001805082,1.0,0.9285792,0.003710316,6.120344E-7,0.002957392,8.877099E-7,0.01042698,1.701028E-5,1.312466E-4,4.571632E-8,0.006261055,6.590542E-6,2.54557E-6,8.764518E-6,4.138993E-5,1.197916E-6,9.791708E-5,4.862357E-6,0.001855187,3.130404E-4,9.011978E-6,0.001662929,7.850088E-7,4.828361E-5,1.92083E-5,4.869256E-7,9.394916E-7,0.001676748,6.28373E-7,2.073504E-5,2.275381E-7,1.330233E-7,7.950689E-4,1.462718E-4,4.736358E-6,1.56175E-6,1.451446E-4,0.001929709,4.058685E-7,0.003966448,1.34016E-6,7.113997E-8,3.180645E-7,5.251234E-6,3.408466E-6,6.50041E-7,1.083816E-5,0.009202617,0.00521861,0.02071068,8.337822E-8,9.218934,1.161103E-4,522842.7,522842.7
0.036,15.54397,-3159024.0,967.1214,967.1214,0.001805082,1.0,0.9282308,0.003773661,6.037013E-7,0.00300483,8.746942E-7,0.01058174,1.747783E-5,1.33934E-4,4.503819E-8,0.006357098,6.550398E-6,2.625243E-6,8.964511E-6,4.189127E-5,1.234483E-6,1.011144E-4,4.872192E-6,0.001879808,3.182965E-4,8.934712E-6,0.001687595,8.048155E-7,4.907168E-5,1.985306E-5,5.071599E-7,9.492565E-7,0.001699968,6.463412E-7,2.101079E-5,2.350885E-7,1.383207E-7,8.04E-4,1.470286E-4,4.856488E-6,1.622014E-6,1.470439E-4,0.001954475,4.202894E-7,0.003965006,1.324468E-6,7.305057E-8,3.299632E-7,5.324944E-6,3.467773E-6,6.539244E-7,1.096709E-5,0.00917534,0.005198021,0.02062341,8.442177E-8,9.2158,1.161272E-4,522665.0,522665.0
0.0369738,15.54181,-3091524.0,966.6741,966.6741,0.001805082,1.0,0.9278984,0.003834303,5.95861E-7,0.003050165,8.624712E-7,0.01072925,1.792882E-5,1.365243E-4,4.440135E-8,0.006448714,6.511895E-6,2.702453E-6,9.156592E-6,4.236684E-5,1.26994E-6,1.042134E-4,4.880482E-6,0.001903184,3.233214E-4,8.861624E-6,0.001711098,8.238378E-7,4.982538E-5,2.047998E-5,5.269636E-7,9.58474E-7,0.001722035,6.63678E-7,2.127286E-5,2.424227E-7,1.435078E-7,8.124306E-4,1.477269E-4,4.971955E-6,1.680921E-6,1.488461E-4,0.001977971,4.343378E-7,0.003963638,1.309681E-6,7.488609E-8,3.415979E-7,5.395055E-6,3.524534E-6,6.574834E-7,1.108905E-5,0.009149335,0.00517841,0.02054032,8.541044E-8,9.212814,1.161433E-4,522495.7,522495.7
0.037,15.54175,-3089746.0,966.6622,966.6622,0.001805082,1.0,0.9278895,0.003835921,5.956538E-7,0.003051374,8.621483E-7,0.01073318,1.79409E-5,1.365937E-4,4.438453E-8,0.006451154,6.510867E-6,2.704525E-6,9.161725E-6,4.237947E-5,1.270892E-6,1.042966E-4,4.880689E-6,0.001903805,3.234554E-4,8.859685E-6,0.001711723,8.243461E-7,4.984548E-5,2.049683E-5,5.274976E-7,9.587183E-7,0.001722621,6.641424E-7,2.127983E-5,2.426198E-7,1.436478E-7,8.12654E-4,1.477452E-4,4.975041E-6,1.682508E-6,1.48894E-4,0.001978595,4.347158E-7,0.003963601,1.30929E-6,7.493514E-8,3.419115E-7,5.39692E-6,3.526049E-6,6.575763E-7,1.109229E-5,0.009148643,0.005177888,0.02053811,8.543668E-8,9.212735,1.161437E-4,522491.1,522491.2
0.03781984,15.53998,-3035090.0,966.293,966.293,0.001805082,1.0,0.9276148,0.003886197,5.892639E-7,0.003088902,8.521958E-7,0.010855,1.831729E-5,1.387543E-4,4.386595E-8,0.006526864,6.478909E-6,2.769232E-6,9.321416E-6,4.27705E-5,1.300625E-6,1.068941E-4,4.886746E-6,0.00192304,3.276161E-4,8.799752E-6,0.001731127,8.401599E-7,5.046979E-5,2.102383E-5,5.442411E-7,9.662639E-7,0.001740794,6.786152E-7,2.149568E-5,2.487794E-7,1.480356E-7,8.195549E-4,1.483051E-4,5.071104E-6,1.732258E-6,1.503763E-4,0.001997914,4.465448E-7,0.003962476,1.297205E-6,7.646141E-8,3.517421E-7,5.454711E-6,3.573094E-6,6.604105E-7,1.119231E-5,0.009127164,0.005161704,0.02046955,8.624869E-8,9.210271,1.16157E-4,522351.4,522351.4
0.038,15.53959,-3023335.0,966.2128,966.2128,0.001805082,1.0,0.9275551,0.003897151,5.87883E-7,0.003097071,8.500476E-7,0.01088148,1.839959E-5,1.392267E-4,4.375404E-8,0.006543329,6.471942E-6,2.783414E-6,9.356261E-6,4.28553E-5,1.307144E-6,1.074634E-4,4.887968E-6,0.001927213,3.285219E-4,8.786772E-6,0.001735344,8.436103E-7,5.060575E-5,2.113953E-5,5.479288E-7,9.678962E-7,0.001744739,6.817804E-7,2.154253E-5,2.50131E-7,1.490024E-7,8.210476E-4,1.484248E-4,5.092073E-6,1.743209E-6,1.506979E-4,0.002002104,4.491442E-7,0.003962233,1.294593E-6,7.679446E-8,3.539067E-7,5.467261E-6,3.583343E-6,6.61014E-7,1.121397E-5,0.009122495,0.005158186,0.02045466,8.642467E-8,9.209735,1.161599E-4,522321.0,522321.0
0.039,15.53747,-2959629.0,965.773,965.773,0.001805082,1.0,0.9272272,0.003957382,5.803725E-7,0.003141948,8.383677E-7,0.01102676,1.885392E-5,1.418339E-4,4.314545E-8,0.006633683,6.433624E-6,2.861902E-6,9.548162E-6,4.331925E-5,1.343239E-6,1.106145E-4,4.894117E-6,0.001950055,3.334989E-4,8.71588E-6,0.001758474,8.626117E-7,5.135292E-5,2.178106E-5,5.684461E-7,9.768023E-7,0.001766341,6.992558E-7,2.179915E-5,2.576211E-7,1.543833E-7,8.29191E-4,1.490694E-4,5.207605E-6,1.804101E-6,1.524571E-4,0.002025026,4.635716E-7,0.003960898,1.280356E-6,7.862877E-8,3.659469E-7,5.536026E-6,3.639685E-6,6.642491E-7,1.133229E-5,0.009096877,0.0051389,0.02037299,8.738678E-8,9.206798,1.161758E-4,522154.5,522154.5
0.04,15.53539,-2898454.0,965.3422,965.3422,0.001805082,1.0,0.9269056,0.00401666,5.731067E-7,0.003186044,8.270829E-7,0.01116915,1.930396E-5,1.444163E-4,4.255744E-8,0.006722306,6.395902E-6,2.939989E-6,9.737515E-6,4.377198E-5,1.379175E-6,1.137498E-4,4.899228E-6,0.00197236,3.383904E-4,8.646898E-6,0.001781137,8.813586E-7,5.208762E-5,2.242136E-5,5.890411E-7,9.854524E-7,0.001787452,7.16572E-7,2.205001E-5,2.650892E-7,1.597888E-7,8.370983E-4,1.496815E-4,5.321685E-6,1.865166E-6,1.541741E-4,0.002047392,4.779952E-7,0.003959597,1.266551E-6,8.043874E-8,3.780299E-7,5.603299E-6,3.695117E-6,6.672961E-7,1.144742E-5,0.009071763,0.005120009,0.02029302,8.832444E-8,9.203922,1.161913E-4,521991.3,521991.3
0.041,15.53336,-2839671.0,964.9203,964.9203,0.001805082,1.0,0.92659,0.004075012,5.660743E-7,0.003229381,8.161745E-7,0.01130875,1.974975E-5,1.469746E-4,4.198903E-8,0.006809249,6.358774E-6,3.01767E-6,9.924359E-6,4.421389E-5,1.414954E-6,1.168691E-4,4.903371E-6,0.001994145,3.431989E-4,8.579752E-6,0.001803348,8.998548E-7,5.281022E-5,2.306035E-5,6.097078E-7,9.938566E-7,0.00180809,7.337299E-7,2.22953E-5,2.725347E-7,1.652178E-7,8.447778E-4,1.502629E-4,5.434333E-6,1.92639E-6,1.558502E-4,0.002069221,4.924127E-7,0.003958327,1.253161E-6,8.222466E-8,3.901543E-7,5.669129E-6,3.749665E-6,6.701642E-7,1.155949E-5,0.009047137,0.005101501,0.0202147,8.923853E-8,9.201103,1.162065E-4,521831.5,521831.5
0.042,15.53137,-2783146.0,964.5068,964.5068,0.001805082,1.0,0.9262803,0.004132468,5.592634E-7,0.003271987,8.056231E-7,0.01144566,2.019133E-5,1.495094E-4,4.143922E-8,0.006894572,6.322233E-6,3.094943E-6,1.010875E-5,4.464544E-5,1.450574E-6,1.199721E-4,4.906615E-6,0.002015431,3.479271E-4,8.514361E-6,0.001825124,9.181057E-7,5.352112E-5,2.369799E-5,6.304399E-7,1.002026E-6,0.001828271,7.507317E-7,2.253525E-5,2.799568E-7,1.706692E-7,8.522391E-4,1.508152E-4,5.545581E-6,1.98776E-6,1.57487E-4,0.002090533,5.068219E-7,0.003957087,1.240167E-6,8.398695E-8,4.023187E-7,5.733572E-6,3.803357E-6,6.728635E-7,1.166862E-5,0.009022982,0.005083361,0.02013795,9.013001E-8,9.19834,1.162214E-4,521674.8,521674.8
0.043,15.52942,-2728752.0,964.1015,964.1015,0.001805082,1.0,0.9259762,0.004189058,5.526631E-7,0.003313887,7.954102E-7,0.01157998,2.062875E-5,1.520216E-4,4.090705E-8,0.006978336,6.286271E-6,3.171806E-6,1.029075E-5,4.506705E-5,1.486037E-6,1.230589E-4,4.909028E-6,0.002036238,3.525779E-4,8.450646E-6,0.00184648,9.361168E-7,5.422076E-5,2.433421E-5,6.512314E-7,1.009971E-6,0.001848014,7.675794E-7,2.277009E-5,2.873549E-7,1.761418E-7,8.594918E-4,1.513401E-4,5.65546E-6,2.049264E-6,1.590862E-4,0.00211135,5.212206E-7,0.003955877,1.227548E-6,8.572606E-8,4.145214E-7,5.796684E-6,3.856221E-6,6.754036E-7,1.177495E-5,0.00899928,0.005065575,0.02006273,9.099985E-8,9.195631,1.16236E-4,521521.1,521521.1
0.044,15.5275,-2676369.0,963.704,963.704,0.001805082,1.0,0.9256775,0.004244814,5.462627E-7,0.003355109,7.855185E-7,0.01171181,2.106209E-5,1.545117E-4,4.03916E-8,0.007060598,6.250879E-6,3.248258E-6,1.04704E-5,4.547918E-5,1.521343E-6,1.261293E-4,4.910675E-6,0.002056586,3.571538E-4,8.38853E-6,0.001867433,9.538936E-7,5.490955E-5,2.496897E-5,6.720762E-7,1.017702E-6,0.001867337,7.842753E-7,2.300003E-5,2.947286E-7,1.816344E-7,8.665451E-4,1.518394E-4,5.764001E-6,2.110887E-6,1.606492E-4,0.002131693,5.356068E-7,0.003954694,1.215287E-6,8.744244E-8,4.26761E-7,5.858519E-6,3.908288E-6,6.777942E-7,1.187859E-5,0.008976013,0.00504813,0.01998897,9.1849E-8,9.192974,1.162503E-4,521370.4,521370.4
0.045,15.52562,-2625888.0,963.3141,963.3141,0.001805082,1.0,0.925384,0.004299762,5.400526E-7,0.003395674,7.759321E-7,0.01184124,2.149138E-5,1.569806E-4,3.989207E-8,0.007141412,6.216048E-6,3.324299E-6,1.064778E-5,4.58822E-5,1.556493E-6,1.291833E-4,4.911609E-6,0.002076492,3.616575E-4,8.327948E-6,0.001887998,9.714415E-7,5.558785E-5,2.560223E-5,6.929688E-7,1.025229E-6,0.001886255,8.008216E-7,2.322526E-5,3.020774E-7,1.871461E-7,8.734072E-4,1.523144E-4,5.871235E-6,2.172618E-6,1.621775E-4,0.00215158,5.499788E-7,0.003953538,1.203367E-6,8.913656E-8,4.390363E-7,5.919128E-6,3.959581E-6,6.800435E-7,1.197967E-5,0.008953166,0.005031013,0.01991661,9.267831E-8,9.190366,1.162644E-4,521222.5,521222.6
0.046,15.52378,-2577207.0,962.9314,962.9314,0.001805082,1.0,0.9250956,0.004353929,5.340237E-7,0.003435605,7.666361E-7,0.01196837,2.191669E-5,1.594286E-4,3.940767E-8,0.007220827,6.181768E-6,3.39993E-6,1.082292E-5,4.627649E-5,1.591487E-6,1.322209E-4,4.911882E-6,0.002095974,3.660913E-4,8.268833E-6,0.001908188,9.887655E-7,5.625604E-5,2.623395E-5,7.139043E-7,1.03256E-6,0.001904783,8.172206E-7,2.344598E-5,3.09401E-7,1.926758E-7,8.80086E-4,1.527665E-4,5.977191E-6,2.234446E-6,1.636723E-4,0.00217103,5.643348E-7,0.003952408,1.191774E-6,9.080884E-8,4.513458E-7,5.978556E-6,4.010126E-6,6.821593E-7,1.207828E-5,0.008930723,0.005014211,0.01984561,9.348858E-8,9.187807,1.162782E-4,521077.4,521077.4
0.047,15.52197,-2530232.0,962.5558,962.5558,0.001805082,1.0,0.924812,0.004407339,5.281677E-7,0.003474924,7.576166E-7,0.01209325,2.233807E-5,1.618566E-4,3.893769E-8,0.007298893,6.14803E-6,3.47515E-6,1.099587E-5,4.666238E-5,1.626327E-6,1.35242E-4,4.911542E-6,0.002115047,3.704574E-4,8.211125E-6,0.001928017,1.005871E-6,5.691443E-5,2.68641E-5,7.348778E-7,1.039704E-6,0.001922936,8.334745E-7,2.366235E-5,3.166989E-7,1.982226E-7,8.865889E-4,1.53197E-4,6.081898E-6,2.296361E-6,1.65135E-4,0.002190057,5.786734E-7,0.003951303,1.180492E-6,9.245971E-8,4.636885E-7,6.036848E-6,4.059947E-6,6.84149E-7,1.217453E-5,0.008908671,0.004997715,0.01977592,9.428055E-8,9.185294,1.162918E-4,520934.9,520934.9
0.048,15.52019,-2484876.0,962.1869,962.1869,0.001805082,1.0,0.9245331,0.004460017,5.224767E-7,0.00351365,7.488613E-7,0.01221599,2.275559E-5,1.64265E-4,3.848147E-8,0.007375654,6.114824E-6,3.549962E-6,1.11667E-5,4.704022E-5,1.661014E-6,1.382468E-4,4.910631E-6,0.002133726,3.747579E-4,8.154767E-6,0.001947497,1.022762E-6,5.756336E-5,2.749265E-5,7.558849E-7,1.046669E-6,0.001940727,8.495855E-7,2.387454E-5,3.239709E-7,2.037857E-7,8.929228E-4,1.53607E-4,6.185382E-6,2.358354E-6,1.665667E-4,0.002208679,5.929931E-7,0.003950222,1.169508E-6,9.40896E-8,4.760633E-7,6.094045E-6,4.109065E-6,6.860193E-7,1.226851E-5,0.008886995,0.004981513,0.01970748,9.505495E-8,9.182825,1.163051E-4,520794.9,520794.9
0.049,15.51844,-2441057.0,961.8246,961.8246,0.001805082,1.0,0.9242587,0.004511985,5.169436E-7,0.003551804,7.403579E-7,0.01233664,2.316928E-5,1.666543E-4,3.803838E-8,0.007451154,6.082138E-6,3.624366E-6,1.133543E-5,4.74103E-5,1.695548E-6,1.412351E-4,4.909191E-6,0.002152026,3.78995E-4,8.099704E-6,0.00196664,1.039445E-6,5.820313E-5,2.811957E-5,7.769213E-7,1.053462E-6,0.001958169,8.655558E-7,2.408271E-5,3.312168E-7,2.093643E-7,8.990946E-4,1.539976E-4,6.287672E-6,2.420414E-6,1.679686E-4,0.00222691,6.072927E-7,0.003949163,1.15881E-6,9.569893E-8,4.884692E-7,6.150188E-6,4.157502E-6,6.877768E-7,1.236031E-5,0.008865684,0.004965594,0.01964027,9.581246E-8,9.1804,1.163182E-4,520657.3,520657.3
0.05,15.51673,-2398697.0,961.4686,961.4686,0.001805082,1.0,0.9239887,0.004563265,5.115611E-7,0.003589402,7.320947E-7,0.01245529,2.357922E-5,1.690251E-4,3.760781E-8,0.007525435,6.049964E-6,3.698363E-6,1.150213E-5,4.777294E-5,1.729932E-6,1.442071E-4,4.907259E-6,0.00216996,3.831706E-4,8.045887E-6,0.001985457,1.055923E-6,5.883404E-5,2.874484E-5,7.979828E-7,1.06009E-6,0.001975275,8.813876E-7,2.428702E-5,3.384363E-7,2.149575E-7,9.051106E-4,1.5437E-4,6.388794E-6,2.482533E-6,1.693417E-4,0.002244765,6.215709E-7,0.003948127,1.148384E-6,9.72881E-8,5.00905E-7,6.205314E-6,4.205279E-6,6.894276E-7,1.245003E-5,0.008844725,0.004949949,0.01957423,9.655373E-8,9.178016,1.16331E-4,520522.1,520522.1
0.051,15.51504,-2357725.0,961.1187,961.1187,0.001805082,1.0,0.923723,0.004613877,5.063224E-7,0.003626463,7.240606E-7,0.01257199,2.398546E-5,1.713779E-4,3.718919E-8,0.007598534,6.018291E-6,3.771956E-6,1.166683E-5,4.81284E-5,1.764166E-6,1.471628E-4,4.904868E-6,0.002187541,3.872864E-4,7.993266E-6,0.00200396,1.072201E-6,5.945635E-5,2.936844E-5,8.190659E-7,1.06656E-6,0.001992055,8.970832E-7,2.448759E-5,3.456293E-7,2.205647E-7,9.109765E-4,1.547249E-4,6.488773E-6,2.544704E-6,1.70687E-4,0.002262257,6.358267E-7,0.003947113,1.138221E-6,9.885752E-8,5.133699E-7,6.259459E-6,4.252414E-6,6.909771E-7,1.253772E-5,0.008824106,0.00493457,0.01950932,9.727935E-8,9.175673,1.163437E-4,520389.2,520389.2
0.052,15.51339,-2318074.0,960.7747,960.7747,0.001805082,1.0,0.9234614,0.004663841,5.012217E-7,0.003663003,7.162462E-7,0.0126868,2.438805E-5,1.737131E-4,3.678202E-8,0.00767049,5.987109E-6,3.845147E-6,1.182958E-5,4.847693E-5,1.798251E-6,1.501023E-4,4.902051E-6,0.002204782,3.913443E-4,7.941796E-6,0.002022157,1.088283E-6,6.007033E-5,2.999036E-5,8.401671E-7,1.072878E-6,0.002008521,9.126447E-7,2.468456E-5,3.527957E-7,2.261851E-7,9.16698E-4,1.550633E-4,6.587635E-6,2.606919E-6,1.720055E-4,0.002279399,6.500591E-7,0.003946119,1.128309E-6,1.004076E-7,5.258632E-7,6.312655E-6,4.298926E-6,6.924305E-7,1.262348E-5,0.008803816,0.004919446,0.01944552,9.798989E-8,9.173368,1.163561E-4,520258.5,520258.5
0.053,15.51176,-2279683.0,960.4364,960.4364,0.001805082,1.0,0.9232038,0.004713174,4.962532E-7,0.003699037,7.086418E-7,0.01279979,2.478704E-5,1.760311E-4,3.638581E-8,0.007741337,5.956408E-6,3.917938E-6,1.199042E-5,4.88188E-5,1.83219E-6,1.530256E-4,4.898837E-6,0.002221694,3.953459E-4,7.891435E-6,0.002040059,1.104175E-6,6.067623E-5,3.061058E-5,8.61283E-7,1.07905E-6,0.002024683,9.280743E-7,2.487806E-5,3.599354E-7,2.318183E-7,9.222803E-4,1.553861E-4,6.685404E-6,2.66917E-6,1.732981E-4,0.002296202,6.642671E-7,0.003945145,1.118639E-6,1.019387E-7,5.383838E-7,6.364936E-6,4.344833E-6,6.937927E-7,1.270738E-5,0.008783846,0.004904572,0.01938278,9.868588E-8,9.171101,1.163683E-4,520129.9,520130.0
0.054,15.51015,-2242491.0,960.1037,960.1037,0.001805082,1.0,0.92295,0.004761895,4.914116E-7,0.003734581,7.012389E-7,0.01291101,2.51825E-5,1.783325E-4,3.600009E-8,0.007811109,5.926177E-6,3.990332E-6,1.214939E-5,4.915422E-5,1.865984E-6,1.559329E-4,4.895252E-6,0.002238287,3.992929E-4,7.842143E-6,0.002057675,1.119879E-6,6.127428E-5,3.122909E-5,8.824106E-7,1.08508E-6,0.002040551,9.43374E-7,2.50682E-5,3.670484E-7,2.374634E-7,9.277283E-4,1.55694E-4,6.782102E-6,2.731451E-6,1.745657E-4,0.002312678,6.7845E-7,0.00394419,1.1092E-6,1.034512E-7,5.509311E-7,6.41633E-6,4.390151E-6,6.950682E-7,1.278947E-5,0.008764185,0.004889937,0.01932106,9.936785E-8,9.168871,1.163804E-4,520003.5,520003.5
0.055,15.50858,-2206443.0,959.7763,959.7763,0.001805082,1.0,0.9227,0.004810021,4.86693E-7,0.003769648,6.940293E-7,0.01302052,2.557447E-5,1.806175E-4,3.562446E-8,0.007879838,5.896407E-6,4.062331E-6,1.230653E-5,4.948343E-5,1.899633E-6,1.588243E-4,4.891323E-6,0.002254572,4.031867E-4,7.793883E-6,0.002075014,1.1354E-6,6.186472E-5,3.184588E-5,9.035469E-7,1.090976E-6,0.002056135,9.58546E-7,2.52551E-5,3.741345E-7,2.4312E-7,9.33047E-4,1.559877E-4,6.877754E-6,2.793755E-6,1.75809E-4,0.002328837,6.926071E-7,0.003943254,1.099985E-6,1.049455E-7,5.635044E-7,6.466867E-6,4.434897E-6,6.962612E-7,1.286982E-5,0.008744824,0.004875535,0.01926035,1.000363E-7,9.166677,1.163922E-4,519879.0,519879.0
0.05576833,15.50739,-2179505.0,959.5284,959.5284,0.001805082,1.0,0.9225104,0.004846594,4.831459E-7,0.003796269,6.886171E-7,0.01310351,2.587325E-5,1.823621E-4,3.534248E-8,0.007931939,5.873847E-6,4.117378E-6,1.242602E-5,4.973218E-5,1.925389E-6,1.610348E-4,4.888079E-6,0.002266877,4.061425E-4,7.757489E-6,0.002088149,1.147201E-6,6.231321E-5,3.231859E-5,9.197909E-7,1.095414E-6,0.002067916,9.701157E-7,2.539652E-5,3.795604E-7,2.474738E-7,9.370465E-4,1.562039E-4,6.950534E-6,2.841639E-6,1.76748E-4,0.00234104,7.034659E-7,0.003942548,1.093053E-6,1.060811E-7,5.731824E-7,6.505119E-6,4.468889E-6,6.971233E-7,1.293039E-5,0.008730151,0.004864627,0.01921437,1.005407E-7,9.165014,1.164011E-4,519784.7,519784.7
0.056,15.50703,-2171511.0,959.4543,959.4543,0.001805082,1.0,0.9224537,0.00485755,4.820907E-7,0.003804239,6.870075E-7,0.01312832,2.59629E-5,1.828862E-4,3.525861E-8,0.007947523,5.867099E-6,4.133927E-6,1.246182E-5,4.980644E-5,1.933137E-6,1.616993E-4,4.887063E-6,0.00227055,4.070274E-4,7.746639E-6,0.002092075,1.150737E-6,6.244752E-5,3.246091E-5,9.246895E-7,1.096736E-6,0.002071434,9.735885E-7,2.543878E-5,3.81193E-7,2.48788E-7,9.38237E-4,1.562674E-4,6.97235E-6,2.856079E-6,1.770282E-4,0.002344682,7.067368E-7,0.003942337,1.090989E-6,1.064213E-7,5.761039E-7,6.51655E-6,4.479069E-6,6.973736E-7,1.294845E-5,0.008725763,0.004861366,0.01920063,1.006912E-7,9.164517,1.164038E-4,519756.5,519756.5
0.057,15.5055,-2137611.0,959.1373,959.1373,0.001805082,1.0,0.9222109,0.004904525,4.776005E-7,0.003838387,6.801614E-7,0.01323454,2.634801E-5,1.851396E-4,3.490193E-8,0.008014243,5.838226E-6,4.205139E-6,1.261539E-5,5.012376E-5,1.966501E-6,1.645588E-4,4.882512E-6,0.002286245,4.108186E-4,7.700335E-6,0.00210888,1.165902E-6,6.302326E-5,3.307422E-5,9.458352E-7,1.102373E-6,0.002086471,9.885094E-7,2.561947E-5,3.882251E-7,2.544661E-7,9.433085E-4,1.565346E-4,7.06596E-6,2.918414E-6,1.782251E-4,0.002360236,7.208396E-7,0.003941437,1.082196E-6,1.0788E-7,5.887273E-7,6.565444E-6,4.522707E-6,6.984129E-7,1.302548E-5,0.008706978,0.004847413,0.01914183,1.013337E-7,9.16239,1.164153E-4,519635.9,519635.9
0.058,15.504,-2104704.0,958.8251,958.8251,0.001805082,1.0,0.9219714,0.004950961,4.732167E-7,0.003872105,6.73484E-7,0.01333921,2.672984E-5,1.87378E-4,3.455405E-8,0.008080023,5.80978E-6,4.275972E-6,1.276727E-5,5.043555E-5,1.999728E-6,1.67403E-4,4.877686E-6,0.002301665,4.145616E-4,7.654947E-6,0.002125436,1.180898E-6,6.359212E-5,3.368583E-5,9.669816E-7,1.107891E-6,0.002101254,1.003311E-6,2.579728E-5,3.952308E-7,2.601539E-7,9.482655E-4,1.567897E-4,7.158604E-6,2.980756E-6,1.794003E-4,0.002375508,7.34915E-7,0.003940553,1.073599E-6,1.093218E-7,6.013743E-7,6.613571E-6,4.565826E-6,6.993824E-7,1.310098E-5,0.008688464,0.004833668,0.01908393,1.019642E-7,9.160296,1.164265E-4,519517.1,519517.1
0.059,15.50252,-2072747.0,958.5177,958.5177,0.001805082,1.0,0.9217353,0.004996862,4.689379E-7,0.003905398,6.669711E-7,0.01344236,2.710839E-5,1.896016E-4,3.421474E-8,0.008144875,5.781757E-6,4.346421E-6,1.291746E-5,5.074191E-5,2.032817E-6,1.702316E-4,4.872601E-6,0.002316815,4.182571E-4,7.610455E-6,0.002141746,1.195726E-6,6.415417E-5,3.42957E-5,9.881265E-7,1.113292E-6,0.002115785,1.017992E-6,2.597226E-5,4.022097E-7,2.658512E-7,9.5311E-4,1.570332E-4,7.250287E-6,3.043099E-6,1.805543E-4,0.002390502,7.489619E-7,0.003939686,1.065194E-6,1.107467E-7,6.140445E-7,6.660945E-6,4.60843E-6,7.002844E-7,1.317497E-5,0.008670215,0.004820129,0.01902691,1.025829E-7,9.158232,1.164377E-4,519400.1,519400.1
0.05973269,15.50145,-2049919.0,958.2954,958.2954,0.001805082,1.0,0.9215644,0.005030162,4.658644E-7,0.003929529,6.62298E-7,0.013517,2.73837E-5,1.912215E-4,3.397132E-8,0.008191818,5.761487E-6,4.397798E-6,1.302646E-5,5.096303E-5,2.056975E-6,1.722943E-4,4.868719E-6,0.002327747,4.209353E-4,7.578404E-6,0.002153544,1.206485E-6,6.456177E-5,3.474144E-5,1.003617E-6,1.117177E-6,0.002126277,1.028674E-6,2.609871E-5,4.073061E-7,2.700313E-7,9.565902E-4,1.572045E-4,7.316863E-6,3.088775E-6,1.813867E-4,0.002401318,7.592357E-7,0.003939061,1.059153E-6,1.117803E-7,6.233424E-7,6.69519E-6,4.639327E-6,7.009042E-7,1.322825E-5,0.008657009,0.004810337,0.01898568,1.030289E-7,9.15674,1.164457E-4,519315.4,519315.4
