Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_IC3H7_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H5-T_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_NC4H10_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H8-2_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_C5H5_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NC5H12_Soln#21 (),Mole_fraction_NC5H11_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC6H12_Soln#21 (),Mole_fraction_NC7H15_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C6H5C2H3_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_NC10H21_Soln#21 (),Mole_fraction_NC12H25_Soln#21 (),Mole_fraction_NC12H26_Soln#21 (),Mole_fraction_NC16H34_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
0.0,15.7,-2.703379E14,2000.0,2000.0,9.025412E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.74867E-5,535064.1,535064.1
3.365333E-13,15.6999,-2.709797E14,1999.977,1999.977,9.025412E-4,1.0,0.9514553,2.518674E-9,7.354693E-16,1.908081E-9,2.845159E-13,7.42642E-7,5.302333E-9,5.31786E-12,1.621079E-15,1.588535E-13,6.322846E-12,7.422577E-7,7.077354E-9,6.112993E-7,1.245418E-17,4.69381E-15,1.212716E-13,3.148924E-17,1.006571E-13,7.43073E-7,9.716695E-27,3.231857E-9,4.330774E-14,6.111043E-7,1.551718E-10,1.277427E-19,3.684168E-18,8.799521E-19,3.418701E-17,1.592769E-26,2.694724E-23,8.677039E-30,2.818538E-28,1.117508E-17,1.181605E-6,3.200179E-9,1.416247E-17,6.176229E-10,2.783345E-6,2.399858E-9,0.004080989,1.230139E-10,4.93445E-33,8.940323E-23,2.576266E-46,6.375683E-7,1.312815E-6,0.01103145,0.006638194,0.02678442,9.43438,5.748707E-5,535061.5,535061.5
1.198248E-11,15.69657,-2.90841E14,1999.168,1999.168,9.025412E-4,1.0,0.9512721,2.875227E-6,2.855868E-11,2.275686E-6,3.986766E-10,3.062765E-5,6.289462E-6,7.14408E-9,2.657817E-12,2.203015E-10,8.749195E-9,3.012939E-5,8.441896E-6,2.1669E-5,2.192129E-14,7.698326E-12,1.547349E-10,1.193224E-12,1.424995E-10,3.106064E-5,3.956334E-19,3.842179E-6,5.888385E-11,2.142519E-5,1.943075E-7,5.392287E-15,8.860146E-14,1.107854E-15,9.734783E-13,1.579076E-20,3.239581E-17,2.585682E-22,2.99292E-22,5.891056E-13,3.966301E-5,3.807518E-6,3.432297E-12,7.279869E-7,8.914188E-5,2.840292E-6,0.004080199,4.378511E-9,7.810289E-27,3.883915E-18,5.354424E-36,2.138729E-5,4.169802E-5,0.01096594,0.006577891,0.02673907,9.432563,5.749926E-5,534958.5,534958.5
1.228198E-10,15.67423,-3.460104E14,1990.065,1990.065,9.025412E-4,1.0,0.9482905,1.875715E-4,2.053792E-8,1.430145E-4,6.582503E-8,5.406121E-4,3.784401E-4,9.784062E-7,8.182702E-10,3.603522E-8,1.337261E-6,4.941782E-4,5.24015E-4,2.134949E-4,6.050122E-11,1.83306E-9,1.658173E-8,1.066711E-9,2.367078E-8,5.376575E-4,4.224763E-14,2.341562E-4,8.594458E-9,1.911745E-4,1.806639E-5,2.156533E-11,7.886727E-11,1.079759E-13,7.212774E-10,1.240324E-16,2.319903E-13,1.881188E-17,2.828399E-18,1.840114E-9,2.193237E-4,2.315263E-4,1.631404E-8,4.221043E-5,3.904229E-4,1.676232E-4,0.004067359,4.859432E-8,2.331786E-22,5.607523E-15,4.473992E-29,1.140535E-4,1.710623E-4,0.01037549,0.00604755,0.02638745,9.402998,5.758122E-5,533281.7,533281.7
3.466885E-10,15.6432,-2.883257E14,1972.376,1972.376,9.025412E-4,1.0,0.9417271,7.386305E-4,2.469173E-7,5.343969E-4,6.188158E-7,0.001709876,0.001369404,8.029073E-6,1.320371E-8,3.798164E-7,1.159074E-5,0.001489384,0.001915395,5.621061E-4,2.520607E-9,1.765387E-8,1.258404E-7,1.690439E-8,2.214501E-7,0.001620548,4.676003E-12,8.477974E-4,7.952611E-8,4.245781E-4,1.136171E-4,1.357181E-9,1.260295E-9,7.402456E-13,9.184552E-9,5.021867E-15,9.769562E-12,1.986253E-15,1.341323E-16,5.82213E-8,2.242333E-4,8.203059E-4,3.392271E-7,1.484122E-4,3.700881E-4,5.875104E-4,0.004039028,1.775579E-7,3.118075E-20,1.334552E-13,4.830519E-26,1.08998E-4,1.518325E-4,0.009402489,0.005211426,0.02582611,9.337901,5.769544E-5,529589.8,529589.8
9.547835E-10,15.57705,-1.798111E14,1938.391,1938.391,9.025412E-4,1.0,0.9294441,0.001982214,1.87167E-6,0.001318276,4.199605E-6,0.003903771,0.003296476,4.353191E-5,1.801258E-7,3.434757E-6,6.94449E-5,0.003215651,0.004479913,0.001328726,4.943293E-8,1.074977E-7,7.967695E-7,1.710205E-7,1.572464E-6,0.003504903,2.529552E-10,0.001977016,5.997773E-7,7.14013E-4,5.182203E-4,4.787261E-8,1.272399E-8,4.231105E-12,7.701641E-8,1.691271E-13,3.613714E-10,1.613198E-13,4.146067E-15,9.700788E-7,1.489049E-4,0.001804006,3.408117E-6,3.41153E-4,2.476897E-4,0.001316614,0.003985378,7.77317E-7,3.847196E-18,2.223557E-12,4.672745E-23,6.483127E-5,9.243399E-5,0.007689103,0.003843403,0.02461607,9.215975,5.794044E-5,522674.9,522674.9
2.558352E-9,15.46274,-8.904926E13,1889.098,1889.098,9.025412E-4,1.0,0.912579,0.004094848,1.014542E-5,0.0025876,2.064061E-5,0.0068598,0.006298336,1.483391E-4,1.79001E-6,2.53463E-5,2.77495E-4,0.005108668,0.007748887,0.002689083,5.265912E-7,4.434316E-7,4.099708E-6,1.003694E-6,8.72928E-6,0.005585306,7.384936E-9,0.003408528,3.651499E-6,8.431212E-4,0.001582,8.73699E-7,7.408368E-8,2.342394E-11,4.688415E-7,4.888882E-12,9.143157E-9,9.260013E-12,8.07375E-14,8.947832E-6,8.082271E-5,0.00280449,2.107473E-5,5.806185E-4,1.353082E-4,0.002149301,0.003908424,3.474431E-6,3.884421E-16,2.816914E-11,3.291795E-20,2.898385E-5,4.291378E-5,0.005522774,0.002325772,0.02246018,9.048015,5.836879E-5,513149.2,513149.2
5.963684E-9,15.33438,-4.217412E13,1838.446,1838.446,9.025412E-4,1.0,0.8957867,0.006372602,3.910002E-5,0.004540301,6.834665E-5,0.009576415,0.01044127,3.441438E-4,1.075981E-5,1.188491E-4,6.8589E-4,0.006073252,0.01068228,0.004304679,2.842953E-6,1.301934E-6,1.478842E-5,3.162226E-6,3.375102E-5,0.006576081,9.97381E-8,0.004633397,1.484283E-5,7.690392E-4,0.003125821,6.78515E-6,2.47096E-7,1.386517E-10,1.853012E-6,6.977331E-11,1.046016E-7,2.402296E-10,9.044167E-13,4.290413E-5,4.391753E-5,0.003379133,7.848745E-5,7.756234E-4,7.131441E-5,0.00275853,0.00382197,1.180751E-5,2.042446E-14,2.540019E-10,7.023429E-18,1.247663E-5,1.857876E-5,0.003711089,0.001271204,0.01972274,8.879118,5.885736E-5,503570.4,503570.4
6.395432E-9,15.32348,-3.945905E13,1834.085,1834.085,9.025412E-4,1.0,0.8943321,0.006554077,4.369801E-5,0.004774142,7.501508E-5,0.009785327,0.01089272,3.678753E-4,1.242219E-5,1.337596E-4,7.301304E-4,0.006099176,0.01092292,0.004446309,3.223983E-6,1.421948E-6,1.635297E-5,3.431334E-6,3.753835E-5,0.006590152,1.22557E-7,0.004727148,1.653774E-5,7.586106E-4,0.003274913,7.896116E-6,2.718407E-7,1.630039E-10,2.060335E-6,8.578597E-11,1.260944E-7,3.111741E-10,1.105276E-12,4.822021E-5,4.173856E-5,0.003411416,8.661365E-5,7.899301E-4,6.741037E-5,0.002800747,0.003813677,1.299649E-5,2.840029E-14,3.061018E-10,1.078317E-17,1.162207E-5,1.724799E-5,0.003574386,0.001200773,0.01946014,8.864352,5.889921E-5,502733.0,502733.0
7.663685E-9,15.29571,-3.309832E13,1822.743,1822.743,9.025412E-4,1.0,0.8905209,0.007000373,5.835454E-5,0.005458169,9.509662E-5,0.01029855,0.01216522,4.372481E-4,1.798431E-5,1.802133E-4,8.504939E-4,0.006118631,0.011546,0.004809986,4.421671E-6,1.78941E-6,2.112495E-5,4.205496E-6,4.920521E-5,0.006564942,2.077648E-7,0.004961979,2.174111E-5,7.305557E-4,0.003672973,1.154962E-5,3.493316E-7,2.494027E-10,2.696073E-6,1.450695E-10,2.024346E-7,6.026997E-10,1.861913E-12,6.467372E-5,3.661335E-5,0.003485404,1.109457E-4,8.252541E-4,5.816162E-5,0.002903633,0.003791145,1.658354E-5,6.675778E-14,4.981206E-10,3.231896E-17,9.689079E-6,1.418992E-5,0.003232452,0.001030784,0.01875523,8.825534,5.900618E-5,500531.4,500531.4
8.633022E-9,15.27796,-2.939377E13,1815.256,1815.256,9.025412E-4,1.0,0.8879752,0.007269388,7.070083E-5,0.005979834,1.108469E-4,0.01060835,0.01309249,4.901124E-4,2.291718E-5,2.178724E-4,9.333957E-4,0.006092,0.01195748,0.005043916,5.402153E-6,2.08548E-6,2.491568E-5,4.780152E-6,5.856675E-5,0.006497003,2.928539E-7,0.005109774,2.589547E-5,7.116948E-4,0.003943742,1.469428E-5,4.141775E-7,3.311689E-10,3.203792E-6,2.035212E-10,2.742095E-7,9.244404E-10,2.630145E-12,7.791976E-5,3.361193E-5,0.003527279,1.298111E-4,8.470703E-4,5.270613E-5,0.00296626,0.003775392,1.939407E-5,1.172565E-13,6.883997E-10,6.589576E-17,8.613076E-6,1.245374E-5,0.003017131,9.284212E-4,0.01827157,8.79949,5.907472E-5,499054.4,499054.4
9.841547E-9,15.25917,-2.571884E13,1807.026,1807.026,9.025412E-4,1.0,0.8851411,0.007535305,8.746506E-5,0.006629583,1.308577E-4,0.01091548,0.01420245,5.55925E-4,2.989055E-5,2.66761E-4,0.001026647,0.006024954,0.01241276,0.005292393,6.68531E-6,2.473206E-6,2.977272E-5,5.476386E-6,7.064343E-5,0.006372883,4.255191E-7,0.005265441,3.122795E-5,6.909933E-4,0.004248649,1.898449E-5,5.030124E-7,4.531368E-10,3.856884E-6,2.934299E-10,3.799782E-7,1.468776E-9,3.854021E-12,9.502593E-5,3.061686E-5,0.003567951,1.534262E-4,8.696525E-4,4.724155E-5,0.003030391,0.003757135,2.294934E-5,2.178619E-13,9.849444E-10,1.428087E-16,7.585696E-6,1.076966E-5,0.002789588,8.243382E-4,0.01772193,8.77038,5.914744E-5,497403.4,497403.4
1.177212E-8,15.23516,-2.1307E13,1795.832,1795.832,9.025412E-4,1.0,0.88121,0.007835229,1.173546E-4,0.007664335,1.634611E-4,0.01126274,0.01588421,6.606925E-4,4.290484E-5,3.478572E-4,0.001154814,0.005867865,0.01304264,0.005609951,8.835198E-6,3.135172E-6,3.774192E-5,6.545614E-6,9.056945E-5,0.006117526,7.040716E-7,0.005465446,3.99679E-5,6.632853E-4,0.004675889,2.654974E-5,6.661207E-7,6.958302E-10,4.933196E-6,4.786976E-10,5.857646E-7,2.726908E-9,6.522165E-12,1.232386E-4,2.698292E-5,0.003616085,1.909335E-4,8.979695E-4,4.060629E-5,0.003109852,0.003730472,2.868117E-5,5.072004E-13,1.611939E-9,4.033756E-16,6.407497E-6,8.804766E-6,0.002494662,6.959439E-4,0.01694154,8.729788,5.924066E-5,495101.3,495101.3
1.324084E-8,15.22073,-1.875795E13,1788.552,1788.552,9.025412E-4,1.0,0.8785956,0.007984353,1.426028E-4,0.008445873,1.886376E-4,0.01143429,0.01709729,7.397817E-4,5.431942E-5,4.109675E-4,0.001237283,0.005723645,0.01346283,0.005799785,1.052411E-5,3.673158E-6,4.391226E-5,7.327551E-6,1.060267E-4,0.005896306,9.749048E-7,0.00558805,4.670666E-5,6.456906E-4,0.004961886,3.278061E-5,8.098233E-7,9.209258E-10,5.769915E-6,6.558066E-10,7.716375E-7,4.052856E-9,9.234861E-12,1.450844E-4,2.485112E-5,0.003644072,2.190145E-4,9.148598E-4,3.673015E-5,0.003156739,0.003711829,3.304005E-5,8.810403E-13,2.229351E-9,7.870726E-16,5.75369E-6,7.700423E-6,0.002311333,6.199913E-4,0.01641183,8.702648,5.929685E-5,493562.1,493562.1
1.43935E-8,15.21123,-1.710056E13,1783.431,1783.431,9.025412E-4,1.0,0.8767241,0.008064195,1.638989E-4,0.009053725,2.085552E-4,0.01152404,0.01801291,8.012506E-4,6.416886E-5,4.608652E-4,0.00129402,0.005601871,0.01376533,0.00592357,1.186817E-5,4.115539E-6,4.878945E-5,7.924466E-6,1.182299E-4,0.005714208,1.224939E-6,0.005670681,5.200728E-5,6.335355E-4,0.005167206,3.790183E-5,9.354965E-7,1.122439E-9,6.433176E-6,8.176359E-10,9.344821E-7,5.341912E-9,1.183573E-11,1.622958E-4,2.344501E-5,0.003662655,2.406684E-4,9.259968E-4,3.418993E-5,0.003187427,0.003698021,3.644018E-5,1.301561E-12,2.806466E-9,1.256518E-15,5.338113E-6,6.995107E-6,0.002186124,5.69882E-4,0.01602773,8.683149,5.933388E-5,492456.2,492456.2
1.606301E-8,15.19981,-1.510052E13,1776.774,1776.774,9.025412E-4,1.0,0.8742459,0.008133624,1.969897E-4,0.009922597,2.375803E-4,0.0115964,0.01928634,8.890067E-4,7.977847E-5,5.331683E-4,0.001365177,0.005418139,0.01416928,0.006070385,1.382832E-5,4.786532E-6,5.587315E-5,8.765966E-6,1.358915E-4,0.005444701,1.647334E-6,0.005773541,5.965696E-5,6.179914E-4,0.005439616,4.561002E-5,1.138757E-6,1.453342E-9,7.39945E-6,1.088852E-9,1.195521E-6,7.627195E-9,1.642715E-11,1.871376E-4,2.171803E-5,0.003685876,2.713297E-4,9.395203E-4,3.109905E-5,0.003224396,0.003679131,4.131177E-5,2.167465E-12,3.7964E-9,2.303076E-15,4.844795E-6,6.157399E-6,0.002027736,5.086114E-4,0.01551308,8.657236,5.937847E-5,490986.6,490986.6
1.743505E-8,15.19213,-1.373124E13,1771.868,1771.868,9.025412E-4,1.0,0.8723833,0.008157792,2.261125E-4,0.01062417,2.61544E-4,0.01161327,0.02028902,9.597312E-4,9.375173E-5,5.922543E-4,0.001414982,0.005264227,0.01447621,0.006166979,1.544046E-5,5.363623E-6,6.168866E-5,9.439449E-6,1.503061E-4,0.00522257,2.048759E-6,0.005845979,6.588849E-5,6.06692E-4,0.005644643,5.215088E-5,1.32534E-6,1.759969E-9,8.195404E-6,1.34534E-9,1.431181E-6,9.897678E-9,2.100863E-11,2.073432E-4,2.050984E-5,0.003702546,2.958497E-4,9.487666E-4,2.896317E-5,0.003249434,0.003664473,4.525514E-5,3.163547E-12,4.753671E-9,3.595533E-15,4.510677E-6,5.592162E-6,0.00191403,4.661245E-4,0.01512192,8.637692,5.940845E-5,489878.1,489878.1
1.912833E-8,15.18442,-1.2303E13,1766.4,1766.4,9.025412E-4,1.0,0.8702669,0.008155663,2.643588E-4,0.01147174,2.912071E-4,0.01159069,0.02147534,0.001044955,1.123506E-4,6.643708E-4,0.001466994,0.005074132,0.01482931,0.006261556,1.741995E-5,6.106029E-6,6.883252E-5,1.025097E-5,1.678723E-4,0.004951922,2.612159E-6,0.005923306,7.347809E-5,5.942007E-4,0.005877847,6.041846E-5,1.580621E-6,2.181569E-9,9.176641E-6,1.704971E-9,1.746641E-6,1.321215E-8,2.777882E-11,2.318684E-4,1.921942E-5,0.003720878,3.252212E-4,9.583156E-4,2.671365E-5,0.003275006,0.003647335,5.003367E-5,4.834972E-12,6.122434E-9,5.904857E-15,4.163435E-6,5.00939E-6,0.001790133,4.212994E-4,0.01467304,8.615414,5.943865E-5,488614.7,488614.7
2.132149E-8,15.17675,-1.078253E13,1760.121,1760.121,9.025412E-4,1.0,0.867778,0.008113009,3.175022E-4,0.01253566,3.297119E-4,0.01150397,0.02293332,0.00115149,1.385278E-4,7.559532E-4,0.001520914,0.004831792,0.01525163,0.006351189,1.995143E-5,7.114041E-6,7.799594E-5,1.127413E-5,1.90121E-4,0.004612133,3.452823E-6,0.006007636,8.310139E-5,5.798908E-4,0.006152428,7.135647E-5,1.953109E-6,2.798525E-9,1.044132E-5,2.243881E-9,2.192692E-6,1.837868E-8,3.858389E-11,2.627502E-4,1.780067E-5,0.003741759,3.617698E-4,9.682381E-4,2.428768E-5,0.003301108,0.003626523,5.606274E-5,7.902625E-12,8.215441E-9,1.044347E-14,3.792437E-6,4.395945E-6,0.001651297,3.729458E-4,0.01413926,8.589123,5.946868E-5,487123.6,487123.6
2.237321E-8,15.17384,-1.015768E13,1757.382,1757.382,9.025412E-4,1.0,0.8666715,0.008080335,3.443615E-4,0.01303118,3.481944E-4,0.01144362,0.02360288,0.001200901,1.518641E-4,7.990044E-4,0.001542065,0.004718166,0.01544219,0.006383327,2.1148E-5,7.614844E-6,8.234458E-5,1.175498E-5,2.005497E-4,0.004454728,3.899652E-6,0.006042902,8.762258E-5,5.736276E-4,0.006274638,7.666529E-5,2.14863E-6,3.122755E-9,1.104405E-5,2.532469E-9,2.420516E-6,2.121447E-8,4.465701E-11,2.771452E-4,1.720059E-5,0.003750815,3.78698E-4,9.721931E-4,2.327906E-5,0.003311309,0.003617043,5.888619E-5,9.806186E-12,9.350992E-9,1.339759E-14,3.638679E-6,4.145696E-6,0.001591848,3.528645E-4,0.01389991,8.577403,5.948007E-5,486458.9,486458.9
2.434157E-8,15.16951,-9.132882E12,1752.663,1752.663,9.025412E-4,1.0,0.8647319,0.008003285,3.968955E-4,0.01393153,3.827964E-4,0.01130435,0.02480745,0.001290278,1.780903E-4,8.77897E-4,0.001574521,0.004511216,0.01578093,0.006428,2.335128E-5,8.580368E-6,9.039073E-5,1.263997E-5,2.195959E-4,0.00417115,4.809923E-6,0.006101527,9.590841E-5,5.627427E-4,0.006489131,8.666908E-5,2.544015E-6,3.778999E-9,1.216396E-5,3.12677E-9,2.869272E-6,2.715493E-8,5.771501E-11,3.03283E-4,1.618965E-5,0.003766304,4.09353E-4,9.784423E-4,2.160659E-5,0.00332706,0.003600086,6.4049E-5,1.426018E-11,1.17108E-8,2.060389E-14,3.38356E-6,3.737242E-6,0.001490866,3.196332E-4,0.01347729,8.556814,5.949706E-5,485291.2,485291.2
2.633887E-8,15.16635,-8.250544E12,1748.344,1748.344,9.025412E-4,1.0,0.8629178,0.007909287,4.530552E-4,0.01480791,4.179058E-4,0.01113457,0.02596868,0.001376695,2.062657E-4,9.555745E-4,0.001599127,0.004309737,0.01610367,0.006456234,2.553366E-5,9.595174E-6,9.84203E-5,1.35203E-5,2.382476E-4,0.003899011,5.828658E-6,0.006152815,1.040726E-4,5.526145E-4,0.006690142,9.686652E-5,2.984266E-6,4.510831E-9,1.32881E-5,3.804212E-9,3.352189E-6,3.403127E-8,7.339346E-11,3.286619E-4,1.528733E-5,0.003780224,4.391249E-4,9.834903E-4,2.014472E-5,0.003339271,0.003583841,6.912474E-5,2.015189E-11,1.442186E-8,3.060493E-14,3.159677E-6,3.387198E-6,0.001399984,2.906967E-4,0.01307846,8.537509,5.950947E-5,484196.4,484196.4
2.851298E-8,15.16405,-7.433034E12,1744.1,1744.1,9.025412E-4,1.0,0.8610955,0.007794725,5.172258E-4,0.01571839,4.561086E-4,0.01092481,0.02716748,0.001465763,2.385571E-4,0.0010373,0.001617786,0.004100861,0.01643417,0.006471398,2.784352E-5,1.073664E-5,1.069955E-4,1.446097E-5,2.577357E-4,0.003621192,7.040611E-6,0.006201049,1.126752E-4,5.424285E-4,0.006892568,1.079702E-4,3.507682E-6,5.38319E-9,1.449647E-5,4.630002E-9,3.906502E-6,4.248712E-8,9.347736E-11,3.549113E-4,1.441912E-5,0.00379345,4.700655E-4,9.877719E-4,1.876794E-5,0.003348996,0.003567149,7.446465E-5,2.840207E-11,1.773836E-8,4.525519E-14,2.947342E-6,3.063861E-6,0.001312004,2.635858E-4,0.0126743,8.518073,5.951848E-5,483094.1,483094.1
3.038265E-8,15.16285,-6.826153E12,1740.778,1740.778,9.025412E-4,1.0,0.8596397,0.007689636,5.747643E-4,0.01646499,4.889452E-4,0.01072868,0.0281476,0.001538176,2.67547E-4,0.00110519,0.00162804,0.003930131,0.01670316,0.006474077,2.977308E-5,1.174647E-5,1.142274E-4,1.525705E-5,2.73798E-4,0.003397588,8.163385E-6,0.006237342,1.198364E-4,5.3424E-4,0.007054767,1.174901E-4,3.994067E-6,6.196871E-9,1.552232E-5,5.416558E-9,4.40491E-6,5.056224E-8,1.134513E-10,3.763096E-4,1.375075E-5,0.003803276,4.955074E-4,9.906127E-4,1.772914E-5,0.003354868,0.003553546,7.890576E-5,3.725026E-11,2.089547E-8,6.159445E-14,2.785768E-6,2.824233E-6,0.001243994,2.432533E-4,0.01234877,8.502515,5.952317E-5,482211.7,482211.7
3.249147E-8,15.16222,-6.22859E12,1737.345,1737.345,9.025412E-4,1.0,0.8581063,0.007566902,6.420786E-4,0.01726707,5.259621E-4,0.01049463,0.02920043,0.001615254,3.014587E-4,0.001179118,0.001634115,0.00374739,0.01699155,0.006467963,3.188543E-5,1.291415E-5,1.222239E-4,1.614234E-5,2.911352E-4,0.003161978,9.512594E-6,0.006273533,1.276552E-4,5.255306E-4,0.007226163,1.281679E-4,4.582123E-6,7.18559E-9,1.666437E-5,6.391679E-9,4.98895E-6,6.055017E-8,1.391794E-10,3.99132E-4,1.306936E-5,0.003812685,5.229765E-4,9.930346E-4,1.66897E-5,0.003359156,0.003538964,8.37525E-5,4.942787E-11,2.479326E-8,8.489583E-14,2.622608E-6,2.588451E-6,0.001174465,2.230449E-4,0.01200329,8.486104,5.952567E-5,481281.0,481281.0
3.396982E-8,15.16215,-5.855943E12,1735.114,1735.114,9.025412E-4,1.0,0.8570933,0.007479521,6.906908E-4,0.01780446,5.519005E-4,0.01032458,0.02990716,0.001666434,3.259253E-4,0.001229291,0.001635356,0.003625371,0.01718513,0.00645898,3.332584E-5,1.374956E-5,1.277282E-4,1.675579E-5,3.027987E-4,0.003006955,1.050697E-5,0.00629636,1.329768E-4,5.197118E-4,0.007339787,1.356034E-4,5.018831E-6,7.923934E-9,1.74555E-5,7.1327E-9,5.411087E-6,6.81E-8,1.593446E-10,4.143061E-4,1.263114E-5,0.003818243,5.414956E-4,9.943062E-4,1.603189E-5,0.003360882,0.003529186,8.705099E-5,5.949455E-11,2.773691E-8,1.047333E-13,2.518465E-6,2.441429E-6,0.001129666,2.103414E-4,0.01177349,8.475247,5.952593E-5,480665.2,480665.2
3.588297E-8,15.16246,-5.421702E12,1732.42,1732.42,9.025412E-4,1.0,0.8558505,0.007366038,7.55219E-4,0.01847012,5.854555E-4,0.01009939,0.03078565,0.001729259,3.583515E-4,0.001292239,0.001633754,0.003474694,0.01742606,0.006442697,3.514097E-5,1.484979E-5,1.347284E-4,1.754173E-5,3.173007E-4,0.002818239,1.184841E-5,0.006323248,1.39674E-4,5.12488E-4,0.007479644,1.451529E-4,5.613297E-6,8.935302E-9,1.846785E-5,8.164246E-9,5.971673E-6,7.852918E-8,1.881696E-10,4.329487E-4,1.210598E-5,0.003824186,5.646054E-4,9.954998E-4,1.525474E-5,0.003361752,0.003517036,9.120282E-5,7.456523E-11,3.180169E-8,1.352312E-13,2.39444E-6,2.270059E-6,0.001075914,1.954342E-4,0.01148985,8.461915,5.952474E-5,479909.1,479909.1
3.792657E-8,15.1632,-5.009133E12,1729.756,1729.756,9.025412E-4,1.0,0.8546004,0.007245467,8.260211E-4,0.01914505,6.212859E-4,0.00985469,0.03168164,0.001792246,3.938432E-4,0.001357068,0.00162856,0.003322424,0.01767248,0.006420607,3.701998E-5,1.60472E-5,1.42055E-4,1.837226E-5,3.320687E-4,0.002630791,1.334347E-5,0.006349125,1.465997E-4,5.051106E-4,0.007620931,1.552519E-4,6.284048E-6,1.0086E-8,1.953521E-5,9.359466E-9,6.586889E-6,9.047486E-8,2.225043E-10,4.516504E-4,1.159092E-5,0.003829005,5.882791E-4,9.962823E-4,1.450443E-5,0.003361188,0.003504641,9.549806E-5,9.34169E-11,3.645728E-8,1.745084E-13,2.273608E-6,2.107142E-6,0.001023141,1.81162E-4,0.01120253,8.448491,5.952183E-5,479147.8,479147.8
3.992668E-8,15.16427,-4.648962E12,1727.34,1727.34,9.025412E-4,1.0,0.8534468,0.007129054,8.970444E-4,0.01977072,6.563447E-4,0.009613086,0.03251881,0.001849923,4.293364E-4,0.00141818,0.001620486,0.003181679,0.01790363,0.006395288,3.880061E-5,1.723968E-5,1.490781E-4,1.917699E-5,3.458195E-4,0.002460668,1.486247E-5,0.006372027,1.531592E-4,4.981916E-4,0.007751904,1.650252E-4,6.975433E-6,1.128353E-8,2.056624E-5,1.062583E-8,7.204035E-6,1.02954E-7,2.598008E-10,4.687788E-4,1.112695E-5,0.003832226,6.10495E-4,9.966207E-4,1.383863E-5,0.003359333,0.003493049,9.956872E-5,1.148431E-10,4.132179E-8,2.204221E-13,2.165435E-6,1.964795E-6,9.755674E-4,1.686119E-4,0.01093555,8.436094,5.951762E-5,478444.7,478444.7
