Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_IC3H7_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H5-T_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_NC4H10_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H8-2_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_C5H5_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NC5H12_Soln#21 (),Mole_fraction_NC5H11_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC6H12_Soln#21 (),Mole_fraction_NC7H15_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C6H5C2H3_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_NC10H21_Soln#21 (),Mole_fraction_NC12H25_Soln#21 (),Mole_fraction_NC12H26_Soln#21 (),Mole_fraction_NC16H34_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
9.025421E-6,16.27314,-7.939562E9,1700.428,1700.428,9.025412E-4,1.0,0.776799,4.066376E-4,0.05823622,0.001640056,0.004110118,2.597095E-5,0.102848,1.7353E-4,0.02567293,2.944872E-4,1.525708E-6,8.566126E-7,0.01238543,4.923799E-4,8.85451E-6,0.002277637,0.00177698,0.001205428,4.266899E-6,4.44161E-9,3.085931E-7,1.26449E-4,2.912567E-5,3.651863E-6,0.003849498,5.867762E-5,0.002631079,2.595764E-4,0.001185354,9.566354E-5,4.903035E-4,7.611299E-5,2.947512E-5,1.936058E-9,4.153044E-12,7.725401E-7,4.134279E-5,8.569705E-9,2.093956E-15,3.253997E-11,0.00208795,3.692829E-4,1.398681E-5,3.659863E-5,6.874133E-7,6.419546E-34,-7.002076E-55,-1.592811E-54,-3.449475E-59,8.383224E-29,7.73877,5.5462E-5,438896.7,438896.8
9.035413E-6,16.27314,-7.933095E9,1700.407,1700.407,9.025412E-4,1.0,0.7767899,4.063735E-4,0.0582484,0.001638482,0.00410749,2.594281E-5,0.1028526,1.733675E-4,0.02568172,2.93856E-4,1.52228E-6,8.544681E-7,0.01237626,4.919055E-4,8.842282E-6,0.002278405,0.001777058,0.001205382,4.248031E-6,4.418377E-9,3.073055E-7,1.262186E-4,2.907618E-5,3.647635E-6,0.003846888,5.859453E-5,0.002631229,2.597998E-4,0.00118603,9.571629E-5,4.902968E-4,7.6126E-5,2.952398E-5,1.928821E-9,4.143426E-12,7.711689E-7,4.122638E-5,8.542472E-9,2.083685E-15,3.237298E-11,0.002087637,3.691654E-4,1.400397E-5,3.66189E-5,6.885706E-7,6.055383E-34,-7.030371E-55,-1.589963E-54,-3.327714E-59,7.912098E-29,7.738673,5.5462E-5,438891.2,438891.2
9.081861E-6,16.27314,-7.902924E9,1700.307,1700.307,9.025412E-4,1.0,0.7767481,4.051527E-4,0.05830482,0.001631211,0.004095313,2.581289E-5,0.1028737,1.726168E-4,0.02572248,2.909432E-4,1.506488E-6,8.445956E-7,0.01233377,4.897116E-4,8.78582E-6,0.00228196,0.001777411,0.00120516,4.161539E-6,4.32592E-9,3.014118E-7,1.251572E-4,2.884806E-5,3.628119E-6,0.003834815,5.821124E-5,0.002631913,2.608367E-4,0.001189163,9.596061E-5,4.902644E-4,7.618589E-5,2.975117E-5,1.895588E-9,4.099164E-12,7.648474E-7,4.06908E-5,8.417367E-9,2.039201E-15,3.16055E-11,0.002086183,3.686207E-4,1.40837E-5,3.671285E-5,6.939566E-7,4.621241E-34,-7.160947E-55,-1.576817E-54,-2.817121E-59,6.053092E-29,7.738219,5.546202E-5,438865.5,438865.5
9.130263E-6,16.27314,-7.871778E9,1700.203,1700.203,9.025412E-4,1.0,0.7767048,4.038921E-4,0.05836322,0.001623714,0.004082691,2.567895E-5,0.1028955,1.718425E-4,0.02576477,2.879439E-4,1.490275E-6,8.344687E-7,0.01228977,4.874445E-4,8.72761E-6,0.002285634,0.001777767,0.001204914,4.073428E-6,4.236454E-9,2.954226E-7,1.240673E-4,2.86136E-5,3.608013E-6,0.003822337,5.781676E-5,0.002632608,2.619141E-4,0.001192418,9.62138E-5,4.902286E-4,7.624741E-5,2.998809E-5,1.861746E-9,4.053789E-12,7.583478E-7,4.014189E-5,8.289467E-9,1.994907E-15,3.082861E-11,0.002084675,3.680554E-4,1.416674E-5,3.681031E-5,6.995805E-7,3.485283E-34,-7.295215E-55,-1.563275E-54,-2.368137E-59,4.576809E-29,7.737749,5.546203E-5,438838.8,438838.8
9.153762E-6,16.27313,-7.856708E9,1700.153,1700.153,9.025412E-4,1.0,0.7766839,4.032844E-4,0.05839144,0.001620103,0.004076588,2.561446E-5,0.1029059,1.714696E-4,0.02578524,2.865011E-4,1.482493E-6,8.296117E-7,0.0122685,4.863509E-4,8.699583E-6,0.002287406,0.001777935,0.001204789,4.031396E-6,4.192163E-9,2.925709E-7,1.235441E-4,2.850099E-5,3.598338E-6,0.003816317,5.762706E-5,0.002632939,2.62436E-4,0.001193995,9.63362E-5,4.902105E-4,7.627695E-5,3.010318E-5,1.845595E-9,4.032036E-12,7.552249E-7,3.987881E-5,8.228285E-9,1.973512E-15,3.045896E-11,0.002083946,3.677818E-4,1.420704E-5,3.685745E-5,7.02315E-7,3.040516E-34,-7.359794E-55,-1.55676E-54,-2.177172E-59,3.997664E-29,7.737522,5.546204E-5,438826.0,438826.0
9.17501E-6,16.27313,-7.843126E9,1700.107,1700.107,9.025412E-4,1.0,0.7766651,4.027372E-4,0.05841688,0.001616854,0.004071083,2.555644E-5,0.1029153,1.71134E-4,0.0258037,2.852038E-4,1.475506E-6,8.252523E-7,0.01224933,4.85366E-4,8.674368E-6,0.002289003,0.001778084,0.001204673,3.993792E-6,4.154829E-9,2.900225E-7,1.230744E-4,2.839983E-5,3.589636E-6,0.003810894,5.745653E-5,0.002633234,2.629074E-4,0.001195419,9.644657E-5,4.901937E-4,7.630347E-5,3.020726E-5,1.831149E-9,4.012516E-12,7.524188E-7,3.964278E-5,8.173456E-9,1.954835E-15,3.012929E-11,0.002083287,3.675349E-4,1.424347E-5,3.689999E-5,7.047899E-7,2.68692E-34,-7.41779E-55,-1.5509E-54,-2.017706E-59,3.536677E-29,7.737317,5.546206E-5,438814.3,438814.3
9.199586E-6,16.27312,-7.827525E9,1700.055,1700.055,9.025412E-4,1.0,0.7766434,4.021072E-4,0.05844621,0.001613116,0.004064733,2.548969E-5,0.1029261,1.707478E-4,0.02582502,2.837121E-4,1.467483E-6,8.202489E-7,0.01222721,4.842314E-4,8.645356E-6,0.002290843,0.001778254,0.001204536,3.950781E-6,4.114265E-9,2.87111E-7,1.225349E-4,2.82836E-5,3.579627E-6,0.003804647,5.726048E-5,0.002633571,2.634518E-4,0.001197064,9.657389E-5,4.901739E-4,7.633394E-5,3.03277E-5,1.814627E-9,3.990119E-12,7.491944E-7,3.9372E-5,8.11063E-9,1.933885E-15,2.975336E-11,0.002082527,3.672499E-4,1.42856E-5,3.694908E-5,7.076551E-7,2.329583E-34,-7.484545E-55,-1.544161E-54,-1.848029E-59,3.070252E-29,7.737081,5.546207E-5,438800.9,438800.9
9.206554E-6,16.27312,-7.823108E9,1700.04,1700.04,9.025412E-4,1.0,0.7766372,4.019291E-4,0.0584545,0.001612059,0.004062935,2.547083E-5,0.1029292,1.706387E-4,0.02583105,2.832908E-4,1.465219E-6,8.188374E-7,0.01222096,4.839105E-4,8.637158E-6,0.002291363,0.001778301,0.001204496,3.938676E-6,4.101744E-9,2.862922E-7,1.223827E-4,2.825079E-5,3.576799E-6,0.003802881,5.720511E-5,0.002633666,2.63606E-4,0.001197529,9.660992E-5,4.901682E-4,7.634253E-5,3.036185E-5,1.809984E-9,3.983802E-12,7.482841E-7,3.929564E-5,8.092927E-9,1.927792E-15,2.964831E-11,0.002082312,3.671692E-4,1.429754E-5,3.696298E-5,7.084681E-7,2.237118E-34,-7.503388E-55,-1.542257E-54,-1.802554E-59,2.949455E-29,7.737014,5.546207E-5,438797.1,438797.1
9.22071E-6,16.27312,-7.814159E9,1700.01,1700.01,9.025412E-4,1.0,0.7766248,4.01568E-4,0.05847134,0.001609918,0.004059288,2.54326E-5,0.1029353,1.704175E-4,0.0258433,2.824372E-4,1.460636E-6,8.159804E-7,0.01220826,4.8326E-4,8.620546E-6,0.002292418,0.001778397,0.001204415,3.91421E-6,4.073795E-9,2.846383E-7,1.220745E-4,2.818436E-5,3.57107E-6,0.003799299,5.709295E-5,0.002633857,2.639191E-4,0.001198475,9.668303E-5,4.901564E-4,7.635994E-5,3.043125E-5,1.800594E-9,3.971016E-12,7.464405E-7,3.91411E-5,8.057118E-9,1.915011E-15,2.943578E-11,0.002081875,3.670053E-4,1.43218E-5,3.699119E-5,7.101204E-7,2.060537E-34,-7.541567E-55,-1.5384E-54,-1.713638E-59,2.718643E-29,7.736878,5.546208E-5,438789.4,438789.5
9.23579E-6,16.27312,-7.804593E9,1699.978,1699.978,9.025412E-4,1.0,0.7766115,4.011845E-4,0.05848923,0.001607645,0.00405541,2.539203E-5,0.1029419,1.701827E-4,0.02585633,2.815315E-4,1.455777E-6,8.129529E-7,0.01219476,4.82569E-4,8.602913E-6,0.002293538,0.001778498,0.001204326,3.888346E-6,4.046695E-9,2.828911E-7,1.217477E-4,2.811391E-5,3.56499E-6,0.003795493,5.697397E-5,0.002634059,2.642523E-4,0.001199482,9.676076E-5,4.901437E-4,7.637839E-5,3.050518E-5,1.790661E-9,3.957469E-12,7.444853E-7,3.89774E-5,8.019216E-9,1.901953E-15,2.9211E-11,0.002081411,3.668311E-4,1.434763E-5,3.702119E-5,7.118816E-7,1.88886E-34,-7.582118E-55,-1.534308E-54,-1.62413E-59,2.494078E-29,7.736734,5.546209E-5,438781.3,438781.3
9.354685E-6,16.27309,-7.730171E9,1699.727,1699.727,9.025412E-4,1.0,0.7765082,3.981985E-4,0.05862906,0.001589983,0.004025054,2.507683E-5,0.1029925,1.683573E-4,0.02595845,2.745086E-4,1.418249E-6,7.895972E-7,0.01208923,4.771828E-4,8.465925E-6,0.002302275,0.001779248,0.001203585,3.690755E-6,3.853177E-9,2.695849E-7,1.192232E-4,2.756888E-5,3.517799E-6,0.003765826,5.60517E-5,0.002635591,2.668694E-4,0.001207385,9.736882E-5,4.900373E-4,7.652093E-5,3.108863E-5,1.714808E-9,3.853037E-12,7.293522E-7,3.771614E-5,7.728157E-9,1.805007E-15,2.751008E-11,0.00207777,3.654648E-4,1.455118E-5,3.725623E-5,7.25806E-7,9.49042E-35,-7.897913E-55,-1.502551E-54,-1.063361E-59,1.260788E-29,7.735605,5.546219E-5,438717.2,438717.2
9.371306E-6,16.27308,-7.719873E9,1699.692,1699.692,9.025412E-4,1.0,0.7764939,3.977864E-4,0.05864843,0.00158755,0.004020843,2.503343E-5,0.1029995,1.681058E-4,0.02597264,2.735434E-4,1.413113E-6,7.864045E-7,0.01207461,4.764386E-4,8.447063E-6,0.002303482,0.001779347,0.001203475,3.664017E-6,3.82338E-9,2.677899E-7,1.188775E-4,2.749417E-5,3.511308E-6,0.003761726,5.592501E-5,0.002635796,2.672338E-4,0.001208485,9.745313E-5,4.900216E-4,7.654044E-5,3.117026E-5,1.704558E-9,3.83877E-12,7.272764E-7,3.754396E-5,7.688556E-9,1.791338E-15,2.728298E-11,0.002077264,3.652749E-4,1.457961E-5,3.728888E-5,7.27758E-7,8.620392E-35,-7.941126E-55,-1.498184E-54,-1.00232E-59,1.146173E-29,7.735448,5.546221E-5,438708.3,438708.4
9.46558E-6,16.27305,-7.661945E9,1699.495,1699.495,9.025412E-4,1.0,0.7764134,3.954733E-4,0.05875749,0.001573915,0.003997101,2.479027E-5,0.1030383,1.666961E-4,0.02605273,2.681449E-4,1.384474E-6,7.686233E-7,0.01199222,4.722583E-4,8.341394E-6,0.002310263,0.00177988,0.001202822,3.51634E-6,3.674264E-9,2.579007E-7,1.169496E-4,2.707704E-5,3.474966E-6,0.003738691,5.521657E-5,0.002636925,2.692939E-4,0.001214705,9.79282E-5,4.899283E-4,7.664922E-5,3.163356E-5,1.64785E-9,3.759349E-12,7.156824E-7,3.658619E-5,7.468856E-9,1.718613E-15,2.603077E-11,0.002074409,3.642029E-4,1.474078E-5,3.747307E-5,7.388552E-7,5.004798E-35,-8.184667E-55,-1.473744E-54,-7.174948E-60,6.686104E-30,7.734566,5.546231E-5,438658.3,438658.3
1.0E-5,16.27278,-7.34858E9,1698.405,1698.405,9.025412E-4,1.0,0.7759774,3.830877E-4,0.05935105,0.00150153,0.00386702,2.350183E-5,0.1032393,1.592045E-4,0.02649466,2.398166E-4,1.236729E-6,6.774277E-7,0.01154282,4.497744E-4,7.781578E-6,0.002346707,0.001782073,0.001198253,2.792974E-6,2.964616E-9,2.100223E-7,1.069747E-4,2.490846E-5,3.283166E-6,0.003614716,5.150101E-5,0.002642177,2.807649E-4,0.001249308,1.005218E-4,4.892838E-4,7.720924E-5,3.426759E-5,1.369477E-9,3.352714E-12,6.55256E-7,3.170709E-5,6.364907E-9,1.371659E-15,2.012305E-11,0.002058655,3.582866E-4,1.56511E-5,3.848713E-5,8.025585E-7,2.436426E-36,-9.500235E-55,-1.345044E-54,-1.034222E-60,3.347415E-31,7.729732,5.546323E-5,438384.1,438384.1
1.128544E-5,16.27159,-6.689588E9,1695.954,1695.954,9.025412E-4,1.0,0.7750511,3.575352E-4,0.0606291,0.001355618,0.00358246,2.09208E-5,0.1036113,1.440681E-4,0.02748341,1.849549E-4,9.622479E-7,5.108315E-7,0.0105714,4.028817E-4,6.66145E-6,0.002421821,0.001782364,0.001182579,1.637363E-6,1.882872E-9,1.349959E-7,8.817417E-5,2.077832E-5,2.902828E-6,0.003356137,4.42588E-5,0.002648208,3.070232E-4,0.001328374,1.061069E-4,4.871138E-4,7.822565E-5,4.062567E-5,9.155434E-10,2.608917E-12,5.394163E-7,2.298969E-5,4.455051E-9,8.435075E-16,1.152463E-11,0.002023389,3.451061E-4,1.781704E-5,4.073829E-5,9.611054E-7,-8.820472E-39,-1.186353E-54,-1.092281E-54,-9.487255E-63,4.409921E-34,7.719146,5.546731E-5,437783.8,437783.8
1.129744E-5,16.27157,-6.684007E9,1695.932,1695.932,9.025412E-4,1.0,0.7750432,3.573203E-4,0.06064016,0.001354412,0.003579973,2.089957E-5,0.1036141,1.439427E-4,0.0274922,1.845168E-4,9.601151E-7,5.095539E-7,0.01056298,4.024848E-4,6.652246E-6,0.002422447,0.001782338,0.001182409,1.629427E-6,1.870807E-9,1.344828E-7,8.802579E-5,2.074553E-5,2.89972E-6,0.00335395,4.420036E-5,0.002648228,3.072602E-4,0.001329087,1.061549E-4,4.870904E-4,7.823329E-5,4.068504E-5,9.123507E-10,2.603184E-12,5.384927E-7,2.292412E-5,4.440984E-9,8.392461E-16,1.147037E-11,0.002023075,3.449895E-4,1.783711E-5,4.075819E-5,9.626204E-7,2.848631E-39,-1.188367E-54,-1.090236E-54,-9.112355E-63,4.130221E-34,7.719053,5.546736E-5,437778.5,437778.5
1.136593E-5,16.27149,-6.652314E9,1695.808,1695.808,9.025412E-4,1.0,0.7749981,3.561019E-4,0.06070299,0.001347576,0.003565842,2.077932E-5,0.1036301,1.432326E-4,0.02754223,1.820412E-4,9.480792E-7,5.023501E-7,0.01051516,4.002333E-4,6.60014E-6,0.002425994,0.001782181,0.001181429,1.584966E-6,1.826465E-9,1.31608E-7,8.718758E-5,2.056023E-5,2.88213E-6,0.00334155,4.386984E-5,0.002648329,3.086097E-4,0.001333145,1.064277E-4,4.869557E-4,7.827632E-5,4.102362E-5,8.94354E-10,2.570839E-12,5.332724E-7,2.255481E-5,4.361838E-9,8.188327E-16,1.116174E-11,0.002021289,3.443268E-4,1.795155E-5,4.087132E-5,9.712746E-7,1.957632E-39,-1.199826E-54,-1.078667E-54,-7.244523E-63,2.846125E-34,7.718526,5.546763E-5,437748.6,437748.6
1.144372E-5,16.2714,-6.616841E9,1695.668,1695.668,9.025412E-4,1.0,0.7749474,3.547334E-4,0.06077376,0.00133991,0.003549908,2.064457E-5,0.1036478,1.424362E-4,0.02759876,1.792766E-4,9.346715E-7,4.943364E-7,0.01046129,3.977028E-4,6.541756E-6,0.002429972,0.001781985,0.001180302,1.536077E-6,1.781011E-9,1.28445E-7,8.625201E-5,2.035334E-5,2.862429E-6,0.003327615,4.350015E-5,0.002648421,3.101367E-4,0.001337737,1.067346E-4,4.86801E-4,7.832402E-5,4.140801E-5,8.745025E-10,2.534827E-12,5.274406E-7,2.214485E-5,4.274142E-9,7.969109E-16,1.082521E-11,0.002019271,3.435786E-4,1.80814E-5,4.099904E-5,9.811268E-7,1.278056E-39,-1.21256E-54,-1.065726E-54,-5.583807E-63,1.863842E-34,7.717931,5.546795E-5,437714.9,437714.9
1.144823E-5,16.27139,-6.614695E9,1695.659,1695.659,9.025412E-4,1.0,0.7749445,3.546545E-4,0.06077785,0.001339469,0.003548988,2.063682E-5,0.1036488,1.423903E-4,0.02760203,1.791177E-4,9.339024E-7,4.93877E-7,0.01045818,3.975569E-4,6.538395E-6,0.002430201,0.001781973,0.001180236,1.533293E-6,1.778205E-9,1.282649E-7,8.619828E-5,2.034145E-5,2.861296E-6,0.003326811,4.347889E-5,0.002648426,3.102251E-4,0.001338003,1.067524E-4,4.867919E-4,7.832675E-5,4.14303E-5,8.733689E-10,2.532761E-12,5.271056E-7,2.212138E-5,4.269127E-9,7.956732E-16,1.080605E-11,0.002019154,3.435354E-4,1.808893E-5,4.100643E-5,9.816989E-7,1.246879E-39,-1.213294E-54,-1.064982E-54,-5.50023E-63,1.818699E-34,7.717897,5.546797E-5,437712.9,437712.9
1.14657E-5,16.27137,-6.606723E9,1695.628,1695.628,9.025412E-4,1.0,0.7749332,3.543495E-4,0.06079365,0.001337763,0.003545428,2.060684E-5,0.1036527,1.422131E-4,0.02761468,1.785044E-4,9.30933E-7,4.921041E-7,0.01044615,3.969928E-4,6.52541E-6,0.002431086,0.001781926,0.001179981,1.522568E-6,1.766253E-9,1.275707E-7,8.599076E-5,2.029554E-5,2.856916E-6,0.003323706,4.339677E-5,0.002648443,3.105671E-4,0.001339031,1.068208E-4,4.867569E-4,7.833727E-5,4.151662E-5,8.689947E-10,2.524788E-12,5.258113E-7,2.203083E-5,4.249781E-9,7.905547E-16,1.073197E-11,0.002018703,3.433681E-4,1.811807E-5,4.103499E-5,9.839156E-7,1.133694E-39,-1.216132E-54,-1.062107E-54,-5.189141E-63,1.654743E-34,7.717764,5.546804E-5,437705.4,437705.4
1.155881E-5,16.27126,-6.564738E9,1695.461,1695.461,9.025412E-4,1.0,0.7748733,3.527372E-4,0.06087738,0.001328755,0.003526553,2.044864E-5,0.1036732,1.41277E-4,0.02768184,1.752756E-4,9.153302E-7,4.827975E-7,0.01038241,3.94009E-4,6.456882E-6,0.00243576,0.001781658,0.001178608,1.46676E-6,1.721166E-9,1.239563E-7,8.489873E-5,2.005385E-5,2.833808E-6,0.00330728,4.296397E-5,0.002648514,3.123853E-4,0.001344498,1.071833E-4,4.865685E-4,7.839237E-5,4.197658E-5,8.461988E-10,2.48291E-12,5.189961E-7,2.155625E-5,4.148531E-9,7.666171E-16,1.035056E-11,0.002016305,3.424803E-4,1.827331E-5,4.118658E-5,9.957523E-7,6.815493E-40,-1.231095E-54,-1.046956E-54,-3.803243E-63,9.984202E-35,7.717059,5.546844E-5,437665.4,437665.4
1.15692E-5,16.27124,-6.560103E9,1695.443,1695.443,9.025412E-4,1.0,0.7748666,3.525588E-4,0.06088666,0.00132776,0.003524459,2.043116E-5,0.1036754,1.411735E-4,0.0276893,1.749198E-4,9.13614E-7,4.817748E-7,0.01037535,3.936787E-4,6.449313E-6,0.002436277,0.001781627,0.001178453,1.460678E-6,1.716516E-9,1.235621E-7,8.477843E-5,2.002722E-5,2.831257E-6,0.003305462,4.291623E-5,0.00264852,3.125875E-4,0.001345106,1.072235E-4,4.865473E-4,7.83984E-5,4.202785E-5,8.437143E-10,2.478305E-12,5.18245E-7,2.150418E-5,4.137436E-9,7.641022E-16,1.030968E-11,0.002016038,3.423817E-4,1.829061E-5,4.120341E-5,9.970744E-7,6.439875E-40,-1.232743E-54,-1.045285E-54,-3.673891E-63,9.437758E-35,7.716981,5.546848E-5,437661.0,437661.0
1.165766E-5,16.27113,-6.520802E9,1695.285,1695.285,9.025412E-4,1.0,0.7748105,3.510499E-4,0.06096533,0.00131935,0.003506706,2.028359E-5,0.1036943,1.402995E-4,0.02775266,1.719234E-4,8.991811E-7,4.731828E-7,0.01031547,3.908843E-4,6.385408E-6,0.002440639,0.001781344,0.001177129,1.40999E-6,1.663721E-9,1.202753E-7,8.376534E-5,1.980285E-5,2.809722E-6,0.003290083,4.25136E-5,0.002648552,3.143061E-4,0.001350272,1.075634E-4,4.863656E-4,7.844898E-5,4.246458E-5,8.228737E-10,2.439589E-12,5.119156E-7,2.106739E-5,4.044472E-9,7.405496E-16,9.964367E-12,0.002013776,3.415453E-4,1.84379E-5,4.134625E-5,1.008357E-6,3.98116E-40,-1.246733E-54,-1.031191E-54,-2.73841E-63,5.854461E-35,7.716318,5.546886E-5,437623.4,437623.4
1.361503E-5,16.26819,-5.764372E9,1692.022,1692.022,9.025412E-4,1.0,0.7737064,3.219477E-4,0.06253424,0.001160664,0.003149363,1.75238E-5,0.1039905,1.237899E-4,0.02906555,1.187594E-4,6.493135E-7,3.27091E-7,0.009123165,3.367386E-4,5.194283E-6,0.002521642,0.001769778,0.001144473,6.667132E-7,9.911869E-10,7.083867E-8,6.567023E-5,1.577738E-5,2.410066E-6,0.002993201,3.515953E-5,0.002642935,3.505407E-4,0.001459033,1.141661E-4,4.818897E-4,7.924269E-5,5.204308E-5,4.98518E-10,1.770446E-12,3.980722E-7,1.385041E-5,2.536091E-9,4.098166E-16,5.165417E-12,0.001966824,3.244643E-4,2.165575E-5,4.42736E-5,1.266066E-6,2.565334E-44,-1.500051E-54,-7.747857E-55,-3.409335E-65,4.049156E-39,7.702858,5.547888E-5,436860.0,436860.0
1.412208E-5,16.26732,-5.598654E9,1691.239,1691.239,9.025412E-4,1.0,0.7734577,3.155127E-4,0.06289429,0.001126521,0.003066645,1.693731E-5,0.1040356,1.202342E-4,0.02938119,1.083013E-4,6.013438E-7,2.997363E-7,0.008850694,3.247375E-4,4.942542E-6,0.002538355,0.001765408,0.001135324,5.54853E-7,8.946834E-10,6.290732E-8,6.202605E-5,1.496302E-5,2.325884E-6,0.002927764,3.364083E-5,0.002639897,3.594149E-4,0.001485622,1.15613E-4,4.806302E-4,7.936639E-5,5.448701E-5,4.443581E-10,1.641592E-12,3.750298E-7,1.255314E-5,2.270453E-9,3.593907E-16,4.493319E-12,0.001955515,3.204423E-4,2.247647E-5,4.496732E-5,1.33522E-6,1.603359E-45,-1.540511E-54,-7.224021E-55,-1.726906E-65,2.565354E-40,7.699703,5.548186E-5,436681.1,436681.1
1.414321E-5,16.26728,-5.591987E9,1691.206,1691.206,9.025412E-4,1.0,0.7734476,3.152527E-4,0.06290893,0.001125149,0.003063277,1.691382E-5,0.1040372,1.200914E-4,0.02939414,1.078895E-4,5.994612E-7,2.986682E-7,0.008839629,3.242529E-4,4.932471E-6,0.002539018,0.001765216,0.001134939,5.506765E-7,8.895402E-10,6.260585E-8,6.188149E-5,1.493069E-5,2.322517E-6,0.002925125,3.358032E-5,0.002639759,3.597805E-4,0.001486716,1.156711E-4,4.805771E-4,7.937096E-5,5.458842E-5,4.422896E-10,1.636527E-12,3.741154E-7,1.250291E-5,2.2602E-9,3.573159E-16,4.468684E-12,0.001955051,3.20278E-4,2.251055E-5,4.499571E-5,1.338122E-6,1.438203E-45,-1.542542E-54,-7.203218E-55,-1.616712E-65,2.302593E-40,7.699574,5.548198E-5,436673.7,436673.7
1.420159E-5,16.26718,-5.573636E9,1691.118,1691.118,9.025412E-4,1.0,0.7734199,3.145377E-4,0.06294925,0.001121379,0.003054001,1.684925E-5,0.1040417,1.196987E-4,0.02942987,1.067609E-4,5.943034E-7,2.957443E-7,0.008809165,3.229197E-4,4.904803E-6,0.002540835,0.00176468,0.001133874,5.393166E-7,8.797363E-10,6.178368E-8,6.148482E-5,1.484198E-5,2.313268E-6,0.002917866,3.341418E-5,0.002639373,3.607889E-4,0.001489736,1.158309E-4,4.804302E-4,7.938334E-5,5.48685E-5,4.36622E-10,1.622648E-12,3.716065E-7,1.236555E-5,2.232181E-9,3.521289E-16,4.400157E-12,0.00195377,3.198252E-4,2.260468E-5,4.507396E-5,1.346149E-6,1.064599E-45,-1.548154E-54,-7.146129E-55,-1.347313E-65,1.707481E-40,7.699219,5.548233E-5,436653.6,436653.6
1.421859E-5,16.26715,-5.568319E9,1691.092,1691.092,9.025412E-4,1.0,0.7734119,3.143304E-4,0.06296095,0.001120287,0.00305131,1.683056E-5,0.1040429,1.19585E-4,0.02944025,1.06435E-4,5.928142E-7,2.949007E-7,0.008800328,3.225333E-4,4.896793E-6,0.002541361,0.001764523,0.001133564,5.360593E-7,8.751963E-10,6.15473E-8,6.137013E-5,1.481633E-5,2.31059E-6,0.002915762,3.336611E-5,0.00263926,3.61082E-4,0.001490614,1.158771E-4,4.803873E-4,7.938688E-5,5.495E-5,4.349896E-10,1.618639E-12,3.70881E-7,1.232597E-5,2.22411E-9,3.504112E-16,4.380397E-12,0.001953398,3.196938E-4,2.263207E-5,4.509668E-5,1.348488E-6,9.753541E-46,-1.549774E-54,-7.129619E-55,-1.277715E-65,1.565152E-40,7.699115,5.548244E-5,436647.8,436647.8
