Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_C3H3_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_BENZYNE_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Mole_fraction_NC10H19_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.141543,1.198723E-4,6.283185,3.141593,6.283185,1178.229,0.2720914,-6.421463E8,1670.087,2.41145E8,1670.087,1.000001,0.8629583,1.019615E-4,0.02225622,9.177773E-5,0.02013439,0.01545554,5.03835E-4,2.340549E-4,1.758693E-4,3.350922E-4,0.001907117,0.04191599,0.001112376,0.009460852,0.001034022,1.658089E-4,2.498682E-4,2.146045E-4,0.009443567,0.009140955,5.719229E-6,1.29138E-4,5.85898E-5,3.492462E-4,8.305605E-4,4.694028E-4,7.710145E-5,6.625496E-5,1.855301E-4,-2.608247E-7,10.07377,7.350808E-5,634074.1,634100.8
0.1416902,1.199972E-4,6.283185,3.141593,6.283185,1178.227,0.2720914,-6.768229E8,1670.065,2.411412E8,1670.065,1.000001,0.862946,1.019805E-4,0.02226198,9.178701E-5,0.02013672,0.01546326,5.039268E-4,2.340875E-4,1.758184E-4,3.351868E-4,0.001907862,0.04192668,0.001113525,0.00945506,0.001033242,1.656715E-4,2.497841E-4,2.14457E-4,0.009443351,0.009129946,5.71408E-6,1.292663E-4,5.86685E-5,3.495383E-4,8.312119E-4,4.696614E-4,7.732793E-5,6.638974E-5,1.856992E-4,-2.622054E-7,10.07365,7.350822E-5,634068.5,634095.4
0.1417048,1.200096E-4,6.283185,3.141593,6.283185,1178.227,0.2720914,-6.921439E8,1670.063,2.411408E8,1670.063,1.000001,0.8629446,1.019698E-4,0.02226255,9.178893E-5,0.02013705,0.01546402,5.039358E-4,2.340907E-4,1.758133E-4,3.351962E-4,0.001907936,0.04192774,0.001113639,0.009454484,0.001033164,1.656578E-4,2.497757E-4,2.144423E-4,0.009443329,0.009128853,5.713571E-6,1.29279E-4,5.86763E-5,3.495673E-4,8.312765E-4,4.69687E-4,7.7362E-5,6.640303E-5,1.857159E-4,-2.62342E-7,10.07364,7.350822E-5,634068.3,634095.5
0.1418586,1.201401E-4,6.283185,3.141593,6.283185,1178.226,0.2720914,-7.673218E8,1670.04,2.411367E8,1670.04,1.000001,0.8629313,1.018329E-4,0.02226856,9.165511E-5,0.02013999,0.01547207,5.040317E-4,2.34125E-4,1.757595E-4,3.352952E-4,0.001908713,0.04193888,0.001114839,0.009448439,0.001032342,1.65515E-4,2.496876E-4,2.142884E-4,0.009443095,0.009117371,5.708153E-6,1.294124E-4,5.875854E-5,3.498723E-4,8.319569E-4,4.699567E-4,7.768905E-5,6.654084E-5,1.858921E-4,-2.637758E-7,10.07351,7.35083E-5,634065.7,634094.8
0.1418689,1.201488E-4,6.283185,3.141593,6.283185,1178.225,0.2720914,-6.529494E8,1670.039,2.411365E8,1670.039,1.000001,0.8629307,1.01789E-4,0.02226896,9.166757E-5,0.02014014,0.01547261,5.040383E-4,2.341274E-4,1.757559E-4,3.353021E-4,0.001908765,0.04193963,0.00111492,0.00944804,0.001032286,1.655056E-4,2.496818E-4,2.142782E-4,0.009443082,0.009116611,5.707792E-6,1.294213E-4,5.876404E-5,3.498928E-4,8.320025E-4,4.699748E-4,7.775499E-5,6.654989E-5,1.859039E-4,-2.638708E-7,10.07351,7.350833E-5,634065.2,634094.2
0.1421768,1.204102E-4,6.283185,3.141593,6.283185,1178.221,0.2720914,-6.11556E8,1669.994,2.411286E8,1669.994,1.000001,0.8629055,1.018693E-4,0.022281,9.158938E-5,0.02014465,0.01548875,5.042303E-4,2.34198E-4,1.756486E-4,3.354993E-4,0.001910319,0.04196194,0.001117323,0.009435968,0.001030645,1.652213E-4,2.495056E-4,2.139713E-4,0.009442616,0.009093692,5.696934E-6,1.29688E-4,5.892881E-5,3.50503E-4,8.333643E-4,4.70514E-4,7.811071E-5,6.681823E-5,1.862558E-4,-2.667219E-7,10.07327,7.35086E-5,634051.2,634080.1
0.1441712,1.22103E-4,6.283185,3.141593,6.283185,1178.197,0.2720914,-5.839736E8,1669.715,2.410796E8,1669.715,1.000001,0.8627458,1.016497E-4,0.02235798,9.099374E-5,0.0201725,0.01559285,5.054094E-4,2.346636E-4,1.749733E-4,3.367649E-4,0.001920246,0.04210507,0.001132849,0.009358193,0.001020226,1.634068E-4,2.483582E-4,2.119856E-4,0.009439236,0.008946802,5.625639E-6,1.31407E-4,5.999728E-5,3.544481E-4,8.421455E-4,4.739601E-4,7.953974E-5,6.862306E-5,1.885336E-4,-2.851024E-7,10.0718,7.35101E-5,633958.8,633987.2
0.1469185,1.244347E-4,6.283185,3.141593,6.283185,1178.167,0.2720914,-5.754759E8,1669.343,2.41014E8,1669.343,1.000001,0.8625313,1.010874E-4,0.02246219,9.037149E-5,0.02020861,0.01573452,5.069289E-4,2.352553E-4,1.740495E-4,3.384826E-4,0.001933552,0.04229778,0.001154157,0.009252689,0.001006178,1.60995E-4,2.467642E-4,2.092984E-4,0.009433582,0.008749382,5.527276E-6,1.337639E-4,6.147372E-5,3.59847E-4,8.541506E-4,4.785985E-4,8.165759E-5,7.12961E-5,1.91667E-4,-3.092814E-7,10.06981,7.351197E-5,633834.3,633861.6
0.1469954,1.245E-4,6.283185,3.141593,6.283185,1178.166,0.2720914,-6.238661E8,1669.332,2.41012E8,1669.332,1.000001,0.8625253,1.010338E-4,0.02246509,9.039458E-5,0.02020966,0.01573845,5.069701E-4,2.352706E-4,1.740234E-4,3.385305E-4,0.001933919,0.04230309,0.001154752,0.009249766,0.001005788,1.609286E-4,2.467194E-4,2.092242E-4,0.009433407,0.008743941,5.524568E-6,1.338296E-4,6.151511E-5,3.599975E-4,8.54485E-4,4.787266E-4,8.178738E-5,7.1372E-5,1.917543E-4,-3.099603E-7,10.06975,7.351204E-5,633831.8,633859.1
0.1470146,1.245163E-4,6.283185,3.141593,6.283185,1178.166,0.2720914,-6.636223E8,1669.329,2.410116E8,1669.329,1.000001,0.8625237,1.010173E-4,0.02246581,9.040864E-5,0.02021002,0.01573943,5.069804E-4,2.352744E-4,1.740169E-4,3.385424E-4,0.00193401,0.04230441,0.001154901,0.009249033,0.001005689,1.609119E-4,2.467081E-4,2.092055E-4,0.009433362,0.008742578,5.523894E-6,1.33846E-4,6.152546E-5,3.600351E-4,8.545686E-4,4.787586E-4,8.183318E-5,7.139088E-5,1.917761E-4,-3.101082E-7,10.06973,7.351204E-5,633831.3,633858.9
0.1471487,1.246301E-4,6.283185,3.141593,6.283185,1178.164,0.2720914,-5.747906E8,1669.311,2.410084E8,1669.311,1.000001,0.8625133,1.010014E-4,0.02247086,9.036696E-5,0.02021176,0.01574628,5.070523E-4,2.353011E-4,1.739714E-4,3.386256E-4,0.001934648,0.04231367,0.001155938,0.009243942,0.001005009,1.60796E-4,2.4663E-4,2.090763E-4,0.009433054,0.008733106,5.519204E-6,1.339604E-4,6.159765E-5,3.602973E-4,8.551515E-4,4.789816E-4,8.198585E-5,7.152177E-5,1.919283E-4,-3.11137E-7,10.06964,7.351214E-5,633825.5,633853.1
0.1479064,1.252733E-4,6.283185,3.141593,6.283185,1178.157,0.2720914,-8.605213E8,1669.207,2.409902E8,1669.207,1.000001,0.8624539,1.008032E-4,0.0224993,9.021399E-5,0.02022206,0.01578492,5.074531E-4,2.354505E-4,1.737143E-4,3.390937E-4,0.001938232,0.04236568,0.001161793,0.009215232,0.001001167,1.601455E-4,2.461873E-4,2.083479E-4,0.009431255,0.008679797,5.492625E-6,1.346049E-4,6.200567E-5,3.617761E-4,8.584385E-4,4.802358E-4,8.283537E-5,7.22572E-5,1.927858E-4,-3.169087E-7,10.06908,7.351261E-5,633797.2,633826.8
0.1479191,1.252841E-4,6.283185,3.141593,6.283185,1178.156,0.2720914,-9.174511E8,1669.204,2.409895E8,1669.204,1.000001,0.8624524,1.007512E-4,0.02249977,9.030037E-5,0.02022254,0.01578556,5.074597E-4,2.354529E-4,1.737098E-4,3.391017E-4,0.001938291,0.04236653,0.001161891,0.009214749,0.0010011,1.601345E-4,2.461797E-4,2.083356E-4,0.009431221,0.008678903,5.492183E-6,1.346156E-4,6.20125E-5,3.618009E-4,8.584934E-4,4.802567E-4,8.293826E-5,7.226929E-5,1.928001E-4,-3.170027E-7,10.06906,7.351265E-5,633800.0,633830.3
0.1479359,1.252983E-4,6.283185,3.141593,6.283185,1178.155,0.2720914,-8.141493E8,1669.201,2.40989E8,1669.201,1.000001,0.8624514,1.006034E-4,0.02250041,9.03877E-5,0.02022284,0.01578642,5.074691E-4,2.354565E-4,1.737038E-4,3.391131E-4,0.001938371,0.04236769,0.001162022,0.009214124,0.001001011,1.601202E-4,2.4617E-4,2.083197E-4,0.009431184,0.008677735,5.491615E-6,1.346297E-4,6.202159E-5,3.618339E-4,8.585667E-4,4.802848E-4,8.31731E-5,7.228492E-5,1.92819E-4,-3.171269E-7,10.06905,7.351269E-5,633799.2,633829.6
0.1479702,1.253274E-4,6.283185,3.141593,6.283185,1178.155,0.2720914,-7.157753E8,1669.195,2.40988E8,1669.195,1.000001,0.8624487,1.005808E-4,0.02250171,9.047617E-5,0.02022332,0.01578816,5.074879E-4,2.354636E-4,1.736917E-4,3.391348E-4,0.001938533,0.04237004,0.001162287,0.009212837,0.001000833,1.600907E-4,2.4615E-4,2.082872E-4,0.009431101,0.008675345,5.490468E-6,1.346586E-4,6.204008E-5,3.619009E-4,8.587157E-4,4.803416E-4,8.334829E-5,7.231597E-5,1.928575E-4,-3.173806E-7,10.06903,7.351275E-5,633797.9,633828.1
0.1479871,1.253418E-4,6.283185,3.141593,6.283185,1178.154,0.2720914,-8.574838E8,1669.193,2.409875E8,1669.193,1.000001,0.8624472,1.005991E-4,0.02250235,9.05094E-5,0.02022364,0.01578901,5.07497E-4,2.35467E-4,1.736857E-4,3.391452E-4,0.001938612,0.04237118,0.001162417,0.009212199,0.001000745,1.60076E-4,2.461401E-4,2.082711E-4,0.009431057,0.008674164,5.489906E-6,1.346729E-4,6.204917E-5,3.619336E-4,8.587887E-4,4.803693E-4,8.339669E-5,7.233109E-5,1.928763E-4,-3.175053E-7,10.06901,7.351276E-5,633797.9,633828.4
0.1479901,1.253443E-4,6.283185,3.141593,6.283185,1178.154,0.2720914,-6.939991E8,1669.192,2.409875E8,1669.192,1.000001,0.862447,1.006004E-4,0.02250246,9.051607E-5,0.02022369,0.01578916,5.074986E-4,2.354676E-4,1.736847E-4,3.39147E-4,0.001938626,0.04237139,0.001162441,0.009212087,0.00100073,1.600734E-4,2.461384E-4,2.082683E-4,0.009431051,0.008673956,5.489808E-6,1.346754E-4,6.205078E-5,3.619395E-4,8.588017E-4,4.803743E-4,8.34074E-5,7.233377E-5,1.928797E-4,-3.175274E-7,10.06901,7.351277E-5,633797.8,633828.3
0.1480448,1.253907E-4,6.283185,3.141593,6.283185,1178.153,0.2720914,-6.034562E8,1669.184,2.40986E8,1669.184,1.000001,0.8624427,1.006508E-4,0.02250454,9.055931E-5,0.02022448,0.01579194,5.075283E-4,2.354789E-4,1.736655E-4,3.391809E-4,0.001938883,0.04237512,0.001162863,0.009210027,0.001000448,1.600258E-4,2.461064E-4,2.082163E-4,0.009430917,0.008670133,5.488009E-6,1.347216E-4,6.208027E-5,3.62046E-4,8.590389E-4,4.804646E-4,8.353505E-5,7.238232E-5,1.92941E-4,-3.179319E-7,10.06897,7.351283E-5,633795.6,633826.2
0.1480666,1.254092E-4,6.283185,3.141593,6.283185,1178.153,0.2720914,-6.988213E8,1669.18,2.409854E8,1669.18,1.000001,0.8624407,1.006645E-4,0.02250536,9.057613E-5,0.02022489,0.01579305,5.075399E-4,2.354833E-4,1.736579E-4,3.391943E-4,0.001938985,0.04237659,0.001163031,0.009209203,0.001000336,1.600068E-4,2.460936E-4,2.081955E-4,0.009430861,0.008668608,5.487293E-6,1.3474E-4,6.209199E-5,3.620883E-4,8.591331E-4,4.805004E-4,8.358149E-5,7.240155E-5,1.929653E-4,-3.180927E-7,10.06895,7.351284E-5,633795.6,633826.5
0.1481688,1.25496E-4,6.283185,3.141593,6.283185,1178.151,0.2720914,-6.057132E8,1669.166,2.409828E8,1669.166,1.000001,0.8624329,1.007224E-4,0.02250924,9.059633E-5,0.02022619,0.01579824,5.075949E-4,2.355044E-4,1.736225E-4,3.392575E-4,0.001939466,0.04238357,0.001163821,0.009205351,9.998143E-4,1.599173E-4,2.460338E-4,2.08098E-4,0.009430611,0.008661466,5.483956E-6,1.348263E-4,6.214709E-5,3.622873E-4,8.595758E-4,4.806689E-4,8.375295E-5,7.249108E-5,1.930797E-4,-3.188471E-7,10.06887,7.351295E-5,633791.1,633821.8
0.1482936,1.256019E-4,6.283185,3.141593,6.283185,1178.15,0.2720914,-7.591409E8,1669.147,2.409795E8,1669.147,1.000001,0.8624225,1.006765E-4,0.02251397,9.062966E-5,0.02022827,0.01580458,5.07661E-4,2.355302E-4,1.735793E-4,3.393346E-4,0.00194005,0.04239203,0.001164783,0.009200644,9.991768E-4,1.598074E-4,2.459605E-4,2.079785E-4,0.009430296,0.008652749,5.47991E-6,1.349311E-4,6.221429E-5,3.625299E-4,8.601151E-4,4.808738E-4,8.405631E-5,7.259907E-5,1.932189E-4,-3.197644E-7,10.06877,7.351305E-5,633789.1,633821.0
0.1484044,1.25696E-4,6.283185,3.141593,6.283185,1178.148,0.2720914,-5.773361E8,1669.132,2.409768E8,1669.132,1.000001,0.862414,1.00744E-4,0.02251818,9.060922E-5,0.02022965,0.01581021,5.077198E-4,2.355535E-4,1.735413E-4,3.394027E-4,0.001940569,0.04239957,0.001165638,0.009196474,9.986143E-4,1.597098E-4,2.458956E-4,2.078728E-4,0.009430021,0.008645027,5.476343E-6,1.350242E-4,6.227397E-5,3.627454E-4,8.605941E-4,4.810558E-4,8.418876E-5,7.269286E-5,1.933424E-4,-3.205753E-7,10.0687,7.351315E-5,633783.8,633815.6
0.1518938,1.286577E-4,6.283185,3.141593,6.283185,1178.112,0.2720914,-5.616706E8,1668.671,2.408957E8,1668.671,1.000001,0.8621502,1.0036E-4,0.02264824,8.985841E-5,0.02027116,0.0159865,5.09411E-4,2.362849E-4,1.723994E-4,3.415227E-4,0.00195657,0.04263379,0.001192462,0.009066137,9.814758E-4,1.567018E-4,2.438383E-4,2.045468E-4,0.009420443,0.00840557,5.361538E-6,1.379407E-4,6.41579E-5,3.695171E-4,8.755864E-4,4.866704E-4,8.682472E-5,7.595039E-5,1.972422E-4,-3.459235E-7,10.06622,7.351538E-5,633633.6,633665.3
0.15221,1.289262E-4,6.283185,3.141593,6.283185,1178.109,0.2720914,-6.075534E8,1668.627,2.40888E8,1668.627,1.000001,0.8621257,1.001539E-4,0.02265992,8.986658E-5,0.02027558,0.01600229,5.095582E-4,2.363476E-4,1.72295E-4,3.417138E-4,0.001957987,0.04265458,0.001194886,0.009054474,9.799311E-4,1.564343E-4,2.436507E-4,2.042502E-4,0.009419484,0.008384296,5.351337E-6,1.382029E-4,6.432903E-5,3.701273E-4,8.769368E-4,4.8717E-4,8.744132E-5,7.624903E-5,1.975934E-4,-3.479429E-7,10.06598,7.351558E-5,633625.8,633659.6
0.152235,1.289474E-4,6.283185,3.141593,6.283185,1178.109,0.2720914,-7.736007E8,1668.623,2.408874E8,1668.623,1.000001,0.8621237,1.001121E-4,0.02266085,8.989915E-5,0.02027599,0.01600354,5.095702E-4,2.363527E-4,1.722865E-4,3.417292E-4,0.001958099,0.04265623,0.001195078,0.009053553,9.798065E-4,1.564131E-4,2.436359E-4,2.042268E-4,0.009419407,0.008382616,5.35054E-6,1.382236E-4,6.43426E-5,3.701756E-4,8.770439E-4,4.872096E-4,8.75534E-5,7.627177E-5,1.976211E-4,-3.481016E-7,10.06596,7.351559E-5,633625.4,633659.4
0.1522382,1.289501E-4,6.283185,3.141593,6.283185,1178.109,0.2720914,-5.846957E8,1668.623,2.408873E8,1668.623,1.000001,0.8621235,1.001113E-4,0.02266097,8.990048E-5,0.02027603,0.0160037,5.095717E-4,2.363533E-4,1.722855E-4,3.417311E-4,0.001958113,0.04265644,0.001195102,0.009053438,9.797909E-4,1.564105E-4,2.43634E-4,2.042239E-4,0.009419398,0.008382405,5.35044E-6,1.382262E-4,6.434432E-5,3.701818E-4,8.770575E-4,4.872146E-4,8.756208E-5,7.627463E-5,1.976246E-4,-3.481217E-7,10.06596,7.35156E-5,633625.3,633659.3
0.152304,1.290059E-4,6.283185,3.141593,6.283185,1178.108,0.2720914,-5.550241E8,1668.614,2.408857E8,1668.614,1.000001,0.8621186,1.001489E-4,0.02266341,8.98867E-5,0.02027678,0.01600699,5.09603E-4,2.363668E-4,1.722635E-4,3.417707E-4,0.001958407,0.04266076,0.001195606,0.009051021,9.794676E-4,1.563549E-4,2.435951E-4,2.041627E-4,0.009419198,0.008377998,5.348354E-6,1.382806E-4,6.437993E-5,3.703085E-4,8.773384E-4,4.873185E-4,8.764801E-5,7.633378E-5,1.976974E-4,-3.485382E-7,10.06592,7.351565E-5,633622.3,633656.3
0.153899,1.303598E-4,6.283185,3.141593,6.283185,1178.093,0.2720914,-5.30087E8,1668.41,2.408498E8,1668.41,1.000001,0.8620013,1.001576E-4,0.02272206,8.949047E-5,0.02029397,0.01608649,5.103166E-4,2.366873E-4,1.717493E-4,3.427227E-4,0.001965472,0.04276486,0.001207804,0.008992514,9.718115E-4,1.550138E-4,2.426467E-4,2.026719E-4,0.009414173,0.008271736,5.297302E-6,1.395957E-4,6.524399E-5,3.733784E-4,8.841219E-4,4.898096E-4,8.860099E-5,7.783905E-5,1.99464E-4,-3.586213E-7,10.06481,7.351659E-5,633552.5,633585.6
0.1554389,1.31667E-4,6.283185,3.141593,6.283185,1178.08,0.2720914,-5.342256E8,1668.216,2.408157E8,1668.216,1.000001,0.8618899,9.987559E-5,0.02277803,8.919847E-5,0.02031009,0.01616266,5.109713E-4,2.369747E-4,1.712583E-4,3.436347E-4,0.001972171,0.04286395,0.001219554,0.008936558,9.645364E-4,1.537489E-4,2.417276E-4,2.012478E-4,0.009409008,0.008170724,5.247687E-6,1.408634E-4,6.607998E-5,3.763312E-4,8.906407E-4,4.921782E-4,8.972693E-5,7.939485E-5,2.011722E-4,-3.680626E-7,10.06376,7.351741E-5,633487.8,633520.5
0.1554771,1.316994E-4,6.283185,3.141593,6.283185,1178.079,0.2720914,-5.734738E8,1668.211,2.408147E8,1668.211,1.000001,0.8618871,9.983319E-5,0.02277942,8.923948E-5,0.02031048,0.01616454,5.109874E-4,2.369815E-4,1.71246E-4,3.436575E-4,0.001972336,0.04286639,0.001219845,0.008935179,9.643561E-4,1.537178E-4,2.417048E-4,2.012128E-4,0.009408877,0.00816824,5.246473E-6,1.408948E-4,6.610074E-5,3.764043E-4,8.908021E-4,4.922366E-4,8.982213E-5,7.943386E-5,2.012145E-4,-3.682818E-7,10.06373,7.351746E-5,633486.9,633519.5
0.1555857,1.317916E-4,6.283185,3.141593,6.283185,1178.078,0.2720914,-6.158355E8,1668.196,2.408122E8,1668.196,1.000001,0.861879,9.982591E-5,0.02278336,8.932557E-5,0.02031178,0.01616988,5.110328E-4,2.370006E-4,1.712111E-4,3.437217E-4,0.001972803,0.0428733,0.001220672,0.008931257,9.638446E-4,1.536286E-4,2.416398E-4,2.011131E-4,0.009408498,0.008161183,5.243077E-6,1.409839E-4,6.615972E-5,3.766119E-4,8.912601E-4,4.924022E-4,9.001054E-5,7.954337E-5,2.013344E-4,-3.688947E-7,10.06365,7.351752E-5,633482.9,633515.8
0.1556462,1.31843E-4,6.283185,3.141593,6.283185,1178.077,0.2720914,-6.902009E8,1668.187,2.408105E8,1668.187,1.000001,0.8618742,9.976604E-5,0.02278555,8.938933E-5,0.02031265,0.01617285,5.11058E-4,2.370111E-4,1.711914E-4,3.437577E-4,0.001973062,0.04287713,0.001221132,0.008929068,9.635576E-4,1.535788E-4,2.416035E-4,2.010575E-4,0.009408283,0.008157248,5.241196E-6,1.410335E-4,6.619258E-5,3.767275E-4,8.915152E-4,4.924943E-4,9.018696E-5,7.960384E-5,2.014012E-4,-3.692351E-7,10.0636,7.351759E-5,633483.5,633516.9
0.1556532,1.318489E-4,6.283185,3.141593,6.283185,1178.077,0.2720914,-6.351788E8,1668.186,2.408103E8,1668.186,1.000001,0.8618739,9.973406E-5,0.02278581,8.942634E-5,0.02031273,0.0161732,5.110611E-4,2.370125E-4,1.711892E-4,3.437621E-4,0.001973092,0.04287759,0.001221186,0.00892882,9.63524E-4,1.535731E-4,2.415993E-4,2.010511E-4,0.009408261,0.008156797,5.240984E-6,1.410392E-4,6.61964E-5,3.767409E-4,8.915449E-4,4.925051E-4,9.025191E-5,7.961074E-5,2.014089E-4,-3.692744E-7,10.0636,7.351761E-5,633483.1,633516.5
0.1556853,1.318761E-4,6.283185,3.141593,6.283185,1178.077,0.2720914,-7.851789E8,1668.181,2.408095E8,1668.181,1.000001,0.861871,9.970118E-5,0.02278697,8.949949E-5,0.02031339,0.01617476,5.110746E-4,2.370181E-4,1.711785E-4,3.437812E-4,0.001973229,0.0428796,0.00122143,0.00892766,9.633702E-4,1.535464E-4,2.4158E-4,2.010217E-4,0.009408144,0.008154715,5.240013E-6,1.410654E-4,6.62138E-5,3.768021E-4,8.916799E-4,4.925538E-4,9.040301E-5,7.964181E-5,2.014441E-4,-3.69454E-7,10.06357,7.35176E-5,633483.0,633517.0
0.1556936,1.318831E-4,6.283185,3.141593,6.283185,1178.077,0.2720914,-7.317715E8,1668.18,2.408093E8,1668.18,1.000001,0.8618704,9.96905E-5,0.02278728,8.950162E-5,0.02031351,0.01617517,5.110782E-4,2.370196E-4,1.711758E-4,3.437862E-4,0.001973265,0.04288013,0.001221493,0.008927364,9.633308E-4,1.535396E-4,2.415751E-4,2.010142E-4,0.009408116,0.008154181,5.239766E-6,1.410721E-4,6.62183E-5,3.768179E-4,8.917149E-4,4.925665E-4,9.043837E-5,7.964977E-5,2.014531E-4,-3.695003E-7,10.06357,7.351761E-5,633482.8,633516.9
0.1557103,1.318973E-4,6.283185,3.141593,6.283185,1178.076,0.2720914,-5.158476E8,1668.178,2.408089E8,1668.178,1.000001,0.8618693,9.967258E-5,0.02278789,8.949943E-5,0.02031372,0.01617599,5.110855E-4,2.370226E-4,1.711703E-4,3.437963E-4,0.001973337,0.0428812,0.001221621,0.008926762,9.632509E-4,1.535257E-4,2.415651E-4,2.009989E-4,0.009408058,0.008153096,5.239263E-6,1.410858E-4,6.622741E-5,3.7685E-4,8.917857E-4,4.925921E-4,9.050292E-5,7.966583E-5,2.014716E-4,-3.695941E-7,10.06355,7.351763E-5,633482.3,633516.4
0.1558268,1.319962E-4,6.283185,3.141593,6.283185,1178.075,0.2720914,-5.530096E8,1668.162,2.408061E8,1668.162,1.000001,0.8618608,9.968455E-5,0.02279216,8.950628E-5,0.02031502,0.01618172,5.111353E-4,2.370435E-4,1.711323E-4,3.438652E-4,0.001973837,0.0428886,0.001222508,0.008922566,9.626981E-4,1.534293E-4,2.414955E-4,2.008926E-4,0.00940765,0.008145549,5.235753E-6,1.411811E-4,6.629074E-5,3.770725E-4,8.922773E-4,4.927696E-4,9.073474E-5,7.977635E-5,2.015995E-4,-3.702459E-7,10.06347,7.351773E-5,633478.3,633512.6
0.1558776,1.320394E-4,6.283185,3.141593,6.283185,1178.074,0.2720914,-6.510084E8,1668.155,2.408049E8,1668.155,1.000001,0.8618568,9.96973E-5,0.02279401,8.951991E-5,0.02031572,0.01618421,5.111568E-4,2.370525E-4,1.711157E-4,3.438952E-4,0.001974054,0.04289182,0.001222895,0.008920733,9.624574E-4,1.53387E-4,2.41465E-4,2.008461E-4,0.009407469,0.008142255,5.234233E-6,1.412226E-4,6.631835E-5,3.771694E-4,8.924913E-4,4.928469E-4,9.082289E-5,7.982406E-5,2.016551E-4,-3.705293E-7,10.06343,7.351775E-5,633477.1,633511.7
0.1558869,1.320473E-4,6.283185,3.141593,6.283185,1178.074,0.2720914,-5.269712E8,1668.154,2.408047E8,1668.154,1.000001,0.8618562,9.969653E-5,0.02279435,8.951864E-5,0.02031584,0.01618467,5.111608E-4,2.370542E-4,1.711127E-4,3.439007E-4,0.001974094,0.04289241,0.001222966,0.008920398,9.624134E-4,1.533792E-4,2.414594E-4,2.008376E-4,0.009407437,0.008141653,5.233955E-6,1.412302E-4,6.63234E-5,3.771871E-4,8.925305E-4,4.92861E-4,9.084067E-5,7.983275E-5,2.016653E-4,-3.70581E-7,10.06343,7.351776E-5,633476.8,633511.4
0.1569378,1.329392E-4,6.283185,3.141593,6.283185,1178.066,0.2720914,-5.112018E8,1668.024,2.407818E8,1668.024,1.000001,0.8617812,9.970598E-5,0.02283247,8.904429E-5,0.02032615,0.01623626,5.115889E-4,2.372394E-4,1.707797E-4,3.445162E-4,0.001978572,0.04295888,0.001230954,0.008882624,9.575188E-4,1.525169E-4,2.408295E-4,1.998767E-4,0.009403674,0.008073916,5.201679E-6,1.420871E-4,6.689469E-5,3.791912E-4,8.969486E-4,4.944482E-4,9.146357E-5,8.084435E-5,2.028184E-4,-3.764297E-7,10.06272,7.35183E-5,633431.6,633465.7
0.1714052,1.452205E-4,6.283185,3.141593,6.283185,1177.976,0.2720914,-4.403909E8,1666.372,2.404912E8,1666.372,1.000001,0.8608276,9.72393E-5,0.02332931,8.595634E-5,0.02043718,0.01692022,5.16205E-4,2.385793E-4,1.66227E-4,3.526391E-4,0.002035104,0.04380965,0.001339485,0.00838708,8.937756E-4,1.419841E-4,2.320574E-4,1.874491E-4,0.009339067,0.007210738,4.752683E-6,1.537078E-4,7.48207E-5,4.061525E-4,9.562002E-4,5.146849E-4,1.024871E-4,9.717826E-5,2.185403E-4,-4.482295E-7,10.05352,7.352389E-5,632849.3,632875.4
