Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_C3H3_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_BENZYNE_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Mole_fraction_NC10H19_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
1.497512,0.001269362,6.283185,3.141593,6.283185,1179.423,0.2720914,-8.190954E7,1635.993,2.351442E8,1635.993,1.000001,0.8537529,7.196938E-5,0.03488614,6.335396E-5,0.009612262,0.03548683,3.301556E-4,1.429579E-4,6.735282E-5,5.801487E-4,0.001528162,0.04735863,0.004391178,3.834145E-4,3.670494E-5,8.06903E-6,3.676464E-6,8.231447E-6,0.002752963,9.851367E-5,1.554605E-7,3.805403E-4,5.577036E-4,0.001011041,0.001854301,4.531792E-4,2.545705E-4,0.002493714,8.513256E-4,-1.034601E-5,9.85813,7.343371E-5,620869.5,620911.8
1.497543,0.001269389,6.283185,3.141593,6.283185,1179.422,0.2720914,-1.541862E7,1635.992,2.351441E8,1635.992,1.000001,0.853753,7.197735E-5,0.03488627,6.335673E-5,0.009612103,0.03548697,3.301551E-4,1.429595E-4,6.735236E-5,5.801494E-4,0.001528148,0.04735852,0.00439118,3.834011E-4,3.670365E-5,8.068765E-6,3.676185E-6,8.23114E-6,0.002752927,9.85114E-5,1.554596E-7,3.805382E-4,5.577077E-4,0.001011039,0.001854294,4.531768E-4,2.545828E-4,0.002493748,8.51334E-4,-1.034605E-5,9.858129,7.343373E-5,620869.3,620911.6
1.504691,0.001275449,6.283185,3.141593,6.283185,1179.407,0.2720914,2.843385E7,1635.902,2.351281E8,1635.902,1.000001,0.8537632,7.276059E-5,0.03491217,6.36163E-5,0.009577526,0.03551595,3.298943E-4,1.43221E-4,6.736828E-5,5.803219E-4,0.001524769,0.04733162,0.00439118,3.803273E-4,3.647578E-5,8.009796E-6,3.613356E-6,8.15741E-6,0.002744733,9.799124E-5,1.553216E-7,3.801743E-4,5.586051E-4,0.001010555,0.001852564,4.526094E-4,2.514752E-4,0.002504971,8.533873E-4,-1.035434E-5,9.857711,7.343468E-5,620839.0,620877.1
1.521775,0.001289934,6.283185,3.141593,6.283185,1179.386,0.2720914,2.224647E7,1635.729,2.350977E8,1635.729,1.000001,0.8538018,7.149775E-5,0.03496965,6.234864E-5,0.009495561,0.03558225,3.294434E-4,1.426324E-4,6.708796E-5,5.806265E-4,0.001516882,0.04726799,0.004391802,3.733501E-4,3.579737E-5,7.910693E-6,3.469673E-6,8.002335E-6,0.002725787,9.678044E-5,1.524E-7,3.805486E-4,5.607694E-4,0.001009391,0.001848747,4.513554E-4,2.498901E-4,0.002533538,8.583538E-4,-1.036783E-5,9.856844,7.343599E-5,620779.0,620807.8
1.524744,0.001292452,6.283185,3.141593,6.283185,1179.38,0.2720914,2.109088E7,1635.695,2.350918E8,1635.695,1.000001,0.8538085,7.136664E-5,0.03497917,6.221382E-5,0.009481561,0.03559371,3.293811E-4,1.42506E-4,6.69926E-5,5.80651E-4,0.001515544,0.04725701,0.004391947,3.721797E-4,3.566788E-5,7.896086E-6,3.44567E-6,7.977823E-6,0.002722567,9.657498E-5,1.516953E-7,3.806971E-4,5.611342E-4,0.001009185,0.0018481,4.511402E-4,2.497538E-4,0.002538259,8.592001E-4,-1.037465E-5,9.856696,7.343639E-5,620769.2,620796.6
1.534429,0.001300664,6.283185,3.141593,6.283185,1179.356,0.2720914,1.97502E7,1635.584,2.350723E8,1635.584,1.000001,0.853831,7.101694E-5,0.03500947,6.187213E-5,0.009435818,0.03563082,3.291296E-4,1.421019E-4,6.667019E-5,5.806954E-4,0.00151123,0.04722134,0.004392374,3.684182E-4,3.525907E-5,7.848089E-6,3.369214E-6,7.899217E-6,0.002712192,9.591378E-5,1.494928E-7,3.81175E-4,5.622983E-4,0.001008506,0.001845992,4.50438E-4,2.493313E-4,0.002553462,8.61941E-4,-1.040205E-5,9.856224,7.343786E-5,620736.3,620760.1
1.565731,0.001327206,6.283185,3.141593,6.283185,1179.27,0.2720914,1.913193E7,1635.222,2.350084E8,1635.222,1.000001,0.8539049,7.04311E-5,0.03510285,6.136092E-5,0.009290222,0.03574692,3.278012E-4,1.408357E-4,6.572717E-5,5.806221E-4,0.001497692,0.04710692,0.00439312,3.567946E-4,3.407432E-5,7.684929E-6,3.138393E-6,7.652268E-6,0.00267988,9.385245E-5,1.439627E-7,3.823337E-4,5.658602E-4,0.001006209,0.001839174,4.481904E-4,2.47814E-4,0.002602124,8.70694E-4,-1.049112E-5,9.854754,7.344319E-5,620631.4,620647.8
1.6,0.001356267,6.283185,3.141593,6.283185,1179.169,0.2720914,2.018536E7,1634.828,2.349391E8,1634.828,1.000001,0.8539877,7.005044E-5,0.0352004,6.108367E-5,0.009134898,0.03586735,3.257999E-4,1.395204E-4,6.489139E-5,5.803508E-4,0.00148346,0.04698283,0.004392849,3.450417E-4,3.293345E-5,7.505943E-6,2.911408E-6,7.395723E-6,0.002646587,9.171342E-5,1.394632E-7,3.830495E-4,5.694818E-4,0.001003517,0.001831702,4.457985E-4,2.462738E-4,0.002654679,8.801302E-4,-1.058777E-5,9.853225,7.344948E-5,620519.8,620532.3
1.642734,0.00139251,6.283185,3.141593,6.283185,1179.039,0.2720914,2.115894E7,1634.344,2.34854E8,1634.344,1.000001,0.8540917,6.970495E-5,0.03531791,6.088855E-5,0.008947922,0.03600837,3.230957E-4,1.38003E-4,6.398401E-5,5.798797E-4,0.001466445,0.04682941,0.004391212,3.317084E-4,3.165898E-5,7.294813E-6,2.660269E-6,7.099362E-6,0.002607813,8.919427E-5,1.347727E-7,3.835755E-4,5.736547E-4,9.999203E-4,0.001822368,4.429181E-4,2.445451E-4,0.00271933,8.91717E-4,-1.070796E-5,9.8514,7.345762E-5,620387.6,620397.5
1.745344,0.00147955,6.283185,3.141593,6.283185,1178.716,0.2720914,2.387534E7,1633.223,2.346567E8,1633.223,1.000001,0.8543437,6.904397E-5,0.03558667,6.060048E-5,0.008527907,0.03630819,3.170419E-4,1.349043E-4,6.210166E-5,5.784179E-4,0.001428591,0.04646687,0.004382477,3.049604E-4,2.911238E-5,6.854662E-6,2.176271E-6,6.493084E-6,0.002525765,8.372754E-5,1.256201E-7,3.840742E-4,5.822764E-4,9.903354E-4,0.001799966,4.364256E-4,2.411394E-4,0.002871047,9.188048E-4,-1.100489E-5,9.847339,7.347773E-5,620091.2,620098.4
1.8,0.001525923,6.283185,3.141593,6.283185,1178.542,0.2720914,2.518003E7,1632.649,2.345556E8,1632.649,1.000001,0.8544776,6.874099E-5,0.03572418,6.049765E-5,0.008320647,0.03644761,3.142823E-4,1.335452E-4,6.122358E-5,5.775075E-4,0.001409979,0.04627698,0.004375535,2.932495E-4,2.799492E-5,6.65389E-6,1.97265E-6,6.223218E-6,0.002487512,8.110143E-5,1.216305E-7,3.840514E-4,5.861471E-4,9.847799E-4,0.001788094,4.331756E-4,2.39649E-4,0.002950084,9.328518E-4,-1.116102E-5,9.845326,7.348856E-5,619946.0,619952.5
1.922142,0.001629578,6.283185,3.141593,6.283185,1178.156,0.2720914,2.820805E7,1631.425,2.343403E8,1631.425,1.000001,0.854776,6.805471E-5,0.03602005,6.025886E-5,0.007894775,0.03671382,3.090981E-4,1.309711E-4,5.946826E-5,5.751437E-4,0.00137189,0.04586109,0.004355567,2.721122E-4,2.595884E-5,6.274443E-6,1.618231E-6,5.729033E-6,0.002413282,7.583386E-5,1.142769E-7,3.835004E-4,5.93184E-4,9.715214E-4,0.001761942,4.26338E-4,2.368371E-4,0.003122756,9.633645E-4,-1.150715E-5,9.841178,7.351268E-5,619646.7,619652.0
2.0,0.00169567,6.283185,3.141593,6.283185,1177.911,0.2720914,2.998371E7,1630.684,2.342098E8,1630.684,1.000001,0.854964,6.768306E-5,0.036202,6.016391E-5,0.007647862,0.03685498,3.06317E-4,1.296178E-4,5.849202E-5,5.734434E-4,0.001349816,0.04560184,0.004340287,2.614832E-4,2.492682E-5,6.071414E-6,1.446139E-6,5.475566E-6,0.002372554,7.283928E-5,1.105657E-7,3.828188E-4,5.966542E-4,9.62625E-4,0.00174561,4.222235E-4,2.352883E-4,0.003230298,9.822432E-4,-1.17275E-5,9.838748,7.352795E-5,619474.0,619478.7
2.130523,0.001806498,6.283185,3.141593,6.283185,1177.507,0.2720914,3.278405E7,1629.508,2.340029E8,1629.508,1.000001,0.8552759,6.702212E-5,0.03649704,5.995884E-5,0.007272073,0.03704753,3.023065E-4,1.276092E-4,5.699965E-5,5.702806E-4,0.001316233,0.0451777,0.004311393,2.475011E-4,2.354124E-5,5.78529E-6,1.225396E-6,5.135262E-6,0.002313548,6.836E-5,1.054909E-7,3.812945E-4,6.009127E-4,9.472043E-4,0.001718993,4.15669E-4,2.329425E-4,0.003406527,0.001012962,-1.209535E-5,9.835031,7.355319E-5,619209.9,619213.8
2.2,0.001865507,6.283185,3.141593,6.283185,1177.294,0.2720914,3.454682E7,1628.913,2.33898E8,1628.913,1.000001,0.8554394,6.668585E-5,0.03664982,5.986306E-5,0.00708965,0.03713041,3.004102E-4,1.266754E-4,5.628566E-5,5.684785E-4,0.001299867,0.04495702,0.004294719,2.415752E-4,2.294506E-5,5.65418E-6,1.133317E-6,4.987228E-6,0.00228594,6.62107E-5,1.033287E-7,3.802909E-4,6.024908E-4,9.388339E-4,0.001705224,4.123193E-4,2.317738E-4,0.003498445,0.00102888,-1.228332E-5,9.833208,7.356646E-5,619082.2,619085.8
2.212131,0.001875811,6.283185,3.141593,6.283185,1177.258,0.2720914,3.349929E7,1628.811,2.338801E8,1628.811,1.000001,0.8554677,6.66189E-5,0.03667621,5.98541E-5,0.007059074,0.03714357,3.00098E-4,1.265013E-4,5.615387E-5,5.6815E-4,0.001297112,0.04491886,0.004291752,2.406329E-4,2.284656E-5,5.632805E-6,1.118716E-6,4.96365E-6,0.002281354,6.58508E-5,1.029485E-7,3.801228E-4,6.027215E-4,9.373662E-4,0.001702855,4.117436E-4,2.31576E-4,0.003514361,0.001031628,-1.231303E-5,9.8329,7.356875E-5,619061.1,619064.6
2.228991,0.001890133,6.283185,3.141593,6.283185,1177.206,0.2720914,3.282747E7,1628.667,2.338548E8,1628.667,1.000001,0.8555058,6.66329E-5,0.03671302,5.993901E-5,0.007017523,0.03716132,2.996597E-4,1.26323E-4,5.599774E-5,5.676996E-4,0.001293322,0.04486594,0.004287541,2.393612E-4,2.27212E-5,5.602446E-6,1.099074E-6,4.931097E-6,0.002275085,6.535782E-5,1.025498E-7,3.798058E-4,6.030178E-4,9.353202E-4,0.001699559,4.109441E-4,2.314481E-4,0.003536317,0.001035431,-1.234299E-5,9.832465,7.357198E-5,619034.1,619038.7
2.238163,0.001897925,6.283185,3.141593,6.283185,1177.177,0.2720914,1.815857E7,1628.581,2.338396E8,1628.581,1.000001,0.8555222,6.665155E-5,0.03673361,6.028875E-5,0.00699755,0.03717077,2.9944E-4,1.26293E-4,5.593102E-5,5.674639E-4,0.001291272,0.04483709,0.004285187,2.386903E-4,2.265839E-5,5.584445E-6,1.088686E-6,4.913355E-6,0.002271719,6.509332E-5,1.024873E-7,3.795278E-4,6.031667E-4,9.342008E-4,0.001697755,4.105084E-4,2.321631E-4,0.003547914,0.001037478,-1.236E-5,9.832184,7.357378E-5,619031.7,619041.1
2.238256,0.001898004,6.283185,3.141593,6.283185,1177.179,0.2720914,-7.820722E8,1628.579,2.338392E8,1628.579,1.000001,0.8555204,6.609156E-5,0.03673378,6.050511E-5,0.006998645,0.03717079,2.994386E-4,1.262933E-4,5.592967E-5,5.67461E-4,0.001291249,0.04483672,0.004285158,2.386834E-4,2.265754E-5,5.584216E-6,1.088582E-6,4.913181E-6,0.002271682,6.509073E-5,1.024962E-7,3.795232E-4,6.031672E-4,9.34188E-4,0.001697735,4.105035E-4,2.324645E-4,0.003548014,0.001037496,-1.236043E-5,9.832159,7.357369E-5,619040.8,619052.5
2.238263,0.001898009,6.283185,3.141593,6.283185,1177.178,0.2720914,-3143889.0,1628.578,2.338392E8,1628.578,1.000001,0.8555208,6.608963E-5,0.03673382,6.050621E-5,0.006998568,0.03717081,2.994388E-4,1.262934E-4,5.592951E-5,5.674613E-4,0.001291248,0.04483672,0.004285159,2.386831E-4,2.265745E-5,5.584203E-6,1.088575E-6,4.913174E-6,0.00227168,6.50906E-5,1.024978E-7,3.795231E-4,6.031678E-4,9.341878E-4,0.001697735,4.105035E-4,2.325546E-4,0.003548023,0.001037498,-1.236052E-5,9.832163,7.357374E-5,619040.4,619051.9
2.238307,0.001898047,6.283185,3.141593,6.283185,1177.178,0.2720914,-1.710292E8,1628.577,2.33839E8,1628.577,1.000001,0.8555206,6.619175E-5,0.03673395,6.051452E-5,0.006998766,0.03717085,2.994392E-4,1.262937E-4,5.592848E-5,5.674602E-4,0.001291238,0.04483659,0.004285151,2.386802E-4,2.265695E-5,5.584082E-6,1.088525E-6,4.913104E-6,0.002271664,6.508943E-5,1.02506E-7,3.795213E-4,6.031687E-4,9.341826E-4,0.001697727,4.105016E-4,2.327482E-4,0.003548068,0.001037507,-1.236108E-5,9.832158,7.357375E-5,619041.1,619053.0
2.238316,0.001898055,6.283185,3.141593,6.283185,1177.18,0.2720914,-3.874605E8,1628.576,2.338388E8,1628.576,1.000001,0.8555185,6.625334E-5,0.03673388,6.053186E-5,0.006999716,0.03717077,2.994385E-4,1.262935E-4,5.592822E-5,5.674583E-4,0.001291233,0.04483646,0.004285139,2.38679E-4,2.265684E-5,5.584044E-6,1.088513E-6,4.913078E-6,0.002271656,6.508905E-5,1.025071E-7,3.795199E-4,6.031674E-4,9.341792E-4,0.001697722,4.105002E-4,2.326501E-4,0.003548068,0.001037506,-1.236116E-5,9.832134,7.357363E-5,619046.8,619061.2
2.238331,0.001898067,6.283185,3.141593,6.283185,1177.178,0.2720914,-3.710525E8,1628.575,2.338386E8,1628.575,1.000001,0.8555191,6.614107E-5,0.03673396,6.055142E-5,0.006999735,0.03717081,2.99439E-4,1.262937E-4,5.592776E-5,5.674595E-4,0.00129123,0.04483644,0.004285141,2.386784E-4,2.265653E-5,5.584004E-6,1.088497E-6,4.913058E-6,0.002271653,6.50887E-5,1.025094E-7,3.79519E-4,6.031683E-4,9.341785E-4,0.001697721,4.105E-4,2.331297E-4,0.003548085,0.00103751,-1.236135E-5,9.832139,7.35737E-5,619047.2,619061.6
2.238337,0.001898073,6.283185,3.141593,6.283185,1177.178,0.2720914,-1.324101E8,1628.575,2.338386E8,1628.575,1.000001,0.8555194,6.611607E-5,0.03673399,6.055999E-5,0.006999691,0.03717083,2.994392E-4,1.262938E-4,5.592758E-5,5.674598E-4,0.001291229,0.04483644,0.004285142,2.38678E-4,2.265642E-5,5.583986E-6,1.08849E-6,4.913049E-6,0.002271651,6.508855E-5,1.025104E-7,3.795187E-4,6.031687E-4,9.341782E-4,0.001697721,4.104999E-4,2.332685E-4,0.003548092,0.001037512,-1.236144E-5,9.832141,7.357373E-5,619047.0,619061.3
2.238353,0.001898086,6.283185,3.141593,6.283185,1177.178,0.2720914,-8111175.0,1628.575,2.338385E8,1628.575,1.000001,0.8555195,6.610899E-5,0.03673405,6.057182E-5,0.006999657,0.03717085,2.994394E-4,1.26294E-4,5.592718E-5,5.674598E-4,0.001291226,0.0448364,0.00428514,2.386771E-4,2.26562E-5,5.583939E-6,1.088473E-6,4.913026E-6,0.002271646,6.508815E-5,1.025125E-7,3.795178E-4,6.031692E-4,9.341766E-4,0.001697719,4.104994E-4,2.334303E-4,0.003548106,0.001037515,-1.236164E-5,9.832142,7.357375E-5,619046.8,619061.0
2.238386,0.001898114,6.283185,3.141593,6.283185,1177.177,0.2720914,-1.736284E8,1628.574,2.338384E8,1628.574,1.000001,0.8555193,6.616838E-5,0.03673414,6.060925E-5,0.006999726,0.03717088,2.994398E-4,1.262942E-4,5.592644E-5,5.674588E-4,0.001291218,0.04483629,0.004285133,2.386749E-4,2.265581E-5,5.583833E-6,1.088436E-6,4.912975E-6,0.002271634,6.508724E-5,1.025167E-7,3.795159E-4,6.031699E-4,9.341726E-4,0.001697713,4.10498E-4,2.335211E-4,0.003548134,0.001037522,-1.236205E-5,9.832138,7.357376E-5,619047.3,619061.7
2.238412,0.001898136,6.283185,3.141593,6.283185,1177.177,0.2720914,47154.91,1628.573,2.338383E8,1628.573,1.000001,0.8555194,6.621105E-5,0.03673422,6.061377E-5,0.006999678,0.03717092,2.994401E-4,1.262944E-4,5.592593E-5,5.674581E-4,0.001291213,0.04483622,0.004285128,2.386732E-4,2.265553E-5,5.583747E-6,1.088407E-6,4.912934E-6,0.002271625,6.508652E-5,1.025195E-7,3.795144E-4,6.031705E-4,9.341696E-4,0.001697709,4.104969E-4,2.335501E-4,0.003548156,0.001037527,-1.236238E-5,9.832137,7.357378E-5,619047.0,619061.4
2.239178,0.001898787,6.283185,3.141593,6.283185,1177.173,0.2720914,-1532708.0,1628.562,2.338363E8,1628.562,1.000001,0.8555197,6.663472E-5,0.03673639,6.058431E-5,0.006998096,0.03717188,2.994384E-4,1.263006E-4,5.591649E-5,5.674364E-4,0.001291042,0.04483378,0.004284935,2.386205E-4,2.264886E-5,5.581272E-6,1.087549E-6,4.911562E-6,0.002271344,6.506449E-5,1.025559E-7,3.794628E-4,6.031826E-4,9.340748E-4,0.001697558,4.104607E-4,2.334979E-4,0.00354885,0.001037687,-1.237203E-5,9.832107,7.357405E-5,619045.7,619060.4
2.239429,0.001899,6.283185,3.141593,6.283185,1177.172,0.2720914,2.035895E7,1628.559,2.338357E8,1628.559,1.000001,0.8555192,6.662119E-5,0.03673702,6.051229E-5,0.006998085,0.03717216,2.994359E-4,1.26305E-4,5.591442E-5,5.674297E-4,0.001290985,0.04483296,0.004284865,2.386028E-4,2.264684E-5,5.580553E-6,1.087268E-6,4.91108E-6,0.002271251,6.505735E-5,1.025624E-7,3.79443E-4,6.031857E-4,9.340434E-4,0.001697506,4.104482E-4,2.336228E-4,0.003549082,0.001037739,-1.237514E-5,9.83209,7.357408E-5,619048.4,619064.7
2.23946,0.001899026,6.283185,3.141593,6.283185,1177.172,0.2720914,3.696231E7,1628.558,2.338356E8,1628.558,1.000001,0.8555189,6.657322E-5,0.03673709,6.048472E-5,0.006998336,0.03717219,2.994355E-4,1.263056E-4,5.591409E-5,5.67429E-4,0.001290977,0.04483285,0.004284855,2.386005E-4,2.264652E-5,5.580463E-6,1.087232E-6,4.911018E-6,0.002271238,6.505644E-5,1.025632E-7,3.7944E-4,6.031859E-4,9.340393E-4,0.001697499,4.104466E-4,2.337661E-4,0.00354911,0.001037745,-1.237552E-5,9.832084,7.357408E-5,619050.2,619067.5
2.239495,0.001899057,6.283185,3.141593,6.283185,1177.172,0.2720914,-3.541035E7,1628.557,2.338354E8,1628.557,1.000001,0.8555189,6.653965E-5,0.03673719,6.050269E-5,0.006998278,0.03717223,2.994353E-4,1.263065E-4,5.591369E-5,5.674285E-4,0.001290969,0.04483274,0.004284847,2.385981E-4,2.264615E-5,5.580366E-6,1.087193E-6,4.910953E-6,0.002271226,6.505547E-5,1.025643E-7,3.794368E-4,6.031865E-4,9.340351E-4,0.001697493,4.104449E-4,2.339248E-4,0.00354914,0.001037752,-1.237596E-5,9.832082,7.35741E-5,619050.5,619067.8
2.239518,0.001899076,6.283185,3.141593,6.283185,1177.172,0.2720914,-2.216636E7,1628.557,2.338353E8,1628.557,1.000001,0.8555189,6.654228E-5,0.03673725,6.052236E-5,0.006998255,0.03717226,2.994352E-4,1.263071E-4,5.591345E-5,5.67428E-4,0.001290964,0.04483267,0.004284841,2.385965E-4,2.264594E-5,5.580301E-6,1.087167E-6,4.91091E-6,0.002271218,6.505483E-5,1.025652E-7,3.794348E-4,6.031869E-4,9.340323E-4,0.001697488,4.104439E-4,2.339701E-4,0.00354916,0.001037757,-1.237624E-5,9.832081,7.357411E-5,619050.5,619067.9
2.239703,0.001899233,6.283185,3.141593,6.283185,1177.171,0.2720914,-1.226658E8,1628.553,2.338347E8,1628.553,1.000001,0.8555181,6.65813E-5,0.03673772,6.056887E-5,0.00699845,0.03717246,2.99434E-4,1.263122E-4,5.591167E-5,5.674229E-4,0.001290921,0.04483205,0.004284789,2.385835E-4,2.264422E-5,5.579754E-6,1.08696E-6,4.910558E-6,0.002271148,6.504956E-5,1.025733E-7,3.794175E-4,6.031891E-4,9.340089E-4,0.00169745,4.104346E-4,2.341599E-4,0.003549312,0.001037794,-1.237851E-5,9.832063,7.357415E-5,619053.8,619072.7
2.239731,0.001899257,6.283185,3.141593,6.283185,1177.173,0.2720914,-6.571789E8,1628.551,2.338343E8,1628.551,1.000001,0.8555156,6.660137E-5,0.03673769,6.059774E-5,0.006999563,0.03717239,2.99433E-4,1.263128E-4,5.591126E-5,5.674205E-4,0.001290911,0.04483183,0.004284769,2.385808E-4,2.264389E-5,5.579654E-6,1.086926E-6,4.910491E-6,0.002271131,6.50486E-5,1.025744E-7,3.794135E-4,6.031877E-4,9.340027E-4,0.001697439,4.104321E-4,2.341654E-4,0.003549323,0.001037797,-1.237882E-5,9.832033,7.357401E-5,619060.9,619082.9
2.239737,0.001899262,6.283185,3.141593,6.283185,1177.172,0.2720914,-1.523303E8,1628.55,2.338342E8,1628.55,1.000001,0.8555165,6.653494E-5,0.03673774,6.061678E-5,0.00699948,0.03717243,2.994334E-4,1.263131E-4,5.591116E-5,5.674215E-4,0.001290911,0.04483185,0.004284773,2.385807E-4,2.264377E-5,5.57964E-6,1.08692E-6,4.910484E-6,0.002271131,6.504849E-5,1.025749E-7,3.794129E-4,6.031885E-4,9.34003E-4,0.00169744,4.104323E-4,2.343929E-4,0.003549331,0.001037799,-1.23789E-5,9.832041,7.35741E-5,619060.8,619082.6
2.23975,0.001899273,6.283185,3.141593,6.283185,1177.171,0.2720914,1.560572E7,1628.55,2.338341E8,1628.55,1.000001,0.8555169,6.640955E-5,0.0367378,6.064371E-5,0.006999478,0.03717246,2.994336E-4,1.263137E-4,5.591085E-5,5.674226E-4,0.001290909,0.04483183,0.004284773,2.385801E-4,2.264351E-5,5.579605E-6,1.086907E-6,4.910464E-6,0.002271129,6.50482E-5,1.025759E-7,3.794114E-4,6.031891E-4,9.340023E-4,0.001697439,4.10432E-4,2.348305E-4,0.003549341,0.001037802,-1.237906E-5,9.832044,7.357415E-5,619061.0,619082.9
2.239757,0.001899279,6.283185,3.141593,6.283185,1177.172,0.2720914,-3.089429E8,1628.549,2.338341E8,1628.549,1.000001,0.8555161,6.639405E-5,0.03673778,6.065406E-5,0.006999876,0.03717244,2.994334E-4,1.263138E-4,5.591067E-5,5.67422E-4,0.001290906,0.04483177,0.004284768,2.385794E-4,2.264338E-5,5.579577E-6,1.086898E-6,4.910447E-6,0.002271124,6.504795E-5,1.025764E-7,3.794101E-4,6.031886E-4,9.340006E-4,0.001697436,4.104313E-4,2.34912E-4,0.003549343,0.001037802,-1.237913E-5,9.832034,7.357409E-5,619063.0,619085.9
2.239765,0.001899286,6.283185,3.141593,6.283185,1177.172,0.2720914,-1.408806E8,1628.549,2.33834E8,1628.549,1.000001,0.8555164,6.635461E-5,0.03673782,6.065954E-5,0.006999834,0.03717246,2.994336E-4,1.263142E-4,5.591052E-5,5.674224E-4,0.001290905,0.04483176,0.004284768,2.385789E-4,2.264324E-5,5.579555E-6,1.086889E-6,4.910434E-6,0.002271122,6.504777E-5,1.025771E-7,3.794092E-4,6.03189E-4,9.340001E-4,0.001697435,4.104312E-4,2.350669E-4,0.003549349,0.001037804,-1.237924E-5,9.832037,7.357412E-5,619062.8,619085.7
2.239773,0.001899293,6.283185,3.141593,6.283185,1177.171,0.2720914,-5452677.0,1628.549,2.33834E8,1628.549,1.000001,0.8555165,6.633199E-5,0.03673785,6.06612E-5,0.006999809,0.03717248,2.994337E-4,1.263145E-4,5.591036E-5,5.674225E-4,0.001290903,0.04483174,0.004284767,2.385784E-4,2.264312E-5,5.57953E-6,1.08688E-6,4.910421E-6,0.00227112,6.504757E-5,1.025778E-7,3.794083E-4,6.031893E-4,9.339994E-4,0.001697434,4.104309E-4,2.3517E-4,0.003549354,0.001037806,-1.237934E-5,9.832038,7.357414E-5,619062.8,619085.6
2.239836,0.001899346,6.283185,3.141593,6.283185,1177.171,0.2720914,-1.042045E8,1628.547,2.338337E8,1628.547,1.000001,0.8555164,6.637583E-5,0.03673804,6.068603E-5,0.006999747,0.03717256,2.994342E-4,1.26317E-4,5.590942E-5,5.674208E-4,0.001290889,0.04483156,0.004284753,2.385742E-4,2.264236E-5,5.579333E-6,1.086811E-6,4.910313E-6,0.002271097,6.504588E-5,1.025824E-7,3.79401E-4,6.031904E-4,9.339918E-4,0.001697422,4.10428E-4,2.352751E-4,0.00354939,0.001037818,-1.23801E-5,9.832033,7.357417E-5,619063.1,619086.1
2.239855,0.001899362,6.283185,3.141593,6.283185,1177.171,0.2720914,-7.372888E7,1628.547,2.338336E8,1628.547,1.000001,0.8555162,6.638998E-5,0.03673809,6.070077E-5,0.006999818,0.03717258,2.994343E-4,1.263178E-4,5.590915E-5,5.674202E-4,0.001290884,0.04483149,0.004284747,2.385729E-4,2.264214E-5,5.579271E-6,1.08679E-6,4.910279E-6,0.00227109,6.504535E-5,1.025839E-7,3.793987E-4,6.031906E-4,9.339894E-4,0.001697418,4.104271E-4,2.353024E-4,0.0035494,0.001037822,-1.238033E-5,9.83203,7.357418E-5,619063.6,619086.9
2.239871,0.001899375,6.283185,3.141593,6.283185,1177.171,0.2720914,-2.229541E7,1628.547,2.338336E8,1628.547,1.000001,0.8555163,6.63958E-5,0.03673814,6.069881E-5,0.006999781,0.03717261,2.994345E-4,1.263185E-4,5.590893E-5,5.674198E-4,0.001290881,0.04483145,0.004284744,2.385719E-4,2.264195E-5,5.579217E-6,1.086772E-6,4.910251E-6,0.002271084,6.50449E-5,1.025851E-7,3.793968E-4,6.031909E-4,9.339875E-4,0.001697416,4.104264E-4,2.353305E-4,0.00354941,0.001037825,-1.238053E-5,9.83203,7.357419E-5,619063.5,619086.8
