Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_H2O_PFRC2 (),Mole_fraction_CO_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_CH2O_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
1.964582,4.575981E-4,3.141593,0.7853982,3.141593,4269.499,0.1974164,-3.728016E7,1579.343,1.125867E8,1579.343,1.000015,0.9026886,4.147293E-5,-7.632272E-7,4.037338E-6,0.0160809,2.506945E-5,5.795249E-7,0.01599003,0.01022136,2.022231E-4,1.725977E-4,6.969811E-4,0.03327747,8.282732E-4,0.007565853,4.379406E-4,1.115672E-4,8.654009E-5,0.005521423,0.00387368,3.066778E-6,5.113289E-5,7.022384E-5,2.855312E-5,2.198612E-4,6.310455E-4,3.042996E-4,7.049554E-5,6.585246E-5,1.91621E-4,7.629645,5.887303E-5,441135.6,441139.7
2.0,4.658944E-4,3.141593,0.7853982,3.141593,4268.835,0.1974164,-3.537749E7,1578.944,1.125516E8,1578.944,1.000015,0.9025522,4.126016E-5,-6.106749E-7,4.2172E-6,0.01616265,2.491639E-5,5.464646E-7,0.01599909,0.010301,2.021709E-4,1.742889E-4,7.009379E-4,0.03341557,8.442596E-4,0.007488213,4.321534E-4,1.103488E-4,8.544771E-5,0.00550175,0.003765576,3.006636E-6,5.191686E-5,7.13087E-5,2.925285E-5,2.229481E-4,6.394423E-4,3.056529E-4,7.206863E-5,6.81188E-5,1.942954E-4,7.628904,5.888218E-5,441092.7,441096.6
2.111307,4.91975E-4,3.141593,0.7853982,3.141593,4266.76,0.1974164,-2.982736E7,1577.718,1.124436E8,1577.718,1.000016,0.9021475,4.068763E-5,-5.526929E-7,4.608615E-6,0.01641166,2.452631E-5,4.372461E-7,0.01601693,0.01054356,2.017974E-4,1.795301E-4,7.124432E-4,0.03382601,8.938874E-4,0.007252487,4.146711E-4,1.065601E-4,8.215325E-5,0.00543704,0.003449015,2.827171E-6,5.432722E-5,7.464421E-5,3.146113E-5,2.324475E-4,6.651094E-4,3.094143E-4,7.706732E-5,7.529898E-5,2.024858E-4,7.626683,5.891083E-5,440964.4,440967.3
2.114306,4.926779E-4,3.141593,0.7853982,3.141593,4266.704,0.1974164,-3.11655E7,1577.685,1.124408E8,1577.685,1.000016,0.902137,4.067111E-5,-5.979554E-7,4.61643E-6,0.01641822,2.453339E-5,4.363223E-7,0.01601722,0.01054995,2.017829E-4,1.796699E-4,7.127344E-4,0.0338366,8.952114E-4,0.007246299,4.142161E-4,1.06459E-4,8.206708E-5,0.005435242,0.003440942,2.822597E-6,5.43913E-5,7.473224E-5,3.15208E-5,2.326993E-4,6.65786E-4,3.095058E-4,7.722033E-5,7.549338E-5,2.027021E-4,7.626625,5.89116E-5,440961.3,440964.2
2.11929,4.93846E-4,3.141593,0.7853982,3.141593,4266.611,0.1974164,-3.100304E7,1577.63,1.12436E8,1577.63,1.000016,0.9021196,4.065301E-5,-6.597092E-7,4.629796E-6,0.01642912,2.45271E-5,4.327721E-7,0.01601768,0.01056054,2.017583E-4,1.79902E-4,7.132163E-4,0.03385415,8.974101E-4,0.007236033,4.13462E-4,1.062909E-4,8.192411E-5,0.005432247,0.003427576,2.815059E-6,5.449774E-5,7.487822E-5,3.161999E-5,2.331175E-4,6.669087E-4,3.096567E-4,7.746744E-5,7.581453E-5,2.030608E-4,7.626528,5.891289E-5,440956.0,440958.8
2.123268,4.947784E-4,3.141593,0.7853982,3.141593,4266.536,0.1974164,-2.94714E7,1577.587,1.124322E8,1577.587,1.000016,0.9021058,4.063702E-5,-6.982421E-7,4.640374E-6,0.01643781,2.450468E-5,4.392807E-7,0.01601804,0.01056898,2.017382E-4,1.800872E-4,7.13599E-4,0.03386812,8.991636E-4,0.007227854,4.128633E-4,1.061569E-4,8.181015E-5,0.005429851,0.003416951,2.809096E-6,5.45827E-5,7.499446E-5,3.169917E-5,2.334508E-4,6.678032E-4,3.097762E-4,7.76588E-5,7.606918E-5,2.033464E-4,7.626452,5.891391E-5,440951.8,440954.7
2.151582,5.01415E-4,3.141593,0.7853982,3.141593,4266.012,0.1974164,-2.819622E7,1577.282,1.124053E8,1577.282,1.000016,0.9020089,4.049653E-5,-7.533255E-7,4.719897E-6,0.01649916,2.440255E-5,4.395049E-7,0.0160199,0.01062865,2.015846E-4,1.81401E-4,7.162756E-4,0.03396635,9.116102E-4,0.007170069,4.086293E-4,1.052058E-4,8.100633E-5,0.00541267,0.003342481,2.766694E-6,5.518463E-5,7.581655E-5,3.226323E-5,2.358127E-4,6.741317E-4,3.10602E-4,7.891659E-5,7.789199E-5,2.053691E-4,7.625914,5.892116E-5,440921.1,440924.0
2.161082,5.03642E-4,3.141593,0.7853982,3.141593,4265.835,0.1974164,-2.828715E7,1577.18,1.123963E8,1577.18,1.000016,0.9019767,4.045529E-5,-8.422031E-7,4.746449E-6,0.01651961,2.43917E-5,4.475362E-7,0.01602037,0.01064851,2.015292E-4,1.818405E-4,7.171553E-4,0.03399886,9.157725E-4,0.007150842,4.072232E-4,1.048877E-4,8.073917E-5,0.005406856,0.003317931,2.752742E-6,5.538574E-5,7.609037E-5,3.245265E-5,2.366011E-4,6.762398E-4,3.108697E-4,7.936911E-5,7.850768E-5,2.060437E-4,7.625734,5.89236E-5,440911.3,440914.2
2.164694,5.044889E-4,3.141593,0.7853982,3.141593,4265.768,0.1974164,-3.560474E7,1577.141,1.123929E8,1577.141,1.000016,0.9019644,4.041956E-5,-9.813623E-7,4.757804E-6,0.01652737,2.438611E-5,5.159007E-7,0.01602066,0.01065605,2.015078E-4,1.820075E-4,7.174873E-4,0.03401116,9.173534E-4,0.007143553,4.066883E-4,1.047669E-4,8.063794E-5,0.005404638,0.003308655,2.747514E-6,5.546207E-5,7.619404E-5,3.25247E-5,2.369003E-4,6.770395E-4,3.109702E-4,7.958824E-5,7.873918E-5,2.062993E-4,7.625665,5.892453E-5,440908.4,440911.7
2.165328,5.046376E-4,3.141593,0.7853982,3.141593,4265.756,0.1974164,-4.190754E7,1577.133,1.123922E8,1577.133,1.000016,0.9019621,4.039016E-5,-1.093518E-6,4.760384E-6,0.01652874,2.439391E-5,5.746433E-7,0.01602081,0.01065737,2.015042E-4,1.820368E-4,7.175454E-4,0.03401331,9.176309E-4,0.007142276,4.065924E-4,1.047457E-4,8.062025E-5,0.005404248,0.003307031,2.746603E-6,5.547541E-5,7.621214E-5,3.253734E-5,2.369528E-4,6.771798E-4,3.109879E-4,7.966677E-5,7.877897E-5,2.06344E-4,7.625651,5.892469E-5,440908.5,440912.1
2.165462,5.046689E-4,3.141593,0.7853982,3.141593,4265.753,0.1974164,-3.025058E7,1577.132,1.123921E8,1577.132,1.000016,0.9019617,4.038777E-5,-1.104016E-6,4.761027E-6,0.01652903,2.438889E-5,5.766562E-7,0.01602082,0.01065764,2.015034E-4,1.82043E-4,7.175576E-4,0.03401376,9.176893E-4,0.007142008,4.065722E-4,1.047412E-4,8.061653E-5,0.005404166,0.003306689,2.746411E-6,5.547821E-5,7.621596E-5,3.254001E-5,2.369639E-4,6.772093E-4,3.109916E-4,7.967725E-5,7.878729E-5,2.063534E-4,7.625649,5.892473E-5,440908.4,440911.9
2.166317,5.048693E-4,3.141593,0.7853982,3.141593,4265.737,0.1974164,-3.786523E7,1577.122,1.123913E8,1577.122,1.000016,0.9019587,4.038057E-5,-1.173568E-6,4.765464E-6,0.01653087,2.440026E-5,5.982561E-7,0.0160209,0.01065942,2.014986E-4,1.820825E-4,7.17636E-4,0.03401666,9.180636E-4,0.007140288,4.064428E-4,1.047127E-4,8.059272E-5,0.005403641,0.003304501,2.745178E-6,5.549615E-5,7.624036E-5,3.255707E-5,2.370346E-4,6.773985E-4,3.110153E-4,7.974534E-5,7.884038E-5,2.064136E-4,7.625632,5.892495E-5,440907.9,440911.6
2.166366,5.048808E-4,3.141593,0.7853982,3.141593,4265.736,0.1974164,-2.99175E7,1577.122,1.123912E8,1577.122,1.000016,0.9019585,4.037925E-5,-1.181507E-6,4.765722E-6,0.01653097,2.440124E-5,6.032635E-7,0.01602091,0.01065953,2.014983E-4,1.820848E-4,7.176404E-4,0.03401683,9.180849E-4,0.00714019,4.064354E-4,1.04711E-4,8.059137E-5,0.005403611,0.003304377,2.745109E-6,5.549717E-5,7.624174E-5,3.255804E-5,2.370386E-4,6.774093E-4,3.110167E-4,7.975104E-5,7.884338E-5,2.06417E-4,7.625631,5.892497E-5,440907.9,440911.6
2.167923,5.052457E-4,3.141593,0.7853982,3.141593,4265.707,0.1974164,-2.843805E7,1577.105,1.123897E8,1577.105,1.000016,0.9019533,4.040648E-5,-1.186594E-6,4.774668E-6,0.01653433,2.438827E-5,6.032822E-7,0.01602097,0.01066277,2.014893E-4,1.821566E-4,7.177829E-4,0.03402211,9.187655E-4,0.007137058,4.062022E-4,1.04659E-4,8.054797E-5,0.005402654,0.003300397,2.742882E-6,5.552989E-5,7.628606E-5,3.258908E-5,2.371673E-4,6.777532E-4,3.110597E-4,7.98187E-5,7.89394E-5,2.065265E-4,7.625602,5.892537E-5,440906.2,440909.9
2.182303,5.086169E-4,3.141593,0.7853982,3.141593,4265.441,0.1974164,-2.764052E7,1576.951,1.123762E8,1576.951,1.000016,0.9019052,4.039046E-5,-1.104904E-6,4.853549E-6,0.01656512,2.435198E-5,6.040955E-7,0.01602134,0.01069265,2.013991E-4,1.828198E-4,7.190865E-4,0.03407068,9.25043E-4,0.007108164,4.041032E-4,1.04179E-4,8.014597E-5,0.005393777,0.003263864,2.722345E-6,5.583419E-5,7.669304E-5,3.287599E-5,2.383549E-4,6.8092E-4,3.114499E-4,8.038937E-5,7.984733E-5,2.07538E-4,7.625333,5.892905E-5,440890.8,440894.6
2.188116,5.099797E-4,3.141593,0.7853982,3.141593,4265.334,0.1974164,-2.617326E7,1576.889,1.123708E8,1576.889,1.000016,0.9018859,4.0366E-5,-1.076725E-6,4.883285E-6,0.01657752,2.433051E-5,6.070736E-7,0.01602143,0.01070468,2.013611E-4,1.830876E-4,7.196075E-4,0.03409018,9.275766E-4,0.00709653,4.032644E-4,1.039853E-4,7.998405E-5,0.005390173,0.003249232,2.714125E-6,5.595717E-5,7.685718E-5,3.299206E-5,2.388338E-4,6.821957E-4,3.116045E-4,8.062414E-5,8.022252E-5,2.079465E-4,7.625225,5.893053E-5,440884.7,440888.4
2.2,5.127661E-4,3.141593,0.7853982,3.141593,4265.116,0.1974164,-2.545561E7,1576.764,1.123597E8,1576.764,1.000016,0.9018468,4.03037E-5,-9.994769E-7,4.940216E-6,0.01660277,2.428192E-5,6.048487E-7,0.01602149,0.01072917,2.012816E-4,1.836342E-4,7.206622E-4,0.03412978,9.327488E-4,0.007072843,4.015568E-4,1.035899E-4,7.965475E-5,0.005382779,0.003219567,2.697336E-6,5.620787E-5,7.719247E-5,3.322946E-5,2.398106E-4,6.847954E-4,3.119157E-4,8.109781E-5,8.100243E-5,2.087807E-4,7.625007,5.893354E-5,440872.1,440875.8
2.225314,5.187015E-4,3.141593,0.7853982,3.141593,4264.652,0.1974164,-2.447612E7,1576.497,1.123362E8,1576.497,1.000016,0.9017646,4.017516E-5,-9.641989E-7,5.048097E-6,0.01665615,2.419838E-5,5.985015E-7,0.01602117,0.01078094,2.01106E-4,1.847949E-4,7.22864E-4,0.034213,9.43731E-4,0.007022825,3.979408E-4,1.02751E-4,7.896116E-5,0.005366923,0.003157466,2.661867E-6,5.673829E-5,7.790476E-5,3.373553E-5,2.418801E-4,6.902948E-4,3.125564E-4,8.216871E-5,8.269175E-5,2.105497E-4,7.624546,5.893995E-5,440845.9,440849.5
2.236375,5.212951E-4,3.141593,0.7853982,3.141593,4264.449,0.1974164,-2.369885E7,1576.381,1.12326E8,1576.381,1.000016,0.9017292,4.012354E-5,-9.599218E-7,5.096433E-6,0.01667929,2.41578E-5,6.164947E-7,0.01602085,0.01080339,2.010264E-4,1.853005E-4,7.238066E-4,0.03424887,9.485137E-4,0.007001159,3.963688E-4,1.023858E-4,7.866145E-5,0.005359948,0.003130802,2.646495E-6,5.696848E-5,7.821423E-5,3.39568E-5,2.427795E-4,6.926806E-4,3.128266E-4,8.263952E-5,8.343396E-5,2.113181E-4,7.624347,5.894275E-5,440834.7,440838.4
2.4,5.596782E-4,3.141593,0.7853982,3.141593,4261.474,0.1974164,-1.729647E7,1574.706,1.121787E8,1574.706,1.000017,0.9012384,3.938264E-5,-7.702041E-7,5.569712E-6,0.01701018,2.364949E-5,4.532605E-7,0.01600228,0.0111243,1.996046E-4,1.926719E-4,7.364732E-4,0.03474802,0.001018114,0.006692572,3.741799E-4,9.708611E-5,7.442284E-5,0.00525402,0.002766404,2.432478E-6,6.029776E-5,8.267196E-5,3.723707E-5,2.557645E-4,7.268044E-4,3.161728E-4,8.938263E-5,9.46945E-5,2.223831E-4,7.621558,5.898389E-5,440673.2,440675.9
2.6,6.066302E-4,3.141593,0.7853982,3.141593,4257.87,0.1974164,-1.095173E7,1572.74,1.120056E8,1572.74,1.000018,0.9007103,3.856668E-5,-7.122835E-7,5.827028E-6,0.01738812,2.310531E-5,3.075437E-7,0.01595132,0.01149053,1.973316E-4,2.014261E-4,7.490178E-4,0.03528661,0.001100177,0.006343372,3.495269E-4,9.08884E-5,6.968681E-5,0.005119445,0.002388233,2.205053E-6,6.420197E-5,8.777224E-5,4.12543E-5,2.708537E-4,7.656223E-4,3.188004E-4,9.719457E-5,1.089102E-4,2.351533E-4,7.618481,5.903383E-5,440494.8,440496.8
2.8,6.536218E-4,3.141593,0.7853982,3.141593,4254.287,0.1974164,-5948169.0,1570.848,1.118391E8,1570.848,1.000019,0.9002485,3.781006E-5,-6.594937E-7,5.920468E-6,0.01774018,2.260741E-5,2.098868E-7,0.01587621,0.01183134,1.94655E-4,2.099228E-4,7.588085E-4,0.03575882,0.001178868,0.006021649,3.272076E-4,8.502125E-5,6.538142E-5,0.004981934,0.002070917,2.008809E-6,6.794033E-5,9.251074E-5,4.526534E-5,2.851308E-4,8.014336E-4,3.201103E-4,1.0445E-4,1.235934E-4,2.471681E-4,7.615713,5.908355E-5,440334.3,440335.8
3.0,7.00653E-4,3.141593,0.7853982,3.141593,4250.711,0.1974164,-2016056.0,1569.013,1.116776E8,1569.013,1.00002,0.8998423,3.71005E-5,-6.106012E-7,5.933002E-6,0.01806906,2.214559E-5,1.446099E-7,0.01578273,0.01214955,1.917222E-4,2.18179E-4,7.662698E-4,0.03617513,0.001254163,0.005724473,3.069026E-4,7.949509E-5,6.145545E-5,0.004843637,0.001803416,1.838287E-6,7.152569E-5,9.691579E-5,4.925586E-5,2.986412E-4,8.344174E-4,3.203563E-4,1.111468E-4,1.386587E-4,2.584909E-4,7.613209,5.913325E-5,440188.9,440190.2
3.2,7.477237E-4,3.141593,0.7853982,3.141593,4247.132,0.1974164,1070959.0,1567.223,1.115201E8,1567.223,1.00002,0.8994832,3.642963E-5,-5.652156E-7,5.90298E-6,0.01837701,2.171343E-5,1.0087E-7,0.01567543,0.01244755,1.886344E-4,2.26206E-4,7.71753E-4,0.03654398,0.001326073,0.005449343,2.883577E-4,7.431003E-5,5.786445E-5,0.004706144,0.001576954,1.689334E-6,7.497169E-5,1.01012E-4,5.321356E-5,3.114273E-4,8.647502E-4,3.197466E-4,1.17294E-4,1.540257E-4,2.691785E-4,7.61093,5.918309E-5,440056.5,440057.6
3.4,7.948343E-4,3.141593,0.7853982,3.141593,4243.54,0.1974164,3487999.0,1565.471,1.113659E8,1565.471,1.000021,0.8991641,3.579107E-5,-5.22997E-7,5.849693E-6,0.01866599,2.130609E-5,7.14156E-8,0.01555792,0.01272733,1.854632E-4,2.340116E-4,7.755521E-4,0.03687232,0.001394642,0.005194101,2.713631E-4,6.945921E-5,5.457023E-5,0.004570623,0.001384487,1.558608E-6,7.829106E-5,1.048216E-4,5.712797E-5,3.235289E-4,8.926043E-4,3.184527E-4,1.229087E-4,1.696212E-4,2.792823E-4,7.608847,5.923318E-5,439935.5,439936.5
3.6,8.419848E-4,3.141593,0.7853982,3.141593,4239.929,0.1974164,5371370.0,1563.747,1.112142E8,1563.747,1.000022,0.8988794,3.517981E-5,-4.836372E-7,5.78345E-6,0.01893767,2.091985E-5,5.145772E-8,0.01543304,0.01299061,1.822595E-4,2.416017E-4,7.779138E-4,0.03716583,0.001459935,0.004956871,2.557436E-4,6.493126E-5,5.154002E-5,0.004437924,0.00122032,1.443378E-6,8.149533E-5,1.083647E-4,6.099023E-5,3.349835E-4,9.181458E-4,3.166156E-4,1.280141E-4,1.85379E-4,2.888484E-4,7.606933,5.928362E-5,439824.3,439825.2
3.8,8.891756E-4,3.141593,0.7853982,3.141593,4236.296,0.1974164,6828865.0,1562.046,1.110645E8,1562.046,1.000023,0.8986241,3.45919E-5,-4.468891E-7,5.710261E-6,0.01919353,2.055171E-5,3.781514E-8,0.01530307,0.01323885,1.790598E-4,2.489808E-4,7.790473E-4,0.03742928,0.001522034,0.004736007,2.413502E-4,6.0712E-5,4.87456E-5,0.004308657,0.001079811,1.341391E-6,8.459478E-5,1.116596E-4,6.479292E-5,3.458261E-4,9.41534E-4,3.14352E-4,1.326366E-4,2.012395E-4,2.979187E-4,7.605169,5.933447E-5,439721.8,439722.7
4.0,9.36407E-4,3.141593,0.7853982,3.141593,4232.636,0.1974164,7947310.0,1560.363,1.109164E8,1560.363,1.000024,0.8983945,3.402424E-5,-4.125077E-7,5.633673E-6,0.01943488,2.019928E-5,2.838739E-8,0.01516984,0.01347335,1.758902E-4,2.561529E-4,7.791305E-4,0.03766661,0.001581034,0.004530059,2.280561E-4,5.678558E-5,4.616258E-5,0.004183243,9.591584E-4,1.250769E-6,8.75985E-5,1.147229E-4,6.852986E-5,3.5609E-4,9.629201E-4,3.117578E-4,1.368052E-4,2.171496E-4,3.06531E-4,7.603537,5.938577E-5,439626.9,439627.7
4.2,9.836795E-4,3.141593,0.7853982,3.141593,4228.948,0.1974164,8791279.0,1558.694,1.107695E8,1558.694,1.000025,0.898187,3.347428E-5,-3.803345E-7,5.555504E-6,0.01966288,1.986065E-5,2.183835E-8,0.01503479,0.0136952,1.727687E-4,2.631217E-4,7.783148E-4,0.03788118,0.00163704,0.004337744,2.157518E-4,5.313518E-5,4.376983E-5,0.004061958,8.552467E-4,1.169958E-6,9.051459E-5,1.175694E-4,7.2196E-5,3.658062E-4,9.824474E-4,3.089122E-4,1.4055E-4,2.330618E-4,3.147195E-4,7.602023,5.943756E-5,439538.8,439539.6
4.4,0.001030993,3.141593,0.7853982,3.141593,4225.231,0.1974164,9418945.0,1557.037,1.106237E8,1557.037,1.000026,0.8979989,3.293986E-5,-3.501924E-7,5.477316E-6,0.01987857,1.953413E-5,1.72564E-8,0.01489908,0.01390539,1.697081E-4,2.698908E-4,7.767306E-4,0.03807579,0.001690161,0.004157916,2.043421E-4,4.974383E-5,4.154893E-5,0.003944969,7.654923E-4,1.097639E-6,9.335012E-5,1.202129E-4,7.578724E-5,3.750042E-4,0.001000251,3.058804E-4,1.439018E-4,2.489333E-4,3.225151E-4,7.600613,5.948985E-5,439456.8,439457.6
4.6,0.001078349,3.141593,0.7853982,3.141593,4221.483,0.1974164,9875560.0,1555.388,1.104786E8,1555.388,1.000027,0.8978278,3.241971E-5,-3.218287E-7,5.400081E-6,0.02008288,1.921848E-5,1.398323E-8,0.01476365,0.01410479,1.667173E-4,2.76464E-4,7.744901E-4,0.03825287,0.001740509,0.003989551,1.937437E-4,4.65948E-5,3.948373E-5,0.003832361,6.877404E-4,1.032702E-6,9.611142E-5,1.226655E-4,7.930037E-5,3.837116E-4,0.001016456,3.027162E-4,1.468878E-4,2.6473E-4,3.299462E-4,7.599297,5.954267E-5,439380.3,439381.0
4.8,0.001125747,3.141593,0.7853982,3.141593,4217.705,0.1974164,1.019134E7,1553.746,1.10334E8,1553.746,1.000028,0.8976716,3.191204E-5,-2.954129E-7,5.324319E-6,0.02027665,1.891247E-5,1.161271E-8,0.01462923,0.01429415,1.638017E-4,2.828453E-4,7.7169E-4,0.03841448,0.001788199,0.003831728,1.838833E-4,4.367169E-5,3.756001E-5,0.003724152,6.202044E-4,9.742088E-7,9.880397E-5,1.249384E-4,8.273291E-5,3.919546E-4,0.001031183,2.994636E-4,1.495387E-4,2.804183E-4,3.370382E-4,7.598066,5.9596E-5,439308.7,439309.4
5.0,0.001173187,3.141593,0.7853982,3.141593,4213.897,0.1974164,1.039903E7,1552.109,1.1019E8,1552.109,1.000029,0.8975285,3.1416E-5,-2.703614E-7,5.250066E-6,0.02046063,1.861528E-5,9.908617E-9,0.01449641,0.01447417,1.609649E-4,2.890387E-4,7.684139E-4,0.03856237,0.001833348,0.003683619,1.746961E-4,4.095874E-5,3.576524E-5,0.003620312,5.613872E-4,9.213566E-7,1.014327E-4,1.270419E-4,8.608302E-5,3.997578E-4,0.001044541,2.961589E-4,1.518815E-4,2.959708E-4,3.438146E-4,7.596912,5.964985E-5,439241.6,439242.3
5.2,0.001220671,3.141593,0.7853982,3.141593,4210.06,0.1974164,1.051974E7,1550.476,1.100463E8,1550.476,1.00003,0.8973972,3.093055E-5,-2.464589E-7,5.17775E-6,0.02063553,1.832604E-5,8.735637E-9,0.01436565,0.01464546,1.582086E-4,2.950487E-4,7.647345E-4,0.03869809,0.001876068,0.003544474,1.661244E-4,3.844098E-5,3.408827E-5,0.003520774,5.10031E-4,8.734633E-7,1.040018E-4,1.289853E-4,8.934947E-5,4.071446E-4,0.001056635,2.928313E-4,1.539423E-4,3.113637E-4,3.502966E-4,7.595829,5.970422E-5,439178.6,439179.3
5.4,0.001268198,3.141593,0.7853982,3.141593,4206.194,0.1974164,1.057195E7,1548.846,1.099028E8,1548.846,1.000031,0.8972761,3.045499E-5,-2.257159E-7,5.10717E-6,0.02080196,1.804417E-5,7.51893E-9,0.01423731,0.01480858,1.555334E-4,3.008798E-4,7.607147E-4,0.03882294,0.001916473,0.003413615,1.581167E-4,3.610421E-5,3.25192E-5,0.003425441,4.650762E-4,8.29942E-7,1.065152E-4,1.307771E-4,9.253149E-5,4.141371E-4,0.00106756,2.895048E-4,1.557471E-4,3.265759E-4,3.565036E-4,7.59481,5.97591E-5,439119.3,439120.0
5.6,0.001315769,3.141593,0.7853982,3.141593,4202.3,0.1974164,1.056971E7,1547.218,1.097596E8,1547.218,1.000032,0.8971643,2.998853E-5,-2.118922E-7,5.037214E-6,0.02096051,1.776896E-5,5.59769E-9,0.01411167,0.01496404,1.529391E-4,3.065368E-4,7.564094E-4,0.03893809,0.001954671,0.003290426,1.506268E-4,3.393509E-5,3.104915E-5,0.003334201,4.256287E-4,7.902876E-7,1.089762E-4,1.324255E-4,9.562876E-5,4.20756E-4,0.001077405,2.861987E-4,1.573208E-4,3.415883E-4,3.624531E-4,7.593851,5.981447E-5,439063.5,439064.1
5.8,0.001363384,3.141593,0.7853982,3.141593,4198.379,0.1974164,1.053255E7,1545.591,1.096164E8,1545.591,1.000033,0.8970608,2.953083E-5,-2.013684E-7,4.967688E-6,0.02111168,1.749993E-5,4.299506E-9,0.01398892,0.01511227,1.504247E-4,3.120245E-4,7.518661E-4,0.03904454,0.001990771,0.003174346,1.43613E-4,3.192113E-5,2.967019E-5,0.003246922,3.909328E-4,7.540609E-7,1.113879E-4,1.339376E-4,9.864134E-5,4.270209E-4,0.001086253,2.829284E-4,1.586828E-4,3.563876E-4,3.681615E-4,7.592946,5.987033E-5,439010.8,439011.5
6.0,0.001411044,3.141593,0.7853982,3.141593,4194.433,0.1974164,1.046922E7,1543.967,1.094734E8,1543.967,1.000034,0.8969646,2.908175E-5,-1.811562E-7,4.902224E-6,0.02125597,1.723702E-5,6.46793E-9,0.01386923,0.01525371,1.479889E-4,3.173481E-4,7.471264E-4,0.03914317,0.002024876,0.003064861,1.370385E-4,3.005067E-5,2.837512E-5,0.003163469,3.603423E-4,7.208891E-7,1.137532E-4,1.353197E-4,1.015696E-4,4.329506E-4,0.001094182,2.797061E-4,1.598463E-4,3.709683E-4,3.736444E-4,7.592091,5.992665E-5,438961.1,438961.8
6.14369,0.001445313,3.141593,0.7853982,3.141593,4191.582,0.1974164,1.142211E7,1542.799,1.093707E8,1542.799,1.000034,0.8968995,2.877094E-5,-2.284499E-7,4.856955E-6,0.02135565,1.708092E-5,-2.71485E-9,0.0137852,0.01535135,1.462865E-4,3.210745E-4,7.436202E-4,0.03920963,0.002048203,0.002990009,1.32568E-4,2.878931E-5,2.749276E-5,0.003105791,3.405872E-4,6.987898E-7,1.154253E-4,1.362361E-4,1.036217E-4,4.370138E-4,0.001099351,2.774261E-4,1.606119E-4,3.812971E-4,3.774515E-4,7.591506,5.996741E-5,438927.3,438928.0
6.143758,0.001445329,3.141593,0.7853982,3.141593,4191.58,0.1974164,-4601437.0,1542.798,1.093706E8,1542.798,1.000034,0.8968995,2.876486E-5,-2.603702E-7,4.85687E-6,0.02135569,1.709559E-5,-1.308455E-8,0.01378515,0.0153514,1.462857E-4,3.210763E-4,7.436186E-4,0.03920966,0.002048214,0.002989974,1.325658E-4,2.878872E-5,2.749235E-5,0.003105764,3.405782E-4,6.987804E-7,1.154261E-4,1.362365E-4,1.036227E-4,4.370157E-4,0.001099353,2.774251E-4,1.606325E-4,3.813019E-4,3.774532E-4,7.591506,5.996744E-5,438927.4,438928.0
6.144083,0.001445407,3.141593,0.7853982,3.141593,4191.574,0.1974164,7594313.0,1542.796,1.093704E8,1542.796,1.000034,0.8968993,2.876913E-5,-3.054921E-7,4.856598E-6,0.02135592,1.712402E-5,-2.995771E-9,0.013785,0.01535161,1.462819E-4,3.210847E-4,7.436105E-4,0.0392098,0.002048265,0.002989808,1.325559E-4,2.878595E-5,2.74904E-5,0.003105636,3.405356E-4,6.987389E-7,1.154299E-4,1.362385E-4,1.036273E-4,4.370247E-4,0.001099364,2.774199E-4,1.606625E-4,3.813245E-4,3.774616E-4,7.591504,5.996754E-5,438927.4,438928.1
