Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_RALD3_PFRC2 (),Mass_fraction_C2H3CHO_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C4H8O_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_FLUORENE_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C6H5C2H4C6H5_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,991.7485,0.2770664,-5.34547E9,1453.685,0.0,1453.685,1.0,0.1734833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2477118,0.0,0.0,0.0,0.4134262,0.1653787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60769,8.892675E-5,668660.8,668660.8
6.119847E-4,6.171773E-7,6.283185,3.141593,6.283185,991.4222,0.2770664,-4.922208E9,1453.017,2.029392E8,1453.017,0.9999921,0.1734825,1.167111E-23,3.138312E-5,1.285537E-4,2.605219E-7,1.192741E-5,1.858629E-6,-1.012343E-25,4.721352E-23,1.055473E-8,5.145301E-9,2.524812E-9,4.15548E-5,5.23533E-12,4.68661E-34,0.2476405,0.001005126,8.260736E-7,1.263452E-5,0.4134078,0.1641285,3.885545E-11,4.990946E-10,5.853884E-8,3.474823E-7,1.829415E-8,1.946831E-7,8.376725E-17,6.230099E-14,9.756779E-9,10.60639,8.895601E-5,668579.0,668579.0
0.00388079,3.916633E-6,6.283185,3.141593,6.283185,990.1466,0.2770664,-3.272784E9,1450.121,2.024293E8,1450.121,0.9999922,0.1734314,-1.27078E-21,7.067935E-4,3.520613E-4,1.928209E-5,7.161734E-4,1.14241E-4,-9.540192E-23,2.019321E-22,8.486604E-7,2.534066E-7,2.386507E-7,0.002745024,2.265059E-8,-8.37026E-30,0.2461052,0.006712335,7.463482E-5,6.926323E-4,0.4104137,0.1567785,5.516467E-8,6.780098E-7,5.07714E-6,2.418762E-5,1.084806E-6,3.402474E-5,2.015796E-11,5.89897E-10,5.567455E-7,10.59888,8.907062E-5,668105.8,668105.8
0.01586641,1.602914E-5,6.283185,3.141593,6.283185,989.3693,0.2770664,-6.3186E8,1446.163,2.017328E8,1446.163,0.9999923,0.1731205,6.777811E-18,0.003717731,3.145306E-4,1.186012E-4,0.004425683,7.70807E-4,-5.835849E-17,4.25094E-17,1.525955E-5,3.080825E-6,1.588035E-6,0.01745173,1.18105E-6,-6.498517E-27,0.2469415,0.01652434,5.718465E-4,0.00418634,0.3972718,0.132445,2.45185E-6,1.351697E-5,3.270068E-5,1.950932E-4,1.297624E-5,7.394176E-4,8.136625E-9,5.175563E-8,6.768198E-6,10.57826,8.91406E-5,666805.9,666805.9
0.06061272,6.12088E-5,6.283185,3.141593,6.283185,991.6214,0.2770664,9.465748E7,1444.82,2.014964E8,1444.82,0.9999921,0.172067,6.268203E-12,0.01145746,1.93459E-4,2.95271E-4,0.01297084,0.002387869,-5.071637E-11,3.667666E-11,1.06486E-4,1.920051E-5,5.98895E-6,0.05310569,2.199444E-5,-1.236421E-18,0.2701345,0.01824476,0.002570175,0.01242929,0.3638423,0.07587923,2.775307E-5,1.015499E-4,9.353657E-5,8.306965E-4,1.470668E-4,0.001809323,3.157023E-7,1.31912E-6,8.635581E-5,10.54444,8.893815E-5,664673.8,664673.8
0.1655176,1.667814E-4,6.283185,3.141593,6.283185,995.1157,0.2770664,6.817641E7,1445.525,2.016204E8,1445.525,0.9999918,0.170661,1.060283E-7,0.02026744,7.810143E-5,3.816484E-4,0.02339898,0.004644715,-7.833657E-7,5.531176E-7,3.020083E-4,5.873881E-5,2.077447E-5,0.1004478,1.497776E-4,-1.455041E-13,0.2971977,0.01226046,0.0049387,0.02284169,0.3139713,0.02249016,1.00762E-4,3.487872E-4,1.619998E-4,0.001959787,5.953048E-4,9.265314E-4,4.463283E-6,1.218218E-5,4.359705E-4,10.51254,8.862585E-5,662663.1,662663.4
0.2,2.014239E-4,6.283185,3.141593,6.283185,995.6077,0.2770664,4.782338E7,1445.476,2.016119E8,1445.476,0.9999918,0.1703915,5.709606E-7,0.02176805,6.033179E-5,3.839399E-4,0.02551685,0.005153334,-4.027683E-6,2.795567E-6,3.483235E-4,7.02673E-5,2.696237E-5,0.1106614,2.044971E-4,-1.068479E-12,0.3002427,0.01078113,0.005278128,0.02496989,0.3024422,0.01530998,1.208742E-4,4.223384E-4,1.768507E-4,0.002237931,7.299486E-4,7.273585E-4,6.952497E-6,1.742777E-5,5.622264E-4,10.50699,8.858205E-5,662313.8,662315.4
0.3742494,3.763758E-4,6.283185,3.141593,6.283185,995.9435,0.2770664,-1.036875E7,1443.62,2.012852E8,1443.62,0.9999917,0.1696145,4.076366E-6,0.02564065,2.46395E-5,3.704114E-4,0.03240575,0.006961882,-1.177313E-5,3.367158E-6,4.98483E-4,1.177111E-4,6.262273E-5,0.1454865,5.059324E-4,-5.003772E-9,0.3006856,0.00672609,0.006019564,0.03176953,0.2617998,0.002535791,1.954638E-4,7.30442E-4,2.356971E-4,0.003269101,0.001266037,2.947453E-4,2.457299E-5,4.829931E-5,0.001150354,10.48996,8.855218E-5,661243.0,661245.0
0.3846598,3.868288E-4,6.283185,3.141593,6.283185,995.9013,0.2770664,-1.570136E7,1443.458,2.012567E8,1443.458,0.9999917,0.1695841,3.079797E-6,0.02577854,2.40637E-5,3.694362E-4,0.03270471,0.007046486,-3.813221E-6,-2.488626E-6,5.046788E-4,1.201477E-4,6.484328E-5,0.1470626,5.244572E-4,-5.866116E-7,0.300364,0.006605402,0.006041166,0.03205803,0.2599357,0.002302754,1.990935E-4,7.465889E-4,2.387825E-4,0.003318827,0.001292448,2.847153E-4,2.583823E-5,5.026637E-5,0.001182555,10.48923,8.855594E-5,661196.6,661196.6
0.3856511,3.878241E-4,6.283185,3.141593,6.283185,995.8965,0.2770664,-2.840385E7,1443.441,2.012536E8,1443.441,0.9999917,0.1695813,3.081286E-6,0.02579155,2.408758E-5,3.693615E-4,0.03273402,0.007054476,-3.798615E-6,-2.495268E-6,5.052641E-4,1.203794E-4,6.505478E-5,0.1472114,5.26225E-4,-6.533956E-6,0.3003323,0.006594438,0.006043171,0.0320851,0.2597604,0.00228193,1.994391E-4,7.481246E-4,2.390746E-4,0.003323526,0.001294942,2.838115E-4,2.605068E-5,5.045197E-5,0.001185608,10.48915,8.855636E-5,661194.4,661195.2
0.3857637,3.879372E-4,6.283185,3.141593,6.283185,995.8962,0.2770664,-1.619022E8,1443.438,2.012532E8,1443.438,0.9999917,0.169581,3.081572E-6,0.02579303,2.40759E-5,3.693522E-4,0.03273825,0.007055378,-3.798611E-6,-2.494879E-6,5.05331E-4,1.20406E-4,6.507881E-5,0.1472282,5.264258E-4,-1.240095E-5,0.3003289,0.006593052,0.006043402,0.03208815,0.2597407,0.002279581,1.994786E-4,7.482987E-4,2.391075E-4,0.003324059,0.001295225,2.837108E-4,2.611513E-5,5.047268E-5,0.001185954,10.48914,8.855639E-5,661196.3,661198.0
0.3857714,3.87945E-4,6.283185,3.141593,6.283185,995.8961,0.2770664,-6.653424E7,1443.438,2.012531E8,1443.438,0.9999917,0.169581,3.081594E-6,0.02579313,2.407496E-5,3.693517E-4,0.03273863,0.00705544,-3.798611E-6,-2.494857E-6,5.053357E-4,1.204078E-4,6.508045E-5,0.1472293,5.264396E-4,-1.329835E-5,0.3003287,0.006592945,0.006043419,0.03208835,0.2597394,0.00227942,1.994813E-4,7.483106E-4,2.391098E-4,0.003324096,0.001295245,2.83704E-4,2.612247E-5,5.047409E-5,0.001185978,10.48913,8.855639E-5,661196.5,661198.4
0.3861893,3.883646E-4,6.283185,3.141593,6.283185,995.8936,0.2770664,-1.294573E7,1443.43,2.012517E8,1443.43,0.9999917,0.1695798,3.089285E-6,0.02579863,2.400568E-5,3.693189E-4,0.03275049,0.007058768,-3.798608E-6,-2.493172E-6,5.055826E-4,1.205051E-4,6.516947E-5,0.1472913,5.271837E-4,-1.454921E-5,0.3003159,0.006587726,0.006044249,0.03209955,0.2596668,0.002270726,1.996261E-4,7.489511E-4,2.392319E-4,0.003326068,0.001296295,2.833334E-4,2.624124E-5,5.054983E-5,0.001187262,10.4891,8.855662E-5,661194.9,661196.8
0.388536,3.90721E-4,6.283185,3.141593,6.283185,995.8839,0.2770664,-9833970.0,1443.392,2.012451E8,1443.392,0.9999917,0.1695731,3.150028E-6,0.0258291,2.375312E-5,3.691065E-4,0.0328176,0.007077607,-3.798588E-6,-2.482894E-6,5.069651E-4,1.210501E-4,6.567027E-5,0.1476422,5.313683E-4,-1.761149E-5,0.3002389,0.00656234,0.006048912,0.03216348,0.2592507,0.002222606,2.004408E-4,7.525774E-4,2.399235E-4,0.003337142,0.001302171,2.812195E-4,2.6533E-5,5.09752E-5,0.001194468,10.48893,8.855748E-5,661185.1,661187.9
0.4,4.022327E-4,6.283185,3.141593,6.283185,995.8358,0.2770664,-1.107554E7,1443.212,2.012134E8,1443.212,0.9999917,0.1695411,3.378745E-6,0.0259743,2.306607E-5,3.680629E-4,0.03313945,0.007169042,-3.798495E-6,-2.433379E-6,5.136899E-4,1.237059E-4,6.811855E-5,0.1493412,5.519059E-4,-1.81085E-5,0.299845,0.006449395,0.006071029,0.0324718,0.2572422,0.002004524,2.044046E-4,7.702874E-4,2.432904E-4,0.003390872,0.001330647,2.717156E-4,2.779661E-5,5.310834E-5,0.001229605,10.48813,8.856176E-5,661133.4,661137.2
0.4434083,4.45827E-4,6.283185,3.141593,6.283185,995.6195,0.2770664,-2.440499E7,1442.492,2.010866E8,1442.492,0.9999918,0.1694284,4.136515E-6,0.02648166,2.08886E-5,3.643916E-4,0.03429763,0.007500376,-3.798147E-6,-2.262249E-6,5.37371E-4,1.335278E-4,7.738373E-5,0.1554629,6.304869E-4,-6.50438E-5,0.2982362,0.006084787,0.006144071,0.03356476,0.2500117,0.001384843,2.191471E-4,8.360731E-4,2.557845E-4,0.003587561,0.001434984,2.440704E-4,3.382736E-5,6.153468E-5,0.001360928,10.48517,8.8581E-5,660966.1,660978.3
0.4441634,4.465854E-4,6.283185,3.141593,6.283185,995.6158,0.2770664,-2.038635E8,1442.475,2.010837E8,1442.475,0.9999918,0.1694266,4.203882E-6,0.02649002,2.084823E-5,3.643363E-4,0.03432073,0.007505893,-3.798139E-6,-2.259598E-6,5.377781E-4,1.33696E-4,7.754444E-5,0.1555647,6.318615E-4,-8.760911E-5,0.2982084,0.006077687,0.00614522,0.03358252,0.249893,0.001376421,2.194002E-4,8.371951E-4,2.559968E-4,0.003590888,0.001436751,2.436687E-4,3.41766E-5,6.167174E-5,0.001363178,10.48509,8.858133E-5,660971.7,660988.2
0.4441723,4.465944E-4,6.283185,3.141593,6.283185,995.6156,0.2770664,-1.244048E8,1442.475,2.010837E8,1442.475,0.9999918,0.1694266,4.204819E-6,0.02649012,2.083555E-5,3.643355E-4,0.0343211,0.007505958,-3.798139E-6,-2.25958E-6,5.377829E-4,1.33698E-4,7.754634E-5,0.1555659,6.318778E-4,-8.906993E-5,0.2982081,0.006077581,0.006145233,0.03358273,0.2498917,0.001376323,2.194032E-4,8.372083E-4,2.559993E-4,0.003590927,0.001436772,2.43664E-4,3.418992E-5,6.167334E-5,0.001363205,10.48509,8.858135E-5,660972.0,660988.7
0.4441835,4.466056E-4,6.283185,3.141593,6.283185,995.6158,0.2770664,-3.110616E8,1442.475,2.010836E8,1442.475,0.9999918,0.1694266,4.205968E-6,0.02649025,2.081909E-5,3.643345E-4,0.03432178,0.007506038,-3.798138E-6,-2.259564E-6,5.377891E-4,1.337006E-4,7.754871E-5,0.1555674,6.318981E-4,-9.078468E-5,0.2982078,0.006077437,0.006145251,0.03358299,0.24989,0.001376199,2.19407E-4,8.372248E-4,2.560024E-4,0.003590976,0.001436799,2.436583E-4,3.421126E-5,6.167532E-5,0.001363238,10.48509,8.858133E-5,660972.8,660989.8
0.4441982,4.466204E-4,6.283185,3.141593,6.283185,995.6153,0.2770664,-1.583008E8,1442.474,2.010836E8,1442.474,0.9999918,0.1694266,4.207458E-6,0.02649041,2.079766E-5,3.643332E-4,0.03432214,0.007506145,-3.798138E-6,-2.259553E-6,5.377974E-4,1.33704E-4,7.755185E-5,0.1555694,6.319251E-4,-9.220225E-5,0.2982073,0.00607723,0.006145276,0.03358333,0.2498878,0.001376035,2.194121E-4,8.372468E-4,2.560064E-4,0.003591041,0.001436834,2.436509E-4,3.4247E-5,6.167796E-5,0.001363282,10.48509,8.858137E-5,660972.8,660989.9
0.4442314,4.466537E-4,6.283185,3.141593,6.283185,995.6147,0.2770664,-4.861158E7,1442.474,2.010834E8,1442.474,0.9999918,0.1694265,4.211042E-6,0.02649078,2.075295E-5,3.6433E-4,0.03432281,0.007506381,-3.798138E-6,-2.259505E-6,5.378165E-4,1.337116E-4,7.75589E-5,0.1555738,6.319855E-4,-9.241479E-5,0.2982064,0.006076758,0.006145334,0.03358407,0.2498829,0.001375668,2.194233E-4,8.372959E-4,2.560155E-4,0.003591188,0.001436912,2.436345E-4,3.430986E-5,6.168383E-5,0.001363381,10.48509,8.858142E-5,660972.4,660989.4
0.4478374,4.502756E-4,6.283185,3.141593,6.283185,995.5961,0.2770664,-1.26207E7,1442.414,2.010729E8,1442.414,0.9999918,0.1694176,4.689031E-6,0.02653022,2.095942E-5,3.640327E-4,0.03441409,0.007532971,-3.798101E-6,-2.243932E-6,5.397892E-4,1.3451E-4,7.832716E-5,0.1560642,6.385575E-4,-9.239093E-5,0.2980622,0.006049709,0.006150693,0.0336704,0.2493018,0.001336367,2.206314E-4,8.426938E-4,2.570392E-4,0.003607046,0.001445293,2.416096E-4,3.453399E-5,6.233166E-5,0.001374113,10.48485,8.858309E-5,660954.7,660973.7
0.461474,4.63973E-4,6.283185,3.141593,6.283185,995.5241,0.2770664,-1.397945E7,1442.186,2.010328E8,1442.186,0.9999918,0.1693845,5.932023E-6,0.02667917,2.05953E-5,3.630287E-4,0.03475869,0.007633359,-3.797945E-6,-2.188408E-6,5.472486E-4,1.375443E-4,8.123185E-5,0.1579099,6.636258E-4,-9.81553E-5,0.2974973,0.005968012,0.006170542,0.03399382,0.247127,0.001200951,2.252401E-4,8.632292E-4,2.609039E-4,0.003666898,0.001476869,2.350033E-4,3.587434E-5,6.494902E-5,0.001414784,10.48395,8.858949E-5,660897.3,660919.6
0.4837817,4.863825E-4,6.283185,3.141593,6.283185,995.3973,0.2770664,-1.619245E7,1441.809,2.009665E8,1441.809,0.9999918,0.1693324,7.345253E-6,0.02691218,1.973906E-5,3.61398E-4,0.03530242,0.007793226,-3.797662E-6,-2.10569E-6,5.587323E-4,1.424468E-4,8.597089E-5,0.1608377,7.049569E-4,-1.038812E-4,0.2965733,0.005841203,0.006200405,0.03450162,0.2436793,0.001017442,2.327324E-4,8.964121E-4,2.671554E-4,0.003763206,0.001527748,2.262677E-4,3.865735E-5,6.957117E-5,0.001481077,10.48255,8.860077E-5,660810.3,660833.7
0.4879147,4.905346E-4,6.283185,3.141593,6.283185,995.3718,0.2770664,-1.94252E7,1441.736,2.009536E8,1441.736,0.9999918,0.1693231,7.586989E-6,0.0269544,1.969461E-5,3.611314E-4,0.03540145,0.007822322,-3.797605E-6,-2.091289E-6,5.607764E-4,1.433486E-4,8.684693E-5,0.1613696,7.126464E-4,-1.081929E-4,0.2964013,0.005818701,0.006205625,0.03459309,0.2430536,9.879186E-4,2.3412E-4,9.025193E-4,2.683049E-4,0.003780834,0.001537046,2.24787E-4,3.935464E-5,7.042433E-5,0.001493283,10.48229,8.860304E-5,660796.1,660819.7
0.4908452,4.934788E-4,6.283185,3.141593,6.283185,995.3536,0.2770664,-7.780238E7,1441.681,2.009438E8,1441.681,0.9999918,0.1693166,7.787478E-6,0.02698412,1.941136E-5,3.609263E-4,0.0354757,0.007842786,-3.797561E-6,-2.081663E-6,5.622305E-4,1.439882E-4,8.746747E-5,0.1617437,7.181035E-4,-1.401995E-4,0.2962819,0.005800777,0.006209308,0.03465703,0.2426168,9.677354E-4,2.351021E-4,9.06834E-4,2.691158E-4,0.003793293,0.00154362,2.237711E-4,4.031748E-5,7.100928E-5,0.001501912,10.48208,8.860466E-5,660796.4,660825.3
0.4909174,4.935513E-4,6.283185,3.141593,6.283185,995.3531,0.2770664,-1.245825E8,1441.678,2.009434E8,1441.678,0.9999918,0.1693165,7.795266E-6,0.02698486,1.94197E-5,3.609242E-4,0.03547856,0.007843274,-3.79756E-6,-2.081522E-6,5.622674E-4,1.440041E-4,8.748269E-5,0.1617527,7.182377E-4,-1.472332E-4,0.2962795,0.005799972,0.006209398,0.03465852,0.2426068,9.672468E-4,2.351261E-4,9.069378E-4,2.691352E-4,0.003793598,0.001543783,2.237488E-4,4.04228E-5,7.102288E-5,0.001502123,10.48206,8.860471E-5,660798.8,660828.9
0.4910713,4.937059E-4,6.283185,3.141593,6.283185,995.3517,0.2770664,-2.603712E7,1441.675,2.009428E8,1441.675,0.9999918,0.1693161,7.814623E-6,0.02698642,1.935135E-5,3.609168E-4,0.035482,0.007844312,-3.797557E-6,-2.081023E-6,5.623442E-4,1.440372E-4,8.75151E-5,0.1617716,7.18523E-4,-1.472884E-4,0.2962739,0.005798394,0.006209578,0.03466169,0.242585,9.662046E-4,2.351763E-4,9.071569E-4,2.691768E-4,0.003794246,0.001544129,2.237005E-4,4.049968E-5,7.105156E-5,0.001502575,10.48205,8.860484E-5,660798.0,660828.0
0.4951304,4.97784E-4,6.283185,3.141593,6.283185,995.3269,0.2770664,-2.359748E7,1441.604,2.009304E8,1441.604,0.9999918,0.169307,8.347946E-6,0.02702714,1.964996E-5,3.606545E-4,0.0355777,0.007872595,-3.797494E-6,-2.065425E-6,5.643789E-4,1.449154E-4,8.83742E-5,0.1622892,7.260772E-4,-1.495009E-4,0.2961027,0.005775586,0.006214501,0.03475041,0.2419732,9.393003E-4,2.365336E-4,9.1313E-4,2.703026E-4,0.0038114,0.00155316,2.22182E-4,4.093392E-5,7.181874E-5,0.001514476,10.4818,8.860704E-5,660781.5,660812.9
0.4976888,5.003545E-4,6.283185,3.141593,6.283185,995.31,0.2770664,-5.583279E7,1441.556,2.009218E8,1441.556,0.9999918,0.1693013,8.651741E-6,0.02705319,1.990309E-5,3.605234E-4,0.03563979,0.00789048,-3.79745E-6,-2.05613E-6,5.656873E-4,1.45474E-4,8.891552E-5,0.1626163,7.308561E-4,-1.606743E-4,0.2959931,0.005762896,0.00621763,0.03480621,0.2415901,9.229761E-4,2.373983E-4,9.169233E-4,2.710118E-4,0.003822229,0.001558842,2.212569E-4,4.152254E-5,7.230665E-5,0.001521979,10.48163,8.860854E-5,660775.6,660808.7
0.4990929,5.017652E-4,6.283185,3.141593,6.283185,995.3012,0.2770664,-1.635836E7,1441.53,2.009173E8,1441.53,0.9999918,0.1692982,8.830823E-6,0.02706761,1.970315E-5,3.604567E-4,0.03567375,0.007900228,-3.797422E-6,-2.050952E-6,5.663964E-4,1.457789E-4,8.921228E-5,0.1627946,7.334781E-4,-1.667347E-4,0.2959333,0.005755534,0.006219304,0.0348366,0.2413803,9.142143E-4,2.378724E-4,9.189933E-4,2.713999E-4,0.00382815,0.001561955,2.207643E-4,4.181202E-5,7.256914E-5,0.001526094,10.48153,8.860933E-5,660771.9,660806.1
0.5005852,5.032645E-4,6.283185,3.141593,6.283185,995.2922,0.2770664,-7.740114E7,1441.502,2.009123E8,1441.502,0.9999918,0.1692949,9.027231E-6,0.02708278,1.956768E-5,3.603698E-4,0.03571136,0.007910603,-3.797392E-6,-2.045552E-6,5.67164E-4,1.461042E-4,8.952771E-5,0.1629843,7.362695E-4,-1.822143E-4,0.2958698,0.005747794,0.006221108,0.03486885,0.2411586,9.050308E-4,2.383767E-4,9.212013E-4,2.718124E-4,0.003834449,0.001565261,2.202492E-4,4.222844E-5,7.284765E-5,0.001530467,10.48142,8.861013E-5,660771.7,660808.8
0.5006518,5.033314E-4,6.283185,3.141593,6.283185,995.2921,0.2770664,-1.11283E7,1441.5,2.009121E8,1441.5,0.9999918,0.1692948,9.037047E-6,0.02708346,1.945282E-5,3.603648E-4,0.03571362,0.007911062,-3.797391E-6,-2.045346E-6,5.671986E-4,1.461188E-4,8.954178E-5,0.1629927,7.363941E-4,-1.867684E-4,0.2958671,0.005747335,0.006221189,0.03487027,0.2411489,9.046239E-4,2.383992E-4,9.212992E-4,2.718306E-4,0.00383473,0.001565409,2.202271E-4,4.228039E-5,7.28599E-5,0.001530662,10.48141,8.861014E-5,660772.9,660810.8
0.5011764,5.038586E-4,6.283185,3.141593,6.283185,995.2879,0.2770664,-5.938771E7,1441.489,2.009101E8,1441.489,0.9999918,0.1692937,9.123031E-6,0.02708872,1.948922E-5,3.603266E-4,0.03572628,0.007914661,-3.79738E-6,-2.043455E-6,5.674697E-4,1.462326E-4,8.965252E-5,0.1630585,7.373745E-4,-1.916943E-4,0.2958457,0.00574374,0.00622181,0.0348814,0.2410723,9.014236E-4,2.385744E-4,9.220658E-4,2.719745E-4,0.003836936,0.001566573,2.200537E-4,4.248921E-5,7.295557E-5,0.001532197,10.48138,8.861051E-5,660772.6,660811.2
0.5013197,5.040025E-4,6.283185,3.141593,6.283185,995.2868,0.2770664,-9.612551E7,1441.485,2.009094E8,1441.485,0.9999918,0.1692934,9.146702E-6,0.02709018,1.960904E-5,3.60327E-4,0.03573067,0.007915639,-3.797377E-6,-2.043024E-6,5.675441E-4,1.462639E-4,8.968274E-5,0.1630765,7.376423E-4,-1.974354E-4,0.2958401,0.005742639,0.006221985,0.03488441,0.2410516,9.005555E-4,2.386226E-4,9.222752E-4,2.720136E-4,0.003837538,0.001566891,2.200067E-4,4.261585E-5,7.29814E-5,0.001532616,10.48136,8.861061E-5,660774.2,660813.8
0.5013672,5.040502E-4,6.283185,3.141593,6.283185,995.2862,0.2770664,-3.33741E7,1441.484,2.009093E8,1441.484,0.9999918,0.1692933,9.15467E-6,0.02709067,1.959402E-5,3.603266E-4,0.0357317,0.007915962,-3.797376E-6,-2.042886E-6,5.675689E-4,1.462743E-4,8.969276E-5,0.1630824,7.377311E-4,-1.976024E-4,0.2958383,0.005742251,0.006222043,0.0348854,0.2410448,9.002679E-4,2.386386E-4,9.223445E-4,2.720265E-4,0.003837738,0.001566997,2.199913E-4,4.266248E-5,7.298991E-5,0.001532755,10.48136,8.861066E-5,660773.8,660813.4
0.5089085,5.116275E-4,6.283185,3.141593,6.283185,995.2439,0.2770664,-1.483994E7,1441.358,2.008871E8,1441.358,0.9999918,0.1692765,1.036209E-5,0.02716607,1.938285E-5,3.598469E-4,0.035908,0.007968482,-3.797216E-6,-2.012482E-6,5.715093E-4,1.479142E-4,9.128634E-5,0.1640418,7.518935E-4,-1.973912E-4,0.2955047,0.005710954,0.00623092,0.03504881,0.2399171,8.562868E-4,2.411883E-4,9.335509E-4,2.741184E-4,0.003869502,0.001583619,2.174575E-4,4.306113E-5,7.440224E-5,0.001554849,10.48089,8.861443E-5,660740.4,660782.5
0.5647901,5.677857E-4,6.283185,3.141593,6.283185,994.8944,0.2770664,-1.741412E7,1440.403,2.007191E8,1440.403,0.9999918,0.1691586,1.592669E-5,0.02769519,1.808404E-5,3.565928E-4,0.03715075,0.008343377,-3.795983E-6,-1.827535E-6,5.976486E-4,1.599217E-4,1.030163E-4,0.1708507,8.584303E-4,-1.974211E-4,0.2930772,0.005495381,0.006288901,0.03618763,0.2319472,6.17402E-4,2.601074E-4,0.001015503,2.894015E-4,0.004100268,0.001704241,2.041389E-4,5.042065E-5,8.663342E-5,0.001718043,10.47762,8.864556E-5,660534.0,660574.2
0.5846146,5.877133E-4,6.283185,3.141593,6.283185,994.7635,0.2770664,-2.124974E7,1440.061,2.006588E8,1440.061,0.9999918,0.169119,1.761456E-5,0.02787372,1.781151E-5,3.556092E-4,0.0375708,0.008471501,-3.795562E-6,-1.769941E-6,6.059558E-4,1.641317E-4,1.071415E-4,0.1731683,8.967732E-4,-2.036182E-4,0.2922143,0.005429702,0.006306614,0.03656675,0.2292458,5.602207E-4,2.66875E-4,0.001044339,2.947584E-4,0.004180259,0.001745697,2.002592E-4,5.356792E-5,9.100142E-5,0.001775275,10.47651,8.865722E-5,660467.0,660506.9
0.5857732,5.88878E-4,6.283185,3.141593,6.283185,994.7567,0.2770664,-2.764669E7,1440.041,2.006553E8,1440.041,0.9999918,0.1691167,1.772033E-5,0.02788397,1.752276E-5,3.55535E-4,0.03759631,0.008478899,-3.79554E-6,-1.766687E-6,6.064335E-4,1.643771E-4,1.073819E-4,0.173302,8.990239E-4,-2.121369E-4,0.2921645,0.00542545,0.006307614,0.03658845,0.2290907,5.572051E-4,2.672702E-4,0.001046017,2.9507E-4,0.004184908,0.001748103,2.000516E-4,5.382344E-5,9.125149E-5,0.001778609,10.47644,8.865783E-5,660465.7,660507.4
0.5859696,5.890754E-4,6.283185,3.141593,6.283185,994.7553,0.2770664,-1.350281E8,1440.035,2.006542E8,1440.035,0.9999918,0.1691164,1.773946E-5,0.02788572,1.762126E-5,3.55528E-4,0.03760293,0.008480136,-3.795537E-6,-1.766452E-6,6.065196E-4,1.644198E-4,1.074226E-4,0.1733245,8.994065E-4,-2.268852E-4,0.2921571,0.005424134,0.00630781,0.03659202,0.2290658,5.566969E-4,2.673378E-4,0.001046302,2.951219E-4,0.004185699,0.001748515,2.000201E-4,5.418403E-5,9.129292E-5,0.001779173,10.47641,8.865795E-5,660471.1,660515.1
0.5859824,5.890883E-4,6.283185,3.141593,6.283185,994.7548,0.2770664,-6.555749E7,1440.035,2.006541E8,1440.035,0.9999918,0.1691164,1.774073E-5,0.02788584,1.762565E-5,3.555279E-4,0.03760303,0.008480216,-3.795537E-6,-1.766452E-6,6.065256E-4,1.644227E-4,1.074253E-4,0.1733259,8.994316E-4,-2.27266E-4,0.2921566,0.005424006,0.006307824,0.03659224,0.2290642,5.566638E-4,2.673423E-4,0.001046321,2.951252E-4,0.004185751,0.001748542,2.000184E-4,5.422222E-5,9.129554E-5,0.00177921,10.47641,8.8658E-5,660470.8,660514.7
