Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_RALD3_PFRC2 (),Mass_fraction_C2H3CHO_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C4H8O_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_FLUORENE_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C6H5C2H4C6H5_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
9.6,0.009957758,6.283185,3.141593,6.283185,928.4073,0.2770664,5041580,1332.066,1.82E+08,1332.066,0.9999976,0.1648626,5.25E-04,0.05503289,4.16E-06,9.87E-04,0.06454141,0.0217251,-0.001356318,5.01E-04,8.99E-04,0.001214835,4.77E-04,0.4122078,0.01524182,-4.01E-04,0.1436157,9.02E-04,0.003033033,0.04083121,0.02012376,8.03E-05,0.002275611,0.007862122,0.001225174,0.01781567,0.00527079,3.70E-05,0.001641872,0.003241373,0.01294869,10.38341,9.50E-05,654996.6,655302.1
9.8,0.01017336,6.283185,3.141593,6.283185,926.8164,0.2770664,4291904,1329.772,1.81E+08,1329.772,0.9999977,0.1648389,5.38E-04,0.05521633,3.93E-06,0.001001541,0.06456195,0.02175619,-0.001348416,4.65E-04,9.03E-04,0.001225953,4.75E-04,0.4132137,0.01536524,-3.99E-04,0.1426724,8.61E-04,0.002998523,0.04064474,0.01971812,7.90E-05,0.002294352,0.007909835,0.001230104,0.01788189,0.005272498,3.55E-05,0.00165706,0.003279867,0.01301763,10.38333,9.52E-05,655000.5,655286.9
10,0.01038934,6.283185,3.141593,6.283185,925.211,0.2770664,3352186,1327.469,1.81E+08,1327.469,0.9999979,0.1648158,5.43E-04,0.05538762,3.67E-06,0.001015734,0.06457443,0.02178363,-0.001298884,4.04E-04,9.07E-04,0.001236348,4.72E-04,0.4141455,0.01548134,-3.97E-04,0.1418041,8.15E-04,0.002966315,0.04047013,0.01934712,7.75E-05,0.002311442,0.007953897,0.001235052,0.01794316,0.005274156,3.35E-05,0.001671447,0.003315673,0.0130816,10.38333,9.53E-05,655004.4,655257.2
10.2,0.0106057,6.283185,3.141593,6.283185,923.5875,0.2770664,2187667,1325.153,1.80E+08,1325.153,0.999998,0.1647934,5.39E-04,0.05554529,3.36E-06,0.001028973,0.06457697,0.02180739,-0.00119616,3.09E-04,9.09E-04,0.001245879,4.69E-04,0.4149951,0.01558956,-3.95E-04,0.1410212,7.62E-04,0.002936658,0.0403091,0.01901257,7.56E-05,0.002326507,0.007993925,0.001240108,0.01799929,0.005275887,3.10E-05,0.001684827,0.003348532,0.01314011,10.38343,9.55E-05,655008,655208.6
10.4,0.01082244,6.283185,3.141593,6.283185,921.9416,0.2770664,749822.5,1322.821,1.80E+08,1322.821,0.9999982,0.1647717,5.24E-04,0.05568739,2.99E-06,0.001040866,0.06456741,0.02182747,-0.001026825,1.72E-04,9.10E-04,0.001254371,4.67E-04,0.4157516,0.01568913,-3.93E-04,0.1403381,7.00E-04,0.002909901,0.04016394,0.01871727,7.33E-05,0.002339039,0.008029414,0.001245388,0.01804999,0.00527784,2.79E-05,0.001696914,0.003378119,0.01319248,10.38366,9.57E-05,655010.8,655135.9
10.6,0.01103957,6.283185,3.141593,6.283185,920.2684,0.2770664,-1003913,1320.469,1.80E+08,1320.469,0.9999983,0.1647508,4.94E-04,0.05581125,2.54E-06,0.001050893,0.06454335,0.02184391,-7.76E-04,-1.68E-05,9.10E-04,0.001261598,4.64E-04,0.4163998,0.01577904,-3.92E-04,0.1397745,6.25E-04,0.00288655,0.04003764,0.01846553,7.03E-05,0.002348315,0.008059689,0.001251041,0.01809483,0.005280195,2.39E-05,0.00170731,0.003404019,0.01323779,10.38404,9.58E-05,655012.6,655042.4
10.8,0.0112571,6.283185,3.141593,6.283185,918.5625,0.2770664,-3074052,1318.091,1.79E+08,1318.091,0.9999985,0.1647309,4.49E-04,0.05591321,1.97E-06,0.001058343,0.06450222,0.02185687,-4.25E-04,-2.71E-04,9.09E-04,0.001267269,4.61E-04,0.4169183,0.01585787,-3.91E-04,0.1393587,5.29E-04,0.002867372,0.03993429,0.01826391,6.67E-05,0.002353257,0.008083824,0.001257261,0.01813317,0.005283184,1.90E-05,0.001715483,0.003425654,0.01327474,10.38459,9.60E-05,655013.4,655043.5
10.87944,0.01134362,6.283185,3.141593,6.283185,917.8738,0.2770664,-1523241,1317.135,1.79E+08,1317.135,0.9999985,0.1647234,4.27E-04,0.05594642,2.11E-06,0.001060408,0.06448159,0.02186114,-2.63E-04,-3.87E-04,9.08E-04,0.001269026,4.60E-04,0.4170836,0.01588556,-3.91E-04,0.139237,4.87E-04,0.002861017,0.03990047,0.0181983,6.51E-05,0.002353764,0.008091488,0.001259934,0.01814619,0.005284547,1.66E-05,0.001717935,0.003432896,0.01328673,10.38485,9.61E-05,655013.2,655043.4
10.92692,0.01139536,6.283185,3.141593,6.283185,917.4694,0.2770664,1486104,1316.551,1.79E+08,1316.551,0.9999986,0.1647204,4.25E-04,0.05597337,2.87E-06,0.001062975,0.06448207,0.021864,-2.61E-04,-3.85E-04,9.07E-04,0.001270651,4.60E-04,0.4172303,0.01590337,-3.90E-04,0.1390254,5.55E-04,0.00285553,0.03987213,0.01814173,6.47E-05,0.002356789,0.008098097,0.001261204,0.01815446,0.005284484,1.70E-05,0.001719262,0.003438563,0.01329595,10.38481,9.61E-05,655009.6,655040
10.93132,0.01140015,6.283185,3.141593,6.283185,917.4325,0.2770664,2301785,1316.498,1.79E+08,1316.498,0.9999986,0.16472,4.24E-04,0.0559766,3.06E-06,0.001063237,0.06448193,0.02186426,-2.58E-04,-3.87E-04,9.07E-04,0.001270801,4.60E-04,0.4172437,0.01590525,-3.90E-04,0.1390092,5.58E-04,0.002855064,0.03986954,0.01813712,6.47E-05,0.002357085,0.008098717,0.00126132,0.01815547,0.005284528,1.71E-05,0.00171935,0.003439191,0.0132969,10.38482,9.61E-05,655010.1,655042.4
10.94049,0.01141014,6.283185,3.141593,6.283185,917.3557,0.2770664,1648412,1316.387,1.79E+08,1316.387,0.9999986,0.1647193,4.23E-04,0.05598267,2.89E-06,0.001063858,0.06448299,0.02186474,-2.58E-04,-3.86E-04,9.07E-04,0.001271133,4.60E-04,0.4172734,0.01590896,-3.90E-04,0.1389691,5.69E-04,0.002853933,0.03986377,0.0181254,6.46E-05,0.00235781,0.008100064,0.001261547,0.01815724,0.005284544,1.75E-05,0.001719754,0.003440424,0.01329888,10.38481,9.61E-05,655011.2,655043.5
10.97231,0.01144484,6.283185,3.141593,6.283185,917.0917,0.2770664,2324004,1316.007,1.79E+08,1316.007,0.9999986,0.1647168,4.22E-04,0.05600292,2.91E-06,0.00106592,0.06448488,0.02186639,-2.58E-04,-3.83E-04,9.06E-04,0.001272333,4.59E-04,0.4173799,0.01592221,-3.90E-04,0.138832,5.99E-04,0.002850017,0.03984326,0.01808504,6.46E-05,0.002360537,0.008104891,0.001262303,0.0181638,0.005284626,1.91E-05,0.001720934,0.00344489,0.01330601,10.3848,9.62E-05,655011.4,655043.7
11,0.01147503,6.283185,3.141593,6.283185,916.8638,0.2770664,2588493,1315.68,1.79E+08,1315.68,0.9999986,0.1647146,4.21E-04,0.05602055,2.95E-06,0.001067676,0.06448535,0.02186778,-2.58E-04,-3.81E-04,9.06E-04,0.001273404,4.59E-04,0.4174744,0.01593389,-3.90E-04,0.1387173,6.19E-04,0.002846566,0.03982505,0.0180493,6.47E-05,0.002363079,0.008109174,0.001262932,0.01816963,0.005284715,2.06E-05,0.001721996,0.003448901,0.0133124,10.3848,9.62E-05,655009.8,655042.1
11.06757,0.01154875,6.283185,3.141593,6.283185,916.3121,0.2770664,3382506,1314.889,1.79E+08,1314.889,0.9999987,0.1647089,4.18E-04,0.05606474,3.04E-06,0.001072298,0.06448786,0.02187098,-2.58E-04,-3.76E-04,9.05E-04,0.001276093,4.58E-04,0.4177102,0.01596271,-3.89E-04,0.1384493,6.50E-04,0.002838061,0.03977968,0.0179605,6.50E-05,0.002369682,0.00811985,0.00126438,0.01818405,0.005284943,2.40E-05,0.001724655,0.003458959,0.0133284,10.38481,9.62E-05,655008.4,655040.8
11.19332,0.01168606,6.283185,3.141593,6.283185,915.2959,0.2770664,4089609,1313.436,1.78E+08,1313.436,0.9999987,0.1646975,4.12E-04,0.05614828,3.09E-06,0.001081354,0.06449302,0.02187635,-2.58E-04,-3.66E-04,9.03E-04,0.001281215,4.56E-04,0.4181555,0.0160165,-3.88E-04,0.1379829,6.70E-04,0.002822306,0.03969396,0.01779409,6.60E-05,0.002382348,0.008139966,0.001266874,0.01821099,0.005285359,2.79E-05,0.0017297,0.003478056,0.01335874,10.38485,9.64E-05,655007.8,655040.3
11.2,0.01169336,6.283185,3.141593,6.283185,915.2422,0.2770664,3964126,1313.359,1.78E+08,1313.359,0.9999988,0.1646969,4.12E-04,0.05615279,3.08E-06,0.00108186,0.0644935,0.02187662,-2.58E-04,-3.65E-04,9.03E-04,0.001281488,4.56E-04,0.4181791,0.01601934,-3.88E-04,0.137959,6.70E-04,0.002821476,0.03968941,0.01778529,6.61E-05,0.002383013,0.008141031,0.001267002,0.0182124,0.00528538,2.81E-05,0.001729968,0.003479071,0.01336035,10.38485,9.64E-05,655008.1,655040.6
11.4,0.01191208,6.283185,3.141593,6.283185,913.6349,0.2770664,3930645,1311.065,1.78E+08,1311.065,0.9999989,0.1646787,4.04E-04,0.05628385,3.05E-06,0.001096679,0.06449822,0.02188372,-2.57E-04,-3.50E-04,9.02E-04,0.001289682,4.53E-04,0.4188829,0.01610341,-3.87E-04,0.1372565,6.70E-04,0.002796972,0.03955368,0.01752522,6.78E-05,0.002402379,0.008172644,0.001270668,0.01825407,0.005285811,3.01E-05,0.001737897,0.003509332,0.01340829,10.38494,9.65E-05,655002.6,655035.2
11.6,0.01213118,6.283185,3.141593,6.283185,912.0321,0.2770664,3859281,1308.778,1.78E+08,1308.778,0.999999,0.1646605,3.96E-04,0.05641224,2.97E-06,0.001112096,0.06450497,0.02188919,-2.57E-04,-3.35E-04,9.02E-04,0.001297778,4.50E-04,0.4195694,0.01618503,-3.85E-04,0.1365845,6.56E-04,0.00277326,0.03942086,0.01727471,6.93E-05,0.00242042,0.008203278,0.001274113,0.01829394,0.005285998,3.06E-05,0.001745595,0.003538953,0.01345501,10.38505,9.67E-05,655002.6,655035.4
11.74181,0.01228677,6.283185,3.141593,6.283185,910.8967,0.2770664,5062073,1307.158,1.77E+08,1307.158,0.9999991,0.1646478,3.91E-04,0.05650107,2.99E-06,0.001123237,0.06451202,0.02189211,-2.57E-04,-3.26E-04,9.02E-04,0.001303388,4.48E-04,0.4200405,0.0162411,-3.84E-04,0.1361274,6.43E-04,0.00275704,0.03932942,0.01710463,7.01E-05,0.002432375,0.008224175,0.001276475,0.01832096,0.005286032,3.05E-05,0.001750858,0.00355934,0.01348705,10.38512,9.68E-05,655007.3,655040.2
11.8,0.01235066,6.283185,3.141593,6.283185,910.4313,0.2770664,3892357,1306.495,1.77E+08,1306.495,0.9999992,0.1646427,3.88E-04,0.05653638,2.86E-06,0.001127579,0.06451316,0.02189309,-2.57E-04,-3.22E-04,9.02E-04,0.001305639,4.47E-04,0.4202286,0.01626355,-3.84E-04,0.1359462,6.36E-04,0.002750554,0.03929281,0.017037,7.04E-05,0.002437047,0.008232485,0.001277436,0.01833166,0.005286035,3.03E-05,0.001752955,0.003567495,0.01349983,10.38515,9.69E-05,655005.9,655038.8
12,0.01257053,6.283185,3.141593,6.283185,908.8292,0.2770664,3773846,1304.211,1.77E+08,1304.211,0.9999993,0.1646256,3.82E-04,0.05665528,2.80E-06,0.001142891,0.06451889,0.02189556,-2.56E-04,-3.09E-04,9.02E-04,0.001313273,4.44E-04,0.4208619,0.01633894,-3.83E-04,0.1353298,6.20E-04,0.002728743,0.03916935,0.01681111,7.13E-05,0.002452657,0.008260318,0.001280646,0.01836726,0.005285914,2.99E-05,0.001759961,0.003594951,0.01354277,10.38527,9.70E-05,655005.5,655038.6
12.2,0.0127908,6.283185,3.141593,6.283185,907.2278,0.2770665,3678437,1301.927,1.76E+08,1301.927,0.9999995,0.1646089,3.75E-04,0.05677019,2.72E-06,0.001158384,0.064525,0.02189665,-2.56E-04,-2.98E-04,9.03E-04,0.001320722,4.41E-04,0.4214729,0.01641155,-3.81E-04,0.1347345,6.04E-04,0.002707734,0.0390499,0.01659568,7.20E-05,0.002467664,0.008286949,0.001283717,0.01840099,0.005285666,2.97E-05,0.001766676,0.003621491,0.01358408,10.38539,9.72E-05,655007,655040.2
12.4,0.01301144,6.283185,3.141593,6.283185,905.6271,0.2770665,3590319,1299.645,1.76E+08,1299.645,0.9999996,0.1645927,3.69E-04,0.05688117,2.64E-06,0.001173952,0.06453125,0.02189649,-2.55E-04,-2.87E-04,9.05E-04,0.001327982,4.38E-04,0.4220619,0.01648149,-3.80E-04,0.1341607,5.88E-04,0.002687507,0.03893441,0.01639015,7.26E-05,0.00248215,0.008312415,0.001286671,0.01843298,0.005285326,2.95E-05,0.001773113,0.00364712,0.01362383,10.38551,9.74E-05,655009.5,655042.8
12.6,0.01323248,6.283185,3.141593,6.283185,904.027,0.2770665,3530505,1297.365,1.76E+08,1297.365,0.9999997,0.1645769,3.64E-04,0.05698817,2.56E-06,0.001189539,0.06453758,0.02189513,-2.55E-04,-2.77E-04,9.07E-04,0.001335045,4.35E-04,0.4226288,0.01654876,-3.79E-04,0.1336088,5.71E-04,0.002668066,0.03882298,0.01619441,7.31E-05,0.002496151,0.008336708,0.00128952,0.01846326,0.005284914,2.92E-05,0.001779271,0.003671814,0.01366199,10.38563,9.76E-05,655012.7,655046.2
12.8,0.01345391,6.283185,3.141593,6.283185,902.4276,0.2770665,3475191,1295.085,1.75E+08,1295.085,0.9999999,0.1645616,3.58E-04,0.05709127,2.48E-06,0.001205112,0.06454429,0.02189264,-2.55E-04,-2.68E-04,9.08E-04,0.001341903,4.32E-04,0.4231733,0.01661339,-3.78E-04,0.1330791,5.55E-04,0.002649409,0.03871566,0.01600827,7.35E-05,0.002509684,0.008359837,0.001292275,0.01849188,0.005284451,2.89E-05,0.001785158,0.003695561,0.01369855,10.38576,9.77E-05,655017,655050.6
13,0.01367573,6.283185,3.141593,6.283185,900.8291,0.2770665,3405534,1292.808,1.75E+08,1292.808,1,0.1645467,3.54E-04,0.05719053,2.38E-06,0.001220614,0.06455178,0.02188908,-2.54E-04,-2.59E-04,9.10E-04,0.001348541,4.30E-04,0.4236948,0.01667539,-3.77E-04,0.1325731,5.37E-04,0.002631552,0.0386126,0.01583174,7.39E-05,0.002522734,0.008381782,0.001294953,0.01851888,0.005283963,2.84E-05,0.001790776,0.003718327,0.0137335,10.38589,9.79E-05,655022.9,655056.5
13.2,0.01389795,6.283185,3.141593,6.283185,899.2304,0.2770665,3272138,1290.53,1.74E+08,1290.53,1,0.1645323,3.49E-04,0.05728542,2.31E-06,0.001235887,0.06455746,0.02188454,-2.54E-04,-2.51E-04,9.12E-04,0.001354973,4.27E-04,0.4241951,0.01673484,-3.76E-04,0.132086,5.22E-04,0.002614426,0.03851353,0.01566397,7.42E-05,0.002535365,0.00840262,0.001297554,0.01854433,0.005283436,2.80E-05,0.001796131,0.003740153,0.01376691,10.38602,9.81E-05,655025.8,655059.6
13.4,0.01412056,6.283185,3.141593,6.283185,897.6324,0.2770665,3238492,1288.254,1.74E+08,1288.254,1,0.1645183,3.45E-04,0.05737728,2.25E-06,0.00125131,0.06456409,0.02187908,-2.53E-04,-2.44E-04,9.14E-04,0.001361245,4.24E-04,0.4246778,0.01679207,-3.75E-04,0.1316147,5.08E-04,0.002597919,0.03841779,0.01550362,7.45E-05,0.00254774,0.008422529,0.001300058,0.01856845,0.005282866,2.78E-05,0.001801273,0.003761207,0.01379905,10.38616,9.83E-05,655031,655064.8
13.6,0.01434357,6.283185,3.141593,6.283185,896.0355,0.2770665,3152006,1285.979,1.74E+08,1285.979,1,0.1645047,3.41E-04,0.05746568,2.18E-06,0.001266658,0.06457044,0.02187275,-2.53E-04,-2.37E-04,9.16E-04,0.001367337,4.21E-04,0.425142,0.01684707,-3.74E-04,0.1311621,4.94E-04,0.002582067,0.03832556,0.0153508,7.47E-05,0.002559793,0.008441475,0.001302482,0.01859125,0.005282277,2.75E-05,0.001806197,0.00378144,0.01382987,10.38629,9.84E-05,655036,655069.9
13.8,0.01456698,6.283185,3.141593,6.283185,894.4397,0.2770665,3103917,1283.706,1.73E+08,1283.706,1.000001,0.1644914,3.37E-04,0.05755094,2.10E-06,0.001281989,0.06457768,0.0218656,-2.52E-04,-2.30E-04,9.18E-04,0.001373244,4.18E-04,0.4255875,0.01689985,-3.73E-04,0.1307286,4.79E-04,0.00256687,0.0382369,0.01520544,7.50E-05,0.002571503,0.008459468,0.001304836,0.01861277,0.00528168,2.72E-05,0.00181091,0.003800845,0.01385937,10.38643,9.86E-05,655042.8,655076.8
14,0.01479082,6.283185,3.141593,6.283185,892.8446,0.2770667,3004501,1281.435,1.73E+08,1281.435,1.000001,0.1644786,3.33E-04,0.05763246,2.03E-06,0.001297158,0.06458399,0.02185765,-2.52E-04,-2.24E-04,9.21E-04,0.001378961,4.15E-04,0.4260141,0.01695034,-3.72E-04,0.1303128,4.66E-04,0.002552332,0.0381519,0.01506753,7.53E-05,0.002582863,0.008476484,0.001307116,0.01863297,0.005281071,2.69E-05,0.001815403,0.003819386,0.0138875,10.38657,9.88E-05,655048.2,655082.4
14.2,0.01501507,6.283185,3.141593,6.283185,891.2504,0.2770669,2929399,1279.164,1.72E+08,1279.164,1.000001,0.1644662,3.30E-04,0.05771096,1.98E-06,0.001312346,0.06459003,0.02184899,-2.52E-04,-2.19E-04,9.23E-04,0.001384528,4.13E-04,0.4264253,0.01699886,-3.71E-04,0.1299106,4.54E-04,0.002538336,0.03806989,0.01493573,7.56E-05,0.002593982,0.008492697,0.001309313,0.01865204,0.005280438,2.67E-05,0.001819715,0.00383722,0.01391451,10.38672,9.90E-05,655053.6,655087.9
14.4,0.0152397,6.283185,3.141593,6.283185,889.6573,0.277067,2869989,1276.896,1.72E+08,1276.896,1.000001,0.1644541,3.27E-04,0.05778699,1.92E-06,0.001327569,0.06459626,0.02183973,-2.51E-04,-2.13E-04,9.26E-04,0.001389965,4.10E-04,0.4268233,0.01704569,-3.70E-04,0.1295215,4.42E-04,0.002524815,0.03799049,0.01480917,7.59E-05,0.002604885,0.008508218,0.001311439,0.01867017,0.005279793,2.65E-05,0.001823875,0.00385444,0.01394057,10.38686,9.91E-05,655059.8,655094
14.6,0.0154647,6.283185,3.141593,6.283185,888.0654,0.277067,2811577,1274.629,1.72E+08,1274.629,1.000001,0.1644422,3.24E-04,0.05786047,1.86E-06,0.001342784,0.0646026,0.02182989,-2.51E-04,-2.08E-04,9.29E-04,0.001395265,4.07E-04,0.4272076,0.01709082,-3.69E-04,0.129146,4.30E-04,0.002511777,0.03791375,0.01468787,7.62E-05,0.002615546,0.00852304,0.001313499,0.01868735,0.005279143,2.63E-05,0.001827884,0.003871032,0.01396565,10.38701,9.93E-05,655066.3,655100.7
14.8,0.01569011,6.283185,3.141593,6.283185,886.4748,0.277067,2752036,1272.364,1.71E+08,1272.364,1.000001,0.1644307,3.21E-04,0.05793129,1.80E-06,0.001357959,0.06460899,0.02181949,-2.50E-04,-2.04E-04,9.32E-04,0.001400419,4.05E-04,0.4275778,0.01713421,-3.68E-04,0.1287846,4.19E-04,0.002499242,0.0378398,0.01457197,7.65E-05,0.002625944,0.008537143,0.001315495,0.01870358,0.005278491,2.61E-05,0.001831737,0.003886965,0.01398972,10.38715,9.95E-05,655073.2,655107.6
15,0.01591592,6.283185,3.141593,6.283185,884.8855,0.277067,2691769,1270.101,1.71E+08,1270.101,1.000001,0.1644195,3.19E-04,0.05799952,1.74E-06,0.001373076,0.06461538,0.02180858,-2.50E-04,-1.99E-04,9.35E-04,0.001405429,4.02E-04,0.4279341,0.01717591,-3.68E-04,0.1284368,4.07E-04,0.002487192,0.03776857,0.01446124,7.69E-05,0.002636076,0.008550552,0.001317431,0.0187189,0.005277844,2.59E-05,0.001835442,0.003902254,0.0140128,10.3873,9.97E-05,655080.2,655114.7
15.2,0.01614215,6.283185,3.141593,6.283185,883.2975,0.277067,2630187,1267.84,1.70E+08,1267.84,1.000002,0.1644086,3.16E-04,0.05806523,1.69E-06,0.001388127,0.06462175,0.0217972,-2.49E-04,-1.95E-04,9.38E-04,0.001410297,3.99E-04,0.4282772,0.01721598,-3.67E-04,0.1281022,3.96E-04,0.00247561,0.03769997,0.01435545,7.72E-05,0.002645948,0.008563296,0.001319311,0.01873336,0.005277202,2.57E-05,0.001839005,0.003916919,0.01403494,10.38744,9.98E-05,655087.4,655122
15.4,0.01636877,6.283185,3.141593,6.283185,881.7109,0.277067,2573372,1265.58,1.70E+08,1265.58,1.000002,0.164398,3.14E-04,0.05812853,1.64E-06,0.001403109,0.06462811,0.02178537,-2.49E-04,-1.91E-04,9.42E-04,0.001415029,3.97E-04,0.4286075,0.0172545,-3.66E-04,0.1277801,3.85E-04,0.002464475,0.0376339,0.01425433,7.76E-05,0.002655569,0.008575406,0.001321137,0.01874699,0.005276567,2.55E-05,0.001842435,0.003930982,0.01405617,10.38759,1.00E-04,655094.7,655129.3
15.6,0.01659581,6.283185,3.141593,6.283185,880.1257,0.277067,2518683,1263.323,1.70E+08,1263.323,1.000002,0.1643877,3.11E-04,0.05818951,1.58E-06,0.001418023,0.0646345,0.02177315,-2.49E-04,-1.87E-04,9.45E-04,0.001419628,3.94E-04,0.4289256,0.01729153,-3.66E-04,0.12747,3.75E-04,0.002453769,0.03757028,0.01415766,7.80E-05,0.002664945,0.008586913,0.00132291,0.01875986,0.005275944,2.53E-05,0.00184574,0.003944463,0.01407653,10.38774,1.00E-04,655102.2,655136.9
15.8,0.01682325,6.283185,3.141593,6.283185,878.5419,0.277067,2467829,1261.068,1.69E+08,1261.068,1.000002,0.1643776,3.09E-04,0.05824827,1.53E-06,0.001432861,0.06464097,0.02176057,-2.48E-04,-1.84E-04,9.48E-04,0.001424095,3.92E-04,0.4292317,0.01732712,-3.65E-04,0.1271718,3.64E-04,0.002443479,0.03750902,0.01406525,7.84E-05,0.002674082,0.00859784,0.001324634,0.01877198,0.005275333,2.51E-05,0.001848924,0.003957379,0.01409605,10.38789,1.00E-04,655110,655144.8
16,0.01705111,6.283185,3.141593,6.283185,876.9597,0.277067,2418972,1258.815,1.69E+08,1258.815,1.000002,0.1643678,3.07E-04,0.05830487,1.48E-06,0.001447611,0.06464755,0.02174766,-2.48E-04,-1.81E-04,9.51E-04,0.001428433,3.89E-04,0.4295262,0.01736132,-3.64E-04,0.1268852,3.54E-04,0.002433594,0.03745008,0.01397694,7.88E-05,0.002682981,0.008608209,0.001326312,0.01878341,0.005274738,2.49E-05,0.001851995,0.003969744,0.01411475,10.38803,1.01E-04,655118.1,655152.9
16.2,0.01727938,6.283185,3.141593,6.283185,875.379,0.277067,2367884,1256.564,1.68E+08,1256.564,1.000002,0.1643583,3.05E-04,0.05835934,1.43E-06,0.001462248,0.0646542,0.02173446,-2.47E-04,-1.78E-04,9.54E-04,0.001432641,3.87E-04,0.4298094,0.01739418,-3.64E-04,0.12661,3.44E-04,0.002424104,0.0373934,0.0138926,7.92E-05,0.002691639,0.008618038,0.001327948,0.01879418,0.005274162,2.47E-05,0.001854957,0.003981567,0.01413266,10.38818,1.01E-04,655126.4,655161.3
16.4,0.01750805,6.283185,3.141593,6.283185,873.7999,0.277067,2309067,1254.315,1.68E+08,1254.315,1.000002,0.1643491,3.03E-04,0.05841172,1.38E-06,0.001476748,0.06466071,0.02172099,-2.47E-04,-1.75E-04,9.57E-04,0.001436723,3.85E-04,0.4300815,0.01742575,-3.63E-04,0.1263457,3.34E-04,0.002414993,0.03733891,0.01381203,7.97E-05,0.002700063,0.008627351,0.001329543,0.01880432,0.005273606,2.45E-05,0.001857815,0.003992866,0.01414979,10.38833,1.01E-04,655134.5,655169.4
16.6,0.01773715,6.283185,3.141593,6.283185,872.2222,0.277067,2209055,1252.069,1.68E+08,1252.069,1.000002,0.1643401,3.02E-04,0.05846205,1.34E-06,0.001491113,0.06466683,0.02170729,-2.46E-04,-1.72E-04,9.60E-04,0.001440688,3.82E-04,0.4303435,0.01745609,-3.63E-04,0.126091,3.25E-04,0.002406234,0.03728647,0.01373496,8.01E-05,0.002708268,0.008636184,0.001331096,0.01881386,0.005273066,2.43E-05,0.001860577,0.004003673,0.01416621,10.38848,1.01E-04,655142,655176.9
16.8,0.01796665,6.283185,3.141593,6.283185,870.6461,0.277067,2202051,1249.824,1.67E+08,1249.824,1.000003,0.1643314,3.00E-04,0.05851057,1.30E-06,0.001505416,0.06467298,0.02169337,-2.46E-04,-1.70E-04,9.63E-04,0.001444543,3.80E-04,0.4305961,0.01748527,-3.62E-04,0.1258453,3.16E-04,0.002397803,0.03723593,0.01366112,8.05E-05,0.002716273,0.008644574,0.001332605,0.01882285,0.005272539,2.41E-05,0.00186325,0.004014023,0.01418197,10.38863,1.01E-04,655149.8,655184.7
17,0.01819658,6.283185,3.141593,6.283185,869.0719,0.277067,2192893,1247.582,1.67E+08,1247.582,1.000003,0.1643228,2.98E-04,0.05855754,1.26E-06,0.001519713,0.06468008,0.02167926,-2.45E-04,-1.67E-04,9.66E-04,0.001448286,3.77E-04,0.4308391,0.01751334,-3.62E-04,0.1256094,3.08E-04,0.002389703,0.0371873,0.0135905,8.10E-05,0.002724074,0.008652528,0.001334074,0.01883131,0.005272034,2.39E-05,0.00186584,0.004023916,0.01419707,10.38877,1.01E-04,655159.3,655194.3
17.15738,0.0183778,6.283185,3.141593,6.283185,867.8347,0.277067,2177435,1245.819,1.66E+08,1245.819,1.000003,0.1643162,2.97E-04,0.05859353,1.22E-06,0.001530943,0.06468711,0.02166805,-2.45E-04,-1.66E-04,9.68E-04,0.001451139,3.76E-04,0.4310227,0.01753462,-3.61E-04,0.1254326,3.00E-04,0.002383589,0.03715052,0.0135374,8.14E-05,0.002730049,0.008658462,0.001335213,0.01883761,0.005271664,2.37E-05,0.001867818,0.00403135,0.01420844,10.38888,1.02E-04,655169.2,655204.3
