Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_RALD3_PFRC2 (),Mass_fraction_C2H3CHO_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C4H8O_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_FLUORENE_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C6H5C2H4C6H5_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
17.2,0.01842692,6.283185,3.141593,6.283185,867.4999,0.277067,2128022,1245.342,1.66E+08,1245.342,1.000003,0.1643145,2.97E-04,0.05860285,1.20E-06,0.001533851,0.0646882,0.021665,-2.45E-04,-1.65E-04,9.69E-04,0.001451895,3.75E-04,0.4310711,0.01754025,-3.61E-04,0.1253861,2.97E-04,0.002381978,0.03714081,0.01352343,8.15E-05,0.002731636,0.008660013,0.00133552,0.01883926,0.005271569,2.37E-05,0.001868343,0.004033302,0.01421144,10.38891,1.02E-04,655170.5,655205.5
17.4,0.01865768,6.283185,3.141593,6.283185,865.929,0.277067,2043571,1243.105,1.66E+08,1243.105,1.000003,0.1643065,2.96E-04,0.05864554,1.16E-06,0.001547481,0.0646936,0.02165064,-2.45E-04,-1.63E-04,9.72E-04,0.001455382,3.73E-04,0.4312933,0.01756604,-3.61E-04,0.1251719,2.88E-04,0.002374585,0.0370963,0.01345955,8.19E-05,0.002738953,0.008667057,0.001336942,0.0188467,0.005271129,2.33E-05,0.001870759,0.004042206,0.01422511,10.38906,1.02E-04,655176.7,655211.8
17.6,0.01888886,6.283185,3.141593,6.283185,864.3595,0.277067,1997887,1240.87,1.66E+08,1240.87,1.000003,0.1642987,2.94E-04,0.05868682,1.13E-06,0.00156112,0.06469923,0.02163615,-2.44E-04,-1.61E-04,9.74E-04,0.00145878,3.71E-04,0.431508,0.01759089,-3.60E-04,0.1249633,2.81E-04,0.002367446,0.03705331,0.01339814,8.24E-05,0.002746096,0.008673759,0.00133832,0.01885371,0.005270697,2.31E-05,0.001873108,0.004050739,0.01423826,10.38921,1.02E-04,655183.7,655218.8
17.8,0.01912045,6.283185,3.141593,6.283185,862.7921,0.277067,1975046,1238.637,1.65E+08,1238.637,1.000003,0.1642911,2.93E-04,0.05872686,1.09E-06,0.001574794,0.06470553,0.02162153,-2.44E-04,-1.59E-04,9.77E-04,0.00146209,3.69E-04,0.4317154,0.01761483,-3.60E-04,0.1247618,2.74E-04,0.002360561,0.03701182,0.01333916,8.29E-05,0.002753076,0.00868013,0.001339655,0.01886031,0.005270278,2.30E-05,0.001875396,0.004058912,0.0142509,10.38935,1.02E-04,655192.1,655227.2
18,0.01935247,6.283185,3.141593,6.283185,861.2267,0.277067,1920412,1236.406,1.65E+08,1236.406,1.000003,0.1642837,2.92E-04,0.05876544,1.05E-06,0.001588352,0.06471177,0.02160683,-2.43E-04,-1.58E-04,9.80E-04,0.001465305,3.66E-04,0.4319152,0.01763786,-3.59E-04,0.1245684,2.66E-04,0.002353942,0.03697186,0.01328266,8.34E-05,0.002759884,0.008686167,0.001340954,0.01886652,0.005269877,2.29E-05,0.001877623,0.004066715,0.01426302,10.38949,1.02E-04,655200.4,655235.7
18.2,0.01958491,6.283185,3.141593,6.283185,859.6631,0.277067,1890945,1234.179,1.64E+08,1234.179,1.000004,0.1642765,2.90E-04,0.0588025,1.03E-06,0.001601769,0.06471759,0.02159207,-2.43E-04,-1.56E-04,9.83E-04,0.00146843,3.64E-04,0.4321077,0.01766003,-3.59E-04,0.124382,2.59E-04,0.002347574,0.03693337,0.01322848,8.39E-05,0.002766518,0.008691887,0.001342219,0.01887234,0.005269494,2.28E-05,0.001879791,0.004074162,0.01427463,10.38963,1.03E-04,655208.2,655243.5
18.4,0.01981777,6.283185,3.141593,6.283185,858.1018,0.277067,1897073,1231.954,1.64E+08,1231.954,1.000004,0.1642694,2.89E-04,0.05883867,9.92E-07,0.001615258,0.06472539,0.02157725,-2.42E-04,-1.54E-04,9.86E-04,0.001471458,3.62E-04,0.4322926,0.01768135,-3.59E-04,0.1242039,2.52E-04,0.00234147,0.03689639,0.01317673,8.45E-05,0.002772979,0.008697294,0.001343455,0.01887782,0.005269136,2.26E-05,0.001881904,0.004081249,0.01428574,10.38977,1.03E-04,655219.6,655254.8
18.6,0.02005107,6.283185,3.141593,6.283185,856.5424,0.2770671,1794084,1229.732,1.64E+08,1229.732,1.000004,0.1642626,2.88E-04,0.05887277,9.45E-07,0.001628244,0.06473119,0.02156244,-2.42E-04,-1.53E-04,9.89E-04,0.001474377,3.60E-04,0.432469,0.01770178,-3.58E-04,0.1240348,2.44E-04,0.002335649,0.03686107,0.01312754,8.50E-05,0.002779233,0.00870236,0.001344672,0.01888294,0.005268811,2.24E-05,0.001883957,0.004087936,0.01429628,10.38991,1.03E-04,655227.2,655262.5
18.8,0.02028481,6.283185,3.141593,6.283185,854.9848,0.2770672,1748678,1227.512,1.63E+08,1227.512,1.000004,0.1642561,2.87E-04,0.05890543,9.16E-07,0.00164109,0.06473659,0.02154761,-2.41E-04,-1.52E-04,9.91E-04,0.001477209,3.58E-04,0.4326387,0.01772141,-3.58E-04,0.1238714,2.37E-04,0.002330057,0.03682712,0.01308047,8.55E-05,0.002785307,0.00870714,0.001345856,0.01888772,0.0052685,2.22E-05,0.001885958,0.004094285,0.01430636,10.39005,1.03E-04,655234.1,655269.5
19,0.02051902,6.283185,3.141593,6.283185,853.4293,0.2770675,1707052,1225.295,1.63E+08,1225.295,1.000004,0.1642497,2.86E-04,0.05893683,8.88E-07,0.001653865,0.06474197,0.02153277,-2.41E-04,-1.50E-04,9.94E-04,0.001479958,3.56E-04,0.432802,0.01774025,-3.57E-04,0.1237136,2.31E-04,0.002324684,0.03679448,0.01303542,8.61E-05,0.002791216,0.008711651,0.001347001,0.01889217,0.005268202,2.20E-05,0.001887912,0.004100317,0.01431599,10.39019,1.03E-04,655241.3,655276.7
19.2,0.02075367,6.283185,3.141593,6.283185,851.876,0.2770679,1667538,1223.081,1.62E+08,1223.081,1.000004,0.1642434,2.85E-04,0.0589671,8.61E-07,0.001666566,0.06474718,0.02151791,-2.40E-04,-1.49E-04,9.97E-04,0.001482636,3.54E-04,0.4329598,0.01775841,-3.57E-04,0.1235611,2.25E-04,0.002319501,0.03676297,0.01299208,8.67E-05,0.002796983,0.008715931,0.001348112,0.01889635,0.005267916,2.19E-05,0.001889827,0.004106076,0.01432525,10.39033,1.04E-04,655248.5,655283.8
19.4,0.02098867,6.283185,3.141593,6.283185,850.3246,0.277068,1632107,1220.87,1.62E+08,1220.87,1.000004,0.1642373,2.84E-04,0.05899649,8.36E-07,0.001679213,0.06475231,0.02150307,-2.40E-04,-1.48E-04,1.00E-03,0.001485255,3.52E-04,0.4331131,0.01777602,-3.57E-04,0.1234128,2.20E-04,0.002314473,0.03673236,0.01295015,8.73E-05,0.00280263,0.008720025,0.001349194,0.0189003,0.00526764,2.19E-05,0.00189171,0.004111612,0.0143342,10.39046,1.04E-04,655255.6,655291
19.6,0.02122409,6.283185,3.141593,6.283185,848.7752,0.277068,1603476,1218.661,1.62E+08,1218.661,1.000005,0.1642314,2.84E-04,0.05902495,8.12E-07,0.001691815,0.06475757,0.02148823,-2.39E-04,-1.47E-04,0.00100242,0.00148781,3.50E-04,0.4332614,0.01779303,-3.57E-04,0.1232694,2.14E-04,0.002309617,0.03670277,0.01290975,8.79E-05,0.002808144,0.008723917,0.001350244,0.01890402,0.005267376,2.19E-05,0.001893561,0.004116904,0.01434281,10.39059,1.04E-04,655263.1,655298.6
19.8,0.02145994,6.283185,3.141593,6.283185,847.2281,0.277068,1577575,1216.456,1.61E+08,1216.456,1.000005,0.1642255,2.83E-04,0.05905249,7.87E-07,0.001704355,0.06476304,0.02147343,-2.39E-04,-1.46E-04,0.00100525,0.001490295,3.49E-04,0.4334046,0.01780943,-3.56E-04,0.1231313,2.09E-04,0.002304939,0.03667421,0.01287092,8.85E-05,0.002813522,0.008727606,0.001351265,0.0189075,0.005267127,2.19E-05,0.001895378,0.004121945,0.01435108,10.39073,1.04E-04,655271.2,655306.7
20,0.02169622,6.283185,3.141593,6.283185,845.6833,0.277068,1546402,1214.253,1.61E+08,1214.253,1.000005,0.1642199,2.82E-04,0.05907907,7.61E-07,0.001716786,0.06476861,0.02145867,-2.39E-04,-1.45E-04,0.001008033,0.001492709,3.47E-04,0.4335426,0.01782524,-3.56E-04,0.1229987,2.03E-04,0.002300442,0.0366467,0.01283368,8.92E-05,0.00281876,0.008731094,0.00135226,0.01891075,0.005266894,2.18E-05,0.001897162,0.004126732,0.014359,10.39086,1.04E-04,655279.5,655315
