Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_H2O_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_CH2O_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
3.2,7.477237E-4,3.141593,0.7853982,3.141593,4247.132,0.1974164,1070959.0,1567.223,1.115201E8,1567.223,1.00002,0.23825,4.824637E-6,-1.337885E-6,2.172477E-5,0.03873679,4.289393E-5,3.979502E-7,0.05778025,0.0425851,9.930062E-4,0.001547775,0.00507617,0.3750689,0.02233233,0.06597254,0.003452816,0.001759905,6.852097E-4,0.06315542,0.02158007,2.356542E-5,0.001144278,0.001528348,0.001064124,0.006310174,0.02025107,0.008497167,0.003487265,0.005065485,0.009066441,7.61093,5.918309E-5,440056.5,440057.6
3.4,7.948343E-4,3.141593,0.7853982,3.141593,4243.54,0.1974164,3487999.0,1565.471,1.113659E8,1565.471,1.000021,0.2382307,4.741366E-6,-1.238291E-6,2.153455E-5,0.03935669,4.210078E-5,2.818246E-7,0.0573628,0.0435542,9.765798E-4,0.001601623,0.005102555,0.3785424,0.02349352,0.06289966,0.003250212,0.001645472,6.463778E-4,0.06135356,0.01895141,2.17478E-5,0.001195268,0.001586423,0.001142714,0.006557173,0.02090909,0.008465098,0.003655198,0.005579906,0.009409331,7.608847,5.923318E-5,439935.5,439936.5
3.6,8.419848E-4,3.141593,0.7853982,3.141593,4239.929,0.1974164,5371370.0,1563.747,1.112142E8,1563.747,1.000022,0.2382152,4.661562E-6,-1.145388E-6,2.129605E-5,0.03993956,4.134796E-5,2.031166E-7,0.05691667,0.04446634,9.599516E-4,0.001653986,0.00511938,0.3816517,0.0245996,0.06004194,0.003063901,0.001538593,6.106389E-4,0.05958727,0.01670843,2.014503E-5,0.001244501,0.001640458,0.001220277,0.006791038,0.0215128,0.008418382,0.003807983,0.006099812,0.009734072,7.606933,5.928362E-5,439824.3,439825.2
3.8,8.891756E-4,3.141593,0.7853982,3.141593,4236.296,0.1974164,6828865.0,1562.046,1.110645E8,1562.046,1.000023,0.2382028,4.584723E-6,-1.058604E-6,2.103143E-5,0.04048856,4.062976E-5,1.493005E-7,0.05645044,0.0453266,9.433176E-4,0.001704899,0.005128029,0.3844461,0.0256519,0.05737995,0.002892134,0.001438948,5.776649E-4,0.05786504,0.01478804,1.872595E-5,0.001292131,0.00169073,0.001296661,0.007012475,0.02206592,0.008360133,0.003946404,0.006623231,0.01004207,7.605169,5.933447E-5,439721.8,439722.7
4.0,9.36407E-4,3.141593,0.7853982,3.141593,4232.636,0.1974164,7947310.0,1560.363,1.109164E8,1560.363,1.000024,0.238193,4.510455E-6,-9.773695E-7,2.07538E-5,0.04100649,3.99416E-5,1.121022E-7,0.05597098,0.04613935,9.268184E-4,0.001754386,0.005129677,0.3869669,0.026652,0.05489653,0.002733415,0.001346176,5.47172E-4,0.05619279,0.01313851,1.746461E-5,0.001338298,0.001737486,0.00137174,0.00722215,0.02257197,0.008292922,0.004071308,0.0071484,0.01033458,7.603537,5.938577E-5,439626.9,439627.7
4.2,9.836795E-4,3.141593,0.7853982,3.141593,4228.948,0.1974164,8791279.0,1558.694,1.107695E8,1558.694,1.000025,0.2381854,4.438434E-6,-9.013201E-7,2.046991E-5,0.04149583,3.927982E-5,8.625716E-8,0.05548373,0.04690843,9.105517E-4,0.001802475,0.005125328,0.3892487,0.0276016,0.05257648,0.002586455,0.00125989,5.189138E-4,0.05457446,0.01171747,1.633948E-5,0.001383125,0.001780953,0.001445412,0.007420691,0.0230343,0.008218865,0.004183586,0.007673747,0.01061277,7.602023,5.943756E-5,439538.8,439539.6
4.4,0.001030993,3.141593,0.7853982,3.141593,4225.231,0.1974164,9418945.0,1557.037,1.106237E8,1557.037,1.000026,0.2381797,4.368384E-6,-8.300429E-7,2.018556E-5,0.04195879,3.86412E-5,6.817202E-8,0.05499312,0.04763721,8.945872E-4,0.001849188,0.005115845,0.3913211,0.02850254,0.05040619,0.002450129,0.001179696,4.926752E-4,0.05301248,0.01048972,1.533234E-5,0.001426718,0.001821334,0.001517593,0.007608691,0.02345607,0.00813971,0.00428415,0.008197848,0.01087766,7.600613,5.948985E-5,439456.8,439457.6
4.6,0.001078349,3.141593,0.7853982,3.141593,4221.483,0.1974164,9875560.0,1555.388,1.104786E8,1555.388,1.000027,0.2381756,4.300147E-6,-7.62946E-7,1.990437E-5,0.04239737,3.802338E-5,5.525081E-8,0.05450267,0.04832866,8.789738E-4,0.001894553,0.005101971,0.3932091,0.02935668,0.04837348,0.002323452,0.001105207,4.682677E-4,0.05150818,0.009425898,1.442776E-5,0.001469175,0.001858815,0.001588216,0.007786708,0.02384022,0.008056903,0.004373804,0.008719573,0.01113022,7.599297,5.954267E-5,439380.3,439381.0
4.8,0.001125747,3.141593,0.7853982,3.141593,4217.705,0.1974164,1.019134E7,1553.746,1.10334E8,1553.746,1.000028,0.2381727,4.233496E-6,-7.004367E-7,1.96283E-5,0.04281338,3.742402E-5,4.589181E-8,0.05401519,0.04898543,8.637422E-4,0.001938597,0.005084349,0.3949342,0.03016596,0.0464674,0.002205561,0.00103604,4.45525E-4,0.05006193,0.008501654,1.361276E-5,0.001510579,0.001893565,0.001657231,0.007955272,0.02418954,0.007971627,0.004453461,0.009237805,0.0113713,7.598066,5.9596E-5,439308.7,439309.4
5.0,0.001173187,3.141593,0.7853982,3.141593,4213.897,0.1974164,1.039903E7,1552.109,1.1019E8,1552.109,1.000029,0.2381709,4.168323E-6,-6.411358E-7,1.93575E-5,0.04320842,3.684152E-5,3.916341E-8,0.05353292,0.04960989,8.489123E-4,0.001981347,0.005063533,0.3965149,0.03093228,0.04467806,0.002095684,9.718271E-4,4.243004E-4,0.04867345,0.007696567,1.287621E-5,0.001551003,0.001925737,0.001724599,0.008114882,0.02450662,0.007884852,0.004523918,0.00975163,0.01160169,7.596912,5.964985E-5,439241.6,439242.3
5.2,0.001220671,3.141593,0.7853982,3.141593,4210.06,0.1974164,1.051974E7,1550.476,1.100463E8,1550.476,1.00003,0.23817,4.104498E-6,-5.845367E-7,1.909359E-5,0.04358397,3.627426E-5,3.453218E-8,0.05305762,0.05020415,8.344948E-4,0.002022833,0.005040006,0.3979671,0.03165757,0.04299652,0.001993141,9.122182E-4,4.044634E-4,0.04734194,0.006993474,1.220863E-5,0.001590514,0.001955474,0.001790294,0.00826601,0.02479389,0.007797371,0.004585956,0.01026026,0.01182211,7.595829,5.970422E-5,439178.6,439179.3
5.4,0.001268198,3.141593,0.7853982,3.141593,4206.194,0.1974164,1.057195E7,1548.846,1.099028E8,1548.846,1.000031,0.2381698,4.041933E-6,-5.354115E-7,1.883584E-5,0.04394139,3.572113E-5,2.972649E-8,0.05259067,0.05077013,8.204943E-4,0.002063088,0.005014186,0.3993047,0.03234371,0.04141468,0.00189732,8.568807E-4,3.858978E-4,0.04606624,0.006377916,1.160187E-5,0.001629171,0.001982905,0.001854301,0.008409101,0.0250536,0.007709829,0.004640342,0.01076299,0.0120332,7.59481,5.97591E-5,439119.3,439120.0
5.6,0.001315769,3.141593,0.7853982,3.141593,4202.3,0.1974164,1.056971E7,1547.218,1.097596E8,1547.218,1.000032,0.2381703,3.980528E-6,-5.026844E-7,1.858018E-5,0.04428189,3.518075E-5,2.213356E-8,0.05213314,0.05130956,8.069103E-4,0.002102142,0.004986437,0.4005397,0.03299255,0.03992517,0.001807672,8.055016E-4,3.684996E-4,0.04484488,0.005837682,1.104894E-5,0.001667023,0.002008153,0.001916612,0.008544578,0.02528784,0.007622748,0.004687822,0.01125917,0.01223556,7.593851,5.981447E-5,439063.5,439064.1
5.8,0.001363384,3.141593,0.7853982,3.141593,4198.379,0.1974164,1.053255E7,1545.591,1.096164E8,1545.591,1.000033,0.2381712,3.920242E-6,-4.777752E-7,1.832591E-5,0.04460658,3.465223E-5,1.70025E-8,0.05168584,0.05182403,7.93739E-4,0.002140031,0.004957077,0.4016825,0.03360588,0.03852128,0.001723706,7.577875E-4,3.521758E-4,0.04367619,0.005362452,1.054371E-5,0.001704119,0.002031325,0.001977226,0.008672838,0.02549856,0.007536543,0.004728969,0.01174837,0.01242975,7.592946,5.987033E-5,439010.8,439011.5
6.0,0.001411044,3.141593,0.7853982,3.141593,4194.433,0.1974164,1.046922E7,1543.967,1.094734E8,1543.967,1.000034,0.2381724,3.861061E-6,-4.298672E-7,1.808645E-5,0.0449165,3.413548E-5,2.558047E-8,0.05124937,0.05231494,7.809737E-4,0.002176788,0.004926383,0.4027424,0.03418544,0.03719685,0.001644981,7.134643E-4,3.368417E-4,0.0425584,0.004943396,1.008102E-5,0.0017405,0.002052516,0.002036151,0.008794261,0.02568757,0.007451548,0.00476418,0.01223041,0.01261628,7.592091,5.992665E-5,438961.1,438961.8
6.14369,0.001445313,3.141593,0.7853982,3.141593,4191.582,0.1974164,1.142211E7,1542.799,1.093707E8,1542.799,1.000034,0.2381735,3.820091E-6,-5.421325E-7,1.792081E-5,0.04513061,3.382894E-5,-1.073798E-8,0.05094278,0.05265387,7.720493E-4,0.002202518,0.004903642,0.4034574,0.03458193,0.0362912,0.00159144,6.835696E-4,3.263923E-4,0.04178568,0.004672745,9.772731E-6,0.001766222,0.002066576,0.00207745,0.008877478,0.0258109,0.007391377,0.004787367,0.01257191,0.01274581,7.591506,5.996741E-5,438927.3,438928.0
6.143758,0.001445329,3.141593,0.7853982,3.141593,4191.58,0.1974164,-4601437.0,1542.798,1.093706E8,1542.798,1.000034,0.2381735,3.819284E-6,-6.178824E-7,1.79205E-5,0.04513071,3.3858E-5,-5.175297E-8,0.05094259,0.05265403,7.720451E-4,0.002202531,0.004903631,0.4034577,0.03458211,0.03629077,0.001591415,6.835557E-4,3.263874E-4,0.04178532,0.004672621,9.7726E-6,0.001766234,0.002066582,0.00207747,0.008877517,0.02581096,0.007391349,0.00478798,0.01257206,0.01274587,7.591506,5.996744E-5,438927.4,438928.0
6.144083,0.001445407,3.141593,0.7853982,3.141593,4191.574,0.1974164,7594313.0,1542.796,1.093704E8,1542.796,1.000034,0.2381735,3.819851E-6,-7.249609E-7,1.791951E-5,0.04513119,3.391432E-5,-1.18491E-8,0.05094206,0.05265478,7.720254E-4,0.002202589,0.00490358,0.4034593,0.03458299,0.03628877,0.001591296,6.8349E-4,3.263643E-4,0.0417836,0.004672037,9.772022E-6,0.001766292,0.002066613,0.002077562,0.008877702,0.02581123,0.007391214,0.004788876,0.01257281,0.01274616,7.591504,5.996754E-5,438927.4,438928.1
6.144323,0.001445464,3.141593,0.7853982,3.141593,4191.569,0.1974164,-5238327.0,1542.793,1.093702E8,1542.793,1.000034,0.2381735,3.820009E-6,-7.835372E-7,1.791892E-5,0.04513155,3.392417E-5,5.535869E-8,0.05094171,0.05265534,7.720108E-4,0.002202631,0.004903541,0.4034605,0.03458364,0.03628729,0.001591209,6.834413E-4,3.263472E-4,0.04178233,0.004671605,9.771606E-6,0.001766335,0.002066635,0.00207763,0.008877838,0.02581143,0.007391115,0.004789374,0.01257336,0.01274637,7.591502,5.996761E-5,438927.7,438928.3
6.144588,0.001445527,3.141593,0.7853982,3.141593,4191.563,0.1974164,1099707.0,1542.791,1.0937E8,1542.791,1.000034,0.2381735,3.819132E-6,-8.988026E-7,1.791838E-5,0.04513195,3.392981E-5,1.250149E-7,0.0509413,0.05265595,7.719947E-4,0.002202679,0.004903499,0.4034618,0.03458436,0.03628566,0.001591111,6.833877E-4,3.263283E-4,0.04178093,0.004671128,9.77115E-6,0.001766383,0.00206666,0.002077706,0.008877989,0.02581165,0.007391005,0.004790326,0.01257396,0.0127466,7.591501,5.996768E-5,438927.8,438928.6
6.145115,0.001445653,3.141593,0.7853982,3.141593,4191.553,0.1974164,7955930.0,1542.787,1.093696E8,1542.787,1.000034,0.2381735,3.819937E-6,-9.685454E-7,1.791809E-5,0.04513275,3.393847E-5,1.037567E-7,0.0509402,0.05265718,7.719627E-4,0.002202772,0.004903414,0.4034643,0.03458578,0.0362824,0.001590919,6.832808E-4,3.262907E-4,0.04177814,0.004670177,9.770246E-6,0.001766477,0.002066708,0.002077856,0.008878289,0.02581208,0.007390785,0.004790946,0.01257514,0.01274706,7.591499,5.996784E-5,438927.7,438928.5
6.146015,0.001445868,3.141593,0.7853982,3.141593,4191.534,0.1974164,3099953.0,1542.779,1.09369E8,1542.779,1.000034,0.2381735,3.820967E-6,-1.041744E-6,1.791797E-5,0.0451341,3.394255E-5,1.16764E-7,0.05093837,0.05265928,7.719079E-4,0.002202932,0.00490327,0.4034687,0.03458821,0.03627684,0.001590595,6.830984E-4,3.262265E-4,0.04177338,0.004668556,9.768713E-6,0.001766639,0.002066791,0.002078111,0.008878799,0.02581282,0.00739041,0.004791637,0.01257715,0.01274785,7.591495,5.99681E-5,438927.7,438928.4
6.146188,0.001445909,3.141593,0.7853982,3.141593,4191.531,0.1974164,1.123046E7,1542.778,1.093688E8,1542.778,1.000034,0.2381735,3.820834E-6,-1.078341E-6,1.791794E-5,0.04513436,3.394825E-5,1.459049E-7,0.05093808,0.05265968,7.718974E-4,0.002202963,0.004903242,0.4034695,0.03458867,0.03627578,0.001590533,6.830635E-4,3.262142E-4,0.04177247,0.004668245,9.768422E-6,0.00176667,0.002066806,0.00207816,0.008878897,0.02581296,0.007390339,0.004791948,0.01257753,0.012748,7.591494,5.996815E-5,438927.7,438928.5
6.146325,0.001445942,3.141593,0.7853982,3.141593,4191.528,0.1974164,-5.912214E7,1542.776,1.093687E8,1542.776,1.000034,0.2381735,3.820627E-6,-1.110618E-6,1.791799E-5,0.04513456,3.394877E-5,2.815467E-7,0.05093805,0.05266,7.718891E-4,0.002202987,0.00490322,0.4034702,0.03458904,0.03627493,0.001590483,6.830358E-4,3.262044E-4,0.04177174,0.004667999,9.768192E-6,0.001766695,0.002066818,0.002078199,0.008878975,0.02581307,0.007390282,0.004792221,0.01257784,0.01274812,7.591492,5.996819E-5,438928.2,438929.2
6.146339,0.001445945,3.141593,0.7853982,3.141593,4191.528,0.1974164,-1.357509E7,1542.776,1.093687E8,1542.776,1.000034,0.2381735,3.820618E-6,-1.11483E-6,1.7918E-5,0.04513458,3.395072E-5,2.851053E-7,0.05093803,0.05266003,7.718882E-4,0.00220299,0.004903218,0.4034702,0.03458908,0.03627485,0.001590478,6.83033E-4,3.262034E-4,0.04177167,0.004667974,9.768169E-6,0.001766697,0.00206682,0.002078203,0.008878983,0.02581308,0.007390276,0.004792257,0.01257787,0.01274814,7.591492,5.996819E-5,438928.2,438929.2
6.146423,0.001445965,3.141593,0.7853982,3.141593,4191.526,0.1974164,-9091270.0,1542.776,1.093686E8,1542.776,1.000034,0.2381735,3.81915E-6,-1.217355E-6,1.79179E-5,0.04513471,3.395838E-5,2.996921E-7,0.05093789,0.05266023,7.718831E-4,0.002203005,0.004903205,0.4034707,0.03458931,0.03627433,0.001590447,6.830159E-4,3.261974E-4,0.04177123,0.004667822,9.768029E-6,0.001766713,0.002066827,0.002078227,0.008879031,0.02581315,0.007390241,0.004793083,0.01257805,0.01274821,7.591492,5.996822E-5,438928.3,438929.3
6.146502,0.001445984,3.141593,0.7853982,3.141593,4191.524,0.1974164,5228712.0,1542.775,1.093686E8,1542.775,1.000034,0.2381735,3.818407E-6,-1.281537E-6,1.79179E-5,0.04513483,3.396337E-5,2.862519E-7,0.05093771,0.05266041,7.718784E-4,0.002203019,0.004903192,0.403471,0.03458953,0.03627384,0.001590417,6.829998E-4,3.261917E-4,0.04177081,0.00466768,9.767898E-6,0.001766727,0.002066834,0.00207825,0.008879077,0.02581322,0.007390208,0.004793603,0.01257822,0.01274828,7.591491,5.996825E-5,438928.2,438929.2
6.146664,0.001446022,3.141593,0.7853982,3.141593,4191.521,0.1974164,4065835.0,1542.773,1.093684E8,1542.773,1.000034,0.2381736,3.818293E-6,-1.345238E-6,1.791809E-5,0.04513508,3.397901E-5,2.91415E-7,0.05093741,0.05266079,7.718686E-4,0.002203048,0.004903166,0.4034718,0.03458996,0.03627284,0.001590358,6.829672E-4,3.261803E-4,0.04176995,0.00466739,9.767637E-6,0.001766756,0.002066848,0.002078296,0.008879169,0.02581335,0.007390141,0.004794128,0.01257857,0.01274842,7.591491,5.99683E-5,438928.3,438929.3
6.14692,0.001446083,3.141593,0.7853982,3.141593,4191.516,0.1974164,4609592.0,1542.771,1.093682E8,1542.771,1.000034,0.2381736,3.8172E-6,-1.489797E-6,1.791855E-5,0.04513547,3.399095E-5,4.495223E-7,0.05093719,0.05266139,7.718533E-4,0.002203094,0.004903125,0.4034731,0.03459066,0.03627127,0.001590263,6.829154E-4,3.26162E-4,0.0417686,0.00466693,9.767231E-6,0.001766802,0.002066871,0.002078369,0.008879315,0.02581356,0.007390035,0.004795306,0.01257912,0.01274864,7.591488,5.996837E-5,438928.7,438929.9
6.147043,0.001446113,3.141593,0.7853982,3.141593,4191.513,0.1974164,-2.906825E7,1542.77,1.093681E8,1542.77,1.000034,0.2381736,3.816609E-6,-1.558846E-6,1.791895E-5,0.04513565,3.39886E-5,5.412948E-7,0.05093711,0.05266168,7.718459E-4,0.002203116,0.004903105,0.4034737,0.03459099,0.03627051,0.001590216,6.828904E-4,3.261533E-4,0.04176795,0.004666708,9.767035E-6,0.001766824,0.002066881,0.002078404,0.008879385,0.02581367,0.007389984,0.004795869,0.01257939,0.01274875,7.591487,5.99684E-5,438929.0,438930.3
6.147072,0.00144612,3.141593,0.7853982,3.141593,4191.513,0.1974164,6115973.0,1542.77,1.093681E8,1542.77,1.000034,0.2381736,3.81646E-6,-1.575955E-6,1.791906E-5,0.0451357,3.398865E-5,5.379872E-7,0.05093705,0.05266175,7.718442E-4,0.002203122,0.004903101,0.4034738,0.03459107,0.03627033,0.001590205,6.828846E-4,3.261512E-4,0.0417678,0.004666656,9.766989E-6,0.001766829,0.002066884,0.002078412,0.008879402,0.02581369,0.007389972,0.004796008,0.01257945,0.01274878,7.591487,5.996841E-5,438929.0,438930.3
6.147137,0.001446135,3.141593,0.7853982,3.141593,4191.511,0.1974164,-1328686.0,1542.769,1.093681E8,1542.769,1.000034,0.2381736,3.816205E-6,-1.608688E-6,1.791933E-5,0.0451358,3.398696E-5,5.589879E-7,0.05093695,0.0526619,7.718403E-4,0.002203133,0.00490309,0.4034742,0.03459125,0.03626993,0.001590181,6.828715E-4,3.261466E-4,0.04176746,0.00466654,9.766887E-6,0.001766841,0.002066889,0.002078431,0.008879439,0.02581374,0.007389945,0.004796275,0.01257958,0.01274883,7.591487,5.996843E-5,438929.0,438930.3
6.147248,0.001446162,3.141593,0.7853982,3.141593,4191.509,0.1974164,2733439.0,1542.768,1.09368E8,1542.768,1.000034,0.2381736,3.816349E-6,-1.628658E-6,1.791995E-5,0.04513597,3.398126E-5,6.08391E-7,0.05093681,0.05266216,7.718337E-4,0.002203153,0.004903073,0.4034747,0.03459155,0.03626925,0.001590139,6.82849E-4,3.261387E-4,0.04176687,0.00466634,9.76671E-6,0.00176686,0.002066899,0.002078462,0.008879502,0.02581384,0.007389899,0.004796444,0.01257981,0.01274893,7.591486,5.996846E-5,438929.1,438930.5
6.147519,0.001446226,3.141593,0.7853982,3.141593,4191.504,0.1974164,-1.637188E7,1542.766,1.093678E8,1542.766,1.000034,0.2381736,3.815972E-6,-1.70158E-6,1.792176E-5,0.04513638,3.396563E-5,7.493433E-7,0.0509365,0.05266279,7.718176E-4,0.002203201,0.004903029,0.403476,0.03459228,0.03626758,0.001590037,6.827943E-4,3.261196E-4,0.04176544,0.004665855,9.766269E-6,0.001766908,0.002066922,0.002078539,0.008879656,0.02581406,0.007389787,0.00479705,0.01258038,0.01274916,7.591484,5.996853E-5,438929.5,438931.1
6.147621,0.001446251,3.141593,0.7853982,3.141593,4191.502,0.1974164,-1.568012E7,1542.765,1.093677E8,1542.765,1.000034,0.2381736,3.81488E-6,-1.784474E-6,1.792248E-5,0.04513653,3.396525E-5,8.428215E-7,0.05093647,0.05266303,7.718115E-4,0.002203219,0.004903013,0.4034765,0.03459256,0.03626695,0.001589998,6.827736E-4,3.261123E-4,0.0417649,0.004665671,9.766101E-6,0.001766926,0.002066931,0.002078568,0.008879714,0.02581415,0.007389745,0.00479772,0.01258059,0.01274925,7.591483,5.996856E-5,438929.8,438931.5
6.147692,0.001446268,3.141593,0.7853982,3.141593,4191.5,0.1974164,1.18212E7,1542.764,1.093676E8,1542.764,1.000034,0.2381736,3.813735E-6,-1.865456E-6,1.792298E-5,0.04513664,3.396565E-5,8.427097E-7,0.05093632,0.05266319,7.718073E-4,0.002203232,0.004903002,0.4034769,0.03459275,0.03626652,0.00158997,6.827593E-4,3.261073E-4,0.04176453,0.004665544,9.765985E-6,0.001766939,0.002066936,0.002078589,0.008879755,0.0258142,0.007389716,0.004798372,0.01258073,0.01274931,7.591483,5.996859E-5,438929.8,438931.5
6.147722,0.001446275,3.141593,0.7853982,3.141593,4191.5,0.1974164,-1.501649E7,1542.764,1.093676E8,1542.764,1.000034,0.2381736,3.81385E-6,-1.867303E-6,1.792329E-5,0.04513669,3.396524E-5,9.442882E-7,0.05093645,0.05266326,7.718055E-4,0.002203238,0.004902997,0.403477,0.03459283,0.03626633,0.001589959,6.827533E-4,3.261052E-4,0.04176437,0.004665491,9.765936E-6,0.001766944,0.002066939,0.002078597,0.008879771,0.02581423,0.007389704,0.004798389,0.01258079,0.01274934,7.591482,5.996859E-5,438930.0,438931.9
6.147751,0.001446282,3.141593,0.7853982,3.141593,4191.499,0.1974164,1.025901E7,1542.764,1.093676E8,1542.764,1.000034,0.2381736,3.813318E-6,-1.903391E-6,1.792353E-5,0.04513673,3.396411E-5,9.381177E-7,0.05093637,0.05266333,7.718038E-4,0.002203243,0.004902992,0.4034772,0.03459291,0.03626615,0.001589948,6.827474E-4,3.261031E-4,0.04176422,0.004665438,9.765888E-6,0.001766949,0.002066941,0.002078605,0.008879788,0.02581425,0.007389692,0.004798679,0.01258085,0.01274936,7.591482,5.99686E-5,438930.0,438931.9
6.147969,0.001446334,3.141593,0.7853982,3.141593,4191.495,0.1974164,7186265.0,1542.762,1.093674E8,1542.762,1.000034,0.2381736,3.812239E-6,-2.024451E-6,1.792575E-5,0.04513706,3.396009E-5,9.250579E-7,0.0509359,0.05266384,7.71791E-4,0.002203282,0.004902957,0.4034782,0.0345935,0.03626482,0.001589863,6.827034E-4,3.260877E-4,0.04176307,0.004665048,9.765528E-6,0.001766987,0.002066959,0.002078667,0.008879913,0.02581444,0.007389602,0.004799661,0.01258129,0.01274955,7.591481,5.996867E-5,438930.0,438931.8
6.149162,0.001446618,3.141593,0.7853982,3.141593,4191.47,0.1974164,-1.321849E7,1542.752,1.093665E8,1542.752,1.000034,0.2381736,3.814524E-6,-2.160147E-6,1.794142E-5,0.04513887,3.396372E-5,1.036963E-6,0.05093365,0.05266664,7.717204E-4,0.002203493,0.004902767,0.403484,0.03459673,0.03625748,0.001589408,6.824623E-4,3.260034E-4,0.04175677,0.004662907,9.763528E-6,0.001767196,0.002067058,0.002079006,0.008880589,0.02581542,0.007389108,0.004800834,0.01258368,0.01275057,7.591475,5.996902E-5,438930.2,438932.2
6.149275,0.001446645,3.141593,0.7853982,3.141593,4191.468,0.1974164,-3.139757E7,1542.751,1.093664E8,1542.751,1.000034,0.2381736,3.81356E-6,-2.255347E-6,1.794288E-5,0.04513904,3.397694E-5,1.150356E-6,0.05093364,0.0526669,7.717137E-4,0.002203513,0.004902749,0.4034846,0.03459704,0.03625679,0.001589364,6.824395E-4,3.259954E-4,0.04175618,0.004662704,9.763345E-6,0.001767216,0.002067067,0.002079039,0.008880653,0.02581552,0.007389061,0.004801601,0.01258391,0.01275067,7.591474,5.996905E-5,438930.6,438932.7
6.14934,0.001446661,3.141593,0.7853982,3.141593,4191.467,0.1974164,1.842868E7,1542.75,1.093664E8,1542.75,1.000034,0.2381736,3.812801E-6,-2.321649E-6,1.794373E-5,0.04513914,3.398093E-5,1.152306E-6,0.05093352,0.05266705,7.717099E-4,0.002203525,0.004902738,0.4034849,0.03459721,0.03625639,0.001589338,6.824263E-4,3.259908E-4,0.04175583,0.004662587,9.763241E-6,0.001767227,0.002067072,0.002079057,0.008880691,0.02581557,0.007389034,0.004802134,0.01258403,0.01275072,7.591474,5.996907E-5,438930.6,438932.7
6.149436,0.001446684,3.141593,0.7853982,3.141593,4191.465,0.1974164,6188781.0,1542.749,1.093663E8,1542.749,1.000034,0.2381736,3.812471E-6,-2.375432E-6,1.79451E-5,0.04513929,3.398341E-5,1.149039E-6,0.05093332,0.05266728,7.717042E-4,0.002203543,0.004902723,0.4034854,0.03459747,0.0362558,0.001589301,6.824069E-4,3.25984E-4,0.04175532,0.004662415,9.763088E-6,0.001767244,0.00206708,0.002079085,0.008880745,0.02581565,0.007388995,0.004802569,0.01258422,0.01275081,7.591473,5.99691E-5,438930.6,438932.7
6.149599,0.001446723,3.141593,0.7853982,3.141593,4191.461,0.1974164,-2026768.0,1542.748,1.093662E8,1542.748,1.000034,0.2381736,3.812857E-6,-2.419905E-6,1.794757E-5,0.04513954,3.399434E-5,1.165116E-6,0.05093303,0.05266766,7.716947E-4,0.002203571,0.004902697,0.4034862,0.03459791,0.0362548,0.001589238,6.823742E-4,3.259726E-4,0.04175447,0.004662124,9.762832E-6,0.001767272,0.002067093,0.002079131,0.008880837,0.02581578,0.007388928,0.004802934,0.01258453,0.01275094,7.591473,5.996915E-5,438930.6,438932.8
6.14981,0.001446773,3.141593,0.7853982,3.141593,4191.457,0.1974164,5717593.0,1542.746,1.09366E8,1542.746,1.000034,0.2381736,3.813778E-6,-2.443352E-6,1.795095E-5,0.04513986,3.399773E-5,1.163751E-6,0.0509326,0.05266816,7.716823E-4,0.002203609,0.004902663,0.4034872,0.03459848,0.0362535,0.001589157,6.823315E-4,3.259576E-4,0.04175336,0.004661746,9.762503E-6,0.001767309,0.00206711,0.002079191,0.008880957,0.02581596,0.00738884,0.004803134,0.01258494,0.01275112,7.591472,5.996921E-5,438930.6,438932.7
