Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_H2O_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_CH2O_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,3.141593,0.7853982,3.141593,4335.477,0.1974164,-2.51069E10,1639.492,0.0,1639.492,1.0,0.2434772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513448,0.0,0.0,0.0,0.0,0.4916711,0.1135069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.799806,5.79771E-5,450952.7,450952.7
2.712478E-4,6.257053E-8,3.141593,0.7853982,3.141593,4334.667,0.1974164,-2.472634E10,1639.071,1.17843E8,1639.071,0.9999987,0.2434787,6.579136E-7,3.185301E-21,-9.69105E-24,4.395766E-6,1.062262E-4,7.357717E-21,9.497678E-7,1.184854E-6,8.664863E-11,9.150014E-9,1.083115E-9,5.17959E-6,1.305816E-13,0.1512995,7.098087E-4,1.655266E-8,9.309855E-8,1.942957E-6,0.4917537,0.112623,6.33709E-13,3.894496E-16,2.413681E-14,1.460522E-12,1.91365E-8,1.13741E-9,1.151678E-20,9.059224E-17,3.364434E-10,7.79927,5.798792E-5,450921.7,450921.7
0.002807091,6.480745E-7,3.141593,0.7853982,3.141593,4327.614,0.1974164,-2.199087E10,1635.365,1.175168E8,1635.365,1.0,0.2434589,1.517558E-5,2.256706E-21,-2.535123E-23,3.636116E-4,7.543959E-4,7.417397E-21,2.301973E-4,5.26273E-5,6.073378E-8,9.87315E-7,8.672439E-7,7.734729E-4,1.536749E-9,0.1506025,0.007077969,1.239104E-5,9.274415E-6,3.656298E-4,0.4910192,0.1045868,6.74051E-9,4.326876E-11,2.479432E-11,7.619226E-8,4.938143E-6,2.339121E-7,9.135885E-14,1.264088E-11,6.679053E-8,7.794306,5.808244E-5,450634.7,450634.7
0.01093764,2.529977E-6,3.141593,0.7853982,3.141593,4315.959,0.1974164,-8.471132E9,1627.791,1.168503E8,1627.791,1.000003,0.2432244,3.988629E-5,2.684602E-21,7.376688E-22,0.002891072,0.001153734,6.614138E-21,0.003609887,9.165706E-4,2.824997E-6,1.293428E-5,1.820011E-5,0.01405772,5.57975E-7,0.1485465,0.0216021,2.653848E-4,1.051456E-4,0.005449086,0.4742033,0.0813696,9.791861E-7,3.748452E-8,2.025136E-9,9.907927E-6,9.26837E-5,5.004269E-6,5.183801E-10,8.584774E-9,1.441629E-6,7.779133,5.823929E-5,449757.5,449757.5
0.02891042,6.69547E-6,3.141593,0.7853982,3.141593,4315.096,0.1974164,-1.494774E9,1623.526,1.16475E8,1623.526,1.000004,0.2426087,2.86816E-5,1.670346E-21,2.269047E-21,0.007930117,8.111409E-4,6.455925E-21,0.01087073,0.003016321,2.302207E-5,5.479835E-5,6.778397E-5,0.04518017,1.020342E-5,0.1545973,0.02945443,9.267033E-4,3.973388E-4,0.01631077,0.4361434,0.04814013,9.790329E-6,1.164896E-6,1.228684E-7,6.531228E-5,3.503708E-4,4.638411E-5,2.996547E-8,1.65457E-7,1.413143E-5,7.760302,5.825093E-5,448668.7,448668.7
0.07255862,1.680412E-5,3.141593,0.7853982,3.141593,4320.27,0.1974164,-2.956984E8,1621.552,1.163012E8,1621.552,1.000002,0.241671,1.640182E-5,-3.153404E-14,-2.373199E-15,0.01409881,3.391289E-4,1.259234E-15,0.02005874,0.006031111,8.516327E-5,1.529518E-4,1.976395E-4,0.08751156,9.019688E-5,0.168701,0.02539562,0.001856209,9.643664E-4,0.03039898,0.3820143,0.01523387,3.643488E-5,1.125738E-5,1.825217E-6,2.090094E-4,8.758627E-4,2.951935E-4,6.974822E-7,1.599416E-6,9.868293E-5,7.741592,5.818117E-5,447587.0,447587.0
0.1199424,2.776891E-5,3.141593,0.7853982,3.141593,4322.027,0.1974164,-4.134863E8,1620.104,1.161738E8,1620.104,1.000002,0.2411587,1.179819E-5,-5.27608E-8,-2.161908E-9,0.01686471,1.712134E-4,-2.366384E-8,0.02548345,0.008089536,1.50602E-4,2.335403E-4,3.724039E-4,0.1138985,2.432801E-4,0.1734885,0.01954134,0.0023438,0.001321249,0.03883182,0.3462083,0.004760849,5.778529E-5,2.934382E-5,5.617055E-6,3.441241E-4,0.001340212,6.520644E-4,3.526142E-6,5.354194E-6,2.379724E-4,7.731542,5.815751E-5,447006.0,447006.0
0.1207819,2.796315E-5,3.141593,0.7853982,3.141593,4322.028,0.1974164,-4.344241E8,1620.074,1.161712E8,1620.074,1.000002,0.2411521,1.174388E-5,-2.476632E-7,-3.438797E-9,0.01689756,1.696764E-4,-3.634564E-8,0.02556021,0.008120516,1.517515E-4,2.347626E-4,3.757636E-4,0.1142786,2.464166E-4,0.1735128,0.01945918,0.002350046,0.001325833,0.0389507,0.3456822,0.004666959,5.810113E-5,2.970026E-5,5.698149E-6,3.463542E-4,0.001347798,6.585927E-4,3.606127E-6,5.44276E-6,2.406744E-4,7.731397,5.81575E-5,446998.1,446998.1
0.1208283,2.797388E-5,3.141593,0.7853982,3.141593,4322.029,0.1974164,-4.515848E8,1620.073,1.16171E8,1620.073,1.000002,0.2411517,1.174091E-5,-2.680298E-7,-3.500234E-9,0.01689937,1.695983E-4,1.08135E-7,0.02556471,0.008122223,1.51815E-4,2.348299E-4,3.759493E-4,0.1142996,2.465902E-4,0.1735141,0.01945466,0.002350389,0.001326085,0.03895724,0.3456533,0.004661831,5.811853E-5,2.971997E-5,5.702641E-6,3.464772E-4,0.001348217,6.589533E-4,3.61073E-6,5.447674E-6,2.408238E-4,7.731388,5.815749E-5,446998.0,446998.2
0.120854,2.797983E-5,3.141593,0.7853982,3.141593,4322.028,0.1974164,-4.34117E8,1620.072,1.16171E8,1620.072,1.000002,0.2411515,1.173831E-5,-2.981895E-7,-3.537419E-9,0.01690037,1.695529E-4,8.384832E-8,0.02556702,0.00812317,1.518502E-4,2.348673E-4,3.760525E-4,0.1143112,2.466865E-4,0.1735148,0.01945215,0.002350579,0.001326225,0.03896087,0.3456372,0.004658988,5.812819E-5,2.97309E-5,5.705134E-6,3.465455E-4,0.001348449,6.591535E-4,3.613591E-6,5.450401E-6,2.409068E-4,7.731384,5.81575E-5,446997.7,446997.8
0.1218652,2.821379E-5,3.141593,0.7853982,3.141593,4322.029,0.1974164,-4.206115E8,1620.036,1.161678E8,1620.036,1.000002,0.2411437,1.168078E-5,-4.557959E-7,-1.932949E-9,0.01693944,1.676146E-4,8.666276E-8,0.02565869,0.008160275,1.532349E-4,2.363308E-4,3.801094E-4,0.1147658,2.504814E-4,0.1735418,0.01935429,0.002358016,0.00133168,0.03910289,0.3450077,0.004548723,5.850627E-5,3.016146E-5,5.803416E-6,3.492242E-4,0.00135756,6.670196E-4,3.710104E-6,5.558132E-6,2.441695E-4,7.73121,5.815748E-5,446987.7,446987.8
0.1236054,2.861642E-5,3.141593,0.7853982,3.141593,4322.03,0.1974164,-4.245797E8,1619.974,1.161624E8,1619.974,1.000002,0.2411303,1.15841E-5,-4.905761E-7,4.464887E-9,0.0170054,1.643693E-4,1.476487E-7,0.02581485,0.008223676,1.556177E-4,2.388284E-4,3.871165E-4,0.1155409,2.570541E-4,0.173583,0.01918858,0.002370618,0.001340895,0.03934481,0.3439333,0.004365554,5.915139E-5,3.09054E-5,5.974001E-6,3.538197E-4,0.001373183,6.805626E-4,3.875912E-6,5.746206E-6,2.49804E-4,7.730915,5.815748E-5,446970.8,446971.0
0.1670299,3.866435E-5,3.141593,0.7853982,3.141593,4321.233,0.1974164,-5.181661E8,1618.286,1.160138E8,1618.286,1.000002,0.24086,9.870163E-6,-3.248615E-7,1.306247E-7,0.01828812,1.136677E-4,1.42731E-7,0.02920048,0.009659234,2.15151E-4,2.94233E-4,5.698599E-4,0.1325765,4.354985E-4,0.1730403,0.01601072,0.002624643,0.001515569,0.0445612,0.3201285,0.00163224,7.369456E-5,5.03491E-5,1.075882E-5,4.640178E-4,0.001745054,0.001018299,9.508304E-6,1.152324E-5,3.96442E-4,7.72428,5.81682E-5,446587.1,446587.4
0.2,4.629519E-5,3.141593,0.7853982,3.141593,4319.974,0.1974164,-5.456653E8,1616.885,1.158906E8,1616.885,1.000002,0.240707,9.176143E-6,-3.118781E-7,1.869923E-7,0.01898685,9.657759E-5,1.285542E-7,0.03132217,0.01061933,2.603674E-4,3.297292E-4,7.14616E-4,0.1434797,5.861572E-4,0.171388,0.01453889,0.002765837,0.00159718,0.04778384,0.3047864,8.334289E-4,8.383412E-5,6.582288E-5,1.499032E-5,5.443588E-4,0.002012884,0.001271447,1.586723E-5,1.732294E-5,5.130389E-4,7.719843,5.818515E-5,446330.6,446330.8
0.225796,5.226731E-5,3.141593,0.7853982,3.141593,4318.802,0.1974164,-5.711864E8,1615.768,1.157922E8,1615.768,1.000003,0.240605,8.819464E-6,-4.561071E-7,2.207657E-7,0.01945206,8.905186E-5,9.026098E-8,0.03280942,0.01132075,2.955077E-4,3.548873E-4,8.28964E-4,0.151237,7.115597E-4,0.1697395,0.01374534,0.002857251,0.001641558,0.0500134,0.2938698,5.26E-4,9.179934E-5,7.819452E-5,1.862223E-5,6.065404E-4,0.002218403,0.001466806,2.218743E-5,2.273434E-5,6.063563E-4,7.716598,5.820094E-5,446143.3,446143.5
0.2258423,5.227803E-5,3.141593,0.7853982,3.141593,4318.8,0.1974164,-5.709356E8,1615.766,1.15792E8,1615.766,1.000003,0.2406048,8.818493E-6,-4.761348E-7,2.207676E-7,0.01945285,8.90537E-5,1.224148E-7,0.03281205,0.01132198,2.955704E-4,3.549308E-4,8.291693E-4,0.1512504,7.117904E-4,0.1697364,0.01374412,0.002857404,0.001641626,0.05001721,0.2938509,5.255981E-4,9.181383E-5,7.821691E-5,1.862899E-5,6.066519E-4,0.00221877,0.001467155,2.220181E-5,2.274475E-5,6.065253E-4,7.716592,5.820097E-5,446143.1,446143.3
0.2259317,5.229874E-5,3.141593,0.7853982,3.141593,4318.796,0.1974164,-5.578932E8,1615.762,1.157917E8,1615.762,1.000003,0.2406045,8.816638E-6,-5.131564E-7,2.207934E-7,0.01945438,8.904665E-5,1.455933E-7,0.03281705,0.01132435,2.956916E-4,3.550149E-4,8.295657E-4,0.1512763,7.122358E-4,0.1697303,0.01374177,0.002857697,0.001641757,0.05002457,0.2938145,5.248236E-4,9.184179E-5,7.826014E-5,1.864205E-5,6.068671E-4,0.002219479,0.001467828,2.222942E-5,2.276486E-5,6.068514E-4,7.716581,5.820103E-5,446142.5,446142.7
0.225947,5.230228E-5,3.141593,0.7853982,3.141593,4318.795,0.1974164,-5.519508E8,1615.761,1.157916E8,1615.761,1.000003,0.2406044,8.816309E-6,-5.194884E-7,2.208014E-7,0.01945464,8.904436E-5,1.511396E-7,0.03281791,0.01132475,2.957123E-4,3.550293E-4,8.296335E-4,0.1512808,7.12312E-4,0.1697293,0.01374136,0.002857748,0.001641779,0.05002583,0.2938082,5.246912E-4,9.184658E-5,7.826753E-5,1.864428E-5,6.06904E-4,0.002219601,0.001467943,2.223414E-5,2.27683E-5,6.069072E-4,7.716579,5.820104E-5,446142.4,446142.6
0.2265979,5.245299E-5,3.141593,0.7853982,3.141593,4318.764,0.1974164,-5.522351E8,1615.733,1.157891E8,1615.733,1.000003,0.240602,8.807703E-6,-6.473468E-7,2.218506E-7,0.01946576,8.890898E-5,1.784081E-7,0.03285393,0.01134198,2.965944E-4,3.556404E-4,8.325187E-4,0.1514693,7.155562E-4,0.1696853,0.01372432,0.002859881,0.001642729,0.0500793,0.2935432,5.191028E-4,9.205018E-5,7.858235E-5,1.873945E-5,6.084702E-4,0.00222476,0.001472842,2.242153E-5,2.291491E-5,6.09282E-4,7.716499,5.820146E-5,446138.0,446138.2
0.2271376,5.257797E-5,3.141593,0.7853982,3.141593,4318.738,0.1974164,-5.505195E8,1615.709,1.15787E8,1615.709,1.000003,0.2406,8.800448E-6,-7.742166E-7,2.231053E-7,0.01947496,8.881061E-5,2.257352E-7,0.0328838,0.01135625,2.973258E-4,3.561465E-4,8.349112E-4,0.1516254,7.182496E-4,0.1696487,0.01371027,0.002861644,0.00164351,0.05012354,0.2933238,5.145334E-4,9.221916E-5,7.884353E-5,1.881851E-5,6.097688E-4,0.002229038,0.001476903,2.257961E-5,2.303681E-5,6.11252E-4,7.716432,5.820181E-5,446134.4,446134.7
0.2323144,5.377668E-5,3.141593,0.7853982,3.141593,4318.491,0.1974164,-5.503935E8,1615.485,1.157673E8,1615.485,1.000003,0.240581,8.747454E-6,-9.309358E-7,2.515708E-7,0.01956225,8.761116E-5,4.473051E-7,0.03316686,0.01149247,3.043285E-4,3.609615E-4,8.578469E-4,0.1531119,7.442122E-4,0.1692944,0.01358003,0.002878288,0.00165074,0.05054383,0.2912341,4.734871E-4,9.38454E-5,8.13526E-5,1.958253E-5,6.222242E-4,0.002270034,0.001515795,2.401621E-5,2.42228E-5,6.301773E-4,7.715801,5.820514E-5,446098.7,446099.3
0.234118,5.419434E-5,3.141593,0.7853982,3.141593,4318.402,0.1974164,-6.698266E8,1615.405,1.157603E8,1615.405,1.000003,0.2405745,8.712786E-6,-1.575722E-6,2.68813E-7,0.01959232,8.739733E-5,9.549189E-7,0.03326545,0.01153963,3.067646E-4,3.626255E-4,8.658333E-4,0.1536252,7.533137E-4,0.1691699,0.01353626,0.00288398,0.001653158,0.05068843,0.2905131,4.602939E-4,9.441464E-5,8.222836E-5,1.985121E-5,6.265641E-4,0.002284307,0.001529325,2.459219E-5,2.464301E-5,6.367842E-4,7.715578,5.820633E-5,446088.3,446089.6
0.234136,5.419851E-5,3.141593,0.7853982,3.141593,4318.401,0.1974164,-5.892535E8,1615.404,1.157602E8,1615.404,1.000003,0.2405744,8.711748E-6,-1.605714E-6,2.690368E-7,0.01959262,8.739816E-5,9.844233E-7,0.03326648,0.01154009,3.067889E-4,3.626421E-4,8.659129E-4,0.1536303,7.534045E-4,0.1691686,0.01353582,0.002884037,0.001653182,0.05068986,0.290506,4.601651E-4,9.442032E-5,8.223709E-5,1.985389E-5,6.266074E-4,0.002284449,0.00152946,2.460054E-5,2.464721E-5,6.368501E-4,7.715576,5.820634E-5,446088.3,446089.7
0.2341961,5.421242E-5,3.141593,0.7853982,3.141593,4318.399,0.1974164,-6.665238E8,1615.401,1.157599E8,1615.401,1.000003,0.2405742,8.708053E-6,-1.711604E-6,2.698188E-7,0.01959362,8.739466E-5,1.08922E-6,0.03326993,0.01154166,3.068701E-4,3.626975E-4,8.661789E-4,0.1536474,7.537082E-4,0.1691645,0.01353436,0.002884226,0.001653262,0.05069465,0.2904821,4.597354E-4,9.443932E-5,8.226625E-5,1.986287E-5,6.267519E-4,0.002284925,0.00152991,2.462906E-5,2.466124E-5,6.370703E-4,7.715567,5.820638E-5,446088.1,446089.6
0.2342281,5.421983E-5,3.141593,0.7853982,3.141593,4318.397,0.1974164,-5.805557E8,1615.4,1.157598E8,1615.4,1.000003,0.2405741,8.706661E-6,-1.754891E-6,2.703046E-7,0.01959415,8.738644E-5,1.105751E-6,0.03327168,0.01154249,3.069134E-4,3.627271E-4,8.663207E-4,0.1536565,7.538701E-4,0.1691623,0.01353358,0.002884326,0.001653305,0.0506972,0.2904694,4.595065E-4,9.444945E-5,8.22818E-5,1.986765E-5,6.26829E-4,0.002285178,0.001530151,2.464282E-5,2.466871E-5,6.371876E-4,7.715564,5.82064E-5,446087.9,446089.5
0.2342557,5.422622E-5,3.141593,0.7853982,3.141593,4318.396,0.1974164,-5.804684E8,1615.399,1.157597E8,1615.399,1.000003,0.240574,8.705476E-6,-1.791605E-6,2.707434E-7,0.01959461,8.737832E-5,1.128363E-6,0.03327321,0.01154321,3.069507E-4,3.627525E-4,8.664428E-4,0.1536643,7.540096E-4,0.1691604,0.01353292,0.002884413,0.001653342,0.05069939,0.2904584,4.593095E-4,9.445817E-5,8.229519E-5,1.987177E-5,6.268953E-4,0.002285396,0.001530358,2.465462E-5,2.467515E-5,6.372888E-4,7.71556,5.820642E-5,446087.8,446089.4
0.2343199,5.42411E-5,3.141593,0.7853982,3.141593,4318.392,0.1974164,-5.721861E8,1615.396,1.157595E8,1615.396,1.000003,0.2405738,8.70337E-6,-1.862967E-6,2.718489E-7,0.01959568,8.735836E-5,1.145793E-6,0.0332767,0.01154489,3.070375E-4,3.628117E-4,8.667271E-4,0.1536825,7.543342E-4,0.169156,0.01353136,0.002884614,0.001653428,0.05070451,0.2904329,4.588514E-4,9.447846E-5,8.232638E-5,1.988137E-5,6.270498E-4,0.002285905,0.001530839,2.468054E-5,2.469014E-5,6.375241E-4,7.715552,5.820647E-5,446087.4,446089.0
0.2344604,5.427361E-5,3.141593,0.7853982,3.141593,4318.385,0.1974164,-5.562402E8,1615.39,1.157589E8,1615.39,1.000003,0.2405733,8.702219E-6,-1.936857E-6,2.746659E-7,0.01959802,8.731342E-5,1.151901E-6,0.03328426,0.01154855,3.072273E-4,3.629409E-4,8.673487E-4,0.1537223,7.550441E-4,0.1691463,0.01352797,0.002885054,0.001653615,0.05071569,0.2903771,4.578522E-4,9.452279E-5,8.23946E-5,1.990235E-5,6.273873E-4,0.002287015,0.001531892,2.47282E-5,2.472292E-5,6.380387E-4,7.715536,5.820656E-5,446086.4,446088.0
0.2354348,5.449926E-5,3.141593,0.7853982,3.141593,4318.337,0.1974164,-5.562623E8,1615.347,1.157552E8,1615.347,1.000003,0.2405697,8.701402E-6,-2.061761E-6,2.983453E-7,0.0196142,8.710513E-5,1.252927E-6,0.03333679,0.01157391,3.085432E-4,3.638354E-4,8.71661E-4,0.153998,7.599748E-4,0.1690789,0.01350465,0.002888095,0.001654902,0.05079322,0.2899897,4.510047E-4,9.483062E-5,8.286818E-5,2.004817E-5,6.29728E-4,0.00229472,0.001539195,2.501724E-5,2.495091E-5,6.41611E-4,7.715417,5.820721E-5,446080.1,446081.8
0.2355573,5.452763E-5,3.141593,0.7853982,3.141593,4318.331,0.1974164,-5.784615E8,1615.341,1.157547E8,1615.341,1.000003,0.2405693,8.699303E-6,-2.117173E-6,3.014972E-7,0.01961623,8.709212E-5,1.289611E-6,0.03334344,0.0115771,3.087086E-4,3.639478E-4,8.722032E-4,0.1540327,7.605954E-4,0.1690704,0.01350173,0.002888476,0.001655063,0.05080296,0.289941,4.501546E-4,9.486938E-5,8.292771E-5,2.006653E-5,6.300224E-4,0.002295689,0.001540113,2.505812E-5,2.497964E-5,6.420602E-4,7.715402,5.820729E-5,446079.3,446081.1
0.235599,5.453729E-5,3.141593,0.7853982,3.141593,4318.329,0.1974164,-5.679289E8,1615.34,1.157545E8,1615.34,1.000003,0.2405692,8.698834E-6,-2.131411E-6,3.026032E-7,0.01961692,8.708605E-5,1.315041E-6,0.03334573,0.01157819,3.08765E-4,3.639861E-4,8.723879E-4,0.1540445,7.608068E-4,0.1690675,0.01350074,0.002888606,0.001655117,0.05080627,0.2899245,4.498655E-4,9.488259E-5,8.2948E-5,2.007278E-5,6.301227E-4,0.002296019,0.001540426,2.507154E-5,2.498943E-5,6.422133E-4,7.715397,5.820731E-5,446079.1,446080.9
0.2356787,5.455574E-5,3.141593,0.7853982,3.141593,4318.325,0.1974164,-5.596396E8,1615.336,1.157542E8,1615.336,1.000003,0.2405689,8.697728E-6,-2.162077E-6,3.04735E-7,0.01961824,8.706986E-5,1.343112E-6,0.03335005,0.01158026,3.088725E-4,3.640591E-4,8.727403E-4,0.154067,7.612103E-4,0.169062,0.01349885,0.002888854,0.001655221,0.05081259,0.2898928,4.493147E-4,9.490779E-5,8.298671E-5,2.008472E-5,6.30314E-4,0.002296649,0.001541023,2.509755E-5,2.500812E-5,6.425054E-4,7.715387,5.820737E-5,446078.6,446080.5
0.2359006,5.460713E-5,3.141593,0.7853982,3.141593,4318.315,0.1974164,-5.549152E8,1615.326,1.157534E8,1615.326,1.000003,0.2405681,8.69639E-6,-2.200467E-6,3.109835E-7,0.01962192,8.701178E-5,1.378421E-6,0.033362,0.01158603,3.091721E-4,3.642624E-4,8.737224E-4,0.1541296,7.623351E-4,0.1690466,0.01349359,0.002889543,0.001655511,0.05083021,0.2898048,4.47785E-4,9.497801E-5,8.309461E-5,2.011801E-5,6.308473E-4,0.002298403,0.001542686,2.516482E-5,2.506023E-5,6.433194E-4,7.71536,5.820751E-5,446077.2,446079.1
0.2364117,5.472549E-5,3.141593,0.7853982,3.141593,4318.289,0.1974164,-5.87057E8,1615.304,1.157514E8,1615.304,1.000003,0.2405663,8.689329E-6,-2.39048E-6,3.260064E-7,0.01963037,8.693645E-5,1.587079E-6,0.03338978,0.01159931,3.098619E-4,3.647304E-4,8.759837E-4,0.1542739,7.649268E-4,0.1690111,0.01348151,0.002891128,0.001656175,0.05087073,0.2896022,4.442917E-4,9.513985E-5,8.334306E-5,2.019473E-5,6.320755E-4,0.002302444,0.001546514,2.533151E-5,2.51804E-5,6.451943E-4,7.715297,5.820785E-5,446074.4,446076.6
0.2364202,5.472744E-5,3.141593,0.7853982,3.141593,4318.289,0.1974164,-5.632023E8,1615.303,1.157513E8,1615.303,1.000003,0.2405662,8.689125E-6,-2.395821E-6,3.262682E-7,0.01963051,8.693434E-5,1.589375E-6,0.03339023,0.01159953,3.098733E-4,3.647381E-4,8.76021E-4,0.1542763,7.649695E-4,0.1690105,0.01348132,0.002891154,0.001656185,0.05087139,0.2895988,4.442345E-4,9.514251E-5,8.334715E-5,2.0196E-5,6.320957E-4,0.00230251,0.001546577,2.533451E-5,2.518238E-5,6.452252E-4,7.715296,5.820786E-5,446074.3,446076.5
0.2366437,5.47792E-5,3.141593,0.7853982,3.141593,4318.278,0.1974164,-5.651146E8,1615.294,1.157505E8,1615.294,1.000003,0.2405654,8.685304E-6,-2.509177E-6,3.335414E-7,0.01963421,8.68864E-5,1.653052E-6,0.0334023,0.01160533,3.10175E-4,3.649426E-4,8.770098E-4,0.1543393,7.661035E-4,0.168995,0.01347605,0.002891846,0.001656475,0.05088907,0.2895104,4.427202E-4,9.521331E-5,8.34558E-5,2.022958E-5,6.326328E-4,0.002304277,0.001548251,2.541095E-5,2.523498E-5,6.460452E-4,7.715268,5.820801E-5,446073.0,446075.3
0.2367692,5.480826E-5,3.141593,0.7853982,3.141593,4318.272,0.1974164,-5.552595E8,1615.288,1.1575E8,1615.288,1.000003,0.240565,8.683762E-6,-2.561447E-6,3.378556E-7,0.01963628,8.686366E-5,1.723598E-6,0.03340914,0.01160859,3.103444E-4,3.650574E-4,8.77565E-4,0.1543746,7.667405E-4,0.1689863,0.01347309,0.002892234,0.001656637,0.050899,0.2894607,4.418732E-4,9.525308E-5,8.351682E-5,2.024845E-5,6.329344E-4,0.002305269,0.001549191,2.545264E-5,2.526454E-5,6.465058E-4,7.715253,5.820809E-5,446072.3,446074.7
0.2371718,5.490151E-5,3.141593,0.7853982,3.141593,4318.252,0.1974164,-5.498907E8,1615.27,1.157484E8,1615.27,1.000003,0.2405635,8.683438E-6,-2.601082E-6,3.526129E-7,0.01964292,8.677341E-5,1.72708E-6,0.03343063,0.01161903,3.108877E-4,3.654251E-4,8.793462E-4,0.154488,7.687852E-4,0.1689582,0.01346366,0.002893477,0.001657155,0.05093082,0.2893015,4.391737E-4,9.538066E-5,8.371266E-5,2.030902E-5,6.339018E-4,0.002308451,0.001552206,2.557206E-5,2.535947E-5,6.479835E-4,7.715204,5.820836E-5,446069.5,446071.9
0.2664328,6.167873E-5,3.141593,0.7853982,3.141593,4316.825,0.1974164,-5.31109E8,1614.02,1.156384E8,1614.02,1.000003,0.2404638,8.450767E-6,-1.208819E-6,1.234883E-6,0.02010518,8.226711E-5,1.7194E-6,0.03493324,0.01236219,3.499788E-4,3.912661E-4,0.001008166,0.1624734,9.211482E-4,0.166856,0.01287971,0.002977455,0.00168827,0.05314113,0.278102,2.963815E-4,1.048841E-4,9.808124E-5,2.487807E-5,7.044919E-4,0.002539506,0.001769774,3.460304E-5,3.283053E-5,7.562453E-4,7.711777,5.82276E-5,445870.8,445873.4
0.4,9.264301E-5,3.141593,0.7853982,3.141593,4310.475,0.1974164,-4.290942E8,1608.787,1.151779E8,1608.787,1.000005,0.2400913,7.76911E-6,-6.638963E-7,3.16827E-6,0.02192289,7.307547E-5,1.167258E-6,0.0405922,0.01540997,5.143369E-4,4.938877E-4,0.001565563,0.1936981,0.001700963,0.1571925,0.0113234,0.003240406,0.001737487,0.06112388,0.2348321,1.391308E-4,1.535878E-4,1.676359E-4,4.960866E-5,0.001031081,0.003600091,0.002723327,9.733398E-5,8.066536E-5,0.001265977,7.698088,5.831338E-5,445079.4,445081.0
0.6,1.390862E-4,3.141593,0.7853982,3.141593,4302.49,0.1974164,-3.02672E8,1602.453,1.146204E8,1602.453,1.000007,0.2396758,7.164715E-6,-5.820003E-7,4.147287E-6,0.02419241,6.659816E-5,6.495219E-7,0.04661867,0.01924309,7.068479E-4,6.196375E-4,0.002277302,0.2297532,0.00306921,0.1444401,0.009877681,0.003408167,0.001686573,0.0687875,0.1862639,1.092763E-4,2.364488E-4,2.835049E-4,9.644498E-5,0.001526478,0.00521114,0.003997229,2.513061E-4,1.949567E-4,0.002044474,7.681992,5.84216E-5,444148.6,444149.5
0.8,1.856074E-4,3.141593,0.7853982,3.141593,4295.935,0.1974164,-2.189596E8,1597.41,1.141766E8,1597.41,1.000008,0.2393665,6.735174E-6,-5.14944E-7,4.557732E-6,0.02612131,6.214922E-5,3.756584E-7,0.05075209,0.02246338,8.418371E-4,7.252649E-4,0.002851227,0.2573227,0.004587203,0.1335903,0.008781784,0.003422918,0.001585257,0.07321411,0.1504124,9.233677E-5,3.228463E-4,4.071605E-4,1.521645E-4,0.002013358,0.006808889,0.005058055,4.634745E-4,3.598467E-4,0.002804763,7.669489,5.851075E-5,443425.6,443426.5
