Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_C6H5CHCH3_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
12.2,0.003057321,3.141593,0.7853982,3.141593,3885.898,0.2471664,9500490.0,1410.189,9.770054E7,1410.189,1.000063,0.1878938,6.109038E-7,0.03556056,8.143077E-6,5.510219E-4,0.07207424,0.02733815,3.809025E-4,8.763575E-4,0.001169825,9.425644E-4,0.3803747,0.01635806,0.1155794,0.001590299,0.003645785,3.402176E-4,0.06079651,0.04404732,7.257492E-5,1.336947E-5,0.001568073,6.232399E-4,4.912406E-4,0.006361696,0.01731593,0.007154869,0.002207239,0.003024337,0.009649431,9.370792,8.098567E-5,576920.0,576922.8
12.32042,0.003088318,3.141593,0.7853982,3.141593,3883.79,0.2471664,9211576.0,1409.399,9.763099E7,1409.399,1.000063,0.1878846,6.042345E-7,0.03563399,8.074266E-6,5.546716E-4,0.07210395,0.0273839,3.803304E-4,8.767341E-4,0.001176401,9.427937E-4,0.3809468,0.01645705,0.1152113,0.001573483,0.0036274,3.378041E-4,0.06068045,0.04356529,7.219305E-5,1.319956E-5,0.001578381,6.230969E-4,4.952589E-4,0.006388052,0.01737538,0.007156999,0.002219916,0.003052075,0.009689746,9.370617,8.102962E-5,576909.6,576912.4
12.4,0.003108813,3.141593,0.7853982,3.141593,3882.396,0.2471664,9476388.0,1408.876,9.758504E7,1408.876,1.000064,0.1878785,6.008244E-7,0.03568195,8.01422E-6,5.570745E-4,0.07212285,0.02741359,3.799506E-4,8.770013E-4,0.001180715,9.429184E-4,0.3813192,0.01652175,0.1149708,0.001562516,0.00361538,3.362285E-4,0.06060413,0.04325277,7.194514E-5,1.310758E-5,0.00158515,6.229653E-4,4.978898E-4,0.006405243,0.01741408,0.007158304,0.002228179,0.003070274,0.009716058,9.370504,8.105871E-5,576902.5,576905.4
12.6,0.003160353,3.141593,0.7853982,3.141593,3878.892,0.2471665,9452723.0,1407.565,9.746965E7,1407.565,1.000065,0.1878636,5.90949E-7,0.03580058,7.889402E-6,5.631148E-4,0.07216837,0.02748629,3.789925E-4,8.777254E-4,0.001191449,9.431411E-4,0.3822357,0.01668187,0.1143766,0.001535412,0.003585625,3.323351E-4,0.06041373,0.04248793,7.133979E-5,1.285651E-5,0.001602009,6.225046E-4,5.044162E-4,0.006447674,0.0175093,0.00716125,0.002248552,0.003115553,0.009781055,9.37023,8.113194E-5,576885.5,576888.4
12.8,0.003211938,3.141593,0.7853982,3.141593,3875.385,0.2471665,9420199.0,1406.255,9.735434E7,1406.255,1.000066,0.187849,5.811782E-7,0.03591667,7.76594E-6,5.691578E-4,0.07221142,0.02755646,3.780319E-4,8.784853E-4,0.001202036,9.432447E-4,0.3831265,0.01683866,0.1137959,0.00150883,0.003556483,3.285325E-4,0.06022533,0.04175029,7.075788E-5,1.261332E-5,0.001618659,6.218778E-4,5.108258E-4,0.006489058,0.01760182,0.007163763,0.002268396,0.003160203,0.009844532,9.369969,8.120536E-5,576869.3,576872.1
13.0,0.003263571,3.141593,0.7853982,3.141593,3871.876,0.2471665,9380126.0,1404.946,9.723912E7,1404.946,1.000067,0.1878348,5.715694E-7,0.03603027,7.644606E-6,5.752031E-4,0.0722521,0.02762416,3.770687E-4,8.792844E-4,0.001212474,9.432337E-4,0.383992,0.01699214,0.1132285,0.00148281,0.003527951,3.248192E-4,0.06003902,0.04103898,7.019873E-5,1.237903E-5,0.0016351,6.210886E-4,5.171178E-4,0.00652941,0.01769167,0.007165866,0.002287717,0.003204213,0.009906509,9.36972,8.127896E-5,576853.9,576856.7
13.2,0.00331525,3.141593,0.7853982,3.141593,3868.364,0.2471665,9336400.0,1403.637,9.712397E7,1403.637,1.000068,0.1878208,5.621158E-7,0.03614144,7.525236E-6,5.812516E-4,0.07229058,0.02768947,3.761031E-4,8.801244E-4,0.001222768,9.431137E-4,0.3848334,0.01714237,0.112674,0.001457355,0.003500017,3.211927E-4,0.05985486,0.0403528,6.966181E-5,1.215317E-5,0.001651338,6.201416E-4,5.232937E-4,0.006568757,0.01777894,0.007167587,0.002306529,0.003247585,0.009967027,9.369482,8.135275E-5,576839.2,576841.9
13.4,0.003366975,3.141593,0.7853982,3.141593,3864.849,0.2471665,9289247.0,1402.33,9.70089E7,1402.33,1.000069,0.1878072,5.528126E-7,0.03625025,7.407751E-6,5.873041E-4,0.07232699,0.02775247,3.751358E-4,8.810048E-4,0.001232918,9.428901E-4,0.3856514,0.01728941,0.112132,0.001432451,0.003472671,3.176506E-4,0.0596729,0.03969066,6.914648E-5,1.19353E-5,0.001667375,6.190417E-4,5.293545E-4,0.006607124,0.01786369,0.007168952,0.002324843,0.003290322,0.01002612,9.369255,8.142672E-5,576825.1,576827.8
13.6,0.003418748,3.141593,0.7853982,3.141593,3861.333,0.2471665,9237561.0,1401.023,9.689391E7,1401.023,1.00007,0.1877938,5.436581E-7,0.03635676,7.292246E-6,5.933615E-4,0.07236146,0.02781324,3.741677E-4,8.819255E-4,0.001242927,9.425682E-4,0.386447,0.01743335,0.1116021,0.001408082,0.003445898,3.141903E-4,0.0594932,0.03905145,6.865207E-5,1.172508E-5,0.001683217,6.177942E-4,5.353017E-4,0.006644538,0.01794602,0.007169986,0.002342675,0.003332428,0.01008384,9.369039,8.150087E-5,576811.7,576814.5
13.8,0.003470567,3.141593,0.7853982,3.141593,3857.814,0.2471665,9185195.0,1399.717,9.677897E7,1399.717,1.000071,0.1877808,5.346386E-7,0.03646104,7.178188E-6,5.994238E-4,0.07239413,0.02787187,3.731994E-4,8.828862E-4,0.0012528,9.421532E-4,0.3872211,0.01757425,0.1110841,0.001384234,0.003419686,3.108095E-4,0.05931578,0.03843407,6.817776E-5,1.15219E-5,0.001698869,6.164045E-4,5.411372E-4,0.006681027,0.01802601,0.007170714,0.002360038,0.003373907,0.01014023,9.368832,8.157521E-5,576799.0,576801.7
14.0,0.003522434,3.141593,0.7853982,3.141593,3854.294,0.2471665,9132323.0,1398.412,9.666411E7,1398.412,1.000073,0.187768,5.257841E-7,0.03656313,7.066093E-6,6.054942E-4,0.07242511,0.0279284,3.722319E-4,8.838918E-4,0.001262535,9.416486E-4,0.3879742,0.01771215,0.1105776,0.001360911,0.003394029,3.075066E-4,0.05914069,0.03783786,6.772346E-5,1.132624E-5,0.001714333,6.148754E-4,5.468609E-4,0.006716606,0.01810369,0.007171152,0.00237694,0.003414757,0.01019529,9.368636,8.164972E-5,576786.9,576789.6
14.2,0.003574347,3.141593,0.7853982,3.141593,3850.771,0.2471665,9059963.0,1397.107,9.65493E7,1397.107,1.000074,0.1877554,5.171183E-7,0.03666309,6.958048E-6,6.115771E-4,0.0724546,0.0279829,3.712664E-4,8.849408E-4,0.001272135,9.41059E-4,0.3887071,0.01784712,0.1100825,0.001338086,0.003368916,3.042797E-4,0.05896796,0.03726188,6.728885E-5,1.113825E-5,0.001729611,6.132121E-4,5.524744E-4,0.006751296,0.01817913,0.007171323,0.002393392,0.00345498,0.01024908,9.368448,8.172442E-5,576775.6,576778.2
14.4,0.003626309,3.141593,0.7853982,3.141593,3847.246,0.2471665,9003473.0,1395.803,9.643455E7,1395.803,1.000075,0.1877431,5.085095E-7,0.03676097,6.849229E-6,6.17669E-4,0.0724826,0.02803544,3.703042E-4,8.86038E-4,0.001281604,9.403884E-4,0.3894206,0.01797921,0.1095982,0.00131577,0.003344335,3.011262E-4,0.05879761,0.03670526,6.687361E-5,1.095499E-5,0.001744712,6.114165E-4,5.579795E-4,0.006785124,0.01825241,0.007171244,0.002409408,0.003494584,0.01030162,9.368269,8.179929E-5,576764.8,576767.4
14.6,0.003678318,3.141593,0.7853982,3.141593,3843.72,0.2471665,8930698.0,1394.5,9.631985E7,1394.5,1.000076,0.187731,5.002094E-7,0.03685686,6.744003E-6,6.237794E-4,0.07250938,0.02808608,3.693469E-4,8.871832E-4,0.001290942,9.396408E-4,0.3901151,0.01810848,0.1091247,0.001293936,0.003320275,2.980445E-4,0.05862965,0.0361672,6.647738E-5,1.078156E-5,0.001759636,6.094955E-4,5.633771E-4,0.006818109,0.01832359,0.007170932,0.002424998,0.00353357,0.01035295,9.368098,8.187434E-5,576754.8,576757.4
14.67956,0.003699022,3.141593,0.7853982,3.141593,3842.316,0.2471665,8921971.0,1393.982,9.627423E7,1393.982,1.000076,0.1877263,4.968928E-7,0.03689445,6.702072E-6,6.262148E-4,0.07251969,0.02810571,3.689678E-4,8.876515E-4,0.001294622,9.393227E-4,0.3903863,0.01815913,0.1089392,0.001285393,0.003310847,2.96838E-4,0.0585635,0.03595818,6.632507E-5,1.071313E-5,0.001765526,6.086962E-4,5.654947E-4,0.006831,0.01835133,0.007170747,0.002431084,0.003548908,0.01037304,9.368032,8.190425E-5,576751.0,576753.6
14.8,0.003730376,3.141593,0.7853982,3.141593,3840.192,0.2471665,8906979.0,1393.197,9.620522E7,1393.197,1.000077,0.1877192,4.917046E-7,0.03695071,6.635769E-6,6.298922E-4,0.07253472,0.02813485,3.683963E-4,8.883393E-4,0.00130015,9.388191E-4,0.3907912,0.01823495,0.1086618,0.001272496,0.003296737,2.950349E-4,0.05846415,0.03564731,6.609852E-5,1.060692E-5,0.00177438,6.074546E-4,5.686669E-4,0.006850256,0.01839269,0.007170405,0.002440167,0.003571933,0.01040308,9.367936,8.194956E-5,576745.1,576747.7
15.0,0.00378248,3.141593,0.7853982,3.141593,3836.662,0.2471665,8841207.0,1391.896,9.609067E7,1391.896,1.000078,0.1877076,4.834107E-7,0.03704258,6.53052E-6,6.359941E-4,0.0725586,0.02818185,3.674508E-4,8.894762E-4,0.001309229,9.379298E-4,0.3914497,0.01835874,0.1082093,0.001251331,0.003273698,2.920962E-4,0.05830108,0.03514436,6.573232E-5,1.043948E-5,0.001788935,6.053148E-4,5.738523E-4,0.006881604,0.01845983,0.007169685,0.002454934,0.003609687,0.01045206,9.367784,8.202495E-5,576735.7,576738.2
15.2,0.003834633,3.141593,0.7853982,3.141593,3833.131,0.2471665,8786521.0,1390.595,9.597617E7,1390.595,1.000079,0.1876963,4.7524E-7,0.03713254,6.427866E-6,6.421033E-4,0.07258134,0.02822713,3.665083E-4,8.906304E-4,0.00131818,9.369751E-4,0.3920911,0.01847987,0.1077668,0.001230619,0.003251153,2.892258E-4,0.05814047,0.03465792,6.538136E-5,1.027735E-5,0.001803311,6.030702E-4,5.789334E-4,0.006912163,0.01852504,0.007168781,0.002469304,0.003646829,0.0104999,9.367638,8.210052E-5,576726.7,576729.3
15.4,0.003886834,3.141593,0.7853982,3.141593,3829.598,0.2471665,8739637.0,1389.294,9.586172E7,1389.294,1.00008,0.1876851,4.671507E-7,0.03722064,6.326091E-6,6.482201E-4,0.07260306,0.02827072,3.655689E-4,8.917876E-4,0.001327006,9.359584E-4,0.3927159,0.01859839,0.1073341,0.001210287,0.003229094,2.864226E-4,0.05798234,0.03418735,6.504544E-5,1.011944E-5,0.001817507,6.007266E-4,5.839113E-4,0.00694195,0.01858836,0.007167708,0.002483288,0.003683363,0.01054664,9.367501,8.217625E-5,576718.4,576720.9
15.6,0.003939084,3.141593,0.7853982,3.141593,3826.064,0.2471665,8622925.0,1387.994,9.574732E7,1387.994,1.000081,0.1876741,4.594691E-7,0.03730685,6.225062E-6,6.543353E-4,0.07262359,0.02831267,3.646301E-4,8.929821E-4,0.001335705,9.348816E-4,0.3933244,0.0187143,0.106911,0.001190464,0.003207517,2.836846E-4,0.0578267,0.03373222,6.472402E-5,9.972616E-6,0.001831531,5.982794E-4,5.887859E-4,0.006970974,0.01864982,0.007166475,0.002496887,0.003719283,0.01059228,9.367371,8.225216E-5,576710.3,576712.8
15.8,0.003991382,3.141593,0.7853982,3.141593,3822.528,0.2471665,8548947.0,1386.695,9.563297E7,1386.695,1.000082,0.1876634,4.518744E-7,0.03739129,6.128291E-6,6.604663E-4,0.07264315,0.02835304,3.636936E-4,8.942603E-4,0.001344286,9.337477E-4,0.3939175,0.01882772,0.1064969,0.001171218,0.003186399,2.810064E-4,0.05767348,0.03329164,6.441993E-5,9.829894E-6,0.001845406,5.957203E-4,5.935617E-4,0.006999273,0.0187095,0.007165094,0.00251012,0.003754614,0.01063688,9.367248,8.232824E-5,576702.6,576705.1
16.0,0.004043728,3.141593,0.7853982,3.141593,3818.991,0.2471665,8485763.0,1385.396,9.551867E7,1385.396,1.000084,0.1876529,4.443236E-7,0.03747404,6.03174E-6,6.666088E-4,0.07266183,0.02839194,3.627636E-4,8.95586E-4,0.001352752,9.325618E-4,0.3944961,0.01893878,0.1060915,0.00115232,0.003165718,2.783865E-4,0.0575226,0.03286463,6.413135E-5,9.689964E-6,0.001859129,5.930654E-4,5.98243E-4,0.007026883,0.01876753,0.007163583,0.002523011,0.003789379,0.01068049,9.367131,8.240449E-5,576695.3,576697.9
16.2,0.004096123,3.141593,0.7853982,3.141593,3815.453,0.2471665,8416794.0,1384.098,9.540442E7,1384.098,1.000085,0.1876425,4.368748E-7,0.03755509,5.936869E-6,6.727615E-4,0.0726797,0.02842935,3.618414E-4,8.9694E-4,0.001361102,9.313256E-4,0.3950602,0.01904746,0.105695,0.001133732,0.00314548,2.758262E-4,0.05737414,0.03245107,6.385708E-5,9.554041E-6,0.001872693,5.903224E-4,6.028282E-4,0.007053801,0.0188239,0.007161951,0.002535557,0.003823565,0.01072311,9.36702,8.24809E-5,576688.5,576691.0
16.4,0.004148566,3.141593,0.7853982,3.141593,3811.914,0.2471665,8347224.0,1382.8,9.529022E7,1382.8,1.000086,0.1876323,4.29517E-7,0.03763447,5.842844E-6,6.789214E-4,0.07269674,0.02846534,3.609272E-4,8.983224E-4,0.001369336,9.300415E-4,0.3956103,0.01915379,0.1053072,0.001115475,0.003125678,2.733246E-4,0.0572281,0.0320505,6.359637E-5,9.421777E-6,0.001886096,5.874955E-4,6.073181E-4,0.007080039,0.01887864,0.007160207,0.002547765,0.003857173,0.01076475,9.366916,8.255748E-5,576682.1,576684.6
16.6,0.004201057,3.141593,0.7853982,3.141593,3808.374,0.2471665,8263443.0,1381.503,9.517607E7,1381.503,1.000087,0.1876223,4.222544E-7,0.03771227,5.750831E-6,6.850916E-4,0.07271311,0.02849995,3.60021E-4,8.997217E-4,0.001377457,9.287131E-4,0.3961469,0.01925787,0.1049276,0.001097523,0.003106293,2.708795E-4,0.05708442,0.03166223,6.334848E-5,9.293035E-6,0.001899341,5.845923E-4,6.117157E-4,0.007105626,0.01893183,0.007158363,0.002559651,0.003890219,0.01080546,9.366818,8.263422E-5,576676.1,576678.6
16.8,0.004253598,3.141593,0.7853982,3.141593,3804.833,0.2471665,8201771.0,1380.206,9.506196E7,1380.206,1.000088,0.1876125,4.151678E-7,0.03778848,5.660619E-6,6.912728E-4,0.07272879,0.02853323,3.591218E-4,9.011663E-4,0.001385467,9.27342E-4,0.3966704,0.01935971,0.1045561,0.001079999,0.003087321,2.68489E-4,0.05694311,0.03128588,6.311385E-5,9.169678E-6,0.001912437,5.816088E-4,6.160218E-4,0.007130573,0.0189835,0.007156424,0.002571217,0.003922704,0.01084525,9.366726,8.271112E-5,576670.5,576672.9
17.0,0.004306188,3.141593,0.7853982,3.141593,3801.291,0.2471665,8154051.0,1378.91,9.49479E7,1378.91,1.000089,0.1876028,4.080527E-7,0.03786316,5.570625E-6,6.974673E-4,0.07274393,0.02856518,3.582321E-4,9.026178E-4,0.001393364,9.259302E-4,0.3971809,0.01945934,0.1041928,0.001062736,0.003068761,2.66154E-4,0.05680419,0.03092124,6.289233E-5,9.046971E-6,0.001925375,5.785533E-4,6.202362E-4,0.007154881,0.01903366,0.007154401,0.002582469,0.003954624,0.01088413,9.366638,8.278818E-5,576665.3,576667.8
17.2,0.004358828,3.141593,0.7853982,3.141593,3797.749,0.2471666,8059088.0,1377.615,9.48339E7,1377.615,1.00009,0.1875933,4.011183E-7,0.03793623,5.479784E-6,7.036554E-4,0.0727583,0.02859583,3.573504E-4,9.040534E-4,0.001401146,9.244798E-4,0.3976786,0.01955674,0.1038378,0.001045698,0.003050615,2.638757E-4,0.05666773,0.03056812,6.268087E-5,8.929405E-6,0.001938145,5.75436E-4,6.243578E-4,0.007178552,0.01908234,0.0071523,0.002593408,0.003985969,0.0109221,9.366557,8.286541E-5,576660.3,576662.7
17.4,0.004411516,3.141593,0.7853982,3.141593,3794.206,0.2471666,7979663.0,1376.32,9.471994E7,1376.32,1.000091,0.187584,3.944294E-7,0.03800787,5.393825E-6,7.098536E-4,0.07277206,0.02862531,3.564735E-4,9.055524E-4,0.001408826,9.229945E-4,0.3981647,0.01965212,0.1034898,0.00102916,0.00303284,2.616454E-4,0.05653349,0.03022525,6.24814E-5,8.818355E-6,0.001950781,5.722461E-4,6.283953E-4,0.00720165,0.01912967,0.007150129,0.002604062,0.004016789,0.01095924,9.366481,8.294279E-5,576655.5,576657.9
17.6,0.004464253,3.141593,0.7853982,3.141593,3790.662,0.2471666,7909138.0,1375.025,9.460602E7,1375.025,1.000092,0.1875748,3.878033E-7,0.03807809,5.309319E-6,7.160658E-4,0.07278532,0.02865362,3.556044E-4,9.07096E-4,0.001416403,9.214756E-4,0.3986394,0.01974549,0.103149,0.001012981,0.003015435,2.594634E-4,0.05640148,0.02989246,6.229464E-5,8.709606E-6,0.001963281,5.68987E-4,6.32349E-4,0.007224179,0.01917567,0.007147896,0.002614436,0.004047086,0.01099556,9.36641,8.302034E-5,576651.1,576653.5
17.8,0.004517039,3.141593,0.7853982,3.141593,3787.117,0.2471666,7839132.0,1373.731,9.449215E7,1373.731,1.000093,0.1875658,3.812116E-7,0.0381469,5.224346E-6,7.222885E-4,0.07279811,0.02868078,3.547449E-4,9.08662E-4,0.001423875,9.199246E-4,0.3991028,0.01983684,0.1028156,9.970608E-4,0.002998404,2.573307E-4,0.05627176,0.02956965,6.211988E-5,8.602509E-6,0.001975638,5.656659E-4,6.362178E-4,0.007246137,0.01922034,0.007145607,0.002624532,0.00407685,0.01103107,9.366343,8.309803E-5,576647.0,576649.5
18.0,0.004569878,3.141593,0.7853982,3.141593,3783.573,0.2471666,7761819.0,1372.438,9.437832E7,1372.438,1.000095,0.1875569,3.747999E-7,0.03821423,5.142006E-6,7.285192E-4,0.07281037,0.02870676,3.538951E-4,9.102595E-4,0.001431239,9.18342E-4,0.3995546,0.01992613,0.1024895,9.814542E-4,0.002981754,2.552483E-4,0.05614441,0.02925689,6.19568E-5,8.500342E-6,0.001987847,5.622831E-4,6.399993E-4,0.007267511,0.01926367,0.007143265,0.002634341,0.004106062,0.01106573,9.366281,8.317589E-5,576643.2,576645.6
18.2,0.004622763,3.141593,0.7853982,3.141593,3780.027,0.2471666,7690088.0,1371.145,9.426455E7,1371.145,1.000096,0.1875482,3.684352E-7,0.0382803,5.060075E-6,7.347575E-4,0.0728222,0.02873173,3.530543E-4,9.118816E-4,0.001438509,9.167331E-4,0.3999965,0.02001362,0.1021699,9.661163E-4,0.002965434,2.532094E-4,0.05601912,0.0289527,6.180396E-5,8.39974E-6,0.001999927,5.588487E-4,6.43705E-4,0.007288383,0.01930584,0.007140881,0.002643905,0.004134793,0.01109968,9.366224,8.32539E-5,576639.6,576642.0
18.4,0.004675697,3.141593,0.7853982,3.141593,3776.482,0.2471666,7616723.0,1369.853,9.415081E7,1369.853,1.000097,0.1875396,3.622051E-7,0.03834506,4.979993E-6,7.410077E-4,0.07283367,0.02875566,3.522233E-4,9.135324E-4,0.00144568,9.150978E-4,0.4004281,0.02009924,0.1018571,9.510631E-4,0.00294946,2.512161E-4,0.05589603,0.02865738,6.166194E-5,8.302786E-6,0.002011869,5.553623E-4,6.473308E-4,0.007308729,0.01934681,0.007138458,0.002653214,0.004163015,0.01113286,9.366171,8.333206E-5,576636.4,576638.8
18.6,0.004728681,3.141593,0.7853982,3.141593,3772.936,0.2471666,7544915.0,1368.561,9.403713E7,1368.561,1.000098,0.1875311,3.560224E-7,0.03840852,4.900453E-6,7.472641E-4,0.07284472,0.02877857,3.514025E-4,9.152011E-4,0.001452753,9.134377E-4,0.4008497,0.02018303,0.1015508,9.362671E-4,0.002933824,2.492675E-4,0.0557751,0.02837062,6.153005E-5,8.207396E-6,0.002023676,5.518276E-4,6.508783E-4,0.007328561,0.01938661,0.007136001,0.002662273,0.004190734,0.01116531,9.366122,8.341037E-5,576633.3,576635.7
18.8,0.004781715,3.141593,0.7853982,3.141593,3769.39,0.2471666,7465201.0,1367.27,9.392348E7,1367.27,1.000099,0.1875228,3.500289E-7,0.03847074,4.823959E-6,7.535371E-4,0.07285554,0.02880051,3.505916E-4,9.169039E-4,0.001459729,9.117544E-4,0.4012616,0.02026502,0.1012509,9.217727E-4,0.002918519,2.473622E-4,0.05565631,0.02809211,6.140892E-5,8.116789E-6,0.002035349,5.482457E-4,6.543487E-4,0.007347894,0.01942527,0.007133515,0.00267109,0.004217958,0.01119704,9.366076,8.348884E-5,576630.8,576633.2
19.0,0.004834799,3.141593,0.7853982,3.141593,3765.844,0.2471666,7394198.0,1365.979,9.380989E7,1365.979,1.0001,0.1875146,3.440453E-7,0.03853172,4.746846E-6,7.598156E-4,0.07286597,0.02882148,3.49791E-4,9.186292E-4,0.00146661,9.100493E-4,0.401664,0.02034526,0.1009572,9.075468E-4,0.002903536,2.454991E-4,0.05553962,0.02782155,6.129779E-5,8.026772E-6,0.002046893,5.446187E-4,6.577438E-4,0.00736674,0.01946283,0.007131003,0.002679672,0.004244695,0.01122807,9.366035,8.356746E-5,576628.3,576630.7
19.2,0.004887933,3.141593,0.7853982,3.141593,3762.298,0.2471666,7326628.0,1364.688,9.369633E7,1364.688,1.000101,0.1875065,3.382327E-7,0.03859151,4.67147E-6,7.661106E-4,0.07287622,0.02884154,3.490009E-4,9.203861E-4,0.001473398,9.083238E-4,0.4020572,0.02042377,0.1006696,8.936076E-4,0.002888869,2.436771E-4,0.05542501,0.02755868,6.119717E-5,7.941066E-6,0.002058308,5.409488E-4,6.610647E-4,0.007385111,0.01949932,0.00712847,0.002688024,0.00427095,0.01125841,9.365996,8.364622E-5,576626.3,576628.7
19.4,0.00494112,3.141593,0.7853982,3.141593,3758.752,0.2471666,7259199.0,1363.399,9.358283E7,1363.399,1.000102,0.1874985,3.324205E-7,0.03865003,4.595743E-6,7.724034E-4,0.07288599,0.02886065,3.482221E-4,9.22149E-4,0.001480088,9.065786E-4,0.402441,0.02050053,0.1003884,8.798678E-4,0.002874528,2.418983E-4,0.05531256,0.02730361,6.110564E-5,7.855589E-6,0.002069586,5.372406E-4,6.643092E-4,0.007402993,0.01953472,0.00712592,0.002696142,0.004296707,0.01128805,9.365962,8.372514E-5,576624.2,576626.6
19.6,0.004994354,3.141593,0.7853982,3.141593,3755.206,0.2471666,7186584.0,1362.11,9.346939E7,1362.11,1.000103,0.1874907,3.267005E-7,0.03870743,4.521646E-6,7.786986E-4,0.07289546,0.02887893,3.474533E-4,9.239172E-4,0.00148669,9.048171E-4,0.4028165,0.02057571,0.1001128,8.66314E-4,0.002860476,2.401582E-4,0.05520206,0.0270554,6.102195E-5,7.772329E-6,0.002080738,5.335023E-4,6.674852E-4,0.007420441,0.01956915,0.007123359,0.002704053,0.004322014,0.01131706,9.365932,8.38042E-5,576622.3,576624.7
19.8,0.005047639,3.141593,0.7853982,3.141593,3751.66,0.2471666,7116363.0,1360.821,9.335599E7,1360.821,1.000104,0.187483,3.210799E-7,0.03876369,4.448693E-6,7.849991E-4,0.07290467,0.02889637,3.466943E-4,9.256991E-4,0.001493202,9.030395E-4,0.4031835,0.02064929,0.09984299,8.530048E-4,0.00284672,2.384572E-4,0.05509357,0.02681412,6.094673E-5,7.691514E-6,0.00209176,5.297327E-4,6.70591E-4,0.007437448,0.0196026,0.007120788,0.002711752,0.004346858,0.01134543,9.365905,8.38834E-5,576620.6,576623.0
20.0,0.005100974,3.141593,0.7853982,3.141593,3748.115,0.2471666,7046814.0,1359.533,9.324264E7,1359.533,1.000106,0.1874754,3.155324E-7,0.03881884,4.376698E-6,7.913036E-4,0.07291361,0.028913,3.459449E-4,9.274896E-4,0.001499624,9.012471E-4,0.4035423,0.02072128,0.09957877,8.399213E-4,0.002833254,2.367947E-4,0.05498705,0.02657956,6.087979E-5,7.612452E-6,0.002102654,5.259342E-4,6.736276E-4,0.007454021,0.01963509,0.007118211,0.002719245,0.004371245,0.01137318,9.365881,8.396275E-5,576619.1,576621.5
