Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_C6H5CHCH3_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,3.141593,0.7853982,3.141593,4093.003,0.2471664,-8.324263E9,1518.476,0.0,1518.476,1.0,0.1944698,4.512975E-22,9.355815E-16,1.669063E-20,2.767007E-19,5.075077E-18,1.573328E-18,1.237643E-20,1.169788E-21,3.541952E-22,5.001306E-23,7.705281E-20,3.522378E-22,0.1611489,1.256637E-24,2.352366E-30,9.103236E-27,2.237733E-23,0.5235215,0.1208599,9.794753E-28,8.799376E-24,1.988643E-24,9.916546E-25,4.528159E-26,2.035898E-24,6.873083E-23,1.587143E-22,3.128242E-15,2.703744E-34,9.580397,7.688781E-5,589780.6,589780.6
9.607187E-4,2.347474E-7,3.141593,0.7853982,3.141593,4092.124,0.2471664,-8.002484E9,1518.031,1.07191E8,1518.031,0.9999987,0.1944702,5.414513E-7,1.065344E-5,9.677401E-5,3.635448E-8,3.309705E-6,1.150559E-6,8.918986E-11,3.095962E-9,4.285443E-9,1.207731E-9,1.08145E-5,4.962244E-13,0.1611163,6.741055E-4,1.559455E-7,5.100474E-8,4.299241E-6,0.5235563,0.1200173,2.752454E-5,3.891178E-12,1.680095E-15,7.450117E-14,3.06694E-11,8.472546E-8,5.056152E-9,6.713206E-19,5.524421E-15,1.495191E-9,9.579657,7.690432E-5,589735.0,589735.0
0.008010157,1.958653E-6,3.141593,0.7853982,3.141593,4086.663,0.2471664,-6.440089E9,1515.107,1.069337E8,1515.107,1.0,0.1944289,8.287762E-6,4.795762E-4,4.259514E-4,8.503475E-6,5.172639E-4,9.686546E-5,4.626814E-8,5.37406E-7,3.525066E-7,4.437683E-7,0.00183602,1.01822E-8,0.1603603,0.005639842,5.292428E-5,3.400166E-6,6.300337E-4,0.5208288,0.1136209,7.113925E-4,2.437521E-8,1.308284E-10,4.106037E-11,4.061267E-7,1.572877E-5,7.759834E-7,2.232294E-12,1.674551E-10,2.236139E-7,9.573966,7.700709E-5,589384.7,589384.7
0.01889636,4.624095E-6,3.141593,0.7853982,3.141593,4082.499,0.2471664,-3.43614E9,1512.082,1.066675E8,1512.082,1.000002,0.1943006,1.17879E-5,0.001615434,4.923769E-4,3.899989E-5,0.002502283,5.153167E-4,5.849941E-7,5.055864E-6,1.899373E-6,2.334985E-6,0.009274819,2.840672E-7,0.1595117,0.01158459,2.818603E-4,1.655578E-5,0.002960511,0.5114037,0.1036604,0.001071312,4.587067E-7,8.13841E-9,4.74369E-10,5.547057E-6,8.310899E-5,4.417864E-6,3.261473E-10,6.535489E-9,1.288817E-6,9.564582,7.708563E-5,588807.0,588807.0
0.05115176,1.25274E-5,3.141593,0.7853982,3.141593,4081.077,0.2471664,-9.097062E8,1508.623,1.063631E8,1508.623,1.000002,0.1938815,8.77128E-6,0.004681608,3.924048E-4,1.144777E-4,0.007784313,0.001696972,5.159001E-6,3.59546E-5,9.563927E-6,7.881993E-6,0.02971547,3.919052E-6,0.1641315,0.01802885,9.754576E-4,7.585453E-5,0.009119793,0.4867923,0.08024422,7.805264E-4,5.171745E-6,2.809871E-7,1.345103E-8,3.645569E-5,3.104007E-4,3.211759E-5,1.702915E-8,1.137467E-7,1.001721E-5,9.546024,7.711249E-5,587664.6,587664.6
0.154369,3.780344E-5,3.141593,0.7853982,3.141593,4086.319,0.2471664,-5.386928E7,1506.183,1.061483E8,1506.183,1.000001,0.1928856,5.456936E-6,0.01078736,2.089738E-4,2.078771E-4,0.0176711,0.004058746,2.575632E-5,1.560283E-4,3.926847E-5,2.342258E-5,0.06977296,4.512288E-5,0.1840428,0.01755077,0.002519902,2.545758E-4,0.02080861,0.4367799,0.03859621,4.372798E-4,3.25125E-5,4.963622E-6,3.407988E-7,1.673469E-4,9.396771E-4,2.635771E-4,5.806492E-7,1.691755E-6,9.361038E-5,9.518375,7.701357E-5,585962.4,585962.4
0.2,4.896751E-5,3.141593,0.7853982,3.141593,4088.202,0.2471664,-2.25321E7,1505.749,1.061101E8,1505.749,0.9999999,0.1925802,4.725978E-6,0.01246501,1.638177E-4,2.214862E-4,0.02058776,0.004804785,3.444124E-5,2.035865E-4,5.196366E-5,3.086824E-5,0.08204325,7.616837E-5,0.1899111,0.01603605,0.002964513,3.142211E-4,0.02428822,0.4208026,0.02841619,3.644509E-4,4.526094E-5,8.651449E-6,6.449328E-7,2.272561E-4,0.001176988,3.975088E-4,1.315543E-6,3.177987E-6,1.48605E-4,9.511254,7.697809E-5,585524.1,585524.1
0.3113331,7.619046E-5,3.141593,0.7853982,3.141593,4090.714,0.2471664,-3.471876E7,1504.756,1.060228E8,1504.756,0.9999992,0.192049,3.542822E-6,0.01515753,9.60308E-5,2.323702E-4,0.02585635,0.006224041,5.345842E-5,2.984285E-4,7.989912E-5,5.124367E-5,0.104759,1.738566E-4,0.1983511,0.01271456,0.003684681,4.231582E-4,0.03056503,0.3903832,0.01382815,2.538007E-4,7.273342E-5,2.016389E-5,1.732988E-6,3.639979E-4,0.001671138,7.328146E-4,4.903961E-6,8.833598E-6,3.034869E-4,9.499153,7.693082E-5,584779.8,584779.9
0.3266295,7.992967E-5,3.141593,0.7853982,3.141593,4090.871,0.2471664,-3.6736E7,1504.608,1.060098E8,1504.608,0.9999991,0.1919931,3.424028E-6,0.01542178,8.983455E-5,2.326895E-4,0.02643821,0.006387015,5.587874E-5,3.093515E-4,8.339571E-5,5.426248E-5,0.1073114,1.890144E-4,0.1990458,0.01232985,0.003756282,4.350018E-4,0.03125436,0.386901,0.01255846,2.43231E-4,7.604871E-5,2.192606E-5,1.913902E-6,3.815203E-4,0.001731224,7.776379E-4,5.613855E-6,9.806217E-6,3.258831E-4,9.497859,7.692788E-5,584701.2,584701.4
0.3296111,8.065852E-5,3.141593,0.7853982,3.141593,4090.897,0.2471664,-6.456513E7,1504.579,1.060072E8,1504.579,0.9999991,0.1919826,3.398686E-6,0.01547106,8.866774E-5,2.32732E-4,0.02654906,0.006418056,5.634631E-5,3.114309E-4,8.406816E-5,5.48562E-5,0.1077963,1.920057E-4,0.1991714,0.01225688,0.003769666,4.372391E-4,0.03138485,0.3862384,0.01232579,2.411329E-4,7.668244E-5,2.227283E-5,1.949913E-6,3.848991E-4,0.001742747,7.863155E-4,5.763019E-6,1.000042E-5,3.302622E-4,9.497611,7.692738E-5,584687.5,584688.2
0.3299119,8.073205E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-8.376424E7,1504.576,1.060069E8,1504.576,0.9999991,0.1919816,3.390634E-6,0.015476,8.857018E-5,2.327365E-4,0.02656049,0.006421171,5.639344E-5,3.116405E-4,8.413593E-5,5.491618E-5,0.1078449,1.923081E-4,0.1991839,0.01224952,0.003771007,4.374639E-4,0.03139791,0.3861722,0.01230258,2.408075E-4,7.67462E-5,2.230779E-5,1.95356E-6,3.852392E-4,0.001743906,7.8719E-4,5.783639E-6,1.002007E-5,3.307042E-4,9.497585,7.692734E-5,584686.7,584687.7
0.3299689,8.074599E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-6.238903E7,1504.575,1.060068E8,1504.575,0.9999991,0.1919814,3.389819E-6,0.01547693,8.854791E-5,2.327374E-4,0.02656257,0.006421761,5.640237E-5,3.116803E-4,8.414878E-5,5.492756E-5,0.1078541,1.923654E-4,0.1991863,0.01224812,0.003771261,4.375065E-4,0.03140038,0.3861596,0.01229819,2.407315E-4,7.675828E-5,2.231443E-5,1.954251E-6,3.853036E-4,0.001744125,7.873558E-4,5.787301E-6,1.00238E-5,3.30788E-4,9.49758,7.692733E-5,584686.4,584687.4
0.3300062,8.075509E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-5.576033E7,1504.575,1.060068E8,1504.575,0.9999991,0.1919813,3.389473E-6,0.01547754,8.853199E-5,2.32738E-4,0.02656396,0.006422146,5.640821E-5,3.117062E-4,8.415715E-5,5.493498E-5,0.1078602,1.924028E-4,0.1991879,0.01224721,0.003771427,4.375343E-4,0.031402,0.3861514,0.01229532,2.406829E-4,7.676616E-5,2.231876E-5,1.954703E-6,3.853457E-4,0.001744269,7.87464E-4,5.789558E-6,1.002623E-5,3.308427E-4,9.497577,7.692733E-5,584686.3,584687.3
0.3300485,8.076545E-5,3.141593,0.7853982,3.141593,4090.901,0.2471664,-4.346248E7,1504.574,1.060068E8,1504.574,0.9999991,0.1919811,3.389219E-6,0.01547824,8.851384E-5,2.327386E-4,0.02656553,0.006422585,5.641485E-5,3.117358E-4,8.416669E-5,5.494343E-5,0.107867,1.924455E-4,0.1991896,0.01224617,0.003771615,4.37566E-4,0.03140383,0.3861421,0.01229205,2.406298E-4,7.677513E-5,2.232369E-5,1.955217E-6,3.853936E-4,0.001744432,7.875872E-4,5.79202E-6,1.0029E-5,3.309049E-4,9.497574,7.692732E-5,584686.1,584687.1
0.3300938,8.077652E-5,3.141593,0.7853982,3.141593,4090.901,0.2471664,-4.394574E7,1504.574,1.060067E8,1504.574,0.9999991,0.191981,3.388984E-6,0.01547898,8.849452E-5,2.327393E-4,0.0265672,0.006423053,5.642194E-5,3.117673E-4,8.417687E-5,5.495246E-5,0.1078743,1.92491E-4,0.1991915,0.01224507,0.003771817,4.375998E-4,0.0314058,0.3861321,0.01228857,2.405762E-4,7.678471E-5,2.232896E-5,1.955766E-6,3.854447E-4,0.001744606,7.877188E-4,5.794599E-6,1.003196E-5,3.309715E-4,9.49757,7.692731E-5,584685.9,584686.9
0.3310898,8.101998E-5,3.141593,0.7853982,3.141593,4090.909,0.2471664,-4.607673E7,1504.564,1.060058E8,1504.564,0.9999991,0.1919775,3.384313E-6,0.01549525,8.811599E-5,2.327524E-4,0.02660383,0.006433343,5.657784E-5,3.124598E-4,8.440059E-5,5.515116E-5,0.1080349,1.93493E-4,0.1992327,0.0122208,0.00377623,4.383421E-4,0.03144896,0.3859127,0.01221214,2.398693E-4,7.699518E-5,2.244499E-5,1.967861E-6,3.865682E-4,0.001748436,7.906118E-4,5.846305E-6,1.009711E-5,3.324351E-4,9.497488,7.692717E-5,584681.2,584682.4
0.3314782,8.111492E-5,3.141593,0.7853982,3.141593,4090.911,0.2471664,-4.489805E7,1504.56,1.060055E8,1504.56,0.9999991,0.1919761,3.382438E-6,0.01550158,8.799219E-5,2.327583E-4,0.02661805,0.006437349,5.66386E-5,3.127293E-4,8.448773E-5,5.52287E-5,0.1080974,1.938841E-4,0.1992486,0.01221136,0.003777945,4.386308E-4,0.03146576,0.3858271,0.01218247,2.396482E-4,7.707715E-5,2.249026E-5,1.972584E-6,3.87006E-4,0.001749927,7.917393E-4,5.86632E-6,1.012255E-5,3.330059E-4,9.497456,7.692712E-5,584679.3,584680.5
0.3327392,8.142317E-5,3.141593,0.7853982,3.141593,4090.921,0.2471664,-5.23037E7,1504.547,1.060044E8,1504.547,0.9999991,0.1919718,3.374116E-6,0.01552204,8.754457E-5,2.327759E-4,0.02666435,0.006450333,5.683573E-5,3.136024E-4,8.477029E-5,5.548068E-5,0.1083,1.951553E-4,0.1993,0.0121808,0.003783497,4.395648E-4,0.03152021,0.3855498,0.01208667,2.389781E-4,7.734285E-5,2.263738E-5,1.987947E-6,3.884264E-4,0.001754764,7.953975E-4,5.931028E-6,1.020532E-5,3.348597E-4,9.497353,7.692693E-5,584673.6,584675.0
0.3328749,8.145634E-5,3.141593,0.7853982,3.141593,4090.922,0.2471664,-4.573336E7,1504.545,1.060042E8,1504.545,0.9999991,0.1919713,3.372632E-6,0.01552423,8.749436E-5,2.327779E-4,0.02666938,0.006451728,5.685693E-5,3.136962E-4,8.480068E-5,5.550781E-5,0.1083217,1.952922E-4,0.1993055,0.01217752,0.003784093,4.396651E-4,0.03152606,0.3855201,0.01207641,2.388789E-4,7.737141E-5,2.265322E-5,1.989602E-6,3.885792E-4,0.001755284,7.957909E-4,5.938708E-6,1.021424E-5,3.350592E-4,9.497341,7.692691E-5,584673.1,584674.6
0.3334391,8.159424E-5,3.141593,0.7853982,3.141593,4090.927,0.2471664,-4.384065E7,1504.54,1.060037E8,1504.54,0.9999991,0.1919694,3.369722E-6,0.01553334,8.726897E-5,2.327849E-4,0.02668996,0.006457521,5.694505E-5,3.140862E-4,8.492688E-5,5.562065E-5,0.1084121,1.958616E-4,0.1993283,0.01216389,0.003786566,4.400815E-4,0.03155033,0.3853964,0.01203386,2.385183E-4,7.749E-5,2.271909E-5,1.99649E-6,3.89214E-4,0.001757443,7.97426E-4,5.96762E-6,1.025135E-5,3.358887E-4,9.497296,7.692683E-5,584670.4,584671.9
0.3346525,8.189085E-5,3.141593,0.7853982,3.141593,4090.936,0.2471664,-5.296349E7,1504.528,1.060027E8,1504.528,0.9999991,0.1919652,3.362564E-6,0.01555284,8.680393E-5,2.327977E-4,0.02673419,0.006469961,5.71344E-5,3.149236E-4,8.519798E-5,5.586357E-5,0.1086061,1.970878E-4,0.1993769,0.01213466,0.003791864,4.40974E-4,0.03160245,0.3851308,0.01194286,2.378649E-4,7.77446E-5,2.28609E-5,2.011334E-6,3.905783E-4,0.001762082,8.009404E-4,6.028369E-6,1.033133E-5,3.376734E-4,9.497197,7.692665E-5,584664.7,584666.5
0.3352755,8.204316E-5,3.141593,0.7853982,3.141593,4090.941,0.2471664,-4.029098E7,1504.521,1.060021E8,1504.521,0.9999991,0.191963,3.358448E-6,0.01556281,8.657569E-5,2.328042E-4,0.02675681,0.006476335,5.723156E-5,3.153531E-4,8.533702E-5,5.598842E-5,0.1087055,1.977182E-4,0.1994017,0.01211969,0.003794575,4.414307E-4,0.03162913,0.3849947,0.01189643,2.374876E-4,7.787508E-5,2.293376E-5,2.018971E-6,3.912783E-4,0.00176446,8.027436E-4,6.060279E-6,1.03725E-5,3.3859E-4,9.497147,7.692656E-5,584661.7,584663.6
0.3781832,9.253127E-5,3.141593,0.7853982,3.141593,4091.159,0.2471664,-4.959293E7,1504.09,1.059642E8,1504.09,0.999999,0.1918264,3.084528E-6,0.01618466,7.269936E-5,2.327588E-4,0.02822121,0.006894877,6.380088E-5,3.433154E-4,9.462693E-5,6.475527E-5,0.115188,2.42231E-4,0.2008128,0.01116286,0.003965142,4.706151E-4,0.03335824,0.3760817,0.00911944,2.136267E-4,8.646354E-5,2.804707E-5,2.568124E-6,4.3842E-4,0.001922531,9.246926E-4,8.311987E-6,1.336998E-5,4.019648E-4,9.493922,7.692247E-5,584462.4,584464.8
0.4,9.786393E-5,3.141593,0.7853982,3.141593,4091.179,0.2471664,-5.494862E7,1503.861,1.05944E8,1503.861,0.999999,0.1917645,2.961596E-6,0.01645808,6.688402E-5,2.324722E-4,0.0289036,0.007093074,6.706092E-5,3.563538E-4,9.914081E-5,6.932587E-5,0.1182294,2.655791E-4,0.2013381,0.01072754,0.004040979,4.839292E-4,0.03416069,0.3718763,0.007981635,2.031204E-4,9.054784E-5,3.070266E-5,2.863446E-6,4.6155E-4,0.001998833,9.849333E-4,9.603597E-6,1.500471E-5,4.342497E-4,9.492426,7.692208E-5,584370.2,584372.7
0.6,1.467568E-4,3.141593,0.7853982,3.141593,4089.519,0.2471664,-8.721848E7,1501.52,1.05738E8,1501.52,0.9999995,0.1913488,2.25413E-6,0.01814565,3.738275E-5,2.270216E-4,0.03385863,0.008597226,9.525665E-5,4.495075E-4,1.354367E-4,1.135127E-4,0.1407297,4.938228E-4,0.2024408,0.008013206,0.004524844,5.714433E-4,0.03990088,0.3404079,0.002521293,1.442251E-4,1.217411E-4,5.550628E-5,5.950155E-6,6.534955E-4,0.002606042,0.001482457,2.510115E-5,3.256751E-5,7.240098E-4,9.481494,7.69533E-5,583697.4,583699.3
0.8,1.956815E-4,3.141593,0.7853982,3.141593,4086.154,0.2471664,-9.537794E7,1498.965,1.055131E8,1498.965,1.000001,0.1910769,1.955046E-6,0.01913414,2.770924E-5,2.21778E-4,0.03749743,0.009777655,1.214957E-4,5.145575E-4,1.661311E-4,1.592254E-4,0.1577471,7.386509E-4,0.2004091,0.006761893,0.004813479,6.208869E-4,0.04398406,0.3164205,9.504295E-4,1.190811E-4,1.477853E-4,7.941695E-5,9.574539E-6,8.244903E-4,0.003116676,0.001904425,4.575841E-5,5.366819E-5,9.993237E-4,9.473142,7.701667E-5,583183.3,583184.8
1.0,2.446505E-4,3.141593,0.7853982,3.141593,4082.245,0.2471664,-9.099701E7,1496.4,1.052875E8,1496.4,1.000002,0.190864,1.813703E-6,0.01988558,2.414973E-5,2.18526E-4,0.04050051,0.01079843,1.460899E-4,5.65791E-4,1.943498E-4,2.043533E-4,0.1721257,9.983697E-4,0.1974683,0.006155436,0.005016041,6.508705E-4,0.04724287,0.2962179,4.690259E-4,1.060311E-4,1.73627E-4,1.018578E-4,1.371638E-5,9.877645E-4,0.003586008,0.002281212,7.068956E-5,7.793072E-5,0.001266025,9.46598,7.709043E-5,582742.4,582743.7
1.2,2.936673E-4,3.141593,0.7853982,3.141593,4078.223,0.2471664,-8.235749E7,1493.917,1.050689E8,1493.917,1.000003,0.1906806,1.731241E-6,0.02054044,2.254858E-5,2.17289E-4,0.0431171,0.01172074,1.68964E-4,6.08771E-4,2.214204E-4,2.479981E-4,0.1849162,0.001273749,0.1943388,0.005802737,0.005168336,6.695808E-4,0.04998511,0.2783793,3.10182E-4,9.748147E-5,2.007938E-4,1.231818E-4,1.840746E-5,0.001148475,0.004036469,0.002628527,9.960952E-5,1.054003E-4,0.001528845,9.459575,7.716645E-5,582348.2,582349.5
1.241732,3.039012E-4,3.141593,0.7853982,3.141593,4077.385,0.2471664,-8.127512E7,1493.411,1.050244E8,1493.411,1.000003,0.1906449,1.716838E-6,0.0206699,2.234378E-5,2.172654E-4,0.04362526,0.01190341,1.73518E-4,6.169396E-4,2.269768E-4,2.568791E-4,0.1874299,0.001333155,0.1936872,0.005744353,0.0051953,6.724713E-4,0.05050589,0.2748921,2.931397E-4,9.595974E-5,2.066477E-4,1.275331E-4,1.945664E-5,0.001181848,0.004128961,0.002697944,1.061861E-4,1.115256E-4,0.001583364,9.458316,7.718232E-5,582271.1,582272.3
1.25298,3.066599E-4,3.141593,0.7853982,3.141593,4077.158,0.2471664,-8.152446E7,1493.275,1.050124E8,1493.275,1.000003,0.1906354,1.713596E-6,0.02070451,2.231361E-5,2.172763E-4,0.04376032,0.0119521,1.747331E-4,6.190993E-4,2.284698E-4,2.592587E-4,0.188099,0.001349277,0.1935123,0.005729109,0.005202314,6.732007E-4,0.05064347,0.273965,2.891107E-4,9.557009E-5,2.082359E-4,1.287011E-4,1.974355E-5,0.001190834,0.004153814,0.002716485,1.080717E-4,1.131896E-4,0.001598037,9.457979,7.718661E-5,582250.9,582252.2
1.257191,3.076927E-4,3.141593,0.7853982,3.141593,4077.075,0.2471664,-8.451562E7,1493.224,1.05008E8,1493.224,1.000003,0.1906319,1.710974E-6,0.02071742,2.22245E-5,2.172777E-4,0.04381098,0.01197028,1.751867E-4,6.19905E-4,2.290283E-4,2.601479E-4,0.1883486,0.001355324,0.1934468,0.005723434,0.005204914,6.734687E-4,0.05069467,0.2736194,2.876568E-4,9.53672E-5,2.088314E-4,1.291374E-4,1.985141E-5,0.001194196,0.004163109,0.002723408,1.087843E-4,1.138117E-4,0.001603526,9.457853,7.718819E-5,582243.9,582245.6
1.258593,3.080365E-4,3.141593,0.7853982,3.141593,4077.046,0.2471664,-8.439113E7,1493.207,1.050064E8,1493.207,1.000003,0.1906307,1.708602E-6,0.02072171,2.223879E-5,2.172791E-4,0.04382782,0.01197631,1.753377E-4,6.201739E-4,2.292142E-4,2.604437E-4,0.1884315,0.001357339,0.1934252,0.005721463,0.005205777,6.735584E-4,0.05071165,0.2735048,2.871787E-4,9.520045E-5,2.090295E-4,1.292825E-4,1.988737E-5,0.001195315,0.004166204,0.002725711,1.090897E-4,1.14018E-4,0.001605353,9.45781,7.718874E-5,582241.6,582243.5
1.259441,3.082446E-4,3.141593,0.7853982,3.141593,4077.029,0.2471664,-1.206532E8,1493.196,1.050055E8,1493.196,1.000003,0.19063,1.701592E-6,0.02072432,2.226467E-5,2.172826E-4,0.04383869,0.01197996,1.754293E-4,6.203373E-4,2.29327E-4,2.606227E-4,0.1884816,0.001358559,0.1934122,0.005720191,0.0052063,6.736133E-4,0.05072188,0.2734358,2.868913E-4,9.499069E-5,2.091495E-4,1.2937E-4,1.990915E-5,0.001195991,0.004168076,0.002727106,1.094E-4,1.141418E-4,0.001606458,9.45778,7.718906E-5,582241.7,582244.2
1.259702,3.083086E-4,3.141593,0.7853982,3.141593,4077.023,0.2471664,-8.722415E7,1493.193,1.050052E8,1493.193,1.000003,0.1906298,1.699522E-6,0.02072512,2.225876E-5,2.172836E-4,0.04384179,0.01198108,1.754575E-4,6.20388E-4,2.293617E-4,2.606778E-4,0.188497,0.001358934,0.1934083,0.005719768,0.005206461,6.736306E-4,0.05072501,0.2734147,2.868032E-4,9.486622E-5,2.091863E-4,1.293969E-4,1.991585E-5,0.001196199,0.004168652,0.002727535,1.09515E-4,1.141795E-4,0.001606798,9.457773,7.718917E-5,582241.2,582243.7
1.266111,3.098807E-4,3.141593,0.7853982,3.141593,4076.894,0.2471664,-8.160128E7,1493.115,1.049984E8,1493.115,1.000003,0.1906244,1.708642E-6,0.02074474,2.220972E-5,2.17292E-4,0.04391804,0.01200859,1.761472E-4,6.216128E-4,2.302093E-4,2.620287E-4,0.1888747,0.001368153,0.1933092,0.00571074,0.005210359,6.740358E-4,0.05080234,0.2728911,2.846696E-4,9.50607E-5,2.100923E-4,1.30057E-4,2.008065E-5,0.001201303,0.004182776,0.002738043,1.105715E-4,1.151032E-4,0.00161514,9.457582,7.719162E-5,582229.9,582232.6
1.268761,3.105307E-4,3.141593,0.7853982,3.141593,4076.841,0.2471664,-8.611951E7,1493.084,1.049956E8,1493.084,1.000003,0.1906222,1.707868E-6,0.02075283,2.218524E-5,2.172953E-4,0.04394974,0.01201997,1.764315E-4,6.221213E-4,2.305601E-4,2.625867E-4,0.1890309,0.001371969,0.193268,0.00570718,0.005211968,6.741987E-4,0.05083428,0.2726748,2.838066E-4,9.500659E-5,2.10468E-4,1.303291E-4,2.014895E-5,0.001203419,0.004188615,0.002742379,1.110138E-4,1.154865E-4,0.001618589,9.457502,7.719262E-5,582225.5,582228.6
1.268972,3.105824E-4,3.141593,0.7853982,3.141593,4076.836,0.2471664,-8.47123E7,1493.081,1.049953E8,1493.081,1.000003,0.1906221,1.706364E-6,0.02075347,2.220479E-5,2.172958E-4,0.04395228,0.01202087,1.764541E-4,6.22162E-4,2.305881E-4,2.62631E-4,0.1890434,0.001372273,0.1932648,0.005706886,0.005212096,6.742117E-4,0.05083681,0.2726577,2.837385E-4,9.497854E-5,2.104979E-4,1.303507E-4,2.015439E-5,0.001203587,0.00418908,0.002742724,1.110774E-4,1.155169E-4,0.001618863,9.457496,7.719271E-5,582225.3,582228.4
1.269694,3.107594E-4,3.141593,0.7853982,3.141593,4076.822,0.2471664,-8.178636E7,1493.072,1.049945E8,1493.072,1.000003,0.1906215,1.706894E-6,0.02075568,2.221657E-5,2.172986E-4,0.04396088,0.01202397,1.765316E-4,6.22301E-4,2.306836E-4,2.627829E-4,0.1890858,0.001373313,0.1932536,0.005705884,0.005212534,6.742563E-4,0.05084548,0.272599,2.835058E-4,9.489671E-5,2.106002E-4,1.304248E-4,2.017301E-5,0.001204163,0.00419067,0.002743904,1.112271E-4,1.156209E-4,0.001619802,9.457474,7.719298E-5,582224.1,582227.2
1.272511,3.114506E-4,3.141593,0.7853982,3.141593,4076.764,0.2471664,-9.028117E7,1493.037,1.049915E8,1493.037,1.000003,0.1906191,1.700499E-6,0.02076431,2.227252E-5,2.173082E-4,0.04399487,0.01203604,1.76834E-4,6.228436E-4,2.310569E-4,2.633758E-4,0.1892515,0.001377375,0.1932101,0.005701949,0.005214238,6.744296E-4,0.05087928,0.27237,2.826054E-4,9.463392E-5,2.110002E-4,1.307134E-4,2.024578E-5,0.00120641,0.004196878,0.002748511,1.119128E-4,1.160254E-4,0.001623467,9.457387,7.719408E-5,582220.3,582224.0
1.27276,3.115116E-4,3.141593,0.7853982,3.141593,4076.758,0.2471664,-8.782075E7,1493.034,1.049912E8,1493.034,1.000003,0.1906189,1.700311E-6,0.02076508,2.228774E-5,2.1731E-4,0.04399792,0.0120371,1.768608E-4,6.228917E-4,2.310899E-4,2.634281E-4,0.1892661,0.001377734,0.1932063,0.005701578,0.005214388,6.744451E-4,0.05088225,0.2723499,2.825266E-4,9.458545E-5,2.110354E-4,1.307389E-4,2.025221E-5,0.001206608,0.004197426,0.002748918,1.1199E-4,1.160606E-4,0.00162379,9.457379,7.719418E-5,582220.1,582223.9
1.284051,3.142812E-4,3.141593,0.7853982,3.141593,4076.533,0.2471664,-7.796705E7,1492.899,1.049793E8,1492.899,1.000004,0.1906095,1.708779E-6,0.02079956,2.219191E-5,2.173345E-4,0.04413122,0.01208543,1.780675E-4,6.25062E-4,2.325832E-4,2.657996E-4,0.1899292,0.001394039,0.1930304,0.005687041,0.005221144,6.751104E-4,0.05101743,0.2714318,2.790446E-4,9.476833E-5,2.126432E-4,1.318923E-4,2.05449E-5,0.001215626,0.004222279,0.002767316,1.136422E-4,1.176784E-4,0.001638467,9.457046,7.719845E-5,582199.3,582203.3
1.4,3.427323E-4,3.141593,0.7853982,3.141593,4074.234,0.2471664,-7.289055E7,1491.535,1.048593E8,1491.535,1.000004,0.1905158,1.672564E-6,0.02114579,2.165012E-5,2.178363E-4,0.04545511,0.01257017,1.901863E-4,6.462791E-4,2.478408E-4,2.897978E-4,0.1965557,0.001564318,0.191243,0.005550004,0.005285055,6.808882E-4,0.0523444,0.2622904,2.518339E-4,9.086896E-5,2.293857E-4,1.437595E-4,2.365626E-5,0.001308123,0.004476225,0.002952583,1.323124E-4,1.358652E-4,0.001789229,9.453729,7.7242E-5,581994.6,581998.8
