Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_C3H3_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C6H5_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_BENZYNE_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H4C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
2.205063,4.877752E-4,3.141593,0.7853982,3.141593,4478.72,0.1476364,-4.310237E7,1678.445,1.21308E8,1678.445,1.00003,0.3214962,1.547257E-5,0.04700678,9.525888E-5,0.03076665,0.09688436,0.00185825,8.192164E-4,4.490075E-4,0.002010911,0.01106466,0.3300708,1.508558E-4,0.03620047,0.004815525,5.171874E-4,1.506257E-4,1.385361E-4,0.04437905,8.093517E-4,0.001525622,1.091316E-6,9.141943E-4,0.002923549,0.003160195,0.006088721,0.02062584,0.006567286,0.01643119,0.00555344,5.780449,4.197102E-5,298019.0,298021.2
2.212304,4.893918E-4,3.141593,0.7853982,3.141593,4478.504,0.1476364,-4.197785E7,1678.344,1.212991E8,1678.344,1.00003,0.321497,1.546664E-5,0.04702737,9.522384E-5,0.03071739,0.09698387,0.001855225,8.178852E-4,4.480849E-4,0.002012378,0.01104769,0.3300473,1.507525E-4,0.03625672,0.004784861,5.137769E-4,1.497703E-4,1.376767E-4,0.04426124,8.065591E-4,0.001511806,1.084088E-6,9.156232E-4,0.002926154,0.003168204,0.006093464,0.02063975,0.006557469,0.01649391,0.005562227,5.78038,4.197306E-5,298015.6,298017.7
2.21389,4.897461E-4,3.141593,0.7853982,3.141593,4478.456,0.1476364,-4.579067E7,1678.321,1.212971E8,1678.321,1.00003,0.3214972,1.546353E-5,0.04703188,9.524583E-5,0.03070666,0.09700563,0.001854565,8.175914E-4,4.478829E-4,0.0020127,0.01104398,0.3300421,1.50712E-4,0.03626902,0.004778178,5.130325E-4,1.49584E-4,1.374895E-4,0.04423548,8.059445E-4,0.001508802,1.082509E-6,9.159353E-4,0.002926725,0.003169958,0.006094499,0.02064278,0.006555322,0.01650762,0.00556415,5.780364,4.19735E-5,298014.9,298017.1
2.214052,4.897821E-4,3.141593,0.7853982,3.141593,4478.451,0.1476364,-6.160059E7,1678.319,1.212969E8,1678.319,1.00003,0.3214972,1.5461E-5,0.04703234,9.525941E-5,0.03070598,0.09700784,0.001854498,8.175616E-4,4.478623E-4,0.002012733,0.0110436,0.3300416,1.507058E-4,0.03627027,0.0047775,5.129566E-4,1.495651E-4,1.374705E-4,0.04423287,8.058808E-4,0.001508498,1.082352E-6,9.159671E-4,0.002926783,0.003170136,0.006094604,0.02064309,0.006555104,0.01650901,0.005564345,5.780362,4.197355E-5,298015.4,298017.8
2.214219,4.898194E-4,3.141593,0.7853982,3.141593,4478.446,0.1476364,-4.605588E7,1678.316,1.212967E8,1678.316,1.00003,0.3214972,1.545662E-5,0.04703283,9.526482E-5,0.03070499,0.09701013,0.001854429,8.175308E-4,4.478407E-4,0.002012768,0.01104321,0.3300411,1.506865E-4,0.03627157,0.004776797,5.128776E-4,1.495455E-4,1.374509E-4,0.04423016,8.058131E-4,0.001508182,1.082189E-6,9.159997E-4,0.002926843,0.003170321,0.006094714,0.02064341,0.006554879,0.01651045,0.005564547,5.78036,4.19736E-5,298015.5,298017.9
2.214694,4.899255E-4,3.141593,0.7853982,3.141593,4478.431,0.1476364,-8.977697E7,1678.309,1.212961E8,1678.309,1.00003,0.3214973,1.54546E-5,0.04703419,9.530188E-5,0.03070211,0.09701665,0.001854234,8.174437E-4,4.477793E-4,0.002012864,0.0110421,0.3300395,1.506474E-4,0.03627525,0.004774802,5.126538E-4,1.494898E-4,1.37395E-4,0.04422246,8.056242E-4,0.001507286,1.081726E-6,9.160913E-4,0.002927013,0.003170846,0.006095024,0.02064433,0.006554238,0.0165145,0.005565121,5.780354,4.197373E-5,298015.9,298018.5
2.214725,4.899325E-4,3.141593,0.7853982,3.141593,4478.43,0.1476364,-7.830737E7,1678.309,1.21296E8,1678.309,1.00003,0.3214973,1.545332E-5,0.04703428,9.531955E-5,0.03070196,0.09701708,0.001854221,8.17438E-4,4.477752E-4,0.002012871,0.01104203,0.3300394,1.506433E-4,0.0362755,0.004774671,5.126389E-4,1.494861E-4,1.373914E-4,0.04422196,8.056111E-4,0.001507227,1.081696E-6,9.160974E-4,0.002927024,0.003170881,0.006095045,0.02064439,0.006554196,0.01651477,0.005565159,5.780354,4.197375E-5,298016.0,298018.6
2.214813,4.899521E-4,3.141593,0.7853982,3.141593,4478.428,0.1476364,-8.298502E7,1678.307,1.212959E8,1678.307,1.00003,0.3214973,1.54511E-5,0.04703454,9.534287E-5,0.03070157,0.09701828,0.001854185,8.17422E-4,4.477637E-4,0.002012889,0.01104182,0.3300392,1.506315E-4,0.03627618,0.004774302,5.125972E-4,1.494758E-4,1.373811E-4,0.04422054,8.055747E-4,0.001507061,1.081614E-6,9.161142E-4,0.002927056,0.003170978,0.006095102,0.02064456,0.006554078,0.01651551,0.005565264,5.780353,4.197377E-5,298016.1,298018.8
2.214833,4.899565E-4,3.141593,0.7853982,3.141593,4478.427,0.1476364,-4.065537E7,1678.307,1.212959E8,1678.307,1.00003,0.3214973,1.545087E-5,0.04703459,9.534398E-5,0.03070144,0.09701855,0.001854177,8.174185E-4,4.477611E-4,0.002012893,0.01104178,0.3300391,1.506291E-4,0.03627633,0.00477422,5.12588E-4,1.494735E-4,1.373788E-4,0.04422022,8.055667E-4,0.001507025,1.081596E-6,9.16118E-4,0.002927063,0.003171,0.006095115,0.02064459,0.006554051,0.01651568,0.005565288,5.780353,4.197378E-5,298016.1,298018.8
2.215032,4.900011E-4,3.141593,0.7853982,3.141593,4478.421,0.1476364,-4.848375E7,1678.304,1.212956E8,1678.304,1.00003,0.3214974,1.544969E-5,0.04703517,9.534491E-5,0.03070016,0.09702129,0.001854095,8.173822E-4,4.47735E-4,0.002012934,0.01104131,0.3300385,1.506079E-4,0.03627789,0.004773382,5.124936E-4,1.4945E-4,1.373554E-4,0.04421699,8.054857E-4,0.001506648,1.081408E-6,9.16156E-4,0.002927134,0.003171221,0.006095246,0.02064498,0.006553782,0.01651737,0.005565528,5.780351,4.197383E-5,298016.1,298018.8
2.215225,4.90044E-4,3.141593,0.7853982,3.141593,4478.415,0.1476364,-4.837679E7,1678.301,1.212954E8,1678.301,1.00003,0.3214974,1.545022E-5,0.04703573,9.535139E-5,0.03069893,0.09702392,0.001854017,8.173474E-4,4.477099E-4,0.002012973,0.01104086,0.3300379,1.50595E-4,0.03627938,0.004772576,5.124031E-4,1.494274E-4,1.373328E-4,0.04421388,8.054086E-4,0.001506286,1.081227E-6,9.161925E-4,0.002927203,0.003171433,0.006095371,0.02064535,0.006553523,0.01651899,0.00556576,5.780348,4.197389E-5,298016.1,298018.8
2.215834,4.901801E-4,3.141593,0.7853982,3.141593,4478.396,0.1476364,-6.028691E7,1678.293,1.212946E8,1678.293,1.00003,0.3214974,1.545103E-5,0.0470375,9.535398E-5,0.03069505,0.09703227,0.001853768,8.172376E-4,4.476307E-4,0.002013096,0.01103944,0.3300359,1.505817E-4,0.0362841,0.00477002,5.121163E-4,1.493558E-4,1.372614E-4,0.04420401,8.051655E-4,0.001505139,1.080647E-6,9.163086E-4,0.00292742,0.003172107,0.006095767,0.02064651,0.006552701,0.01652411,0.005566492,5.780342,4.197406E-5,298016.1,298018.9
2.215928,4.902012E-4,3.141593,0.7853982,3.141593,4478.393,0.1476364,-4.768483E7,1678.291,1.212945E8,1678.291,1.00003,0.3214975,1.545034E-5,0.04703778,9.53569E-5,0.03069442,0.09703357,0.001853729,8.172207E-4,4.476183E-4,0.002013116,0.01103922,0.3300356,1.505789E-4,0.03628483,0.004769624,5.120718E-4,1.493447E-4,1.372503E-4,0.04420248,8.051275E-4,0.001504961,1.080558E-6,9.163266E-4,0.002927453,0.003172211,0.006095829,0.02064669,0.006552574,0.0165249,0.005566606,5.780341,4.197409E-5,298016.1,298018.9
2.232317,4.938608E-4,3.141593,0.7853982,3.141593,4477.903,0.1476364,-4.154135E7,1678.062,1.212743E8,1678.062,1.000031,0.3214992,1.545481E-5,0.0470843,9.518063E-5,0.0305832,0.09725729,0.001846965,8.143381E-4,4.4557E-4,0.002016444,0.01100097,0.3299815,1.505018E-4,0.03641068,0.004701518,5.044947E-4,1.474426E-4,1.353416E-4,0.04393809,7.988805E-4,0.001474557,1.064563E-6,9.195781E-4,0.00293321,0.003190255,0.006106385,0.02067745,0.006530449,0.01666496,0.005586341,5.780184,4.197869E-5,298007.5,298010.1
2.257691,4.995279E-4,3.141593,0.7853982,3.141593,4477.149,0.1476364,-4.344441E7,1677.71,1.212433E8,1677.71,1.000031,0.3215019,1.541147E-5,0.04715519,9.49541E-5,0.03041343,0.09759969,0.001836682,8.096961E-4,4.423952E-4,0.002021594,0.01094216,0.3298962,1.499264E-4,0.03660292,0.004598787,4.930084E-4,1.445928E-4,1.324703E-4,0.0435338,7.890916E-4,0.001429261,1.039807E-6,9.24485E-4,0.002942245,0.003218044,0.006122376,0.02072383,0.006496475,0.01688442,0.005616811,5.779944,4.198576E-5,297995.7,297998.5
2.261013,5.002698E-4,3.141593,0.7853982,3.141593,4477.047,0.1476364,-5.980175E7,1677.663,1.212392E8,1677.663,1.000031,0.3215023,1.540582E-5,0.04716448,9.511746E-5,0.03039199,0.09764419,0.001835365,8.090994E-4,4.419725E-4,0.002022268,0.0109345,0.3298849,1.498477E-4,0.03662786,0.00458559,4.915223E-4,1.442269E-4,1.321026E-4,0.04348137,7.877809E-4,0.001423491,1.036668E-6,9.251041E-4,0.002943428,0.003221666,0.006124437,0.02072979,0.006492057,0.01691276,0.005620769,5.779911,4.198671E-5,297995.2,297998.1
2.261314,5.00337E-4,3.141593,0.7853982,3.141593,4477.038,0.1476364,-4.587896E7,1677.658,1.212388E8,1677.658,1.000031,0.3215023,1.540584E-5,0.04716534,9.511609E-5,0.03039004,0.09764822,0.001835246,8.090459E-4,4.419342E-4,0.002022329,0.01093381,0.3298838,1.498392E-4,0.03663011,0.004584397,4.913881E-4,1.441937E-4,1.320694E-4,0.04347662,7.876622E-4,0.00142297,1.036394E-6,9.251602E-4,0.002943535,0.003221994,0.006124623,0.02073033,0.006491657,0.01691531,0.005621126,5.779908,4.198679E-5,297995.1,297998.0
2.261504,5.003794E-4,3.141593,0.7853982,3.141593,4477.033,0.1476364,-7.417266E7,1677.656,1.212385E8,1677.656,1.000031,0.3215023,1.540632E-5,0.04716587,9.512346E-5,0.03038901,0.09765076,0.001835171,8.090123E-4,4.4191E-4,0.002022367,0.01093337,0.3298832,1.498368E-4,0.03663154,0.004583645,4.913035E-4,1.441727E-4,1.320484E-4,0.04347363,7.875876E-4,0.001422641,1.036221E-6,9.251956E-4,0.002943602,0.003222201,0.006124741,0.02073067,0.006491405,0.01691691,0.005621351,5.779906,4.198685E-5,297995.3,297998.3
2.261549,5.003894E-4,3.141593,0.7853982,3.141593,4477.031,0.1476364,-4.449011E7,1677.655,1.212385E8,1677.655,1.000031,0.3215023,1.54054E-5,0.047166,9.51206E-5,0.03038876,0.09765136,0.001835153,8.090043E-4,4.419043E-4,0.002022376,0.01093326,0.329883,1.498353E-4,0.03663187,0.004583467,4.912834E-4,1.441677E-4,1.320434E-4,0.04347292,7.875696E-4,0.001422563,1.03618E-6,9.252041E-4,0.002943618,0.00322225,0.006124769,0.02073075,0.006491345,0.01691729,0.005621405,5.779906,4.198686E-5,297995.3,297998.4
2.261768,5.004386E-4,3.141593,0.7853982,3.141593,4477.025,0.1476364,-4.376333E7,1677.652,1.212382E8,1677.652,1.000031,0.3215024,1.540405E-5,0.04716662,9.510484E-5,0.0303873,0.09765431,0.001835067,8.089655E-4,4.418763E-4,0.002022421,0.01093276,0.3298823,1.498269E-4,0.03663352,0.004582596,4.911853E-4,1.441435E-4,1.320192E-4,0.04346945,7.874824E-4,0.001422183,1.035978E-6,9.25245E-4,0.002943696,0.00322249,0.006124905,0.02073115,0.006491053,0.01691914,0.005621666,5.779904,4.198692E-5,297995.3,297998.3
2.262166,5.005275E-4,3.141593,0.7853982,3.141593,4477.012,0.1476364,-4.870239E7,1677.646,1.212377E8,1677.646,1.000031,0.3215024,1.540359E-5,0.04716775,9.513465E-5,0.0303847,0.09765964,0.00183491,8.088955E-4,4.418255E-4,0.002022502,0.01093184,0.3298809,1.498149E-4,0.0366365,0.00458102,4.910078E-4,1.440996E-4,1.319753E-4,0.04346318,7.873249E-4,0.001421495,1.035614E-6,9.253189E-4,0.002943836,0.003222924,0.006125151,0.02073186,0.006490524,0.01692248,0.005622137,5.7799,4.198704E-5,297995.2,297998.2
2.262256,5.005474E-4,3.141593,0.7853982,3.141593,4477.01,0.1476364,-5.921614E7,1677.645,1.212376E8,1677.645,1.000031,0.3215024,1.540381E-5,0.047168,9.514441E-5,0.0303842,0.09766083,0.001834875,8.088798E-4,4.418141E-4,0.00202252,0.01093164,0.3298806,1.498129E-4,0.03663717,0.004580667,4.90968E-4,1.440897E-4,1.319654E-4,0.04346177,7.872896E-4,0.001421341,1.035534E-6,9.253355E-4,0.002943868,0.003223021,0.006125207,0.02073202,0.006490406,0.01692323,0.005622243,5.779899,4.198706E-5,297995.2,297998.3
2.262303,5.005579E-4,3.141593,0.7853982,3.141593,4477.008,0.1476364,-4.48543E7,1677.644,1.212375E8,1677.644,1.000031,0.3215024,1.540384E-5,0.04716814,9.514345E-5,0.03038389,0.09766146,0.001834856,8.088716E-4,4.418081E-4,0.002022529,0.01093153,0.3298805,1.498121E-4,0.03663753,0.00458048,4.909471E-4,1.440845E-4,1.319602E-4,0.04346103,7.872711E-4,0.00142126,1.035492E-6,9.253443E-4,0.002943884,0.003223072,0.006125236,0.0207321,0.006490343,0.01692362,0.005622299,5.779898,4.198708E-5,297995.2,297998.3
2.262891,5.006894E-4,3.141593,0.7853982,3.141593,4476.99,0.1476364,-4.643416E7,1677.636,1.212368E8,1677.636,1.000031,0.3215025,1.54041E-5,0.04716981,9.515858E-5,0.03038007,0.09766934,0.001834625,8.087687E-4,4.417333E-4,0.002022649,0.01093017,0.3298785,1.498059E-4,0.03664193,0.004578151,4.906851E-4,1.440195E-4,1.318953E-4,0.04345176,7.870393E-4,0.001420243,1.034959E-6,9.25454E-4,0.002944091,0.003223713,0.006125599,0.02073315,0.006489561,0.01692854,0.005622996,5.779892,4.198725E-5,297995.1,297998.2
2.263144,5.007459E-4,3.141593,0.7853982,3.141593,4476.982,0.1476364,-4.819125E7,1677.632,1.212364E8,1677.632,1.000031,0.3215025,1.540394E-5,0.04717053,9.519484E-5,0.03037856,0.09767273,0.001834525,8.087247E-4,4.417011E-4,0.0020227,0.01092959,0.3298776,1.498033E-4,0.03664383,0.004577151,4.905725E-4,1.439915E-4,1.318674E-4,0.04344777,7.869392E-4,0.001419807,1.034735E-6,9.255013E-4,0.00294418,0.003223988,0.006125756,0.0207336,0.006489225,0.01693065,0.005623295,5.77989,4.198732E-5,297995.2,297998.4
2.263172,5.00752E-4,3.141593,0.7853982,3.141593,4476.982,0.1476364,-7.634145E7,1677.631,1.212364E8,1677.631,1.000031,0.3215025,1.540404E-5,0.04717061,9.519748E-5,0.03037858,0.0976731,0.001834514,8.087199E-4,4.416976E-4,0.002022706,0.01092953,0.3298775,1.498031E-4,0.03664403,0.004577042,4.905603E-4,1.439885E-4,1.318644E-4,0.04344734,7.869284E-4,0.001419759,1.034711E-6,9.255065E-4,0.00294419,0.003224019,0.006125773,0.02073365,0.006489188,0.01693088,0.005623328,5.779889,4.198733E-5,297995.5,297998.7
2.2632,5.007584E-4,3.141593,0.7853982,3.141593,4476.981,0.1476364,-5.807787E7,1677.631,1.212364E8,1677.631,1.000031,0.3215025,1.540344E-5,0.04717069,9.519804E-5,0.03037838,0.09767348,0.001834503,8.08715E-4,4.41694E-4,0.002022712,0.01092946,0.3298774,1.498022E-4,0.03664424,0.00457693,4.905476E-4,1.439853E-4,1.318612E-4,0.04344689,7.869169E-4,0.00141971,1.034686E-6,9.255118E-4,0.0029442,0.003224049,0.006125791,0.0207337,0.00648915,0.01693112,0.005623362,5.779889,4.198734E-5,297995.4,297998.7
2.263319,5.007848E-4,3.141593,0.7853982,3.141593,4476.977,0.1476364,-4.586655E7,1677.629,1.212362E8,1677.629,1.000031,0.3215025,1.540219E-5,0.04717103,9.519382E-5,0.03037762,0.09767506,0.001834457,8.086945E-4,4.416789E-4,0.002022736,0.01092919,0.329877,1.497976E-4,0.03664513,0.004576461,4.904948E-4,1.439722E-4,1.318482E-4,0.04344503,7.868696E-4,0.001419506,1.034581E-6,9.255339E-4,0.002944241,0.003224179,0.006125864,0.02073391,0.006488993,0.0169321,0.005623502,5.779888,4.198737E-5,297995.4,297998.6
2.265057,5.011731E-4,3.141593,0.7853982,3.141593,4476.924,0.1476364,-4.399066E7,1677.604,1.21234E8,1677.604,1.000031,0.3215027,1.540885E-5,0.04717598,9.519465E-5,0.0303662,0.09769834,0.001833772,8.08396E-4,4.414598E-4,0.002023088,0.01092519,0.329871,1.498223E-4,0.03665811,0.004569594,4.897251E-4,1.4378E-4,1.316566E-4,0.04341765,7.861948E-4,0.001416512,1.033032E-6,9.258613E-4,0.002944847,0.003226069,0.006126935,0.020737,0.006486681,0.01694653,0.005625555,5.779871,4.198787E-5,297994.7,297997.9
2.265458,5.012626E-4,3.141593,0.7853982,3.141593,4476.912,0.1476364,-4.427383E7,1677.599,1.212335E8,1677.599,1.000031,0.3215027,1.540879E-5,0.04717712,9.518393E-5,0.03036361,0.0977037,0.001833614,8.083278E-4,4.414097E-4,0.002023169,0.01092426,0.3298696,1.498273E-4,0.0366611,0.004568013,4.895483E-4,1.437357E-4,1.316125E-4,0.04341134,7.860408E-4,0.001415823,1.032674E-6,9.259377E-4,0.002944986,0.003226505,0.006127182,0.02073771,0.006486148,0.01694986,0.005626028,5.779867,4.198798E-5,297994.6,297997.9
2.265895,5.013604E-4,3.141593,0.7853982,3.141593,4476.898,0.1476364,-5.374722E7,1677.592,1.21233E8,1677.592,1.000031,0.3215028,1.54087E-5,0.04717837,9.521464E-5,0.03036085,0.09770955,0.001833441,8.082536E-4,4.413551E-4,0.002023258,0.01092326,0.3298681,1.498272E-4,0.03666436,0.004566287,4.893551E-4,1.436874E-4,1.315643E-4,0.04340446,7.858722E-4,0.001415071,1.032285E-6,9.260213E-4,0.002945137,0.003226981,0.006127452,0.02073848,0.006485566,0.01695348,0.005626545,5.779862,4.198811E-5,297994.7,297998.0
2.265928,5.013677E-4,3.141593,0.7853982,3.141593,4476.897,0.1476364,-5.62003E7,1677.592,1.212329E8,1677.592,1.000031,0.3215028,1.540837E-5,0.04717846,9.521774E-5,0.03036066,0.09770999,0.001833428,8.082481E-4,4.41351E-4,0.002023265,0.01092318,0.329868,1.498266E-4,0.0366646,0.004566157,4.893406E-4,1.436838E-4,1.315607E-4,0.04340394,7.858594E-4,0.001415015,1.032257E-6,9.260276E-4,0.002945149,0.003227016,0.006127472,0.02073854,0.006485523,0.01695375,0.005626584,5.779862,4.198812E-5,297994.7,297998.0
2.266009,5.013859E-4,3.141593,0.7853982,3.141593,4476.895,0.1476364,-9.481646E7,1677.591,1.212328E8,1677.591,1.000031,0.3215028,1.540805E-5,0.04717869,9.522016E-5,0.03036024,0.09771108,0.001833396,8.082344E-4,4.413408E-4,0.002023281,0.01092299,0.3298677,1.498253E-4,0.03666521,0.004565837,4.893047E-4,1.436748E-4,1.315517E-4,0.04340266,7.858279E-4,0.001414875,1.032185E-6,9.260432E-4,0.002945177,0.003227105,0.006127522,0.02073868,0.006485414,0.01695443,0.00562668,5.779861,4.198814E-5,297994.8,297998.1
2.266044,5.013935E-4,3.141593,0.7853982,3.141593,4476.894,0.1476364,-8.599642E7,1677.59,1.212328E8,1677.59,1.000031,0.3215028,1.540781E-5,0.04717879,9.521975E-5,0.03036006,0.09771154,0.001833383,8.082286E-4,4.413365E-4,0.002023288,0.01092291,0.3298676,1.498246E-4,0.03666547,0.004565702,4.892895E-4,1.43671E-4,1.315479E-4,0.04340212,7.858146E-4,0.001414816,1.032155E-6,9.260497E-4,0.002945188,0.003227142,0.006127543,0.02073874,0.006485369,0.01695471,0.00562672,5.77986,4.198815E-5,297994.8,297998.2
2.266084,5.014026E-4,3.141593,0.7853982,3.141593,4476.892,0.1476364,-4.536398E7,1677.59,1.212327E8,1677.59,1.000031,0.3215028,1.54074E-5,0.04717891,9.521746E-5,0.03035977,0.09771208,0.001833367,8.082218E-4,4.413315E-4,0.002023297,0.01092282,0.3298675,1.498234E-4,0.03666577,0.004565542,4.892717E-4,1.436665E-4,1.315435E-4,0.04340149,7.857989E-4,0.001414747,1.032119E-6,9.260575E-4,0.002945202,0.003227186,0.006127568,0.02073881,0.006485315,0.01695504,0.005626768,5.77986,4.198816E-5,297994.8,297998.1
2.272056,5.027364E-4,3.141593,0.7853982,3.141593,4476.713,0.1476364,-4.302796E7,1677.506,1.212254E8,1677.506,1.000031,0.3215034,1.541498E-5,0.04719568,9.511534E-5,0.03032016,0.09779188,0.001830997,8.072294E-4,4.406007E-4,0.002024509,0.01090908,0.3298469,1.498445E-4,0.03671013,0.004542068,4.866571E-4,1.430111E-4,1.308871E-4,0.04330763,7.835611E-4,0.001404547,1.026691E-6,9.272206E-4,0.002947245,0.003233669,0.00613123,0.0207493,0.006477368,0.01700476,0.005633819,5.779804,4.198985E-5,297991.8,297995.1
2.280147,5.045438E-4,3.141593,0.7853982,3.141593,4476.471,0.1476364,-4.12562E7,1677.393,1.212155E8,1677.393,1.000031,0.3215043,1.541097E-5,0.04721819,9.507143E-5,0.03026673,0.0978996,0.001827778,8.058729E-4,4.396317E-4,0.002026158,0.0108905,0.3298189,1.497541E-4,0.03676993,0.004510511,4.831572E-4,1.421313E-4,1.300034E-4,0.04318092,7.805892E-4,0.001390895,1.01935E-6,9.288291E-4,0.002950002,0.00324244,0.006136159,0.02076338,0.006466618,0.01707301,0.005643388,5.779728,4.199212E-5,297988.1,297991.3
2.281981,5.049535E-4,3.141593,0.7853982,3.141593,4476.415,0.1476364,-4.105375E7,1677.368,1.212132E8,1677.368,1.000031,0.3215045,1.540864E-5,0.04722329,9.508441E-5,0.03025482,0.09792395,0.001827052,8.055605E-4,4.394122E-4,0.002026533,0.01088629,0.3298125,1.497268E-4,0.03678345,0.004503402,4.823679E-4,1.419331E-4,1.298044E-4,0.04315228,7.799127E-4,0.001387829,1.017707E-6,9.291925E-4,0.002950628,0.003244426,0.006137271,0.02076655,0.006464186,0.01708853,0.005645555,5.77971,4.199264E-5,297987.5,297990.7
2.289128,5.065503E-4,3.141593,0.7853982,3.141593,4476.202,0.1476364,-4.191908E7,1677.268,1.212045E8,1677.268,1.000031,0.3215052,1.540169E-5,0.04724306,9.504225E-5,0.03020773,0.09801862,0.001824233,8.043337E-4,4.385571E-4,0.002027989,0.01086992,0.3297876,1.496049E-4,0.03683596,0.00447585,4.793056E-4,1.41167E-4,1.290337E-4,0.04304097,7.77276E-4,0.001375975,1.011233E-6,9.306001E-4,0.002953073,0.003252156,0.006141582,0.02077883,0.006454726,0.01714915,0.005653998,5.779644,4.199464E-5,297984.1,297987.3
2.291134,5.069984E-4,3.141593,0.7853982,3.141593,4476.143,0.1476364,-4.752892E7,1677.241,1.21202E8,1677.241,1.000031,0.3215054,1.539721E-5,0.0472486,9.49962E-5,0.03019476,0.09804513,0.001823445,8.03986E-4,4.383169E-4,0.002028398,0.01086533,0.3297806,1.495598E-4,0.03685065,0.004468163,4.784503E-4,1.409534E-4,1.288188E-4,0.04300982,7.765339E-4,0.001372677,1.009421E-6,9.309931E-4,0.002953762,0.003254322,0.006142786,0.02078226,0.006452076,0.01716618,0.005656365,5.779625,4.199519E-5,297983.4,297986.7
2.291185,5.070097E-4,3.141593,0.7853982,3.141593,4476.141,0.1476364,-4.394563E7,1677.24,1.21202E8,1677.24,1.000031,0.3215054,1.539697E-5,0.04724874,9.499522E-5,0.03019451,0.09804579,0.001823426,8.039773E-4,4.383109E-4,0.002028409,0.01086522,0.3297804,1.495579E-4,0.03685102,0.00446797,4.784287E-4,1.409481E-4,1.288134E-4,0.04300904,7.765151E-4,0.001372594,1.009375E-6,9.310029E-4,0.002953779,0.003254377,0.006142816,0.02078235,0.00645201,0.01716661,0.005656425,5.779624,4.199521E-5,297983.5,297986.8
2.291296,5.070347E-4,3.141593,0.7853982,3.141593,4476.138,0.1476364,-3.928208E7,1677.238,1.212018E8,1677.238,1.000031,0.3215054,1.539558E-5,0.04724905,9.499424E-5,0.03019381,0.09804727,0.001823382,8.039579E-4,4.382974E-4,0.002028431,0.01086496,0.32978,1.495517E-4,0.03685184,0.004467542,4.783809E-4,1.409362E-4,1.288015E-4,0.0430073,7.76473E-4,0.001372411,1.009274E-6,9.310247E-4,0.002953817,0.003254497,0.006142884,0.02078254,0.006451862,0.01716756,0.005656557,5.779623,4.199524E-5,297983.5,297986.8
2.291359,5.070486E-4,3.141593,0.7853982,3.141593,4476.136,0.1476364,-4.537311E7,1677.238,1.212018E8,1677.238,1.000031,0.3215055,1.539485E-5,0.04724922,9.499806E-5,0.03019343,0.09804809,0.001823358,8.039472E-4,4.382898E-4,0.002028444,0.01086482,0.3297798,1.495475E-4,0.0368523,0.004467304,4.783542E-4,1.409296E-4,1.287948E-4,0.04300634,7.764494E-4,0.001372308,1.009218E-6,9.310368E-4,0.002953838,0.003254565,0.006142921,0.02078265,0.00645178,0.01716809,0.00565663,5.779623,4.199526E-5,297983.5,297986.8
2.291746,5.07135E-4,3.141593,0.7853982,3.141593,4476.124,0.1476364,-4.689544E7,1677.232,1.212013E8,1677.232,1.000031,0.3215055,1.539354E-5,0.04725029,9.502324E-5,0.03019098,0.0980532,0.001823207,8.038803E-4,4.382431E-4,0.002028523,0.01086394,0.3297784,1.495248E-4,0.03685513,0.004465824,4.781888E-4,1.408885E-4,1.287535E-4,0.04300034,7.763038E-4,0.001371674,1.00887E-6,9.311115E-4,0.002953971,0.003254983,0.006143153,0.02078331,0.00645127,0.01717136,0.005657086,5.779619,4.199537E-5,297983.5,297986.8
