Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_C3H3_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C6H5_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_BENZYNE_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H4C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,3.141593,0.7853982,3.141593,4649.86,0.1476364,-6.761988E10,1793.023,0.0,1793.023,1.0,0.3255728,1.13748E-23,2.310699E-17,4.088933E-22,1.198705E-19,3.656288E-20,2.795585E-22,9.337594E-23,1.092613E-24,7.65117E-24,1.062968E-24,1.54717E-21,2.399623E-27,6.012644E-24,0.1349213,2.432717E-26,8.008523E-29,1.748047E-28,4.109353E-25,2.812557E-31,0.4383164,0.1011895,1.570629E-25,3.520904E-26,1.548124E-26,7.184813E-28,2.954375E-26,9.121722E-25,3.472618E-17,3.151141E-36,5.947955,4.042627E-5,306568.8,306568.8
1.223058E-4,2.630616E-8,3.141593,0.7853982,3.141593,4648.781,0.1476364,-6.687866E10,1792.449,1.313408E8,1792.449,0.9999989,0.3255762,1.359256E-6,4.38232E-6,1.682209E-4,6.734646E-7,2.670474E-6,4.779337E-10,4.392183E-11,4.446687E-8,5.470162E-8,5.173257E-9,8.462206E-6,3.815545E-6,3.346064E-13,0.134832,0.001125102,6.73365E-7,3.912449E-7,5.346816E-6,1.687943E-11,0.4384978,0.0997622,1.067955E-12,1.286763E-15,2.892582E-14,7.538576E-13,1.218864E-8,1.390097E-9,7.741212E-17,4.103367E-10,5.947437,4.043565E-5,306542.1,306542.1
0.0014408,3.102663E-7,3.141593,0.7853982,3.141593,4637.97,0.1476364,-5.833734E10,1786.692,1.308342E8,1786.692,1.000001,0.3255632,3.447969E-5,4.828568E-4,0.001417766,1.818627E-4,7.022198E-5,3.040347E-7,3.978272E-8,6.417434E-6,6.919197E-6,3.955245E-6,6.340593E-4,2.520369E-4,1.856331E-9,0.1336848,0.01199107,8.497518E-5,4.7891E-5,4.333631E-4,2.472129E-7,0.439071,0.08571895,6.806197E-9,9.238982E-11,4.195802E-11,3.070874E-8,2.894488E-6,1.379762E-7,3.819696E-12,3.857669E-8,5.942144,4.052991E-5,306269.2,306269.2
0.004887091,1.055054E-6,3.141593,0.7853982,3.141593,4618.841,0.1476364,-3.260769E10,1775.671,1.298643E8,1775.671,1.000004,0.3253427,1.248181E-4,0.003335344,0.00231457,0.002693953,9.099363E-4,7.603205E-6,2.940634E-6,9.799284E-5,6.308234E-5,8.677339E-5,0.01094649,0.001312888,5.018029E-7,0.1294736,0.031089,6.973982E-4,3.875274E-4,0.005596392,4.068499E-5,0.4263772,0.05757617,6.729846E-7,3.786807E-8,3.156375E-9,5.055905E-6,4.827785E-5,2.4706E-6,2.151416E-9,6.811406E-7,5.929925,4.069776E-5,305639.5,305639.5
0.01096929,2.37358E-6,3.141593,0.7853982,3.141593,4610.137,0.1476364,-8.314762E9,1768.14,1.292015E8,1768.14,1.000006,0.3248203,1.378351E-4,0.00857187,0.002001888,0.009277925,0.003520581,5.690736E-5,2.953882E-5,3.954099E-4,2.076155E-4,3.863787E-4,0.04260199,0.001632924,1.284894E-5,0.1259148,0.04047878,0.001811811,0.001055017,0.01886174,3.955029E-4,0.3860984,0.02891785,7.287696E-6,1.141683E-6,2.135015E-7,4.86406E-5,2.009095E-4,2.077105E-5,5.937042E-8,5.79966E-6,5.915914,4.07746E-5,304917.3,304917.3
0.01742737,3.774453E-6,3.141593,0.7853982,3.141593,4610.287,0.1476364,-3.523781E9,1765.716,1.289882E8,1765.716,1.000006,0.3243545,1.104125E-4,0.01255957,0.001418332,0.01462999,0.005994079,1.419507E-4,7.411104E-5,6.263817E-4,3.572237E-4,7.599402E-4,0.07074446,0.001347875,5.594096E-5,0.1248755,0.03877932,0.002588632,0.001597069,0.02975205,8.554257E-4,0.3500966,0.01450124,1.842414E-5,5.084316E-6,1.387513E-6,1.150388E-4,3.705905E-4,6.838274E-5,2.471454E-7,1.885251E-5,5.907611,4.077327E-5,304489.4,304489.4
0.03003598,6.509134E-6,3.141593,0.7853982,3.141593,4610.484,0.1476364,-2.950807E9,1762.927,1.287427E8,1762.927,1.000006,0.3237876,7.47413E-5,0.01692998,7.583128E-4,0.02105533,0.009530874,3.310885E-4,1.684338E-4,8.804823E-4,5.942191E-4,0.001546395,0.1065637,9.165666E-4,2.200159E-4,0.122228,0.03155946,0.003485113,0.002279035,0.04309332,0.001491085,0.3030304,0.00413288,3.809432E-5,1.987752E-5,7.276854E-6,2.398295E-4,6.701921E-4,2.239E-4,1.047744E-6,6.180665E-5,5.898027,4.077153E-5,303995.4,303995.4
0.05885575,1.2764E-5,3.141593,0.7853982,3.141593,4603.834,0.1476364,-3.063711E9,1756.362,1.28165E8,1756.362,1.000007,0.3232016,4.920043E-5,0.02108867,3.75249E-4,0.02851466,0.01495601,7.720423E-4,3.814539E-4,0.001169861,9.340576E-4,0.003426754,0.1507876,5.909342E-4,7.899067E-4,0.1123737,0.02153238,0.004079958,0.00282658,0.05884723,0.002172238,0.2427206,3.647762E-4,6.914205E-5,7.115064E-5,3.401785E-5,4.747234E-4,0.001278782,7.100039E-4,5.635203E-6,1.999798E-4,5.884546,4.083042E-5,303300.5,303300.5
0.08313154,1.804097E-5,3.141593,0.7853982,3.141593,4596.869,0.1476364,-2.706845E9,1751.162,1.277074E8,1751.162,1.000009,0.3229323,4.287831E-5,0.02305317,3.058985E-4,0.03231355,0.01855131,0.001121834,5.483338E-4,0.001293808,0.001109013,0.00489988,0.1748021,5.0888E-4,0.001347268,0.1036273,0.01787277,0.003928871,0.002850673,0.06680806,0.002451056,0.2096079,1.110516E-4,9.305937E-5,1.238273E-4,6.553129E-5,6.531806E-4,0.0017774,0.001165868,1.33866E-5,3.313892E-4,5.876006,4.089229E-5,302860.8,302860.9
0.08322765,1.806187E-5,3.141593,0.7853982,3.141593,4596.843,0.1476364,-2.713361E9,1751.143,1.277057E8,1751.143,1.000009,0.3229314,4.286104E-5,0.02305993,3.057315E-4,0.03232636,0.01856461,0.00112315,5.489588E-4,0.001294161,0.001109589,0.004905368,0.1748851,5.08653E-4,0.001349543,0.1035942,0.01786215,0.003927848,0.002850454,0.06683452,0.0024519,0.2094937,1.107368E-4,9.315676E-5,1.240493E-4,6.566737E-5,6.538739E-4,0.001779379,0.001167704,1.342552E-5,3.319196E-4,5.875975,4.089252E-5,302859.3,302859.3
0.08324779,1.806626E-5,3.141593,0.7853982,3.141593,4596.837,0.1476364,-2.753724E9,1751.139,1.277054E8,1751.139,1.000009,0.3229312,4.285758E-5,0.02306135,3.056949E-4,0.03232917,0.0185674,0.001123426,5.490898E-4,0.001294234,0.00110971,0.004906518,0.1749025,5.086057E-4,0.00135002,0.1035873,0.01785993,0.003927634,0.002850408,0.06684006,0.002452076,0.2094697,1.106711E-4,9.317718E-5,1.240958E-4,6.56959E-5,6.540192E-4,0.001779793,0.001168089,1.343369E-5,3.320308E-4,5.875968,4.089257E-5,302859.1,302859.1
0.08326812,1.807068E-5,3.141593,0.7853982,3.141593,4596.831,0.1476364,-2.696865E9,1751.135,1.27705E8,1751.135,1.000009,0.322931,4.285381E-5,0.02306278,3.05657E-4,0.03233185,0.01857021,0.001123704,5.49222E-4,0.001294309,0.001109831,0.004907678,0.1749201,5.085579E-4,0.001350502,0.1035803,0.01785768,0.003927417,0.002850362,0.06684565,0.002452255,0.2094456,1.10605E-4,9.319778E-5,1.241428E-4,6.572469E-5,6.541658E-4,0.001780212,0.001168478,1.344193E-5,3.32143E-4,5.875962,4.089262E-5,302858.7,302858.8
0.08364719,1.815314E-5,3.141593,0.7853982,3.141593,4596.726,0.1476364,-2.708385E9,1751.059,1.276983E8,1751.059,1.000009,0.3229275,4.278125E-5,0.02308938,3.049762E-4,0.03238217,0.01862258,0.001128889,5.516842E-4,0.00129569,0.001112096,0.004929292,0.1752467,5.076495E-4,0.001359481,0.1034499,0.01781603,0.003923364,0.002849481,0.06694964,0.002455562,0.2089965,1.093893E-4,9.35822E-5,1.250193E-4,6.626229E-5,6.568995E-4,0.001788016,0.001175722,1.359623E-5,3.342358E-4,5.875841,4.089356E-5,302852.8,302852.9
0.08367277,1.815871E-5,3.141593,0.7853982,3.141593,4596.719,0.1476364,-2.702024E9,1751.054,1.276978E8,1751.054,1.000009,0.3229273,4.277642E-5,0.02309117,3.049348E-4,0.03238554,0.01862611,0.001129239,5.518502E-4,0.001295783,0.001112248,0.004930749,0.1752686,5.075877E-4,0.001360087,0.1034412,0.01781323,0.00392309,0.002849421,0.06695663,0.002455784,0.2089663,1.093085E-4,9.360815E-5,1.250785E-4,6.62986E-5,6.570839E-4,0.001788542,0.001176211,1.360668E-5,3.34377E-4,5.875833,4.089362E-5,302852.4,302852.4
0.08437056,1.831051E-5,3.141593,0.7853982,3.141593,4596.525,0.1476364,-2.684477E9,1750.914,1.276855E8,1750.914,1.000009,0.3229208,4.265159E-5,0.02313988,3.037303E-4,0.03247741,0.01872225,0.001138757,5.563703E-4,0.001298287,0.001116385,0.004970411,0.1758665,5.059427E-4,0.001376634,0.1032019,0.01773741,0.003915555,0.002847735,0.06714665,0.002461806,0.2081442,1.071636E-4,9.431673E-5,1.266962E-4,6.729143E-5,6.621123E-4,0.00180291,0.001189553,1.389357E-5,3.382313E-4,5.87561,4.089534E-5,302841.3,302841.4
0.08473819,1.839049E-5,3.141593,0.7853982,3.141593,4596.423,0.1476364,-2.703612E9,1750.84,1.27679E8,1750.84,1.000009,0.3229175,4.258494E-5,0.02316542,3.031598E-4,0.03252551,0.01877278,0.001143758,5.587457E-4,0.001299587,0.001118549,0.004991245,0.1761798,5.050907E-4,0.001385361,0.1030761,0.01769788,0.003911549,0.002846814,0.06724607,0.002464942,0.2077134,1.060775E-4,9.469055E-5,1.275505E-4,6.781605E-5,6.647597E-4,0.001810481,0.001196584,1.404613E-5,3.402628E-4,5.875494,4.089626E-5,302835.8,302835.9
0.0849407,1.843455E-5,3.141593,0.7853982,3.141593,4596.366,0.1476364,-2.687174E9,1750.799,1.276755E8,1750.799,1.000009,0.3229156,4.25464E-5,0.02317946,3.028836E-4,0.03255201,0.01880057,0.00114651,5.600527E-4,0.001300297,0.001119737,0.005002704,0.176352,5.046042E-4,0.001390171,0.103007,0.01767621,0.00390933,0.002846298,0.06730063,0.002466656,0.2074768,1.05492E-4,9.489666E-5,1.280218E-4,6.810553E-5,6.662176E-4,0.001814652,0.001200459,1.413057E-5,3.413822E-4,5.875429,4.089676E-5,302832.6,302832.7
0.0852322,1.849797E-5,3.141593,0.7853982,3.141593,4596.285,0.1476364,-2.682862E9,1750.741,1.276703E8,1750.741,1.000009,0.3229129,4.249636E-5,0.02319964,3.024393E-4,0.03258997,0.01884052,0.001150466,5.619317E-4,0.001301313,0.001121441,0.005019176,0.1765991,5.039262E-4,0.001397097,0.1029076,0.01764519,0.003906123,0.002845544,0.06737892,0.002469115,0.2071371,1.046645E-4,9.519349E-5,1.287008E-4,6.852276E-5,6.683153E-4,0.001820655,0.001206036,1.425262E-5,3.429937E-4,5.875337,4.089748E-5,302828.0,302828.2
0.08526239,1.850454E-5,3.141593,0.7853982,3.141593,4596.277,0.1476364,-2.673585E9,1750.735,1.276698E8,1750.735,1.000009,0.3229127,4.249108E-5,0.02320172,3.023938E-4,0.03259396,0.01884466,0.001150876,5.621261E-4,0.001301418,0.001121617,0.00502088,0.1766247,5.038571E-4,0.001397815,0.1028973,0.01764199,0.00390579,0.002845465,0.06738701,0.002469369,0.2071019,1.045798E-4,9.522425E-5,1.287712E-4,6.856601E-5,6.685326E-4,0.001821277,0.001206614,1.42653E-5,3.431606E-4,5.875327,4.089756E-5,302827.7,302827.9
0.08538047,1.853023E-5,3.141593,0.7853982,3.141593,4596.244,0.1476364,-2.683519E9,1750.711,1.276677E8,1750.711,1.000009,0.3229116,4.246921E-5,0.02320988,3.021971E-4,0.03260938,0.01886082,0.001152476,5.628865E-4,0.001301826,0.001122305,0.005027543,0.1767246,5.03584E-4,0.001400622,0.1028571,0.01762948,0.003904485,0.002845155,0.06741863,0.002470359,0.2069646,1.042504E-4,9.534457E-5,1.290466E-4,6.873525E-5,6.693821E-4,0.001823709,0.001208874,1.431493E-5,3.438135E-4,5.87529,4.089784E-5,302825.9,302826.2
0.08556868,1.857118E-5,3.141593,0.7853982,3.141593,4596.192,0.1476364,-2.674983E9,1750.674,1.276644E8,1750.674,1.000009,0.3229099,4.243539E-5,0.02322286,3.018985E-4,0.03263373,0.01888657,0.001155026,5.640976E-4,0.001302475,0.0011234,0.005038155,0.1768836,5.031474E-4,0.001405097,0.102793,0.0176096,0.003902401,0.002844657,0.06746892,0.002471933,0.2067461,1.037313E-4,9.553642E-5,1.294858E-4,6.900522E-5,6.707358E-4,0.001827586,0.001212476,1.439425E-5,3.448543E-4,5.875231,4.089831E-5,302823.0,302823.2
0.08624993,1.87194E-5,3.141593,0.7853982,3.141593,4596.004,0.1476364,-2.668887E9,1750.538,1.276525E8,1750.538,1.000009,0.3229037,4.232342E-5,0.02326967,3.0078E-4,0.03272149,0.01897959,0.001164234,5.684728E-4,0.001304794,0.001127338,0.005076472,0.1774567,5.016406E-4,0.001421309,0.1025615,0.01753825,0.003894808,0.002842806,0.06764998,0.002477591,0.2059584,1.019108E-4,9.623152E-5,1.310789E-4,6.998472E-5,6.756332E-4,0.00184162,0.001225518,1.468353E-5,3.486229E-4,5.875016,4.089998E-5,302812.4,302812.7
0.08637332,1.874625E-5,3.141593,0.7853982,3.141593,4595.97,0.1476364,-2.689125E9,1750.514,1.276503E8,1750.514,1.000009,0.3229026,4.230247E-5,0.02327812,3.005843E-4,0.03273738,0.0189964,0.001165899,5.692638E-4,0.00130521,0.001128048,0.005083397,0.1775602,5.013715E-4,0.001424247,0.1025197,0.01752542,0.003893424,0.002842463,0.06768261,0.002478607,0.2058163,1.015906E-4,9.635756E-5,1.313679E-4,7.016251E-5,6.765198E-4,0.001844162,0.00122788,1.473629E-5,3.493057E-4,5.874978,4.090028E-5,302810.5,302810.9
0.08654524,1.878366E-5,3.141593,0.7853982,3.141593,4595.923,0.1476364,-2.660076E9,1750.48,1.276474E8,1750.48,1.000009,0.3229011,4.227391E-5,0.02328988,3.002894E-4,0.03275939,0.01901982,0.001168216,5.703652E-4,0.001305787,0.001129034,0.005093037,0.177704,5.009986E-4,0.001428342,0.1024615,0.0175076,0.003891492,0.002841981,0.06772799,0.00248002,0.2056186,1.011493E-4,9.653322E-5,1.317709E-4,7.041043E-5,6.777549E-4,0.001847704,0.001231173,1.480999E-5,3.502571E-4,5.874924,4.09007E-5,302807.9,302808.3
0.08699579,1.888169E-5,3.141593,0.7853982,3.141593,4595.8,0.1476364,-2.646114E9,1750.391,1.276395E8,1750.391,1.000009,0.322897,4.220095E-5,0.0233206,2.995502E-4,0.03281676,0.01908109,0.00117428,5.732477E-4,0.001307285,0.001131609,0.005118256,0.1780801,5.000332E-4,0.001439081,0.102309,0.01746118,0.003886407,0.002840696,0.06784644,0.002483701,0.205102,1.000183E-4,9.699393E-5,1.328286E-4,7.106123E-5,6.809908E-4,0.001856987,0.001239802,1.500419E-5,3.52751E-4,5.874783,4.09018E-5,302800.8,302801.2
0.0872473,1.893642E-5,3.141593,0.7853982,3.141593,4595.73,0.1476364,-2.648809E9,1750.341,1.276351E8,1750.341,1.000009,0.3228948,4.215921E-5,0.02333771,2.992043E-4,0.0328487,0.01911524,0.001177659,5.748543E-4,0.001308113,0.00113304,0.005132307,0.1782893,4.994967E-4,0.001445079,0.1022241,0.01743544,0.003883554,0.002839965,0.06791228,0.00248574,0.2048145,9.940278E-5,9.725137E-5,1.3342E-4,7.14252E-5,6.827965E-4,0.00186217,0.001244621,1.511325E-5,3.541436E-4,5.874705,4.090242E-5,302797.0,302797.5
0.08733891,1.895635E-5,3.141593,0.7853982,3.141593,4595.705,0.1476364,-2.646208E9,1750.323,1.276336E8,1750.323,1.000009,0.322894,4.214344E-5,0.02334393,2.990697E-4,0.03286031,0.01912767,0.001178889,5.75439E-4,0.001308413,0.001133561,0.005137419,0.1783654,4.992987E-4,0.001447265,0.1021932,0.01742609,0.003882512,0.002839697,0.0679362,0.00248648,0.20471,9.918144E-5,9.734518E-5,1.336355E-4,7.155789E-5,6.834541E-4,0.001864057,0.001246376,1.51531E-5,3.546509E-4,5.874676,4.090264E-5,302795.6,302796.0
0.09063682,1.967403E-5,3.141593,0.7853982,3.141593,4594.811,0.1476364,-2.58629E9,1749.681,1.275771E8,1749.681,1.000009,0.322865,4.163647E-5,0.02356461,2.940742E-4,0.03326946,0.01957175,0.001222768,5.963105E-4,0.001318728,0.001151871,0.005319705,0.1810624,4.926271E-4,0.001526173,0.1010894,0.01709999,0.00384422,0.002829222,0.06877973,0.002512321,0.2010067,9.209559E-5,1.007367E-4,1.414545E-4,7.637625E-5,7.070871E-4,0.001932051,0.001309609,1.663076E-5,3.72932E-4,5.873664,4.09106E-5,302744.0,302744.6
0.09091112,1.973373E-5,3.141593,0.7853982,3.141593,4594.738,0.1476364,-2.567474E9,1749.629,1.275724E8,1749.629,1.000009,0.3228626,4.159423E-5,0.0235827,2.936628E-4,0.03330301,0.01960839,0.001226383,5.980303E-4,0.001319544,0.00115336,0.005334713,0.1812832,4.920836E-4,0.001532756,0.1009984,0.01707371,0.003840973,0.002828286,0.06884837,0.002514397,0.2007037,9.15757E-5,1.0102E-4,1.421099E-4,7.678055E-5,7.090494E-4,0.001937709,0.001314872,1.675746E-5,3.74454E-4,5.87358,4.091126E-5,302740.0,302740.7
0.09092622,1.973701E-5,3.141593,0.7853982,3.141593,4594.733,0.1476364,-2.577658E9,1749.626,1.275722E8,1749.626,1.000009,0.3228625,4.15916E-5,0.0235837,2.936402E-4,0.03330485,0.01961041,0.001226582,5.981248E-4,0.001319589,0.001153442,0.005335538,0.1812953,4.920533E-4,0.001533119,0.1009934,0.01707227,0.003840794,0.002828234,0.06885214,0.002514511,0.2006871,9.154737E-5,1.010356E-4,1.42146E-4,7.680282E-5,7.091574E-4,0.00193802,0.001315162,1.676444E-5,3.745378E-4,5.873576,4.091129E-5,302739.8,302740.5
0.09217764,2.000938E-5,3.141593,0.7853982,3.141593,4594.399,0.1476364,-2.560175E9,1749.386,1.275511E8,1749.386,1.000009,0.3228518,4.14051E-5,0.0236657,2.918409E-4,0.03345553,0.01977703,0.00124301,6.059377E-4,0.00132323,0.001160166,0.005403699,0.1822954,4.895948E-4,0.00156319,0.10058,0.01695399,0.003825876,0.002823845,0.06916227,0.002523843,0.199315,8.929659E-5,1.023305E-4,1.451463E-4,7.865422E-5,7.181022E-4,0.00196384,0.001339179,1.73501E-5,3.814843E-4,5.873199,4.091428E-5,302720.5,302721.1
0.09281919,2.014902E-5,3.141593,0.7853982,3.141593,4594.228,0.1476364,-2.548459E9,1749.264,1.275403E8,1749.264,1.000009,0.3228464,4.130933E-5,0.02370743,2.909566E-4,0.03353214,0.0198621,0.001251389,6.09922E-4,0.001325047,0.001163572,0.005438452,0.1828039,4.883595E-4,0.00157863,0.1003691,0.01689432,0.003818165,0.002821522,0.06931944,0.00252854,0.1986177,8.821328E-5,1.029958E-4,1.466906E-4,7.960755E-5,7.226836E-4,0.001977081,0.001351495,1.765513E-5,3.85047E-4,5.873006,4.09158E-5,302710.9,302711.6
0.09288574,2.016351E-5,3.141593,0.7853982,3.141593,4594.21,0.1476364,-2.577852E9,1749.251,1.275392E8,1749.251,1.000009,0.3228458,4.129924E-5,0.02371175,2.908653E-4,0.0335402,0.01987091,0.001252257,6.103345E-4,0.001325233,0.001163924,0.005442049,0.1828565,4.882298E-4,0.001580232,0.1003472,0.01688816,0.003817363,0.002821278,0.06933567,0.002529024,0.1985456,8.810352E-5,1.030649E-4,1.46851E-4,7.97066E-5,7.231586E-4,0.001978454,0.001352773,1.768696E-5,3.854166E-4,5.872986,4.091595E-5,302710.0,302710.8
0.09295541,2.017867E-5,3.141593,0.7853982,3.141593,4594.192,0.1476364,-2.554369E9,1749.238,1.27538E8,1749.238,1.000009,0.3228452,4.128735E-5,0.02371627,2.907678E-4,0.03354857,0.01988013,0.001253165,6.107662E-4,0.001325428,0.001164292,0.005445814,0.1829115,4.880925E-4,0.00158191,0.1003244,0.01688173,0.003816523,0.002821023,0.06935266,0.002529529,0.1984702,8.798911E-5,1.031372E-4,1.47019E-4,7.981034E-5,7.236559E-4,0.001979892,0.001354111,1.772031E-5,3.858035E-4,5.872965,4.091612E-5,302709.1,302710.0
0.09306504,2.020254E-5,3.141593,0.7853982,3.141593,4594.163,0.1476364,-2.555864E9,1749.217,1.275362E8,1749.217,1.000009,0.3228443,4.126816E-5,0.02372337,2.906172E-4,0.03356165,0.01989463,0.001254593,6.114452E-4,0.001325734,0.001164871,0.005451735,0.182998,4.878703E-4,0.00158455,0.1002884,0.01687161,0.003815201,0.00282062,0.06937934,0.002530321,0.1983516,8.781014E-5,1.03251E-4,1.472835E-4,7.997364E-5,7.244385E-4,0.001982155,0.001356216,1.777287E-5,3.864125E-4,5.872932,4.091638E-5,302707.6,302708.5
0.09310188,2.021056E-5,3.141593,0.7853982,3.141593,4594.153,0.1476364,-2.557665E9,1749.21,1.275356E8,1749.21,1.000009,0.322844,4.126186E-5,0.02372576,2.905695E-4,0.03356611,0.01989951,0.001255072,6.116733E-4,0.001325837,0.001165065,0.005453724,0.1830271,4.877945E-4,0.001585438,0.1002764,0.01686821,0.003814756,0.002820485,0.0693883,0.002530587,0.1983118,8.775028E-5,1.032893E-4,1.473724E-4,8.002854E-5,7.247014E-4,0.001982916,0.001356923,1.779056E-5,3.866171E-4,5.872921,4.091646E-5,302707.1,302708.1
0.09326439,2.024593E-5,3.141593,0.7853982,3.141593,4594.11,0.1476364,-2.595586E9,1749.179,1.275328E8,1749.179,1.000009,0.3228426,4.123389E-5,0.02373627,2.903537E-4,0.03358566,0.01992099,0.001257188,6.12679E-4,0.001326288,0.001165921,0.005462492,0.1831551,4.874568E-4,0.001589353,0.1002231,0.01685325,0.003812794,0.002819885,0.06942778,0.002531756,0.1981363,8.748798E-5,1.034581E-4,1.477646E-4,8.02708E-5,7.258611E-4,0.001986271,0.001360044,1.786867E-5,3.875198E-4,5.872872,4.091685E-5,302705.1,302706.2
0.09327789,2.024887E-5,3.141593,0.7853982,3.141593,4594.106,0.1476364,-2.54632E9,1749.176,1.275326E8,1749.176,1.000009,0.3228425,4.123124E-5,0.02373715,2.903353E-4,0.03358724,0.01992277,0.001257363,6.127625E-4,0.001326325,0.001165992,0.00546322,0.1831657,4.874281E-4,0.001589678,0.1002187,0.01685201,0.003812631,0.002819835,0.06943105,0.002531853,0.1981217,8.746632E-5,1.034721E-4,1.477972E-4,8.029092E-5,7.259574E-4,0.001986549,0.001360303,1.787516E-5,3.875948E-4,5.872868,4.091688E-5,302704.9,302706.0
0.09388293,2.038057E-5,3.141593,0.7853982,3.141593,4593.945,0.1476364,-2.535144E9,1749.061,1.275225E8,1749.061,1.000009,0.3228375,4.113923E-5,0.02377618,2.895323E-4,0.03365866,0.02000261,0.001265222,6.164997E-4,0.001327984,0.001169163,0.005495788,0.1836406,4.861838E-4,0.001604264,0.100021,0.01679667,0.003805308,0.002817581,0.06957728,0.002536177,0.1974709,8.651474E-5,1.041008E-4,1.492602E-4,8.119452E-5,7.302725E-4,0.00199904,0.001371921,1.816776E-5,3.909561E-4,5.872688,4.091831E-5,302695.9,302697.2
0.09399932,2.040591E-5,3.141593,0.7853982,3.141593,4593.915,0.1476364,-2.553087E9,1749.039,1.275206E8,1749.039,1.000009,0.3228365,4.112322E-5,0.02378367,2.893812E-4,0.03367239,0.02001794,0.001266731,6.172173E-4,0.001328299,0.00116977,0.005502041,0.1837317,4.85958E-4,0.001607071,0.09998308,0.01678609,0.003803895,0.002817143,0.06960528,0.002537004,0.197346,8.633588E-5,1.042219E-4,1.495421E-4,8.136863E-5,7.311022E-4,0.002001443,0.001374156,1.822438E-5,3.916028E-4,5.872653,4.091858E-5,302694.2,302695.5
0.09401681,2.040971E-5,3.141593,0.7853982,3.141593,4593.91,0.1476364,-2.547984E9,1749.036,1.275203E8,1749.036,1.000009,0.3228363,4.112085E-5,0.0237848,2.893575E-4,0.03367447,0.02002025,0.001266958,6.173251E-4,0.001328347,0.001169861,0.005502979,0.1837453,4.859245E-4,0.001607493,0.09997737,0.0167845,0.003803683,0.002817077,0.06960949,0.002537128,0.1973273,8.630913E-5,1.042401E-4,1.495844E-4,8.139479E-5,7.312268E-4,0.002001804,0.001374492,1.823289E-5,3.916999E-4,5.872648,4.091863E-5,302694.0,302695.3
0.09409245,2.042618E-5,3.141593,0.7853982,3.141593,4593.89,0.1476364,-2.565669E9,1749.022,1.27519E8,1749.022,1.000009,0.3228357,4.110953E-5,0.02378966,2.892565E-4,0.03368345,0.02003021,0.001267938,6.177913E-4,0.001328551,0.001170255,0.00550704,0.1838045,4.857793E-4,0.001609318,0.09995272,0.01677764,0.003802764,0.002816791,0.06962767,0.002537663,0.1972463,8.619375E-5,1.043187E-4,1.497677E-4,8.1508E-5,7.317659E-4,0.002003366,0.001375945,1.826975E-5,3.921202E-4,5.872625,4.09188E-5,302693.0,302694.4
0.09411653,2.043142E-5,3.141593,0.7853982,3.141593,4593.884,0.1476364,-2.534301E9,1749.017,1.275186E8,1749.017,1.000009,0.3228355,4.110576E-5,0.02379121,2.892246E-4,0.03368626,0.02003338,0.001268249,6.179396E-4,0.001328616,0.00117038,0.005508332,0.1838233,4.857327E-4,0.001609899,0.09994487,0.01677545,0.003802471,0.0028167,0.06963345,0.002537834,0.1972205,8.615713E-5,1.043438E-4,1.49826E-4,8.154405E-5,7.319376E-4,0.002003863,0.001376407,1.828149E-5,3.92254E-4,5.872618,4.091886E-5,302692.7,302694.0
