Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_C6H5CHCH3_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_FLUORENE_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C6H5C2H4C6H5_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Mole_fraction_NPBENZ_PFRC2 (),Mole_fraction_C10H10_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
7.8,0.01004832,6.283185,3.141593,6.283185,749.6522,0.2720914,631834.1,1097.27,1.403252E8,1097.27,1.000005,0.8996038,0.004157534,7.422431E-7,4.087557E-4,0.01131643,8.521216E-4,2.18961E-6,9.299124E-6,2.228916E-6,1.962857E-4,6.703339E-6,0.01441483,2.282334E-6,1.183673E-5,0.01853867,5.181917E-5,4.460236E-4,0.00148123,0.04040749,0.007743681,6.415893E-5,5.142601E-6,3.057941E-5,1.161949E-5,1.094593E-4,2.761417E-5,6.061011E-5,9.220416E-6,1.73902E-5,1.510623E-6,10.40243,1.155327E-4,654548.1,654548.1
8.0,0.01031535,6.283185,3.141593,6.283185,748.2902,0.2720914,633989.4,1095.254,1.399702E8,1095.254,1.000005,0.8994779,0.004188761,7.127692E-7,4.16825E-4,0.01140167,8.568092E-4,2.214449E-6,9.389286E-6,2.297418E-6,1.99234E-4,6.819747E-6,0.0145346,2.347585E-6,1.209218E-5,0.01853167,5.032424E-5,4.492315E-4,0.001491007,0.04029931,0.007719014,6.380179E-5,5.235421E-6,3.10808E-5,1.1707E-5,1.104311E-4,2.797286E-5,6.018343E-5,9.362297E-6,1.759286E-5,1.538473E-6,10.40221,1.15743E-4,654534.3,654534.3
8.2,0.01058287,6.283185,3.141593,6.283185,746.9299,0.2720914,635034.6,1093.241,1.396161E8,1093.241,1.000005,0.8993579,0.004218501,6.845265E-7,4.247389E-4,0.01148287,8.612133E-4,2.238302E-6,9.476693E-6,2.365785E-6,2.020697E-4,6.931626E-6,0.01464905,2.411605E-6,1.234039E-5,0.01852479,4.887405E-5,4.522875E-4,0.001500279,0.04019593,0.007695788,6.345687E-5,5.325099E-6,3.156319E-5,1.179066E-5,1.113608E-4,2.831797E-5,5.976635E-5,9.499147E-6,1.778915E-5,1.56537E-6,10.40201,1.159538E-4,654521.6,654521.6
8.4,0.01085087,6.283185,3.141593,6.283185,745.5714,0.2720914,635014.5,1091.233,1.392627E8,1091.233,1.000005,0.8992432,0.004246829,6.574574E-7,4.324984E-4,0.01156022,8.653503E-4,2.261209E-6,9.56145E-6,2.434006E-6,2.047966E-4,7.039111E-6,0.01475842,2.47438E-6,1.258146E-5,0.01851804,4.746708E-5,4.551996E-4,0.001509072,0.04009712,0.007673923,6.312349E-5,5.411713E-6,3.202717E-5,1.187064E-5,1.122505E-4,2.865003E-5,5.935848E-5,9.631128E-6,1.797925E-5,1.591335E-6,10.40182,1.161651E-4,654509.7,654509.7
8.6,0.01111937,6.283185,3.141593,6.283185,744.2148,0.2720914,633969.6,1089.23,1.3891E8,1089.23,1.000005,0.8991338,0.004273811,6.315077E-7,4.401048E-4,0.0116339,8.692357E-4,2.283205E-6,9.643655E-6,2.502065E-6,2.074185E-4,7.142335E-6,0.01486295,2.5359E-6,1.281552E-5,0.01851143,4.61019E-5,4.57975E-4,0.001517411,0.04000269,0.007653343,6.280104E-5,5.495345E-6,3.247328E-5,1.194712E-5,1.131018E-4,2.896957E-5,5.895948E-5,9.758395E-6,1.816334E-5,1.616389E-6,10.40164,1.163768E-4,654498.7,654498.7
8.8,0.01138835,6.283185,3.141593,6.283185,742.8601,0.2720914,631983.6,1087.23,1.38558E8,1087.23,1.000005,0.8990294,0.004299517,6.066265E-7,4.475592E-4,0.0117041,8.728845E-4,2.304326E-6,9.723407E-6,2.569949E-6,2.099389E-4,7.241424E-6,0.01496286,2.596159E-6,1.304268E-5,0.01850495,4.477711E-5,4.606211E-4,0.001525321,0.03991242,0.007633973,6.248893E-5,5.576071E-6,3.290208E-5,1.202027E-5,1.139165E-4,2.927705E-5,5.856909E-5,9.881098E-6,1.83416E-5,1.640554E-6,10.40148,1.165891E-4,654488.4,654488.4
9.0,0.01165783,6.283185,3.141593,6.283185,741.5073,0.2720914,629148.1,1085.235,1.382068E8,1085.235,1.000005,0.8989297,0.004324006,5.82765E-7,4.548629E-4,0.01177099,8.763105E-4,2.324605E-6,9.800795E-6,2.637643E-6,2.123612E-4,7.336507E-6,0.01505835,2.655151E-6,1.326307E-5,0.01849862,4.349138E-5,4.631445E-4,0.001532824,0.03982612,0.007615746,6.218661E-5,5.653968E-6,3.33141E-5,1.209026E-5,1.146962E-4,2.957296E-5,5.818704E-5,9.999385E-6,1.851419E-5,1.663852E-6,10.40133,1.168018E-4,654478.9,654478.9
9.2,0.0119278,6.283185,3.141593,6.283185,740.1565,0.2720914,625585.3,1083.243,1.378563E8,1083.243,1.000005,0.8988344,0.00434734,5.598759E-7,4.620174E-4,0.01183471,8.795268E-4,2.344075E-6,9.875905E-6,2.705135E-6,2.146889E-4,7.427714E-6,0.01514964,2.712877E-6,1.347684E-5,0.01849243,4.22434E-5,4.655513E-4,0.001539942,0.03974361,0.007598596,6.189346E-5,5.729116E-6,3.370989E-5,1.215722E-5,1.154425E-4,2.985776E-5,5.781306E-5,1.01134E-5,1.868129E-5,1.686305E-6,10.40119,1.17015E-4,654470.2,654470.2
9.4,0.01219826,6.283185,3.141593,6.283185,738.8076,0.2720914,621323.0,1081.256,1.375065E8,1081.256,1.000006,0.8987435,0.004369574,5.379151E-7,4.69024E-4,0.01189544,8.825457E-4,2.362767E-6,9.948818E-6,2.772411E-6,2.169251E-4,7.515174E-6,0.01523691,2.769339E-6,1.368411E-5,0.01848639,4.103199E-5,4.678476E-4,0.001546695,0.03966471,0.007582464,6.160908E-5,5.801591E-6,3.408998E-5,1.222131E-5,1.161569E-4,3.013187E-5,5.74469E-5,1.02233E-5,1.884304E-5,1.707936E-6,10.40106,1.172286E-4,654462.0,654462.0
9.6,0.01246921,6.283185,3.141593,6.283185,737.4606,0.2720914,616438.8,1079.272,1.371574E8,1079.272,1.000006,0.8986567,0.004390762,5.168412E-7,4.758842E-4,0.0119533,8.853787E-4,2.380712E-6,1.001961E-5,2.839458E-6,2.190732E-4,7.599013E-6,0.01532033,2.824539E-6,1.388504E-5,0.0184805,3.985598E-5,4.70039E-4,0.001553103,0.03958927,0.007567291,6.133299E-5,5.871472E-6,3.445488E-5,1.228265E-5,1.168407E-4,3.039572E-5,5.708833E-5,1.032921E-5,1.899959E-5,1.728767E-6,10.40094,1.174427E-4,654454.5,654454.5
9.8,0.01274066,6.283185,3.141593,6.283185,736.1157,0.2720914,611079.0,1077.293,1.36809E8,1077.293,1.000006,0.8985738,0.004410953,4.966196E-7,4.825997E-4,0.01200843,8.880365E-4,2.397939E-6,1.008836E-5,2.906264E-6,2.211362E-4,7.679363E-6,0.01540009,2.878488E-6,1.407976E-5,0.01847476,3.871422E-5,4.721303E-4,0.001559182,0.03951712,0.007553026,6.106467E-5,5.938838E-6,3.480513E-5,1.234138E-5,1.174953E-4,3.064972E-5,5.673715E-5,1.043127E-5,1.915109E-5,1.748821E-6,10.40083,1.176573E-4,654447.6,654447.6
10.0,0.0130126,6.283185,3.141593,6.283185,734.7729,0.2720914,605304.6,1075.317,1.364613E8,1075.317,1.000006,0.8984946,0.004430196,4.772121E-7,4.891721E-4,0.01206096,8.905294E-4,2.414476E-6,1.015512E-5,2.972816E-6,2.231172E-4,7.756343E-6,0.01547635,2.931192E-6,1.426844E-5,0.01846917,3.760562E-5,4.741268E-4,0.001564951,0.03944812,0.007539617,6.080369E-5,6.003764E-6,3.514123E-5,1.23976E-5,1.18122E-4,3.089427E-5,5.639317E-5,1.052963E-5,1.929769E-5,1.768121E-6,10.40073,1.178723E-4,654441.2,654441.2
10.2,0.01328504,6.283185,3.141593,6.283185,733.4321,0.2720914,599188.8,1073.345,1.361142E8,1073.345,1.000006,0.8984189,0.004448536,4.585844E-7,4.95603E-4,0.01211102,8.928671E-4,2.430351E-6,1.021998E-5,3.039101E-6,2.250191E-4,7.830076E-6,0.01554926,2.982662E-6,1.445121E-5,0.01846373,3.652911E-5,4.760331E-4,0.001570425,0.03938212,0.007527015,6.05496E-5,6.066324E-6,3.546366E-5,1.245144E-5,1.187219E-4,3.112974E-5,5.60562E-5,1.06244E-5,1.943951E-5,1.786689E-6,10.40064,1.180878E-4,654435.4,654435.4
10.4,0.01355798,6.283185,3.141593,6.283185,732.0933,0.2720914,592647.0,1071.377,1.357679E8,1071.377,1.000006,0.8983467,0.004466016,4.40702E-7,5.018942E-4,0.01215872,8.950583E-4,2.445589E-6,1.028298E-5,3.105108E-6,2.268447E-4,7.900685E-6,0.01561896,3.032912E-6,1.462823E-5,0.01845845,3.548377E-5,4.778534E-4,0.001575619,0.03931899,0.007515178,6.030217E-5,6.126594E-6,3.577292E-5,1.2503E-5,1.192964E-4,3.135649E-5,5.572608E-5,1.071571E-5,1.957669E-5,1.804547E-6,10.40055,1.183037E-4,654430.0,654430.0
10.6,0.01383142,6.283185,3.141593,6.283185,730.7567,0.2720914,585714.4,1069.413,1.354222E8,1069.413,1.000006,0.8982776,0.004482678,4.235334E-7,5.080474E-4,0.01220417,8.971118E-4,2.460216E-6,1.034419E-5,3.170822E-6,2.28597E-4,7.968283E-6,0.01568561,3.081956E-6,1.479965E-5,0.01845331,3.44686E-5,4.79592E-4,0.001580548,0.03925861,0.007504062,6.006095E-5,6.184647E-6,3.606947E-5,1.255238E-5,1.198464E-4,3.157488E-5,5.540264E-5,1.08037E-5,1.970937E-5,1.821718E-6,10.40047,1.185201E-4,654425.1,654425.1
10.8,0.01410536,6.283185,3.141593,6.283185,729.4222,0.2720914,578344.3,1067.453,1.350772E8,1067.453,1.000006,0.8982117,0.004498561,4.070478E-7,5.140645E-4,0.01224747,8.990356E-4,2.474256E-6,1.040367E-5,3.236233E-6,2.302784E-4,8.032984E-6,0.01574934,3.129806E-6,1.496561E-5,0.01844833,3.348266E-5,4.812529E-4,0.001585226,0.03920084,0.007493626,5.98256E-5,6.240552E-6,3.635378E-5,1.259969E-5,1.203731E-4,3.178523E-5,5.508577E-5,1.088848E-5,1.983766E-5,1.838223E-6,10.4004,1.18737E-4,654420.6,654420.6
