Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CO_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_RALD3_PFRC2 (),Mole_fraction_C2H3CHO_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C4H8O_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_FLUORENE_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C6H5C2H4C6H5_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
10.87944,0.01134362,6.283185,3.141593,6.283185,917.8738,0.2770664,-1523241.0,1317.135,1.79023E8,1317.135,0.9999985,0.8485508,1.584297E-4,0.03621479,1.457535E-6,3.662164E-4,0.02386922,0.008718891,-4.788949E-5,-7.165478E-5,1.7424E-4,2.530632E-4,9.551897E-5,0.05544856,0.001287059,-5.625877E-5,0.01569271,5.552779E-5,1.648318E-4,0.004056905,0.001814509,6.364443E-6,2.104219E-4,5.448865E-4,7.871408E-5,0.001057281,2.713326E-4,9.485675E-7,7.884242E-5,1.424279E-4,5.382499E-4,10.38485,9.608399E-5,655013.2,655043.4
10.92692,0.01139536,6.283185,3.141593,6.283185,917.4694,0.2770664,1486104.0,1316.551,1.789201E8,1316.551,0.9999986,0.8485327,1.576369E-4,0.03623212,1.980175E-6,3.671018E-4,0.02386932,0.008720005,-4.757215E-5,-7.124592E-5,1.741498E-4,2.533864E-4,9.53823E-5,0.0554679,0.001288497,-5.621418E-5,0.01566882,6.327392E-5,1.645152E-4,0.004054011,0.001808863,6.325885E-6,2.106917E-4,5.453298E-4,7.879315E-5,0.00105776,2.713285E-4,9.662704E-7,7.890306E-5,1.426626E-4,5.386216E-4,10.38481,9.612634E-5,655009.6,655040.0
10.93132,0.01140015,6.283185,3.141593,6.283185,917.4325,0.2770664,2301785.0,1316.498,1.789109E8,1316.498,0.9999986,0.8485307,1.571496E-4,0.03623422,2.112277E-6,3.671926E-4,0.02386928,0.008720111,-4.701386E-5,-7.160595E-5,1.741453E-4,2.534164E-4,9.536981E-5,0.05546968,0.00128865,-5.621016E-5,0.01566699,6.362345E-5,1.644884E-4,0.004053749,0.001808404,6.325076E-6,2.107182E-4,5.453718E-4,7.880043E-5,0.001057819,2.713308E-4,9.757165E-7,7.890711E-5,1.426887E-4,5.386603E-4,10.38482,9.61302E-5,655010.1,655042.4
10.94049,0.01141014,6.283185,3.141593,6.283185,917.3557,0.2770664,1648412.0,1316.387,1.788913E8,1316.387,0.9999986,0.8485265,1.56987E-4,0.03623813,1.998684E-6,3.674068E-4,0.02386966,0.008720299,-4.70106E-5,-7.147643E-5,1.74122E-4,2.534825E-4,9.534284E-5,0.0554736,0.00128895,-5.620105E-5,0.01566246,6.480118E-5,1.644231E-4,0.00405316,0.001807235,6.323349E-6,2.107829E-4,5.454622E-4,7.881457E-5,0.001057922,2.713315E-4,9.964767E-7,7.892559E-5,1.427398E-4,5.387402E-4,10.38481,9.613825E-5,655011.2,655043.5
10.97231,0.01144484,6.283185,3.141593,6.283185,917.0917,0.2770664,2324004.0,1316.007,1.788244E8,1316.007,0.9999986,0.8485131,1.564852E-4,0.0362512,2.013384E-6,3.681183E-4,0.02387033,0.008720948,-4.699929E-5,-7.101618E-5,1.740281E-4,2.537216E-4,9.524836E-5,0.0554877,0.001290022,-5.616865E-5,0.01564699,6.829862E-5,1.641973E-4,0.00405107,0.001803209,6.322404E-6,2.110265E-4,5.457867E-4,7.886174E-5,0.001058303,2.713354E-4,1.086784E-6,7.897967E-5,1.429249E-4,5.390286E-4,10.3848,9.616592E-5,655011.4,655043.7
11.0,0.01147503,6.283185,3.141593,6.283185,916.8638,0.2770664,2588493.0,1315.68,1.787668E8,1315.68,0.9999986,0.8485017,1.560421E-4,0.03626261,2.037247E-6,3.687249E-4,0.0238705,0.008721498,-4.698946E-5,-7.060928E-5,1.739447E-4,2.539351E-4,9.516543E-5,0.05550027,0.001290969,-5.613989E-5,0.01563407,7.055368E-5,1.639985E-4,0.004049219,0.001799645,6.32794E-6,2.112537E-4,5.46075E-4,7.890103E-5,0.001058642,2.7134E-4,1.173624E-6,7.902842E-5,1.430913E-4,5.392873E-4,10.3848,9.618983E-5,655009.8,655042.1
11.06757,0.01154875,6.283185,3.141593,6.283185,916.3121,0.2770664,3382506.0,1314.889,1.786276E8,1314.889,0.9999987,0.8484726,1.54946E-4,0.03629124,2.101644E-6,3.703215E-4,0.02387145,0.008722782,-4.696545E-5,-6.960194E-5,1.737685E-4,2.544714E-4,9.496093E-5,0.05553165,0.001293305,-5.606813E-5,0.01560387,7.409328E-5,1.635086E-4,0.004044608,0.001790793,6.361769E-6,2.118442E-4,5.467943E-4,7.899153E-5,0.001059483,2.713518E-4,1.368323E-6,7.91505E-5,1.435087E-4,5.399357E-4,10.38481,9.624774E-5,655008.4,655040.8
11.19332,0.01168606,6.283185,3.141593,6.283185,915.2959,0.2770664,4089609.0,1313.436,1.783719E8,1313.436,0.9999987,0.8484174,1.529125E-4,0.03634546,2.136903E-6,3.734503E-4,0.02387345,0.008724958,-4.69205E-5,-6.773267E-5,1.734476E-4,2.554939E-4,9.457678E-5,0.05559106,0.001297668,-5.593259E-5,0.01555137,7.636396E-5,1.626015E-4,0.004035908,0.001774207,6.459079E-6,2.129773E-4,5.48151E-4,7.914766E-5,0.001061057,2.713742E-4,1.592126E-6,7.938233E-5,1.443016E-4,5.411668E-4,10.38485,9.63546E-5,655007.8,655040.3
11.2,0.01169336,6.283185,3.141593,6.283185,915.2422,0.2770664,3964126.0,1313.359,1.783584E8,1313.359,0.9999988,0.8484143,1.52806E-4,0.03634838,2.125187E-6,3.736249E-4,0.02387363,0.008725065,-4.691809E-5,-6.763478E-5,1.734274E-4,2.555483E-4,9.455632E-5,0.05559421,0.001297898,-5.59254E-5,0.01554868,7.639035E-5,1.625538E-4,0.004035447,0.00177333,6.464813E-6,2.130368E-4,5.482229E-4,7.915569E-5,0.001061139,2.713754E-4,1.599357E-6,7.939464E-5,1.443437E-4,5.412322E-4,10.38485,9.636026E-5,655008.1,655040.6
11.4,0.01191208,6.283185,3.141593,6.283185,913.6349,0.2770664,3930645.0,1311.065,1.779546E8,1311.065,0.9999989,0.8483281,1.496894E-4,0.03643355,2.107843E-6,3.787462E-4,0.0238756,0.008727978,-4.68459E-5,-6.477469E-5,1.731975E-4,2.571847E-4,9.394254E-5,0.05568829,0.001304721,-5.571109E-5,0.01546964,7.631576E-5,1.611435E-4,0.004021684,0.001747414,6.629299E-6,2.1477E-4,5.503568E-4,7.938544E-5,0.001063577,2.714E-4,1.715764E-6,7.975929E-5,1.456006E-4,5.431793E-4,10.38494,9.652977E-5,655002.6,655035.2
11.6,0.01213118,6.283185,3.141593,6.283185,912.0321,0.2770664,3859281.0,1308.778,1.775521E8,1308.778,0.999999,0.8482429,1.46754E-4,0.03651702,2.052744E-6,3.840744E-4,0.02387833,0.008730246,-4.677367E-5,-6.208917E-5,1.731798E-4,2.588017E-4,9.332895E-5,0.05578011,0.001311347,-5.550183E-5,0.01539406,7.476848E-5,1.597789E-4,0.004008218,0.001722454,6.776103E-6,2.16385E-4,5.524252E-4,7.960146E-5,0.001065911,2.714123E-4,1.741879E-6,8.011336E-5,1.46831E-4,5.450775E-4,10.38505,9.669942E-5,655002.6,655035.4
11.74181,0.01228677,6.283185,3.141593,6.283185,910.8967,0.2770664,5062073.0,1307.158,1.772669E8,1307.158,0.9999991,0.8481832,1.447979E-4,0.03657478,2.068401E-6,3.879249E-4,0.02388111,0.008731472,-4.672227E-5,-6.030566E-5,1.731844E-4,2.599223E-4,9.289549E-5,0.05584312,0.001315899,-5.535814E-5,0.01534264,7.325164E-5,1.588455E-4,0.003998947,0.001705507,6.861707E-6,2.174553E-4,5.538362E-4,7.974956E-5,0.001067492,2.714159E-4,1.736249E-6,8.035546E-5,1.476779E-4,5.463791E-4,10.38512,9.681995E-5,655007.3,655040.2
11.8,0.01235066,6.283185,3.141593,6.283185,910.4313,0.2770664,3892357.0,1306.495,1.771502E8,1306.495,0.9999992,0.8481601,1.440297E-4,0.03659777,1.975277E-6,3.894258E-4,0.02388162,0.008731891,-4.670072E-5,-5.96074E-5,1.731324E-4,2.603721E-4,9.271849E-5,0.05586833,0.001317723,-5.530078E-5,0.01532228,7.248698E-5,1.584724E-4,0.003995239,0.001698769,6.889333E-6,2.178738E-4,5.543978E-4,7.980988E-5,0.00106812,2.71417E-4,1.726815E-6,8.045197E-5,1.480167E-4,5.468991E-4,10.38515,9.686945E-5,655005.9,655038.8
12.0,0.01257053,6.283185,3.141593,6.283185,908.8292,0.2770664,3773846.0,1304.211,1.767481E8,1304.211,0.9999993,0.8480813,1.414964E-4,0.03667514,1.931626E-6,3.947184E-4,0.023884,0.008732975,-4.662663E-5,-5.731047E-5,1.732152E-4,2.618974E-4,9.211063E-5,0.05595315,0.001323846,-5.510758E-5,0.01525297,7.061366E-5,1.572175E-4,0.003982731,0.001676264,6.97304E-6,2.192717E-4,5.562784E-4,8.001131E-5,0.001070205,2.714138E-4,1.704703E-6,8.077441E-5,1.491575E-4,5.486444E-4,10.38527,9.70402E-5,655005.5,655038.6
12.2,0.0127908,6.283185,3.141593,6.283185,907.2278,0.2770665,3678437.0,1301.927,1.763463E8,1301.927,0.9999995,0.8480051,1.391299E-4,0.03674994,1.877137E-6,4.000737E-4,0.02388653,0.008733509,-4.65525E-5,-5.517424E-5,1.734315E-4,2.633858E-4,9.150445E-5,0.05603501,0.001329744,-5.492112E-5,0.01518604,6.879716E-5,1.560088E-4,0.00397063,0.001654802,7.04335E-6,2.206159E-4,5.580781E-4,8.020409E-5,0.001072183,2.714042E-4,1.693167E-6,8.108354E-5,1.502604E-4,5.503245E-4,10.38539,9.721149E-5,655007.0,655040.2
12.4,0.01301144,6.283185,3.141593,6.283185,905.6271,0.2770665,3590319.0,1299.645,1.759447E8,1299.645,0.9999996,0.8479314,1.369151E-4,0.03682221,1.821573E-6,4.054551E-4,0.02388912,0.008733546,-4.647838E-5,-5.31838E-5,1.737256E-4,2.648368E-4,9.090053E-5,0.05611397,0.001335427,-5.474133E-5,0.01512155,6.695439E-5,1.548452E-4,0.003958933,0.001634327,7.102653E-6,2.219136E-4,5.597995E-4,8.038961E-5,0.001074059,2.713898E-4,1.679549E-6,8.137989E-5,1.513255E-4,5.519411E-4,10.38551,9.738332E-5,655009.5,655042.8
12.6,0.01323248,6.283185,3.141593,6.283185,904.027,0.2770665,3530505.0,1297.365,1.755432E8,1297.365,0.9999997,0.8478602,1.348451E-4,0.03689191,1.766511E-6,4.108436E-4,0.02389175,0.008733108,-4.640424E-5,-5.133225E-5,1.740702E-4,2.662486E-4,9.029948E-5,0.05619,0.001340893,-5.456831E-5,0.01505952,6.51066E-5,1.537269E-4,0.00394765,0.001614829,7.152579E-6,2.231679E-4,5.614423E-4,8.056854E-5,0.001075836,2.713719E-4,1.663354E-6,8.166352E-5,1.52352E-4,5.534935E-4,10.38563,9.755568E-5,655012.7,655046.2
12.8,0.01345391,6.283185,3.141593,6.283185,902.4276,0.2770665,3475191.0,1295.085,1.751421E8,1295.085,0.9999999,0.8477916,1.32912E-4,0.03695911,1.710054E-6,4.162273E-4,0.02389453,0.008732221,-4.633008E-5,-4.961176E-5,1.744289E-4,2.676195E-4,8.970192E-5,0.05626309,0.001346146,-5.440212E-5,0.01500001,6.322625E-5,1.526538E-4,0.003936785,0.001596287,7.194464E-6,2.243806E-4,5.630067E-4,8.074167E-5,0.001077517,2.713515E-4,1.644226E-6,8.193472E-5,1.533391E-4,5.549817E-4,10.38576,9.772858E-5,655017.0,655050.6
13.0,0.01367573,6.283185,3.141593,6.283185,900.8291,0.2770665,3405534.0,1292.808,1.747412E8,1292.808,1.0,0.8477253,1.311102E-4,0.03702383,1.643902E-6,4.215867E-4,0.0238976,0.00873091,-4.625356E-5,-4.801899E-5,1.747429E-4,2.689466E-4,8.910864E-5,0.05633313,0.001351187,-5.424301E-5,0.01494316,6.124351E-5,1.516269E-4,0.003926354,0.001578703,7.228531E-6,2.255501E-4,5.644917E-4,8.091003E-5,0.001079104,2.713298E-4,1.620305E-6,8.219359E-5,1.542857E-4,5.564045E-4,10.38589,9.7902E-5,655022.9,655056.5
13.2,0.01389795,6.283185,3.141593,6.283185,899.2304,0.2770665,3272138.0,1290.53,1.743403E8,1290.53,1.0,0.8476623,1.294256E-4,0.03708574,1.599059E-6,4.268672E-4,0.02390001,0.008729212,-4.617198E-5,-4.654303E-5,1.750836E-4,2.70233E-4,8.851961E-5,0.05640038,0.001356021,-5.409048E-5,0.01488844,5.95127E-5,1.50642E-4,0.003916331,0.001561995,7.255457E-6,2.266824E-4,5.659025E-4,8.107355E-5,0.001080601,2.713062E-4,1.59615E-6,8.244044E-5,1.551934E-4,5.577654E-4,10.38602,9.807606E-5,655025.8,655059.6
13.4,0.01412056,6.283185,3.141593,6.283185,897.6324,0.2770665,3238492.0,1288.254,1.739397E8,1288.254,1.0,0.8476011,1.2784E-4,0.03714569,1.551934E-6,4.321998E-4,0.02390277,0.008727145,-4.609093E-5,-4.5161E-5,1.75499E-4,2.714872E-4,8.793412E-5,0.05646528,0.001360677,-5.394336E-5,0.01483551,5.792947E-5,1.496929E-4,0.003906646,0.001546024,7.284092E-6,2.277918E-4,5.672506E-4,8.123106E-5,0.001082021,2.712805E-4,1.583016E-6,8.267752E-5,1.56069E-4,5.590748E-4,10.38616,9.825065E-5,655031.0,655064.8
13.6,0.01434357,6.283185,3.141593,6.283185,896.0355,0.2770665,3152006.0,1285.979,1.735393E8,1285.979,1.0,0.8475422,1.263518E-4,0.03720341,1.503217E-6,4.375069E-4,0.02390544,0.008724737,-4.601087E-5,-4.387062E-5,1.759298E-4,2.727059E-4,8.735313E-5,0.05652775,0.001365151,-5.380199E-5,0.01478469,5.630687E-5,1.487814E-4,0.003897319,0.001530806,7.31167E-6,2.288724E-4,5.685342E-4,8.13836E-5,0.001083364,2.712538E-4,1.567535E-6,8.290464E-5,1.569106E-4,5.603308E-4,10.38629,9.842575E-5,655036.0,655069.9
13.8,0.01456698,6.283185,3.141593,6.283185,894.4397,0.2770665,3103917.0,1283.706,1.731393E8,1283.706,1.000001,0.8474851,1.249567E-4,0.03725911,1.451198E-6,4.428082E-4,0.02390844,0.008722003,-4.593224E-5,-4.266717E-5,1.763516E-4,2.738877E-4,8.677723E-5,0.05658775,0.001369447,-5.366642E-5,0.01473602,5.463036E-5,1.479077E-4,0.003888355,0.00151633,7.338367E-6,2.299225E-4,5.697536E-4,8.153177E-5,0.001084632,2.712268E-4,1.549397E-6,8.312208E-5,1.577179E-4,5.615334E-4,10.38643,9.860136E-5,655042.8,655076.8
14.0,0.01479082,6.283185,3.141593,6.283185,892.8446,0.2770667,3004501.0,1281.435,1.727394E8,1281.435,1.000001,0.8474307,1.236532E-4,0.03731239,1.405378E-6,4.480538E-4,0.02391111,0.008718952,-4.585443E-5,-4.154975E-5,1.767997E-4,2.750316E-4,8.620696E-5,0.05664524,0.001373556,-5.353677E-5,0.01468935,5.30925E-5,1.47072E-4,0.003879765,0.001502598,7.363508E-6,2.309414E-4,5.709075E-4,8.167535E-5,0.001085824,2.711992E-4,1.530846E-6,8.332944E-5,1.584895E-4,5.626808E-4,10.38657,9.877751E-5,655048.2,655082.4
14.2,0.01501507,6.283185,3.141593,6.283185,891.2504,0.2770669,2929399.0,1279.164,1.723398E8,1279.164,1.000001,0.8473784,1.224237E-4,0.03736373,1.365393E-6,4.533061E-4,0.02391367,0.008715616,-4.577661E-5,-4.050253E-5,1.773143E-4,2.761459E-4,8.564152E-5,0.0567007,0.001377507,-5.341192E-5,0.01464422,5.172531E-5,1.462676E-4,0.003871478,0.001489475,7.391241E-6,2.319388E-4,5.720073E-4,8.181374E-5,0.001086951,2.711705E-4,1.519008E-6,8.352851E-5,1.592317E-4,5.637832E-4,10.38672,9.895421E-5,655053.6,655087.9
14.4,0.0152397,6.283185,3.141593,6.283185,889.6573,0.277067,2869989.0,1276.896,1.719405E8,1276.896,1.000001,0.8473275,1.212562E-4,0.03741347,1.325164E-6,4.585708E-4,0.02391631,0.008712041,-4.56988E-5,-3.951396E-5,1.778644E-4,2.772341E-4,8.508068E-5,0.0567544,0.001381321,-5.329123E-5,0.01460056,5.038786E-5,1.454904E-4,0.003863456,0.001476874,7.421639E-6,2.329169E-4,5.730606E-4,8.194771E-5,0.001088022,2.711411E-4,1.509817E-6,8.372063E-5,1.599485E-4,5.648468E-4,10.38686,9.91314E-5,655059.8,655094.0
14.6,0.0154647,6.283185,3.141593,6.283185,888.0654,0.277067,2811577.0,1274.629,1.715415E8,1274.629,1.000001,0.8472783,1.201497E-4,0.03746156,1.28461E-6,4.638326E-4,0.02391899,0.008708238,-4.562099E-5,-3.858298E-5,1.784345E-4,2.78295E-4,8.452492E-5,0.05680629,0.001384998,-5.317481E-5,0.01455843,4.905175E-5,1.447412E-4,0.003855706,0.001464798,7.453906E-6,2.338734E-4,5.740669E-4,8.207758E-5,0.001089039,2.711114E-4,1.500326E-6,8.39058E-5,1.606392E-4,5.658709E-4,10.38701,9.93091E-5,655066.3,655100.7
14.8,0.01569011,6.283185,3.141593,6.283185,886.4748,0.277067,2752036.0,1272.364,1.711429E8,1272.364,1.000001,0.8472308,1.191043E-4,0.03750794,1.244375E-6,4.69081E-4,0.02392169,0.008704213,-4.554317E-5,-3.770963E-5,1.79017E-4,2.793269E-4,8.397484E-5,0.05685631,0.001388533,-5.306284E-5,0.01451789,4.772407E-5,1.440208E-4,0.00384824,0.001453259,7.487529E-6,2.348064E-4,5.750248E-4,8.220346E-5,0.00109,2.710818E-4,1.489628E-6,8.408385E-5,1.613027E-4,5.66854E-4,10.38715,9.948729E-5,655073.2,655107.6
15.0,0.01591592,6.283185,3.141593,6.283185,884.8855,0.277067,2691769.0,1270.101,1.707446E8,1270.101,1.000001,0.847185,1.181163E-4,0.03755265,1.205001E-6,4.743097E-4,0.02392439,0.008699982,-4.546534E-5,-3.689032E-5,1.796074E-4,2.803301E-4,8.343067E-5,0.0569045,0.001391932,-5.295519E-5,0.01447889,4.64194E-5,1.433285E-4,0.00384105,0.001442237,7.522188E-6,2.357157E-4,5.759361E-4,8.232563E-5,0.001090908,2.710523E-4,1.477984E-6,8.42551E-5,1.619394E-4,5.677974E-4,10.3873,9.966597E-5,655080.2,655114.7
15.2,0.01614215,6.283185,3.141593,6.283185,883.2975,0.277067,2630187.0,1267.84,1.703466E8,1267.84,1.000002,0.8471408,1.171818E-4,0.03759573,1.166785E-6,4.795156E-4,0.02392709,0.008695562,-4.538751E-5,-3.61214E-5,1.802043E-4,2.813052E-4,8.289256E-5,0.05695093,0.0013952,-5.285174E-5,0.01444137,4.514901E-5,1.42663E-4,0.003834127,0.001431706,7.557844E-6,2.366018E-4,5.768026E-4,8.244427E-5,0.001091766,2.710232E-4,1.466069E-6,8.441988E-5,1.625503E-4,5.687025E-4,10.38744,9.984515E-5,655087.4,655122.0
15.4,0.01636877,6.283185,3.141593,6.283185,881.7109,0.277067,2573372.0,1265.58,1.69949E8,1265.58,1.000002,0.8470982,1.162973E-4,0.03763724,1.129826E-6,4.84698E-4,0.02392978,0.00869097,-4.530965E-5,-3.539935E-5,1.808072E-4,2.822531E-4,8.236064E-5,0.05699566,0.001398341,-5.275229E-5,0.01440526,4.391657E-5,1.420233E-4,0.003827463,0.001421641,7.594603E-6,2.374655E-4,5.776266E-4,8.255951E-5,0.001092576,2.709945E-4,1.454449E-6,8.457854E-5,1.631362E-4,5.695708E-4,10.38759,1.000248E-4,655094.7,655129.3
15.6,0.01659581,6.283185,3.141593,6.283185,880.1257,0.277067,2518683.0,1263.323,1.695517E8,1263.323,1.000002,0.847057,1.154594E-4,0.03767726,1.093961E-6,4.898567E-4,0.02393249,0.008686219,-4.523176E-5,-3.472097E-5,1.81414E-4,2.831744E-4,8.183499E-5,0.05703876,0.001401362,-5.265671E-5,0.01437052,4.271758E-5,1.414084E-4,0.003821046,0.00141202,7.632565E-6,2.383073E-4,5.784099E-4,8.267151E-5,0.001093341,2.709663E-4,1.44325E-6,8.473143E-5,1.63698E-4,5.704039E-4,10.38774,1.00205E-4,655102.2,655136.9
15.8,0.01682325,6.283185,3.141593,6.283185,878.5419,0.277067,2467829.0,1261.068,1.691547E8,1261.068,1.000002,0.8470173,1.146652E-4,0.03771585,1.058869E-6,4.949898E-4,0.02393523,0.008681322,-4.515384E-5,-3.408354E-5,1.820207E-4,2.840696E-4,8.131575E-5,0.05708028,0.001404266,-5.256487E-5,0.0143371,4.154202E-5,1.408174E-4,0.00381487,0.001402823,7.671714E-6,2.391278E-4,5.791542E-4,8.278042E-5,0.001094063,2.709388E-4,1.432132E-6,8.487884E-5,1.642364E-4,5.71203E-4,10.38789,1.003856E-4,655110.0,655144.8
16.0,0.01705111,6.283185,3.141593,6.283185,876.9597,0.277067,2418972.0,1258.815,1.687582E8,1258.815,1.000002,0.846979,1.139124E-4,0.03775303,1.024171E-6,5.000923E-4,0.023938,0.008676296,-4.507588E-5,-3.348481E-5,1.826213E-4,2.849389E-4,8.080309E-5,0.05712026,0.001407058,-5.247668E-5,0.01430499,4.037907E-5,1.402498E-4,0.003808929,0.001394036,7.711844E-6,2.399269E-4,5.798609E-4,8.288647E-5,0.001094745,2.709121E-4,1.42049E-6,8.502102E-5,1.647519E-4,5.71969E-4,10.38803,1.005667E-4,655118.1,655152.9
16.2,0.01727938,6.283185,3.141593,6.283185,875.379,0.277067,2367884.0,1256.564,1.68362E8,1256.564,1.000002,0.846942,1.131988E-4,0.03778884,9.897046E-7,5.05156E-4,0.0239408,0.008671151,-4.499784E-5,-3.29228E-5,1.832109E-4,2.857824E-4,8.029714E-5,0.05715873,0.001409741,-5.239206E-5,0.01427417,3.922651E-5,1.397048E-4,0.003803219,0.001385643,7.752642E-6,2.407047E-4,5.805313E-4,8.298987E-5,0.001095388,2.708864E-4,1.40786E-6,8.51582E-5,1.652449E-4,5.727027E-4,10.38818,1.007483E-4,655126.4,655161.3
16.4,0.01750805,6.283185,3.141593,6.283185,873.7999,0.277067,2309067.0,1254.315,1.679662E8,1254.315,1.000002,0.8469064,1.125222E-4,0.03782329,9.560267E-7,5.101723E-4,0.02394356,0.008665903,-4.491972E-5,-3.239523E-5,1.837918E-4,2.866007E-4,7.979799E-5,0.05719574,0.001412319,-5.23109E-5,0.01424457,3.810532E-5,1.391817E-4,0.003797732,0.001377627,7.793958E-6,2.414614E-4,5.811669E-4,8.309076E-5,0.001095994,2.708617E-4,1.394588E-6,8.529062E-5,1.657162E-4,5.734053E-4,10.38833,1.009304E-4,655134.5,655169.4
16.6,0.01773715,6.283185,3.141593,6.283185,872.2222,0.277067,2209055.0,1252.069,1.675708E8,1252.069,1.000002,0.8468722,1.118793E-4,0.03785642,9.248745E-7,5.151424E-4,0.02394617,0.00866056,-4.484147E-5,-3.189912E-5,1.843773E-4,2.873957E-4,7.930549E-5,0.05723139,0.001414799,-5.223295E-5,0.01421606,3.705744E-5,1.386789E-4,0.003792452,0.00136996,7.83621E-6,2.421986E-4,5.817702E-4,8.318901E-5,0.001096566,2.708378E-4,1.382398E-6,8.541862E-5,1.661671E-4,5.740789E-4,10.38848,1.01113E-4,655142.0,655176.9
16.8,0.01796665,6.283185,3.141593,6.283185,870.6461,0.277067,2202051.0,1249.824,1.671757E8,1249.824,1.000003,0.8468392,1.112671E-4,0.03788838,8.971355E-7,5.200913E-4,0.02394878,0.008655129,-4.476305E-5,-3.143175E-5,1.849736E-4,2.881689E-4,7.88195E-5,0.05726579,0.001417184,-5.215796E-5,0.01418856,3.607709E-5,1.381949E-4,0.003787365,0.001362614,7.880332E-6,2.429179E-4,5.823436E-4,8.328447E-5,0.001097106,2.708146E-4,1.372871E-6,8.554259E-5,1.66599E-4,5.747255E-4,10.38863,1.01296E-4,655149.8,655184.7
17.0,0.01819658,6.283185,3.141593,6.283185,869.0719,0.277067,2192893.0,1247.582,1.667811E8,1247.582,1.000003,0.846807,1.106849E-4,0.03791933,8.693313E-7,5.250378E-4,0.02395174,0.008649618,-4.468441E-5,-3.099242E-5,1.855569E-4,2.889195E-4,7.834024E-5,0.05729891,0.001419479,-5.208595E-5,0.01416216,3.506722E-5,1.3773E-4,0.003782471,0.001355589,7.92638E-6,2.436189E-4,5.828876E-4,8.337745E-5,0.001097614,2.707924E-4,1.363972E-6,8.566269E-5,1.670119E-4,5.753453E-4,10.38877,1.014795E-4,655159.3,655194.3
17.15738,0.0183778,6.283185,3.141593,6.283185,867.8347,0.277067,2177435.0,1245.819,1.664708E8,1245.819,1.000003,0.8467818,1.10249E-4,0.03794303,8.428855E-7,5.289232E-4,0.0239546,0.008645237,-4.462175E-5,-3.0668E-5,1.859733E-4,2.894917E-4,7.796839E-5,0.05732394,0.001421219,-5.203163E-5,0.01414238,3.415118E-5,1.373791E-4,0.00377877,0.001350307,7.962983E-6,2.441559E-4,5.832935E-4,8.344956E-5,0.001097993,2.707763E-4,1.353168E-6,8.575441E-5,1.673223E-4,5.758124E-4,10.38888,1.016242E-4,655169.2,655204.3
17.2,0.01842692,6.283185,3.141593,6.283185,867.4999,0.277067,2128022.0,1245.342,1.663869E8,1245.342,1.000003,0.8467756,1.101345E-4,0.03794919,8.269618E-7,5.299296E-4,0.02395508,0.008644049,-4.460408E-5,-3.058411E-5,1.860784E-4,2.896435E-4,7.786861E-5,0.05733056,0.001421679,-5.201732E-5,0.01413718,3.389601E-5,1.372867E-4,0.003777795,0.001348918,7.972136E-6,2.442986E-4,5.833998E-4,8.3469E-5,0.001098093,2.707722E-4,1.349064E-6,8.577878E-5,1.674038E-4,5.759356E-4,10.38891,1.016634E-4,655170.5,655205.5
