Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CO_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_RALD3_PFRC2 (),Mole_fraction_C2H3CHO_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C4H8O_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_FLUORENE_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C6H5C2H4C6H5_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
17.4,0.01865768,6.283185,3.141593,6.283185,865.929,0.277067,2043571.0,1243.105,1.659932E8,1243.105,1.000003,0.8467466,1.096126E-4,0.03797738,8.006042E-7,5.346461E-4,0.02395742,0.008638442,-4.452112E-5,-3.020475E-5,1.865987E-4,2.903433E-4,7.740438E-5,0.05736093,0.00142379,-5.195184E-5,0.01411323,3.285504E-5,1.368625E-4,0.003773321,0.001342565,8.015281E-6,2.449565E-4,5.838827E-4,8.355902E-5,0.001098542,2.707535E-4,1.329237E-6,8.589091E-5,1.677758E-4,5.764981E-4,10.38906,1.018478E-4,655176.7,655211.8
17.6,0.01888886,6.283185,3.141593,6.283185,864.3595,0.277067,1997887.0,1240.87,1.655997E8,1240.87,1.000003,0.8467184,1.091131E-4,0.03800464,7.785258E-7,5.393661E-4,0.02395984,0.008632781,-4.443812E-5,-2.984615E-5,1.871535E-4,2.910253E-4,7.694635E-5,0.05739029,0.001425824,-5.188869E-5,0.01408991,3.20166E-5,1.36453E-4,0.003769001,0.001336458,8.060921E-6,2.455987E-4,5.843424E-4,8.364632E-5,0.001098966,2.707351E-4,1.316318E-6,8.599997E-5,1.681323E-4,5.770391E-4,10.38921,1.020327E-4,655183.7,655218.8
17.8,0.01912045,6.283185,3.141593,6.283185,862.7921,0.277067,1975046.0,1238.637,1.652067E8,1238.637,1.000003,0.8466909,1.086352E-4,0.03803109,7.561665E-7,5.440978E-4,0.0239625,0.008627069,-4.435508E-5,-2.950756E-5,1.87719E-4,2.916895E-4,7.649464E-5,0.05741866,0.001427784,-5.182783E-5,0.01406739,3.120928E-5,1.36058E-4,0.003764832,0.001330593,8.109631E-6,2.462264E-4,5.847796E-4,8.373093E-5,0.001099366,2.707173E-4,1.309676E-6,8.61062E-5,1.684738E-4,5.775592E-4,10.38935,1.022181E-4,655192.1,655227.2
18.0,0.01935247,6.283185,3.141593,6.283185,861.2267,0.277067,1920412.0,1236.406,1.648141E8,1236.406,1.000003,0.8466643,1.08179E-4,0.03805659,7.288623E-7,5.487897E-4,0.02396514,0.008621322,-4.427197E-5,-2.918905E-5,1.882757E-4,2.92335E-4,7.604956E-5,0.05744602,0.001429671,-5.176937E-5,0.01404576,3.036641E-5,1.356784E-4,0.003760819,0.001324975,8.160048E-6,2.468387E-4,5.851943E-4,8.38133E-5,0.001099743,2.707004E-4,1.303891E-6,8.620961E-5,1.688E-4,5.780581E-4,10.38949,1.024039E-4,655200.4,655235.7
18.2,0.01958491,6.283185,3.141593,6.283185,859.6631,0.277067,1890945.0,1234.179,1.644221E8,1234.179,1.000004,0.8466388,1.07743E-4,0.03808112,7.084714E-7,5.53433E-4,0.02396763,0.008615547,-4.418875E-5,-2.888937E-5,1.888362E-4,2.929624E-4,7.561105E-5,0.05747241,0.001431487,-5.171318E-5,0.01402494,2.956125E-5,1.353132E-4,0.003756955,0.001319589,8.211736E-6,2.474354E-4,5.855877E-4,8.389349E-5,0.001100098,2.706844E-4,1.297443E-6,8.631035E-5,1.691115E-4,5.785367E-4,10.38963,1.025902E-4,655208.2,655243.5
18.4,0.01981777,6.283185,3.141593,6.283185,858.1018,0.277067,1897073.0,1231.954,1.640304E8,1231.954,1.000004,0.8466134,1.073275E-4,0.03810504,6.852183E-7,5.581009E-4,0.02397083,0.008609749,-4.410531E-5,-2.860868E-5,1.893711E-4,2.935704E-4,7.517941E-5,0.05749775,0.001433234,-5.165932E-5,0.01400504,2.868404E-5,1.349631E-4,0.003753243,0.001314444,8.265479E-6,2.480165E-4,5.859597E-4,8.397185E-5,0.001100431,2.706696E-4,1.289735E-6,8.640853E-5,1.694078E-4,5.789944E-4,10.38977,1.027768E-4,655219.6,655254.8
18.6,0.02005107,6.283185,3.141593,6.283185,856.5424,0.2770671,1794084.0,1229.732,1.636393E8,1229.732,1.000004,0.8465898,1.069339E-4,0.03812765,6.528234E-7,5.625956E-4,0.0239733,0.008603955,-4.402159E-5,-2.834836E-5,1.898714E-4,2.941567E-4,7.475532E-5,0.05752201,0.00143491,-5.16081E-5,0.01398617,2.776655E-5,1.346294E-4,0.003749701,0.001309555,8.317375E-6,2.485793E-4,5.86309E-4,8.404903E-5,0.001100745,2.706566E-4,1.27622E-6,8.650396E-5,1.696877E-4,5.794297E-4,10.38991,1.029639E-4,655227.2,655262.5
18.8,0.02028481,6.283185,3.141593,6.283185,854.9848,0.2770672,1748678.0,1227.512,1.632487E8,1227.512,1.000004,0.8465673,1.065581E-4,0.0381493,6.331146E-7,5.670415E-4,0.02397563,0.008598154,-4.393775E-5,-2.810465E-5,1.903895E-4,2.947257E-4,7.433807E-5,0.05754535,0.00143652,-5.155899E-5,0.01396792,2.700356E-5,1.343089E-4,0.003746298,0.001304877,8.370162E-6,2.491259E-4,5.866389E-4,8.412417E-5,0.001101038,2.706442E-4,1.263683E-6,8.659699E-5,1.699536E-4,5.798459E-4,10.39005,1.031515E-4,655234.1,655269.5
19.0,0.02051902,6.283185,3.141593,6.283185,853.4293,0.2770675,1707052.0,1225.295,1.628585E8,1225.295,1.000004,0.8465456,1.061992E-4,0.03817014,6.138011E-7,5.714633E-4,0.02397793,0.008592344,-4.385386E-5,-2.787645E-5,1.909196E-4,2.952781E-4,7.392769E-5,0.05756782,0.001438067,-5.151188E-5,0.01395032,2.63169E-5,1.34001E-4,0.003743027,0.001300399,8.425054E-6,2.496577E-4,5.869506E-4,8.41969E-5,0.001101312,2.706325E-4,1.255717E-6,8.668787E-5,1.702062E-4,5.802441E-4,10.39019,1.033395E-4,655241.3,655276.7
19.2,0.02075367,6.283185,3.141593,6.283185,851.876,0.2770679,1667538.0,1223.081,1.624688E8,1223.081,1.000004,0.8465246,1.058546E-4,0.03819026,5.953362E-7,5.758593E-4,0.02398018,0.00858653,-4.376996E-5,-2.76614E-5,1.914591E-4,2.958163E-4,7.352347E-5,0.05758957,0.001439558,-5.146648E-5,0.0139333,2.567068E-5,1.33704E-4,0.00373987,0.001296094,8.481901E-6,2.501767E-4,5.872466E-4,8.426743E-5,0.00110157,2.706214E-4,1.251046E-6,8.677693E-5,1.704475E-4,5.806269E-4,10.39033,1.035279E-4,655248.5,655283.8
19.4,0.02098867,6.283185,3.141593,6.283185,850.3246,0.277068,1632107.0,1220.87,1.620796E8,1220.87,1.000004,0.8465042,1.055213E-4,0.03820979,5.778786E-7,5.802372E-4,0.02398239,0.008580717,-4.368603E-5,-2.745691E-5,1.920052E-4,2.963428E-4,7.312443E-5,0.05761071,0.001441004,-5.142248E-5,0.01391677,2.504961E-5,1.334159E-4,0.003736806,0.001291927,8.540423E-6,2.506851E-4,5.875301E-4,8.433613E-5,0.001101815,2.706107E-4,1.248439E-6,8.686454E-5,1.706795E-4,5.809972E-4,10.39046,1.037168E-4,655255.6,655291.0
19.6,0.02122409,6.283185,3.141593,6.283185,848.7752,0.277068,1603476.0,1218.661,1.616909E8,1218.661,1.000005,0.8464844,1.052006E-4,0.03822871,5.611034E-7,5.84599E-4,0.02398465,0.008574908,-4.360205E-5,-2.726394E-5,1.925544E-4,2.968562E-4,7.273123E-5,0.05763118,0.001442401,-5.138001E-5,0.01390078,2.443997E-5,1.331377E-4,0.003733843,0.001287913,8.600755E-6,2.511816E-4,5.878E-4,8.440287E-5,0.001102046,2.706006E-4,1.247249E-6,8.695062E-5,1.709014E-4,5.813539E-4,10.39059,1.039062E-4,655263.1,655298.6
19.8,0.02145994,6.283185,3.141593,6.283185,847.2281,0.277068,1577575.0,1216.456,1.613026E8,1216.456,1.000005,0.8464651,1.048925E-4,0.03824703,5.44086E-7,5.889395E-4,0.02398698,0.008569109,-4.351799E-5,-2.70827E-5,1.931005E-4,2.973559E-4,7.234416E-5,0.05765097,0.001443749,-5.133913E-5,0.01388538,2.382345E-5,1.328697E-4,0.003730985,0.001284056,8.662644E-6,2.516658E-4,5.88056E-4,8.446776E-5,0.001102262,2.705913E-4,1.24632E-6,8.703516E-5,1.711128E-4,5.816964E-4,10.39073,1.040959E-4,655271.2,655306.7
20.0,0.02169622,6.283185,3.141593,6.283185,845.6833,0.277068,1546402.0,1214.253,1.609149E8,1214.253,1.000005,0.8464463,1.045971E-4,0.03826473,5.259306E-7,5.932425E-4,0.02398934,0.008563328,-4.343379E-5,-2.691322E-5,1.936375E-4,2.978414E-4,7.196335E-5,0.05767004,0.001445049,-5.129986E-5,0.01387059,2.319036E-5,1.326121E-4,0.003728233,0.001280357,8.725583E-6,2.521375E-4,5.882984E-4,8.4531E-5,0.001102466,2.705827E-4,1.244375E-6,8.711821E-5,1.713137E-4,5.820248E-4,10.39086,1.042861E-4,655279.5,655315.0
