Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_C3H3_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_BENZYNE_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Mass_fraction_NC10H19_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,1191.387,0.2720914,-1.033585E11,1751.363,0.0,1751.363,1.0,0.1766553,3.819806E-20,6.719826E-16,3.609506E-19,2.250489E-17,1.114299E-16,3.903874E-19,1.434455E-19,2.078351E-20,4.82705E-20,1.044309E-19,3.6755E-19,3.465709E-21,0.1647128,4.193167E-23,5.956171E-24,6.360392E-29,2.688927E-24,3.640529E-21,0.5350992,0.1235327,1.813116E-22,3.894256E-23,5.762158E-25,3.119611E-23,1.230528E-21,1.331758E-21,1.007693E-14,9.720953E-34,0.0,10.44735,7.269623E-5,657374.8,657374.8
3.259805E-5,2.736497E-8,6.283185,3.141593,6.283185,1191.08,0.2720914,-1.019571E11,1750.677,2.553295E8,1750.677,1.0,0.1766582,1.017099E-6,3.568456E-6,1.505824E-4,1.071748E-6,2.142882E-6,2.975169E-10,2.639071E-11,2.634437E-8,2.917486E-8,3.413284E-9,7.719958E-6,4.095241E-13,0.1646341,0.001004078,3.982301E-7,1.645904E-8,2.324227E-7,3.991067E-6,0.5352428,0.1222707,1.201948E-15,3.701274E-14,1.820966E-12,2.325984E-8,2.506522E-9,2.933937E-20,1.022162E-14,7.408223E-10,2.393682E-49,10.44595,7.271497E-5,657286.7,657286.7
2.783348E-4,2.338719E-7,6.283185,3.141593,6.283185,1188.897,0.2720914,-9.35221E10,1745.752,2.544625E8,1745.752,1.0,0.1766619,1.38926E-5,2.231518E-4,0.001040685,1.196042E-4,3.896069E-5,9.461679E-8,1.012628E-8,2.089363E-6,2.011731E-6,1.261538E-6,3.721561E-4,7.623003E-10,0.1638595,0.00815672,2.749511E-5,5.893765E-6,1.5554E-5,2.54566E-4,0.5354806,0.1132276,2.475818E-11,2.082134E-11,2.49801E-8,3.15117E-6,1.822199E-7,1.508078E-14,3.720478E-12,5.202958E-8,4.088272E-49,10.43569,7.284851E-5,656641.1,656641.1
0.001281342,1.079866E-6,6.283185,3.141593,6.283185,1183.233,0.2720914,-4.839873E10,1731.007,2.518673E8,1731.007,1.000001,0.176506,5.911835E-5,0.0028078,0.002269494,0.00304999,8.975228E-4,5.288209E-6,2.959917E-6,6.687077E-5,3.44398E-5,5.405275E-5,0.01169037,6.815338E-7,0.1590102,0.03002038,3.918983E-4,2.676884E-4,2.33953E-4,0.00577949,0.5207699,0.08280039,4.914894E-8,3.23402E-9,1.163541E-5,1.072818E-4,5.540372E-6,4.116964E-10,8.94571E-9,1.543431E-6,-2.893247E-45,10.39707,7.319721E-5,654211.1,654211.1
0.004256662,3.597004E-6,6.283185,3.141593,6.283185,1182.232,0.2720914,-6.501729E9,1719.482,2.498388E8,1719.482,1.000001,0.1757183,4.666836E-5,0.01065527,0.001611867,0.01359724,0.00465212,7.360694E-5,4.849046E-5,3.167405E-4,1.948632E-4,3.290635E-4,0.05999112,4.166837E-5,0.1586019,0.04496176,0.001292934,0.001528826,0.001090547,0.02528172,0.4590754,0.03544835,4.416109E-6,8.024991E-7,1.627729E-4,6.625104E-4,9.051514E-5,1.071641E-7,5.746524E-7,2.660058E-5,-2.424362E-38,10.3366,7.32592E-5,650405.7,650405.7
0.01122411,9.483887E-6,6.283185,3.141593,6.283185,1184.405,0.2720914,-2.846453E9,1714.382,2.489412E8,1714.382,1.000001,0.1746745,2.483347E-5,0.01846932,5.717627E-4,0.02505429,0.009723782,2.786568E-4,1.525459E-4,5.110332E-4,5.185939E-4,0.001036775,0.1188141,4.167907E-4,0.1635385,0.03532582,0.002355866,0.003056271,0.002372915,0.04701533,0.3809482,0.006380588,4.430451E-5,1.261664E-5,5.373028E-4,0.001751886,6.162751E-4,3.102682E-6,5.974341E-6,1.916055E-4,-4.736409E-32,10.28703,7.31248E-5,647287.0,647287.0
0.02105133,1.778041E-5,6.283185,3.141593,6.283185,1184.272,0.2720914,-3.046045E9,1708.133,2.478413E8,1708.133,1.000001,0.1740986,1.762563E-5,0.02219879,2.891522E-4,0.03273954,0.01410043,5.53352E-4,2.793112E-4,6.538347E-4,8.011396E-4,0.002175933,0.1610788,0.001274765,0.1581973,0.02507515,0.002862769,0.003914304,0.003009028,0.0616343,0.3214612,8.374595E-4,1.313947E-4,4.664779E-5,9.717264E-4,0.00298585,0.00155256,2.154622E-5,2.48579E-5,5.229246E-4,-1.713433E-25,10.25069,7.313302E-5,645000.3,645001.2
0.02436903,2.058223E-5,6.283185,3.141593,6.283185,1183.968,0.2720914,-2.922713E9,1705.989,2.47464E8,1705.989,1.000001,0.1739812,1.693632E-5,0.02298178,2.63032E-4,0.03463784,0.0153308,6.429865E-4,3.205786E-4,6.872613E-4,8.699304E-4,0.002561801,0.1717963,0.001600934,0.1552626,0.02323771,0.002873109,0.004090267,0.003076291,0.06514053,0.3061462,4.914132E-4,1.63908E-4,6.115693E-5,0.001109866,0.00337278,0.001871596,3.28568E-5,3.453816E-5,6.438549E-4,-6.355269E-23,10.24045,7.315181E-5,644367.9,644412.3
0.02438543,2.059608E-5,6.283185,3.141593,6.283185,1183.966,0.2720914,-2.964525E9,1705.979,2.474622E8,1705.979,1.000001,0.1739807,1.691941E-5,0.0229854,2.629981E-4,0.03464676,0.01533674,6.434234E-4,3.207799E-4,6.874121E-4,8.702491E-4,0.00256369,0.1718471,0.001602577,0.1552476,0.02322993,0.002873018,0.004091064,0.003076507,0.0651569,0.3060738,4.902481E-4,1.640712E-4,6.123172E-5,0.001110552,0.003374681,0.001873169,3.293757E-5,3.45905E-5,6.444597E-4,-9.813618E-23,10.2404,7.315192E-5,644365.6,644410.0
0.02446487,2.066318E-5,6.283185,3.141593,6.283185,1183.959,0.2720914,-2.951271E9,1705.929,2.474534E8,1705.929,1.000001,0.1739781,1.684281E-5,0.02300296,2.626522E-4,0.03469046,0.01536547,6.455399E-4,3.217547E-4,6.881392E-4,8.71791E-4,0.002572834,0.1720929,0.001610538,0.1551748,0.02319232,0.002872575,0.004094914,0.003077566,0.06523583,0.3057244,4.84665E-4,1.648617E-4,6.159448E-5,0.001113873,0.00338389,0.001880787,3.335193E-5,3.48442E-5,6.473895E-4,-3.127392E-22,10.24017,7.315236E-5,644352.9,644397.4
0.02452714,2.071577E-5,6.283185,3.141593,6.283185,1183.954,0.2720914,-3.03317E9,1705.89,2.474465E8,1705.89,1.000001,0.1739761,1.679444E-5,0.02301671,2.622211E-4,0.03472527,0.01538792,6.471992E-4,3.225187E-4,6.88705E-4,8.729965E-4,0.002579996,0.1722848,0.001616781,0.1551178,0.02316296,0.002872227,0.004097916,0.003078403,0.06529737,0.3054517,4.803547E-4,1.654819E-4,6.187935E-5,0.00111647,0.003391105,0.001886758,3.365462E-5,3.504332E-5,6.496866E-4,-4.796404E-22,10.23998,7.315267E-5,644344.3,644390.0
0.02457318,2.075466E-5,6.283185,3.141593,6.283185,1183.95,0.2720914,-3.206188E9,1705.86,2.474412E8,1705.86,1.000001,0.1739747,1.673898E-5,0.02302687,2.619146E-4,0.03475225,0.01540449,6.484274E-4,3.230845E-4,6.891216E-4,8.738897E-4,0.002585291,0.1724263,0.0016214,0.155076,0.0231412,0.002871972,0.004100127,0.003079026,0.06534269,0.3052509,4.772041E-4,1.659403E-4,6.209036E-5,0.001118389,0.00339644,0.001891176,3.399262E-5,3.519063E-5,6.513857E-4,-6.025199E-22,10.23983,7.315291E-5,644341.5,644389.4
0.02458027,2.076065E-5,6.283185,3.141593,6.283185,1183.949,0.2720914,-3.051693E9,1705.855,2.474404E8,1705.855,1.000001,0.1739745,1.672534E-5,0.02302843,2.618747E-4,0.034756,0.01540703,6.486166E-4,3.231717E-4,6.891856E-4,8.740278E-4,0.002586105,0.172448,0.001622111,0.1550696,0.02313783,0.002871934,0.004100467,0.003079123,0.06534964,0.3052202,4.767222E-4,1.660107E-4,6.212286E-5,0.001118685,0.003397261,0.001891857,3.407452E-5,3.521325E-5,6.516472E-4,-6.213125E-22,10.23981,7.315297E-5,644340.1,644387.9
0.02475227,2.090593E-5,6.283185,3.141593,6.283185,1183.932,0.2720914,-3.093639E9,1705.746,2.474211E8,1705.746,1.000001,0.173969,1.663408E-5,0.02306628,2.607214E-4,0.0348486,0.01546859,6.532061E-4,3.252897E-4,6.90717E-4,8.773421E-4,0.002605853,0.1729727,0.001639371,0.1549134,0.0230571,0.00287098,0.004108632,0.003081468,0.06551741,0.3044748,4.652424E-4,1.677258E-4,6.291332E-5,0.001125817,0.003417156,0.001908353,3.502548E-5,3.5762E-5,6.579958E-4,-1.075036E-21,10.2393,7.315402E-5,644312.1,644360.7
0.02478478,2.093339E-5,6.283185,3.141593,6.283185,1183.929,0.2720914,-3.016635E9,1705.725,2.474175E8,1705.725,1.000001,0.173968,1.661399E-5,0.02307341,2.605146E-4,0.0348663,0.01548019,6.540737E-4,3.256909E-4,6.910038E-4,8.779669E-4,0.002609582,0.1730713,0.001642635,0.154884,0.02304192,0.002870793,0.004110162,0.003081906,0.06554895,0.3043346,4.631193E-4,1.680502E-4,6.306311E-5,0.001127162,0.003420913,0.001911471,3.522799E-5,3.586587E-5,6.591963E-4,-1.159835E-21,10.2392,7.315422E-5,644307.2,644356.3
0.02488029,2.101406E-5,6.283185,3.141593,6.283185,1183.919,0.2720914,-2.932796E9,1705.665,2.474069E8,1705.665,1.000001,0.1739649,1.658722E-5,0.0230943,2.597549E-4,0.03491655,0.01551419,6.566208E-4,3.268705E-4,6.918403E-4,8.797928E-4,0.002620528,0.1733601,0.001652229,0.1547972,0.02299763,0.00287023,0.00411463,0.003083178,0.06564137,0.3039231,4.569676E-4,1.690042E-4,6.350372E-5,0.001131103,0.003431936,0.001920627,3.56504E-5,3.61714E-5,6.627238E-4,-1.408471E-21,10.23893,7.315482E-5,644289.8,644338.7
0.02728594,2.30462E-5,6.283185,3.141593,6.283185,1183.673,0.2720914,-2.878614E9,1704.182,2.471459E8,1704.182,1.000001,0.1738916,1.602796E-5,0.02359569,2.449357E-4,0.0361298,0.01635066,7.201323E-4,3.566006E-4,7.111973E-4,9.237255E-4,0.002893085,0.1803652,0.001896168,0.1525923,0.02198561,0.002849095,0.004219344,0.003107282,0.06786391,0.2939209,3.362676E-4,1.93304E-4,7.490458E-5,0.001229708,0.003707422,0.002150285,4.557008E-5,4.441128E-5,7.520749E-4,-5.177394E-21,10.23215,7.317002E-5,643867.3,643913.7
0.02858646,2.414498E-5,6.283185,3.141593,6.283185,1183.536,0.2720914,-2.836578E9,1703.395,2.470075E8,1703.395,1.000001,0.1738549,1.577984E-5,0.02385069,2.387432E-4,0.03674911,0.01678852,7.539103E-4,3.724271E-4,7.203513E-4,9.460203E-4,0.003037736,0.1839644,0.002029796,0.1513955,0.02150874,0.002832453,0.004270459,0.003114819,0.06898669,0.2887837,2.91952E-4,2.066324E-4,8.130001E-5,0.001282671,0.003855029,0.002273593,5.168753E-5,4.927673E-5,8.00717E-4,-4.608668E-21,10.22861,7.317847E-5,643650.0,643696.7
0.02902017,2.451144E-5,6.283185,3.141593,6.283185,1183.489,0.2720914,-2.893599E9,1703.134,2.469615E8,1703.134,1.000001,0.1738431,1.569926E-5,0.02393375,2.37132E-4,0.03695057,0.01693254,7.650785E-4,3.776579E-4,7.232136E-4,9.532517E-4,0.003085526,0.1851387,0.002074612,0.1509965,0.02135911,0.002826122,0.004286743,0.003116572,0.06935005,0.2871083,2.795683E-4,2.111052E-4,8.346691E-5,0.001300298,0.003904081,0.002314569,5.397987E-5,5.096182E-5,8.169821E-4,-5.837314E-21,10.22745,7.318138E-5,643579.8,643626.2
0.02909899,2.457805E-5,6.283185,3.141593,6.283185,1183.481,0.2720914,-2.826545E9,1703.086,2.469531E8,1703.086,1.000001,0.173841,1.56829E-5,0.02394877,2.369019E-4,0.03698713,0.0169586,7.671038E-4,3.786061E-4,7.237233E-4,9.545567E-4,0.003094187,0.1853507,0.002082769,0.1509242,0.02133235,0.00282493,0.004289663,0.003116857,0.06941545,0.286806,2.774318E-4,2.119194E-4,8.386257E-5,0.0013035,0.003912988,0.002322009,5.447564E-5,5.127042E-5,8.1994E-4,-6.080058E-21,10.22723,7.318192E-5,643567.1,643613.6
0.02932109,2.476571E-5,6.283185,3.141593,6.283185,1183.457,0.2720914,-2.71205E9,1702.952,2.469295E8,1702.952,1.000001,0.1738351,1.563562E-5,0.02399094,2.360252E-4,0.03709115,0.01703185,7.728022E-4,3.812741E-4,7.251422E-4,9.582159E-4,0.003118547,0.1859459,0.002105775,0.1507203,0.02125766,0.002821504,0.004297826,0.003117602,0.0695988,0.2859575,2.715871E-4,2.142158E-4,8.498026E-5,0.001312516,0.003938068,0.002342958,5.585334E-5,5.21431E-5,8.282772E-4,-6.760493E-21,10.22663,7.318335E-5,643535.4,643583.7
0.02933445,2.4777E-5,6.283185,3.141593,6.283185,1183.456,0.2720914,-2.794398E9,1702.944,2.469281E8,1702.944,1.000001,0.1738347,1.563184E-5,0.02399347,2.358991E-4,0.03709786,0.01703624,7.731445E-4,3.814345E-4,7.252266E-4,9.584351E-4,0.00312001,0.1859815,0.00210716,0.150708,0.02125319,0.002821297,0.004298314,0.003117644,0.06960978,0.2859067,2.712436E-4,2.14354E-4,8.504762E-5,0.001313058,0.003939575,0.002344217,5.59294E-5,5.219568E-5,8.287787E-4,-6.802126E-21,10.22659,7.318341E-5,643534.3,643583.2
0.02933952,2.478128E-5,6.283185,3.141593,6.283185,1183.456,0.2720914,-2.83841E9,1702.941,2.469275E8,1702.941,1.000001,0.1738346,1.562892E-5,0.02399443,2.358589E-4,0.03710023,0.01703791,7.732745E-4,3.814954E-4,7.252587E-4,9.585184E-4,0.003120565,0.1859951,0.002107685,0.1507034,0.02125149,0.002821218,0.004298499,0.003117661,0.06961395,0.2858874,2.711135E-4,2.144064E-4,8.507318E-5,0.001313264,0.003940148,0.002344695,5.596993E-5,5.221564E-5,8.289689E-4,-6.817859E-21,10.22658,7.318345E-5,643533.7,643582.7
0.02943628,2.486305E-5,6.283185,3.141593,6.283185,1183.445,0.2720914,-2.868484E9,1702.882,2.469172E8,1702.882,1.000001,0.173832,1.559243E-5,0.02401271,2.35413E-4,0.03714473,0.01706971,7.757549E-4,3.826582E-4,7.258672E-4,9.601069E-4,0.003131158,0.1862531,0.002117719,0.1506149,0.02121913,0.002819724,0.004302023,0.003117971,0.06969323,0.2855201,2.686534E-4,2.154071E-4,8.556175E-5,0.001317189,0.003951069,0.002353817,5.670489E-5,5.259653E-5,8.326024E-4,-7.117591E-21,10.22632,7.318413E-5,643519.3,643568.8
0.02948509,2.490429E-5,6.283185,3.141593,6.283185,1183.439,0.2720914,-2.859742E9,1702.853,2.46912E8,1702.853,1.000001,0.1738308,1.55863E-5,0.02402191,2.352859E-4,0.03716705,0.01708572,7.770051E-4,3.832447E-4,7.261717E-4,9.609053E-4,0.003136495,0.186383,0.002122781,0.1505703,0.02120289,0.002818964,0.004303792,0.003118123,0.06973309,0.2853352,2.674306E-4,2.159121E-4,8.580844E-5,0.001319167,0.003956574,0.002358416,5.702905E-5,5.278853E-5,8.34435E-4,-7.267715E-21,10.22619,7.318446E-5,643511.5,643561.1
0.02959581,2.499785E-5,6.283185,3.141593,6.283185,1183.426,0.2720914,-2.839632E9,1702.784,2.468999E8,1702.784,1.000001,0.1738278,1.556825E-5,0.02404277,2.350974E-4,0.03721777,0.01712201,7.798394E-4,3.845759E-4,7.268584E-4,9.627127E-4,0.003148592,0.1866768,0.002134271,0.150469,0.02116622,0.002817215,0.004307786,0.003118449,0.06982332,0.2849164,2.647E-4,2.170584E-4,8.636889E-5,0.001323652,0.003969058,0.002368846,5.780519E-5,5.322466E-5,8.385933E-4,-7.606655E-21,10.22589,7.318527E-5,643495.8,643545.6
0.02960647,2.500686E-5,6.283185,3.141593,6.283185,1183.425,0.2720914,-2.943875E9,1702.778,2.468988E8,1702.778,1.000001,0.1738276,1.556563E-5,0.02404478,2.350889E-4,0.03722303,0.0171255,7.801123E-4,3.847042E-4,7.269242E-4,9.628866E-4,0.003149756,0.1867051,0.002135378,0.1504592,0.0211627,0.002817045,0.004308169,0.003118479,0.06983198,0.2848761,2.644403E-4,2.171688E-4,8.642292E-5,0.001324084,0.00397026,0.00236985,5.789284E-5,5.326665E-5,8.389937E-4,-7.639125E-21,10.22586,7.318533E-5,643494.4,643544.6
0.02972527,2.510724E-5,6.283185,3.141593,6.283185,1183.412,0.2720914,-2.788416E9,1702.707,2.468863E8,1702.707,1.000001,0.1738244,1.556146E-5,0.02406711,2.346096E-4,0.03727664,0.01716435,7.831486E-4,3.861328E-4,7.276528E-4,9.648146E-4,0.003162714,0.1870194,0.002147713,0.1503504,0.02112377,0.002815125,0.004312422,0.003118796,0.06992841,0.2844278,2.61585E-4,2.184E-4,8.702544E-5,0.001328893,0.003983643,0.002381031,5.85543E-5,5.373519E-5,8.43456E-4,-8.000481E-21,10.22555,7.318614E-5,643474.6,643524.5
0.03429737,2.897151E-5,6.283185,3.141593,6.283185,1182.938,0.2720914,-2.570538E9,1700.109,2.464291E8,1700.109,1.000001,0.1737119,1.493983E-5,0.02487839,2.197278E-4,0.03921357,0.01861508,8.966503E-4,4.393697E-4,7.513111E-4,0.001034104,0.003647677,0.1985234,0.002628645,0.1461946,0.01982738,0.002727973,0.004458637,0.003114033,0.07338412,0.2680435,1.887104E-4,2.665798E-4,1.110837E-4,0.001513821,0.00449525,0.002806641,8.355062E-5,7.402226E-5,0.001016219,-2.116641E-20,10.21403,7.321546E-5,642751.8,642796.0
0.06176774,5.221746E-5,6.283185,3.141593,6.283185,1180.706,0.2720914,-1.631579E9,1687.975,2.442934E8,1687.975,1.000001,0.1732481,1.268956E-5,0.02866158,1.778305E-4,0.04728274,0.02587792,0.001426374,6.785989E-4,7.827059E-4,0.00132568,0.005998705,0.2501038,0.005645678,0.1248824,0.01527886,0.002149249,0.004867785,0.002829321,0.08668442,0.1955399,1.094117E-4,5.794388E-4,2.810483E-4,0.002595236,0.007437493,0.005122577,3.52287E-4,2.759644E-4,0.002055199,-1.462388E-16,10.16031,7.335387E-5,639383.1,639403.2
0.06259391,5.29172E-5,6.283185,3.141593,6.283185,1180.654,0.2720914,-1.633794E9,1687.681,2.442416E8,1687.681,1.000001,0.1732378,1.263933E-5,0.02875698,1.773806E-4,0.04745957,0.02606755,0.00143846,6.839779E-4,7.821963E-4,0.001332306,0.00605623,0.2513259,0.005737562,0.1243349,0.01518049,0.002134187,0.004872013,0.002818508,0.08694737,0.193846,1.085623E-4,5.892203E-4,2.866367E-4,0.002626834,0.007522538,0.005185061,3.64801E-4,2.840674E-4,0.002085829,-5.329441E-15,10.15899,7.335714E-5,639302.5,639321.6
0.06265375,5.296789E-5,6.283185,3.141593,6.283185,1180.649,0.2720914,-1.642523E9,1687.659,2.442378E8,1687.659,1.000001,0.1732371,1.263304E-5,0.02876389,1.774468E-4,0.04747244,0.02608123,0.001439329,6.843643E-4,7.821572E-4,0.001332784,0.006060372,0.2514138,0.005744218,0.1242955,0.0151734,0.002133095,0.004872307,0.002817726,0.08696617,0.1937243,1.085026E-4,5.899292E-4,2.870424E-4,0.002629121,0.007528692,0.005189572,3.662099E-4,2.846489E-4,0.002088044,-5.717559E-15,10.15889,7.33574E-5,639296.9,639316.0
0.06295932,5.322671E-5,6.283185,3.141593,6.283185,1180.631,0.2720914,-1.633324E9,1687.549,2.442185E8,1687.549,1.000001,0.1732333,1.260612E-5,0.02879913,1.772687E-4,0.04753932,0.02615094,0.001443752,6.863313E-4,7.819524E-4,0.001335216,0.006081463,0.2518615,0.005778202,0.1240946,0.01513729,0.002127524,0.004873779,0.00281373,0.08706168,0.1931044,1.081996E-4,5.93549E-4,2.891155E-4,0.002640788,0.007560092,0.005212569,3.725032E-4,2.875932E-4,0.002099342,-8.116455E-15,10.15839,7.335857E-5,639271.9,639292.4
0.06312464,5.336673E-5,6.283185,3.141593,6.283185,1180.62,0.2720914,-1.617781E9,1687.491,2.442082E8,1687.491,1.000001,0.1732313,1.25939E-5,0.02881814,1.769402E-4,0.04757418,0.02618856,0.001446137,6.873938E-4,7.818366E-4,0.001336525,0.006092836,0.2521027,0.005796585,0.1239863,0.01511773,0.002124537,0.004874557,0.002811579,0.08711297,0.1927706,1.080355E-4,5.955061E-4,2.902383E-4,0.002647092,0.007577067,0.005224986,3.755625E-4,2.891621E-4,0.002105445,-9.402012E-15,10.15813,7.335923E-5,639256.1,639276.8
0.06322126,5.344858E-5,6.283185,3.141593,6.283185,1180.613,0.2720914,-1.69115E9,1687.454,2.442018E8,1687.454,1.000001,0.1732302,1.25785E-5,0.02882926,1.769942E-4,0.04759568,0.02621052,0.001447529,6.88015E-4,7.817678E-4,0.001337292,0.006099473,0.2522434,0.005807331,0.1239232,0.01510626,0.00212279,0.004875006,0.002810322,0.08714284,0.192576,1.079404E-4,5.966491E-4,2.90895E-4,0.002650776,0.007586987,0.005232239,3.78263E-4,2.900708E-4,0.00210901,-1.014716E-14,10.15797,7.335965E-5,639250.5,639272.0
0.06322752,5.345388E-5,6.283185,3.141593,6.283185,1180.614,0.2720914,-1.816417E9,1687.452,2.442013E8,1687.452,1.000001,0.1732301,1.257666E-5,0.02882998,1.770244E-4,0.04759791,0.02621194,0.00144762,6.880554E-4,7.817632E-4,0.001337343,0.006099902,0.2522526,0.005808028,0.1239191,0.01510551,0.002122677,0.004875035,0.002810241,0.08714478,0.1925634,1.079343E-4,5.967231E-4,2.909376E-4,0.002651015,0.00758763,0.00523271,3.785231E-4,2.901292E-4,0.002109241,-1.019533E-14,10.15795,7.335963E-5,639251.3,639273.7
0.06323373,5.345913E-5,6.283185,3.141593,6.283185,1180.613,0.2720914,-1.832262E9,1687.45,2.442009E8,1687.45,1.000001,0.17323,1.257226E-5,0.0288307,1.770423E-4,0.04759923,0.02621335,0.001447709,6.880954E-4,7.817587E-4,0.001337393,0.006100328,0.2522616,0.005808719,0.1239151,0.01510476,0.002122565,0.004875064,0.002810161,0.08714669,0.192551,1.079282E-4,5.967962E-4,2.909798E-4,0.002651251,0.007588268,0.005233176,3.789033E-4,2.901868E-4,0.002109469,-1.024297E-14,10.15795,7.335967E-5,639250.8,639273.1
0.06325284,5.347532E-5,6.283185,3.141593,6.283185,1180.611,0.2720914,-1.682546E9,1687.443,2.441997E8,1687.443,1.000001,0.1732298,1.256264E-5,0.0288329,1.770553E-4,0.04760325,0.02621769,0.001447985,6.882187E-4,7.817446E-4,0.001337546,0.00610164,0.2522894,0.005810846,0.1239027,0.01510246,0.002122221,0.004875154,0.002809914,0.08715258,0.1925126,1.079096E-4,5.970219E-4,2.911098E-4,0.002651981,0.007590232,0.005234612,3.79894E-4,2.903634E-4,0.002110173,-1.038966E-14,10.15792,7.335976E-5,639248.7,639271.0
0.06329884,5.351428E-5,6.283185,3.141593,6.283185,1180.611,0.2720914,-2.735899E9,1687.424,2.441965E8,1687.424,1.000001,0.1732293,1.254973E-5,0.02883821,1.770718E-4,0.04761636,0.02622811,0.00144865,6.885157E-4,7.8171E-4,0.001337913,0.006104796,0.2523563,0.005815965,0.1238728,0.01509693,0.002121392,0.004875367,0.002809323,0.08716673,0.1924204,1.078648E-4,5.97565E-4,2.914227E-4,0.002653734,0.007594957,0.005238065,3.817983E-4,2.907846E-4,0.002111868,-1.074219E-14,10.15781,7.335982E-5,639251.8,639277.2
0.06330291,5.351774E-5,6.283185,3.141593,6.283185,1180.609,0.2720914,-1.895911E9,1687.422,2.441961E8,1687.422,1.000001,0.1732293,1.254691E-5,0.02883868,1.770897E-4,0.04761713,0.02622904,0.001448709,6.885421E-4,7.817069E-4,0.001337946,0.006105076,0.2523622,0.005816419,0.1238702,0.01509643,0.002121319,0.004875386,0.002809271,0.08716798,0.1924123,1.078609E-4,5.97613E-4,2.914505E-4,0.00265389,0.007595376,0.005238371,3.820751E-4,2.908216E-4,0.002112018,-1.077334E-14,10.15781,7.33599E-5,639251.5,639276.8
0.06331312,5.352638E-5,6.283185,3.141593,6.283185,1180.608,0.2720914,-1.90767E9,1687.419,2.441954E8,1687.419,1.000001,0.1732292,1.253295E-5,0.02883987,1.771098E-4,0.04761926,0.02623135,0.001448857,6.886084E-4,7.816991E-4,0.00133803,0.006105777,0.2523771,0.005817557,0.1238636,0.01509516,0.002121136,0.004875434,0.002809141,0.08717113,0.1923919,1.078511E-4,5.977329E-4,2.9152E-4,0.00265428,0.007596427,0.00523914,3.831219E-4,2.909136E-4,0.002112393,-1.08511E-14,10.1578,7.335997E-5,639250.3,639275.5
0.06332747,5.353854E-5,6.283185,3.141593,6.283185,1180.607,0.2720914,-1.742382E9,1687.413,2.441945E8,1687.413,1.000001,0.173229,1.252118E-5,0.02884154,1.771101E-4,0.04762235,0.02623459,0.001449065,6.887017E-4,7.816878E-4,0.001338146,0.006106761,0.2523979,0.005819156,0.1238544,0.0150934,0.002120879,0.004875502,0.002808959,0.08717553,0.1923633,1.078372E-4,5.979019E-4,2.916178E-4,0.002654827,0.007597903,0.005240219,3.842366E-4,2.910414E-4,0.002112921,-1.096037E-14,10.15778,7.336005E-5,639249.0,639274.3
0.06334217,5.355098E-5,6.283185,3.141593,6.283185,1180.606,0.2720914,-1.69171E9,1687.408,2.441935E8,1687.408,1.000001,0.1732289,1.251709E-5,0.02884324,1.7709E-4,0.04762555,0.02623792,0.001449278,6.887971E-4,7.81676E-4,0.001338264,0.006107769,0.2524193,0.005820792,0.1238449,0.0150916,0.002120616,0.004875571,0.002808773,0.08718002,0.192334,1.07823E-4,5.980752E-4,2.917179E-4,0.002655387,0.007599414,0.005241323,3.849759E-4,2.911713E-4,0.002113461,-1.10723E-14,10.15775,7.336011E-5,639247.6,639273.0
