Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_C3H3_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_BENZYNE_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Mass_fraction_NC10H19_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.4753554,4.031528E-4,6.283185,3.141593,6.283185,1179.267,0.2720914,-2.556847E7,1651.921,2.379476E8,1651.921,1.000001,0.172821,8.204582E-6,0.0470728,1.027161E-4,0.05086448,0.06748437,0.001808443,8.074269E-4,4.389392E-4,0.002428476,0.01132122,0.3914048,0.03896386,0.0284602,0.002738626,3.690492E-4,0.001586846,5.936581E-4,0.06754999,0.01104592,1.271298E-5,0.003402286,0.003748132,0.01217992,0.03032444,0.01225015,0.005828024,0.01557686,0.01171819,-6.506218E-5,9.955422,7.344341E-5,626669.9,626677.6
0.4771033,4.046349E-4,6.283185,3.141593,6.283185,1179.277,0.2720914,-3.277205E7,1651.882,2.379408E8,1651.882,1.000001,0.1728241,8.198769E-6,0.04710745,1.025246E-4,0.05080678,0.06757601,0.001806704,8.065059E-4,4.382284E-4,0.002431085,0.01131666,0.3914735,0.03905381,0.02831631,0.002724166,3.672262E-4,0.001577426,5.906698E-4,0.06739893,0.01094562,1.263364E-5,0.0034077,0.003762387,0.01220241,0.03036593,0.01224532,0.005836052,0.01566577,0.01174515,-6.534181E-5,9.9551,7.344275E-5,626648.9,626656.6
0.4925718,4.177514E-4,6.283185,3.141593,6.283185,1179.365,0.2720914,-3.008093E7,1651.539,2.378804E8,1651.539,1.000001,0.1728522,8.170708E-6,0.04740624,1.020657E-4,0.05029526,0.06837352,0.001791325,7.987419E-4,4.321604E-4,0.002453862,0.01127415,0.3920328,0.03983391,0.02707977,0.002600684,3.51632E-4,0.00149636,5.649776E-4,0.06607873,0.01010558,1.195629E-5,0.003454233,0.00388768,0.01239696,0.03072016,0.01219993,0.005904568,0.01646018,0.01198131,-6.789423E-5,9.952291,7.343728E-5,626469.0,626476.5
0.4943654,4.192722E-4,6.283185,3.141593,6.283185,1179.375,0.2720914,-2.863771E7,1651.499,2.378734E8,1651.499,1.000001,0.1728555,8.17114E-6,0.04744025,1.020742E-4,0.05023669,0.06846447,0.001789561,7.978848E-4,4.314794E-4,0.002456468,0.01126898,0.3920922,0.03992258,0.0269406,0.002586861,3.49868E-4,0.001487222,5.620855E-4,0.06592761,0.01001345,1.188261E-5,0.003459479,0.003902112,0.01241901,0.0307598,0.01219439,0.005912096,0.01655267,0.01200839,-6.814549E-5,9.951967,7.343667E-5,626449.5,626457.0
0.5154398,4.371404E-4,6.283185,3.141593,6.283185,1179.49,0.2720914,-2.411621E7,1651.053,2.377949E8,1651.053,1.000001,0.1728947,8.129351E-6,0.04782824,1.01438E-4,0.04954036,0.06950995,0.001769252,7.877291E-4,4.236881E-4,0.002486523,0.01120495,0.392714,0.04093792,0.02536929,0.002430883,3.301059E-4,0.001383884,5.294933E-4,0.06418424,0.00900746,1.105133E-5,0.003519189,0.004070216,0.0126703,0.03120467,0.01212584,0.005993641,0.0176427,0.01232187,-7.15356E-5,9.94831,7.342951E-5,626215.6,626222.9
0.5183894,4.396411E-4,6.283185,3.141593,6.283185,1179.506,0.2720914,-2.433453E7,1650.991,2.37784E8,1650.991,1.000001,0.1729003,8.124076E-6,0.04788109,1.014098E-4,0.04944361,0.06965305,0.001766466,7.863492E-4,4.226304E-4,0.002490649,0.01119554,0.3927904,0.04107619,0.02515821,0.002409997,3.274538E-4,0.001369985,5.251194E-4,0.06394485,0.008876997,1.0942E-5,0.003527262,0.004093519,0.01270437,0.03126395,0.01211577,0.006004073,0.01779566,0.01236509,-7.200214E-5,9.947808,7.342855E-5,626184.7,626191.9
0.5330237,4.520479E-4,6.283185,3.141593,6.283185,1179.581,0.2720914,-2.044969E7,1650.694,2.377318E8,1650.694,1.000001,0.172928,8.098843E-6,0.04813772,1.009793E-4,0.04896148,0.07035132,0.00175286,7.795156E-4,4.174824E-4,0.002510812,0.01114734,0.3931323,0.04174837,0.02414242,0.002309565,3.147453E-4,0.00130306,5.040924E-4,0.06277459,0.00826503,1.041773E-5,0.003566351,0.004208293,0.01286938,0.03154743,0.01206434,0.006052407,0.01855577,0.01257711,-7.427763E-5,9.945383,7.342385E-5,626028.9,626036.1
0.5486067,4.652581E-4,6.283185,3.141593,6.283185,1179.658,0.2720914,-1.739484E7,1650.386,2.376775E8,1650.386,1.000001,0.1729579,8.071712E-6,0.04840175,1.006025E-4,0.0484504,0.07107469,0.001738728,7.723975E-4,4.121776E-4,0.002531741,0.01109358,0.3934344,0.04243969,0.02311454,0.002208222,3.019315E-4,0.001235315,4.828414E-4,0.06155964,0.007671868,9.89646E-6,0.003606286,0.004328941,0.01303809,0.03183088,0.01200723,0.006097971,0.01936677,0.01279874,-7.663507E-5,9.942878,7.341907E-5,625868.8,625875.7
0.5991399,5.08091E-4,6.283185,3.141593,6.283185,1179.88,0.2720914,-1.161717E7,1649.433,2.375097E8,1649.433,1.000001,0.1730563,7.995947E-6,0.04919846,9.955873E-5,0.04681578,0.07328707,0.001695434,7.508169E-4,3.962701E-4,0.002595871,0.01090523,0.3940315,0.0445145,0.02012831,0.001915542,2.64875E-4,0.001038852,4.211707E-4,0.05784101,0.006097729,8.437814E-6,0.003724463,0.00470858,0.01353794,0.03262883,0.01181025,0.006208544,0.0220016,0.01349014,-8.372692E-5,9.935261,7.340522E-5,625382.6,625389.2
0.6,5.0882E-4,6.283185,3.141593,6.283185,1179.884,0.2720914,-1.156345E7,1649.417,2.375069E8,1649.417,1.000001,0.1730579,7.994645E-6,0.04921129,9.954108E-5,0.04678831,0.07332307,0.001694733,7.504658E-4,3.960141E-4,0.002596915,0.01090188,0.3940372,0.04454771,0.02008168,0.001910987,2.642992E-4,0.001035794,4.202086E-4,0.0577806,0.006074893,8.415591E-6,0.003726341,0.004714886,0.01354585,0.03264093,0.01180679,0.006209989,0.02204644,0.01350157,-8.384553E-5,9.935137,7.340501E-5,625374.7,625381.3
0.6237054,5.289106E-4,6.283185,3.141593,6.283185,1179.974,0.2720914,-9428244.0,1648.99,2.374318E8,1648.99,1.000001,0.1731046,7.962115E-6,0.04955635,9.912222E-5,0.0460376,0.07429467,0.001675844,7.410806E-4,3.891545E-4,0.002625026,0.01080783,0.3941429,0.04543595,0.01884767,0.001790723,2.490689E-4,9.550255E-4,3.947415E-4,0.0561534,0.005490088,7.83594E-6,0.003776366,0.004886529,0.01375649,0.03295596,0.01171062,0.006244619,0.02328138,0.0138124,-8.697783E-5,9.931806,7.33994E-5,625162.9,625169.3
0.6856964,5.814419E-4,6.283185,3.141593,6.283185,1180.168,0.2720914,-5310799.0,1647.917,2.372428E8,1647.917,1.000001,0.173227,7.882614E-6,0.05038593,9.815016E-5,0.04413015,0.0766613,0.001630178,7.183859E-4,3.727087E-4,0.002692845,0.01055186,0.3940178,0.04752894,0.01603574,0.001518137,2.14539E-4,7.727815E-4,3.366928E-4,0.05222891,0.0042953,6.562698E-6,0.0038935,0.005315731,0.01424362,0.03362907,0.01145644,0.006295159,0.02649404,0.01458994,-9.469702E-5,9.923707,7.338732E-5,624647.1,624653.0
0.7078478,6.002111E-4,6.283185,3.141593,6.283185,1180.223,0.2720914,-4214535.0,1647.544,2.371773E8,1647.544,1.000001,0.1732707,7.856445E-6,0.05065985,9.785106E-5,0.04347038,0.07745099,0.001615089,7.109129E-4,3.673126E-4,0.002715161,0.01045828,0.3938567,0.04820179,0.01515864,0.001433533,2.03809E-4,7.16664E-4,3.185669E-4,0.05093712,0.003961258,6.179314E-6,0.003931052,0.005462148,0.01439706,0.03382263,0.01136633,0.006301823,0.02763333,0.01485653,-9.726282E-5,9.921001,7.338389E-5,624475.2,624481.0
0.7547656,6.399628E-4,6.283185,3.141593,6.283185,1180.317,0.2720914,-2210913.0,1646.771,2.370413E8,1646.771,1.000001,0.1733625,7.801564E-6,0.05120573,9.726268E-5,0.04211286,0.07903462,0.001585074,6.960019E-4,3.565783E-4,0.002759181,0.01025883,0.3933542,0.04950695,0.01349192,0.001273265,1.834813E-4,6.1136E-4,2.840843E-4,0.04838225,0.003376191,5.467193E-6,0.004004022,0.005760069,0.01468928,0.03416164,0.01117923,0.006300447,0.03002641,0.01540352,-1.018346E-4,9.91556,7.337807E-5,624129.6,624135.2
0.7561437,6.411303E-4,6.283185,3.141593,6.283185,1180.319,0.2720914,-2329540.0,1646.748,2.370372E8,1646.748,1.000001,0.1733652,7.803639E-6,0.05122117,9.730654E-5,0.04207443,0.0790794,0.001584232,6.956009E-4,3.562771E-4,0.002760409,0.01025297,0.3933365,0.04954291,0.01344657,0.00126892,1.829258E-4,6.08523E-4,2.831447E-4,0.04831078,0.003361168,5.448538E-6,0.004006032,0.005768566,0.01469722,0.03417022,0.01117383,0.006300093,0.03009631,0.01541925,-1.018985E-4,9.915402,7.337794E-5,624120.6,624126.2
0.7600345,6.444267E-4,6.283185,3.141593,6.283185,1180.326,0.2720914,5897768.0,1646.686,2.370263E8,1646.686,1.000001,0.1733727,7.785939E-6,0.05126465,9.719441E-5,0.04196489,0.07920525,0.001581889,6.943677E-4,3.554106E-4,0.002763849,0.01023644,0.393286,0.04964397,0.01331964,0.00125671,1.813795E-4,6.005895E-4,2.805196E-4,0.04811013,0.003319367,5.395421E-6,0.004011741,0.0057925,0.01471947,0.03419426,0.01115865,0.006299858,0.03029335,0.01546354,-1.021314E-4,9.91497,7.337749E-5,624093.4,624099.0
0.761678,6.458191E-4,6.283185,3.141593,6.283185,1180.329,0.2720914,373051.9,1646.661,2.370218E8,1646.661,1.000001,0.1733759,7.774785E-6,0.05128313,9.715106E-5,0.04191908,0.07925812,0.001580941,6.937329E-4,3.550134E-4,0.002765278,0.01022947,0.3932643,0.04968651,0.01326661,0.00125154,1.807383E-4,5.972761E-4,2.794303E-4,0.04802599,0.003302003,5.37293E-6,0.004014248,0.005802579,0.01472877,0.03420434,0.01115229,0.006302561,0.0303758,0.01548215,-1.02258E-4,9.91479,7.33773E-5,624082.5,624087.9
0.7629227,6.468737E-4,6.283185,3.141593,6.283185,1180.331,0.2720914,6808108.0,1646.639,2.370179E8,1646.639,1.000001,0.1733782,7.768549E-6,0.05129715,9.731026E-5,0.04188509,0.07929814,0.001580225,6.932272E-4,3.547074E-4,0.002766355,0.0102242,0.3932478,0.04971857,0.01322665,0.001247638,1.802543E-4,5.9478E-4,2.786097E-4,0.04796247,0.003288955,5.356074E-6,0.004016146,0.00581019,0.01473578,0.03421188,0.01114748,0.006309669,0.03043728,0.01549618,-1.023505E-4,9.914648,7.337722E-5,624076.0,624081.5
0.7630356,6.469693E-4,6.283185,3.141593,6.283185,1180.331,0.2720914,-9.52538E7,1646.637,2.370175E8,1646.637,1.000001,0.1733785,7.765651E-6,0.05129845,9.737866E-5,0.04188266,0.07930177,0.001580163,6.931802E-4,3.546785E-4,0.002766453,0.01022373,0.3932463,0.04972149,0.01322304,0.001247283,1.802097E-4,5.945545E-4,2.785358E-4,0.04795673,0.003287779,5.354681E-6,0.004016318,0.005810881,0.01473642,0.03421257,0.01114705,0.006312993,0.03044272,0.01549745,-1.023584E-4,9.914632,7.33772E-5,624076.5,624082.5
0.7630657,6.469948E-4,6.283185,3.141593,6.283185,1180.331,0.2720914,-1.119088E7,1646.636,2.370174E8,1646.636,1.000001,0.1733785,7.765584E-6,0.0512988,9.737904E-5,0.04188193,0.07930274,0.001580147,6.931674E-4,3.546707E-4,0.00276648,0.0102236,0.3932459,0.04972227,0.01322208,0.001247188,1.801978E-4,5.944944E-4,2.785161E-4,0.0479552,0.003287466,5.35431E-6,0.004016364,0.005811065,0.01473659,0.03421276,0.01114693,0.006314452,0.03044415,0.01549778,-1.023605E-4,9.914628,7.33772E-5,624076.5,624082.5
0.7634044,6.472818E-4,6.283185,3.141593,6.283185,1180.331,0.2720914,-1.445788E7,1646.63,2.370163E8,1646.63,1.000001,0.1733792,7.766835E-6,0.0513027,9.72926E-5,0.04187326,0.07931368,0.00157996,6.930223E-4,3.545838E-4,0.002766772,0.01022217,0.3932414,0.049731,0.01321125,0.001246118,1.800642E-4,5.938178E-4,2.782943E-4,0.04793796,0.003283936,5.349993E-6,0.004016859,0.005813135,0.01473849,0.03421482,0.01114563,0.006319411,0.03046001,0.01550155,-1.023844E-4,9.914586,7.337717E-5,624075.6,624082.5
0.763892,6.476949E-4,6.283185,3.141593,6.283185,1180.332,0.2720914,-1.523048E7,1646.62,2.370146E8,1646.62,1.000001,0.1733801,7.769603E-6,0.05130827,9.726974E-5,0.04186077,0.07932945,0.001579688,6.928268E-4,3.544606E-4,0.002767192,0.01022011,0.393235,0.04974352,0.01319568,0.001244576,1.798728E-4,5.928454E-4,2.779749E-4,0.04791317,0.003278866,5.343662E-6,0.004017535,0.005816109,0.01474123,0.03421774,0.01114375,0.00632564,0.03048238,0.01550695,-1.024186E-4,9.914524,7.337715E-5,624074.6,624082.5
0.7732758,6.55645E-4,6.283185,3.141593,6.283185,1180.342,0.2720914,-727365.0,1646.461,2.369866E8,1646.461,1.000001,0.1733982,7.797155E-6,0.05141209,9.732583E-5,0.04159808,0.07962923,0.001573964,6.905247E-4,3.52524E-4,0.002775326,0.01018019,0.3931051,0.04997937,0.01289882,0.001216455,1.761735E-4,5.743928E-4,2.717864E-4,0.04743879,0.003183454,5.22572E-6,0.004029718,0.005872994,0.01479307,0.03427119,0.01110717,0.006306536,0.03094729,0.01561234,-1.030573E-4,9.913477,7.337648E-5,624007.4,624014.9
0.8,6.782857E-4,6.283185,3.141593,6.283185,1180.379,0.2720914,-676854.5,1646.037,2.369119E8,1646.037,1.000001,0.1734498,7.756373E-6,0.05169701,9.683026E-5,0.04086154,0.08045676,0.001558556,6.830807E-4,3.471426E-4,0.002797692,0.01006685,0.3926995,0.05062209,0.01209997,0.001140139,1.664664E-4,5.250917E-4,2.551907E-4,0.04613702,0.002936401,4.894349E-6,0.004065717,0.006031792,0.01493231,0.03440781,0.01100542,0.006291465,0.03229644,0.01590983,-1.048073E-4,9.910612,7.337419E-5,623824.2,623830.5
0.8439776,7.155422E-4,6.283185,3.141593,6.283185,1180.416,0.2720914,275290.5,1645.341,2.367894E8,1645.341,1.000001,0.1735336,7.713362E-6,0.052139,9.640408E-5,0.03968904,0.08174754,0.001534722,6.711277E-4,3.386503E-4,0.002831677,0.009882518,0.3919343,0.05158395,0.0109209,0.001027646,1.522059E-4,4.535371E-4,2.306979E-4,0.0441448,0.002597653,4.414157E-6,0.004120793,0.006281438,0.01513539,0.03458202,0.01084412,0.00626236,0.03448354,0.01638493,-1.076774E-4,9.906118,7.337194E-5,623538.2,623543.6
0.8986442,7.618532E-4,6.283185,3.141593,6.283185,1180.429,0.2720914,1493121.0,1644.488,2.366394E8,1644.488,1.000001,0.1736359,7.660572E-6,0.05264931,9.591892E-5,0.03829929,0.08323809,0.001507348,6.5751E-4,3.289263E-4,0.00286944,0.0096584,0.3908463,0.05262796,0.009657909,9.076217E-4,1.369255E-4,3.787924E-4,2.043834E-4,0.04190608,0.002267649,3.91296E-6,0.004181289,0.006572421,0.01534705,0.03472284,0.01065506,0.006217302,0.0371567,0.01695373,-1.111798E-4,9.900873,7.33711E-5,623204.9,623209.9
0.9274273,7.862368E-4,6.283185,3.141593,6.283185,1180.423,0.2720914,2046535.0,1644.045,2.365615E8,1644.045,1.000001,0.1736887,7.633272E-6,0.05290235,9.568002E-5,0.03759742,0.08397482,0.001493877,6.507901E-4,3.24102E-4,0.002887332,0.009543269,0.3902241,0.05311526,0.009072525,8.521387E-4,1.298523E-4,3.449506E-4,1.921587E-4,0.04082624,0.002125881,3.68417E-6,0.00421003,0.006717091,0.01544171,0.03476752,0.01056086,0.006190838,0.03854305,0.01724417,-1.129596E-4,9.898255,7.337146E-5,623038.1,623042.8
1.0,8.477181E-4,6.283185,3.141593,6.283185,1180.375,0.2720914,3627367.0,1642.945,2.363678E8,1642.945,1.000001,0.1738187,7.569306E-6,0.05349991,9.516889E-5,0.03591391,0.08570054,0.001462408,6.351529E-4,3.129012E-4,0.002927084,0.009262922,0.3885418,0.05417663,0.007798044,7.317664E-4,1.144494E-4,2.7333E-4,1.654541E-4,0.03836994,0.001839622,3.194584E-6,0.004273905,0.007057282,0.01563564,0.03480639,0.01033914,0.006119859,0.0419751,0.01795208,-1.173858E-4,9.892032,7.337445E-5,622641.7,622646.0
1.030403,8.734757E-4,6.283185,3.141593,6.283185,1180.342,0.2720914,4154029.0,1642.491,2.362879E8,1642.491,1.000001,0.1738718,7.5436E-6,0.05373477,9.497059E-5,0.03524487,0.08637035,0.00145028,6.291169E-4,3.085609E-4,0.00294158,0.009150108,0.3877983,0.05455569,0.007339898,6.886184E-4,1.089131E-4,2.483886E-4,1.558215E-4,0.03744605,0.001743811,3.020735E-6,0.004297375,0.00718957,0.01569935,0.0347954,0.0102529,0.00608931,0.0433858,0.01823897,-1.191582E-4,9.889577,7.337651E-5,622485.2,622489.3
1.112204,9.427818E-4,6.283185,3.141593,6.283185,1180.222,0.2720914,6006263.0,1641.292,2.360769E8,1641.292,1.000001,0.1740105,7.477282E-6,0.05432812,9.450095E-5,0.03354389,0.08803192,0.001420289,6.14209E-4,2.978277E-4,0.00297495,0.008860843,0.3857179,0.05540924,0.006288674,5.899168E-4,9.619015E-5,1.930677E-4,1.336353E-4,0.03522853,0.001536204,2.626381E-6,0.004351985,0.007517381,0.01582647,0.03470252,0.01003884,0.006007717,0.04710477,0.01898564,-1.236803E-4,9.883366,7.338398E-5,622089.2,622092.8
1.195014,0.001012951,6.283185,3.141593,6.283185,1180.062,0.2720914,8082458.0,1640.113,2.358694E8,1640.113,1.000001,0.1741448,7.414669E-6,0.05488028,9.409856E-5,0.03196139,0.08952403,0.001393542,6.009511E-4,2.882206E-4,0.003001349,0.008589521,0.3835307,0.05605904,0.005446177,5.11123E-4,8.594729E-5,1.509996E-4,1.157459E-4,0.03333119,0.001379799,2.314114E-6,0.004396048,0.007810112,0.01589826,0.03453423,0.009846452,0.005929292,0.05076068,0.01970797,-1.280875E-4,9.877604,7.339393E-5,621722.9,621726.2
1.2,0.001017176,6.283185,3.141593,6.283185,1180.051,0.2720914,8217351.0,1640.043,2.358571E8,1640.043,1.000001,0.1741527,7.410931E-6,0.05491214,9.407497E-5,0.03187028,0.08960821,0.001392035,6.001959E-4,2.876726E-4,0.003002719,0.008573878,0.3833972,0.05609211,0.005401453,5.069442E-4,8.540229E-5,1.488318E-4,1.147934E-4,0.03322686,0.001371676,2.29753E-6,0.004398394,0.007826547,0.01590098,0.03452219,0.009835579,0.005924702,0.05097749,0.01975048,-1.283495E-4,9.877273,7.339459E-5,621701.8,621705.1
1.290154,0.001093581,6.283185,3.141593,6.283185,1179.843,0.2720914,1.065504E7,1638.805,2.356391E8,1638.805,1.000001,0.1742918,7.348561E-6,0.05546568,9.372706E-5,0.03030037,0.09103063,0.001366544,5.875909E-4,2.784646E-4,0.003023834,0.008303984,0.380963,0.0565882,0.004689276,4.405649E-4,7.667233E-5,1.153044E-4,9.956593E-5,0.03150743,0.001243577,2.035357E-6,0.004434959,0.008102369,0.01592327,0.03427555,0.009651155,0.005846309,0.05483604,0.02050169,-1.33067E-4,9.871557,7.340756E-5,621339.5,621342.5
1.304575,0.001105804,6.283185,3.141593,6.283185,1179.807,0.2720914,1.026865E7,1638.609,2.356047E8,1638.609,1.000001,0.1743134,7.341251E-6,0.05555081,9.374404E-5,0.0300638,0.0912414,0.00136279,5.857814E-4,2.771014E-4,0.003026606,0.00826306,0.380571,0.05665081,0.004590805,4.314159E-4,7.545113E-5,1.108291E-4,9.744981E-5,0.03125985,0.001225928,1.999779E-6,0.004439745,0.008142845,0.01592245,0.03423161,0.009623658,0.005837561,0.05544158,0.02061889,-1.338012E-4,9.870681,7.340981E-5,621286.9,621290.5
1.308146,0.001108831,6.283185,3.141593,6.283185,1179.798,0.2720914,2.769903E7,1638.561,2.355961E8,1638.561,1.000001,0.1743186,7.323254E-6,0.05557206,9.391158E-5,0.03000756,0.09129295,0.001361903,5.853793E-4,2.767634E-4,0.003027269,0.008253024,0.3804742,0.05666577,0.004567033,4.291957E-4,7.515201E-5,1.097543E-4,9.693876E-5,0.03119965,0.001221666,1.991606E-6,0.004440782,0.008152735,0.01592209,0.03422065,0.009616947,0.005836822,0.05559026,0.02064776,-1.340133E-4,9.870459,7.341033E-5,621276.8,621280.9
1.308725,0.001109322,6.283185,3.141593,6.283185,1179.797,0.2720914,-4.908405E7,1638.552,2.355947E8,1638.552,1.000001,0.1743195,7.289287E-6,0.0555757,9.412162E-5,0.03000003,0.09130128,0.001361785,5.852787E-4,2.76693E-4,0.003027373,0.008251408,0.3804589,0.05666839,0.004563227,4.288218E-4,7.510339E-5,1.095817E-4,9.685824E-5,0.03118998,0.001220984,1.990367E-6,0.004440987,0.008154356,0.01592205,0.034219,0.009615893,0.005844796,0.05561394,0.02065242,-1.340856E-4,9.870417,7.341039E-5,621279.1,621283.9
1.30875,0.001109343,6.283185,3.141593,6.283185,1179.797,0.2720914,1.291882E7,1638.552,2.355946E8,1638.552,1.000001,0.1743195,7.290989E-6,0.05557587,9.418991E-5,0.03000008,0.09130164,0.001361781,5.852736E-4,2.766892E-4,0.003027378,0.008251338,0.3804582,0.05666852,0.004563063,4.28805E-4,7.510112E-5,1.095742E-4,9.685483E-5,0.03118956,0.001220955,1.990353E-6,0.004440999,0.008154427,0.01592204,0.03421894,0.009615849,0.005845655,0.05561493,0.02065262,-1.340894E-4,9.870414,7.341039E-5,621279.6,621284.6
1.308812,0.001109395,6.283185,3.141593,6.283185,1179.797,0.2720914,-5.753767E7,1638.55,2.355943E8,1638.55,1.000001,0.1743196,7.298271E-6,0.0555763,9.429109E-5,0.02999956,0.09130253,0.001361772,5.852604E-4,2.766801E-4,0.003027389,0.008251166,0.3804566,0.05666882,0.004562661,4.28764E-4,7.509542E-5,1.095559E-4,9.684642E-5,0.03118854,0.001220882,1.990304E-6,0.004441025,0.008154601,0.01592204,0.03421878,0.00961574,0.005849399,0.05561731,0.02065311,-1.340987E-4,9.870407,7.341041E-5,621279.9,621285.1
1.308826,0.001109408,6.283185,3.141593,6.283185,1179.797,0.2720914,4.540494E7,1638.55,2.355942E8,1638.55,1.000001,0.1743196,7.299805E-6,0.0555764,9.429612E-5,0.02999958,0.09130274,0.00136177,5.852571E-4,2.76678E-4,0.003027392,0.008251126,0.3804562,0.05666888,0.004562567,4.287546E-4,7.509406E-5,1.095516E-4,9.684445E-5,0.0311883,0.001220865,1.990291E-6,0.00444103,0.008154642,0.01592204,0.03421874,0.009615714,0.00584978,0.05561785,0.02065322,-1.341009E-4,9.870405,7.341041E-5,621280.3,621285.6
1.308874,0.001109448,6.283185,3.141593,6.283185,1179.797,0.2720914,-2.976872E7,1638.549,2.35594E8,1638.549,1.000001,0.1743197,7.301438E-6,0.05557673,9.429933E-5,0.02999901,0.09130344,0.001361763,5.852461E-4,2.766713E-4,0.003027401,0.008250994,0.380455,0.0566691,0.004562258,4.287234E-4,7.508956E-5,1.095375E-4,9.683794E-5,0.03118751,0.001220809,1.990238E-6,0.004441047,0.008154775,0.01592204,0.03421861,0.009615629,0.00585225,0.05561964,0.02065359,-1.34108E-4,9.870401,7.341043E-5,621280.4,621285.8
1.308907,0.001109476,6.283185,3.141593,6.283185,1179.797,0.2720914,-1.54051E8,1638.548,2.35594E8,1638.548,1.000001,0.1743197,7.302784E-6,0.05557696,9.429264E-5,0.02999911,0.09130393,0.001361757,5.852379E-4,2.766667E-4,0.003027407,0.0082509,0.380454,0.05666926,0.004562037,4.287014E-4,7.508634E-5,1.095274E-4,9.683329E-5,0.03118694,0.001220769,1.990196E-6,0.004441058,0.008154869,0.01592203,0.03421851,0.009615568,0.005853197,0.0556209,0.02065386,-1.341131E-4,9.870395,7.34104E-5,621281.2,621287.2
1.30891,0.001109479,6.283185,3.141593,6.283185,1179.797,0.2720914,-2.532976E8,1638.548,2.355939E8,1638.548,1.000001,0.1743197,7.303115E-6,0.05557698,9.428879E-5,0.02999937,0.09130397,0.001361757,5.852373E-4,2.766663E-4,0.003027407,0.008250893,0.380454,0.05666927,0.00456202,4.286997E-4,7.508609E-5,1.095267E-4,9.683293E-5,0.0311869,0.001220766,1.990192E-6,0.004441058,0.008154876,0.01592203,0.0342185,0.009615563,0.005853033,0.05562099,0.02065388,-1.341135E-4,9.870392,7.341038E-5,621281.7,621288.0
1.308918,0.001109486,6.283185,3.141593,6.283185,1179.797,0.2720914,-6.387176E7,1638.548,2.355939E8,1638.548,1.000001,0.1743197,7.302173E-6,0.05557704,9.427549E-5,0.02999925,0.09130409,0.001361755,5.852353E-4,2.766651E-4,0.003027409,0.00825087,0.3804537,0.05666931,0.004561967,4.286942E-4,7.508531E-5,1.095242E-4,9.68318E-5,0.03118676,0.001220756,1.990181E-6,0.00444106,0.008154899,0.01592203,0.03421848,0.009615548,0.005853941,0.0556213,0.02065395,-1.341148E-4,9.870393,7.34104E-5,621281.8,621288.1
1.308922,0.001109489,6.283185,3.141593,6.283185,1179.797,0.2720914,-9.591526E7,1638.548,2.355939E8,1638.548,1.000001,0.1743197,7.302401E-6,0.05557707,9.426828E-5,0.0299996,0.09130415,0.001361755,5.852343E-4,2.766646E-4,0.003027409,0.008250858,0.3804536,0.05666933,0.004561939,4.286915E-4,7.508492E-5,1.09523E-4,9.683123E-5,0.03118669,0.001220751,1.990175E-6,0.004441062,0.008154911,0.01592203,0.03421847,0.009615541,0.005853858,0.05562145,0.02065398,-1.341154E-4,9.870389,7.341038E-5,621282.5,621289.2
