Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_C6H5CHCH3_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
16.0,0.004043728,3.141593,0.7853982,3.141593,3818.991,0.2471665,8485763.0,1385.396,9.551867E7,1385.396,1.000084,0.8719351,4.129128E-6,0.02188017,3.75789E-6,2.07655E-4,0.02426137,0.01021386,8.481282E-5,1.550877E-4,2.433231E-4,1.744973E-4,0.04730602,0.001384058,0.01078526,1.184405E-4,1.645127E-4,2.893379E-5,0.005275479,0.002955723,5.658218E-6,8.631262E-7,1.499147E-4,4.824164E-5,3.681939E-5,4.268221E-4,9.863222E-4,3.317653E-4,1.044429E-4,1.418107E-4,3.902685E-4,9.367131,8.240449E-5,576695.3,576697.9
16.2,0.004096123,3.141593,0.7853982,3.141593,3815.453,0.2471665,8416794.0,1384.098,9.540442E7,1384.098,1.000085,0.8718767,4.059858E-6,0.02192724,3.698739E-6,2.095692E-4,0.02426705,0.0102272,8.459623E-5,1.553204E-4,2.448221E-4,1.742639E-4,0.04737311,0.001391984,0.01074482,1.165285E-4,1.634591E-4,2.866735E-5,0.005261802,0.002918494,5.633953E-6,8.51009E-7,1.510066E-4,4.801795E-5,3.710115E-5,4.284521E-4,9.892728E-4,3.316858E-4,1.04961E-4,1.430884E-4,3.918212E-4,9.36702,8.24809E-5,576688.5,576691.0
16.4,0.004148566,3.141593,0.7853982,3.141593,3811.914,0.2471665,8347224.0,1382.8,9.529022E7,1382.8,1.000086,0.8718197,3.991438E-6,0.02197334,3.640121E-6,2.114857E-4,0.02427247,0.01024003,8.438156E-5,1.55558E-4,2.463004E-4,1.740217E-4,0.04743854,0.00139974,0.01070527,1.146508E-4,1.624282E-4,2.840703E-5,0.00524835,0.002882437,5.610889E-6,8.392185E-7,1.520857E-4,4.778748E-5,3.737706E-5,4.300411E-4,9.921386E-4,3.316014E-4,1.054652E-4,1.443445E-4,3.933385E-4,9.366916,8.255748E-5,576682.1,576684.6
16.6,0.004201057,3.141593,0.7853982,3.141593,3808.374,0.2471665,8263443.0,1381.503,9.517607E7,1381.503,1.000087,0.8717641,3.923907E-6,0.02201853,3.582758E-6,2.134055E-4,0.02427768,0.01025238,8.416881E-5,1.557987E-4,2.477585E-4,1.737713E-4,0.04750239,0.001407331,0.01066658,1.128044E-4,1.614192E-4,2.815262E-5,0.005235118,0.002847488,5.588959E-6,8.277425E-7,1.531522E-4,4.755083E-5,3.764732E-5,4.315907E-4,9.949236E-4,3.315125E-4,1.059561E-4,1.455796E-4,3.948219E-4,9.366818,8.263422E-5,576676.1,576678.6
16.8,0.004253598,3.141593,0.7853982,3.141593,3804.833,0.2471665,8201771.0,1380.206,9.506196E7,1380.206,1.000088,0.8717098,3.858014E-6,0.02206281,3.526522E-6,2.153288E-4,0.02428268,0.01026425,8.395777E-5,1.560473E-4,2.491968E-4,1.735131E-4,0.04756469,0.001414759,0.01062871,1.110022E-4,1.604317E-4,2.790389E-5,0.005222107,0.002813614,5.568205E-6,8.167469E-7,1.542066E-4,4.730768E-5,3.791195E-5,4.331016E-4,9.97629E-4,3.314194E-4,1.064338E-4,1.467938E-4,3.96272E-4,9.366726,8.271112E-5,576670.5,576672.9
17.0,0.004306188,3.141593,0.7853982,3.141593,3801.291,0.2471665,8154051.0,1378.91,9.49479E7,1378.91,1.000089,0.8716568,3.791861E-6,0.0221062,3.470423E-6,2.172563E-4,0.02428751,0.01027565,8.374899E-5,1.562972E-4,2.506149E-4,1.732473E-4,0.04762547,0.001422026,0.01059168,1.092269E-4,1.594657E-4,2.766096E-5,0.005209319,0.002780796,5.548609E-6,8.058098E-7,1.552484E-4,4.705871E-5,3.817097E-5,4.34574E-4,0.001000256,3.313226E-4,1.068986E-4,1.47987E-4,3.976888E-4,9.366638,8.278818E-5,576665.3,576667.8
17.2,0.004358828,3.141593,0.7853982,3.141593,3797.749,0.2471666,8059088.0,1377.615,9.48339E7,1377.615,1.00009,0.8716051,3.727391E-6,0.02214868,3.413802E-6,2.19182E-4,0.02429209,0.01028658,8.354213E-5,1.565445E-4,2.520124E-4,1.729744E-4,0.04768473,0.001429132,0.01055549,1.074748E-4,1.585214E-4,2.742394E-5,0.00519676,0.002749015,5.529905E-6,7.953314E-7,1.562767E-4,4.680475E-5,3.842429E-5,4.36008E-4,0.001002806,3.312225E-4,1.073505E-4,1.491586E-4,3.990726E-4,9.366557,8.286541E-5,576660.3,576662.7
17.4,0.004411516,3.141593,0.7853982,3.141593,3794.206,0.2471666,7979663.0,1376.32,9.471994E7,1376.32,1.000091,0.8715547,3.665204E-6,0.02219032,3.360223E-6,2.211109E-4,0.02429649,0.0102971,8.333646E-5,1.568027E-4,2.533916E-4,1.726951E-4,0.04774263,0.00143609,0.01052004,1.057742E-4,1.575965E-4,2.719194E-5,0.005184407,0.002718158,5.512263E-6,7.854338E-7,1.572943E-4,4.654491E-5,3.867245E-5,4.374074E-4,0.001005284,3.311193E-4,1.077906E-4,1.503107E-4,4.004263E-4,9.366481,8.294279E-5,576655.5,576657.9
17.6,0.004464253,3.141593,0.7853982,3.141593,3790.662,0.2471666,7909138.0,1375.025,9.460602E7,1375.025,1.000092,0.8715054,3.603604E-6,0.02223115,3.307553E-6,2.230442E-4,0.02430073,0.01030721,8.313263E-5,1.570688E-4,2.547524E-4,1.724096E-4,0.04779919,0.001442902,0.01048532,1.041105E-4,1.566909E-4,2.696496E-5,0.005172262,0.00268821,5.495745E-6,7.757419E-7,1.58301E-4,4.627947E-5,3.891547E-5,4.387724E-4,0.001007694,3.310133E-4,1.082192E-4,1.514433E-4,4.017504E-4,9.36641,8.302034E-5,576651.1,576653.5
17.8,0.004517039,3.141593,0.7853982,3.141593,3787.117,0.2471666,7839132.0,1373.731,9.449215E7,1373.731,1.000093,0.8714572,3.542326E-6,0.02227116,3.254594E-6,2.249809E-4,0.02430483,0.0103169,8.293112E-5,1.573389E-4,2.560945E-4,1.721182E-4,0.04785441,0.001449567,0.01045134,1.024736E-4,1.558048E-4,2.674312E-5,0.005160329,0.002659161,5.480287E-6,7.661976E-7,1.592962E-4,4.600901E-5,3.915329E-5,4.401029E-4,0.001010035,3.30905E-4,1.086363E-4,1.52556E-4,4.030448E-4,9.366343,8.309803E-5,576647.0,576649.5
18.0,0.004569878,3.141593,0.7853982,3.141593,3783.573,0.2471666,7761819.0,1372.438,9.437832E7,1372.438,1.000095,0.8714103,3.482724E-6,0.02231033,3.203278E-6,2.269201E-4,0.02430876,0.01032618,8.27319E-5,1.576144E-4,2.574173E-4,1.71821E-4,0.04790827,0.001456082,0.01041814,1.00869E-4,1.549386E-4,2.652654E-5,0.005148616,0.002631017,5.465865E-6,7.570929E-7,1.602796E-4,4.573358E-5,3.938574E-5,4.413981E-4,0.001012305,3.307943E-4,1.090416E-4,1.536481E-4,4.043088E-4,9.366281,8.317589E-5,576643.2,576645.6
18.2,0.004622763,3.141593,0.7853982,3.141593,3780.027,0.2471666,7690088.0,1371.145,9.426455E7,1371.145,1.000096,0.8713643,3.423561E-6,0.02234877,3.152219E-6,2.288618E-4,0.02431256,0.0103351,8.253483E-5,1.578944E-4,2.587233E-4,1.715189E-4,0.04796096,0.001462467,0.01038558,9.9292E-5,1.540896E-4,2.631449E-5,0.005137096,0.002603646,5.452347E-6,7.481281E-7,1.612526E-4,4.545395E-5,3.961355E-5,4.426631E-4,0.001014515,3.306819E-4,1.094368E-4,1.547222E-4,4.055465E-4,9.366224,8.32539E-5,576639.6,576642.0
18.4,0.004675697,3.141593,0.7853982,3.141593,3776.482,0.2471666,7616723.0,1369.853,9.415081E7,1369.853,1.000097,0.8713194,3.36565E-6,0.02238644,3.102313E-6,2.308074E-4,0.02431625,0.01034365,8.234012E-5,1.581793E-4,2.600115E-4,1.712119E-4,0.04801244,0.001468715,0.01035372,9.774437E-5,1.532587E-4,2.610718E-5,0.005125778,0.002577074,5.439788E-6,7.394886E-7,1.622146E-4,4.517013E-5,3.983645E-5,4.438963E-4,0.001016662,3.305678E-4,1.098215E-4,1.557774E-4,4.067568E-4,9.366171,8.333206E-5,576636.4,576638.8
18.6,0.004728681,3.141593,0.7853982,3.141593,3772.936,0.2471666,7544915.0,1368.561,9.403713E7,1368.561,1.000098,0.8712755,3.308183E-6,0.02242338,3.052747E-6,2.327549E-4,0.02431982,0.01035184,8.214779E-5,1.584674E-4,2.612822E-4,1.709004E-4,0.04806274,0.00147483,0.01032253,9.622322E-5,1.524454E-4,2.590454E-5,0.005114662,0.002551274,5.428124E-6,7.309889E-7,1.631656E-4,4.488241E-5,4.005455E-5,4.450985E-4,0.001018748,3.304523E-4,1.101959E-4,1.568138E-4,4.079402E-4,9.366122,8.341037E-5,576633.3,576635.7
18.8,0.004781715,3.141593,0.7853982,3.141593,3769.39,0.2471666,7465201.0,1367.27,9.392348E7,1367.27,1.000099,0.8712325,3.252475E-6,0.02245959,3.005081E-6,2.347076E-4,0.02432331,0.01035968,8.195784E-5,1.587615E-4,2.625356E-4,1.705847E-4,0.04811188,0.001480814,0.010292,9.473312E-5,1.516494E-4,2.570641E-5,0.005103744,0.002526215,5.417411E-6,7.229155E-7,1.641061E-4,4.459086E-5,4.026792E-5,4.462705E-4,0.001020775,3.303355E-4,1.105603E-4,1.578318E-4,4.090975E-4,9.366076,8.348884E-5,576630.8,576633.2
19.0,0.004834799,3.141593,0.7853982,3.141593,3765.844,0.2471666,7394198.0,1365.979,9.380989E7,1365.979,1.0001,0.8711906,3.196861E-6,0.02249509,2.95703E-6,2.366621E-4,0.02432669,0.01036718,8.177031E-5,1.590595E-4,2.63772E-4,1.702649E-4,0.04815992,0.00148667,0.0102621,9.327067E-5,1.508702E-4,2.551268E-5,0.005093021,0.002501874,5.407584E-6,7.14895E-7,1.650361E-4,4.429566E-5,4.047667E-5,4.474131E-4,0.001022744,3.302178E-4,1.10915E-4,1.588315E-4,4.102294E-4,9.366035,8.356746E-5,576628.3,576630.7
19.2,0.004887933,3.141593,0.7853982,3.141593,3762.298,0.2471666,7326628.0,1364.688,9.369633E7,1364.688,1.000101,0.8711495,3.142837E-6,0.0225299,2.910063E-6,2.386219E-4,0.02433001,0.01037435,8.158527E-5,1.59363E-4,2.649918E-4,1.699414E-4,0.04820687,0.001492402,0.01023283,9.183774E-5,1.501075E-4,2.532324E-5,0.005082491,0.002478225,5.398685E-6,7.072588E-7,1.659558E-4,4.3997E-5,4.068087E-5,4.48527E-4,0.001024657,3.300991E-4,1.112603E-4,1.598133E-4,4.113362E-4,9.365996,8.364622E-5,576626.3,576628.7
19.4,0.00494112,3.141593,0.7853982,3.141593,3758.752,0.2471666,7259199.0,1363.399,9.358283E7,1363.399,1.000102,0.8711094,3.08882E-6,0.02256399,2.862879E-6,2.405811E-4,0.02433318,0.01038118,8.140293E-5,1.596677E-4,2.661941E-4,1.696143E-4,0.04825271,0.001498005,0.01020421,9.042534E-5,1.493618E-4,2.513829E-5,0.005072161,0.002455279,5.390591E-6,6.996434E-7,1.668645E-4,4.369524E-5,4.088039E-5,4.496114E-4,0.001026513,3.299798E-4,1.115959E-4,1.607765E-4,4.124176E-4,9.365962,8.372514E-5,576624.2,576626.6
19.6,0.004994354,3.141593,0.7853982,3.141593,3755.206,0.2471666,7186584.0,1362.11,9.346939E7,1362.11,1.000103,0.8710702,3.035661E-6,0.02259743,2.816712E-6,2.42541E-4,0.02433626,0.01038773,8.122295E-5,1.599734E-4,2.673806E-4,1.692841E-4,0.04829758,0.001503494,0.01017616,8.903211E-5,1.486311E-4,2.495737E-5,0.005062012,0.002432951,5.383191E-6,6.922258E-7,1.677631E-4,4.339105E-5,4.10757E-5,4.506697E-4,0.001028319,3.298602E-4,1.11923E-4,1.617229E-4,4.134762E-4,9.365932,8.38042E-5,576622.3,576624.7
19.8,0.005047639,3.141593,0.7853982,3.141593,3751.66,0.2471666,7116363.0,1360.821,9.335599E7,1360.821,1.000104,0.8710318,2.983426E-6,0.02263021,2.771259E-6,2.445028E-4,0.02433927,0.01039397,8.104528E-5,1.602814E-4,2.68551E-4,1.689511E-4,0.04834145,0.001508866,0.0101487,8.766406E-5,1.479159E-4,2.478053E-5,0.005052048,0.002411247,5.376539E-6,6.850262E-7,1.686513E-4,4.308434E-5,4.12667E-5,4.517013E-4,0.001030074,3.297402E-4,1.122413E-4,1.626521E-4,4.145116E-4,9.365905,8.38834E-5,576620.6,576623.0
20.0,0.005100974,3.141593,0.7853982,3.141593,3748.115,0.2471666,7046814.0,1359.533,9.324264E7,1359.533,1.000106,0.8709943,2.931872E-6,0.02266234,2.726403E-6,2.464658E-4,0.02434219,0.01039992,8.086989E-5,1.60591E-4,2.697052E-4,1.686153E-4,0.04838434,0.001514123,0.01012182,8.631923E-5,1.472159E-4,2.460771E-5,0.005042268,0.002390148,5.37062E-6,6.77983E-7,1.695292E-4,4.277529E-5,4.145346E-5,4.527067E-4,0.001031779,3.2962E-4,1.125512E-4,1.635642E-4,4.155242E-4,9.365881,8.396275E-5,576619.1,576621.5
