Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_C6H5CHCH3_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C18H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,3.141593,0.7853982,3.141593,4093.003,0.2471664,-8.324263E9,1518.476,0.0,1518.476,1.0,0.924183,4.289422E-21,5.587001E-16,1.063533E-20,8.815738E-20,1.73312E-18,5.788836E-19,2.959444E-21,2.071831E-22,6.516051E-23,9.571309E-24,9.450159E-21,2.632784E-23,0.01675538,1.321033E-25,1.250285E-31,9.676757E-28,2.098981E-24,0.04815555,0.01090607,8.92324E-29,7.257105E-25,1.654448E-25,6.242179E-26,2.813084E-27,1.094321E-25,3.255586E-24,6.71974E-24,1.197342E-16,1.01045E-35,9.580397,7.688781E-5,589780.6,589780.6
9.607187E-4,2.347474E-7,3.141593,0.7853982,3.141593,4092.124,0.2471664,-8.002484E9,1518.031,1.07191E8,1518.031,0.9999987,0.9241138,5.145905E-6,6.361412E-6,6.166E-5,1.158171E-8,1.130165E-6,4.232989E-7,2.132538E-11,5.482884E-10,7.883226E-10,2.311131E-10,1.326244E-6,3.708718E-14,0.01675068,7.085951E-5,8.287875E-9,5.421394E-9,4.032353E-7,0.04815503,0.0108292,2.507353E-6,3.208921E-13,1.397644E-16,4.689271E-15,1.905166E-12,4.553747E-9,2.394772E-10,2.842058E-20,2.114322E-16,5.587436E-11,9.579657,7.690432E-5,589735.0,589735.0
0.008010157,1.958653E-6,3.141593,0.7853982,3.141593,4086.663,0.2471664,-6.440089E9,1515.107,1.069337E8,1515.107,1.0,0.9233686,7.871935E-5,2.861957E-4,2.712357E-4,2.707405E-6,1.765251E-4,3.561633E-5,1.105618E-8,9.511697E-8,6.480634E-8,8.486969E-8,2.250279E-4,7.605526E-10,0.01666218,5.924875E-4,2.811042E-6,3.611957E-7,5.905715E-5,0.04787571,0.01024596,6.476595E-5,2.008946E-9,1.087694E-11,2.582897E-12,2.521338E-8,8.448737E-7,3.673148E-8,9.444879E-14,6.405081E-12,8.351345E-9,9.573966,7.700709E-5,589384.7,589384.7
0.01889636,4.624095E-6,3.141593,0.7853982,3.141593,4082.499,0.2471664,-3.43614E9,1512.082,1.066675E8,1512.082,1.000002,0.9218546,1.118549E-4,9.630943E-4,3.132265E-4,1.240493E-5,8.531096E-4,1.892904E-4,1.396525E-7,8.939742E-7,3.488467E-7,4.461229E-7,0.001135634,2.119742E-8,0.01655777,0.001215814,1.495617E-5,1.756977E-6,2.77236E-4,0.04696326,0.009338597,9.74378E-5,3.776845E-8,6.75956E-10,2.981087E-11,3.440379E-7,4.459838E-6,2.089163E-7,1.378583E-11,2.497345E-10,4.80865E-8,9.564582,7.708563E-5,588807.0,588807.0
0.05115176,1.25274E-5,3.141593,0.7853982,3.141593,4081.077,0.2471664,-9.097062E8,1508.623,1.063631E8,1508.623,1.000002,0.9180815,8.306878E-5,0.002785679,2.491447E-4,3.634194E-5,0.002648776,6.221362E-4,1.229191E-6,6.345131E-6,1.753142E-6,1.503014E-6,0.003631384,2.918766E-7,0.01700426,0.001888474,5.165965E-5,8.03442E-6,8.523625E-4,0.0446164,0.007215043,7.085259E-5,4.249988E-7,2.32928E-8,8.436656E-10,2.256657E-6,1.662456E-5,1.515862E-6,7.184036E-10,4.338061E-9,3.730224E-7,9.546024,7.711249E-5,587664.6,587664.6
0.154369,3.780344E-5,3.141593,0.7853982,3.141593,4086.319,0.2471664,-5.386928E7,1506.183,1.061483E8,1506.183,1.000001,0.9107202,5.153046E-5,0.006400169,1.322969E-4,6.580129E-5,0.005995547,0.00148369,6.118963E-6,2.745553E-5,7.177366E-6,4.453505E-6,0.00850192,3.350853E-6,0.01901188,0.001833071,1.33066E-4,2.688627E-5,0.0019392,0.03991663,0.003460271,3.957927E-5,2.664043E-6,4.102744E-7,2.131342E-8,1.0329E-5,5.018183E-5,1.240408E-5,2.442472E-8,6.433312E-8,3.475783E-6,9.518375,7.701357E-5,585962.4,585962.4
0.2,4.896751E-5,3.141593,0.7853982,3.141593,4088.202,0.2471664,-2.25321E7,1505.749,1.061101E8,1505.749,0.9999999,0.9085982,4.459456E-5,0.007389991,1.036319E-4,7.005662E-5,0.006979902,0.001755093,8.176131E-6,3.57973E-5,9.490649E-6,5.864812E-6,0.009989591,5.652079E-6,0.0196034,0.001673615,1.56427E-4,3.31607E-5,0.002261779,0.03842772,0.002545695,3.296267E-5,3.705863E-6,7.145613E-7,4.030366E-8,1.401622E-5,6.280797E-5,1.869298E-5,5.529629E-8,1.207603E-7,5.513621E-6,9.511254,7.697809E-5,585524.1,585524.1
0.3113331,7.619046E-5,3.141593,0.7853982,3.141593,4090.714,0.2471664,-3.471876E7,1504.756,1.060228E8,1504.756,0.9999992,0.9049392,3.338771E-5,0.008974844,6.067227E-5,7.340576E-5,0.008754966,0.002270626,1.267454E-5,5.240694E-5,1.457422E-5,9.723657E-6,0.01273924,1.288463E-5,0.02044856,0.001325276,1.941804E-4,4.460034E-5,0.00284267,0.03560446,0.001237233,2.292573E-5,5.947671E-6,1.663306E-6,1.081615E-7,2.242133E-5,8.906403E-5,3.441701E-5,2.058661E-7,3.352409E-7,1.124581E-5,9.499153,7.693082E-5,584779.8,584779.9
0.3266295,7.992967E-5,3.141593,0.7853982,3.141593,4090.871,0.2471664,-3.6736E7,1504.608,1.060098E8,1504.608,0.9999991,0.9045526,3.226379E-5,0.009130064,5.674975E-5,7.349661E-5,0.008950767,0.002329765,1.324657E-5,5.431772E-5,1.520995E-5,1.029508E-5,0.01304785,1.400608E-5,0.02051739,0.001285002,1.979267E-4,4.58424E-5,0.002906385,0.03528206,0.001123478,2.196799E-5,6.217927E-6,1.808419E-6,1.194367E-7,2.349746E-5,9.225377E-5,3.651718E-5,2.356351E-7,3.721018E-7,1.207406E-5,9.497859,7.692788E-5,584701.2,584701.4
0.3296111,8.065852E-5,3.141593,0.7853982,3.141593,4090.897,0.2471664,-6.456513E7,1504.579,1.060072E8,1504.579,0.9999991,0.9044795,3.202417E-5,0.009159002,5.60112E-5,7.350812E-5,0.008988061,0.002341026,1.335707E-5,5.468141E-5,1.53322E-5,1.040746E-5,0.01310646,1.422736E-5,0.02052979,0.001277364,1.986268E-4,4.607697E-5,0.002918444,0.03522072,0.001102636,2.177792E-5,6.269578E-6,1.836973E-6,1.216808E-7,2.370494E-5,9.286535E-5,3.692371E-5,2.418898E-7,3.794608E-7,1.223599E-5,9.497611,7.692738E-5,584687.5,584688.2
0.3299119,8.073205E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-8.376424E7,1504.576,1.060069E8,1504.576,0.9999991,0.9044721,3.194821E-5,0.009161898,5.594942E-5,7.350934E-5,0.008991903,0.002342156,1.33682E-5,5.471806E-5,1.534451E-5,1.041881E-5,0.01311233,1.424973E-5,0.02053103,0.001276593,1.986969E-4,4.610053E-5,0.00291965,0.03521458,0.001100556,2.174847E-5,6.274774E-6,1.839851E-6,1.21908E-7,2.372582E-5,9.292685E-5,3.696467E-5,2.427546E-7,3.802056E-7,1.225233E-5,9.497585,7.692734E-5,584686.7,584687.7
0.3299689,8.074599E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-6.238903E7,1504.575,1.060068E8,1504.575,0.9999991,0.9044708,3.194051E-5,0.009162448,5.593532E-5,7.350959E-5,0.008992605,0.00234237,1.337032E-5,5.472502E-5,1.534685E-5,1.042096E-5,0.01311345,1.425397E-5,0.02053127,0.001276447,1.987102E-4,4.6105E-5,0.002919878,0.03521342,0.001100162,2.17416E-5,6.275759E-6,1.840397E-6,1.219511E-7,2.372978E-5,9.293851E-5,3.697244E-5,2.429082E-7,3.803468E-7,1.225543E-5,9.49758,7.692733E-5,584686.4,584687.4
0.3300062,8.075509E-5,3.141593,0.7853982,3.141593,4090.9,0.2471664,-5.576033E7,1504.575,1.060068E8,1504.575,0.9999991,0.9044699,3.193724E-5,0.009162806,5.592524E-5,7.350975E-5,0.008993073,0.00234251,1.337169E-5,5.472956E-5,1.534837E-5,1.042236E-5,0.01311418,1.425674E-5,0.02053142,0.001276352,1.987188E-4,4.610792E-5,0.002920027,0.03521266,0.001099905,2.173721E-5,6.276401E-6,1.840754E-6,1.219792E-7,2.373236E-5,9.294611E-5,3.697751E-5,2.430028E-7,3.80439E-7,1.225745E-5,9.497577,7.692733E-5,584686.3,584687.3
0.3300485,8.076545E-5,3.141593,0.7853982,3.141593,4090.901,0.2471664,-4.346248E7,1504.574,1.060068E8,1504.574,0.9999991,0.9044688,3.193483E-5,0.009163214,5.591376E-5,7.350992E-5,0.008993601,0.002342669,1.337326E-5,5.473472E-5,1.53501E-5,1.042396E-5,0.013115,1.425989E-5,0.02053159,0.001276243,1.987287E-4,4.611124E-5,0.002920197,0.0352118,0.001099613,2.17324E-5,6.277132E-6,1.84116E-6,1.220113E-7,2.37353E-5,9.295477E-5,3.698328E-5,2.431061E-7,3.805439E-7,1.225975E-5,9.497574,7.692732E-5,584686.1,584687.1
0.3300938,8.077652E-5,3.141593,0.7853982,3.141593,4090.901,0.2471664,-4.394574E7,1504.574,1.060067E8,1504.574,0.9999991,0.9044677,3.193261E-5,0.009163649,5.590153E-5,7.35101E-5,0.008994164,0.002342839,1.337494E-5,5.474024E-5,1.535195E-5,1.042567E-5,0.01311589,1.426326E-5,0.02053178,0.001276127,1.987392E-4,4.611479E-5,0.002920378,0.03521088,0.001099301,2.172755E-5,6.277913E-6,1.841594E-6,1.220455E-7,2.373844E-5,9.296403E-5,3.698944E-5,2.432142E-7,3.80656E-7,1.226221E-5,9.49757,7.692731E-5,584685.9,584686.9
0.3310898,8.101998E-5,3.141593,0.7853982,3.141593,4090.909,0.2471664,-4.607673E7,1504.564,1.060058E8,1504.564,0.9999991,0.9044436,3.188833E-5,0.009173203,5.566194E-5,7.351363E-5,0.009006487,0.002346572,1.341178E-5,5.486136E-5,1.539262E-5,1.046328E-5,0.0131353,1.433738E-5,0.02053584,0.001273588,1.9897E-4,4.619261E-5,0.002924367,0.03519056,0.001092454,2.166352E-5,6.295067E-6,1.851147E-6,1.227992E-7,2.380743E-5,9.31673E-5,3.712497E-5,2.453823E-7,3.831248E-7,1.231633E-5,9.497488,7.692717E-5,584681.2,584682.4
0.3314782,8.111492E-5,3.141593,0.7853982,3.141593,4090.911,0.2471664,-4.489805E7,1504.56,1.060055E8,1504.56,0.9999991,0.9044342,3.187055E-5,0.009176917,5.558355E-5,7.351523E-5,0.00901127,0.002348025,1.342614E-5,5.490848E-5,1.540846E-5,1.047796E-5,0.01314285,1.436631E-5,0.02053742,0.0012726,1.990598E-4,4.622287E-5,0.002925919,0.03518264,0.001089796,2.164348E-5,6.301747E-6,1.854876E-6,1.230935E-7,2.383431E-5,9.324647E-5,3.717779E-5,2.462216E-7,3.840889E-7,1.233744E-5,9.497456,7.692712E-5,584679.3,584680.5
0.3327392,8.142317E-5,3.141593,0.7853982,3.141593,4090.921,0.2471664,-5.23037E7,1504.547,1.060044E8,1504.547,0.9999991,0.9044037,3.179179E-5,0.009188928,5.530019E-5,7.351997E-5,0.009026845,0.002352735,1.347272E-5,5.506117E-5,1.545983E-5,1.052565E-5,0.01316734,1.446035E-5,0.02054249,0.001269401,1.993501E-4,4.63208E-5,0.002930951,0.03515697,0.001081215,2.158272E-5,6.323401E-6,1.866989E-6,1.240508E-7,2.392153E-5,9.350316E-5,3.734916E-5,2.489348E-7,3.872253E-7,1.240599E-5,9.497353,7.692693E-5,584673.6,584675.0
0.3328749,8.145634E-5,3.141593,0.7853982,3.141593,4090.922,0.2471664,-4.573336E7,1504.545,1.060042E8,1504.545,0.9999991,0.9044004,3.177777E-5,0.009190217,5.52684E-5,7.352052E-5,0.009028538,0.002353241,1.347773E-5,5.507759E-5,1.546535E-5,1.053078E-5,0.01316997,1.447047E-5,0.02054304,0.001269057,1.993813E-4,4.633131E-5,0.002931491,0.03515422,0.001080296,2.157374E-5,6.325729E-6,1.868292E-6,1.24154E-7,2.393091E-5,9.353074E-5,3.736759E-5,2.492568E-7,3.875632E-7,1.241336E-5,9.497341,7.692691E-5,584673.1,584674.6
0.3334391,8.159424E-5,3.141593,0.7853982,3.141593,4090.927,0.2471664,-4.384065E7,1504.54,1.060037E8,1504.54,0.9999991,0.9043869,3.17502E-5,0.009195564,5.512577E-5,7.352237E-5,0.009035459,0.002355343,1.349855E-5,5.51458E-5,1.548829E-5,1.055214E-5,0.01318089,1.45126E-5,0.02054529,0.00126763,1.995106E-4,4.637496E-5,0.002933734,0.03514277,0.001076484,2.154107E-5,6.335394E-6,1.873716E-6,1.245832E-7,2.396989E-5,9.364536E-5,3.744419E-5,2.504691E-7,3.889694E-7,1.244403E-5,9.497296,7.692683E-5,584670.4,584671.9
0.3346525,8.189085E-5,3.141593,0.7853982,3.141593,4090.936,0.2471664,-5.296349E7,1504.528,1.060027E8,1504.528,0.9999991,0.9043578,3.168242E-5,0.009207015,5.483144E-5,7.352567E-5,0.009050338,0.002359856,1.35433E-5,5.529226E-5,1.553757E-5,1.059811E-5,0.01320434,1.46033E-5,0.02055008,0.001264571,1.997877E-4,4.646853E-5,0.002938549,0.03511819,0.001068333,2.148183E-5,6.356144E-6,1.885392E-6,1.255081E-7,2.405366E-5,9.389155E-5,3.760882E-5,2.530162E-7,3.920003E-7,1.251002E-5,9.497197,7.692665E-5,584664.7,584666.5
0.3352755,8.204316E-5,3.141593,0.7853982,3.141593,4090.941,0.2471664,-4.029098E7,1504.521,1.060021E8,1504.521,0.9999991,0.9043429,3.164348E-5,0.009212869,5.468698E-5,7.352732E-5,0.009057948,0.002362168,1.356625E-5,5.536736E-5,1.556284E-5,1.062174E-5,0.01321635,1.464993E-5,0.02055253,0.001263005,1.999295E-4,4.651641E-5,0.002941015,0.03510559,0.001064174,2.144765E-5,6.366777E-6,1.891391E-6,1.25984E-7,2.409664E-5,9.401777E-5,3.769329E-5,2.543542E-7,3.935601E-7,1.254391E-5,9.497147,7.692656E-5,584661.7,584663.6
0.3781832,9.253127E-5,3.141593,0.7853982,3.141593,4091.159,0.2471664,-4.959293E7,1504.09,1.059642E8,1504.09,0.999999,0.9033925,2.905272E-5,0.009577735,4.590617E-5,7.348804E-5,0.009550448,0.002513973,1.511832E-5,6.02563E-5,1.725118E-5,1.228076E-5,0.01399974,1.794201E-5,0.02069094,0.001162898,2.088454E-4,4.957492E-5,0.003100742,0.03428121,8.15486E-4,1.92862E-5,7.066538E-6,2.31231E-6,1.601968E-7,2.699067E-5,1.024057E-4,4.340474E-5,3.487415E-7,5.071202E-7,1.488674E-5,9.493922,7.692247E-5,584462.4,584464.8
0.4,9.786393E-5,3.141593,0.7853982,3.141593,4091.179,0.2471664,-5.494862E7,1503.861,1.05944E8,1503.861,0.999999,0.9029584,2.789045E-5,0.009738003,4.222741E-5,7.338599E-5,0.009779837,0.002585831,1.588832E-5,6.253486E-5,1.807124E-5,1.31455E-5,0.01436712,1.96683E-5,0.0207418,0.001117371,2.128063E-4,5.096941E-5,0.003174831,0.03389254,7.136278E-4,1.833481E-5,7.399176E-6,2.530849E-6,1.785905E-7,2.841015E-5,1.064532E-4,4.622513E-5,4.028694E-7,5.690352E-7,1.607987E-5,9.492426,7.692208E-5,584370.2,584372.7
0.6,1.467568E-4,3.141593,0.7853982,3.141593,4089.519,0.2471664,-8.721848E7,1501.52,1.05738E8,1501.52,0.9999995,0.8999633,2.120353E-5,0.01072415,2.357452E-5,7.158283E-5,0.01144323,0.00313057,2.254257E-5,7.879113E-5,2.465877E-5,2.149938E-5,0.01708164,3.65295E-5,0.02083138,8.336878E-4,2.380132E-4,6.011743E-5,0.003704043,0.03098881,2.25166E-4,1.300359E-5,9.936701E-6,4.570164E-6,3.706785E-7,4.017881E-5,1.386319E-4,6.949491E-5,1.051777E-6,1.233661E-6,2.677855E-5,9.481494,7.69533E-5,583697.4,583699.3
0.8,1.956815E-4,3.141593,0.7853982,3.141593,4086.154,0.2471664,-9.537794E7,1498.965,1.055131E8,1498.965,1.000001,0.8978933,1.837399E-5,0.01129839,1.745876E-5,6.986785E-5,0.01266187,0.003557272,2.872674E-5,9.011386E-5,3.022062E-5,3.013081E-5,0.01913033,5.459201E-5,0.02060416,7.028824E-4,2.529727E-4,6.526151E-5,0.004079493,0.02877975,8.480406E-5,1.07271E-5,1.205184E-5,6.533113E-6,5.959424E-7,5.064741E-5,1.656498E-4,8.919735E-5,1.915658E-6,2.031166E-6,3.692887E-5,9.473142,7.701667E-5,583183.3,583184.8
1.0,2.446505E-4,3.141593,0.7853982,3.141593,4082.245,0.2471664,-9.099701E7,1496.4,1.052875E8,1496.4,1.000002,0.8962146,1.703273E-5,0.01173323,1.520452E-5,6.87913E-5,0.01366559,0.003925678,3.451573E-5,9.90114E-5,3.532711E-5,3.86413E-5,0.02085828,7.373145E-5,0.02028645,6.393589E-4,2.634191E-4,6.836137E-5,0.004378433,0.02692187,4.181818E-5,9.544308E-6,1.414852E-5,8.372842E-6,8.530951E-7,6.063126E-5,1.904504E-4,1.067641E-4,2.957154E-6,2.947194E-6,4.674913E-5,9.46598,7.709043E-5,582742.4,582743.7
1.2,2.936673E-4,3.141593,0.7853982,3.141593,4078.223,0.2471664,-8.235749E7,1493.917,1.050689E8,1493.917,1.000003,0.8947476,1.624731E-5,0.01211142,1.418684E-5,6.835561E-5,0.01453863,0.004258093,3.989303E-5,1.064607E-4,4.022052E-5,4.686239E-5,0.02239308,9.40051E-5,0.01995145,6.023167E-4,2.712333E-4,7.027893E-5,0.004629447,0.02528348,2.7637E-5,8.768783E-6,1.635122E-5,1.011885E-5,1.144083E-6,7.044837E-5,2.14229E-4,1.229357E-4,4.164142E-6,3.983346E-6,5.641583E-5,9.459575,7.716645E-5,582348.2,582349.5
1.241732,3.039012E-4,3.141593,0.7853982,3.141593,4077.385,0.2471664,-8.127512E7,1493.411,1.050244E8,1493.411,1.000003,0.894461,1.611E-5,0.01218613,1.405612E-5,6.833909E-5,0.01470802,0.004323878,4.096279E-5,1.078748E-4,4.122434E-5,4.853411E-5,0.02269446,9.837622E-5,0.01988191,5.96177E-4,2.72612E-4,7.057292E-5,0.004677057,0.02496344,2.611506E-5,8.630748E-6,1.682567E-5,1.04749E-5,1.209132E-6,7.248584E-5,2.191087E-4,1.261656E-4,4.438484E-6,4.214275E-6,5.841982E-5,9.458316,7.718232E-5,582271.1,582272.3
1.25298,3.066599E-4,3.141593,0.7853982,3.141593,4077.158,0.2471664,-8.152446E7,1493.275,1.050124E8,1493.275,1.000003,0.8943847,1.6079E-5,0.0122061,1.403664E-5,6.834009E-5,0.01475303,0.004341413,4.124819E-5,1.082486E-4,4.149403E-5,4.898196E-5,0.02277467,9.956236E-5,0.01986324,5.945738E-4,2.729703E-4,7.064695E-5,0.00468963,0.02487837,2.575522E-5,8.595397E-6,1.695438E-5,1.057045E-5,1.226919E-6,7.303433E-5,2.204197E-4,1.270281E-4,4.517138E-6,4.277002E-6,5.89591E-5,9.457979,7.718661E-5,582250.9,582252.2
1.257191,3.076927E-4,3.141593,0.7853982,3.141593,4077.075,0.2471664,-8.451562E7,1493.224,1.05008E8,1493.224,1.000003,0.8943561,1.605419E-5,0.01221355,1.398039E-5,6.833962E-5,0.01476991,0.004347955,4.135471E-5,1.08388E-4,4.159489E-5,4.91493E-5,0.02280458,1.000072E-4,0.01985626,5.939769E-4,2.731031E-4,7.067413E-5,0.004694309,0.02484665,2.562535E-5,8.577034E-6,1.700264E-5,1.060615E-5,1.233605E-6,7.323958E-5,2.2091E-4,1.273501E-4,4.546863E-6,4.300449E-6,5.916085E-5,9.457853,7.718819E-5,582243.9,582245.6
1.258593,3.080365E-4,3.141593,0.7853982,3.141593,4077.046,0.2471664,-8.439113E7,1493.207,1.050064E8,1493.207,1.000003,0.8943466,1.603186E-5,0.01221602,1.398932E-5,6.833976E-5,0.01477552,0.004350128,4.139017E-5,1.084345E-4,4.162848E-5,4.920497E-5,0.02281452,1.001555E-4,0.01985395,5.937697E-4,2.731471E-4,7.068323E-5,0.00469586,0.02483613,2.558264E-5,8.561999E-6,1.701869E-5,1.061801E-5,1.235834E-6,7.330785E-5,2.210732E-4,1.274572E-4,4.559608E-6,4.308226E-6,5.922799E-5,9.45781,7.718874E-5,582241.6,582243.5
1.259441,3.082446E-4,3.141593,0.7853982,3.141593,4077.029,0.2471664,-1.206532E8,1493.196,1.050055E8,1493.196,1.000003,0.8943405,1.596603E-5,0.01221752,1.400555E-5,6.834062E-5,0.01477914,0.004351439,4.141165E-5,1.084628E-4,4.164883E-5,4.923863E-5,0.02282051,1.002451E-4,0.01985255,5.936358E-4,2.731737E-4,7.068877E-5,0.004696793,0.02482978,2.555697E-5,8.543107E-6,1.702841E-5,1.062516E-5,1.237184E-6,7.33491E-5,2.211719E-4,1.27522E-4,4.572563E-6,4.312891E-6,5.926857E-5,9.45778,7.718906E-5,582241.7,582244.2
1.259702,3.083086E-4,3.141593,0.7853982,3.141593,4077.023,0.2471664,-8.722415E7,1493.193,1.050052E8,1493.193,1.000003,0.8943389,1.59466E-5,0.01221799,1.400182E-5,6.83409E-5,0.01478017,0.004351842,4.141829E-5,1.084716E-4,4.16551E-5,4.924899E-5,0.02282235,1.002728E-4,0.01985213,5.935914E-4,2.73182E-4,7.069053E-5,0.004697079,0.02482785,2.55491E-5,8.531906E-6,1.703139E-5,1.062736E-5,1.2376E-6,7.336179E-5,2.212023E-4,1.27542E-4,4.577364E-6,4.31431E-6,5.928107E-5,9.457773,7.718917E-5,582241.2,582243.7
1.266111,3.098807E-4,3.141593,0.7853982,3.141593,4076.894,0.2471664,-8.160128E7,1493.115,1.049984E8,1493.115,1.000003,0.8942956,1.603185E-5,0.0122293,1.397069E-5,6.834217E-5,0.01480558,0.004361748,4.158026E-5,1.086835E-4,4.18082E-5,4.950321E-5,0.02286763,1.00951E-4,0.01984156,5.926426E-4,2.73381E-4,7.073162E-5,0.004704145,0.0247798,2.535852E-5,8.549225E-6,1.710481E-5,1.068137E-5,1.247815E-6,7.367336E-5,2.219473E-4,1.280308E-4,4.62143E-6,4.349125E-6,5.958764E-5,9.457582,7.719162E-5,582229.9,582232.6
1.268761,3.105307E-4,3.141593,0.7853982,3.141593,4076.841,0.2471664,-8.611951E7,1493.084,1.049956E8,1493.084,1.000003,0.8942777,1.602445E-5,0.01223397,1.395518E-5,6.834261E-5,0.01481614,0.004365844,4.164701E-5,1.087715E-4,4.187154E-5,4.960821E-5,0.02288635,1.012317E-4,0.01983717,5.922682E-4,2.734631E-4,7.074812E-5,0.004707062,0.02475996,2.528143E-5,8.544286E-6,1.713525E-5,1.070362E-5,1.252049E-6,7.380245E-5,2.222552E-4,1.282325E-4,4.639878E-6,4.363571E-6,5.971436E-5,9.457502,7.719262E-5,582225.5,582228.6
1.268972,3.105824E-4,3.141593,0.7853982,3.141593,4076.836,0.2471664,-8.47123E7,1493.081,1.049953E8,1493.081,1.000003,0.8942763,1.601033E-5,0.01223434,1.396747E-5,6.834274E-5,0.01481699,0.00436617,4.165232E-5,1.087785E-4,4.187659E-5,4.961656E-5,0.02288783,1.01254E-4,0.01983682,5.922372E-4,2.734696E-4,7.074944E-5,0.004707294,0.02475838,2.527534E-5,8.541758E-6,1.713768E-5,1.070539E-5,1.252386E-6,7.381272E-5,2.222797E-4,1.282485E-4,4.642531E-6,4.364719E-6,5.972443E-5,9.457496,7.719271E-5,582225.3,582228.4
1.269694,3.107594E-4,3.141593,0.7853982,3.141593,4076.822,0.2471664,-8.178636E7,1493.072,1.049945E8,1493.072,1.000003,0.8942714,1.601526E-5,0.01223561,1.397484E-5,6.834346E-5,0.01481986,0.004367283,4.167051E-5,1.088026E-4,4.189385E-5,4.964514E-5,0.02289292,1.013305E-4,0.01983563,5.921319E-4,2.73492E-4,7.075395E-5,0.004708085,0.024753,2.525456E-5,8.534378E-6,1.714597E-5,1.071145E-5,1.25354E-6,7.384785E-5,2.223636E-4,1.283034E-4,4.648776E-6,4.368638E-6,5.975893E-5,9.457474,7.719298E-5,582224.1,582227.2
1.272511,3.114506E-4,3.141593,0.7853982,3.141593,4076.764,0.2471664,-9.028117E7,1493.037,1.049915E8,1493.037,1.000003,0.8942523,1.595511E-5,0.01224059,1.400991E-5,6.834585E-5,0.01483118,0.004371627,4.174152E-5,1.088965E-4,4.196126E-5,4.975668E-5,0.02291277,1.016293E-4,0.01983098,5.91718E-4,2.735789E-4,7.077148E-5,0.004711171,0.02473198,2.517412E-5,8.510666E-6,1.717837E-5,1.073506E-5,1.25805E-6,7.398502E-5,2.22691E-4,1.285176E-4,4.677395E-6,4.383879E-6,5.989359E-5,9.457387,7.719408E-5,582220.3,582224.0
1.27276,3.115116E-4,3.141593,0.7853982,3.141593,4076.758,0.2471664,-8.782075E7,1493.034,1.049912E8,1493.034,1.000003,0.8942506,1.595333E-5,0.01224103,1.401947E-5,6.834634E-5,0.01483219,0.00437201,4.17478E-5,1.089048E-4,4.196721E-5,4.976652E-5,0.02291452,1.016557E-4,0.01983058,5.916791E-4,2.735865E-4,7.077305E-5,0.004711442,0.02473013,2.516708E-5,8.5063E-6,1.718123E-5,1.073714E-5,1.258449E-6,7.399711E-5,2.227198E-4,1.285365E-4,4.680617E-6,4.385206E-6,5.990547E-5,9.457379,7.719418E-5,582220.1,582223.9
1.284051,3.142812E-4,3.141593,0.7853982,3.141593,4076.533,0.2471664,-7.796705E7,1492.899,1.049793E8,1492.899,1.000004,0.8941749,1.603223E-5,0.01226093,1.39587E-5,6.835164E-5,0.01487661,0.004389409,4.203117E-5,1.092804E-4,4.223691E-5,5.021278E-5,0.02299399,1.028552E-4,0.01981183,5.901497E-4,2.739313E-4,7.084037E-5,0.004723794,0.0246459,2.485603E-5,8.522447E-6,1.731151E-5,1.083148E-5,1.276591E-6,7.454752E-5,2.240307E-4,1.293923E-4,4.749503E-6,4.446178E-6,6.044482E-5,9.457046,7.719845E-5,582199.3,582203.3
