Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_C3H3_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C6H5_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_BENZYNE_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H4C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,3.141593,0.7853982,3.141593,4649.86,0.1476364,-6.761988E10,1793.023,0.0,1793.023,1.0,0.9605902,6.712186E-23,8.566918E-18,1.617605E-22,2.541454E-20,8.352114E-21,4.150225E-23,1.386226E-23,1.663915E-25,8.738843E-25,1.262968E-25,1.178075E-22,1.851051E-28,2.790159E-25,0.008709467,1.587741E-27,6.25954E-30,1.153643E-29,2.393084E-26,1.654219E-32,0.02503132,0.00566899,8.042096E-27,1.81859E-27,6.050143E-28,2.771155E-29,9.859124E-28,2.682493E-26,8.252E-19,7.311413E-38,5.947955,4.042627E-5,306568.8,306568.8
1.223058E-4,2.630616E-8,3.141593,0.7853982,3.141593,4648.781,0.1476364,-6.687866E10,1792.449,1.313408E8,1792.449,0.9999989,0.9605167,8.020166E-6,1.624604E-6,6.654334E-5,1.427733E-7,6.099673E-7,7.094614E-11,6.51991E-12,6.771167E-9,6.247243E-9,6.146082E-10,6.442888E-7,2.943025E-7,1.552601E-14,0.00870294,7.342469E-5,5.262628E-8,2.581838E-8,3.11345E-7,9.926858E-13,0.0250395,0.005588542,5.46778E-14,6.645708E-17,1.130337E-15,2.907347E-14,4.067149E-10,4.087606E-11,1.839388E-18,9.519978E-12,5.947437,4.043565E-5,306542.1,306542.1
0.0014408,3.102663E-7,3.141593,0.7853982,3.141593,4637.97,0.1476364,-5.833734E10,1786.692,1.308342E8,1786.692,1.000001,0.9596235,2.032633E-4,1.788443E-4,5.603284E-4,3.852027E-5,1.602524E-5,4.50918E-8,5.900229E-9,9.763413E-7,7.895092E-7,4.694842E-7,4.823254E-5,1.942294E-5,8.605859E-11,0.008621213,7.818464E-4,6.635254E-6,3.157531E-6,2.521227E-5,1.452574E-8,0.02504992,0.004797585,3.481575E-10,4.767384E-12,1.638138E-12,1.183267E-9,9.649836E-8,4.053605E-9,9.067894E-14,8.941985E-10,5.942144,4.052991E-5,306269.2,306269.2
0.004887091,1.055054E-6,3.141593,0.7853982,3.141593,4618.841,0.1476364,-3.260769E10,1775.671,1.298643E8,1775.671,1.000004,0.9570017,7.343097E-4,0.001232831,9.128813E-4,5.694317E-4,2.072281E-4,1.125323E-6,4.352326E-7,1.487787E-5,7.183157E-6,1.027875E-5,8.309816E-4,1.009682E-4,2.321551E-8,0.008332467,0.002022909,5.434409E-5,2.549777E-5,3.249183E-4,2.385654E-6,0.02427569,0.003215842,3.43544E-8,1.950003E-9,1.229788E-10,1.944132E-7,1.60621E-6,7.243454E-8,5.096922E-11,1.575621E-8,5.929925,4.069776E-5,305639.5,305639.5
0.01096929,2.37358E-6,3.141593,0.7853982,3.141593,4610.137,0.1476364,-8.314762E9,1768.14,1.292015E8,1768.14,1.000006,0.9532072,8.089728E-4,0.003160902,7.876921E-4,0.001956479,7.998795E-4,8.402752E-6,4.361605E-6,5.989168E-5,2.358522E-5,4.566037E-5,0.003226405,1.252839E-4,5.930411E-7,0.008084292,0.002627662,1.408501E-4,6.925192E-5,0.001092497,2.313639E-5,0.02193048,0.001611352,3.71142E-7,5.865163E-8,8.298794E-9,1.865943E-6,6.668487E-6,6.075392E-7,1.403222E-9,1.338413E-7,5.915914,4.07746E-5,304917.3,304917.3
0.01742737,3.774453E-6,3.141593,0.7853982,3.141593,4610.287,0.1476364,-3.523781E9,1765.716,1.289882E8,1765.716,1.000006,0.9505047,6.471168E-4,0.004624878,5.572943E-4,0.003080762,0.001359949,2.093056E-5,1.092763E-5,9.47432E-5,4.052383E-5,8.968003E-5,0.005350217,1.032688E-4,2.578324E-6,0.008006309,0.00251381,2.009576E-4,1.046854E-4,0.00172086,4.997103E-5,0.01985766,8.069002E-4,9.369729E-7,2.608299E-7,5.38569E-8,4.406906E-6,1.228319E-5,1.997342E-6,5.833093E-9,4.344571E-7,5.907611,4.077327E-5,304489.4,304489.4
0.03003598,6.509134E-6,3.141593,0.7853982,3.141593,4610.484,0.1476364,-2.950807E9,1762.927,1.287427E8,1762.927,1.000006,0.9473039,4.373406E-4,0.006224105,2.974747E-4,0.00442661,0.002158877,4.873963E-5,2.479519E-5,1.329611E-4,6.729949E-5,1.821931E-4,0.008046055,7.010975E-5,1.01241E-5,0.007823854,0.002042475,2.701133E-4,1.491449E-4,0.002488476,8.696275E-5,0.01716016,2.295949E-4,1.934172E-6,1.01808E-6,2.819959E-7,9.172486E-6,2.217743E-5,6.529124E-6,2.468859E-8,1.422027E-6,5.898027,4.077153E-5,303995.4,303995.4
0.05885575,1.2764E-5,3.141593,0.7853982,3.141593,4603.834,0.1476364,-3.063711E9,1756.362,1.28165E8,1756.362,1.000007,0.9434282,2.872329E-4,0.007735273,1.468681E-4,0.005981134,0.003380002,1.133928E-4,5.602557E-5,1.762562E-4,1.055468E-4,4.028101E-4,0.01135915,4.509825E-5,3.626473E-5,0.007176634,0.001390354,3.154939E-4,1.845546E-4,0.003390438,1.263992E-4,0.01371349,2.021818E-5,3.502541E-6,3.635839E-6,1.315261E-6,1.81147E-5,4.221964E-5,2.065702E-5,1.32482E-7,4.59055E-6,5.884546,4.083042E-5,303300.5,303300.5
0.08313154,1.804097E-5,3.141593,0.7853982,3.141593,4596.869,0.1476364,-2.706845E9,1751.162,1.277074E8,1751.162,1.000009,0.9412741,2.49961E-4,0.008443579,1.195513E-4,0.00676814,0.004186444,1.645289E-4,8.041897E-5,1.946476E-4,1.251345E-4,5.751381E-4,0.0131491,3.877977E-5,6.176352E-5,0.006608451,0.001152376,3.033697E-4,1.858575E-4,0.003843509,1.424162E-4,0.01182546,6.146241E-6,4.707284E-6,6.318466E-6,2.530016E-6,2.488818E-5,5.859661E-5,3.387082E-5,3.142584E-7,7.596024E-6,5.876006,4.089229E-5,302860.8,302860.9
0.08322765,1.806187E-5,3.141593,0.7853982,3.141593,4596.843,0.1476364,-2.713361E9,1751.143,1.277057E8,1751.143,1.000009,0.9412666,2.49859E-4,0.008446011,1.194854E-4,0.006770788,0.004189422,1.647211E-4,8.051022E-5,1.946997E-4,1.251989E-4,5.757793E-4,0.01315528,3.876227E-5,6.18675E-5,0.006606306,0.001151686,3.032892E-4,1.858423E-4,0.003845011,1.424645E-4,0.01181896,6.128788E-6,4.712185E-6,6.329758E-6,2.535256E-6,2.491446E-5,5.866153E-5,3.392399E-5,3.151706E-7,7.608143E-6,5.875975,4.089252E-5,302859.3,302859.3
0.08324779,1.806626E-5,3.141593,0.7853982,3.141593,4596.837,0.1476364,-2.753724E9,1751.139,1.277054E8,1751.139,1.000009,0.9412649,2.498385E-4,0.00844652,1.19471E-4,0.006771368,0.004190046,1.647613E-4,8.052934E-5,1.947106E-4,1.252124E-4,5.759136E-4,0.01315657,3.875861E-5,6.18893E-5,0.006605856,0.001151541,3.032723E-4,1.858391E-4,0.003845325,1.424746E-4,0.0118176,6.125145E-6,4.713213E-6,6.332125E-6,2.536355E-6,2.491997E-5,5.867513E-5,3.393514E-5,3.15362E-7,7.610683E-6,5.875968,4.089257E-5,302859.1,302859.1
0.08326812,1.807068E-5,3.141593,0.7853982,3.141593,4596.831,0.1476364,-2.696865E9,1751.135,1.27705E8,1751.135,1.000009,0.9412634,2.498163E-4,0.008447034,1.194561E-4,0.006771923,0.004190676,1.648019E-4,8.054863E-5,1.947216E-4,1.25226E-4,5.760491E-4,0.01315788,3.875493E-5,6.191129E-5,0.006605403,0.001151395,3.032552E-4,1.858358E-4,0.003845643,1.424848E-4,0.01181622,6.121477E-6,4.71425E-6,6.334514E-6,2.537464E-6,2.492553E-5,5.868886E-5,3.394638E-5,3.155551E-7,7.613246E-6,5.875962,4.089262E-5,302858.7,302858.8
0.08364719,1.815314E-5,3.141593,0.7853982,3.141593,4596.726,0.1476364,-2.708385E9,1751.059,1.276983E8,1751.059,1.000009,0.9412337,2.493882E-4,0.008456601,1.191875E-4,0.006782321,0.004202408,1.655589E-4,8.090806E-5,1.949254E-4,1.254789E-4,5.785741E-4,0.01318217,3.868491E-5,6.232165E-5,0.006596955,0.001148686,3.02936E-4,1.857746E-4,0.003851546,1.426741E-4,0.01179064,6.054071E-6,4.733597E-6,6.379106E-6,2.558166E-6,2.502917E-5,5.894493E-5,3.415615E-5,3.191707E-7,7.661058E-6,5.875841,4.089356E-5,302852.8,302852.9
0.08367277,1.815871E-5,3.141593,0.7853982,3.141593,4596.719,0.1476364,-2.702024E9,1751.054,1.276978E8,1751.054,1.000009,0.9412317,2.493597E-4,0.008457245,1.191712E-4,0.006783019,0.004203199,1.656099E-4,8.093229E-5,1.949391E-4,1.254959E-4,5.787443E-4,0.0131838,3.868015E-5,6.234935E-5,0.006596385,0.001148504,3.029144E-4,1.857704E-4,0.003851943,1.426868E-4,0.01178892,6.049591E-6,4.734903E-6,6.382118E-6,2.559565E-6,2.503617E-5,5.896221E-5,3.41703E-5,3.194155E-7,7.664285E-6,5.875833,4.089362E-5,302852.4,302852.4
0.08437056,1.831051E-5,3.141593,0.7853982,3.141593,4596.525,0.1476364,-2.684477E9,1750.914,1.276855E8,1750.914,1.000009,0.9411773,2.486226E-4,0.008474764,1.18696E-4,0.006802003,0.004224735,1.669995E-4,8.159212E-5,1.953083E-4,1.259579E-4,5.833776E-4,0.01322827,3.855334E-5,6.310553E-5,0.006580878,0.001143572,3.023212E-4,1.856535E-4,0.003862728,1.430312E-4,0.0117421,5.930659E-6,4.770564E-6,6.464418E-6,2.597796E-6,2.52268E-5,5.943362E-5,3.455658E-5,3.261379E-7,7.752337E-6,5.87561,4.089534E-5,302841.3,302841.4
0.08473819,1.839049E-5,3.141593,0.7853982,3.141593,4596.423,0.1476364,-2.703612E9,1750.84,1.27679E8,1750.84,1.000009,0.9411488,2.482292E-4,0.008483951,1.184707E-4,0.006811941,0.004236051,1.677297E-4,8.193885E-5,1.955E-4,1.261995E-4,5.858113E-4,0.01325158,3.848764E-5,6.350429E-5,0.00657273,0.001141001,3.020059E-4,1.855897E-4,0.003868371,1.432106E-4,0.01171756,5.870437E-6,4.789377E-6,6.507879E-6,2.617997E-6,2.532717E-5,5.9682E-5,3.476016E-5,3.297126E-7,7.798744E-6,5.875494,4.089626E-5,302835.8,302835.9
0.0849407,1.843455E-5,3.141593,0.7853982,3.141593,4596.366,0.1476364,-2.687174E9,1750.799,1.276755E8,1750.799,1.000009,0.9411331,2.480018E-4,0.008489001,1.183614E-4,0.006817417,0.004242276,1.681314E-4,8.212961E-5,1.956048E-4,1.263322E-4,5.871498E-4,0.01326438,3.845015E-5,6.372408E-5,0.006568249,0.001139592,3.018313E-4,1.855541E-4,0.003871467,1.433086E-4,0.01170409,5.83797E-6,4.799749E-6,6.531851E-6,2.629144E-6,2.538244E-5,5.981884E-5,3.487233E-5,3.316911E-7,7.824314E-6,5.875429,4.089676E-5,302832.6,302832.7
0.0852322,1.849797E-5,3.141593,0.7853982,3.141593,4596.285,0.1476364,-2.682862E9,1750.741,1.276703E8,1750.741,1.000009,0.9411105,2.477062E-4,0.008496255,1.18186E-4,0.006825259,0.004251225,1.687089E-4,8.240386E-5,1.957545E-4,1.265224E-4,5.890737E-4,0.01328277,3.839789E-5,6.404056E-5,0.006561806,0.001137574,3.015789E-4,1.85502E-4,0.00387591,1.434492E-4,0.01168474,5.792082E-6,4.814687E-6,6.566396E-6,2.645209E-6,2.546196E-5,6.00158E-5,3.50338E-5,3.345507E-7,7.861125E-6,5.875337,4.089748E-5,302828.0,302828.2
0.08526239,1.850454E-5,3.141593,0.7853982,3.141593,4596.277,0.1476364,-2.673585E9,1750.735,1.276698E8,1750.735,1.000009,0.9411082,2.47675E-4,0.008497006,1.18168E-4,0.006826083,0.004252151,1.687686E-4,8.243224E-5,1.957699E-4,1.265421E-4,5.892728E-4,0.01328467,3.839255E-5,6.407335E-5,0.006561139,0.001137365,3.015527E-4,1.854966E-4,0.003876369,1.434637E-4,0.01168274,5.787385E-6,4.816235E-6,6.569976E-6,2.646874E-6,2.547019E-5,6.00362E-5,3.505052E-5,3.348477E-7,7.864938E-6,5.875327,4.089756E-5,302827.7,302827.9
0.08538047,1.853023E-5,3.141593,0.7853982,3.141593,4596.244,0.1476364,-2.683519E9,1750.711,1.276677E8,1750.711,1.000009,0.9410991,2.47546E-4,0.008499938,1.180904E-4,0.006829269,0.004255772,1.690023E-4,8.254322E-5,1.958301E-4,1.266189E-4,5.900511E-4,0.0132921,3.83715E-5,6.420161E-5,0.006558532,0.001136551,3.014501E-4,1.854752E-4,0.003878163,1.435203E-4,0.01167492,5.769119E-6,4.82229E-6,6.583984E-6,2.65339E-6,2.55024E-5,6.011599E-5,3.511594E-5,3.360107E-7,7.879852E-6,5.87529,4.089784E-5,302825.9,302826.2
0.08556868,1.857118E-5,3.141593,0.7853982,3.141593,4596.192,0.1476364,-2.674983E9,1750.674,1.276644E8,1750.674,1.000009,0.9410846,2.473464E-4,0.008504607,1.179725E-4,0.0068343,0.004261538,1.693745E-4,8.271998E-5,1.959257E-4,1.267411E-4,5.912905E-4,0.01330392,3.833785E-5,6.44061E-5,0.006554381,0.001135258,3.012861E-4,1.854408E-4,0.003881017,1.436103E-4,0.01166247,5.740335E-6,4.831944E-6,6.606327E-6,2.663785E-6,2.555371E-5,6.024317E-5,3.522022E-5,3.378691E-7,7.903626E-6,5.875231,4.089831E-5,302823.0,302823.2
0.08624993,1.87194E-5,3.141593,0.7853982,3.141593,4596.004,0.1476364,-2.668887E9,1750.538,1.276525E8,1750.538,1.000009,0.9410323,2.466847E-4,0.00852144,1.175311E-4,0.00685243,0.00428237,1.707186E-4,8.335853E-5,1.962675E-4,1.271808E-4,5.957658E-4,0.01334654,3.822164E-5,6.514682E-5,0.006539385,0.001130617,3.006889E-4,1.853134E-4,0.00389129,1.439338E-4,0.01161762,5.639386E-6,4.866923E-6,6.68736E-6,2.701498E-6,2.573935E-5,6.070355E-5,3.559776E-5,3.446467E-7,7.989706E-6,5.875016,4.089998E-5,302812.4,302812.7
0.08637332,1.874625E-5,3.141593,0.7853982,3.141593,4595.97,0.1476364,-2.689125E9,1750.514,1.276503E8,1750.514,1.000009,0.9410228,2.46561E-4,0.008524478,1.174539E-4,0.006855711,0.004286136,1.709615E-4,8.347397E-5,1.963287E-4,1.2726E-4,5.965745E-4,0.01335423,3.820089E-5,6.528108E-5,0.006536674,0.001129783,3.005801E-4,1.852898E-4,0.003893141,1.439919E-4,0.01160952,5.621631E-6,4.873265E-6,6.702062E-6,2.708343E-6,2.577296E-5,6.078693E-5,3.566616E-5,3.458827E-7,8.0053E-6,5.874978,4.090028E-5,302810.5,302810.9
0.08654524,1.878366E-5,3.141593,0.7853982,3.141593,4595.923,0.1476364,-2.660076E9,1750.48,1.276474E8,1750.48,1.000009,0.9410097,2.463923E-4,0.008528705,1.173376E-4,0.006860259,0.004291379,1.712998E-4,8.363471E-5,1.964136E-4,1.273702E-4,5.977004E-4,0.01336493,3.817212E-5,6.546818E-5,0.0065329,0.001128624,3.004282E-4,1.852567E-4,0.003895715,1.440726E-4,0.01159826,5.597159E-6,4.882104E-6,6.722562E-6,2.717888E-6,2.581978E-5,6.090313E-5,3.576146E-5,3.476094E-7,8.027031E-6,5.874924,4.09007E-5,302807.9,302808.3
0.08699579,1.888169E-5,3.141593,0.7853982,3.141593,4595.8,0.1476364,-2.646114E9,1750.391,1.276395E8,1750.391,1.000009,0.9409754,2.459611E-4,0.008539752,1.170459E-4,0.006872108,0.004305101,1.721848E-4,8.405537E-5,1.966342E-4,1.276576E-4,6.006456E-4,0.01339289,3.809766E-5,6.59588E-5,0.006523025,0.001125605,3.000284E-4,1.851685E-4,0.003902436,1.44283E-4,0.01156885,5.534446E-6,4.905287E-6,6.776359E-6,2.742943E-6,2.594243E-5,6.120765E-5,3.601126E-5,3.52159E-7,8.083993E-6,5.874783,4.09018E-5,302800.8,302801.2
0.0872473,1.893642E-5,3.141593,0.7853982,3.141593,4595.73,0.1476364,-2.648809E9,1750.341,1.276351E8,1750.341,1.000009,0.9409563,2.457146E-4,0.0085459,1.169092E-4,0.006878703,0.004312749,1.72678E-4,8.428981E-5,1.967562E-4,1.278174E-4,6.022865E-4,0.01340844,3.805627E-5,6.623285E-5,0.006517522,0.00112393,2.998042E-4,1.851184E-4,0.00390617,1.443995E-4,0.01155248,5.500311E-6,4.918241E-6,6.806436E-6,2.756956E-6,2.601087E-5,6.137766E-5,3.615073E-5,3.547141E-7,8.115798E-6,5.874705,4.090242E-5,302797.0,302797.5
0.08733891,1.895635E-5,3.141593,0.7853982,3.141593,4595.705,0.1476364,-2.646208E9,1750.323,1.276336E8,1750.323,1.000009,0.9409493,2.456215E-4,0.008548137,1.16856E-4,0.006881103,0.004315532,1.728575E-4,8.437514E-5,1.968004E-4,1.278754E-4,6.028835E-4,0.0134141,3.804101E-5,6.63327E-5,0.00651552,0.001123322,2.997223E-4,1.851E-4,0.003907527,1.444418E-4,0.01154653,5.488037E-6,4.922961E-6,6.817399E-6,2.762064E-6,2.60358E-5,6.143959E-5,3.620154E-5,3.556475E-7,8.127384E-6,5.874676,4.090264E-5,302795.6,302796.0
0.09063682,1.967403E-5,3.141593,0.7853982,3.141593,4594.811,0.1476364,-2.58629E9,1749.681,1.275771E8,1749.681,1.000009,0.9407028,2.426249E-4,0.008627461,1.148843E-4,0.00696558,0.004414963,1.792604E-4,8.74204E-5,1.983177E-4,1.299186E-4,6.241674E-4,0.01361459,3.752624E-5,6.993728E-5,0.006444037,0.001102111,2.967151E-4,1.843855E-4,0.003955363,1.459178E-4,0.01133569,5.095075E-6,5.093599E-6,7.21504E-6,2.94754E-6,2.693144E-5,6.366968E-5,3.803161E-5,3.902615E-7,8.544851E-6,5.873664,4.09106E-5,302744.0,302744.6
0.09091112,1.973373E-5,3.141593,0.7853982,3.141593,4594.738,0.1476364,-2.567474E9,1749.629,1.275724E8,1749.629,1.000009,0.9406825,2.423753E-4,0.008633962,1.14722E-4,0.006972505,0.004423167,1.797879E-4,8.767128E-5,1.984376E-4,1.300847E-4,6.259194E-4,0.01363099,3.74843E-5,7.023795E-5,0.006438145,0.001100402,2.964602E-4,1.843218E-4,0.003959254,1.460363E-4,0.01131844,5.066241E-6,5.107853E-6,7.248367E-6,2.963101E-6,2.70058E-5,6.385524E-5,3.818392E-5,3.932289E-7,8.579603E-6,5.87358,4.091126E-5,302740.0,302740.7
0.09092622,1.973701E-5,3.141593,0.7853982,3.141593,4594.733,0.1476364,-2.577658E9,1749.626,1.275722E8,1749.626,1.000009,0.9406814,2.423598E-4,0.008634319,1.147131E-4,0.006972884,0.004423618,1.798169E-4,8.768508E-5,1.984442E-4,1.300938E-4,6.260157E-4,0.0136319,3.748196E-5,7.02545E-5,0.006437821,0.001100308,2.964462E-4,1.843183E-4,0.003959468,1.460428E-4,0.0113175,5.06467E-6,5.108638E-6,7.250202E-6,2.963958E-6,2.700989E-5,6.386545E-5,3.81923E-5,3.933926E-7,8.581516E-6,5.873576,4.091129E-5,302739.8,302740.5
0.09217764,2.000938E-5,3.141593,0.7853982,3.141593,4594.399,0.1476364,-2.560175E9,1749.386,1.275511E8,1749.386,1.000009,0.9405899,2.412576E-4,0.008663786,1.140029E-4,0.007003982,0.004460917,1.822135E-4,8.882474E-5,1.989789E-4,1.308438E-4,6.339723E-4,0.01370622,3.729229E-5,7.16279E-5,0.006411055,0.001092615,2.952758E-4,1.840204E-4,0.003977047,1.465754E-4,0.0112394,4.939833E-6,5.173779E-6,7.402756E-6,3.035212E-6,2.734882E-5,6.471217E-5,3.888727E-5,4.071094E-7,8.740115E-6,5.873199,4.091428E-5,302720.5,302721.1
0.09281919,2.014902E-5,3.141593,0.7853982,3.141593,4594.228,0.1476364,-2.548459E9,1749.264,1.275403E8,1749.264,1.000009,0.9405432,2.406916E-4,0.008678779,1.136537E-4,0.00701979,0.004479958,1.834358E-4,8.940587E-5,1.992456E-4,1.312237E-4,6.380287E-4,0.013744,3.719698E-5,7.2333E-5,0.006397401,0.001088733,2.946711E-4,1.83863E-4,0.003985955,1.468434E-4,0.01119971,4.879745E-6,5.207246E-6,7.481274E-6,3.0719E-6,2.75224E-5,6.514633E-5,3.924362E-5,4.142532E-7,8.82145E-6,5.873006,4.09158E-5,302710.9,302711.6
0.09288574,2.016351E-5,3.141593,0.7853982,3.141593,4594.21,0.1476364,-2.577852E9,1749.251,1.275392E8,1749.251,1.000009,0.9405383,2.40632E-4,0.008680329,1.136176E-4,0.007021453,0.00448193,1.835623E-4,8.946602E-5,1.99273E-4,1.312629E-4,6.384485E-4,0.0137479,3.718698E-5,7.240617E-5,0.006395987,0.001088333,2.946081E-4,1.838465E-4,0.003986874,1.46871E-4,0.01119561,4.873657E-6,5.21072E-6,7.48943E-6,3.075711E-6,2.754039E-5,6.519136E-5,3.928059E-5,4.149985E-7,8.829887E-6,5.872986,4.091595E-5,302710.0,302710.8
0.09295541,2.017867E-5,3.141593,0.7853982,3.141593,4594.192,0.1476364,-2.554369E9,1749.238,1.27538E8,1749.238,1.000009,0.9405333,2.405619E-4,0.008681952,1.135791E-4,0.007023181,0.004483994,1.836948E-4,8.952899E-5,1.993016E-4,1.31304E-4,6.388879E-4,0.01375199,3.717639E-5,7.24828E-5,0.006394508,0.001087914,2.945423E-4,1.838292E-4,0.003987836,1.468998E-4,0.01119131,4.86731E-6,5.214358E-6,7.497972E-6,3.079703E-6,2.755924E-5,6.523851E-5,3.931929E-5,4.157797E-7,8.838721E-6,5.872965,4.091612E-5,302709.1,302710.0
0.09306504,2.020254E-5,3.141593,0.7853982,3.141593,4594.163,0.1476364,-2.555864E9,1749.217,1.275362E8,1749.217,1.000009,0.9405253,2.404487E-4,0.008684503,1.135197E-4,0.007025881,0.00448724,1.839031E-4,8.962802E-5,1.993465E-4,1.313685E-4,6.39579E-4,0.01375842,3.715926E-5,7.260338E-5,0.006392181,0.001087256,2.944386E-4,1.83802E-4,0.003989349,1.46945E-4,0.01118456,4.857383E-6,5.220084E-6,7.511417E-6,3.085987E-6,2.758888E-5,6.531272E-5,3.938019E-5,4.170106E-7,8.852622E-6,5.872932,4.091638E-5,302707.6,302708.5
0.09310188,2.021056E-5,3.141593,0.7853982,3.141593,4594.153,0.1476364,-2.557665E9,1749.21,1.275356E8,1749.21,1.000009,0.9405227,2.404116E-4,0.00868536,1.135008E-4,0.0070268,0.004488331,1.839731E-4,8.966128E-5,1.993615E-4,1.313901E-4,6.398111E-4,0.01376058,3.715341E-5,7.264391E-5,0.0063914,0.001087035,2.944037E-4,1.837928E-4,0.003989856,1.469601E-4,0.0111823,4.854063E-6,5.222008E-6,7.515936E-6,3.0881E-6,2.759884E-5,6.533765E-5,3.940066E-5,4.174247E-7,8.857294E-6,5.872921,4.091646E-5,302707.1,302708.1
0.09326439,2.024593E-5,3.141593,0.7853982,3.141593,4594.11,0.1476364,-2.595586E9,1749.179,1.275328E8,1749.179,1.000009,0.9405108,2.402466E-4,0.008689137,1.134156E-4,0.007030834,0.004493139,1.842816E-4,8.980795E-5,1.994277E-4,1.314856E-4,6.408344E-4,0.01377009,3.712738E-5,7.28227E-5,0.006387955,0.001086062,2.942498E-4,1.837522E-4,0.003992093,1.470268E-4,0.01117231,4.839512E-6,5.230497E-6,7.535879E-6,3.097422E-6,2.764278E-5,6.544764E-5,3.949094E-5,4.19254E-7,8.8779E-6,5.872872,4.091685E-5,302705.1,302706.2
0.09327789,2.024887E-5,3.141593,0.7853982,3.141593,4594.106,0.1476364,-2.54632E9,1749.176,1.275326E8,1749.176,1.000009,0.9405099,2.40231E-4,0.008689451,1.134083E-4,0.007031161,0.004493538,1.843072E-4,8.982013E-5,1.994331E-4,1.314935E-4,6.409194E-4,0.01377087,3.712517E-5,7.283755E-5,0.006387669,0.001085981,2.94237E-4,1.837488E-4,0.003992278,1.470323E-4,0.01117148,4.838311E-6,5.231202E-6,7.537536E-6,3.098197E-6,2.764643E-5,6.545678E-5,3.949843E-5,4.194061E-7,8.879612E-6,5.872868,4.091688E-5,302704.9,302706.0
0.09388293,2.038057E-5,3.141593,0.7853982,3.141593,4593.945,0.1476364,-2.535144E9,1749.061,1.275225E8,1749.061,1.000009,0.9404663,2.396876E-4,0.008703474,1.130912E-4,0.007045895,0.004511406,1.854534E-4,9.036516E-5,1.996764E-4,1.31847E-4,6.447203E-4,0.01380616,3.702926E-5,7.350359E-5,0.006374873,0.001082382,2.936628E-4,1.835963E-4,0.004000563,1.472789E-4,0.01113444,4.785526E-6,5.262828E-6,7.611912E-6,3.132968E-6,2.78099E-5,6.586632E-5,3.983457E-5,4.262583E-7,8.956342E-6,5.872688,4.091831E-5,302695.9,302697.2
0.09399932,2.040591E-5,3.141593,0.7853982,3.141593,4593.915,0.1476364,-2.553087E9,1749.039,1.275206E8,1749.039,1.000009,0.9404579,2.395929E-4,0.008706164,1.130315E-4,0.007048726,0.004514838,1.856735E-4,9.046982E-5,1.997227E-4,1.319147E-4,6.4545E-4,0.01381292,3.701184E-5,7.363179E-5,0.006372416,0.001081693,2.935521E-4,1.835666E-4,0.00400215,1.47326E-4,0.01112733,4.775604E-6,5.268916E-6,7.626242E-6,3.139668E-6,2.784133E-5,6.594511E-5,3.989924E-5,4.27584E-7,8.971104E-6,5.872653,4.091858E-5,302694.2,302695.5
0.09401681,2.040971E-5,3.141593,0.7853982,3.141593,4593.91,0.1476364,-2.547984E9,1749.036,1.275203E8,1749.036,1.000009,0.9404566,2.395788E-4,0.008706568,1.130221E-4,0.007049156,0.004515354,1.857066E-4,9.048554E-5,1.997297E-4,1.319249E-4,6.455595E-4,0.01381393,3.700926E-5,7.365104E-5,0.006372047,0.00108159,2.935354E-4,1.835622E-4,0.004002388,1.473331E-4,0.01112627,4.77412E-6,5.269831E-6,7.628395E-6,3.140674E-6,2.784605E-5,6.595695E-5,3.990895E-5,4.277834E-7,8.973322E-6,5.872648,4.091863E-5,302694.0,302695.3
