Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_C3H3_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C6H5_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_BENZYNE_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H4C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.5716313,1.251827E-4,3.141593,0.7853982,3.141593,4537.191,0.1476364,-3.92903E8,1710.556,1.241339E8,1710.556,1.00002,0.9275653,1.284197E-4,0.01349097,5.406749E-5,0.00928799,0.01254524,4.180498E-4,1.923373E-4,1.482348E-4,1.915084E-4,0.001629954,0.02289546,1.807534E-5,5.955393E-4,0.002170852,2.785799E-4,8.165669E-5,6.614201E-5,0.004865748,1.308509E-4,0.001951364,7.840653E-7,2.461207E-5,7.343616E-5,3.414772E-5,1.224774E-4,3.420057E-4,2.017809E-4,3.695047E-5,5.587306E-5,5.815182,4.143015E-5,299758.7,299760.9
0.5716697,1.251912E-4,3.141593,0.7853982,3.141593,4537.189,0.1476364,-3.902722E8,1710.555,1.241338E8,1710.555,1.00002,0.9275649,1.284153E-4,0.01349116,5.406791E-5,0.009287955,0.01254565,4.180478E-4,1.923359E-4,1.482301E-4,1.915091E-4,0.001629967,0.02289567,1.807474E-5,5.955774E-4,0.002170709,2.785588E-4,8.165073E-5,6.613742E-5,0.004865689,1.30847E-4,0.001951155,7.839901E-7,2.461306E-5,7.344029E-5,3.41501E-5,1.224828E-4,3.420229E-4,2.017863E-4,3.695606E-5,5.587584E-5,5.81518,4.143017E-5,299758.7,299760.9
0.5717038,1.251987E-4,3.141593,0.7853982,3.141593,4537.187,0.1476364,-4.010659E8,1710.553,1.241337E8,1710.553,1.00002,0.9275645,1.284111E-4,0.01349133,5.406752E-5,0.009287929,0.01254601,4.180461E-4,1.923346E-4,1.482259E-4,1.915097E-4,0.001629979,0.02289587,1.80742E-5,5.956113E-4,0.002170582,2.785401E-4,8.164543E-5,6.613333E-5,0.004865637,1.308436E-4,0.00195097,7.839234E-7,2.461393E-5,7.344395E-5,3.415221E-5,1.224875E-4,3.420382E-4,2.017911E-4,3.696101E-5,5.58783E-5,5.815178,4.143018E-5,299758.6,299760.9
0.5720894,1.252837E-4,3.141593,0.7853982,3.141593,4537.164,0.1476364,-3.883934E8,1710.538,1.241324E8,1710.538,1.00002,0.9275604,1.283748E-4,0.01349326,5.405412E-5,0.009287494,0.01255011,4.180265E-4,1.923208E-4,1.481785E-4,1.915163E-4,0.001630112,0.02289804,1.806823E-5,5.959942E-4,0.002169147,2.783285E-4,8.158564E-5,6.608725E-5,0.004865045,1.308046E-4,0.001948874,7.8317E-7,2.462384E-5,7.34854E-5,3.417611E-5,1.225416E-4,3.422108E-4,2.018454E-4,3.701701E-5,5.590616E-5,5.815158,4.14304E-5,299757.7,299759.9
0.5727174,1.254221E-4,3.141593,0.7853982,3.141593,4537.125,0.1476364,-3.99021E8,1710.514,1.241302E8,1710.514,1.00002,0.9275536,1.283121E-4,0.01349639,5.405092E-5,0.009286824,0.01255679,4.179945E-4,1.922982E-4,1.481014E-4,1.91527E-4,0.001630327,0.02290157,1.805874E-5,5.966176E-4,0.002166814,2.779841E-4,8.148833E-5,6.601227E-5,0.004864081,1.307409E-4,0.001945467,7.819475E-7,2.463996E-5,7.355283E-5,3.421504E-5,1.226296E-4,3.424919E-4,2.019336E-4,3.710815E-5,5.595149E-5,5.815124,4.143075E-5,299756.4,299758.8
0.5728799,1.254579E-4,3.141593,0.7853982,3.141593,4537.115,0.1476364,-3.918278E8,1710.508,1.241296E8,1710.508,1.00002,0.9275519,1.282889E-4,0.01349721,5.405209E-5,0.009286658,0.01255851,4.179862E-4,1.922923E-4,1.480814E-4,1.915298E-4,0.001630382,0.02290249,1.805575E-5,5.967789E-4,0.002166211,2.778951E-4,8.146318E-5,6.599291E-5,0.004863832,1.307243E-4,0.001944587,7.816324E-7,2.464412E-5,7.357027E-5,3.422511E-5,1.226524E-4,3.425645E-4,2.019564E-4,3.713168E-5,5.59632E-5,5.815115,4.143084E-5,299756.1,299758.5
0.5730977,1.255059E-4,3.141593,0.7853982,3.141593,4537.102,0.1476364,-3.950374E8,1710.499,1.241289E8,1710.499,1.00002,0.9275496,1.282671E-4,0.0134983,5.405672E-5,0.009286415,0.01256083,4.179751E-4,1.922845E-4,1.480546E-4,1.915336E-4,0.001630457,0.02290371,1.805189E-5,5.969951E-4,0.002165403,2.777758E-4,8.142948E-5,6.596697E-5,0.004863497,1.307021E-4,0.001943408,7.812109E-7,2.46497E-5,7.359363E-5,3.423861E-5,1.226829E-4,3.42662E-4,2.019869E-4,3.716318E-5,5.597891E-5,5.815103,4.143096E-5,299755.6,299758.0
0.5732044,1.255294E-4,3.141593,0.7853982,3.141593,4537.096,0.1476364,-5.216689E8,1710.495,1.241285E8,1710.495,1.00002,0.9275482,1.282525E-4,0.01349883,5.405629E-5,0.009286411,0.01256196,4.179696E-4,1.922807E-4,1.480415E-4,1.915354E-4,0.001630493,0.0229043,1.805006E-5,5.971009E-4,0.002165007,2.777172E-4,8.141295E-5,6.595425E-5,0.004863332,1.306912E-4,0.00194283,7.810045E-7,2.465242E-5,7.360506E-5,3.424522E-5,1.226978E-4,3.427096E-4,2.020019E-4,3.71786E-5,5.598658E-5,5.815096,4.143101E-5,299756.0,299758.7
0.5732311,1.255353E-4,3.141593,0.7853982,3.141593,4537.094,0.1476364,-4.117279E8,1710.494,1.241284E8,1710.494,1.00002,0.927548,1.282441E-4,0.01349896,5.405331E-5,0.009286378,0.01256224,4.179683E-4,1.922797E-4,1.480382E-4,1.915358E-4,0.001630502,0.02290446,1.804952E-5,5.971274E-4,0.002164908,2.777026E-4,8.140882E-5,6.595107E-5,0.004863291,1.306884E-4,0.001942685,7.80953E-7,2.465311E-5,7.360792E-5,3.424688E-5,1.227016E-4,3.427216E-4,2.020056E-4,3.718246E-5,5.598851E-5,5.815095,4.143103E-5,299755.9,299758.6
0.5732798,1.25546E-4,3.141593,0.7853982,3.141593,4537.091,0.1476364,-3.877893E8,1710.492,1.241283E8,1710.492,1.00002,0.9275475,1.282284E-4,0.01349921,5.404802E-5,0.009286317,0.01256276,4.179659E-4,1.92278E-4,1.480322E-4,1.915367E-4,0.001630519,0.02290473,1.804839E-5,5.971758E-4,0.002164728,2.776759E-4,8.14013E-5,6.594528E-5,0.004863217,1.306834E-4,0.001942422,7.808589E-7,2.465436E-5,7.361314E-5,3.42499E-5,1.227084E-4,3.427434E-4,2.020124E-4,3.718948E-5,5.599202E-5,5.815092,4.143106E-5,299755.7,299758.4
0.577876,1.265591E-4,3.141593,0.7853982,3.141593,4536.816,0.1476364,-3.799585E8,1710.316,1.241128E8,1710.316,1.00002,0.927499,1.279721E-4,0.01352206,5.386398E-5,0.00928091,0.01261143,4.177236E-4,1.921148E-4,1.47471E-4,1.91614E-4,0.001632054,0.0229303,1.799863E-5,6.017301E-4,0.002147783,2.751804E-4,8.069506E-5,6.540097E-5,0.00485612,1.302217E-4,0.001917763,7.720225E-7,2.477171E-5,7.410387E-5,3.453455E-5,1.233499E-4,3.447921E-4,2.026497E-4,3.785587E-5,5.632239E-5,5.814849,4.143357E-5,299743.2,299745.8
0.5833228,1.277597E-4,3.141593,0.7853982,3.141593,4536.492,0.1476364,-3.818422E8,1710.11,1.240947E8,1710.11,1.00002,0.9274422,1.275919E-4,0.01354887,5.369951E-5,0.009274359,0.01266876,4.174169E-4,1.919165E-4,1.468149E-4,1.917044E-4,0.001633802,0.02296011,1.793552E-5,6.071134E-4,0.002127931,2.722707E-4,7.986841E-5,6.476284E-5,0.004847632,1.296815E-4,0.001889026,7.617282E-7,2.491034E-5,7.468083E-5,3.48715E-5,1.241057E-4,3.472059E-4,2.033899E-4,3.865588E-5,5.671214E-5,5.814563,4.143653E-5,299728.8,299731.3
0.5834132,1.277797E-4,3.141593,0.7853982,3.141593,4536.487,0.1476364,-3.870176E8,1710.107,1.240944E8,1710.107,1.00002,0.9274412,1.27586E-4,0.01354932,5.369851E-5,0.009274261,0.01266971,4.174116E-4,1.919131E-4,1.46804E-4,1.917059E-4,0.00163383,0.0229606,1.793434E-5,6.072026E-4,0.002127603,2.722228E-4,7.985477E-5,6.475231E-5,0.00484749,1.296725E-4,0.001888553,7.615595E-7,2.491264E-5,7.469037E-5,3.487709E-5,1.241182E-4,3.472459E-4,2.034021E-4,3.866922E-5,5.671859E-5,5.814558,4.143658E-5,299728.6,299731.2
0.5834368,1.277849E-4,3.141593,0.7853982,3.141593,4536.485,0.1476364,-3.7543E8,1710.106,1.240943E8,1710.106,1.00002,0.927441,1.275844E-4,0.01354943,5.369772E-5,0.009274235,0.01266996,4.174103E-4,1.919123E-4,1.468012E-4,1.917063E-4,0.001633837,0.02296073,1.793404E-5,6.072259E-4,0.002127518,2.722103E-4,7.985121E-5,6.474956E-5,0.004847453,1.296702E-4,0.00188843,7.615155E-7,2.491323E-5,7.469286E-5,3.487855E-5,1.241214E-4,3.472563E-4,2.034053E-4,3.86727E-5,5.672028E-5,5.814557,4.143659E-5,299728.6,299731.1
0.584041,1.27918E-4,3.141593,0.7853982,3.141593,4536.449,0.1476364,-3.742342E8,1710.083,1.240923E8,1710.083,1.00002,0.9274347,1.275339E-4,0.01355239,5.367884E-5,0.009273517,0.01267629,4.173753E-4,1.918898E-4,1.467288E-4,1.917163E-4,0.001634026,0.022964,1.792614E-5,6.078221E-4,0.002125332,2.718904E-4,7.976023E-5,6.467934E-5,0.004846507,1.296103E-4,0.001885277,7.603896E-7,2.492855E-5,7.475655E-5,3.49159E-5,1.24205E-4,3.475231E-4,2.034864E-4,3.876181E-5,5.676336E-5,5.814525,4.143692E-5,299727.1,299729.7
0.5844041,1.279981E-4,3.141593,0.7853982,3.141593,4536.427,0.1476364,-3.78275E8,1710.069,1.240911E8,1710.069,1.00002,0.9274309,1.274982E-4,0.01355417,5.368492E-5,0.009273103,0.01268009,4.173542E-4,1.918763E-4,1.466853E-4,1.917223E-4,0.001634139,0.02296596,1.792105E-5,6.081805E-4,0.00212402,2.716983E-4,7.970559E-5,6.463717E-5,0.004845938,1.295741E-4,0.001883385,7.597153E-7,2.493774E-5,7.479481E-5,3.493835E-5,1.242551E-4,3.476834E-4,2.03535E-4,3.881534E-5,5.678924E-5,5.814506,4.143712E-5,299726.5,299729.1
0.5844421,1.280065E-4,3.141593,0.7853982,3.141593,4536.425,0.1476364,-3.792738E8,1710.068,1.240909E8,1710.068,1.00002,0.9274305,1.274916E-4,0.01355436,5.368698E-5,0.009273067,0.01268049,4.17352E-4,1.918749E-4,1.466807E-4,1.917229E-4,0.001634151,0.02296617,1.79204E-5,6.082179E-4,0.002123883,2.716782E-4,7.969988E-5,6.463277E-5,0.004845878,1.295703E-4,0.001883187,7.59645E-7,2.49387E-5,7.47988E-5,3.49407E-5,1.242604E-4,3.477002E-4,2.035401E-4,3.882093E-5,5.679194E-5,5.814504,4.143714E-5,299726.4,299729.1
0.5850378,1.281378E-4,3.141593,0.7853982,3.141593,4536.389,0.1476364,-3.775653E8,1710.045,1.24089E8,1710.045,1.00002,0.9274244,1.274565E-4,0.01355728,5.367267E-5,0.009272357,0.01268672,4.173173E-4,1.918527E-4,1.466093E-4,1.917327E-4,0.001634336,0.02296938,1.791235E-5,6.088055E-4,0.002121734,2.713637E-4,7.961033E-5,6.456372E-5,0.004844943,1.295111E-4,0.001880089,7.585439E-7,2.495376E-5,7.486151E-5,3.497752E-5,1.243426E-4,3.47963E-4,2.036197E-4,3.890856E-5,5.683435E-5,5.814473,4.143747E-5,299724.9,299727.6
0.5854252,1.282232E-4,3.141593,0.7853982,3.141593,4536.366,0.1476364,-3.759432E8,1710.031,1.240877E8,1710.031,1.00002,0.9274203,1.274124E-4,0.01355918,5.366914E-5,0.009271931,0.01269077,4.172947E-4,1.918382E-4,1.465629E-4,1.917391E-4,0.001634455,0.02297146,1.790702E-5,6.091876E-4,0.002120338,2.711593E-4,7.955216E-5,6.451887E-5,0.004844335,1.294724E-4,0.001878078,7.578298E-7,2.496355E-5,7.490225E-5,3.500147E-5,1.24396E-4,3.481338E-4,2.036714E-4,3.896549E-5,5.686191E-5,5.814452,4.143768E-5,299724.3,299727.0
0.5859996,1.283498E-4,3.141593,0.7853982,3.141593,4536.332,0.1476364,-3.887891E8,1710.009,1.240857E8,1710.009,1.00002,0.9274144,1.273745E-4,0.01356199,5.365512E-5,0.009271251,0.01269678,4.172611E-4,1.918168E-4,1.464942E-4,1.917486E-4,0.001634632,0.02297455,1.789959E-5,6.097539E-4,0.00211827,2.708567E-4,7.946602E-5,6.445247E-5,0.004843432,1.294154E-4,0.001875101,7.567726E-7,2.497805E-5,7.49626E-5,3.503697E-5,1.244752E-4,3.483869E-4,2.03748E-4,3.904982E-5,5.690274E-5,5.814422,4.143799E-5,299722.9,299725.7
0.5860971,1.283713E-4,3.141593,0.7853982,3.141593,4536.326,0.1476364,-3.786839E8,1710.005,1.240854E8,1710.005,1.00002,0.9274133,1.273651E-4,0.01356247,5.365382E-5,0.009271144,0.0126978,4.172554E-4,1.918132E-4,1.464825E-4,1.917502E-4,0.001634662,0.02297507,1.789833E-5,6.0985E-4,0.00211792,2.708053E-4,7.94514E-5,6.44412E-5,0.004843279,1.294056E-4,0.001874596,7.565935E-7,2.498051E-5,7.497284E-5,3.504299E-5,1.244887E-4,3.484299E-4,2.037609E-4,3.906413E-5,5.690967E-5,5.814417,4.143805E-5,299722.9,299725.7
0.5861146,1.283751E-4,3.141593,0.7853982,3.141593,4536.325,0.1476364,-4.083759E8,1710.004,1.240853E8,1710.004,1.00002,0.9274131,1.273624E-4,0.01356256,5.365478E-5,0.009271132,0.01269798,4.172544E-4,1.918125E-4,1.464804E-4,1.917505E-4,0.001634667,0.02297517,1.789808E-5,6.098673E-4,0.002117856,2.707961E-4,7.944877E-5,6.443917E-5,0.004843251,1.294039E-4,0.001874505,7.565613E-7,2.498095E-5,7.497468E-5,3.504408E-5,1.244911E-4,3.484376E-4,2.037633E-4,3.90667E-5,5.691092E-5,5.814416,4.143805E-5,299722.9,299725.7
0.5861591,1.28385E-4,3.141593,0.7853982,3.141593,4536.322,0.1476364,-3.879227E8,1710.003,1.240852E8,1710.003,1.00002,0.9274127,1.273551E-4,0.01356277,5.365568E-5,0.009271092,0.01269844,4.172518E-4,1.918109E-4,1.464751E-4,1.917512E-4,0.001634681,0.02297541,1.78974E-5,6.099111E-4,0.002117696,2.707726E-4,7.94421E-5,6.443404E-5,0.004843181,1.293994E-4,0.001874275,7.564797E-7,2.498207E-5,7.497935E-5,3.504683E-5,1.244972E-4,3.484572E-4,2.037692E-4,3.907322E-5,5.691407E-5,5.814413,4.143808E-5,299722.8,299725.7
0.5862109,1.283964E-4,3.141593,0.7853982,3.141593,4536.319,0.1476364,-3.921438E8,1710.001,1.24085E8,1710.001,1.00002,0.9274121,1.273472E-4,0.01356303,5.365435E-5,0.009271043,0.01269898,4.172487E-4,1.91809E-4,1.464689E-4,1.917521E-4,0.001634697,0.02297568,1.789659E-5,6.099622E-4,0.00211751,2.707454E-4,7.943434E-5,6.442806E-5,0.0048431,1.293942E-4,0.001874007,7.563847E-7,2.498338E-5,7.498479E-5,3.505003E-5,1.245044E-4,3.4848E-4,2.037761E-4,3.908081E-5,5.691775E-5,5.81441,4.143811E-5,299722.7,299725.6
0.5864817,1.284561E-4,3.141593,0.7853982,3.141593,4536.303,0.1476364,-3.779436E8,1709.99,1.240841E8,1709.99,1.00002,0.9274093,1.273256E-4,0.01356435,5.363793E-5,0.009270731,0.01270181,4.172329E-4,1.917989E-4,1.464365E-4,1.917565E-4,0.001634779,0.02297714,1.789263E-5,6.102291E-4,0.002116537,2.706029E-4,7.93938E-5,6.439681E-5,0.004842674,1.293673E-4,0.001872607,7.55888E-7,2.49902E-5,7.50132E-5,3.506676E-5,1.245417E-4,3.485992E-4,2.03812E-4,3.912047E-5,5.693698E-5,5.814396,4.143825E-5,299722.1,299725.1
0.587002,1.285708E-4,3.141593,0.7853982,3.141593,4536.272,0.1476364,-3.907522E8,1709.97,1.240824E8,1709.97,1.00002,0.9274039,1.27279E-4,0.0135669,5.363667E-5,0.009270157,0.01270724,4.172023E-4,1.917797E-4,1.463742E-4,1.917651E-4,0.001634938,0.02297992,1.788546E-5,6.107418E-4,0.002114669,2.703293E-4,7.931599E-5,6.433683E-5,0.004841855,1.293153E-4,0.00186992,7.549347E-7,2.500329E-5,7.506776E-5,3.509891E-5,1.246133E-4,3.488282E-4,2.038811E-4,3.919662E-5,5.69739E-5,5.814368,4.143854E-5,299721.4,299724.4
0.5870171,1.285741E-4,3.141593,0.7853982,3.141593,4536.271,0.1476364,-4.024187E8,1709.97,1.240823E8,1709.97,1.00002,0.9274037,1.272748E-4,0.01356697,5.363746E-5,0.009270146,0.0127074,4.172014E-4,1.917791E-4,1.463724E-4,1.917653E-4,0.001634943,0.02298,1.788519E-5,6.107567E-4,0.002114615,2.703213E-4,7.931372E-5,6.433509E-5,0.004841831,1.293138E-4,0.001869841,7.54907E-7,2.500367E-5,7.506934E-5,3.509984E-5,1.246154E-4,3.488349E-4,2.038831E-4,3.919883E-5,5.697497E-5,5.814367,4.143855E-5,299721.4,299724.4
0.5870522,1.285818E-4,3.141593,0.7853982,3.141593,4536.269,0.1476364,-3.794609E8,1709.968,1.240822E8,1709.968,1.00002,0.9274033,1.27266E-4,0.01356714,5.363868E-5,0.009270104,0.01270777,4.171994E-4,1.917778E-4,1.463682E-4,1.917659E-4,0.001634953,0.02298019,1.788452E-5,6.107913E-4,0.002114489,2.703028E-4,7.930848E-5,6.433105E-5,0.004841776,1.293102E-4,0.001869661,7.54843E-7,2.500456E-5,7.507301E-5,3.510201E-5,1.246202E-4,3.488503E-4,2.038877E-4,3.920395E-5,5.697746E-5,5.814366,4.143857E-5,299721.3,299724.4
0.5873773,1.286535E-4,3.141593,0.7853982,3.141593,4536.249,0.1476364,-3.818642E8,1709.956,1.240811E8,1709.956,1.00002,0.9274,1.272359E-4,0.01356874,5.363664E-5,0.009269729,0.01271116,4.171804E-4,1.917659E-4,1.463293E-4,1.917713E-4,0.001635052,0.02298193,1.787906E-5,6.111117E-4,0.002113324,2.701319E-4,7.925991E-5,6.429364E-5,0.004841264,1.292776E-4,0.001867985,7.542502E-7,2.501273E-5,7.510708E-5,3.51221E-5,1.246649E-4,3.489934E-4,2.039308E-4,3.925137E-5,5.70005E-5,5.814349,4.143875E-5,299720.6,299723.7
0.5874756,1.286752E-4,3.141593,0.7853982,3.141593,4536.244,0.1476364,-3.902302E8,1709.952,1.240808E8,1709.952,1.00002,0.9273989,1.272323E-4,0.01356922,5.363671E-5,0.009269631,0.01271218,4.171746E-4,1.917622E-4,1.463175E-4,1.917729E-4,0.001635082,0.02298245,1.787765E-5,6.112085E-4,0.002112971,2.700803E-4,7.924522E-5,6.428233E-5,0.004841109,1.292678E-4,0.001867478,7.540712E-7,2.501519E-5,7.511737E-5,3.512818E-5,1.246785E-4,3.490366E-4,2.039438E-4,3.926569E-5,5.700747E-5,5.814343,4.14388E-5,299720.5,299723.6
0.5875237,1.286858E-4,3.141593,0.7853982,3.141593,4536.241,0.1476364,-3.782148E8,1709.95,1.240806E8,1709.95,1.00002,0.9273984,1.27229E-4,0.01356945,5.36352E-5,0.009269572,0.01271268,4.171718E-4,1.917605E-4,1.463117E-4,1.917737E-4,0.001635097,0.02298271,1.787699E-5,6.112559E-4,0.002112799,2.700551E-4,7.923804E-5,6.427681E-5,0.004841033,1.29263E-4,0.001867231,7.539838E-7,2.50164E-5,7.51224E-5,3.513115E-5,1.246851E-4,3.490578E-4,2.039502E-4,3.927269E-5,5.701087E-5,5.814341,4.143883E-5,299720.3,299723.5
0.5878638,1.287607E-4,3.141593,0.7853982,3.141593,4536.22,0.1476364,-3.856788E8,1709.938,1.240795E8,1709.938,1.00002,0.9273949,1.272058E-4,0.01357112,5.362845E-5,0.009269178,0.01271623,4.171518E-4,1.91748E-4,1.46271E-4,1.917793E-4,0.001635199,0.02298452,1.787268E-5,6.115908E-4,0.002111581,2.698766E-4,7.918727E-5,6.423772E-5,0.004840497,1.29229E-4,0.00186548,7.533653E-7,2.502494E-5,7.5158E-5,3.515216E-5,1.247318E-4,3.492073E-4,2.039951E-4,3.93222E-5,5.703496E-5,5.814323,4.143901E-5,299719.7,299722.9
0.5879837,1.287872E-4,3.141593,0.7853982,3.141593,4536.213,0.1476364,-3.703016E8,1709.933,1.240791E8,1709.933,1.00002,0.9273936,1.272001E-4,0.01357171,5.362697E-5,0.009269045,0.01271748,4.171447E-4,1.917437E-4,1.462567E-4,1.917812E-4,0.001635236,0.02298516,1.787125E-5,6.11709E-4,0.002111152,2.698138E-4,7.916936E-5,6.422393E-5,0.004840308,1.29217E-4,0.001864863,7.531475E-7,2.502795E-5,7.517055E-5,3.515957E-5,1.247483E-4,3.4926E-4,2.04011E-4,3.933965E-5,5.704345E-5,5.814316,4.143908E-5,299719.5,299722.7
0.5880132,1.287937E-4,3.141593,0.7853982,3.141593,4536.211,0.1476364,-3.875942E8,1709.932,1.24079E8,1709.932,1.00002,0.9273933,1.27198E-4,0.01357185,5.362661E-5,0.009269017,0.01271778,4.17143E-4,1.917426E-4,1.462532E-4,1.917817E-4,0.001635244,0.02298532,1.78709E-5,6.117379E-4,0.002111046,2.697983E-4,7.916497E-5,6.422055E-5,0.004840261,1.292141E-4,0.001864712,7.530941E-7,2.502869E-5,7.517362E-5,3.516138E-5,1.247524E-4,3.49273E-4,2.040148E-4,3.934393E-5,5.704553E-5,5.814315,4.143909E-5,299719.4,299722.7
0.5880829,1.28809E-4,3.141593,0.7853982,3.141593,4536.207,0.1476364,-3.896158E8,1709.929,1.240787E8,1709.929,1.00002,0.9273926,1.271931E-4,0.01357219,5.362449E-5,0.009268938,0.01271851,4.171389E-4,1.917401E-4,1.462448E-4,1.917829E-4,0.001635266,0.02298569,1.787008E-5,6.118066E-4,0.002110797,2.697618E-4,7.915457E-5,6.421254E-5,0.004840151,1.292071E-4,0.001864354,7.529676E-7,2.503044E-5,7.518091E-5,3.516569E-5,1.247619E-4,3.493036E-4,2.04024E-4,3.935407E-5,5.705047E-5,5.814311,4.143913E-5,299719.3,299722.5
0.5882497,1.288458E-4,3.141593,0.7853982,3.141593,4536.197,0.1476364,-3.842345E8,1709.923,1.240782E8,1709.923,1.00002,0.9273908,1.271765E-4,0.01357301,5.361811E-5,0.009268778,0.01272025,4.17129E-4,1.91734E-4,1.462249E-4,1.917856E-4,0.001635316,0.02298658,1.786805E-5,6.119708E-4,0.0021102,2.696743E-4,7.912968E-5,6.419338E-5,0.004839888,1.291904E-4,0.001863496,7.52665E-7,2.503463E-5,7.519835E-5,3.517599E-5,1.247849E-4,3.493769E-4,2.04046E-4,3.937832E-5,5.706227E-5,5.814302,4.143922E-5,299719.2,299722.5
0.5885282,1.289072E-4,3.141593,0.7853982,3.141593,4536.181,0.1476364,-3.853174E8,1709.912,1.240772E8,1709.912,1.00002,0.9273879,1.271324E-4,0.01357437,5.361131E-5,0.00926853,0.01272315,4.171126E-4,1.917239E-4,1.461916E-4,1.917902E-4,0.001635399,0.02298806,1.786376E-5,6.122451E-4,0.002109204,2.695282E-4,7.908816E-5,6.416142E-5,0.004839448,1.291624E-4,0.001862066,7.5216E-7,2.504161E-5,7.522743E-5,3.51932E-5,1.248231E-4,3.494992E-4,2.040828E-4,3.941874E-5,5.708196E-5,5.814287,4.143937E-5,299719.0,299722.7
0.5885989,1.289228E-4,3.141593,0.7853982,3.141593,4536.177,0.1476364,-3.799727E8,1709.909,1.24077E8,1709.909,1.00002,0.9273871,1.271205E-4,0.01357472,5.360786E-5,0.009268456,0.01272388,4.171085E-4,1.917213E-4,1.461831E-4,1.917914E-4,0.001635421,0.02298844,1.786236E-5,6.123147E-4,0.002108952,2.694912E-4,7.907764E-5,6.415332E-5,0.004839336,1.291552E-4,0.001861704,7.52032E-7,2.504338E-5,7.523481E-5,3.519756E-5,1.248328E-4,3.495303E-4,2.040921E-4,3.942897E-5,5.708696E-5,5.814283,4.143941E-5,299718.9,299722.6
0.5892641,1.290694E-4,3.141593,0.7853982,3.141593,4536.137,0.1476364,-3.726127E8,1709.884,1.240748E8,1709.884,1.00002,0.9273803,1.271101E-4,0.01357797,5.357367E-5,0.00926762,0.01273081,4.170692E-4,1.916975E-4,1.461036E-4,1.918022E-4,0.00163562,0.02299197,1.785462E-5,6.129695E-4,0.002106577,2.691432E-4,7.897869E-5,6.407713E-5,0.004838286,1.290891E-4,0.001858295,7.508262E-7,2.506003E-5,7.530424E-5,3.523865E-5,1.249241E-4,3.498223E-4,2.041796E-4,3.952531E-5,5.713397E-5,5.814248,4.143977E-5,299717.1,299720.7
0.6,1.314364E-4,3.141593,0.7853982,3.141593,4535.515,0.1476364,-3.576441E8,1709.489,1.2404E8,1709.489,1.00002,0.9272718,1.265322E-4,0.01362968,5.318068E-5,0.009253787,0.01284185,4.163801E-4,1.913018E-4,1.448518E-4,1.919739E-4,0.001638677,0.02304799,1.775445E-5,6.235028E-4,0.00206871,2.636437E-4,7.740288E-5,6.28593E-5,0.004821163,1.28052E-4,0.001804276,7.316032E-7,2.53296E-5,7.641418E-5,3.590081E-5,1.263889E-4,3.545031E-4,2.055577E-4,4.112047E-5,5.789004E-5,5.813701,4.144546E-5,299688.7,299692.0
0.6357152,1.393127E-4,3.141593,0.7853982,3.141593,4533.524,0.1476364,-3.315999E8,1708.23,1.239292E8,1708.23,1.00002,0.9269323,1.239199E-4,0.01379411,5.191321E-5,0.009203616,0.01320032,4.137581E-4,1.897036E-4,1.408116E-4,1.925179E-4,0.001646945,0.0232203,1.732691E-5,6.581576E-4,0.00194946,2.464202E-4,7.251275E-5,5.904458E-5,0.004762464,1.24607E-4,0.001638089,6.713887E-7,2.618643E-5,7.999809E-5,3.809539E-5,1.311238E-4,3.696778E-4,2.097383E-4,4.674125E-5,6.035574E-5,5.811968,4.146366E-5,299599.8,299602.5
