Time_Soln#20 (sec),Volume_Soln#20 (cm3),Volumetric_heat_production_rate_Soln#20 (erg/cm3-sec),Surface_temperature_Soln#20 (K),Temperature_Soln#20 (K),Mass_Soln#20 (g),Pressure_Soln#20 (atm),Mole_fraction_H2_Soln#20 (),Mole_fraction_H_Soln#20 (),Mole_fraction_CH4_Soln#20 (),Mole_fraction_CH3_Soln#20 (),Mole_fraction_C2H4_Soln#20 (),Mole_fraction_C2H2_Soln#20 (),Mole_fraction_C3H4-P_Soln#20 (),Mole_fraction_C3H3_Soln#20 (),Mole_fraction_C4H2_Soln#20 (),Mole_fraction_C6H6_Soln#20 (),Mole_fraction_C10H8_Soln#20 (),Mole_fraction_C7H8_Soln#20 (),Mole_fraction_C7H7_Soln#20 (),Mole_fraction_BENZYNE_Soln#20 (),Mole_fraction_C6H5C2H_Soln#20 (),Mole_fraction_C6H5C2H3_Soln#20 (),Mole_fraction_C6H5C2H5_Soln#20 (),Mole_fraction_C14H10_Soln#20 (),Mole_fraction_BIN1B_Soln#20 (),Mole_fraction_BIN1A_Soln#20 (),Molecular_weight_Soln#20 (g/mole),Mass_density_Soln#20 (g/cm3),Unburned_hydrocarbons_Soln#20 (ppm),Volatile_organic_compounds_Soln#20 (ppm)
6.374347E-7,15.44404,-1.752905E11,1892.129,1892.129,0.001040801,1.0,0.8999447,0.001771146,0.004761412,0.004405938,0.00188338,9.770682E-4,2.014004E-5,2.049574E-4,1.533994E-4,0.003129327,1.159009E-6,0.02506015,0.008487234,4.745484E-4,0.00130424,0.03989236,0.006142879,1.313068E-5,1.87351E-9,2.072763E-7,10.46347,6.739176E-5,659570.0,659570.1
6.946967E-7,15.43572,-1.55849E11,1889.669,1889.669,0.001040801,1.0,0.8990394,0.001789605,0.005295578,0.004408114,0.002128626,0.001123231,2.378474E-5,2.354529E-4,1.779293E-4,0.003612729,1.617784E-6,0.02476065,0.008774037,5.181581E-4,0.00146607,0.03947937,0.005679636,1.529694E-5,2.698982E-9,2.524307E-7,10.45549,6.742806E-5,659067.1,659067.2
7.195102E-7,15.43256,-1.48177E11,1888.689,1888.689,0.001040801,1.0,0.8986585,0.001793762,0.005524929,0.004402896,0.002234033,0.001187278,2.54401E-5,2.486605E-4,1.887512E-4,0.003824061,1.849824E-6,0.02463589,0.008883557,5.362073E-4,0.001535552,0.03929928,0.005492079,1.625541E-5,3.121609E-9,2.737471E-7,10.45222,6.74419E-5,658860.7,658860.8
7.421298E-7,15.42988,-1.415572E11,1887.838,1887.838,0.001040801,1.0,0.898317,0.001795816,0.005732697,0.00439528,0.002329519,0.001245925,2.698765E-5,2.606635E-4,1.987032E-4,0.004017264,2.079875E-6,0.02452478,0.008976167,5.522143E-4,0.001598465,0.03913488,0.00532759,1.713796E-5,3.543021E-9,2.941204E-7,10.44932,6.745361E-5,658678.2,658678.2
7.44559E-7,15.4296,-1.408665E11,1887.749,1887.749,0.001040801,1.0,0.8982807,0.001795945,0.005754931,0.004394309,0.002339736,0.001252236,2.7156E-5,2.619496E-4,1.997766E-4,0.004038034,2.105662E-6,0.024513,0.008985716,5.53908E-4,0.001605196,0.03911722,0.005310281,1.72332E-5,3.590384E-9,2.963624E-7,10.44901,6.745482E-5,658658.9,658659.0
7.521758E-7,15.42875,-1.38727E11,1887.472,1887.472,0.001040801,1.0,0.8981671,0.001796241,0.005824547,0.004391082,0.002371722,0.001272037,2.768649E-5,2.659782E-4,2.031476E-4,0.004103178,2.187876E-6,0.02447623,0.009015176,5.591878E-4,0.001626265,0.03906184,0.005256445,1.753239E-5,3.74154E-9,3.034596E-7,10.44806,6.745855E-5,658598.8,658598.9
7.614286E-7,15.42774,-1.3618E11,1887.142,1887.142,0.001040801,1.0,0.89803,0.001796385,0.005908902,0.004386797,0.002410474,0.001296116,2.833628E-5,2.708628E-4,2.072535E-4,0.004182343,2.290564E-6,0.02443195,0.009049991,5.655376E-4,0.001651787,0.03899458,0.005191924,1.789691E-5,3.930643E-9,3.122199E-7,10.44692,6.746296E-5,658526.6,658526.6
7.634341E-7,15.42752,-1.356337E11,1887.071,1887.071,0.001040801,1.0,0.8980004,0.001796386,0.005927155,0.004385816,0.002418857,0.001301338,2.847788E-5,2.7192E-4,2.081449E-4,0.004199503,2.313228E-6,0.02442241,0.009057398,5.669047E-4,0.001657309,0.03898,0.005178065,1.797607E-5,3.972423E-9,3.141385E-7,10.44667,6.74639E-5,658511.0,658511.1
7.838049E-7,15.42542,-1.302413E11,1886.368,1886.368,0.001040801,1.0,0.897702,0.001795806,0.006111902,0.004374841,0.002503688,0.00135444,2.993177E-5,2.826268E-4,2.172298E-4,0.004373837,2.551976E-6,0.02432655,0.009129865,5.806042E-4,0.00171317,0.03883201,0.005039805,1.878309E-5,4.413383E-9,3.340413E-7,10.4442,6.747309E-5,658355.4,658355.5
8.334114E-7,15.42085,-1.181451E11,1884.769,1884.769,0.001040801,1.0,0.8969925,0.001790446,0.00655664,0.004341156,0.002707628,0.001484008,3.358466E-5,3.084103E-4,2.395539E-4,0.004797852,3.198728E-6,0.02410119,0.009286641,6.12591E-4,0.001847428,0.03847267,0.00472109,2.076782E-5,5.613939E-9,3.856151E-7,10.43844,6.749311E-5,657992.5,657992.6
8.413296E-7,15.42018,-1.163452E11,1884.528,1884.528,0.001040801,1.0,0.8968815,0.00178913,0.006626915,0.004334947,0.00273981,0.001504701,3.418203E-5,3.124818E-4,2.43141E-4,0.004865381,3.310815E-6,0.02406626,0.009309213,6.175194E-4,0.001868612,0.03841552,0.004672472,2.108687E-5,5.82269E-9,3.942596E-7,10.43756,6.749601E-5,657936.6,657936.7
8.433698E-7,15.42002,-1.158844E11,1884.467,1884.467,0.001040801,1.0,0.896853,0.001788772,0.006644989,0.004333312,0.002748085,0.001510033,3.433658E-5,3.135287E-4,2.440662E-4,0.004882771,3.340102E-6,0.0240573,0.009314924,6.187815E-4,0.001874059,0.0384008,0.004660043,2.116916E-5,5.877262E-9,3.965055E-7,10.43733,6.749674E-5,657922.3,657922.3
8.490648E-7,15.41955,-1.146162E11,1884.296,1884.296,0.001040801,1.0,0.8967736,0.001787734,0.006695369,0.004328677,0.002771145,0.001524916,3.476931E-5,3.164462E-4,2.466509E-4,0.004931291,3.422728E-6,0.0240324,0.009330639,6.222875E-4,0.001889238,0.03835975,0.004625557,2.139907E-5,6.031279E-9,4.028148E-7,10.4367,6.749877E-5,657882.5,657882.6
8.553203E-7,15.41906,-1.13242E11,1884.111,1884.111,0.001040801,1.0,0.8966868,0.00178653,0.006750585,0.004323465,0.002796411,0.001541262,3.524686E-5,3.196428E-4,2.494934E-4,0.004984548,3.514969E-6,0.02400522,0.009347528,6.261107E-4,0.001905869,0.03831471,0.004588023,2.165191E-5,6.203313E-9,4.098126E-7,10.43601,6.750095E-5,657839.1,657839.2
8.772752E-7,15.41739,-1.085814E11,1883.479,1883.479,0.001040801,1.0,0.8963849,0.001781789,0.00694334,0.004304207,0.002884542,0.001598607,3.694131E-5,3.307912E-4,2.594966E-4,0.005171096,3.851251E-6,0.02391116,0.009403752,6.392965E-4,0.00196388,0.03815701,0.004459137,2.254174E-5,6.831241E-9,4.349387E-7,10.43364,6.750824E-5,657689.4,657689.5
8.818919E-7,15.41705,-1.076322E11,1883.349,1883.349,0.001040801,1.0,0.896322,0.001780697,0.006983667,0.004299975,0.002902966,0.001610659,3.730117E-5,3.331212E-4,2.616051E-4,0.005210245,3.924449E-6,0.02389164,0.00941499,6.420242E-4,0.001976008,0.03812393,0.004432583,2.272931E-5,6.968058E-9,4.403335E-7,10.43314,6.750971E-5,657658.5,657658.5
8.885652E-7,15.41658,-1.062788E11,1883.164,1883.164,0.001040801,1.0,0.8962314,0.001779063,0.007041829,0.004293751,0.002929529,0.001628074,3.782351E-5,3.364799E-4,2.64656E-4,0.00526678,4.031808E-6,0.0238636,0.00943088,6.459395E-4,0.001993494,0.03807617,0.004394531,2.300068E-5,7.168807E-9,4.482006E-7,10.43244,6.751179E-5,657614.0,657614.1
8.943697E-7,15.41618,-1.051191E11,1883.004,1883.004,0.001040801,1.0,0.896153,0.001777589,0.007092292,0.004288235,0.002952567,0.001643217,3.82799E-5,3.393924E-4,2.673124E-4,0.005315899,4.126697E-6,0.02383935,0.009444365,6.493185E-4,0.002008659,0.03803468,0.004361752,2.323697E-5,7.34631E-9,4.5511E-7,10.43183,6.751356E-5,657575.6,657575.7
9.419894E-7,15.41315,-9.619485E10,1881.761,1881.761,0.001040801,1.0,0.8955206,0.001763859,0.007501824,0.004239731,0.003139216,0.001767196,4.209393E-5,3.629612E-4,2.891955E-4,0.005716774,4.958288E-6,0.02364572,0.00954379,6.761421E-4,0.002131545,0.03769639,0.004103481,2.518286E-5,8.904251E-9,5.141136E-7,10.42698,6.75268E-5,657270.2,657270.2
9.924074E-7,15.41046,-8.780046E10,1880.557,1880.557,0.001040801,1.0,0.8948722,0.001746667,0.007926543,0.004182917,0.003332171,0.001897801,4.625975E-5,3.8725E-4,3.125144E-4,0.006136459,5.943694E-6,0.02345042,0.009628985,7.028791E-4,0.002258632,0.03734269,0.003849402,2.725456E-5,1.0754E-8,5.81064E-7,10.42213,6.753859E-5,656964.4,656964.4
9.946976E-7,15.41035,-8.744287E10,1880.505,1880.505,0.001040801,1.0,0.8948432,0.001745832,0.007945614,0.004180221,0.00334082,0.001903714,4.645194E-5,3.883363E-4,3.135769E-4,0.006155393,5.991069E-6,0.02344177,0.009632399,7.040546E-4,0.00226433,0.03732674,0.003838307,2.734888E-5,1.0843E-8,5.842145E-7,10.42192,6.753907E-5,656950.9,656951.0
9.975205E-7,15.41022,-8.700446E10,1880.441,1880.441,0.001040801,1.0,0.8948076,0.001744797,0.007969093,0.004176885,0.003351466,0.001910999,4.668917E-5,3.896733E-4,3.148867E-4,0.006178714,6.04978E-6,0.02343114,0.009636556,7.054991E-4,0.002271344,0.0373071,0.003824684,2.746517E-5,1.09533E-8,5.881109E-7,10.42166,6.753967E-5,656934.3,656934.4
1.004386E-6,15.40989,-8.595199E10,1880.287,1880.287,0.001040801,1.0,0.8947212,0.001742253,0.008026073,0.004168712,0.003377294,0.001928707,4.726777E-5,3.929153E-4,3.180743E-4,0.006235359,6.194074E-6,0.02340542,0.00964642,7.08991E-4,0.002288362,0.0372594,0.00379179,2.774811E-5,1.122441E-8,5.976494E-7,10.42102,6.754108E-5,656894.2,656894.3
1.019448E-6,15.40921,-8.37036E10,1879.955,1879.955,0.001040801,1.0,0.8945331,0.001736549,0.008150452,0.004150514,0.003433633,0.001967491,4.854462E-5,3.999798E-4,3.250742E-4,0.006359231,6.517809E-6,0.02334958,0.009666904,7.165496E-4,0.002325488,0.0371551,0.003720784,2.836923E-5,1.183281E-8,6.188694E-7,10.41964,6.754406E-5,656807.3,656807.4
1.044002E-6,15.40818,-8.020959E10,1879.433,1879.433,0.001040801,1.0,0.8942302,0.001726918,0.008351399,0.004120098,0.003524535,0.002030528,5.064826E-5,4.113555E-4,3.365071E-4,0.006560005,7.067114E-6,0.02326026,0.009696993,7.285785E-4,0.002385406,0.03698611,0.00360834,2.938302E-5,1.28655E-8,6.543405E-7,10.41744,6.754857E-5,656668.6,656668.7
1.048917E-6,15.40799,-7.953472E10,1879.331,1879.331,0.001040801,1.0,0.8941701,0.001724945,0.008391353,0.004113908,0.003542592,0.002043117,5.107249E-5,4.136116E-4,3.387985E-4,0.006600016,7.180242E-6,0.02324263,0.009702547,7.309441E-4,0.002397311,0.03695244,0.003586307,2.95861E-5,1.307823E-8,6.615689E-7,10.41701,6.754942E-5,656641.3,656641.3
1.062111E-6,15.40749,-7.776217E10,1879.061,1879.061,0.001040801,1.0,0.8940098,0.001719581,0.008498146,0.004097132,0.003590828,0.002076858,5.221638E-5,4.196326E-4,3.449539E-4,0.006707114,7.489252E-6,0.02319571,0.009716695,7.372247E-4,0.002429117,0.03686233,0.003527938,3.013144E-5,1.365937E-8,6.811861E-7,10.41585,6.755163E-5,656568.6,656568.7
1.070867E-6,15.40717,-7.661639E10,1878.886,1878.886,0.001040801,1.0,0.8939041,0.00171597,0.008568662,0.004085876,0.003622656,0.00209921,5.297963E-5,4.236005E-4,3.490428E-4,0.006777949,7.698631E-6,0.02316488,0.009725488,7.413385E-4,0.002450107,0.03680273,0.00348981,3.049354E-5,1.40532E-8,6.943773E-7,10.4151,6.755304E-5,656520.9,656521.0
1.075889E-6,15.40699,-7.597073E10,1878.786,1878.786,0.001040801,1.0,0.8938438,0.001713881,0.008608967,0.00407938,0.00364084,0.002112012,5.34187E-5,4.258657E-4,3.513886E-4,0.006818477,7.820224E-6,0.02314732,0.009730321,7.436781E-4,0.002462101,0.03676864,0.003468162,3.070123E-5,1.428192E-8,7.020021E-7,10.41467,6.755382E-5,656493.8,656493.8
1.084116E-6,15.4067,-7.492933E10,1878.625,1878.625,0.001040801,1.0,0.8937454,0.001710431,0.008674787,0.004068671,0.003670523,0.002132962,5.414044E-5,4.295602E-4,3.552341E-4,0.00688473,8.022009E-6,0.02311873,0.009737898,7.474798E-4,0.002481681,0.03671291,0.003433045,3.104158E-5,1.466153E-8,7.145963E-7,10.41397,6.755507E-5,656449.6,656449.7
1.121185E-6,15.40553,-7.048408E10,1877.925,1877.925,0.001040801,1.0,0.893308,0.001694528,0.008968202,0.004019546,0.003802663,0.002226972,5.742508E-5,4.45962E-4,3.725869E-4,0.007181027,8.968398E-6,0.02299254,0.009767276,7.641606E-4,0.00256888,0.03646372,0.003279794,3.257593E-5,1.644233E-8,7.728017E-7,10.41088,6.756022E-5,656255.1,656255.2
1.128493E-6,15.40532,-6.965365E10,1877.792,1877.792,0.001040801,1.0,0.8932229,0.001691331,0.009025426,0.004009707,0.0038284,0.002245427,5.807877E-5,4.491476E-4,3.760124E-4,0.007238994,9.162255E-6,0.02296816,0.009772172,7.673637E-4,0.002585871,0.03641497,0.003250527,3.287851E-5,1.680718E-8,7.845596E-7,10.41029,6.756115E-5,656217.6,656217.7
1.132903E-6,15.40519,-6.916E10,1877.713,1877.713,0.001040801,1.0,0.8931718,0.001689392,0.009059858,0.004003747,0.003843881,0.002256551,5.847422E-5,4.510621E-4,3.780803E-4,0.007273901,9.280432E-6,0.02295353,0.009774986,7.69283E-4,0.002596092,0.03638562,0.003233016,3.306111E-5,1.702962E-8,7.91701E-7,10.40993,6.75617E-5,656195.2,656195.2
1.147476E-6,15.4048,-6.756476E10,1877.454,1877.454,0.001040801,1.0,0.8930038,0.001682942,0.009173103,0.003983938,0.003894767,0.00229324,5.97861E-5,4.573475E-4,3.849173E-4,0.00738886,9.677295E-6,0.0229056,0.009783554,7.755544E-4,0.002629695,0.03628896,0.003175933,3.366458E-5,1.777667E-8,8.155438E-7,10.40876,6.756342E-5,656121.5,656121.6
1.212815E-6,15.40331,-6.106018E10,1876.364,1876.364,0.001040801,1.0,0.8922685,0.001653358,0.009670969,0.00389337,0.004118,0.002456419,6.575718E-5,4.847709E-4,4.156318E-4,0.007896899,1.157408E-5,0.02269806,0.009809296,8.024162E-4,0.002777224,0.03586181,0.002933809,3.637005E-5,2.13487E-8,9.269032E-7,10.40372,6.756995E-5,655803.9,655804.0
1.216601E-6,15.40324,-6.071372E10,1876.304,1876.304,0.001040801,1.0,0.8922268,0.001651618,0.009699319,0.003888051,0.004130689,0.002465805,6.61074E-5,4.86322E-4,4.174141E-4,0.007925957,1.168991E-5,0.02268639,0.009810188,8.039119E-4,0.002785615,0.03583738,0.002920445,3.652675E-5,2.156692E-8,9.335779E-7,10.40344,6.757027E-5,655786.1,655786.2
1.220825E-6,15.40316,-6.03312E10,1876.238,1876.238,0.001040801,1.0,0.8921804,0.001649674,0.009730883,0.003882108,0.004144813,0.002476268,6.649866E-5,4.880475E-4,4.194028E-4,0.007958325,1.181991E-5,0.02267342,0.009811109,8.05573E-4,0.002794957,0.03581017,0.00290562,3.670156E-5,2.181185E-8,9.410534E-7,10.40313,6.757063E-5,655766.3,655766.4
1.221782E-6,15.40314,-6.024518E10,1876.223,1876.223,0.001040801,1.0,0.8921699,0.001649233,0.00973802,0.003880762,0.004148007,0.002478636,6.658732E-5,4.884375E-4,4.198532E-4,0.007965647,1.184946E-5,0.02267048,0.009811307,8.05948E-4,0.00279707,0.03580401,0.002902275,3.674114E-5,2.186752E-8,9.427501E-7,10.40306,6.75707E-5,655761.9,655761.9
1.224867E-6,15.40308,-5.99679E10,1876.174,1876.174,0.001040801,1.0,0.892136,0.001647811,0.009761025,0.003876415,0.004158299,0.002486271,6.687358E-5,4.89694E-4,4.213063E-4,0.007989251,1.194508E-5,0.02266104,0.009811919,8.071551E-4,0.002803878,0.03578416,0.002891514,3.686884E-5,2.204769E-8,9.482352E-7,10.40283,6.757096E-5,655747.5,655747.5
1.356596E-6,15.40132,-4.98756E10,1874.304,1874.304,0.001040801,1.0,0.8907473,0.001586386,0.01070976,0.003688582,0.004581544,0.002807373,7.933929E-5,5.408519E-4,4.834612E-4,0.008970544,1.642741E-5,0.02227951,0.009803884,8.550305E-4,0.003084262,0.03495874,0.002472054,4.230925E-5,3.050524E-8,1.196974E-6,10.39364,6.757867E-5,655168.4,655168.4
1.388417E-6,15.40107,-4.787773E10,1873.9,1873.9,0.001040801,1.0,0.8904273,0.00157151,0.01092932,0.003642992,0.004679201,0.002883487,8.241413E-5,5.525069E-4,4.985016E-4,0.009199815,1.762655E-5,0.02219313,0.009793137,8.656113E-4,0.003149081,0.03476572,0.002381455,4.361913E-5,3.277287E-8,1.261216E-6,10.39157,6.757978E-5,655038.0,655038.0
1.39697E-6,15.40101,-4.736565E10,1873.794,1873.794,0.001040801,1.0,0.8903423,0.001567519,0.01098769,0.003630751,0.004705149,0.002903846,8.324442E-5,5.555937E-4,5.025456E-4,0.009260913,1.795673E-5,0.02217027,0.009789727,8.683942E-4,0.003166313,0.03471427,0.002357768,4.397086E-5,3.339772E-8,1.278759E-6,10.39102,6.758004E-5,655003.5,655003.6
1.453707E-6,15.40071,-4.421965E10,1873.119,1873.119,0.001040801,1.0,0.8897883,0.001541164,0.01136835,0.003549819,0.004874225,0.003037867,8.878797E-5,5.756075E-4,5.293799E-4,0.00966076,2.022696E-5,0.02202216,0.00976214,8.862538E-4,0.003278678,0.0343774,0.002207168,4.629992E-5,3.769995E-8,1.397908E-6,10.38749,6.758138E-5,654780.6,654780.7
1.460135E-6,15.40068,-4.388913E10,1873.046,1873.046,0.001040801,1.0,0.8897267,0.001538194,0.01141075,0.003540689,0.004893047,0.003052936,8.941979E-5,5.778245E-4,5.324208E-4,0.009705459,2.0493E-5,0.02200576,0.009758493,8.882128E-4,0.003291197,0.03433972,0.002190805,4.656332E-5,3.820484E-8,1.411711E-6,10.3871,6.758149E-5,654756.0,654756.0
1.495429E-6,15.40057,-4.216229E10,1872.652,1872.652,0.001040801,1.0,0.889392,0.001521964,0.01164093,0.00349075,0.004995175,0.003135252,9.290201E-5,5.898146E-4,5.491202E-4,0.009948661,2.198655E-5,0.02191705,0.009736665,8.987402E-4,0.003359158,0.03413464,0.002103444,4.800772E-5,4.104253E-8,1.488623E-6,10.38499,6.758197E-5,654622.9,654622.9
1.559696E-6,15.40048,-3.935929E10,1871.971,1871.971,0.001040801,1.0,0.8887986,0.001492776,0.01204918,0.003400792,0.00517618,0.003283373,9.929216E-5,6.109059E-4,5.795316E-4,0.01038229,2.484082E-5,0.02176082,0.009690032,9.170021E-4,0.003479754,0.03376863,0.001954192,5.062964E-5,4.648142E-8,1.633232E-6,10.38128,6.758238E-5,654389.0,654389.1
1.575633E-6,15.40047,-3.872731E10,1871.81,1871.81,0.001040801,1.0,0.8886545,0.001485622,0.01214824,0.003378715,0.005220085,0.003319748,1.008859E-4,6.159906E-4,5.870733E-4,0.01048798,2.557565E-5,0.0217231,0.009677193,9.213563E-4,0.003509036,0.03367935,0.001919065,5.127811E-5,4.788538E-8,1.669999E-6,10.38038,6.75824E-5,654332.7,654332.7
1.589411E-6,15.40047,-3.819988E10,1871.672,1871.672,0.001040801,1.0,0.888531,0.001479466,0.0122332,0.003359713,0.005257732,0.00335108,1.022663E-4,6.203408E-4,5.935925E-4,0.01057875,2.621942E-5,0.0216908,0.009665717,9.250667E-4,0.003534153,0.03360264,0.001889275,5.183812E-5,4.911668E-8,1.702068E-6,10.37962,6.758239E-5,654284.5,654284.5
1.608985E-6,15.40048,-3.74785E10,1871.479,1871.479,0.001040801,1.0,0.888357,0.001470767,0.01235283,0.003332851,0.005310744,0.003395418,1.042316E-4,6.264515E-4,6.028543E-4,0.01070681,2.714736E-5,0.02164538,0.009648845,9.302566E-4,0.003569535,0.03349439,0.001847831,5.263285E-5,5.089369E-8,1.748072E-6,10.37854,6.758235E-5,654216.7,654216.8
1.614882E-6,15.40049,-3.72675E10,1871.422,1871.422,0.001040801,1.0,0.8883049,0.001468158,0.01238862,0.003324791,0.005326604,0.003408734,1.048245E-4,6.282761E-4,6.056442E-4,0.01074517,2.743E-5,0.02163181,0.009643634,9.318012E-4,0.003580123,0.03346195,0.001835549,5.287206E-5,5.143549E-8,1.762034E-6,10.37822,6.758233E-5,654196.5,654196.6
