Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_BENZYNE_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_C6H5C2H3_Soln#19 (),Mole_fraction_C6H5C2H5_Soln#19 (),Mole_fraction_C12H8_Soln#19 (),Mole_fraction_BIPHENYL_Soln#19 (),Mole_fraction_C14H10_Soln#19 (),Mole_fraction_BIN1B_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
1.242602E-4,15.28322,-5.169E8,1739.351,1739.351,0.00106819,1.0,0.8379753,1.667234E-4,0.03966171,1.872428E-4,0.01394124,0.03526527,9.551263E-4,0.004983029,0.04462923,0.003123214,0.002553525,4.107665E-4,1.015198E-4,0.007673507,0.001367812,1.302279E-6,3.171523E-4,6.763102E-4,0.001286549,4.294414E-4,9.975599,6.989301E-5,628817.1,628817.2
1.246485E-4,15.28324,-5.14057E8,1739.3,1739.3,0.00106819,1.0,0.8379543,1.665915E-4,0.03967675,1.870676E-4,0.01393114,0.03530514,9.54303E-4,0.004980705,0.04463054,0.003127593,0.002542421,4.088945E-4,1.011001E-4,0.007665285,0.001359546,1.295651E-6,3.180099E-4,6.772281E-4,0.001288201,4.315933E-4,9.975291,6.98929E-5,628797.6,628797.8
1.250443E-4,15.28327,-5.111887E8,1739.248,1739.248,0.00106819,1.0,0.8379332,1.664577E-4,0.03969202,1.868899E-4,0.01392085,0.03534566,9.53466E-4,0.004978328,0.0446318,0.003132042,0.002531168,4.069988E-4,1.006751E-4,0.007656915,0.001351185,1.288943E-6,3.18883E-4,6.781601E-4,0.001289877,4.337881E-4,9.974977,6.98928E-5,628777.9,628778.0
1.259477E-4,15.28332,-5.046164E8,1739.13,1739.13,0.00106819,1.0,0.8378853,1.661561E-4,0.03972664,1.8649E-4,0.01389733,0.03543772,9.515624E-4,0.004972865,0.0446344,0.003142153,0.002505723,4.02716E-4,9.971482E-5,0.007637841,0.001332336,1.273805E-6,3.208724E-4,6.802744E-4,0.001293682,4.388055E-4,9.974266,6.989254E-5,628733.0,628733.2
1.264066E-4,15.28335,-5.013318E8,1739.071,1739.071,0.00106819,1.0,0.8378612,1.660054E-4,0.0397441,1.86291E-4,0.01388537,0.03548423,9.505995E-4,0.004970072,0.04463557,0.003147263,0.002492927,4.005645E-4,9.923242E-5,0.007628171,0.001322888,1.266209E-6,3.21881E-4,6.813412E-4,0.001295602,4.413578E-4,9.973907,6.98924E-5,628710.4,628710.5
1.3E-4,15.28362,-4.765414E8,1738.621,1738.621,0.00106819,1.0,0.8376785,1.648599E-4,0.039878,1.847785E-4,0.01379156,0.03584309,9.43149E-4,0.00494781,0.04464153,0.003186701,0.002395596,3.84248E-4,9.557258E-5,0.007552887,0.001251693,1.208818E-6,3.297338E-4,6.895353E-4,0.00131036,4.614283E-4,9.971148,6.989117E-5,628536.5,628536.7
1.355632E-4,15.28415,-4.41689E8,1737.966,1737.966,0.00106819,1.0,0.8374149,1.631869E-4,0.0400759,1.825778E-4,0.01364593,0.03638053,9.319432E-4,0.004912117,0.04464024,0.003245805,0.002254426,3.607289E-4,9.029637E-5,0.007437955,0.001150593,1.126686E-6,3.417342E-4,7.016774E-4,0.001332261,4.927623E-4,9.967052,6.988875E-5,628278.3,628278.4
1.4E-4,15.28466,-4.164632E8,1737.478,1737.478,0.00106819,1.0,0.8372201,1.619489E-4,0.0402261,1.809645E-4,0.01352966,0.03679426,9.233019E-4,0.004882753,0.04463088,0.003291318,0.002149484,3.433552E-4,8.639863E-5,0.007347784,0.001077148,1.066471E-6,3.511679E-4,7.109077E-4,0.001348946,5.179381E-4,9.963925,6.988644E-5,628081.2,628081.3
1.5E-4,15.28603,-3.666973E8,1736.476,1736.476,0.00106819,1.0,0.8368256,1.594239E-4,0.04054244,1.777058E-4,0.01326811,0.03768215,9.047807E-4,0.004814332,0.04458629,0.003388943,0.001935121,3.081644E-4,7.849472E-5,0.007149664,9.318549E-4,9.45908E-7,3.719844E-4,7.303283E-4,0.00138418,5.752148E-4,9.957285,6.988017E-5,627662.5,627662.6
1.6E-4,15.28767,-3.25192E8,1735.591,1735.591,0.00106819,1.0,0.8364847,1.572153E-4,0.04083166,1.74898E-4,0.01300846,0.03851398,8.875651E-4,0.004743763,0.04451418,0.003480199,0.001747577,2.776981E-4,7.163989E-5,0.006958917,8.102153E-4,8.431183E-7,3.921857E-4,7.479711E-4,0.001416401,6.330647E-4,9.95114,6.987268E-5,627275.1,627275.2
1.7E-4,15.28951,-2.903385E8,1734.802,1734.802,0.00106819,1.0,0.8361893,1.552731E-4,0.04109751,1.724679E-4,0.01275184,0.03929579,8.716075E-4,0.004671974,0.04441961,0.003565614,0.001582866,2.511848E-4,6.566181E-5,0.006775717,7.078591E-4,7.54966E-7,4.117756E-4,7.639876E-4,0.0014459,6.913111E-4,9.945421,6.986426E-5,626914.6,626914.7
1.8E-4,15.29151,-2.608723E8,1734.097,1734.097,0.00106819,1.0,0.8359327,1.5356E-4,0.04134308,1.703608E-4,0.01249909,0.04003255,8.568444E-4,0.004599683,0.04430657,0.003645628,0.001437766,2.280155E-4,6.042469E-5,0.00660011,6.213676E-4,6.79009E-7,4.307574E-4,7.785069E-4,0.001472927,7.498074E-4,9.940072,6.985511E-5,626577.5,626577.5
1.9E-4,15.29364,-2.357631E8,1733.46,1733.46,0.00106819,1.0,0.8357092,1.520436E-4,0.04157107,1.685296E-4,0.01225077,0.04072883,8.431921E-4,0.004527442,0.04417841,0.003720663,0.001309477,2.076757E-4,5.581389E-5,0.006431972,5.479095E-4,6.132201E-7,4.491411E-4,7.916548E-4,0.00149772,8.084393E-4,9.935044,6.984541E-5,626260.5,626260.6
2.0E-4,15.29585,-2.142532E8,1732.883,1732.883,0.00106819,1.0,0.8355144,1.506982E-4,0.0417836,1.669366E-4,0.0120073,0.04138821,8.305748E-4,0.00445568,0.04403773,0.003791053,0.001195797,1.897649E-4,5.17411E-5,0.006271174,4.853089E-4,5.560256E-7,4.669329E-4,8.035323E-4,0.00152047,8.671122E-4,9.9303,6.98353E-5,625961.4,625961.5
2.1E-4,15.29813,-1.95716E8,1732.357,1732.357,0.00106819,1.0,0.8353446,1.495021E-4,0.04198255,1.655505E-4,0.01176896,0.04201392,8.189137E-4,0.004384729,0.0438867,0.00385711,0.001094829,1.739453E-4,4.813186E-5,0.006117518,4.317705E-4,5.061201E-7,4.841421E-4,8.142337E-4,0.001541354,9.257492E-4,9.925806,6.982488E-5,625678.1,625678.2
2.2E-4,15.30047,-1.796525E8,1731.876,1731.876,0.00106819,1.0,0.8351965,1.484372E-4,0.04216949,1.643453E-4,0.01153593,0.04260877,8.081327E-4,0.004314847,0.04372712,0.003919111,0.001004965,1.599346E-4,4.492404E-5,0.005970776,3.85825E-4,4.624272E-7,5.007786E-4,8.238441E-4,0.001560528,9.842882E-4,9.921534,6.981424E-5,625408.9,625408.9
2.3E-4,15.30283,-1.656508E8,1731.433,1731.433,0.00106819,1.0,0.8350673,1.474881E-4,0.0423458,1.632989E-4,0.01130833,0.0431752,7.981596E-4,0.004246232,0.04356046,0.00397731,9.24833E-4,1.474961E-4,4.206557E-5,0.005830699,3.462686E-4,4.240563E-7,5.168533E-4,8.324403E-4,0.001578133,0.00104268,9.917462,6.980344E-5,625152.2,625152.2
2.4E-4,15.30522,-1.53374E8,1731.023,1731.023,0.00106819,1.0,0.8349549,1.466418E-4,0.04251263,1.623926E-4,0.0110862,0.04371538,7.889268E-4,0.004179033,0.04338797,0.004031935,8.532618E-4,1.364296E-4,3.951249E-5,0.005697028,3.121098E-4,3.902657E-7,5.323777E-4,8.400924E-4,0.001594296,0.001100888,9.913569,6.979255E-5,624906.8,624906.8
2.5E-4,15.30762,-1.425475E8,1730.643,1730.643,0.00106819,1.0,0.8348573,1.458868E-4,0.04267102,1.616102E-4,0.01086956,0.04423122,7.803712E-4,0.004113364,0.04321069,0.004083197,7.892371E-4,1.265642E-4,3.722722E-5,0.0055695,2.825221E-4,3.604303E-7,5.473637E-4,8.468644E-4,0.001609131,0.001158882,9.909838,6.978159E-5,624671.6,624671.6
2.6E-4,15.31003,-1.32943E8,1730.29,1730.29,0.00106819,1.0,0.8347727,1.452131E-4,0.04282185,1.609377E-4,0.01065836,0.04472442,7.724349E-4,0.004049307,0.04302948,0.00413129,7.318813E-4,1.177536E-4,3.517754E-5,0.005447851,2.56817E-4,3.340226E-7,5.618237E-4,8.528149E-4,0.001622741,0.001216641,9.906253,6.977062E-5,624445.6,624445.6
2.7E-4,15.31244,-1.243706E8,1729.959,1729.959,0.00106819,1.0,0.8346998,1.446122E-4,0.0429659,1.603629E-4,0.01045257,0.04519652,7.650644E-4,0.003986919,0.0428451,0.004176392,6.804308E-4,1.098715E-4,3.33357E-5,0.005331821,2.344177E-4,3.105947E-7,5.757703E-4,8.579979E-4,0.001635219,0.001274149,9.902803,6.975964E-5,624228.1,624228.1
2.8E-4,15.31485,-1.166737E8,1729.649,1729.649,0.00106819,1.0,0.8346372,1.440763E-4,0.04310385,1.598754E-4,0.01025211,0.04564888,7.582111E-4,0.003926237,0.04265817,0.00421867,6.342267E-4,1.028103E-4,3.167793E-5,0.005221153,2.148473E-4,2.897699E-7,5.892163E-4,8.624631E-4,0.00164665,0.001331398,9.899474,6.974868E-5,624018.3,624018.3
2.9E-4,15.31725,-1.097206E8,1729.358,1729.358,0.00106819,1.0,0.8345838,1.43599E-4,0.0432363,1.594658E-4,0.01005688,0.04608272,7.518304E-4,0.003867282,0.04246921,0.004258278,5.926896E-4,9.647579E-5,3.018345E-5,0.0051156,1.97701E-4,2.712234E-7,6.021744E-4,8.662563E-4,0.001657111,0.00138838,9.896258,6.973776E-5,623815.6,623815.6
3.0E-4,15.31964,-1.034006E8,1729.084,1729.084,0.00106819,1.0,0.8345388,1.431741E-4,0.04336378,1.59126E-4,0.009866794,0.04649916,7.45882E-4,0.003810061,0.04227867,0.004295358,5.553114E-4,9.078609E-5,2.883412E-5,0.005014919,1.826372E-4,2.546766E-7,6.146576E-4,8.6942E-4,0.001666674,0.001445095,9.893146,6.972687E-5,623619.4,623619.4
3.1E-4,15.32202,-9.762069E7,1728.826,1728.826,0.00106819,1.0,0.8345013,1.427964E-4,0.04348676,1.588486E-4,0.009681743,0.04689921,7.403291E-4,0.003754571,0.04208694,0.004330046,5.216437E-4,8.566944E-5,2.761404E-5,0.004918879,1.693653E-4,2.398889E-7,6.266787E-4,8.719939E-4,0.001675402,0.001501542,9.89013,6.971604E-5,623429.3,623429.3
3.2E-4,15.32439,-9.230225E7,1728.581,1728.581,0.00106819,1.0,0.8344705,1.424612E-4,0.04360565,1.586273E-4,0.009501618,0.0472838,7.351381E-4,0.0037008,0.04189434,0.004362469,4.912912E-4,8.106297E-5,2.650922E-5,0.004827254,1.576386E-4,2.26652E-7,6.382504E-4,8.740147E-4,0.001683354,0.001557725,9.887202,6.970525E-5,623244.7,623244.7
3.3E-4,15.32675,-8.737916E7,1728.35,1728.35,0.00106819,1.0,0.8344459,1.421642E-4,0.04372081,1.584562E-4,0.009326301,0.04765377,7.302788E-4,0.00364873,0.04170118,0.004392744,4.639051E-4,7.691156E-5,2.550741E-5,0.004739831,1.472479E-4,2.147859E-7,6.493852E-4,8.755169E-4,0.001690586,0.001613647,9.884358,6.969452E-5,623065.4,623065.4
3.4E-4,15.3291,-8.279565E7,1728.131,1728.131,0.00106819,1.0,0.8344267,1.419017E-4,0.04383259,1.583303E-4,0.009155677,0.04800989,7.257235E-4,0.003598336,0.04150767,0.004420982,4.391765E-4,7.316664E-5,2.459777E-5,0.004656403,1.38015E-4,2.04134E-7,6.600956E-4,8.765326E-4,0.001697145,0.001669315,9.881591,6.968384E-5,622891.0,622891.0
3.5E-4,15.33144,-7.850418E7,1727.924,1727.924,0.00106819,1.0,0.8344127,1.416703E-4,0.04394127,1.58245E-4,0.008989628,0.04835288,7.214474E-4,0.00354959,0.04131403,0.00444729,4.168301E-4,6.978505E-5,2.377067E-5,0.004576774,1.29786E-4,1.945586E-7,6.703939E-4,8.770918E-4,0.00170308,0.001724735,9.878896,6.967321E-5,622721.1,622721.2
3.6E-4,15.33377,-7.446461E7,1727.727,1727.727,0.00106819,1.0,0.8344032,1.41467E-4,0.04404712,1.581962E-4,0.008828036,0.04868339,7.174278E-4,0.003502458,0.04112044,0.004471766,3.96621E-4,6.672867E-5,2.301757E-5,0.004500753,1.224292E-4,1.859395E-7,6.802921E-4,8.772228E-4,0.001708431,0.001779915,9.87627,6.966262E-5,622555.6,622555.6
3.7E-4,15.33609,-7.064282E7,1727.54,1727.54,0.00106819,1.0,0.834398,1.412889E-4,0.04415037,1.581802E-4,0.008670783,0.04900203,7.136441E-4,0.003456905,0.04092705,0.004494504,3.78331E-4,6.396371E-5,2.23309E-5,0.004428163,1.158316E-4,1.781712E-7,6.898019E-4,8.769521E-4,0.001713237,0.001834864,9.873707,6.965208E-5,622394.1,622394.1
3.8E-4,15.3384,-6.701022E7,1727.362,1727.362,0.00106819,1.0,0.8343966,1.411338E-4,0.04425124,1.581938E-4,0.008517754,0.04930938,7.100777E-4,0.003412895,0.040734,0.004515592,3.617659E-4,6.146013E-5,2.170391E-5,0.004358831,1.098962E-4,1.711614E-7,6.98935E-4,8.763045E-4,0.001717536,0.001889589,9.871205,6.964158E-5,622236.3,622236.4
3.9E-4,15.3407,-6.354238E7,1727.194,1727.194,0.00106819,1.0,0.8343987,1.409993E-4,0.0443499,1.582341E-4,0.008368834,0.04960597,7.067116E-4,0.003370387,0.04054139,0.004535113,3.467517E-4,5.919116E-5,2.11306E-5,0.004292593,1.045391E-4,1.64828E-7,7.077027E-4,8.753035E-4,0.00172136,0.001944099,9.86876,6.963112E-5,622082.2,622082.3
4.0E-4,15.343,-6.021912E7,1727.035,1727.035,0.00106819,1.0,0.8344041,1.408836E-4,0.04444655,1.582983E-4,0.008223909,0.04989227,7.035306E-4,0.003329341,0.04034932,0.004553148,3.331348E-4,5.71332E-5,2.060569E-5,0.004229293,9.969015E-5,1.590999E-7,7.161161E-4,8.739712E-4,0.00172474,0.001998403,9.866369,6.962068E-5,621931.5,621931.6
4.1E-4,15.3453,-5.702367E7,1726.883,1726.883,0.00106819,1.0,0.8344125,1.407849E-4,0.04454132,1.583843E-4,0.008082869,0.05016875,7.005207E-4,0.003289716,0.04015786,0.004569771,3.207779E-4,5.526525E-5,2.012442E-5,0.004168784,9.528858E-5,1.539144E-7,7.241861E-4,8.723282E-4,0.001727704,0.00205251,9.86403,6.961027E-5,621784.1,621784.1
4.2E-4,15.34759,-5.394146E7,1726.74,1726.74,0.00106819,1.0,0.8344236,1.407017E-4,0.04463435,1.5849E-4,0.007945603,0.05043583,6.976694E-4,0.003251469,0.03996709,0.004585053,3.095579E-4,5.356851E-5,1.968258E-5,0.004110922,9.128192E-5,1.492159E-7,7.319231E-4,8.703942E-4,0.001730279,0.002106428,9.86174,6.959987E-5,621639.7,621639.8
4.3E-4,15.34988,-5.095824E7,1726.605,1726.605,0.00106819,1.0,0.8344373,1.406325E-4,0.04472578,1.586135E-4,0.007812007,0.05069393,6.949652E-4,0.003214559,0.03977706,0.004599061,2.993626E-4,5.202592E-5,1.92763E-5,0.004055574,8.762272E-5,1.449538E-7,7.393375E-4,8.681876E-4,0.001732489,0.002160165,9.859496,6.95895E-5,621498.3,621498.4
4.4E-4,15.35217,-4.806535E7,1726.477,1726.477,0.00106819,1.0,0.8344534,1.405761E-4,0.04481571,1.58753E-4,0.007681977,0.05094343,6.923976E-4,0.003178945,0.03958783,0.004611859,2.900911E-4,5.06222E-5,1.890215E-5,0.004002613,8.426996E-5,1.410832E-7,7.464394E-4,8.657259E-4,0.001734357,0.00221373,9.857297,6.957913E-5,621359.7,621359.8
4.5E-4,15.35445,-4.525814E7,1726.356,1726.356,0.00106819,1.0,0.8344717,1.405312E-4,0.04490425,1.58907E-4,0.007555412,0.05118468,6.89957E-4,0.003144585,0.03939944,0.004623509,2.816522E-4,4.934352E-5,1.855702E-5,0.003951915,8.118719E-5,1.375636E-7,7.532384E-4,8.630257E-4,0.001735904,0.002267129,9.855141,6.956876E-5,621223.8,621223.9
4.6E-4,15.35674,-4.252697E7,1726.243,1726.243,0.00106819,1.0,0.834492,1.40497E-4,0.0449915,1.590741E-4,0.007432213,0.05141803,6.876347E-4,0.003111438,0.03921191,0.004634067,2.739652E-4,4.817768E-5,1.823816E-5,0.003903366,7.834419E-5,1.343597E-7,7.597442E-4,8.601025E-4,0.001737151,0.002320371,9.853026,6.95584E-5,621090.4,621090.6
4.7E-4,15.35903,-3.986342E7,1726.137,1726.137,0.00106819,1.0,0.8345143,1.404723E-4,0.04507752,1.592532E-4,0.007312285,0.0516438,6.854228E-4,0.003079464,0.03902528,0.004643588,2.669572E-4,4.711366E-5,1.794309E-5,0.003856855,7.57143E-5,1.3144E-7,7.65966E-4,8.569712E-4,0.001738114,0.002373463,9.850949,6.954803E-5,620959.6,620959.7
4.8E-4,15.36132,-3.725538E7,1726.037,1726.037,0.00106819,1.0,0.8345383,1.404565E-4,0.04516242,1.594432E-4,0.007195534,0.05186229,6.83314E-4,0.003048623,0.03883957,0.004652125,2.605633E-4,4.614172E-5,1.766961E-5,0.003812279,7.327515E-5,1.287766E-7,7.719128E-4,8.536456E-4,0.001738812,0.00242641,9.84891,6.953766E-5,620831.1,620831.2
4.9E-4,15.36362,-3.471236E7,1725.944,1725.944,0.00106819,1.0,0.8345639,1.404488E-4,0.04524624,1.59643E-4,0.00708187,0.05207379,6.813019E-4,0.003018876,0.0386548,0.004659725,2.547246E-4,4.5253E-5,1.741572E-5,0.003769536,7.100657E-5,1.263443E-7,7.775933E-4,8.50139E-4,0.00173926,0.00247922,9.846907,6.952727E-5,620704.8,620705.0
5.0E-4,15.36592,-3.223943E7,1725.857,1725.857,0.00106819,1.0,0.8345911,1.404485E-4,0.04532906,1.598516E-4,0.006971203,0.05227858,6.793803E-4,0.002990184,0.03847099,0.004666437,2.493881E-4,4.443953E-5,1.717961E-5,0.003728533,6.889093E-5,1.241204E-7,7.830162E-4,8.464637E-4,0.001739472,0.002531897,9.844939,6.951686E-5,620580.8,620580.9
5.1E-4,15.36822,-2.98106E7,1725.777,1725.777,0.00106819,1.0,0.8346198,1.404549E-4,0.04541094,1.600684E-4,0.006863449,0.05247692,6.775438E-4,0.00296251,0.03828813,0.004672304,2.445053E-4,4.369407E-5,1.695967E-5,0.003689181,6.691246E-5,1.220845E-7,7.881895E-4,8.426316E-4,0.001739463,0.002584448,9.843005,6.950644E-5,620458.8,620459.0
5.2E-4,15.37053,-2.743276E7,1725.702,1725.702,0.00106819,1.0,0.8346497,1.404675E-4,0.04549192,1.602926E-4,0.006758524,0.05266906,6.757872E-4,0.002935818,0.03810624,0.004677368,2.400328E-4,4.301008E-5,1.675443E-5,0.003651394,6.505719E-5,1.202181E-7,7.931215E-4,8.386539E-4,0.001739245,0.002636877,9.841102,6.9496E-5,620338.9,620339.1
5.3E-4,15.37285,-2.511394E7,1725.634,1725.634,0.00106819,1.0,0.834681,1.404857E-4,0.04557206,1.605233E-4,0.006656348,0.05285523,6.741059E-4,0.002910072,0.03792533,0.004681669,2.359311E-4,4.238166E-5,1.656254E-5,0.003615091,6.331291E-5,1.185045E-7,7.978197E-4,8.34541E-4,0.00173883,0.002689188,9.839231,6.948553E-5,620221.0,620221.1
5.4E-4,15.37517,-2.283804E7,1725.572,1725.572,0.00106819,1.0,0.8347134,1.405091E-4,0.0456514,1.6076E-4,0.006556842,0.05303567,6.724956E-4,0.002885239,0.03774539,0.004685246,2.32165E-4,4.180357E-5,1.638282E-5,0.003580196,6.166926E-5,1.169291E-7,8.022919E-4,8.303032E-4,0.001738229,0.002741386,9.83739,6.947503E-5,620104.9,620105.1
5.5E-4,15.3775,-2.061846E7,1725.515,1725.515,0.00106819,1.0,0.834747,1.405371E-4,0.04572999,1.610021E-4,0.006459931,0.05321059,6.709525E-4,0.002861283,0.03756643,0.004688134,2.287025E-4,4.127101E-5,1.621421E-5,0.003546635,6.011698E-5,1.154784E-7,8.065453E-4,8.259496E-4,0.001737453,0.002793474,9.835578,6.946451E-5,619990.7,619990.9
5.6E-4,15.37984,-1.846098E7,1725.465,1725.465,0.00106819,1.0,0.8347816,1.405694E-4,0.04580784,1.612488E-4,0.00636554,0.05338019,6.694729E-4,0.002838173,0.03738845,0.004690369,2.25515E-4,4.07797E-5,1.605572E-5,0.00351434,5.864803E-5,1.141404E-7,8.105871E-4,8.214894E-4,0.001736511,0.002845455,9.833794,6.945395E-5,619878.2,619878.4
5.7E-4,15.38218,-1.634563E7,1725.419,1725.419,0.00106819,1.0,0.8348172,1.406055E-4,0.04588501,1.614999E-4,0.006273609,0.05354467,6.680539E-4,0.002815881,0.03721144,0.004691978,2.225772E-4,4.032588E-5,1.590651E-5,0.003483249,5.725533E-5,1.129046E-7,8.144233E-4,8.169306E-4,0.001735412,0.002897332,9.832037,6.944336E-5,619767.5,619767.6
5.8E-4,15.38453,-1.427658E7,1725.38,1725.38,0.00106819,1.0,0.8348537,1.40646E-4,0.04596152,1.61756E-4,0.00618405,0.05370424,6.666916E-4,0.002794369,0.03703541,0.004692999,2.198636E-4,3.990579E-5,1.57657E-5,0.003453292,5.593176E-5,1.117611E-7,8.18062E-4,8.122819E-4,0.001734165,0.002949108,9.830307,6.943274E-5,619658.4,619658.5
5.9E-4,15.3869,-1.225495E7,1725.345,1725.345,0.00106819,1.0,0.834891,1.406902E-4,0.04603741,1.620161E-4,0.0060968,0.05385907,6.653831E-4,0.002773611,0.03686033,0.004693458,2.173533E-4,3.951637E-5,1.563261E-5,0.003424412,5.467177E-5,1.107012E-7,8.215093E-4,8.075506E-4,0.001732777,0.003000786,9.828602,6.942208E-5,619550.9,619551.0
6.0E-4,15.38927,-1.028718E7,1725.316,1725.316,0.00106819,1.0,0.8349292,1.407371E-4,0.04611269,1.622789E-4,0.006011797,0.05400934,6.641259E-4,0.002753578,0.03668621,0.004693383,2.150274E-4,3.915469E-5,1.550659E-5,0.003396554,5.347032E-5,1.097164E-7,8.247714E-4,8.027437E-4,0.001731257,0.003052369,9.826922,6.941139E-5,619444.9,619445.0
6.029993E-4,15.38998,-9760162.0,1725.308,1725.308,0.00106819,1.0,0.8349407,1.407529E-4,0.04613516,1.623605E-4,0.005986731,0.05405355,6.637585E-4,0.002747706,0.03663417,0.004693261,2.143631E-4,3.905121E-5,1.547008E-5,0.003388389,5.312069E-5,1.094345E-7,8.257145E-4,8.012883E-4,0.001730776,0.003067822,9.826422,6.940817E-5,619413.5,619413.5
6.030581E-4,15.38999,-9696900.0,1725.308,1725.308,0.00106819,1.0,0.834941,1.407533E-4,0.0461356,1.623625E-4,0.005986241,0.05405441,6.637514E-4,0.002747592,0.03663315,0.004693258,2.143502E-4,3.904921E-5,1.546937E-5,0.00338823,5.311388E-5,1.094291E-7,8.257329E-4,8.012597E-4,0.001730766,0.003068125,9.826413,6.940811E-5,619412.8,619412.9
6.040955E-4,15.39024,-9495152.0,1725.306,1725.306,0.00106819,1.0,0.834945,1.407584E-4,0.04614335,1.623893E-4,0.005977618,0.05406961,6.636253E-4,0.002745576,0.03661518,0.004693204,2.141239E-4,3.901398E-5,1.545688E-5,0.003385427,5.29941E-5,1.093333E-7,8.260552E-4,8.007549E-4,0.001730597,0.003073468,9.82624,6.9407E-5,619402.0,619402.1
6.043678E-4,15.3903,-9432405.0,1725.305,1725.305,0.00106819,1.0,0.8349461,1.407596E-4,0.04614539,1.623962E-4,0.005975358,0.05407359,6.635922E-4,0.002745048,0.03661046,0.00469319,2.140648E-4,3.900477E-5,1.545361E-5,0.003384693,5.296275E-5,1.093083E-7,8.261395E-4,8.006222E-4,0.001730553,0.00307487,9.826195,6.940671E-5,619399.1,619399.2
6.06324E-4,15.39077,-9023038.0,1725.3,1725.3,0.00106819,1.0,0.8349536,1.407772E-4,0.04616,1.624605E-4,0.005959172,0.05410209,6.633558E-4,0.00274127,0.03657658,0.004693071,2.136436E-4,3.893927E-5,1.543024E-5,0.003379439,5.273865E-5,1.09131E-7,8.267412E-4,7.996679E-4,0.001730229,0.003084945,9.825871,6.940461E-5,619378.7,619378.8
6.06707E-4,15.39086,-8923303.0,1725.299,1725.299,0.00106819,1.0,0.8349551,1.407796E-4,0.04616286,1.624702E-4,0.005956012,0.05410765,6.633095E-4,0.002740534,0.03656996,0.004693045,2.135619E-4,3.892661E-5,1.542569E-5,0.003378415,5.269501E-5,1.09097E-7,8.268582E-4,7.994808E-4,0.001730165,0.003086918,9.825808,6.940419E-5,619374.7,619374.8
6.075096E-4,15.39105,-8731213.0,1725.297,1725.297,0.00106819,1.0,0.8349582,1.407846E-4,0.04616885,1.624921E-4,0.005949401,0.05411928,6.632128E-4,0.002738993,0.03655607,0.004692989,2.133913E-4,3.890016E-5,1.541618E-5,0.003376273,5.260379E-5,1.09026E-7,8.271025E-4,7.990882E-4,0.001730031,0.003091052,9.825675,6.940333E-5,619366.4,619366.4
6.086041E-4,15.39131,-8560248.0,1725.295,1725.295,0.00106819,1.0,0.8349626,1.407857E-4,0.04617701,1.625142E-4,0.005940409,0.05413511,6.630816E-4,0.0027369,0.03653715,0.004692909,2.131603E-4,3.886424E-5,1.540331E-5,0.003373361,5.247993E-5,1.089287E-7,8.274341E-4,7.985524E-4,0.001729846,0.003096686,9.825495,6.940216E-5,619355.0,619355.1
6.088899E-4,15.39138,-8527078.0,1725.294,1725.294,0.00106819,1.0,0.8349637,1.407871E-4,0.04617914,1.625223E-4,0.005938065,0.05413923,6.630475E-4,0.002736354,0.03653221,0.004692887,2.131003E-4,3.885489E-5,1.539996E-5,0.003372603,5.244769E-5,1.089032E-7,8.275203E-4,7.984124E-4,0.001729798,0.003098157,9.825448,6.940185E-5,619352.0,619352.1
6.092161E-4,15.39146,-8476607.0,1725.294,1725.294,0.00106819,1.0,0.834965,1.407881E-4,0.04618157,1.625302E-4,0.005935391,0.05414393,6.630086E-4,0.002735733,0.03652658,0.004692861,2.130319E-4,3.884423E-5,1.539614E-5,0.003371738,5.241094E-5,1.088742E-7,8.276186E-4,7.982525E-4,0.001729743,0.003099836,9.825394,6.94015E-5,619348.6,619348.7
6.092443E-4,15.39147,-8479012.0,1725.294,1725.294,0.00106819,1.0,0.8349651,1.407883E-4,0.04618178,1.625311E-4,0.00593516,0.05414434,6.630053E-4,0.002735679,0.03652609,0.004692859,2.13026E-4,3.884331E-5,1.539581E-5,0.003371663,5.240776E-5,1.088717E-7,8.276271E-4,7.982386E-4,0.001729738,0.003099981,9.825389,6.940147E-5,619348.3,619348.4
