Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_BENZYNE_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_C6H5C2H3_Soln#19 (),Mole_fraction_C6H5C2H5_Soln#19 (),Mole_fraction_C12H8_Soln#19 (),Mole_fraction_BIPHENYL_Soln#19 (),Mole_fraction_C14H10_Soln#19 (),Mole_fraction_BIN1B_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
1.864779E-5,15.38594,-6.588398E9,1789.493,1789.493,0.00106819,1.0,0.8595006,3.30843E-4,0.02865977,4.367377E-4,0.01369987,0.01456949,8.294985E-4,0.003501432,0.03358805,9.393153E-4,0.01302314,0.002797102,6.565903E-4,0.008556486,0.01331498,1.143629E-5,4.462756E-5,2.045424E-4,4.212741E-4,9.191548E-6,10.19466,6.942641E-5,642625.8,642625.8
1.866417E-5,15.38586,-6.583159E9,1789.466,1789.466,0.00106819,1.0,0.8594883,3.307202E-4,0.02866524,4.365303E-4,0.0137023,0.01457676,8.299046E-4,0.003503108,0.03359645,9.400717E-4,0.01301751,0.002795368,6.562019E-4,0.008557844,0.01330695,1.142733E-5,4.467864E-5,2.046834E-4,4.215487E-4,9.209776E-6,10.19455,6.942675E-5,642619.0,642619.0
1.866948E-5,15.38584,-6.581148E9,1789.457,1789.457,0.00106819,1.0,0.8594843,3.306804E-4,0.02866702,4.364632E-4,0.01370309,0.01457912,8.300361E-4,0.003503652,0.03359917,9.403167E-4,0.01301568,0.002794807,6.560761E-4,0.008558283,0.01330434,1.142443E-5,4.46952E-5,2.047292E-4,4.216377E-4,9.215689E-6,10.19452,6.942686E-5,642616.8,642616.9
1.884291E-5,15.38504,-6.523521E9,1789.166,1789.166,0.00106819,1.0,0.8593549,3.293918E-4,0.02872462,4.342873E-4,0.01372861,0.01465587,8.343003E-4,0.003521281,0.03368749,9.482979E-4,0.01295638,0.002776602,6.519896E-4,0.008572498,0.01321985,1.133077E-5,4.523566E-5,2.062194E-4,4.245372E-4,9.409931E-6,10.19339,6.943045E-5,642545.6,642545.6
1.88981E-5,15.38479,-6.505745E9,1789.074,1789.074,0.00106819,1.0,0.859314,3.289856E-4,0.02874284,4.336022E-4,0.01373665,0.0146802,8.35645E-4,0.003526849,0.03371539,9.508288E-4,0.01293761,0.002770859,6.506978E-4,0.008576967,0.01319315,1.130136E-5,4.540758E-5,2.066925E-4,4.254572E-4,9.472207E-6,10.19303,6.943159E-5,642523.1,642523.1
1.890755E-5,15.38475,-6.502259E9,1789.058,1789.058,0.00106819,1.0,0.859307,3.289161E-4,0.02874596,4.334852E-4,0.01373802,0.01468436,8.358748E-4,0.003527801,0.03372016,9.51262E-4,0.0129344,0.002769877,6.504769E-4,0.00857773,0.01318859,1.129633E-5,4.543703E-5,2.067735E-4,4.256147E-4,9.482899E-6,10.19297,6.943178E-5,642519.2,642519.2
2.0E-5,15.37992,-6.158692E9,1787.289,1787.289,0.00106819,1.0,0.8585221,3.212304E-4,0.02909588,4.206005E-4,0.01388943,0.01515705,8.612941E-4,0.003633823,0.0342526,0.001000488,0.01257347,0.002660991,6.257592E-4,0.008660978,0.01267851,1.074983E-5,4.883362E-5,2.160292E-4,4.435637E-4,1.076365E-5,10.18609,6.945358E-5,642085.4,642085.4
2.090681E-5,15.37611,-5.894986E9,1785.89,1785.89,0.00106819,1.0,0.857904,3.153145E-4,0.02937213,4.107834E-4,0.0140049,0.01553731,8.807767E-4,0.003716235,0.03466828,0.001040152,0.01228798,0.002576843,6.064016E-4,0.008723197,0.01227948,1.033978E-5,5.164239E-5,2.235613E-4,4.581051E-4,1.189485E-5,10.18064,6.947077E-5,641741.8,641741.9
2.118145E-5,15.37499,-5.818867E9,1785.479,1785.479,0.00106819,1.0,0.8577224,3.135944E-4,0.02945343,4.079472E-4,0.01403817,0.01565042,8.864022E-4,0.003740251,0.03478978,0.001051957,0.0122039,0.002552379,6.007373E-4,0.008740899,0.01216271,1.02223E-5,5.249093E-5,2.258163E-4,4.624475E-4,1.224978E-5,10.17903,6.947583E-5,641640.6,641640.6
2.140025E-5,15.37411,-5.759385E9,1785.155,1785.155,0.00106819,1.0,0.8575795,3.122462E-4,0.02951744,4.057274E-4,0.01406414,0.01573987,8.907959E-4,0.003759082,0.03488519,0.001061296,0.01213768,0.00253321,5.962887E-4,0.008754639,0.01207098,1.013073E-5,5.316625E-5,2.276043E-4,4.658872E-4,1.253663E-5,10.17777,6.94798E-5,641560.8,641560.8
2.18292E-5,15.37242,-5.64542E9,1784.529,1784.529,0.00106819,1.0,0.8573039,3.096667E-4,0.02964105,4.014908E-4,0.01411369,0.01591355,8.991868E-4,0.00379524,0.03506871,0.001079432,0.01200979,0.002496428,5.877293E-4,0.008780671,0.0118944,9.95615E-6,5.448822E-5,2.310877E-4,4.725798E-4,1.310949E-5,10.17532,6.948747E-5,641406.6,641406.6
2.192909E-5,15.37203,-5.619301E9,1784.385,1784.385,0.00106819,1.0,0.8572406,3.090781E-4,0.02966948,4.005259E-4,0.01412498,0.01595368,9.010993E-4,0.003803519,0.0351108,0.001083623,0.01198036,0.00248801,5.857662E-4,0.008786565,0.01185388,9.916399E-6,5.479571E-5,2.318948E-4,4.741289E-4,1.32449E-5,10.17476,6.948923E-5,641371.1,641371.1
2.231409E-5,15.37054,-5.520853E9,1783.836,1783.836,0.00106819,1.0,0.8569993,3.068403E-4,0.02977786,3.968676E-4,0.01416762,0.01610727,9.083269E-4,0.003834938,0.03527076,0.001099667,0.0118682,0.002456071,5.783047E-4,0.008808704,0.01169981,9.766232E-6,5.597944E-5,2.349912E-4,4.800661E-4,1.377393E-5,10.17261,6.949594E-5,641235.7,641235.8
2.530614E-5,15.35992,-4.842084E9,1779.878,1779.878,0.00106819,1.0,0.8552668,2.912226E-4,0.03056056,3.716368E-4,0.01445676,0.017246,9.573431E-4,0.00405489,0.03640342,0.001218641,0.0110584,0.002232186,5.25534E-4,0.00895267,0.0106051,8.7382E-6,6.510207E-5,2.583125E-4,5.24518E-4,1.827122E-5,10.15706,6.954402E-5,640255.7,640255.7
3.0E-5,15.34597,-4.017334E9,1774.582,1774.582,0.00106819,1.0,0.8529658,2.715933E-4,0.03161518,3.40631E-4,0.01478942,0.0188642,0.001013246,0.004328905,0.03785982,0.001387492,0.009972055,0.001948672,4.580923E-4,0.009099093,0.009185429,7.48301E-6,7.912953E-5,2.924946E-4,5.889419E-4,2.66969E-5,10.13605,6.960723E-5,638930.8,638930.8
4.0E-5,15.32418,-2.856985E9,1765.919,1765.919,0.00106819,1.0,0.8492345,2.42165E-4,0.03337759,2.954847E-4,0.01517554,0.02179708,0.001075773,0.004715934,0.04008103,0.001692391,0.008185756,0.00151931,3.561498E-4,0.009205373,0.006978728,5.652698E-6,1.079367E-4,3.572117E-4,7.091559E-4,5.003497E-5,10.1009,6.970618E-5,636715.4,636715.4
5.0E-5,15.30956,-2.142616E9,1759.588,1759.588,0.00106819,1.0,0.8465259,2.224572E-4,0.03471495,2.660973E-4,0.01530063,0.02423122,0.001094515,0.004937505,0.0415534,0.001945168,0.006869658,0.00122917,2.880924E-4,0.00915354,0.005464205,4.456591E-6,1.355418E-4,4.131913E-4,8.118451E-4,8.005419E-5,10.0743,6.977276E-5,635038.9,635038.9
6.0E-5,15.29957,-1.665965E9,1754.753,1754.753,0.00106819,1.0,0.8444639,2.082691E-4,0.03578005,2.453638E-4,0.01527712,0.02631349,0.00109109,0.005060866,0.04256842,0.002162388,0.005855314,0.001019386,2.394939E-4,0.009018938,0.004369757,3.612624E-6,1.622059E-4,4.62337E-4,9.01297E-4,1.158106E-4,10.05318,6.981832E-5,633707.3,633707.3
7.0E-5,15.29276,-1.329986E9,1750.942,1750.942,0.00106819,1.0,0.8428428,1.975425E-4,0.03665634,2.299416E-4,0.01516327,0.0281327,0.001076339,0.005121882,0.0432817,0.002353686,0.005048831,8.606385E-4,2.030936E-4,0.008839417,0.00355041,2.987209E-6,1.880878E-4,5.059348E-4,9.802232E-4,1.563783E-4,10.03582,6.984943E-5,632612.9,632613.0
8.0E-5,15.28821,-1.083534E9,1747.868,1747.868,0.00106819,1.0,0.8415384,1.891424E-4,0.03739446,2.180355E-4,0.01499235,0.02974709,0.001055991,0.00514145,0.04378496,0.002525048,0.004392906,7.365241E-4,1.748576E-4,0.008635814,0.002921004,2.507643E-6,2.132752E-4,5.449013E-4,0.001050491,2.009341E-4,10.02118,6.987021E-5,631690.1,631690.2
9.0E-5,15.28533,-8.97205E8,1745.342,1745.342,0.00106819,1.0,0.8404704,1.823882E-4,0.03802742,2.085885E-4,0.01478466,0.03119711,0.001033186,0.005132569,0.04413619,0.002680411,0.003850206,6.370883E-4,1.523661E-4,0.008420318,0.002427967,2.130531E-6,2.378132E-4,5.799188E-4,0.001113465,2.487735E-4,10.00858,6.988338E-5,630896.2,630896.5
1.0E-4,15.28369,-7.5298E8,1743.234,1743.234,0.00106819,1.0,0.8395842,1.768437E-4,0.03857803,2.009323E-4,0.01455328,0.03251212,0.001009692,0.00510376,0.04437414,0.002822512,0.003395093,5.558937E-4,1.340735E-4,0.008200386,0.002035707,1.828123E-6,2.617232E-4,6.115137E-4,0.00117019,2.992984E-4,9.997564,6.989085E-5,630202.0,630202.6
1.002789E-4,15.28366,-7.49401E8,1743.181,1743.181,0.00106819,1.0,0.8395617,1.767032E-4,0.03859237,2.007395E-4,0.01454658,0.03254708,0.001009037,0.005102732,0.04437943,0.002826305,0.003383467,5.538453E-4,1.336127E-4,0.00819424,0.002025957,1.820565E-6,2.623811E-4,6.1235E-4,0.001171691,3.007407E-4,9.997276,6.989099E-5,630183.8,630184.4
1.00566E-4,15.28363,-7.458586E8,1743.126,1743.126,0.00106819,1.0,0.8395386,1.765532E-4,0.03860709,2.005298E-4,0.01453967,0.03258299,0.001008364,0.005101663,0.04438481,0.002830202,0.003371552,5.517469E-4,1.331409E-4,0.008187911,0.002015978,1.812823E-6,2.63058E-4,6.132087E-4,0.001173232,3.022272E-4,9.996981,6.989113E-5,630165.2,630165.8
1.006569E-4,15.28362,-7.447064E8,1743.108,1743.108,0.00106819,1.0,0.8395314,1.765058E-4,0.03861173,2.00464E-4,0.01453748,0.03259434,0.001008151,0.005101322,0.0443865,0.002831434,0.003367793,5.51085E-4,1.329921E-4,0.008185908,0.002012832,1.81038E-6,2.632722E-4,6.1348E-4,0.001173719,3.026978E-4,9.996888,6.989118E-5,630159.4,630159.9
1.022051E-4,15.28347,-7.263164E8,1742.817,1742.817,0.00106819,1.0,0.8394094,1.7571E-4,0.03869004,1.993624E-4,0.01450001,0.03278623,0.001004534,0.005095347,0.04441422,0.002852275,0.00330461,5.399755E-4,1.304989E-4,0.008151803,0.001960185,1.769366E-6,2.669125E-4,6.180632E-4,0.001181945,3.107301E-4,9.995317,6.989188E-5,630060.2,630060.7
1.022299E-4,15.28347,-7.260488E8,1742.812,1742.812,0.00106819,1.0,0.8394075,1.756977E-4,0.03869128,1.993455E-4,0.01449941,0.03278928,0.001004476,0.005095248,0.04441465,0.002852606,0.003303612,5.398003E-4,1.304596E-4,0.008151257,0.001959356,1.768719E-6,2.669706E-4,6.18136E-4,0.001182075,3.108588E-4,9.995292,6.989189E-5,630058.7,630059.2
1.030263E-4,15.28339,-7.167412E8,1742.665,1742.665,0.00106819,1.0,0.839346,1.753104E-4,0.03873094,1.988188E-4,0.01448,0.03288694,0.001002622,0.005092051,0.04442813,0.002863222,0.003271743,5.342094E-4,1.292063E-4,0.008133724,0.001932962,1.748101E-6,2.688372E-4,6.204654E-4,0.001186256,3.150032E-4,9.994494,6.989222E-5,630008.4,630008.8
1.032907E-4,15.28337,-7.134975E8,1742.617,1742.617,0.00106819,1.0,0.8393258,1.751893E-4,0.03874402,1.986581E-4,0.01447354,0.03291921,0.001002007,0.005090971,0.04443248,0.002866731,0.003261253,5.323717E-4,1.287941E-4,0.008127904,0.001924298,1.741338E-6,2.694559E-4,6.212346E-4,0.001187637,3.163821E-4,9.994231,6.989232E-5,629991.8,629992.2
1.035E-4,15.28336,-7.110626E8,1742.578,1742.578,0.00106819,1.0,0.8393098,1.750886E-4,0.03875435,1.985196E-4,0.01446842,0.03294471,0.00100152,0.00509011,0.0444359,0.002869503,0.003252981,5.309233E-4,1.284691E-4,0.008123298,0.001917473,1.736013E-6,2.699455E-4,6.218421E-4,0.001188727,3.17475E-4,9.994023,6.98924E-5,629978.7,629979.1
1.035225E-4,15.28335,-7.107828E8,1742.574,1742.574,0.00106819,1.0,0.8393081,1.75078E-4,0.03875545,1.985051E-4,0.01446787,0.03294745,0.001001468,0.005090017,0.04443626,0.002869801,0.003252093,5.307679E-4,1.284343E-4,0.008122803,0.001916741,1.735442E-6,2.699981E-4,6.219074E-4,0.001188844,3.175925E-4,9.994001,6.989241E-5,629977.2,629977.7
1.035512E-4,15.28335,-7.104421E8,1742.569,1742.569,0.00106819,1.0,0.8393059,1.750643E-4,0.03875687,1.984863E-4,0.01446717,0.03295095,0.001001401,0.005089899,0.04443673,0.002870182,0.003250959,5.305695E-4,1.283897E-4,0.00812217,0.001915807,1.734713E-6,2.700653E-4,6.219907E-4,0.001188994,3.177427E-4,9.993972,6.989242E-5,629975.4,629975.9
1.037418E-4,15.28334,-7.082083E8,1742.534,1742.534,0.00106819,1.0,0.8392915,1.74973E-4,0.03876624,1.98361E-4,0.0144625,0.0329741,0.001000958,0.005089109,0.0444398,0.0028727,0.003243459,5.29257E-4,1.280953E-4,0.008117978,0.001909627,1.72989E-6,2.705107E-4,6.225424E-4,0.001189984,3.187383E-4,9.993784,6.989249E-5,629963.6,629964.0
1.048275E-4,15.28325,-6.959493E8,1742.339,1742.339,0.00106819,1.0,0.83921,1.74453E-4,0.03881922,1.976469E-4,0.01443582,0.03310534,9.984399E-4,0.005084526,0.04445676,0.00288698,0.003201161,5.218643E-4,1.264374E-4,0.008094103,0.001874887,1.702742E-6,2.73044E-4,6.256663E-4,0.001195591,3.244226E-4,9.992717,6.989286E-5,629896.3,629896.7
1.055076E-4,15.28321,-6.884179E8,1742.219,1742.219,0.00106819,1.0,0.8391597,1.741433E-4,0.03885204,1.972301E-4,0.01441904,0.03318692,9.968666E-4,0.005081584,0.04446692,0.002895862,0.003175037,5.173067E-4,1.254155E-4,0.008079156,0.001853526,1.686033E-6,2.746273E-4,6.276061E-4,0.001199072,3.279933E-4,9.992055,6.989307E-5,629854.6,629855.0
1.055257E-4,15.28321,-6.881434E8,1742.215,1742.215,0.00106819,1.0,0.8391584,1.741352E-4,0.03885291,1.972194E-4,0.01441859,0.03318909,9.968247E-4,0.005081505,0.04446719,0.002896098,0.003174345,5.171861E-4,1.253885E-4,0.008078759,0.001852962,1.685591E-6,2.746695E-4,6.276576E-4,0.001199165,3.280885E-4,9.992038,6.989307E-5,629853.5,629853.9
1.058306E-4,15.28319,-6.846276E8,1742.162,1742.162,0.00106819,1.0,0.839136,1.739939E-4,0.03886753,1.970264E-4,0.01441105,0.0332255,9.961204E-4,0.005080167,0.04447163,0.002900063,0.00316273,5.151624E-4,1.249345E-4,0.008072062,0.001843489,1.678186E-6,2.753782E-4,6.285227E-4,0.001200717,3.296926E-4,9.991743,6.989316E-5,629834.9,629835.3
1.059128E-4,15.28318,-6.837771E8,1742.147,1742.147,0.00106819,1.0,0.83913,1.739561E-4,0.03887146,1.969742E-4,0.01440902,0.0332353,9.959305E-4,0.005079805,0.04447281,0.002901131,0.003159607,5.146185E-4,1.248125E-4,0.008070257,0.001840945,1.676196E-6,2.755692E-4,6.287556E-4,0.001201135,3.301254E-4,9.991664,6.989318E-5,629829.9,629830.3
1.076972E-4,15.28309,-6.644572E8,1741.839,1741.839,0.00106819,1.0,0.8390017,1.731574E-4,0.03895589,1.958915E-4,0.01436467,0.03344636,9.918222E-4,0.005071752,0.04449733,0.002924131,0.003092834,5.030109E-4,1.222086E-4,0.008031112,0.001786791,1.633811E-6,2.797048E-4,6.337633E-4,0.001210123,3.395493E-4,9.989959,6.989363E-5,629722.4,629722.8
1.077484E-4,15.28308,-6.638829E8,1741.831,1741.831,0.00106819,1.0,0.8389981,1.731348E-4,0.03895828,1.958609E-4,0.01436339,0.03345237,9.917047E-4,0.005071516,0.044498,0.002924786,0.003090947,5.026834E-4,1.221351E-4,0.00802999,0.001785267,1.632618E-6,2.798231E-4,6.339057E-4,0.001210378,3.398205E-4,9.989911,6.989364E-5,629719.4,629719.7
1.077778E-4,15.28308,-6.635533E8,1741.825,1741.825,0.00106819,1.0,0.838996,1.731217E-4,0.03895966,1.958431E-4,0.01436266,0.03345582,9.916371E-4,0.00507138,0.04449838,0.002925162,0.003089861,5.024951E-4,1.220929E-4,0.008029345,0.001784391,1.631933E-6,2.798912E-4,6.339876E-4,0.001210525,3.399766E-4,9.989883,6.989364E-5,629717.6,629718.0
1.077948E-4,15.28308,-6.633718E8,1741.823,1741.823,0.00106819,1.0,0.8389948,1.731142E-4,0.03896045,1.958328E-4,0.01436223,0.03345781,9.915981E-4,0.005071301,0.0444986,0.00292538,0.003089236,5.023866E-4,1.220685E-4,0.008028973,0.001783886,1.631537E-6,2.799305E-4,6.340348E-4,0.00121061,3.400666E-4,9.989867,6.989365E-5,629716.6,629717.0
1.079244E-4,15.28308,-6.619967E8,1741.801,1741.801,0.00106819,1.0,0.8389856,1.730565E-4,0.03896651,1.957539E-4,0.014359,0.033473,9.913007E-4,0.005070701,0.04450029,0.002927036,0.003084468,5.015597E-4,1.218829E-4,0.008026134,0.00178004,1.628526E-6,2.802299E-4,6.343946E-4,0.001211256,3.407535E-4,9.989745,6.989367E-5,629708.9,629709.3
1.1E-4,15.283,-6.406641E8,1741.454,1741.454,0.00106819,1.0,0.8388417,1.721536E-4,0.03906221,1.945291E-4,0.01430697,0.03371408,9.865566E-4,0.005060855,0.04452566,0.002953339,0.0030094,4.885664E-4,1.189681E-4,0.007980725,0.001719807,1.581281E-6,2.850127E-4,6.400975E-4,0.001221492,3.517948E-4,9.98781,6.989403E-5,629586.9,629587.2
1.126968E-4,15.28294,-6.140337E8,1741.021,1741.021,0.00106819,1.0,0.8386619,1.710436E-4,0.03918313,1.930346E-4,0.01423879,0.03402116,9.80447E-4,0.005047422,0.04455435,0.002986884,0.002915426,4.723773E-4,1.15335E-4,0.007921935,0.001645286,1.522709E-6,2.91187E-4,6.473361E-4,0.001234486,3.662548E-4,9.985359,6.989428E-5,629432.4,629432.7
1.127209E-4,15.28294,-6.137655E8,1741.017,1741.017,0.00106819,1.0,0.8386604,1.710336E-4,0.03918419,1.930212E-4,0.01423818,0.03402387,9.803928E-4,0.0050473,0.04455459,0.002987181,0.002914605,4.722363E-4,1.153033E-4,0.007921412,0.00164464,1.5222E-6,2.912419E-4,6.473999E-4,0.0012346,3.663844E-4,9.985337,6.989428E-5,629431.0,629431.4
1.13165E-4,15.28294,-6.095619E8,1740.947,1740.947,0.00106819,1.0,0.8386316,1.708508E-4,0.03920374,1.92772E-4,0.0142269,0.03407378,9.79393E-4,0.005045021,0.04455886,0.002992637,0.002899508,4.696435E-4,1.147213E-4,0.007911757,0.001632761,1.51285E-6,2.922544E-4,6.485735E-4,0.001236707,3.687784E-4,9.984941,6.98943E-5,629406.0,629406.4
1.133164E-4,15.28294,-6.081752E8,1740.924,1740.924,0.00106819,1.0,0.8386218,1.707885E-4,0.03921038,1.926871E-4,0.01422305,0.03409075,9.790527E-4,0.005044241,0.04456029,0.002994493,0.002894387,4.687643E-4,1.14524E-4,0.007908469,0.001628738,1.50968E-6,2.925991E-4,6.489724E-4,0.001237423,3.695948E-4,9.984806,6.989431E-5,629397.6,629397.9
1.154356E-4,15.28294,-5.890014E8,1740.599,1740.599,0.00106819,1.0,0.8384876,1.699346E-4,0.03930213,1.915331E-4,0.014169,0.03432619,9.743153E-4,0.005033106,0.04457885,0.003020252,0.002823913,4.566871E-4,1.118158E-4,0.007862523,0.001573674,1.46617E-6,2.974118E-4,6.544954E-4,0.001247341,3.81056E-4,9.982943,6.989431E-5,629280.1,629280.3
1.154773E-4,15.28294,-5.886362E8,1740.592,1740.592,0.00106819,1.0,0.838485,1.699182E-4,0.03930391,1.91511E-4,0.01416794,0.03433077,9.742227E-4,0.005032883,0.04457919,0.003020754,0.002822551,4.564541E-4,1.117636E-4,0.007861622,0.001572615,1.465332E-6,2.975061E-4,6.546028E-4,0.001247534,3.812818E-4,9.982907,6.989431E-5,629277.8,629278.0
1.167775E-4,15.28295,-5.771663E8,1740.398,1740.398,0.00106819,1.0,0.8384049,1.694199E-4,0.03935909,1.908449E-4,0.01413463,0.0344732,9.713408E-4,0.005025861,0.04458923,0.003036349,0.002780454,4.492613E-4,1.101511E-4,0.007833532,0.001540003,1.439491E-6,3.004446E-4,6.579339E-4,0.001253517,3.883443E-4,9.981784,6.989425E-5,629207.0,629207.2
1.167902E-4,15.28295,-5.770434E8,1740.396,1740.396,0.00106819,1.0,0.8384041,1.69415E-4,0.03935963,1.908384E-4,0.0141343,0.03447458,9.713128E-4,0.005025792,0.04458932,0.0030365,0.002780047,4.491918E-4,1.101356E-4,0.007833258,0.001539689,1.439242E-6,3.004733E-4,6.579662E-4,0.001253575,3.884134E-4,9.981773,6.989424E-5,629206.3,629206.5
1.171536E-4,15.28296,-5.738798E8,1740.343,1740.343,0.00106819,1.0,0.838382,1.692764E-4,0.0393749,1.906519E-4,0.01412497,0.03451412,9.705107E-4,0.005023805,0.04459195,0.00304083,0.002768436,4.47211E-4,1.096914E-4,0.007825422,0.001530731,1.432139E-6,3.012926E-4,6.588894E-4,0.001255234,3.903921E-4,9.981462,6.989422E-5,629186.7,629186.9
1.190038E-4,15.283,-5.582881E8,1740.075,1740.075,0.00106819,1.0,0.8382717,1.685819E-4,0.03945172,1.897203E-4,0.01407737,0.03471368,9.664494E-4,0.005013531,0.04460421,0.003062698,0.002710276,4.373069E-4,1.07471E-4,0.007785622,0.001486098,1.396687E-6,3.054517E-4,6.635406E-4,0.00126359,4.004935E-4,9.979895,6.989403E-5,629087.9,629088.1
1.19167E-4,15.283,-5.569265E8,1740.051,1740.051,0.00106819,1.0,0.8382621,1.685217E-4,0.03945843,1.896399E-4,0.01407316,0.03473115,9.660929E-4,0.005012612,0.0446052,0.003064613,0.002705221,4.364475E-4,1.072783E-4,0.007782118,0.001482238,1.393616E-6,3.058176E-4,6.63947E-4,0.001264321,4.01387E-4,9.979759,6.989401E-5,629079.3,629079.5
1.2E-4,15.28303,-5.501005E8,1739.933,1739.933,0.00106819,1.0,0.8382136,1.682207E-4,0.03949244,1.892397E-4,0.01405166,0.03481994,9.642786E-4,0.005007894,0.04461004,0.003074348,0.002679621,4.320989E-4,1.063034E-4,0.007764261,0.001462733,1.378092E-6,3.076823E-4,6.660107E-4,0.00126803,4.059517E-4,9.979064,6.989389E-5,629035.5,629035.7
1.201285E-4,15.28303,-5.489999E8,1739.915,1739.915,0.00106819,1.0,0.8382061,1.681747E-4,0.03949767,1.891786E-4,0.01404834,0.03483359,9.639993E-4,0.005007162,0.04461075,0.003075845,0.002675699,4.314333E-4,1.061541E-4,0.007761508,0.001459752,1.375719E-6,3.079697E-4,6.663277E-4,0.001268599,4.06657E-4,9.978957,6.989387E-5,629028.8,629029.0
1.209588E-4,15.28306,-5.423627E8,1739.799,1739.799,0.00106819,1.0,0.8381585,1.678776E-4,0.03953122,1.887821E-4,0.01402687,0.03492144,9.621997E-4,0.005002403,0.04461516,0.00308548,0.002650543,4.271671E-4,1.051974E-4,0.007743749,0.001440674,1.36052E-6,3.098235E-4,6.683659E-4,0.001272263,4.112188E-4,9.978271,6.989373E-5,628985.5,628985.7
1.209814E-4,15.28307,-5.421575E8,1739.796,1739.796,0.00106819,1.0,0.8381572,1.678697E-4,0.03953213,1.887716E-4,0.01402629,0.03492382,9.62151E-4,0.005002273,0.04461527,0.00308574,0.002649865,4.270523E-4,1.051716E-4,0.007743268,0.001440161,1.360112E-6,3.098737E-4,6.684209E-4,0.001272362,4.113426E-4,9.978253,6.989372E-5,628984.4,628984.6
1.215967E-4,15.28309,-5.37247E8,1739.711,1739.711,0.00106819,1.0,0.8381223,1.676494E-4,0.0395568,1.884762E-4,0.01401036,0.03498855,9.608228E-4,0.004998715,0.0446183,0.003092841,0.002631428,4.239295E-4,1.044713E-4,0.007730132,0.001426229,1.349001E-6,3.112447E-4,6.699205E-4,0.001275058,4.147293E-4,9.977748,6.989361E-5,628952.6,628952.8
1.220918E-4,15.28311,-5.334198E8,1739.643,1739.643,0.00106819,1.0,0.8380946,1.674716E-4,0.03957653,1.882374E-4,0.01399753,0.03504041,9.597574E-4,0.004995834,0.0446206,0.003098532,0.002616715,4.214393E-4,1.039129E-4,0.007719577,0.001415139,1.340146E-6,3.123461E-4,6.711207E-4,0.001277216,4.174574E-4,9.977345,6.989351E-5,628927.1,628927.3
1.221777E-4,15.28312,-5.327853E8,1739.631,1739.631,0.00106819,1.0,0.8380897,1.674413E-4,0.03957994,1.881969E-4,0.01399531,0.0350494,9.595728E-4,0.004995332,0.04462099,0.003099518,0.002614172,4.210091E-4,1.038165E-4,0.007717746,0.001413225,1.338616E-6,3.125372E-4,6.713285E-4,0.001277589,4.179312E-4,9.977275,6.989349E-5,628922.7,628922.9
1.227299E-4,15.28314,-5.285469E8,1739.556,1739.556,0.00106819,1.0,0.838059,1.672489E-4,0.0396018,1.879421E-4,0.01398099,0.03510696,9.583889E-4,0.004992097,0.04462338,0.003105836,0.002597911,4.182593E-4,1.032E-4,0.007705993,0.001401005,1.328846E-6,3.137634E-4,6.726591E-4,0.001279982,4.209774E-4,9.976827,6.989337E-5,628894.5,628894.7
1.227488E-4,15.28314,-5.283837E8,1739.553,1739.553,0.00106819,1.0,0.838058,1.672424E-4,0.03960254,1.879334E-4,0.0139805,0.03510894,9.583483E-4,0.004991986,0.04462346,0.003106052,0.002597355,4.181655E-4,1.03179E-4,0.00770559,0.001400588,1.328512E-6,3.138055E-4,6.727046E-4,0.001280064,4.210819E-4,9.976812,6.989337E-5,628893.5,628893.7
1.234987E-4,15.28318,-5.226634E8,1739.452,1739.452,0.00106819,1.0,0.8380167,1.66986E-4,0.03963202,1.875942E-4,0.01396103,0.03518673,9.567462E-4,0.004987559,0.04462646,0.003114591,0.002575486,4.144714E-4,1.023507E-4,0.007689655,0.001384205,1.315406E-6,3.154679E-4,6.745002E-4,0.001283293,4.252261E-4,9.976208,6.989319E-5,628855.4,628855.6
1.235176E-4,15.28318,-5.224993E8,1739.45,1739.45,0.00106819,1.0,0.8380156,1.669796E-4,0.03963275,1.875857E-4,0.01396054,0.03518868,9.56706E-4,0.004987448,0.04462653,0.003114805,0.002574939,4.143792E-4,1.0233E-4,0.007689255,0.001383796,1.315078E-6,3.155096E-4,6.745452E-4,0.001283374,4.253303E-4,9.976193,6.989319E-5,628854.5,628854.7
