Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_STILB_Soln#5 (),Mole_fraction_C6H5C2H_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_C6H5CHCH3_Soln#5 (),Mole_fraction_FLUORENE_Soln#5 (),Mole_fraction_C14H10_Soln#5 (),Mole_fraction_C6H5C2H4C6H5_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
7.812417E-4,15.70188,-5051252.0,1198.333,1198.333,0.001691301,1.0,0.908978,0.001639055,7.566454E-6,5.145751E-5,0.002330985,2.02501E-4,3.069349E-6,8.103715E-6,0.003100701,0.02838197,2.756367E-4,8.394015E-5,3.223187E-4,0.03982729,0.01454501,7.273416E-5,3.324256E-6,2.089849E-5,1.255481E-4,5.244749E-6,10.59168,1.077133E-4,667652.0,667652.1
7.819365E-4,15.70189,-5046351.0,1198.332,1198.332,0.001691301,1.0,0.9089746,0.00164046,7.565739E-6,5.150669E-5,0.00233304,2.026806E-4,3.072292E-6,8.117654E-6,0.003103477,0.02838207,2.756389E-4,8.403293E-5,3.226035E-4,0.03982531,0.01454336,7.27256E-5,3.327194E-6,2.09186E-5,1.256036E-4,5.249452E-6,10.59167,1.077132E-4,667651.2,667651.2
7.82052E-4,15.70189,-5061894.0,1198.332,1198.332,0.001691301,1.0,0.908974,0.001640693,7.565626E-6,5.151487E-5,0.002333382,2.027104E-4,3.072849E-6,8.119973E-6,0.003103939,0.02838208,2.756393E-4,8.404836E-5,3.226508E-4,0.03982499,0.01454309,7.272418E-5,3.327682E-6,2.092194E-5,1.256128E-4,5.250234E-6,10.59167,1.077132E-4,667651.1,667651.1
7.821104E-4,15.7019,-5034583.0,1198.332,1198.332,0.001691301,1.0,0.9089737,0.001640811,7.565566E-6,5.1519E-5,0.002333554,2.027255E-4,3.073099E-6,8.121144E-6,0.003104172,0.02838209,2.756395E-4,8.405616E-5,3.226747E-4,0.03982482,0.01454295,7.272345E-5,3.327929E-6,2.092363E-5,1.256174E-4,5.250629E-6,10.59167,1.077132E-4,667651.0,667651.0
7.824081E-4,15.7019,-5028814.0,1198.332,1198.332,0.001691301,1.0,0.9089723,0.001641413,7.565244E-6,5.154008E-5,0.002334435,2.028024E-4,3.074299E-6,8.127122E-6,0.003105361,0.02838213,2.756404E-4,8.409592E-5,3.227967E-4,0.03982397,0.01454225,7.271977E-5,3.329188E-6,2.093225E-5,1.256412E-4,5.252644E-6,10.59166,1.077132E-4,667650.6,667650.7
7.9E-4,15.70202,-4995158.0,1198.325,1198.325,0.001691301,1.0,0.9089349,0.001656748,7.557462E-6,5.207744E-5,0.00235686,2.047625E-4,3.104653E-6,8.280199E-6,0.00313567,0.02838318,2.75663E-4,8.51102E-5,3.259051E-4,0.03980239,0.01452429,7.262827E-5,3.361253E-6,2.11519E-5,1.262394E-4,5.303904E-6,10.59152,1.077123E-4,667641.6,667641.6
8.0E-4,15.70218,-4958275.0,1198.316,1198.316,0.001691301,1.0,0.9088859,0.001676922,7.547428E-6,5.278527E-5,0.002386345,2.0734E-4,3.144548E-6,8.483443E-6,0.003175534,0.02838459,2.756888E-4,8.644701E-5,3.299925E-4,0.039774,0.01450068,7.250773E-5,3.403402E-6,2.144104E-5,1.270111E-4,5.371162E-6,10.59133,1.077112E-4,667629.7,667629.7
8.1E-4,15.70235,-4921380.0,1198.307,1198.307,0.001691301,1.0,0.9088368,0.001697065,7.537459E-6,5.349313E-5,0.002415769,2.099125E-4,3.184359E-6,8.688591E-6,0.003215331,0.02838601,2.7571E-4,8.77847E-5,3.340715E-4,0.03974566,0.01447712,7.238732E-5,3.445447E-6,2.172995E-5,1.277635E-4,5.438109E-6,10.59114,1.077101E-4,667617.9,667617.9
8.2E-4,15.70251,-4884692.0,1198.298,1198.298,0.001691301,1.0,0.9087879,0.001717177,7.527525E-6,5.420103E-5,0.00244513,2.124799E-4,3.224086E-6,8.895635E-6,0.003255058,0.02838746,2.757266E-4,8.912317E-5,3.381423E-4,0.03971736,0.01445361,7.226716E-5,3.487389E-6,2.201862E-5,1.28497E-4,5.504744E-6,10.59095,1.07709E-4,667606.0,667606.0
8.3E-4,15.70267,-4848274.0,1198.29,1198.29,0.001691301,1.0,0.908739,0.001737259,7.517623E-6,5.490895E-5,0.002474428,2.150423E-4,3.263728E-6,9.10456E-6,0.003294718,0.02838893,2.757386E-4,9.046234E-5,3.422047E-4,0.03968911,0.01443016,7.214731E-5,3.529226E-6,2.230706E-5,1.292119E-4,5.571068E-6,10.59077,1.077079E-4,667594.2,667594.2
8.4E-4,15.70283,-4812159.0,1198.281,1198.281,0.001691301,1.0,0.9086902,0.00175731,7.507755E-6,5.561691E-5,0.002503665,2.175998E-4,3.303287E-6,9.31535E-6,0.003334309,0.02839041,2.757462E-4,9.18021E-5,3.462589E-4,0.03966091,0.01440676,7.202781E-5,3.57096E-6,2.259526E-5,1.299088E-4,5.63708E-6,10.59058,1.077068E-4,667582.4,667582.5
8.5E-4,15.703,-4776364.0,1198.272,1198.272,0.001691301,1.0,0.9086415,0.001777331,7.497922E-6,5.63249E-5,0.002532839,2.201522E-4,3.342763E-6,9.527989E-6,0.003373832,0.02839192,2.757495E-4,9.314238E-5,3.503049E-4,0.03963276,0.01438341,7.190871E-5,3.612589E-6,2.288322E-5,1.305879E-4,5.70278E-6,10.59039,1.077056E-4,667570.7,667570.7
8.6E-4,15.70316,-4740894.0,1198.264,1198.264,0.001691301,1.0,0.9085929,0.001797322,7.488125E-6,5.703292E-5,0.002561953,2.226997E-4,3.382156E-6,9.74246E-6,0.003413288,0.02839344,2.757485E-4,9.448307E-5,3.543427E-4,0.03960465,0.01436012,7.179E-5,3.654116E-6,2.317095E-5,1.312496E-4,5.76817E-6,10.59021,1.077045E-4,667559.0,667559.0
8.7E-4,15.70332,-4705748.0,1198.255,1198.255,0.001691301,1.0,0.9085443,0.001817283,7.478362E-6,5.774097E-5,0.002591005,2.252423E-4,3.421467E-6,9.958745E-6,0.003452677,0.02839499,2.757433E-4,9.58241E-5,3.583724E-4,0.03957658,0.01433688,7.167168E-5,3.695538E-6,2.345843E-5,1.318944E-4,5.83325E-6,10.59002,1.077034E-4,667547.3,667547.3
8.8E-4,15.70349,-4670924.0,1198.247,1198.247,0.001691301,1.0,0.9084958,0.001837213,7.468634E-6,5.844905E-5,0.002619996,2.277799E-4,3.460696E-6,1.017683E-5,0.003491999,0.02839654,2.757342E-4,9.716538E-5,3.623939E-4,0.03954856,0.01431368,7.155375E-5,3.736858E-6,2.374566E-5,1.325226E-4,5.89802E-6,10.58984,1.077023E-4,667535.6,667535.6
8.9E-4,15.70365,-4636420.0,1198.238,1198.238,0.001691301,1.0,0.9084474,0.001857114,7.45894E-6,5.915716E-5,0.002648926,2.303127E-4,3.499844E-6,1.03967E-5,0.003531253,0.02839812,2.75721E-4,9.850683E-5,3.664074E-4,0.03952059,0.01429054,7.143622E-5,3.778075E-6,2.403266E-5,1.331346E-4,5.962481E-6,10.58965,1.077012E-4,667523.9,667524.0
9.0E-4,15.70382,-4602232.0,1198.23,1198.23,0.001691301,1.0,0.9083991,0.001876985,7.449279E-6,5.986529E-5,0.002677796,2.328406E-4,3.53891E-6,1.061833E-5,0.003570442,0.02839971,2.757041E-4,9.984837E-5,3.704127E-4,0.03949267,0.01426745,7.131906E-5,3.81919E-6,2.431941E-5,1.337307E-4,6.026634E-6,10.58947,1.077E-4,667512.3,667512.3
9.1E-4,15.70398,-4568357.0,1198.222,1198.222,0.001691301,1.0,0.9083508,0.001896826,7.439652E-6,6.057345E-5,0.002706605,2.353637E-4,3.577897E-6,1.084172E-5,0.003609564,0.02840132,2.756833E-4,1.011899E-4,3.744101E-4,0.03946479,0.01424442,7.12023E-5,3.860201E-6,2.460591E-5,1.343112E-4,6.090479E-6,10.58928,1.076989E-4,667500.7,667500.7
9.2E-4,15.70414,-4534790.0,1198.213,1198.213,0.001691301,1.0,0.9083026,0.001916638,7.430058E-6,6.128164E-5,0.002735355,2.378819E-4,3.616803E-6,1.106685E-5,0.00364862,0.02840294,2.756589E-4,1.025314E-4,3.783995E-4,0.03943695,0.01422143,7.108591E-5,3.901111E-6,2.489216E-5,1.348765E-4,6.154016E-6,10.5891,1.076978E-4,667489.1,667489.2
9.3E-4,15.70431,-4501527.0,1198.205,1198.205,0.001691301,1.0,0.9082545,0.001936421,7.420497E-6,6.198985E-5,0.002764045,2.403953E-4,3.655629E-6,1.129369E-5,0.003687611,0.02840458,2.756309E-4,1.038728E-4,3.823809E-4,0.03940916,0.01419849,7.096989E-5,3.941919E-6,2.517816E-5,1.354269E-4,6.217247E-6,10.58892,1.076967E-4,667477.6,667477.6
9.4E-4,15.70447,-4468560.0,1198.197,1198.197,0.001691301,1.0,0.9082064,0.001956174,7.410967E-6,6.269809E-5,0.002792675,2.429039E-4,3.694376E-6,1.152224E-5,0.003726536,0.02840623,2.755994E-4,1.05214E-4,3.863544E-4,0.03938141,0.0141756,7.085424E-5,3.982625E-6,2.546391E-5,1.359627E-4,6.280171E-6,10.58873,1.076955E-4,667466.1,667466.1
9.5E-4,15.70464,-4435886.0,1198.189,1198.189,0.001691301,1.0,0.9081584,0.001975898,7.401469E-6,6.340635E-5,0.002821246,2.454078E-4,3.733045E-6,1.175248E-5,0.003765396,0.02840789,2.755645E-4,1.065549E-4,3.903199E-4,0.03935371,0.01415277,7.073896E-5,4.023229E-6,2.574941E-5,1.364843E-4,6.34279E-6,10.58855,1.076944E-4,667454.6,667454.6
9.6E-4,15.7048,-4403498.0,1198.181,1198.181,0.001691301,1.0,0.9081105,0.001995592,7.392003E-6,6.411464E-5,0.002849759,2.479069E-4,3.771635E-6,1.19844E-5,0.003804191,0.02840957,2.755263E-4,1.078954E-4,3.942777E-4,0.03932606,0.01412998,7.062404E-5,4.063732E-6,2.603466E-5,1.369919E-4,6.405105E-6,10.58837,1.076933E-4,667443.1,667443.2
9.7E-4,15.70497,-4371392.0,1198.173,1198.173,0.001691301,1.0,0.9080627,0.002015258,7.382568E-6,6.482294E-5,0.002878212,2.504013E-4,3.810147E-6,1.221798E-5,0.003842921,0.02841126,2.754848E-4,1.092356E-4,3.982275E-4,0.03929844,0.01410725,7.050947E-5,4.104134E-6,2.631965E-5,1.374859E-4,6.467115E-6,10.58819,1.076921E-4,667431.7,667431.7
9.8E-4,15.70513,-4339562.0,1198.165,1198.165,0.001691301,1.0,0.908015,0.002034895,7.373163E-6,6.553127E-5,0.002906607,2.528909E-4,3.848582E-6,1.24532E-5,0.003881587,0.02841296,2.754402E-4,1.105752E-4,4.021696E-4,0.03927087,0.01408456,7.039525E-5,4.144436E-6,2.660438E-5,1.379665E-4,6.528822E-6,10.58801,1.07691E-4,667420.3,667420.3
9.9E-4,15.7053,-4308003.0,1198.157,1198.157,0.001691301,1.0,0.9079673,0.002054502,7.363789E-6,6.623962E-5,0.002934944,2.553759E-4,3.886939E-6,1.269005E-5,0.003920189,0.02841467,2.753924E-4,1.119144E-4,4.061039E-4,0.03924335,0.01406192,7.028138E-5,4.184636E-6,2.688886E-5,1.384341E-4,6.590227E-6,10.58783,1.076899E-4,667408.9,667408.9
0.001,15.70546,-4276710.0,1198.15,1198.15,0.001691301,1.0,0.9079197,0.002074082,7.354444E-6,6.6948E-5,0.002963223,2.578562E-4,3.92522E-6,1.292852E-5,0.003958727,0.02841639,2.753417E-4,1.132529E-4,4.100304E-4,0.03921587,0.01403934,7.016786E-5,4.224737E-6,2.717309E-5,1.388888E-4,6.65133E-6,10.58765,1.076887E-4,667397.5,667397.6
