Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C10H8_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_STILB_Soln#3 (),Mole_fraction_C6H5C2H_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_C6H5CHCH3_Soln#3 (),Mole_fraction_BIPHENYL_Soln#3 (),Mole_fraction_C14H10_Soln#3 (),Mole_fraction_C16H10_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_BIN1A_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
0.01,15.71724,-140387.3,1099.162,1099.162,0.001845056,1.0,0.9066252,0.002143652,1.802202E-4,0.004168437,2.231191E-4,2.941378E-5,0.005627923,1.049959E-6,0.02784586,7.921836E-5,1.761691E-4,4.38811E-4,0.03796867,0.0142251,6.522511E-5,4.15767E-6,4.119499E-5,6.615467E-6,1.183562E-4,3.167855E-6,10.5878,1.173886E-4,667407.0,667407.0
0.011,15.71965,-102992.8,1099.142,1099.142,0.001845056,1.0,0.9060255,0.002349422,2.023211E-4,0.00455418,2.439205E-4,3.489746E-5,0.006169637,1.281744E-6,0.02779518,7.877859E-5,1.943484E-4,4.799392E-4,0.03758046,0.01401454,6.41361E-5,4.994701E-6,4.526789E-5,7.389619E-6,1.19025E-4,3.579664E-6,10.58597,1.173705E-4,667292.2,667292.2
0.012,15.72208,-67508.03,1099.127,1099.127,0.001845056,1.0,0.905435,0.002552873,2.249142E-4,0.004931324,2.642885E-4,4.067276E-5,0.0067029,1.535959E-6,0.02774532,7.830727E-5,2.120852E-4,5.202334E-4,0.03719891,0.01380805,6.307152E-5,5.893539E-6,4.928558E-5,8.173512E-6,1.191704E-4,4.003696E-6,10.5842,1.173524E-4,667180.3,667180.3
0.013,15.72453,-33721.72,1099.119,1099.119,0.001845056,1.0,0.9048535,0.002754075,2.479753E-4,0.005300183,2.842388E-4,4.670817E-5,0.007227965,1.812331E-6,0.02769607,7.781563E-5,2.293648E-4,5.597202E-4,0.03682381,0.0136055,6.203075E-5,6.851114E-6,5.324892E-5,8.966121E-6,1.189348E-4,4.439412E-6,10.58247,1.173341E-4,667071.3,667071.3
0.014,15.72699,-1464.446,1099.116,1099.116,0.001845056,1.0,0.9042808,0.002953097,2.714812E-4,0.005661056,3.037864E-4,5.297483E-5,0.007745076,2.110568E-6,0.02764727,7.731187E-5,2.461808E-4,5.98425E-4,0.03645498,0.01340677,6.101317E-5,7.864522E-6,5.7159E-5,9.766501E-6,1.184233E-4,4.886307E-6,10.58078,1.173157E-4,666965.0,666965.0
0.015,15.72947,29400.86,1099.118,1099.118,0.001845056,1.0,0.9037166,0.003150001,2.954101E-4,0.006014225,3.229454E-4,5.94463E-5,0.008254465,2.430366E-6,0.0275988,7.680187E-5,2.625328E-4,6.363718E-4,0.03609224,0.01321172,6.001813E-5,8.931018E-6,6.101706E-5,1.057377E-5,1.177131E-4,5.343913E-6,10.57914,1.172972E-4,666861.4,666861.4
0.016,15.73196,58986.61,1099.126,1099.126,0.001845056,1.0,0.9031608,0.003344847,3.197409E-4,0.006359959,3.417294E-4,6.609834E-5,0.008756353,2.771409E-6,0.02755057,7.628985E-5,2.784248E-4,6.735838E-4,0.03573539,0.01302026,5.904499E-5,1.004801E-5,6.482445E-5,1.138712E-5,1.168604E-4,5.811787E-6,10.57754,1.172787E-4,666760.5,666760.5
0.017,15.73446,87387.33,1099.139,1099.139,0.001845056,1.0,0.9026131,0.003537693,3.444538E-4,0.006698512,3.60151E-4,7.29087E-5,0.009250954,3.133374E-6,0.02750253,7.577889E-5,2.938633E-4,7.100831E-4,0.03538428,0.01283228,5.809314E-5,1.121302E-5,6.858253E-5,1.220579E-5,1.159073E-4,6.289514E-6,10.57598,1.1726E-4,666662.0,666662.0
0.018,15.73698,114684.0,1099.156,1099.156,0.001845056,1.0,0.9020732,0.003728592,3.695298E-4,0.007030129,3.782225E-4,7.985696E-5,0.00973847,3.51593E-6,0.02745463,7.527111E-5,3.088573E-4,7.458905E-4,0.03503874,0.01264767,5.716194E-5,1.242374E-5,7.22927E-5,1.302907E-5,1.148843E-4,6.776703E-6,10.57446,1.172413E-4,666566.1,666566.1
0.019,15.7395,140945.9,1099.178,1099.178,0.001845056,1.0,0.901541,0.003917596,3.949509E-4,0.007355038,3.959553E-4,8.692437E-5,0.0102191,3.918743E-6,0.02740684,7.476804E-5,3.234166E-4,7.810263E-4,0.03469861,0.01246633,5.625078E-5,1.367795E-5,7.595635E-5,1.385632E-5,1.138141E-4,7.272983E-6,10.57297,1.172225E-4,666472.5,666472.5
0.02,15.74203,166231.6,1099.204,1099.204,0.001845056,1.0,0.9010162,0.004104754,4.206997E-4,0.00767346,4.133604E-4,9.409369E-5,0.01069302,4.341476E-6,0.02735913,7.427069E-5,3.375518E-4,8.155097E-4,0.03436375,0.01228817,5.535907E-5,1.497355E-5,7.957485E-5,1.468693E-5,1.127134E-4,7.778005E-6,10.57152,1.172037E-4,666381.2,666381.2
0.021,15.74457,190596.4,1099.234,1099.234,0.001845056,1.0,0.9004987,0.004290114,4.467598E-4,0.007985605,4.304483E-4,1.013491E-4,0.01116041,4.78379E-6,0.02731149,7.377973E-5,3.512742E-4,8.493591E-4,0.03403401,0.01211311,5.448622E-5,1.630856E-5,8.314952E-5,1.552033E-5,1.115941E-4,8.291435E-6,10.57011,1.171848E-4,666292.1,666292.1
0.022,15.74711,214088.5,1099.269,1099.269,0.001845056,1.0,0.8999882,0.00447372,4.731154E-4,0.00829167,4.47229E-4,1.08676E-4,0.01162146,5.245347E-6,0.02726391,7.329555E-5,3.645953E-4,8.825921E-4,0.03370925,0.01194106,5.363167E-5,1.768108E-5,8.668169E-5,1.635599E-5,1.104648E-4,8.812957E-6,10.56873,1.171658E-4,666205.3,666205.3
0.023,15.74967,236750.6,1099.307,1099.307,0.001845056,1.0,0.8994846,0.004655614,4.997515E-4,0.008591847,4.637119E-4,1.160611E-4,0.01207631,5.725808E-6,0.02721637,7.281839E-5,3.775263E-4,9.152256E-4,0.03338934,0.01177193,5.279487E-5,1.908931E-5,9.017259E-5,1.719342E-5,1.09332E-4,9.342272E-6,10.56739,1.171468E-4,666120.5,666120.5
0.024,15.75223,258620.5,1099.349,1099.349,0.001845056,1.0,0.8989877,0.004835839,5.266538E-4,0.008886317,4.799062E-4,1.23492E-4,0.01252513,6.224834E-6,0.02716887,7.234834E-5,3.900784E-4,9.472757E-4,0.03307415,0.01160565,5.197528E-5,2.053155E-5,9.362345E-5,1.803217E-5,1.082003E-4,9.879092E-6,10.56607,1.171278E-4,666037.8,666037.8
0.025,15.7548,279737.0,1099.395,1099.395,0.001845056,1.0,0.8984973,0.005014433,5.538084E-4,0.009175253,4.958203E-4,1.309573E-4,0.01296807,6.742092E-6,0.02712141,7.188542E-5,4.022626E-4,9.787578E-4,0.03276357,0.01144214,5.11724E-5,2.200616E-5,9.703543E-5,1.887181E-5,1.070731E-4,1.042314E-5,10.56479,1.171087E-4,665957.0,665957.0
0.026,15.75737,300126.5,1099.444,1099.444,0.001845056,1.0,0.8980132,0.005191434,5.812021E-4,0.00945882,5.114626E-4,1.384467E-4,0.01340528,7.277248E-6,0.02707398,7.142956E-5,4.140898E-4,0.001009687,0.03245747,0.01128133,5.038573E-5,2.351159E-5,1.004097E-4,1.971193E-5,1.059529E-4,1.097417E-5,10.56354,1.170896E-4,665878.2,665878.2
0.027,15.75995,319846.8,1099.497,1099.497,0.001845056,1.0,0.8975353,0.005366879,6.088223E-4,0.009737176,5.26841E-4,1.459505E-4,0.01383688,7.829973E-6,0.02702658,7.098066E-5,4.255702E-4,0.001040077,0.03215575,0.01112316,4.96148E-5,2.504636E-5,1.037472E-4,2.055217E-5,1.048415E-4,1.153191E-5,10.56232,1.170704E-4,665801.2,665801.2
0.028,15.76253,338890.9,1099.553,1099.553,0.001845056,1.0,0.8970634,0.005540801,6.366568E-4,0.01001047,5.41963E-4,1.534599E-4,0.01426303,8.39994E-6,0.02697922,7.053858E-5,4.367139E-4,0.001069943,0.03185829,0.01096756,4.885914E-5,2.660906E-5,1.070492E-4,2.139217E-5,1.0374E-4,1.209614E-5,10.56113,1.170512E-4,665726.1,665726.1
0.029,15.76512,357022.0,1099.613,1099.613,0.001845056,1.0,0.8965975,0.005713234,6.646941E-4,0.01027886,5.568358E-4,1.609668E-4,0.01468384,8.986827E-6,0.02693188,7.010315E-5,4.475309E-4,0.001099296,0.03156499,0.01081446,4.811839E-5,2.819835E-5,1.103164E-4,2.223161E-5,1.026492E-4,1.266662E-5,10.55997,1.17032E-4,665652.7,665652.8
0.03,15.76771,375146.2,1099.675,1099.675,0.001845056,1.0,0.8961372,0.00588421,6.929228E-4,0.01054246,5.714663E-4,1.684636E-4,0.01509944,9.590314E-6,0.02688458,6.967418E-5,4.580305E-4,0.00112815,0.03127576,0.0106638,4.739193E-5,2.981292E-5,1.135501E-4,2.307019E-5,1.015696E-4,1.324314E-5,10.55883,1.170128E-4,665581.1,665581.1
0.031,15.7703,392294.0,1099.74,1099.74,0.001845056,1.0,0.8956826,0.006053759,7.213322E-4,0.01080143,5.858611E-4,1.759435E-4,0.01550995,1.021009E-5,0.02683731,6.925152E-5,4.682218E-4,0.001156516,0.03099049,0.01051553,4.667955E-5,3.145157E-5,1.167509E-4,2.390762E-5,1.005016E-4,1.382548E-5,10.55772,1.169935E-4,665511.1,665511.1
0.032,15.7729,408958.0,1099.809,1099.809,0.001845056,1.0,0.8952334,0.00622191,7.49912E-4,0.01105588,6.000266E-4,1.834001E-4,0.01591548,1.084584E-5,0.02679007,6.883497E-5,4.781136E-4,0.001184407,0.0307091,0.01036958,4.59808E-5,3.31131E-5,1.199199E-4,2.474363E-5,9.944534E-5,1.441345E-5,10.55664,1.169743E-4,665442.8,665442.8
0.033,15.7755,425065.0,1099.88,1099.88,0.001845056,1.0,0.8947895,0.006388693,7.786523E-4,0.01130593,6.139687E-4,1.908276E-4,0.01631615,1.149726E-5,0.02674286,6.842433E-5,4.877143E-4,0.001211833,0.03043149,0.01022592,4.529528E-5,3.47964E-5,1.230578E-4,2.557797E-5,9.840086E-5,1.500684E-5,10.55558,1.16955E-4,665376.1,665376.1
0.034,15.77811,440658.0,1099.954,1099.954,0.001845056,1.0,0.8943509,0.006554134,8.075435E-4,0.01155171,6.276935E-4,1.982207E-4,0.01671206,1.216405E-5,0.02669569,6.801942E-5,4.970323E-4,0.001238806,0.03015758,0.01008447,4.462265E-5,3.650039E-5,1.261656E-4,2.641041E-5,9.736813E-5,1.560548E-5,10.55454,1.169357E-4,665310.8,665310.8
0.0341456,15.77849,443015.3,1099.964,1099.964,0.001845056,1.0,0.8942875,0.006578111,8.117619E-4,0.01158714,6.296739E-4,1.992939E-4,0.01676932,1.226239E-5,0.02668882,6.796093E-5,4.983658E-4,0.001242696,0.03011801,0.01006406,4.452576E-5,3.675014E-5,1.266156E-4,2.653144E-5,9.721875E-5,1.569306E-5,10.55439,1.169329E-4,665301.5,665301.5
0.03418243,15.77858,443161.7,1099.967,1099.967,0.001845056,1.0,0.8942715,0.006584173,8.128297E-4,0.01159609,6.301743E-4,1.995653E-4,0.01678379,1.228732E-5,0.02668708,6.794613E-5,4.987023E-4,0.001243679,0.030108,0.0100589,4.450125E-5,3.68134E-5,1.267293E-4,2.656205E-5,9.7181E-5,1.571524E-5,10.55436,1.169321E-4,665299.1,665299.1
0.03419268,15.77861,437431.4,1099.968,1099.968,0.001845056,1.0,0.894267,0.00658586,8.131269E-4,0.01159859,6.303135E-4,1.996408E-4,0.01678781,1.229427E-5,0.0266866,6.794192E-5,4.987959E-4,0.001243952,0.03010522,0.01005747,4.449419E-5,3.683101E-5,1.26761E-4,2.657057E-5,9.71705E-5,1.572141E-5,10.55435,1.169319E-4,665298.5,665298.5
0.03419306,15.77861,427616.2,1099.968,1099.968,0.001845056,1.0,0.8942668,0.006585922,8.131378E-4,0.01159868,6.303186E-4,1.996436E-4,0.01678796,1.229452E-5,0.02668658,6.794176E-5,4.987993E-4,0.001243962,0.03010512,0.01005741,4.449392E-5,3.683166E-5,1.267621E-4,2.657088E-5,9.717011E-5,1.572164E-5,10.55435,1.169319E-4,665298.4,665298.4
0.03419329,15.77861,442262.6,1099.968,1099.968,0.001845056,1.0,0.8942667,0.00658596,8.131446E-4,0.01159873,6.303217E-4,1.996453E-4,0.01678805,1.229468E-5,0.02668657,6.794165E-5,4.988014E-4,0.001243969,0.03010506,0.01005738,4.449374E-5,3.683206E-5,1.267629E-4,2.657108E-5,9.716987E-5,1.572178E-5,10.55435,1.169319E-4,665298.4,665298.4
0.03419345,15.77861,437572.2,1099.968,1099.968,0.001845056,1.0,0.8942667,0.006585986,8.131491E-4,0.01159877,6.303239E-4,1.996465E-4,0.01678811,1.229479E-5,0.02668657,6.794158E-5,4.988029E-4,0.001243973,0.03010501,0.01005736,4.449362E-5,3.683233E-5,1.267633E-4,2.657121E-5,9.716971E-5,1.572187E-5,10.55435,1.169319E-4,665298.4,665298.4
0.03420116,15.77863,442685.9,1099.969,1099.969,0.001845056,1.0,0.8942633,0.006587255,8.133727E-4,0.01160065,6.304286E-4,1.997033E-4,0.01679114,1.230001E-5,0.0266862,6.793839E-5,4.988732E-4,0.001244178,0.03010292,0.01005628,4.448834E-5,3.684558E-5,1.267872E-4,2.657762E-5,9.716182E-5,1.572652E-5,10.55434,1.169318E-4,665297.9,665297.9
0.0342363,15.77872,444185.0,1099.971,1099.971,0.001845056,1.0,0.894248,0.006593035,8.143915E-4,0.01160918,6.309054E-4,1.999621E-4,0.01680493,1.232382E-5,0.02668454,6.792411E-5,4.991937E-4,0.001245115,0.03009339,0.01005136,4.446516E-5,3.690595E-5,1.268956E-4,2.660681E-5,9.712581E-5,1.574768E-5,10.5543,1.169311E-4,665295.7,665295.7
0.03471015,15.77996,451424.9,1100.008,1100.008,0.001845056,1.0,0.8940425,0.006670821,8.281471E-4,0.01172371,6.37311E-4,2.034472E-4,0.01699038,1.264674E-5,0.02666221,6.773532E-5,5.034819E-4,0.001257691,0.02996527,0.009985344,4.415285E-5,3.772247E-5,1.283546E-4,2.700029E-5,9.664171E-5,1.603368E-5,10.55382,1.169219E-4,665265.5,665265.5
0.035,15.78072,455747.1,1100.03,1100.03,0.001845056,1.0,0.8939174,0.006718259,8.365764E-4,0.01179333,6.412063E-4,2.055744E-4,0.01710332,1.284592E-5,0.02664854,6.762015E-5,5.060752E-4,0.001265336,0.02988729,0.009945196,4.39627E-5,3.822404E-5,1.292439E-4,2.724073E-5,9.634698E-5,1.620918E-5,10.55353,1.169163E-4,665247.1,665247.2
0.036,15.78333,470339.4,1100.109,1100.109,0.001845056,1.0,0.8934889,0.006881094,8.657417E-4,0.01203089,6.545129E-4,2.128841E-4,0.01749002,1.354255E-5,0.02660144,6.722608E-5,5.14851E-4,0.001291433,0.02962053,0.009808044,4.331468E-5,3.996633E-5,1.322935E-4,2.806872E-5,9.533755E-5,1.681776E-5,10.55254,1.16897E-4,665184.9,665184.9
0.037,15.78594,484468.9,1100.19,1100.19,0.001845056,1.0,0.8930652,0.007042662,8.950311E-4,0.0122645,6.67618E-4,2.201458E-4,0.01787225,1.425368E-5,0.02655436,6.683726E-5,5.233667E-4,0.001317107,0.02935724,0.009672971,4.267862E-5,4.172633E-5,1.353151E-4,2.88942E-5,9.433949E-5,1.743107E-5,10.55158,1.168777E-4,665124.1,665124.1
0.038,15.78855,498147.9,1100.274,1100.274,0.001845056,1.0,0.8926464,0.007202987,9.244368E-4,0.01249425,6.805267E-4,2.273559E-4,0.01825012,1.497904E-5,0.02650733,6.645348E-5,5.316292E-4,0.001342365,0.02909733,0.009539931,4.205417E-5,4.350318E-5,1.383095E-4,2.971698E-5,9.335267E-5,1.804894E-5,10.55064,1.168583E-4,665064.7,665064.7
0.039,15.79116,511390.4,1100.36,1100.36,0.001845056,1.0,0.8922322,0.00736209,9.539503E-4,0.01272025,6.932438E-4,2.345106E-4,0.0186237,1.571833E-5,0.02646032,6.607456E-5,5.396455E-4,0.001367219,0.02884074,0.00940888,4.144099E-5,4.529596E-5,1.412772E-4,3.053689E-5,9.237689E-5,1.867121E-5,10.54972,1.16839E-4,665006.6,665006.6
0.04,15.79378,524211.0,1100.449,1100.449,0.001845056,1.0,0.8918226,0.007519994,9.835639E-4,0.01294259,7.057739E-4,2.416068E-4,0.01899309,1.647127E-5,0.02641336,6.570035E-5,5.474223E-4,0.001391677,0.02858739,0.009279775,4.08388E-5,4.710383E-5,1.44219E-4,3.135379E-5,9.141198E-5,1.929775E-5,10.54882,1.168196E-4,664949.9,664949.9
0.041,15.7964,536623.8,1100.539,1100.539,0.001845056,1.0,0.8914175,0.00767672,0.00101327,0.01316136,7.181214E-4,2.486418E-4,0.01935837,1.723762E-5,0.02636643,6.533068E-5,5.549657E-4,0.001415746,0.02833722,0.009152578,4.024732E-5,4.892602E-5,1.471355E-4,3.216751E-5,9.045774E-5,1.992839E-5,10.54794,1.168003E-4,664894.4,664894.5
0.042,15.79901,548641.6,1100.632,1100.632,0.001845056,1.0,0.8910168,0.007832287,0.001043062,0.01337664,7.302905E-4,2.556129E-4,0.01971961,1.801709E-5,0.02631954,6.496542E-5,5.62282E-4,0.001439436,0.02809016,0.009027249,3.966629E-5,5.076174E-5,1.500271E-4,3.297793E-5,8.951397E-5,2.056301E-5,10.54708,1.167809E-4,664840.3,664840.3
0.043,15.80163,560277.0,1100.727,1100.727,0.001845056,1.0,0.8906204,0.007986715,0.001072933,0.01358851,7.422854E-4,2.625176E-4,0.0200769,1.880944E-5,0.02627269,6.460442E-5,5.69377E-4,0.001462753,0.02784616,0.008903749,3.909544E-5,5.261024E-5,1.528946E-4,3.378491E-5,8.858049E-5,2.120146E-5,10.54624,1.167616E-4,664787.3,664787.3
0.044,15.80425,571542.1,1100.823,1100.823,0.001845056,1.0,0.8902282,0.008140022,0.001102876,0.01379706,7.5411E-4,2.693538E-4,0.02043031,1.961441E-5,0.02622588,6.424755E-5,5.762565E-4,0.001485705,0.02760515,0.008782042,3.853453E-5,5.447082E-5,1.557384E-4,3.458833E-5,8.765711E-5,2.184362E-5,10.54542,1.167423E-4,664735.6,664735.6
0.045,15.80687,582448.5,1100.922,1100.922,0.001845056,1.0,0.8898402,0.008292226,0.001132884,0.01400235,7.657679E-4,2.761199E-4,0.02077991,2.043176E-5,0.02617911,6.389467E-5,5.829257E-4,0.001508301,0.02736707,0.008662095,3.798333E-5,5.634282E-5,1.585591E-4,3.53881E-5,8.674364E-5,2.248936E-5,10.54461,1.167229E-4,664685.0,664685.0
0.046,15.80948,593007.2,1101.022,1101.022,0.001845056,1.0,0.8894562,0.008443345,0.001162952,0.01420447,7.77263E-4,2.828137E-4,0.02112578,2.126123E-5,0.02613238,6.354566E-5,5.893902E-4,0.001530546,0.02713187,0.008543872,3.74416E-5,5.822556E-5,1.613572E-4,3.618409E-5,8.583991E-5,2.313856E-5,10.54383,1.167036E-4,664635.6,664635.6
