Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_C10H8_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_STILB_Soln#10 (),Mole_fraction_C6H5C2H_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_BIPHENYL_Soln#10 (),Mole_fraction_C14H10_Soln#10 (),Mole_fraction_C16H10_Soln#10 (),Mole_fraction_BIN1B_Soln#10 (),Mole_fraction_BIN1A_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
4.233982E-5,15.68677,1.016451E7,1441.835,1441.835,0.001399698,1.0,0.9033419,0.005515449,1.608453E-4,0.003639851,7.01689E-4,2.248605E-6,7.833176E-7,0.005268242,7.611036E-7,0.0297819,0.002160842,1.00837E-4,9.446774E-4,0.03826064,0.009700436,3.882915E-6,3.275006E-5,3.838777E-6,2.128016E-8,1.687699E-6,10.55685,8.922793E-5,665456.3,665456.3
7.104061E-5,15.71421,9.686557E7,1442.236,1442.236,0.001399698,1.0,0.8990177,0.008098344,1.2367E-4,0.005269931,0.001044696,4.329538E-6,1.349832E-6,0.007771272,2.276305E-6,0.03126134,0.00202641,1.673543E-4,0.00137951,0.03637329,0.006959401,8.096076E-6,5.480078E-5,9.19781E-6,7.315491E-8,4.354616E-6,10.54134,8.907208E-5,664478.7,664478.8
1.0E-4,15.73763,1.026207E8,1442.857,1442.857,0.001399698,1.0,0.8956347,0.01007866,9.632702E-5,0.006553508,0.001330236,6.494008E-6,2.022871E-6,0.00981167,4.522648E-6,0.03237395,0.001833448,2.175442E-4,0.001727399,0.03476731,0.005010385,1.269331E-5,7.483639E-5,1.540516E-5,1.618498E-7,7.807206E-6,10.53019,8.893955E-5,663775.9,663776.0
1.946897E-4,15.78657,5.195503E7,1444.426,1444.426,0.001399698,1.0,0.8886766,0.0139244,4.582632E-5,0.009329552,0.002005487,1.318584E-5,4.961425E-6,0.0144616,1.51043E-5,0.03412693,0.001289792,3.037198E-4,0.002489911,0.03088596,0.00175338,2.71772E-5,1.266468E-4,3.55017E-5,6.555262E-7,2.126565E-5,10.50896,8.866385E-5,662437.7,662437.8
2.0E-4,15.78838,4.908457E7,1444.482,1444.482,0.001399698,1.0,0.8884072,0.01406322,4.413203E-5,0.009443951,0.002035309,1.353073E-5,5.154434E-6,0.01466081,1.5788E-5,0.03416977,0.001265778,3.064498E-4,0.002521393,0.03071339,0.001654701,2.792523E-5,1.29047E-4,3.653507E-5,6.896202E-7,2.204495E-5,10.50816,8.865364E-5,662387.4,662387.4
3.0E-4,15.81175,7838845.0,1445.038,1445.038,0.001399698,1.0,0.8846106,0.01589113,2.418704E-5,0.01114981,0.002502858,1.941683E-5,9.153591E-6,0.01770973,2.943741E-5,0.03442504,9.301825E-4,3.392373E-4,0.002987829,0.02802224,5.69949E-4,4.073676E-5,1.675263E-4,5.383353E-5,1.395304E-6,3.626102E-5,10.49667,8.852261E-5,661662.9,661662.9
3.269732E-4,15.81559,679834.6,1445.062,1445.062,0.001399698,1.0,0.8838655,0.0162175,2.138815E-5,0.0115083,0.002607075,2.083959E-5,1.031702E-5,0.01837008,3.3275E-5,0.03437915,8.714763E-4,3.443781E-4,0.003084651,0.02743003,4.322644E-4,4.38588E-5,1.762828E-4,5.789587E-5,1.59972E-6,3.990321E-5,10.4943,8.850114E-5,661513.2,661513.2
3.339232E-4,15.81646,-933850.3,1445.061,1445.061,0.001399698,1.0,0.883686,0.01629445,2.077984E-5,0.01159587,0.002632871,2.119745E-5,1.062076E-5,0.01853247,3.427138E-5,0.03436252,8.581028E-4,3.455519E-4,0.003108211,0.02728408,4.029925E-4,4.464635E-5,1.784592E-4,5.890927E-5,1.653135E-6,4.08288E-5,10.49371,8.849625E-5,661476.5,661476.6
3.394502E-4,15.81713,-2214908.0,1445.06,1445.06,0.001399698,1.0,0.8835464,0.01635386,2.032412E-5,0.01166429,0.002653114,2.147979E-5,1.086333E-5,0.01865963,3.506587E-5,0.0343481,8.479287E-4,3.464479E-4,0.003126592,0.02716972,3.812316E-4,4.526835E-5,1.801697E-4,5.970645E-5,1.695822E-6,4.156145E-5,10.49326,8.849252E-5,661447.9,661447.9
3.394977E-4,15.81714,-2227487.0,1445.06,1445.06,0.001399698,1.0,0.8835452,0.01635436,2.032035E-5,0.01166487,0.002653287,2.148221E-5,1.086542E-5,0.01866072,3.507271E-5,0.03434797,8.47843E-4,3.464554E-4,0.003126748,0.02716875,3.810502E-4,4.527368E-5,1.801843E-4,5.971326E-5,1.69619E-6,4.156773E-5,10.49326,8.849249E-5,661447.6,661447.6
3.395824E-4,15.81715,-2206281.0,1445.059,1445.059,0.001399698,1.0,0.8835431,0.01635526,2.031358E-5,0.01166591,0.002653595,2.148652E-5,1.086914E-5,0.01866265,3.50849E-5,0.03434775,8.476903E-4,3.464689E-4,0.003127027,0.02716701,3.807272E-4,4.528318E-5,1.802104E-4,5.972542E-5,1.696846E-6,4.157893E-5,10.49325,8.849243E-5,661447.2,661447.2
3.395956E-4,15.81715,-2247218.0,1445.059,1445.059,0.001399698,1.0,0.8835428,0.0163554,2.031253E-5,0.01166607,0.002653643,2.148719E-5,1.086972E-5,0.01866295,3.50868E-5,0.03434771,8.476666E-4,3.46471E-4,0.003127071,0.02716674,3.806769E-4,4.528466E-5,1.802144E-4,5.972731E-5,1.696948E-6,4.158068E-5,10.49325,8.849242E-5,661447.1,661447.1
3.39879E-4,15.81718,-2247373.0,1445.059,1445.059,0.001399698,1.0,0.8835357,0.0163584,2.028982E-5,0.01166955,0.002654674,2.150161E-5,1.088218E-5,0.01866942,3.512758E-5,0.03434694,8.471564E-4,3.46516E-4,0.003128004,0.02716092,3.795984E-4,4.531644E-5,1.803016E-4,5.976796E-5,1.699141E-6,4.161815E-5,10.49322,8.849224E-5,661445.7,661445.7
3.409856E-4,15.81731,-2497039.0,1445.059,1445.059,0.001399698,1.0,0.8835081,0.01637009,2.020191E-5,0.0116831,0.002658695,2.155787E-5,1.093086E-5,0.01869465,3.528691E-5,0.03434392,8.451742E-4,3.46691E-4,0.003131642,0.02713822,3.754182E-4,4.544047E-5,1.806417E-4,5.992653E-5,1.707713E-6,4.176442E-5,10.49313,8.849151E-5,661440.0,661440.0
3.411021E-4,15.81732,-2565501.0,1445.059,1445.059,0.001399698,1.0,0.8835052,0.01637132,2.019275E-5,0.01168453,0.002659118,2.156379E-5,1.093599E-5,0.0186973,3.530369E-5,0.0343436,8.449664E-4,3.467094E-4,0.003132024,0.02713584,3.74981E-4,4.545353E-5,1.806774E-4,5.99432E-5,1.708616E-6,4.177982E-5,10.49312,8.849143E-5,661439.4,661439.4
3.420607E-4,15.81744,-2700973.0,1445.058,1445.058,0.001399698,1.0,0.8834814,0.01638138,2.011742E-5,0.01169623,0.002662592,2.161246E-5,1.097819E-5,0.01871908,3.544177E-5,0.03434094,8.432638E-4,3.468598E-4,0.003135164,0.02711624,3.714062E-4,4.556083E-5,1.809713E-4,6.008028E-5,1.716048E-6,4.190642E-5,10.49305,8.849081E-5,661434.5,661434.5
3.479922E-4,15.81811,-3921814.0,1445.054,1445.054,0.001399698,1.0,0.883336,0.01644271,1.966737E-5,0.01176794,0.002683939,2.191232E-5,1.123989E-5,0.01885278,3.629747E-5,0.03432386,8.329933E-4,3.477703E-4,0.003154393,0.02699591,3.501071E-4,4.622244E-5,1.827786E-4,6.092351E-5,1.762161E-6,4.268781E-5,10.49257,8.848703E-5,661404.3,661404.4
3.509905E-4,15.81844,-4622424.0,1445.051,1445.051,0.001399698,1.0,0.8832635,0.0164731,1.944931E-5,0.01180375,0.002694633,2.206311E-5,1.137254E-5,0.01891966,3.673085E-5,0.03431481,8.279688E-4,3.482177E-4,0.003163986,0.0269357,3.398551E-4,4.655538E-5,1.836849E-4,6.134659E-5,1.785554E-6,4.308155E-5,10.49233,8.848518E-5,661389.3,661389.3
3.512215E-4,15.81847,-4729391.0,1445.051,1445.051,0.001399698,1.0,0.883258,0.01647543,1.943287E-5,0.0118065,0.002695454,2.20747E-5,1.138276E-5,0.01892479,3.676426E-5,0.03431411,8.275861E-4,3.482518E-4,0.003164721,0.02693108,3.390793E-4,4.658098E-5,1.837546E-4,6.137909E-5,1.787359E-6,4.311184E-5,10.49231,8.848504E-5,661388.1,661388.2
3.512895E-4,15.81847,-4610952.0,1445.051,1445.051,0.001399698,1.0,0.8832564,0.01647611,1.942799E-5,0.0118073,0.002695696,2.207811E-5,1.138577E-5,0.0189263,3.677409E-5,0.0343139,8.274737E-4,3.482618E-4,0.003164938,0.02692972,3.388515E-4,4.658851E-5,1.83775E-4,6.138865E-5,1.787889E-6,4.312075E-5,10.49231,8.8485E-5,661387.8,661387.9
3.522026E-4,15.81857,-4779273.0,1445.05,1445.05,0.001399698,1.0,0.8832345,0.01648527,1.936307E-5,0.01181814,0.002698938,2.212391E-5,1.142622E-5,0.01894656,3.69062E-5,0.03431108,8.259686E-4,3.483961E-4,0.00316784,0.02691148,3.358061E-4,4.668968E-5,1.840499E-4,6.151702E-5,1.795026E-6,4.324047E-5,10.49223,8.848444E-5,661383.2,661383.3
3.522797E-4,15.81858,-4842599.0,1445.05,1445.05,0.001399698,1.0,0.8832326,0.01648604,1.935765E-5,0.01181906,0.002699211,2.212777E-5,1.142963E-5,0.01894827,3.691735E-5,0.03431084,8.25842E-4,3.484074E-4,0.003168084,0.02690994,3.355504E-4,4.669822E-5,1.840731E-4,6.152784E-5,1.795628E-6,4.325057E-5,10.49223,8.84844E-5,661382.9,661382.9
3.523048E-4,15.81859,-4804661.0,1445.05,1445.05,0.001399698,1.0,0.883232,0.01648629,1.935587E-5,0.01181936,0.0026993,2.212903E-5,1.143075E-5,0.01894883,3.692099E-5,0.03431077,8.258008E-4,3.484111E-4,0.003168164,0.02690944,3.354672E-4,4.6701E-5,1.840807E-4,6.153137E-5,1.795825E-6,4.325386E-5,10.49223,8.848438E-5,661382.7,661382.8
3.527468E-4,15.81863,-4887578.0,1445.05,1445.05,0.001399698,1.0,0.8832215,0.01649071,1.932479E-5,0.01182459,0.002700868,2.215118E-5,1.145034E-5,0.01895862,3.698496E-5,0.03430939,8.250764E-4,3.484758E-4,0.003169566,0.02690063,3.340055E-4,4.674993E-5,1.842136E-4,6.159343E-5,1.799281E-6,4.331178E-5,10.49219,8.848411E-5,661380.5,661380.6
3.528533E-4,15.81864,-4927998.0,1445.05,1445.05,0.001399698,1.0,0.8832189,0.01649178,1.931735E-5,0.01182585,0.002701245,2.215651E-5,1.145506E-5,0.01896097,3.700037E-5,0.03430906,8.249022E-4,3.484913E-4,0.003169903,0.02689851,3.336544E-4,4.676172E-5,1.842456E-4,6.160837E-5,1.800114E-6,4.332574E-5,10.49218,8.848405E-5,661380.0,661380.1
3.528885E-4,15.81865,-4959553.0,1445.049,1445.049,0.001399698,1.0,0.8832181,0.01649213,1.931486E-5,0.01182627,0.00270137,2.215828E-5,1.145662E-5,0.01896175,3.700548E-5,0.03430895,8.248446E-4,3.484965E-4,0.003170015,0.0268978,3.335384E-4,4.676562E-5,1.842562E-4,6.161332E-5,1.80039E-6,4.333035E-5,10.49218,8.848403E-5,661379.8,661379.9
3.530964E-4,15.81867,-4946592.0,1445.049,1445.049,0.001399698,1.0,0.8832131,0.01649421,1.930022E-5,0.01182873,0.002702106,2.216869E-5,1.146583E-5,0.01896635,3.703557E-5,0.03430831,8.245051E-4,3.485268E-4,0.003170673,0.02689366,3.328544E-4,4.678862E-5,1.843186E-4,6.164248E-5,1.802016E-6,4.335759E-5,10.49216,8.84839E-5,661378.8,661378.8
3.535468E-4,15.81872,-5106198.0,1445.049,1445.049,0.001399698,1.0,0.8832024,0.01649869,1.926874E-5,0.01183406,0.0027037,2.219124E-5,1.14858E-5,0.01897631,3.710077E-5,0.0343069,8.237714E-4,3.485924E-4,0.003172098,0.0268847,3.313783E-4,4.683844E-5,1.844538E-4,6.170563E-5,1.80554E-6,4.341656E-5,10.49213,8.848363E-5,661376.6,661376.6
3.535718E-4,15.81872,-5032493.0,1445.049,1445.049,0.001399698,1.0,0.8832018,0.01649894,1.926699E-5,0.01183435,0.002703789,2.219249E-5,1.148691E-5,0.01897686,3.710439E-5,0.03430682,8.237308E-4,3.48596E-4,0.003172177,0.0268842,3.312965E-4,4.684121E-5,1.844614E-4,6.170913E-5,1.805735E-6,4.341984E-5,10.49213,8.848362E-5,661376.4,661376.5
3.543374E-4,15.8188,-5187589.0,1445.048,1445.048,0.001399698,1.0,0.8831835,0.01650655,1.921365E-5,0.01184339,0.002706495,2.223079E-5,1.152087E-5,0.01899376,3.721526E-5,0.03430441,8.224894E-4,3.487071E-4,0.003174595,0.02686898,3.288043E-4,4.692585E-5,1.84691E-4,6.181637E-5,1.811729E-6,4.352006E-5,10.49206,8.848316E-5,661372.6,661372.7
3.54472E-4,15.81882,-5715364.0,1445.048,1445.048,0.001399698,1.0,0.8831803,0.01650789,1.920433E-5,0.01184497,0.002706971,2.223752E-5,1.152684E-5,0.01899673,3.723476E-5,0.03430399,8.222718E-4,3.487266E-4,0.003175019,0.0268663,3.283682E-4,4.694073E-5,1.847313E-4,6.183522E-5,1.812783E-6,4.353768E-5,10.49205,8.848308E-5,661372.0,661372.0
3.544834E-4,15.81882,-5189570.0,1445.048,1445.048,0.001399698,1.0,0.8831801,0.016508,1.920354E-5,0.01184511,0.002707011,2.223809E-5,1.152734E-5,0.01899698,3.723642E-5,0.03430395,8.222534E-4,3.487282E-4,0.003175055,0.02686608,3.283313E-4,4.694199E-5,1.847347E-4,6.183681E-5,1.812873E-6,4.353917E-5,10.49205,8.848307E-5,661371.9,661372.0
3.545768E-4,15.81883,-5226728.0,1445.048,1445.048,0.001399698,1.0,0.8831779,0.01650893,1.919704E-5,0.01184621,0.002707341,2.224276E-5,1.153149E-5,0.01899904,3.724995E-5,0.03430365,8.221025E-4,3.487417E-4,0.00317535,0.02686422,3.280291E-4,4.695231E-5,1.847627E-4,6.184989E-5,1.813604E-6,4.35514E-5,10.49205,8.848302E-5,661371.4,661371.5
3.548108E-4,15.81885,-5327369.0,1445.047,1445.047,0.001399698,1.0,0.8831723,0.01651124,1.918105E-5,0.01184897,0.002708167,2.225446E-5,1.154187E-5,0.0190042,3.728384E-5,0.03430291,8.217252E-4,3.487755E-4,0.003176087,0.02685958,3.272737E-4,4.697816E-5,1.848328E-4,6.188262E-5,1.815437E-6,4.358201E-5,10.49203,8.848288E-5,661370.3,661370.3
3.548403E-4,15.81886,-5337183.0,1445.047,1445.047,0.001399698,1.0,0.8831716,0.01651154,1.917903E-5,0.01184931,0.002708271,2.225593E-5,1.154318E-5,0.01900485,3.728811E-5,0.03430282,8.216777E-4,3.487797E-4,0.00317618,0.026859,3.271787E-4,4.698141E-5,1.848416E-4,6.188674E-5,1.815668E-6,4.358586E-5,10.49203,8.848286E-5,661370.1,661370.2
3.551146E-4,15.81889,-5311705.0,1445.047,1445.047,0.001399698,1.0,0.8831651,0.01651425,1.916017E-5,0.01185254,0.002709239,2.226964E-5,1.155535E-5,0.01901089,3.732785E-5,0.03430195,8.212363E-4,3.488193E-4,0.003177044,0.02685355,3.262957E-4,4.701171E-5,1.849238E-4,6.19251E-5,1.817817E-6,4.362175E-5,10.492,8.84827E-5,661368.8,661368.8
3.553017E-4,15.81891,-5317288.0,1445.047,1445.047,0.001399698,1.0,0.8831607,0.0165161,1.914744E-5,0.01185474,0.002709899,2.227899E-5,1.156366E-5,0.01901501,3.735497E-5,0.03430135,8.209356E-4,3.488462E-4,0.003177633,0.02684984,3.256948E-4,4.703238E-5,1.849798E-4,6.195126E-5,1.819284E-6,4.364623E-5,10.49199,8.848258E-5,661367.9,661367.9
3.553655E-4,15.81891,-5354925.0,1445.047,1445.047,0.001399698,1.0,0.8831592,0.01651673,1.914304E-5,0.01185549,0.002710124,2.228217E-5,1.156649E-5,0.01901641,3.736421E-5,0.03430115,8.208333E-4,3.488554E-4,0.003177833,0.02684858,3.254903E-4,4.703942E-5,1.849989E-4,6.196017E-5,1.819783E-6,4.365457E-5,10.49198,8.848255E-5,661367.5,661367.6
3.598565E-4,15.81938,-6188072.0,1445.041,1445.041,0.001399698,1.0,0.8830535,0.01656067,1.884169E-5,0.01190799,0.002725889,2.250593E-5,1.176608E-5,0.01911474,3.801563E-5,0.03428657,8.137482E-4,3.494922E-4,0.003191869,0.02676002,3.114473E-4,4.753423E-5,1.863375E-4,6.258553E-5,1.855044E-6,4.4241E-5,10.49163,8.847992E-5,661345.4,661345.5
3.613398E-4,15.81954,-6472253.0,1445.039,1445.039,0.001399698,1.0,0.883019,0.016575,1.87451E-5,0.0119252,0.002731066,2.257959E-5,1.183211E-5,0.01914699,3.823105E-5,0.03428163,8.114596E-4,3.496987E-4,0.003196466,0.02673095,3.069587E-4,4.769721E-5,1.867775E-4,6.279109E-5,1.866718E-6,4.443429E-5,10.49152,8.847907E-5,661338.1,661338.2
3.614092E-4,15.81954,-6841988.0,1445.039,1445.039,0.001399698,1.0,0.8830174,0.01657567,1.874058E-5,0.011926,0.002731308,2.258304E-5,1.18352E-5,0.0191485,3.824113E-5,0.0342814,8.113531E-4,3.497083E-4,0.00319668,0.0267296,3.067504E-4,4.770483E-5,1.86798E-4,6.28007E-5,1.867264E-6,4.444334E-5,10.49151,8.847903E-5,661337.8,661337.9
3.61419E-4,15.81954,-6421274.0,1445.039,1445.039,0.001399698,1.0,0.8830171,0.01657576,1.873992E-5,0.01192612,0.002731343,2.258353E-5,1.183563E-5,0.01914871,3.824256E-5,0.03428136,8.11338E-4,3.497097E-4,0.003196711,0.0267294,3.06721E-4,4.770591E-5,1.868009E-4,6.280206E-5,1.867342E-6,4.444461E-5,10.49151,8.847902E-5,661337.8,661337.8
3.61468E-4,15.81955,-6552439.0,1445.039,1445.039,0.001399698,1.0,0.883016,0.01657623,1.873669E-5,0.01192668,0.002731513,2.258595E-5,1.183781E-5,0.01914978,3.824967E-5,0.0342812,8.112629E-4,3.497165E-4,0.003196862,0.02672845,3.065742E-4,4.771129E-5,1.868154E-4,6.280884E-5,1.867727E-6,4.445099E-5,10.49151,8.8479E-5,661337.5,661337.6
3.614919E-4,15.81955,-6499875.0,1445.039,1445.039,0.001399698,1.0,0.8830154,0.01657646,1.873512E-5,0.01192696,0.002731596,2.258714E-5,1.183888E-5,0.0191503,3.825314E-5,0.03428112,8.112263E-4,3.497198E-4,0.003196936,0.02672798,3.065026E-4,4.771391E-5,1.868225E-4,6.281215E-5,1.867916E-6,4.44541E-5,10.49151,8.847898E-5,661337.4,661337.5
3.619993E-4,15.8196,-6569627.0,1445.038,1445.038,0.001399698,1.0,0.8830037,0.01658134,1.870247E-5,0.01193283,0.002733364,2.261231E-5,1.186148E-5,0.0191613,3.832688E-5,0.03427942,8.104498E-4,3.497899E-4,0.003198504,0.02671806,3.049864E-4,4.776961E-5,1.869727E-4,6.288235E-5,1.871913E-6,4.452018E-5,10.49147,8.847869E-5,661334.9,661335.0
3.881089E-4,15.82205,-1.067333E7,1444.991,1444.991,0.001399698,1.0,0.8824211,0.01681969,1.722309E-5,0.01222521,0.00282218,2.389011E-5,1.303196E-5,0.01971221,4.21433E-5,0.03418346,7.742584E-4,3.531296E-4,0.003276347,0.02622147,2.373301E-4,5.060429E-5,1.945455E-4,6.642324E-5,2.07983E-6,4.789218E-5,10.4895,8.846503E-5,661210.9,661211.0
4.0E-4,15.82303,-1.223089E7,1444.962,1444.962,0.001399698,1.0,0.8821695,0.01692095,1.666563E-5,0.01235268,0.00286137,2.446209E-5,1.356944E-5,0.01995393,4.389657E-5,0.03413506,7.600055E-4,3.544941E-4,0.003310125,0.02600349,2.123649E-4,5.187758E-5,1.979027E-4,6.799346E-5,2.176003E-6,4.941147E-5,10.48863,8.845951E-5,661156.4,661156.5
5.0E-4,15.82932,-1.952003E7,1444.611,1444.611,0.001399698,1.0,0.8802898,0.01765417,1.38533E-5,0.0133202,0.003167943,2.911283E-5,1.816505E-5,0.02181984,5.90803E-5,0.03365557,6.799237E-4,3.632666E-4,0.003562871,0.02432371,9.231314E-5,6.233197E-5,2.245663E-4,8.041942E-5,3.026467E-6,6.192419E-5,10.48193,8.84244E-5,660733.7,660733.8
6.0E-4,15.83374,-2.064799E7,1444.181,1444.181,0.001399698,1.0,0.8786678,0.01827317,1.277851E-5,0.01416115,0.003447124,3.363832E-5,2.284257E-5,0.02348829,7.521889E-5,0.03311614,6.408857E-4,3.689682E-4,0.00377645,0.02283399,5.096319E-5,7.266251E-5,2.496481E-4,9.193991E-5,3.965981E-6,7.425344E-5,10.47588,8.839972E-5,660352.3,660352.4
7.0E-4,15.83758,-1.933568E7,1443.756,1443.756,0.001399698,1.0,0.8771889,0.01884324,1.233062E-5,0.01491932,0.003708951,3.815581E-5,2.756399E-5,0.02503288,9.246362E-5,0.03256396,6.184858E-4,3.727851E-4,0.003963177,0.02147173,3.601874E-5,8.310369E-5,2.740557E-4,1.029073E-4,5.009323E-6,8.661851E-5,10.47026,8.837828E-5,659998.2,659998.2
8.0E-4,15.84131,-1.725381E7,1443.369,1443.369,0.001399698,1.0,0.8758089,0.01938773,1.210977E-5,0.01561333,0.003957626,4.270402E-5,3.231092E-5,0.02648419,1.10857E-4,0.03201552,6.025853E-4,3.752035E-4,0.00412848,0.02020964,3.006284E-5,9.372552E-5,2.981432E-4,1.1344E-4,6.163701E-6,9.908242E-5,10.46499,8.835744E-5,659665.7,659665.7
