Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
0.003520692,15.91406,2664868.0,1396.297,1396.297,0.001449687,1.0,0.8642188,0.02441758,1.927498E-4,0.02141997,0.005433179,1.88449E-4,8.44995E-5,0.03883613,3.237734E-4,0.02700124,3.205857E-4,3.797835E-4,0.00467354,0.01092876,2.044505E-5,7.277416E-5,2.167957E-4,5.186842E-4,1.767428E-4,2.146092E-4,10.43732,9.109471E-5,657922.7,657924.0
0.003526262,15.91421,2680862.0,1396.3,1396.3,0.001449687,1.0,0.8641951,0.02443023,1.928553E-4,0.02142885,0.005437334,1.884458E-4,8.462763E-5,0.03886124,3.244738E-4,0.02698858,3.204364E-4,3.79615E-4,0.004674422,0.01091097,2.041877E-5,7.288171E-5,2.171241E-4,5.192742E-4,1.768958E-4,2.149294E-4,10.43725,9.109386E-5,657918.0,657919.3
0.003528039,15.91426,2686483.0,1396.301,1396.301,0.001449687,1.0,0.8641876,0.02443426,1.928889E-4,0.02143168,0.005438659,1.884448E-4,8.466851E-5,0.03886925,3.246973E-4,0.02698453,3.203894E-4,3.795612E-4,0.004674703,0.0109053,2.041039E-5,7.291602E-5,2.172289E-4,5.194624E-4,1.769445E-4,2.150315E-4,10.43722,9.109359E-5,657916.5,657917.8
0.003535921,15.91447,2723538.0,1396.305,1396.305,0.001449687,1.0,0.8641541,0.02445217,1.930381E-4,0.02144422,0.005444534,1.884398E-4,8.484983E-5,0.03890474,3.256892E-4,0.0269666,3.201869E-4,3.793222E-4,0.00467594,0.01088019,2.037339E-5,7.306824E-5,2.176939E-4,5.20297E-4,1.771606E-4,2.154845E-4,10.43712,9.109238E-5,657909.8,657911.2
0.003543461,15.91467,2712137.0,1396.31,1396.31,0.001449687,1.0,0.8641222,0.02446928,1.931807E-4,0.02145617,0.005450147,1.884347E-4,8.50233E-5,0.03893864,3.26639E-4,0.02694946,3.199923E-4,3.790933E-4,0.004677114,0.01085622,2.033807E-5,7.321383E-5,2.181388E-4,5.210953E-4,1.773668E-4,2.159179E-4,10.43702,9.109123E-5,657903.5,657904.8
0.003543996,15.91469,2707547.0,1396.31,1396.31,0.001449687,1.0,0.8641199,0.0244705,1.931908E-4,0.02145702,0.005450544,1.884343E-4,8.50356E-5,0.03894104,3.267063E-4,0.02694825,3.199782E-4,3.790771E-4,0.004677197,0.01085452,2.033556E-5,7.322415E-5,2.181703E-4,5.211519E-4,1.773814E-4,2.159486E-4,10.43701,9.109114E-5,657903.0,657904.3
0.003544246,15.91469,2712523.0,1396.31,1396.31,0.001449687,1.0,0.8641189,0.02447106,1.931955E-4,0.02145741,0.00545073,1.884341E-4,8.504134E-5,0.03894216,3.267378E-4,0.02694768,3.199716E-4,3.790695E-4,0.004677235,0.01085373,2.033439E-5,7.322896E-5,2.18185E-4,5.211783E-4,1.773883E-4,2.159629E-4,10.43701,9.109111E-5,657902.8,657904.1
0.003550686,15.91486,2731513.0,1396.314,1396.314,0.001449687,1.0,0.8640917,0.02448567,1.933172E-4,0.02146759,0.005455518,1.884292E-4,8.518947E-5,0.03897107,3.275496E-4,0.02693305,3.198041E-4,3.788737E-4,0.004678228,0.01083331,2.030422E-5,7.335325E-5,2.18565E-4,5.2186E-4,1.775641E-4,2.163329E-4,10.43692,9.109012E-5,657897.4,657898.7
0.0036,15.91619,2829361.0,1396.342,1396.342,0.001449687,1.0,0.8638843,0.02459729,1.942468E-4,0.02154467,0.005492029,1.883811E-4,8.632339E-5,0.03919116,3.337821E-4,0.02682123,3.185584E-4,3.773653E-4,0.004685592,0.01067822,2.007545E-5,7.430424E-5,2.214748E-4,5.270737E-4,1.789003E-4,2.191626E-4,10.43627,9.108256E-5,657856.1,657857.4
0.0037,15.91887,3028703.0,1396.403,1396.403,0.001449687,1.0,0.8634702,0.02482242,1.961183E-4,0.02169649,0.005565255,1.882269E-4,8.862114E-5,0.03963094,3.465106E-4,0.02659566,3.161035E-4,3.742619E-4,0.004699242,0.01037058,1.962217E-5,7.622858E-5,2.273788E-4,5.376181E-4,1.81557E-4,2.248846E-4,10.43496,9.106722E-5,657773.7,657774.9
0.0038,15.92155,3224090.0,1396.467,1396.467,0.001449687,1.0,0.8630643,0.02504595,1.979702E-4,0.02184244,0.005637421,1.88001E-4,9.09166E-5,0.04006217,3.593557E-4,0.0263717,3.136966E-4,3.711024E-4,0.004711226,0.0100719,1.91826E-5,7.814701E-5,2.332871E-4,5.481243E-4,1.841442E-4,2.305842E-4,10.43368,9.105185E-5,657693.1,657694.2
0.0039,15.92425,3412131.0,1396.536,1396.536,0.001449687,1.0,0.8626665,0.02526791,1.998003E-4,0.0219827,0.005708562,1.877087E-4,9.320961E-5,0.04048509,3.723123E-4,0.02614933,3.11323E-4,3.678912E-4,0.004721602,0.009781903,1.875585E-5,8.005879E-5,2.391991E-4,5.585918E-4,1.866633E-4,2.362609E-4,10.43243,9.103646E-5,657614.2,657615.2
0.004,15.92694,3592921.0,1396.608,1396.608,0.001449687,1.0,0.8622764,0.02548834,2.016066E-4,0.02211745,0.005778708,1.873546E-4,9.550002E-5,0.04089993,3.853754E-4,0.02592854,3.089795E-4,3.646327E-4,0.004730429,0.009500306,1.834117E-5,8.196326E-5,2.451143E-4,5.690196E-4,1.891156E-4,2.41914E-4,10.43121,9.102105E-5,657536.9,657537.9
0.0041,15.92964,3767729.0,1396.685,1396.685,0.001449687,1.0,0.8618939,0.02570727,2.033876E-4,0.02224686,0.005847889,1.869435E-4,9.778773E-5,0.04130693,3.985398E-4,0.0257093,3.066671E-4,3.613308E-4,0.004737762,0.00922685,1.793806E-5,8.385985E-5,2.510324E-4,5.794068E-4,1.915025E-4,2.475431E-4,10.43001,9.100562E-5,657461.3,657462.1
0.0042,15.93235,3938598.0,1396.764,1396.764,0.001449687,1.0,0.8615187,0.02592475,2.051415E-4,0.02237109,0.005916137,1.864798E-4,1.000727E-4,0.0417063,4.118011E-4,0.02549157,3.043885E-4,3.579892E-4,0.004743654,0.008961277,1.754622E-5,8.574819E-5,2.569529E-4,5.897529E-4,1.938255E-4,2.531483E-4,10.42883,9.099017E-5,657387.2,657388.0
0.0043,15.93505,4108272.0,1396.847,1396.847,0.001449687,1.0,0.8611506,0.02614082,2.068674E-4,0.02249031,0.00598348,1.859677E-4,1.02355E-4,0.04209828,4.251551E-4,0.02527531,3.021482E-4,3.546113E-4,0.004748157,0.00870333,1.716554E-5,8.762807E-5,2.628761E-4,6.000575E-4,1.96086E-4,2.587305E-4,10.42768,9.097472E-5,657314.6,657315.4
0.0044,15.93776,4279845.0,1396.933,1396.933,0.001449687,1.0,0.8607893,0.02635557,2.085644E-4,0.02260467,0.006049947,1.854115E-4,1.046349E-4,0.0424831,4.385984E-4,0.02506047,2.999515E-4,3.512002E-4,0.004751319,0.008452752,1.679604E-5,8.949948E-5,2.688021E-4,6.103206E-4,1.982855E-4,2.642912E-4,10.42655,9.095924E-5,657243.4,657244.4
0.0045,15.94048,4455603.0,1397.023,1397.023,0.001449687,1.0,0.8604345,0.02656907,2.102319E-4,0.02271434,0.006115567,1.848152E-4,1.069125E-4,0.042861,4.521279E-4,0.02484699,2.978029E-4,3.477589E-4,0.004753188,0.00820929,1.64378E-5,9.136256E-5,2.747314E-4,6.205424E-4,2.004254E-4,2.698329E-4,10.42544,9.094375E-5,657173.7,657174.9
0.0046,15.9432,4634583.0,1397.115,1397.115,0.001449687,1.0,0.8600859,0.0267814,2.118695E-4,0.02281946,0.006180365,1.841825E-4,1.091883E-4,0.0432322,4.657412E-4,0.02463482,2.957008E-4,3.4429E-4,0.004753809,0.0079727,1.609074E-5,9.321747E-5,2.806648E-4,6.307234E-4,2.025073E-4,2.753581E-4,10.42435,9.092824E-5,657105.3,657107.0
0.0047,15.94592,4807535.0,1397.21,1397.21,0.001449687,1.0,0.8597434,0.0269926,2.134767E-4,0.02292018,0.006244368,1.835168E-4,1.114625E-4,0.04359691,4.79435E-4,0.02442394,2.936277E-4,3.407963E-4,0.004753224,0.007742767,1.575416E-5,9.506393E-5,2.866024E-4,6.408634E-4,2.045326E-4,2.808684E-4,10.42328,9.091271E-5,657038.3,657040.6
0.0048,15.94865,4948347.0,1397.309,1397.309,0.001449687,1.0,0.859407,0.02720259,2.150514E-4,0.02301659,0.006307591,1.828205E-4,1.137347E-4,0.04395521,4.932037E-4,0.02421444,2.915337E-4,3.372812E-4,0.004751475,0.007519347,1.5426E-5,9.690037E-5,2.925428E-4,6.509604E-4,2.065024E-4,2.863602E-4,10.42223,9.089718E-5,656972.6,656975.6
0.0049,15.95137,5000171.0,1397.41,1397.41,0.001449687,1.0,0.8590773,0.02741103,2.165885E-4,0.02310875,0.006370043,1.820942E-4,1.160033E-4,0.04430703,5.070357E-4,0.02400661,2.89309E-4,3.337498E-4,0.004748606,0.007302432,1.510141E-5,9.872225E-5,2.98481E-4,6.610069E-4,2.084169E-4,2.918182E-4,10.42121,9.088168E-5,656908.4,656911.8
0.004948053,15.95267,4968125.0,1397.459,1397.459,0.001449687,1.0,0.8589217,0.02751041,2.173109E-4,0.0231515,0.006399777,1.817339E-4,1.170909E-4,0.04447366,5.136983E-4,0.02390751,2.881369E-4,3.320494E-4,0.004746843,0.00720057,1.494413E-5,9.958984E-5,3.013305E-4,6.658122E-4,2.093171E-4,2.944188E-4,10.42073,9.087428E-5,656878.0,656881.3
0.004949669,15.95271,4975889.0,1397.461,1397.461,0.001449687,1.0,0.8589165,0.02751374,2.17335E-4,0.02315293,0.006400774,1.817216E-4,1.171275E-4,0.04447923,5.139225E-4,0.02390418,2.880966E-4,3.319922E-4,0.004746779,0.007197172,1.493881E-5,9.96189E-5,3.014263E-4,6.659735E-4,2.093471E-4,2.945059E-4,10.42071,9.087403E-5,656877.0,656880.3
0.00495037,15.95273,4689422.0,1397.461,1397.461,0.001449687,1.0,0.8589142,0.02751519,2.173455E-4,0.02315354,0.006401207,1.817163E-4,1.171433E-4,0.04448165,5.140198E-4,0.02390274,2.880792E-4,3.319673E-4,0.004746752,0.007195697,1.49365E-5,9.963152E-5,3.014678E-4,6.660435E-4,2.093601E-4,2.945437E-4,10.42071,9.087392E-5,656876.6,656879.9
0.004950406,15.95273,4683119.0,1397.462,1397.462,0.001449687,1.0,0.8589141,0.02751526,2.17346E-4,0.02315357,0.006401229,1.81716E-4,1.171441E-4,0.04448178,5.140248E-4,0.02390267,2.880783E-4,3.319661E-4,0.00474675,0.007195621,1.493638E-5,9.963217E-5,3.0147E-4,6.660471E-4,2.093608E-4,2.945457E-4,10.42071,9.087392E-5,656876.6,656879.8
0.004950435,15.95273,4931642.0,1397.462,1397.462,0.001449687,1.0,0.858914,0.02751532,2.173464E-4,0.0231536,0.006401247,1.817158E-4,1.171448E-4,0.04448188,5.140288E-4,0.02390261,2.880776E-4,3.31965E-4,0.004746749,0.007195559,1.493629E-5,9.96327E-5,3.014717E-4,6.6605E-4,2.093613E-4,2.945473E-4,10.42071,9.087391E-5,656876.5,656879.8
0.004950527,15.95273,4938837.0,1397.462,1397.462,0.001449687,1.0,0.8589137,0.02751551,2.173478E-4,0.02315368,0.006401303,1.817151E-4,1.171469E-4,0.0444822,5.140416E-4,0.02390242,2.880753E-4,3.319618E-4,0.004746746,0.007195366,1.493599E-5,9.963435E-5,3.014771E-4,6.660592E-4,2.09363E-4,2.945522E-4,10.42071,9.08739E-5,656876.5,656879.8
0.004950573,15.95273,4962905.0,1397.462,1397.462,0.001449687,1.0,0.8589136,0.0275156,2.173485E-4,0.02315372,0.006401331,1.817148E-4,1.171479E-4,0.04448235,5.140479E-4,0.02390233,2.880742E-4,3.319602E-4,0.004746744,0.007195271,1.493584E-5,9.963516E-5,3.014798E-4,6.660637E-4,2.093639E-4,2.945546E-4,10.42071,9.087389E-5,656876.5,656879.7
0.00495247,15.95278,4981629.0,1397.464,1397.464,0.001449687,1.0,0.8589074,0.02751952,2.173767E-4,0.02315539,0.006402502,1.817004E-4,1.171908E-4,0.04448889,5.143111E-4,0.02389842,2.880277E-4,3.31893E-4,0.004746669,0.007191284,1.492961E-5,9.966929E-5,3.015922E-4,6.66253E-4,2.093991E-4,2.946569E-4,10.42069,9.08736E-5,656875.3,656878.5
0.004952742,15.95279,4987327.0,1397.464,1397.464,0.001449687,1.0,0.8589066,0.02752008,2.173808E-4,0.02315563,0.006402669,1.816983E-4,1.17197E-4,0.04448983,5.143488E-4,0.02389786,2.88021E-4,3.318833E-4,0.004746658,0.007190712,1.492872E-5,9.967418E-5,3.016084E-4,6.662802E-4,2.094042E-4,2.946715E-4,10.42068,9.087356E-5,656875.1,656878.4
0.004952772,15.95279,4976510.0,1397.464,1397.464,0.001449687,1.0,0.8589065,0.02752014,2.173812E-4,0.02315565,0.006402687,1.816981E-4,1.171976E-4,0.04448993,5.143529E-4,0.0238978,2.880203E-4,3.318823E-4,0.004746657,0.00719065,1.492862E-5,9.967472E-5,3.016101E-4,6.662831E-4,2.094047E-4,2.946731E-4,10.42068,9.087355E-5,656875.1,656878.4
0.004972634,15.95333,4999894.0,1397.485,1397.485,0.001449687,1.0,0.8588426,0.02756106,2.176763E-4,0.023173,0.006414921,1.815469E-4,1.176467E-4,0.04455829,5.171094E-4,0.02385697,2.875496E-4,3.311786E-4,0.004745846,0.007149045,1.486366E-5,1.000317E-4,3.027871E-4,6.682638E-4,2.097723E-4,2.957425E-4,10.42049,9.087049E-5,656862.6,656865.8
0.004973287,15.95335,5003739.0,1397.485,1397.485,0.001449687,1.0,0.8588405,0.02756241,2.17686E-4,0.02317357,0.006415323,1.815419E-4,1.176614E-4,0.04456054,5.172E-4,0.02385562,2.875343E-4,3.311555E-4,0.004745819,0.007147682,1.486153E-5,1.000434E-4,3.028258E-4,6.683289E-4,2.097844E-4,2.957776E-4,10.42048,9.087039E-5,656862.2,656865.4
0.004974463,15.95338,5008445.0,1397.486,1397.486,0.001449687,1.0,0.8588368,0.02756483,2.177034E-4,0.02317459,0.006416046,1.815329E-4,1.17688E-4,0.04456457,5.173632E-4,0.02385321,2.875071E-4,3.311138E-4,0.00474577,0.007145227,1.485769E-5,1.000646E-4,3.028954E-4,6.684461E-4,2.09806E-4,2.958409E-4,10.42047,9.087021E-5,656861.4,656864.7
0.005,15.95407,5036562.0,1397.513,1397.513,0.001449687,1.0,0.858755,0.02761737,2.180805E-4,0.02319664,0.006431729,1.81337E-4,1.182651E-4,0.04465208,5.209104E-4,0.02380076,2.86937E-4,3.30208E-4,0.004744662,0.007092113,1.477503E-5,1.005229E-4,3.044086E-4,6.709892E-4,2.102752E-4,2.97214E-4,10.42021,9.086628E-5,656845.4,656848.6
0.005069812,15.95596,5093159.0,1397.586,1397.586,0.001449687,1.0,0.8585334,0.02776058,2.190988E-4,0.0232556,0.006474361,1.80794E-4,1.198415E-4,0.04488928,5.306256E-4,0.02365779,2.854291E-4,3.277277E-4,0.004741291,0.00694892,1.455298E-5,1.017724E-4,3.085446E-4,6.77924E-4,2.115403E-4,3.009589E-4,10.41953,9.085553E-5,656802.0,656805.0
0.005070799,15.95598,5094339.0,1397.587,1397.587,0.001449687,1.0,0.8585303,0.0277626,2.19113E-4,0.02325642,0.006474962,1.807862E-4,1.198638E-4,0.04489261,5.307632E-4,0.02365577,2.85408E-4,3.276926E-4,0.00474124,0.006946916,1.454988E-5,1.0179E-4,3.086031E-4,6.780219E-4,2.11558E-4,3.010117E-4,10.41952,9.085538E-5,656801.4,656804.4
0.005071025,15.95599,5097543.0,1397.588,1397.588,0.001449687,1.0,0.8585296,0.02776306,2.191163E-4,0.02325661,0.006475099,1.807845E-4,1.198689E-4,0.04489337,5.307946E-4,0.02365531,2.854032E-4,3.276846E-4,0.004741228,0.006946458,1.454917E-5,1.01794E-4,3.086165E-4,6.780443E-4,2.11562E-4,3.010238E-4,10.41952,9.085534E-5,656801.3,656804.3
0.005074226,15.95608,5095953.0,1397.591,1397.591,0.001449687,1.0,0.8585195,0.02776961,2.191625E-4,0.02325926,0.006477045,1.807593E-4,1.199412E-4,0.04490417,5.312407E-4,0.02364877,2.853346E-4,3.275707E-4,0.004741061,0.006939965,1.453911E-5,1.018512E-4,3.088061E-4,6.783616E-4,2.116194E-4,3.011951E-4,10.41949,9.085485E-5,656799.3,656802.3
0.0051,15.95677,5123774.0,1397.618,1397.618,0.001449687,1.0,0.8584385,0.0278223,2.195334E-4,0.0232805,0.006492689,1.805558E-4,1.205227E-4,0.04499093,5.348343E-4,0.02359617,2.847877E-4,3.266535E-4,0.004739679,0.006887904,1.44586E-5,1.023109E-4,3.103328E-4,6.809147E-4,2.120794E-4,3.025733E-4,10.41923,9.085089E-5,656783.4,656786.3
0.0052,15.95947,5223017.0,1397.725,1397.725,0.001449687,1.0,0.8581275,0.02802594,2.209486E-4,0.02336048,0.006552948,1.79754E-4,1.22777E-4,0.04532384,5.488087E-4,0.02339293,2.827021E-4,3.230885E-4,0.004733696,0.006689559,1.415318E-5,1.040881E-4,3.162556E-4,6.907872E-4,2.138318E-4,3.079025E-4,10.41827,9.083552E-5,656722.5,656725.2
0.0053,15.96217,5320219.0,1397.835,1397.835,0.001449687,1.0,0.857822,0.02822834,2.223264E-4,0.02343671,0.006612527,1.78934E-4,1.250284E-4,0.04565098,5.62831E-4,0.02319102,2.806454E-4,3.195152E-4,0.004726748,0.006496896,1.385783E-5,1.05854E-4,3.221774E-4,7.006067E-4,2.15534E-4,3.132029E-4,10.41732,9.082016E-5,656662.7,656665.2
0.0054,15.96487,5413275.0,1397.946,1397.946,0.001449687,1.0,0.8575219,0.02842952,2.236662E-4,0.02350929,0.006671447,1.780982E-4,1.272769E-4,0.0459725,5.768976E-4,0.02299046,2.786082E-4,3.159357E-4,0.004718871,0.00630975,1.357144E-5,1.076081E-4,3.28098E-4,7.103722E-4,2.171869E-4,3.184745E-4,10.4164,9.080482E-5,656604.0,656606.2
0.0055,15.96756,5503263.0,1398.059,1398.059,0.001449687,1.0,0.857227,0.02862949,2.24968E-4,0.02357833,0.006729725,1.772486E-4,1.295226E-4,0.04628853,5.91005E-4,0.02279123,2.765905E-4,3.12352E-4,0.004710098,0.006127962,1.32933E-5,1.0935E-4,3.340174E-4,7.20083E-4,2.187916E-4,3.237173E-4,10.41548,9.078951E-5,656546.3,656548.4
0.0056,15.97025,5593212.0,1398.174,1398.174,0.001449687,1.0,0.8569371,0.02882828,2.262316E-4,0.02364392,0.006787379,1.763871E-4,1.317656E-4,0.04659922,6.051499E-4,0.0225933,2.745969E-4,3.087659E-4,0.004700463,0.005951372,1.302307E-5,1.110795E-4,3.399356E-4,7.297382E-4,2.203493E-4,3.289322E-4,10.41458,9.077422E-5,656489.6,656491.6
0.0057,15.97294,5687829.0,1398.291,1398.291,0.001449687,1.0,0.8566521,0.02902595,2.274575E-4,0.02370618,0.006844428,1.755158E-4,1.340064E-4,0.04690471,6.1933E-4,0.02239662,2.726357E-4,3.051788E-4,0.004689996,0.005779814,1.276074E-5,1.127969E-4,3.458533E-4,7.393378E-4,2.21861E-4,3.341212E-4,10.4137,9.075894E-5,656433.9,656435.8
0.0058,15.97562,5793176.0,1398.409,1398.409,0.001449687,1.0,0.8563717,0.02922258,2.286464E-4,0.0237652,0.006900887,1.746368E-4,1.362452E-4,0.04720517,6.335437E-4,0.02220114,2.707182E-4,3.015919E-4,0.004678726,0.005613117,1.250664E-5,1.145029E-4,3.517712E-4,7.48882E-4,2.233279E-4,3.39288E-4,10.41283,9.074369E-5,656379.2,656381.2
0.0059,15.97831,5915464.0,1398.53,1398.53,0.001449687,1.0,0.8560956,0.02941829,2.297996E-4,0.02382109,0.006956773,1.737521E-4,1.38483E-4,0.04750079,6.477906E-4,0.02200678,2.688563E-4,2.980062E-4,0.004666679,0.005451103,1.226127E-5,1.161987E-4,3.57691E-4,7.583722E-4,2.247512E-4,3.444384E-4,10.41198,9.072844E-5,656325.4,656327.7
0.006,15.981,6058052.0,1398.651,1398.651,0.001449687,1.0,0.8558237,0.0296132,2.309187E-4,0.02387396,0.0070121,1.728639E-4,1.407204E-4,0.04779177,6.620714E-4,0.02181344,2.67058E-4,2.944222E-4,0.004653877,0.005293591,1.202514E-5,1.178855E-4,3.636145E-4,7.678101E-4,2.261319E-4,3.495796E-4,10.41113,9.071318E-5,656272.6,656275.4
0.0061,15.98369,6215132.0,1398.775,1398.775,0.001449687,1.0,0.8555555,0.02980743,2.320052E-4,0.02392389,0.007066883,1.719741E-4,1.429585E-4,0.04807827,6.763868E-4,0.02162106,2.653157E-4,2.908405E-4,0.004640343,0.005140414,1.179827E-5,1.195643E-4,3.695438E-4,7.771974E-4,2.274713E-4,3.547187E-4,10.4103,9.069791E-5,656220.6,656224.4
0.0062,15.98638,6359385.0,1398.9,1398.9,0.001449687,1.0,0.8552912,0.030001,2.330595E-4,0.02397099,0.007121134,1.710838E-4,1.451975E-4,0.04836043,6.907358E-4,0.02142966,2.635858E-4,2.872626E-4,0.004626102,0.004991449,1.157927E-5,1.212347E-4,3.754791E-4,7.865344E-4,2.287705E-4,3.598576E-4,10.40947,9.068263E-5,656169.6,656174.7
0.0063,15.98907,6419331.0,1399.026,1399.026,0.001449687,1.0,0.8550311,0.03019362,2.340781E-4,0.02401528,0.007174866,1.701923E-4,1.474363E-4,0.04863819,7.051104E-4,0.0212395,2.617496E-4,2.836919E-4,0.004611188,0.004846683,1.136362E-5,1.228916E-4,3.814169E-4,7.958164E-4,2.3003E-4,3.649831E-4,10.40867,9.066738E-5,656119.6,656126.0
0.0064,15.99173,6241272.0,1399.155,1399.155,0.001449687,1.0,0.8547769,0.03038435,2.350497E-4,0.02405674,0.007228097,1.692952E-4,1.496701E-4,0.04891111,7.194865E-4,0.02105132,2.595465E-4,2.801368E-4,0.004595666,0.004706331,1.114055E-5,1.245207E-4,3.873434E-4,8.050266E-4,2.312504E-4,3.700474E-4,10.40788,9.065227E-5,656070.7,656077.7
0.006430336,15.99253,6131956.0,1399.194,1399.194,0.001449687,1.0,0.8547014,0.03044155,2.353315E-4,0.02406874,0.00724415,1.690204E-4,1.503451E-4,0.0489928,7.238404E-4,0.02099485,2.587382E-4,2.790637E-4,0.004590854,0.004664707,1.10685E-5,1.250052E-4,3.891347E-4,8.078012E-4,2.316127E-4,3.715564E-4,10.40766,9.064775E-5,656056.1,656062.8
0.00643275,15.99259,6152998.0,1399.197,1399.197,0.001449687,1.0,0.8546954,0.03044609,2.353536E-4,0.02406968,0.007245426,1.689984E-4,1.503987E-4,0.04899928,7.241866E-4,0.02099037,2.586757E-4,2.789784E-4,0.004590468,0.004661412,1.106271E-5,1.250436E-4,3.892771E-4,8.080215E-4,2.316414E-4,3.716758E-4,10.40764,9.064739E-5,656054.9,656061.6
0.006445391,15.99293,6197966.0,1399.213,1399.213,0.001449687,1.0,0.854664,0.03046988,2.354695E-4,0.02407459,0.007252103,1.688837E-4,1.506797E-4,0.04903317,7.25999E-4,0.02096684,2.583799E-4,2.785316E-4,0.004588445,0.004644193,1.10328E-5,1.252448E-4,3.90023E-4,8.09174E-4,2.317908E-4,3.723008E-4,10.40754,9.064551E-5,656048.8,656055.4
0.006446415,15.99295,6187602.0,1399.214,1399.214,0.001449687,1.0,0.8546615,0.03047181,2.354789E-4,0.02407499,0.007252644,1.688744E-4,1.507025E-4,0.04903591,7.261458E-4,0.02096494,2.583572E-4,2.784954E-4,0.004588281,0.004642801,1.10304E-5,1.252611E-4,3.900834E-4,8.092673E-4,2.318029E-4,3.723515E-4,10.40753,9.064535E-5,656048.3,656054.9
0.006455966,15.99321,6195223.0,1399.226,1399.226,0.001449687,1.0,0.8546378,0.03048978,2.355661E-4,0.02407867,0.007257684,1.687878E-4,1.509148E-4,0.04906147,7.275153E-4,0.02094716,2.581484E-4,2.781578E-4,0.004586745,0.004629836,1.100803E-5,1.25413E-4,3.906471E-4,8.101375E-4,2.319153E-4,3.728239E-4,10.40746,9.064393E-5,656043.7,656050.3
0.006464201,15.99342,6162196.0,1399.237,1399.237,0.001449687,1.0,0.8546174,0.03050526,2.35641E-4,0.02408183,0.007262025,1.687132E-4,1.510978E-4,0.04908348,7.286962E-4,0.02093185,2.579686E-4,2.778669E-4,0.004585417,0.004618689,1.098879E-5,1.255439E-4,3.91133E-4,8.108873E-4,2.32012E-4,3.732311E-4,10.4074,9.06427E-5,656039.7,656046.2
0.006464472,15.99343,6158221.0,1399.237,1399.237,0.001449687,1.0,0.8546167,0.03050577,2.356434E-4,0.02408193,0.007262167,1.687107E-4,1.511038E-4,0.0490842,7.287351E-4,0.02093134,2.579625E-4,2.778574E-4,0.004585373,0.004618323,1.098816E-5,1.255482E-4,3.91149E-4,8.109119E-4,2.320152E-4,3.732445E-4,10.4074,9.064266E-5,656039.6,656046.1
0.006474549,15.99369,6170892.0,1399.25,1399.25,0.001449687,1.0,0.8545918,0.0305247,2.357346E-4,0.02408576,0.007267474,1.686193E-4,1.513277E-4,0.04911107,7.301799E-4,0.02091261,2.577453E-4,2.775016E-4,0.004583742,0.004604723,1.096467E-5,1.257082E-4,3.917434E-4,8.118286E-4,2.321331E-4,3.737422E-4,10.40732,9.064116E-5,656034.7,656041.2
0.0065,15.99436,6167141.0,1399.283,1399.283,0.001449687,1.0,0.854529,0.03057245,2.35963E-4,0.02409532,0.007280856,1.683884E-4,1.51893E-4,0.04917876,7.338291E-4,0.02086535,2.572176E-4,2.766033E-4,0.004579597,0.00457055,1.090594E-5,1.261119E-4,3.932446E-4,8.141408E-4,2.324292E-4,3.749978E-4,10.40713,9.063736E-5,656022.4,656028.8
0.006529628,15.99514,6180384.0,1399.321,1399.321,0.001449687,1.0,0.8544563,0.03062795,2.362256E-4,0.02410624,0.007296394,1.681197E-4,1.525507E-4,0.0492572,7.38077E-4,0.0208104,2.566253E-4,2.755587E-4,0.004574724,0.004531093,1.083857E-5,1.26581E-4,3.949916E-4,8.168266E-4,2.327708E-4,3.764566E-4,10.4069,9.063296E-5,656008.2,656014.4
0.006532342,15.99521,6175452.0,1399.324,1399.324,0.001449687,1.0,0.8544497,0.03063303,2.362495E-4,0.02410723,0.007297816,1.680951E-4,1.52611E-4,0.04926437,7.384661E-4,0.02080537,2.565731E-4,2.75463E-4,0.004574275,0.004527495,1.083247E-5,1.266239E-4,3.951517E-4,8.170724E-4,2.328019E-4,3.765901E-4,10.40688,9.063255E-5,656006.9,656013.1
