Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_C10H8_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_STILB_Soln#6 (),Mole_fraction_C6H5C2H_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_C6H5CHCH3_Soln#6 (),Mole_fraction_BIPHENYL_Soln#6 (),Mole_fraction_C14H10_Soln#6 (),Mole_fraction_C16H10_Soln#6 (),Mole_fraction_C6H5C2H4C6H5_Soln#6 (),Mole_fraction_BIN1A_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
3.439917E-4,15.69901,-1.150634E7,1247.681,1247.681,0.001623649,1.0,0.9086107,0.00196303,4.366237E-5,0.002342294,2.495804E-4,7.465108E-6,0.003142153,2.527579E-7,0.02854964,4.614726E-4,7.939096E-5,3.702796E-4,0.03980276,0.01411085,7.090543E-5,1.368997E-6,2.048223E-5,1.883969E-6,1.263367E-4,8.63037E-7,10.58868,1.034237E-4,667462.6,667462.6
3.444258E-4,15.69903,-1.154376E7,1247.68,1247.68,0.001623649,1.0,0.9086056,0.001965361,4.371736E-5,0.002345138,2.498864E-4,7.482715E-6,0.003146027,2.534531E-7,0.02855015,4.614802E-4,7.951683E-5,3.707301E-4,0.0398,0.01410809,7.089139E-5,1.3723E-6,2.051036E-5,1.887529E-6,1.264227E-4,8.647801E-7,10.58866,1.034235E-4,667461.3,667461.3
3.444623E-4,15.69903,-1.154619E7,1247.68,1247.68,0.001623649,1.0,0.9086051,0.001965557,4.372198E-5,0.002345377,2.499121E-4,7.484195E-6,0.003146352,2.535116E-7,0.0285502,4.614809E-4,7.95274E-5,3.707679E-4,0.03979977,0.01410786,7.089021E-5,1.372577E-6,2.051272E-5,1.887828E-6,1.264299E-4,8.649266E-7,10.58866,1.034235E-4,667461.2,667461.2
3.44654E-4,15.69904,-1.149484E7,1247.68,1247.68,0.001623649,1.0,0.9086029,0.001966587,4.374627E-5,0.002346634,2.500472E-4,7.491979E-6,0.003148064,2.538191E-7,0.02855042,4.614842E-4,7.958301E-5,3.709669E-4,0.03979855,0.01410664,7.088388E-5,1.374038E-6,2.052515E-5,1.889402E-6,1.264678E-4,8.656973E-7,10.58865,1.034235E-4,667460.6,667460.6
3.448881E-4,15.69905,-1.149007E7,1247.679,1247.679,0.001623649,1.0,0.9086001,0.001967843,4.377591E-5,0.002348166,2.502121E-4,7.501483E-6,0.003150151,2.541945E-7,0.0285507,4.614882E-4,7.965088E-5,3.712097E-4,0.03979706,0.01410515,7.087628E-5,1.375821E-6,2.054031E-5,1.891323E-6,1.26514E-4,8.66638E-7,10.58864,1.034234E-4,667459.9,667459.9
3.450227E-4,15.69906,-1.14602E7,1247.679,1247.679,0.001623649,1.0,0.9085985,0.001968565,4.379296E-5,0.002349048,2.50307E-4,7.506951E-6,0.003151352,2.544106E-7,0.02855086,4.614906E-4,7.968991E-5,3.713494E-4,0.0397962,0.01410429,7.087194E-5,1.376847E-6,2.054904E-5,1.892428E-6,1.265406E-4,8.671793E-7,10.58863,1.034234E-4,667459.5,667459.5
3.451837E-4,15.69906,-1.146336E7,1247.679,1247.679,0.001623649,1.0,0.9085966,0.00196943,4.381335E-5,0.002350102,2.504205E-4,7.513495E-6,0.003152789,2.546693E-7,0.02855105,4.614933E-4,7.973662E-5,3.715165E-4,0.03979518,0.01410327,7.086675E-5,1.378074E-6,2.055947E-5,1.89375E-6,1.265723E-4,8.678271E-7,10.58862,1.034233E-4,667459.0,667459.1
3.452125E-4,15.69906,-1.148764E7,1247.679,1247.679,0.001623649,1.0,0.9085963,0.001969584,4.381699E-5,0.002350291,2.504407E-4,7.514664E-6,0.003153045,2.547155E-7,0.02855109,4.614938E-4,7.974496E-5,3.715463E-4,0.039795,0.01410309,7.086583E-5,1.378294E-6,2.056134E-5,1.893987E-6,1.26578E-4,8.679428E-7,10.58862,1.034233E-4,667459.0,667459.0
3.453088E-4,15.69907,-1.148986E7,1247.679,1247.679,0.001623649,1.0,0.9085951,0.001970101,4.382919E-5,0.002350921,2.505086E-4,7.518578E-6,0.003153904,2.548703E-7,0.0285512,4.614954E-4,7.977289E-5,3.716462E-4,0.03979439,0.01410247,7.086273E-5,1.379028E-6,2.056758E-5,1.894778E-6,1.265969E-4,8.683303E-7,10.58862,1.034233E-4,667458.7,667458.7
3.453626E-4,15.69907,-1.145877E7,1247.678,1247.678,0.001623649,1.0,0.9085945,0.00197039,4.383601E-5,0.002351274,2.505465E-4,7.520769E-6,0.003154385,2.549569E-7,0.02855127,4.614964E-4,7.978852E-5,3.717021E-4,0.03979404,0.01410213,7.0861E-5,1.379439E-6,2.057107E-5,1.89522E-6,1.266075E-4,8.685471E-7,10.58861,1.034233E-4,667458.5,667458.5
3.473618E-4,15.69916,-1.139849E7,1247.674,1247.674,0.001623649,1.0,0.9085709,0.001981115,4.408909E-5,0.002364354,2.519542E-4,7.602232E-6,0.003172208,2.581821E-7,0.02855365,4.615292E-4,8.036852E-5,3.737746E-4,0.03978135,0.01408943,7.079728E-5,1.39473E-6,2.070058E-5,1.911671E-6,1.269984E-4,8.766088E-7,10.58852,1.034227E-4,667452.6,667452.6
3.575654E-4,15.6996,-1.114343E7,1247.653,1247.653,0.001623649,1.0,0.9084506,0.002035708,4.537843E-5,0.002430883,2.591166E-4,8.023308E-6,0.003262911,2.749801E-7,0.02856586,4.616645E-4,8.333276E-5,3.843174E-4,0.03971673,0.01402487,7.047429E-5,1.473904E-6,2.136089E-5,1.996397E-6,1.289206E-4,9.18227E-7,10.58804,1.034198E-4,667422.5,667422.5
4.0E-4,15.70144,-1.017073E7,1247.569,1247.569,0.001623649,1.0,0.9079558,0.002260273,5.070061E-5,0.002703685,2.885285E-4,9.860867E-6,0.003635689,3.505787E-7,0.02861757,4.617273E-4,9.570269E-5,4.275705E-4,0.03945087,0.01376049,6.916082E-5,1.821926E-6,2.409379E-5,2.361318E-6,1.35779E-4,1.099187E-6,10.58609,1.034077E-4,667299.2,667299.3
5.0E-4,15.70583,-8268138.0,1247.398,1247.398,0.001623649,1.0,0.9068233,0.002774236,6.299832E-5,0.003322877,3.555516E-4,1.468975E-5,0.004487009,5.658477E-7,0.02874255,4.594505E-4,1.247752E-4,5.258756E-4,0.03884214,0.0131628,6.625689E-5,2.755137E-6,3.044311E-5,3.295273E-6,1.46186E-4,1.573716E-6,10.58167,1.033788E-4,667021.0,667021.1
6.0E-4,15.71025,-6747207.0,1247.258,1247.258,0.001623649,1.0,0.9057361,0.003268203,7.497678E-5,0.003911444,4.19618E-4,2.010107E-5,0.005303056,8.330514E-7,0.02886752,4.549941E-4,1.531918E-4,6.194775E-4,0.03825659,0.01259812,6.357409E-5,3.830637E-6,3.665671E-5,4.318741E-6,1.51134E-4,2.110073E-6,10.57751,1.033497E-4,666758.7,666758.7
7.0E-4,15.71466,-5486892.0,1247.144,1247.144,0.001623649,1.0,0.9046917,0.003743625,8.665831E-5,0.004472078,4.809869E-4,2.597185E-5,0.006086722,1.151552E-6,0.02898921,4.492909E-4,1.805592E-4,7.087698E-4,0.03769244,0.01206373,6.107262E-5,5.030422E-6,4.273057E-5,5.416345E-6,1.527451E-4,2.702047E-6,10.57358,1.033207E-4,666510.9,666510.9
8.0E-4,15.71903,-4415415.0,1247.052,1247.052,0.001623649,1.0,0.9036877,0.004201722,9.806003E-5,0.00500702,5.398717E-4,3.220041E-5,0.006840391,1.520329E-6,0.02910585,4.428911E-4,2.066874E-4,7.940801E-4,0.0371482,0.0115573,5.872655E-5,6.33879E-6,4.866479E-5,6.575017E-6,1.523075E-4,3.344179E-6,10.56986,1.03292E-4,666276.5,666276.5
9.0E-4,15.72334,-3487217.0,1246.978,1246.978,0.001623649,1.0,0.9027219,0.004643549,1.091959E-4,0.005518192,5.964543E-4,3.870217E-5,0.0075661,1.938075E-6,0.02921655,4.36127E-4,2.315019E-4,8.756901E-4,0.03662262,0.01107679,5.651762E-5,7.741949E-6,5.446171E-5,7.78358E-6,1.506141E-4,4.031605E-6,10.56634,1.032637E-4,666054.4,666054.4
0.001,15.72759,-2671962.0,1246.921,1246.921,0.001623649,1.0,0.9017922,0.005070039,1.200778E-4,0.006007279,6.508932E-4,4.540655E-5,0.008265636,2.403276E-6,0.02932094,4.292013E-4,2.549936E-4,9.538473E-4,0.03611459,0.01062039,5.443203E-5,9.227734E-6,6.012491E-5,9.032439E-6,1.481581E-4,4.759958E-6,10.563,1.032358E-4,665843.8,665843.9
0.0011,15.73177,-1948846.0,1246.878,1246.878,0.001623649,1.0,0.9008965,0.005482031,1.307164E-4,0.006475779,7.033287E-4,5.225458E-5,0.008940587,2.91427E-6,0.02941893,4.222374E-4,2.771906E-4,0.001028773,0.03562313,0.01018649,5.245881E-5,1.078538E-5,6.565856E-5,1.031334E-5,1.452475E-4,5.525287E-6,10.55983,1.032083E-4,665643.9,665643.9
0.0012,15.73588,-1302863.0,1246.848,1246.848,0.001623649,1.0,0.900033,0.00588028,1.411211E-4,0.006925033,7.538862E-4,5.919692E-5,0.009592385,3.469299E-6,0.02951063,4.15309E-4,2.981413E-4,0.001100665,0.03514735,0.00977362,5.058882E-5,1.240536E-5,7.10671E-5,1.161918E-5,1.420743E-4,6.324005E-6,10.55681,1.031814E-4,665453.9,665454.0
0.0013,15.73991,-723047.2,1246.829,1246.829,0.001623649,1.0,0.8991999,0.006265481,1.513007E-4,0.007356257,8.026792E-4,6.619232E-5,0.01022233,4.066542E-6,0.02959623,4.084605E-4,3.179037E-4,0.001169705,0.03468643,0.009380459,4.881422E-5,1.407917E-5,7.635498E-5,1.294381E-5,1.387602E-4,7.152846E-6,10.55395,1.031549E-4,665273.2,665273.3
0.0014,15.74388,-199870.6,1246.82,1246.82,0.001623649,1.0,0.8983957,0.00663827,1.612633E-4,0.007770552,8.498104E-4,7.320626E-5,0.01083161,4.704152E-6,0.02967597,4.017176E-4,3.365392E-4,0.001236058,0.03423962,0.009005793,4.712809E-5,1.579929E-5,8.152656E-5,1.428194E-5,1.353828E-4,8.008824E-6,10.55122,1.031289E-4,665101.2,665101.2
0.0015,15.74777,271286.5,1246.821,1246.821,0.001623649,1.0,0.8976188,0.006999235,1.710164E-4,0.008168926,8.953736E-4,8.020989E-5,0.01142131,5.380271E-6,0.02975012,3.950943E-4,3.541102E-4,0.001299875,0.03380623,0.008648515,4.55243E-5,1.755897E-5,8.658606E-5,1.562899E-5,1.319915E-4,8.889205E-6,10.54862,1.031035E-4,664937.3,664937.3
0.0016,15.75158,698038.7,1246.83,1246.83,0.001623649,1.0,0.896868,0.007348919,1.805673E-4,0.0085523,9.394548E-4,8.717921E-5,0.01199243,6.093056E-6,0.02981896,3.885974E-4,3.706772E-4,0.001361294,0.03338564,0.008307605,4.39973E-5,1.93522E-5,9.15375E-5,1.6981E-5,1.286175E-4,9.791482E-6,10.54614,1.030785E-4,664781.1,664781.1
0.0017,15.75533,1084381.0,1246.847,1246.847,0.001623649,1.0,0.8961418,0.007687829,1.899226E-4,0.008921522,9.821329E-4,9.409422E-5,0.01254592,6.840682E-6,0.02988274,3.822294E-4,3.862984E-4,0.001420445,0.03297725,0.007982125,4.254208E-5,2.117361E-5,9.638468E-5,1.833456E-5,1.252811E-4,1.071335E-5,10.54377,1.03054E-4,664631.9,664631.9
0.0018,15.759,1434255.0,1246.871,1246.871,0.001623649,1.0,0.895439,0.008016439,1.990886E-4,0.009277371,0.001023481,1.009384E-4,0.01308261,7.621363E-6,0.02994174,3.759902E-4,4.010289E-4,0.001477446,0.0325805,0.007671209,4.115405E-5,2.301838E-5,1.011312E-4,1.968669E-5,1.219953E-4,1.165268E-5,10.54151,1.030299E-4,664489.5,664489.5
0.0019,15.76261,1751053.0,1246.9,1246.9,0.001623649,1.0,0.8947587,0.008335187,2.080713E-4,0.009620565,0.001063565,1.07698E-4,0.01360332,8.433352E-6,0.02999619,3.698779E-4,4.149207E-4,0.001532407,0.0321949,0.007374056,3.982903E-5,2.48822E-5,1.057805E-4,2.103487E-5,1.187681E-4,1.260754E-5,10.53935,1.030064E-4,664353.5,664353.5
0.002,15.76615,2037918.0,1246.936,1246.936,0.001623649,1.0,0.8940997,0.008644488,2.168765E-4,0.00995177,0.001102448,1.143621E-4,0.01410878,9.274948E-6,0.03004634,3.638897E-4,4.280226E-4,0.00158543,0.03181995,0.007089923,3.856317E-5,2.676121E-5,1.103359E-4,2.237689E-5,1.156045E-4,1.35761E-5,10.53729,1.029833E-4,664223.4,664223.4
0.0021,15.76962,2297374.0,1246.977,1246.977,0.001623649,1.0,0.893461,0.00894473,2.255095E-4,0.01027161,0.001140188,1.209214E-4,0.01459968,1.01445E-5,0.03009241,3.580226E-4,4.403803E-4,0.001636611,0.03145522,0.006818115,3.735294E-5,2.86519E-5,1.148003E-4,2.371084E-5,1.125078E-4,1.455671E-5,10.53532,1.029606E-4,664098.9,664098.9
0.0022,15.77302,2531909.0,1247.022,1247.022,0.001623649,1.0,0.8928418,0.009236286,2.339755E-4,0.01058066,0.001176839,1.273685E-4,0.01507669,1.104037E-5,0.03013461,3.52273E-4,4.520377E-4,0.001686039,0.03110027,0.006557977,3.6195E-5,3.055107E-5,1.191767E-4,2.503506E-5,1.094795E-4,1.554778E-5,10.53343,1.029384E-4,663979.8,663979.8
0.0023,15.77636,2743548.0,1247.072,1247.072,0.001623649,1.0,0.8922412,0.009519506,2.422796E-4,0.01087947,0.001212452,1.336976E-4,0.01554041,1.196098E-5,0.03017316,3.46637E-4,4.630359E-4,0.0017338,0.0307547,0.006308893,3.508631E-5,3.245585E-5,1.234679E-4,2.634812E-5,1.065204E-4,1.654786E-5,10.53161,1.029166E-4,663865.6,663865.6
0.0024,15.77963,2934467.0,1247.125,1247.125,0.001623649,1.0,0.8916584,0.009794698,2.50426E-4,0.01116851,0.001247072,1.399045E-4,0.0159914,1.290491E-5,0.03020823,3.411114E-4,4.734102E-4,0.001779967,0.03041816,0.006070334,3.402422E-5,3.436385E-5,1.276765E-4,2.76489E-5,1.036305E-4,1.755569E-5,10.52988,1.028953E-4,663756.2,663756.2
0.0025,15.78284,3105387.0,1247.182,1247.182,0.001623649,1.0,0.8910926,0.01006216,2.584193E-4,0.01144823,0.001280741,1.459859E-4,0.01643016,1.387077E-5,0.03023999,3.356932E-4,4.831951E-4,0.001824611,0.03009031,0.005841787,3.300616E-5,3.627283E-5,1.318047E-4,2.893641E-5,1.008097E-4,1.857009E-5,10.52822,1.028743E-4,663651.3,663651.3
0.0026,15.78599,3259006.0,1247.241,1247.241,0.001623649,1.0,0.8905432,0.01032219,2.662636E-4,0.01171908,0.001313502,1.519395E-4,0.01685721,1.485713E-5,0.03026861,3.303792E-4,4.924241E-4,0.001867801,0.02977082,0.005622751,3.202968E-5,3.818069E-5,1.35855E-4,3.020978E-5,9.805734E-5,1.958987E-5,10.52662,1.028538E-4,663550.7,663550.7
0.0027,15.78908,3396407.0,1247.304,1247.304,0.001623649,1.0,0.8900095,0.01057506,2.739631E-4,0.01198147,0.001345391,1.577635E-4,0.01727302,1.586268E-5,0.03029425,3.251665E-4,5.011284E-4,0.001909602,0.02945936,0.00541276,3.109256E-5,4.008557E-5,1.398296E-4,3.146827E-5,9.537289E-5,2.0614E-5,10.52509,1.028337E-4,663454.1,663454.1
0.0028,15.79211,3518612.0,1247.369,1247.369,0.001623649,1.0,0.889491,0.01082103,2.815214E-4,0.01223575,0.001376444,1.634572E-4,0.01767801,1.688618E-5,0.03031706,3.200523E-4,5.093357E-4,0.001950072,0.02915566,0.005211399,3.019278E-5,4.198588E-5,1.437306E-4,3.271131E-5,9.275551E-5,2.164152E-5,10.52362,1.028139E-4,663361.4,663361.4
0.0029,15.79508,3627571.0,1247.436,1247.436,0.001623649,1.0,0.8889869,0.01106035,2.889423E-4,0.0124823,0.001406696,1.690202E-4,0.01807261,1.792638E-5,0.03033718,3.150339E-4,5.170739E-4,0.001989269,0.02885944,0.005018249,2.932835E-5,4.388007E-5,1.475601E-4,3.393841E-5,9.020426E-5,2.267151E-5,10.5222,1.027946E-4,663272.3,663272.3
0.002937967,15.7962,3664801.0,1247.462,1247.462,0.001623649,1.0,0.8887991,0.01114952,2.917246E-4,0.01257396,0.001417979,1.710981E-4,0.0182198,1.832545E-5,0.03034414,3.131531E-4,5.198945E-4,0.002003829,0.02874887,0.004946984,2.900903E-5,4.459735E-5,1.489958E-4,3.440004E-5,8.925273E-5,2.306303E-5,10.52168,1.027874E-4,663239.4,663239.4
0.002943293,15.79635,3667281.0,1247.466,1247.466,0.001623649,1.0,0.888773,0.01116195,2.921134E-4,0.01258673,0.001419553,1.71388E-4,0.01824033,1.83816E-5,0.03034509,3.128903E-4,5.202851E-4,0.002005857,0.02873344,0.004937077,2.89646E-5,4.469786E-5,1.491963E-4,3.44646E-5,8.912001E-5,2.311796E-5,10.52161,1.027863E-4,663234.8,663234.8
0.002944625,15.79639,3641111.0,1247.467,1247.467,0.001623649,1.0,0.8887664,0.01116506,2.922106E-4,0.01258992,0.001419946,1.714605E-4,0.01824546,1.839565E-5,0.03034532,3.128246E-4,5.203827E-4,0.002006364,0.02872958,0.004934602,2.895328E-5,4.4723E-5,1.492465E-4,3.448074E-5,8.908685E-5,2.313171E-5,10.52159,1.027861E-4,663233.7,663233.7
0.002944827,15.7964,3628889.0,1247.467,1247.467,0.001623649,1.0,0.8887654,0.01116553,2.922253E-4,0.01259041,0.001420006,1.714715E-4,0.01824624,1.839778E-5,0.03034536,3.128146E-4,5.203974E-4,0.002006441,0.028729,0.004934227,2.895151E-5,4.472682E-5,1.492541E-4,3.448319E-5,8.908182E-5,2.313379E-5,10.52159,1.02786E-4,663233.5,663233.5
0.002945258,15.79641,3626713.0,1247.467,1247.467,0.001623649,1.0,0.8887633,0.01116653,2.922567E-4,0.01259144,0.001420133,1.714949E-4,0.01824789,1.840232E-5,0.03034544,3.127933E-4,5.204289E-4,0.002006604,0.02872775,0.004933427,2.894775E-5,4.473494E-5,1.492703E-4,3.448841E-5,8.90711E-5,2.313823E-5,10.52158,1.02786E-4,663233.1,663233.2
0.002945449,15.79642,3660066.0,1247.467,1247.467,0.001623649,1.0,0.8887624,0.01116698,2.922707E-4,0.0125919,0.00142019,1.715053E-4,0.01824863,1.840434E-5,0.03034547,3.127838E-4,5.20443E-4,0.002006677,0.0287272,0.004933071,2.894607E-5,4.473856E-5,1.492775E-4,3.449073E-5,8.906633E-5,2.314021E-5,10.52158,1.027859E-4,663233.0,663233.0
0.002945513,15.79642,3654287.0,1247.467,1247.467,0.001623649,1.0,0.8887621,0.01116713,2.922754E-4,0.01259205,0.001420208,1.715088E-4,0.01824888,1.840502E-5,0.03034548,3.127806E-4,5.204477E-4,0.002006702,0.02872701,0.004932952,2.89455E-5,4.473977E-5,1.492799E-4,3.44915E-5,8.906474E-5,2.314087E-5,10.52158,1.027859E-4,663232.9,663232.9
0.002946855,15.79646,3669319.0,1247.468,1247.468,0.001623649,1.0,0.8887555,0.01117026,2.923732E-4,0.01259527,0.001420604,1.715818E-4,0.01825404,1.841918E-5,0.03034572,3.127143E-4,5.205457E-4,0.002007212,0.02872313,0.004930462,2.893425E-5,4.476508E-5,1.493304E-4,3.450775E-5,8.903136E-5,2.315471E-5,10.52156,1.027857E-4,663231.8,663231.8
0.003,15.798,3723341.0,1247.505,1247.505,0.001623649,1.0,0.8884967,0.01129325,2.962295E-4,0.01272147,0.001436179,1.744526E-4,0.01845723,1.898211E-5,0.03035474,3.101084E-4,5.243689E-4,0.002027246,0.02857041,0.004832924,2.849767E-5,4.576677E-5,1.5132E-4,3.514914E-5,8.771804E-5,2.37031E-5,10.52084,1.027756E-4,663186.7,663186.7
0.0031,15.80086,3807390.0,1247.576,1247.576,0.001623649,1.0,0.8880199,0.01151996,3.033864E-4,0.01295355,0.001464923,1.797553E-4,0.01883224,2.005222E-5,0.03036987,3.052743E-4,5.312452E-4,0.002064056,0.02828834,0.004655054,2.769851E-5,4.764477E-5,1.550123E-4,3.634321E-5,8.529592E-5,2.473552E-5,10.51954,1.02757E-4,663104.3,663104.4
0.0032,15.80366,3880843.0,1247.648,1247.648,0.001623649,1.0,0.887556,0.01174071,3.104162E-4,0.01317887,0.001492958,1.849291E-4,0.019198,2.113561E-5,0.0303827,3.00528E-4,5.377257E-4,0.002099746,0.02801297,0.004484293,2.692973E-5,4.951296E-5,1.586386E-4,3.752037E-5,8.293669E-5,2.576802E-5,10.51828,1.027388E-4,663025.1,663025.2
0.0033,15.80641,3944315.0,1247.722,1247.722,0.001623649,1.0,0.8871044,0.01195569,3.173222E-4,0.0133977,0.001520309,1.899753E-4,0.01955483,2.223128E-5,0.03039334,2.95868E-4,5.438312E-4,0.002134362,0.02774409,0.004320328,2.618976E-5,5.137039E-5,1.622008E-4,3.868045E-5,8.063916E-5,2.679993E-5,10.51707,1.027209E-4,662948.9,662948.9
0.0034,15.80911,3998581.0,1247.797,1247.797,0.001623649,1.0,0.8866649,0.01216509,3.241071E-4,0.01361028,0.001547,1.948953E-4,0.01990305,2.333829E-5,0.03040188,2.912923E-4,5.495809E-4,0.002167943,0.02748148,0.004162867,2.547726E-5,5.321624E-5,1.657004E-4,3.982334E-5,7.840223E-5,2.783066E-5,10.51591,1.027034E-4,662875.5,662875.5
0.0035,15.81175,4044399.0,1247.872,1247.872,0.001623649,1.0,0.8862369,0.01236908,3.307738E-4,0.01381687,0.001573056,1.99691E-4,0.02024296,2.445573E-5,0.03040842,2.867993E-4,5.549935E-4,0.002200529,0.02722495,0.004011624,2.479092E-5,5.504973E-5,1.691389E-4,4.094896E-5,7.622476E-5,2.885964E-5,10.51479,1.026862E-4,662804.8,662804.9
