Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_STILB_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_BIPHENYL_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_C16H10_Soln#13 (),Mole_fraction_BIN1A_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
7.2E-4,15.82153,-1.75796E7,1564.765,1564.765,0.001268476,1.0,0.8541502,0.03263971,4.39974E-5,0.01952334,0.01245196,2.601254E-4,2.900802E-4,9.926368E-4,0.04856042,0.001408472,0.01540616,8.248055E-4,2.15065E-4,0.005784795,0.003433043,7.401227E-6,4.914336E-4,0.001122659,3.937623E-4,4.599728E-4,10.2944,8.017405E-5,648912.8,648912.8
7.3E-4,15.823,-1.660214E7,1564.726,1564.726,0.001268476,1.0,0.8539752,0.03278843,4.395527E-5,0.01951441,0.01253934,2.603977E-4,2.924574E-4,9.982919E-4,0.04874115,0.001428489,0.01524661,8.160985E-4,2.1257E-4,0.005758149,0.00333902,7.29586E-6,4.978625E-4,0.001133128,3.952267E-4,4.649612E-4,10.29319,8.016658E-5,648836.1,648836.1
7.4E-4,15.82447,-1.566663E7,1564.689,1564.689,0.001268476,1.0,0.8538037,0.03293567,4.391479E-5,0.01950403,0.01262596,2.606472E-4,2.948187E-4,0.001003809,0.04891831,0.001448398,0.01508885,8.075053E-4,2.100855E-4,0.005731198,0.003247827,7.192586E-6,5.042658E-4,0.001143471,3.966323E-4,4.699073E-4,10.29199,8.015913E-5,648760.5,648760.5
7.5E-4,15.82594,-1.477033E7,1564.654,1564.654,0.001268476,1.0,0.8536354,0.03308147,4.38759E-5,0.01949225,0.01271185,2.608749E-4,2.971644E-4,0.00100919,0.04909198,0.001468198,0.01493284,7.990232E-4,2.07612E-4,0.005703962,0.003159373,7.091349E-6,5.106435E-4,0.001153689,3.979805E-4,4.748118E-4,10.2908,8.01517E-5,648685.9,648685.9
7.6E-4,15.8274,-1.391181E7,1564.622,1564.622,0.001268476,1.0,0.8534703,0.03322583,4.383854E-5,0.01947912,0.01279701,2.610817E-4,2.994944E-4,0.001014438,0.04926224,0.001487888,0.01477857,7.9065E-4,2.051504E-4,0.005676463,0.003073573,6.992095E-6,5.169952E-4,0.001163782,3.992729E-4,4.796752E-4,10.28964,8.014429E-5,648612.4,648612.4
7.7E-4,15.82886,-1.309004E7,1564.591,1564.591,0.001268476,1.0,0.8533083,0.03336878,4.380266E-5,0.01946469,0.01288146,2.612685E-4,3.01809E-4,0.001019555,0.04942919,0.001507467,0.01462601,7.823832E-4,2.027012E-4,0.00564872,0.00299034,6.89477E-6,5.233209E-4,0.001173752,4.005109E-4,4.844979E-4,10.28848,8.01369E-5,648539.8,648539.8
7.8E-4,15.83032,-1.23047E7,1564.562,1564.562,0.001268476,1.0,0.8531493,0.03351035,4.376819E-5,0.01944902,0.01296522,2.614364E-4,3.041083E-4,0.001024544,0.04959288,0.001526932,0.01447513,7.742206E-4,2.002651E-4,0.005620753,0.002909592,6.799324E-6,5.296203E-4,0.001183597,4.016958E-4,4.892804E-4,10.28735,8.012954E-5,648468.2,648468.2
7.9E-4,15.83177,-1.155418E7,1564.535,1564.535,0.001268476,1.0,0.8529933,0.03365054,4.37351E-5,0.01943213,0.0130483,2.61586E-4,3.063924E-4,0.001029408,0.04975342,0.001546285,0.01432592,7.6616E-4,1.978426E-4,0.00559258,0.002831253,6.705708E-6,5.358933E-4,0.00119332,4.028291E-4,4.940233E-4,10.28623,8.01222E-5,648397.5,648397.5
8.0E-4,15.83321,-1.083715E7,1564.509,1564.509,0.001268476,1.0,0.8528402,0.03378938,4.370333E-5,0.01941408,0.01313071,2.617182E-4,3.086613E-4,0.001034148,0.04991086,0.001565522,0.01417834,7.581994E-4,1.954344E-4,0.005564219,0.002755246,6.613875E-6,5.421396E-4,0.001202921,4.03912E-4,4.987271E-4,10.28512,8.011489E-5,648327.8,648327.8
8.1E-4,15.83465,-1.015181E7,1564.485,1564.485,0.001268476,1.0,0.8526899,0.03392689,4.367283E-5,0.01939491,0.01321246,2.618338E-4,3.109153E-4,0.001038767,0.05006528,0.001584644,0.01403238,7.503367E-4,1.93041E-4,0.005535688,0.002681496,6.523777E-6,5.483592E-4,0.001212399,4.04946E-4,5.033922E-4,10.28403,8.010761E-5,648258.9,648258.9
8.2E-4,15.83608,-9497271.0,1564.462,1564.462,0.001268476,1.0,0.8525424,0.03406308,4.364355E-5,0.01937466,0.01329357,2.619335E-4,3.131543E-4,0.001043267,0.05021676,0.001603649,0.01388802,7.4257E-4,1.906627E-4,0.005507001,0.002609936,6.435371E-6,5.545519E-4,0.001221757,4.059322E-4,5.080191E-4,10.28295,8.010036E-5,648190.9,648190.9
8.3E-4,15.83751,-8872383.0,1564.441,1564.441,0.001268476,1.0,0.8523975,0.03419797,4.361546E-5,0.01935336,0.01337405,2.620179E-4,3.153785E-4,0.001047651,0.05036535,0.001622536,0.01374523,7.348975E-4,1.883001E-4,0.005478175,0.002540495,6.348615E-6,5.607175E-4,0.001230993,4.068719E-4,5.126083E-4,10.28188,8.009313E-5,648123.7,648123.7
8.4E-4,15.83894,-8276063.0,1564.422,1564.422,0.001268476,1.0,0.8522553,0.03433158,4.358851E-5,0.01933107,0.01345391,2.620879E-4,3.17588E-4,0.00105192,0.05051113,0.001641306,0.01360399,7.273173E-4,1.859537E-4,0.005449225,0.002473107,6.263465E-6,5.668558E-4,0.00124011,4.077663E-4,5.171603E-4,10.28083,8.008594E-5,648057.4,648057.4
8.5E-4,15.84035,-7707235.0,1564.404,1564.404,0.001268476,1.0,0.8521156,0.03446392,4.356266E-5,0.01930781,0.01353316,2.62144E-4,3.197828E-4,0.001056077,0.05065415,0.001659956,0.01346429,7.198278E-4,1.836237E-4,0.005420166,0.00240771,6.179882E-6,5.729667E-4,0.001249107,4.086166E-4,5.216755E-4,10.27979,8.007878E-5,647991.8,647991.8
8.6E-4,15.84176,-7164890.0,1564.386,1564.386,0.001268476,1.0,0.8519784,0.03459501,4.353788E-5,0.01928361,0.01361181,2.621867E-4,3.21963E-4,0.001060124,0.05079449,0.001678486,0.0133261,7.124272E-4,1.813106E-4,0.005391011,0.002344241,6.097826E-6,5.790501E-4,0.001257986,4.094239E-4,5.261544E-4,10.27876,8.007165E-5,647927.1,647927.1
8.7E-4,15.84317,-6649214.0,1564.371,1564.371,0.001268476,1.0,0.8518437,0.03472486,4.351411E-5,0.01925853,0.01368988,2.622168E-4,3.241286E-4,0.001064062,0.0509322,0.001696896,0.0131894,7.051138E-4,1.790147E-4,0.005361774,0.00228264,6.01726E-6,5.851059E-4,0.001266747,4.101894E-4,5.305975E-4,10.27775,8.006455E-5,647863.1,647863.1
8.8E-4,15.84457,-6176005.0,1564.356,1564.356,0.001268476,1.0,0.8517113,0.0348535,4.349134E-5,0.01923257,0.01376736,2.622347E-4,3.262798E-4,0.001067894,0.05106734,0.001715185,0.01305417,6.978862E-4,1.767363E-4,0.005332468,0.002222851,5.938147E-6,5.911338E-4,0.00127539,4.109141E-4,5.350053E-4,10.27675,8.005748E-5,647799.8,647799.8
8.9E-4,15.84596,-5692668.0,1564.342,1564.342,0.001268476,1.0,0.8515813,0.03498094,4.346953E-5,0.01920579,0.01384428,2.622409E-4,3.284165E-4,0.001071621,0.05119996,0.001733352,0.01292041,6.907429E-4,1.744758E-4,0.005303104,0.002164817,5.860452E-6,5.971337E-4,0.001283916,4.115991E-4,5.39378E-4,10.27575,8.005045E-5,647737.3,647737.3
9.0E-4,15.84734,-5241850.0,1564.33,1564.33,0.001268476,1.0,0.8514536,0.03510718,4.344863E-5,0.01917821,0.01392064,2.62236E-4,3.305389E-4,0.001075245,0.05133013,0.001751397,0.01278808,6.836822E-4,1.722334E-4,0.005273695,0.002108484,5.78414E-6,6.031056E-4,0.001292327,4.122454E-4,5.437163E-4,10.27477,8.004345E-5,647675.5,647675.5
9.1E-4,15.84872,-4817654.0,1564.318,1564.318,0.001268476,1.0,0.8513281,0.03523225,4.342863E-5,0.01914986,0.01399645,2.622204E-4,3.326469E-4,0.001078768,0.05145789,0.001769319,0.01265717,6.767029E-4,1.700094E-4,0.005244253,0.002053801,5.709178E-6,6.090493E-4,0.001300622,4.128542E-4,5.480206E-4,10.2738,8.003649E-5,647614.4,647614.4
9.2E-4,15.85009,-4414190.0,1564.308,1564.308,0.001268476,1.0,0.8512047,0.03535615,4.340948E-5,0.01912076,0.01407172,2.621946E-4,3.347406E-4,0.001082193,0.05158329,0.001787118,0.01252766,6.698036E-4,1.67804E-4,0.005214787,0.002000717,5.635533E-6,6.149646E-4,0.001308803,4.134263E-4,5.522912E-4,10.27285,8.002956E-5,647554.0,647554.0
9.3E-4,15.85146,-4031384.0,1564.298,1564.298,0.001268476,1.0,0.8510836,0.03547891,4.339117E-5,0.01909096,0.01414646,2.62159E-4,3.368202E-4,0.00108552,0.05170639,0.001804793,0.01239954,6.629828E-4,1.656174E-4,0.005185309,0.001949182,5.563175E-6,6.208515E-4,0.00131687,4.139627E-4,5.565287E-4,10.2719,8.002267E-5,647494.2,647494.2
9.4E-4,15.85282,-3668396.0,1564.289,1564.289,0.001268476,1.0,0.8509644,0.03560054,4.337364E-5,0.01906047,0.01422068,2.621141E-4,3.388855E-4,0.001088751,0.05182724,0.001822344,0.01227278,6.562394E-4,1.634498E-4,0.005155828,0.00189915,5.492072E-6,6.267098E-4,0.001324824,4.144645E-4,5.607334E-4,10.27096,8.001582E-5,647435.1,647435.1
9.5E-4,15.85417,-3324728.0,1564.281,1564.281,0.001268476,1.0,0.8508474,0.03572105,4.335689E-5,0.01902932,0.01429438,2.620602E-4,3.409366E-4,0.001091888,0.05194588,0.001839771,0.01214738,6.495721E-4,1.613015E-4,0.005126355,0.001850576,5.422195E-6,6.325394E-4,0.001332665,4.149324E-4,5.649057E-4,10.27003,8.0009E-5,647376.6,647376.6
9.6E-4,15.85551,-2999059.0,1564.274,1564.274,0.001268476,1.0,0.8507323,0.03584044,4.334089E-5,0.01899754,0.01436758,2.619977E-4,3.429736E-4,0.001094933,0.05206236,0.001857072,0.01202331,6.429797E-4,1.591725E-4,0.005096898,0.001803415,5.353517E-6,6.383403E-4,0.001340395,4.153674E-4,5.690462E-4,10.26911,8.000222E-5,647318.8,647318.8
9.7E-4,15.85685,-2690710.0,1564.268,1564.268,0.001268476,1.0,0.8506192,0.03595875,4.33256E-5,0.01896515,0.01444027,2.619269E-4,3.449965E-4,0.001097886,0.05217672,0.001874249,0.01190057,6.364609E-4,1.57063E-4,0.005067466,0.001757624,5.286009E-6,6.441122E-4,0.001348014,4.157704E-4,5.731551E-4,10.26821,7.999548E-5,647261.5,647261.5
9.8E-4,15.85818,-2398672.0,1564.262,1564.262,0.001268476,1.0,0.850508,0.03607597,4.331101E-5,0.01893218,0.01451247,2.618483E-4,3.470054E-4,0.001100751,0.05228901,0.0018913,0.01177912,6.300147E-4,1.549731E-4,0.005038067,0.001713163,5.219644E-6,6.498551E-4,0.001355523,4.161423E-4,5.772329E-4,10.26731,7.998877E-5,647204.9,647204.9
9.9E-4,15.8595,-2122900.0,1564.257,1564.257,0.001268476,1.0,0.8503987,0.03619212,4.32971E-5,0.01889865,0.01458419,2.617621E-4,3.490002E-4,0.001103528,0.05239926,0.001908226,0.01165897,6.236399E-4,1.52903E-4,0.005008711,0.00166999,5.154396E-6,6.55569E-4,0.001362923,4.164838E-4,5.8128E-4,10.26642,7.998211E-5,647148.8,647148.8
0.001,15.86081,-1862695.0,1564.252,1564.252,0.001268476,1.0,0.8502912,0.03630721,4.328383E-5,0.01886457,0.01465543,2.616686E-4,3.509809E-4,0.001106218,0.05250754,0.001925025,0.01154009,6.173355E-4,1.508528E-4,0.004979404,0.001628068,5.09024E-6,6.612536E-4,0.001370214,4.167958E-4,5.852967E-4,10.26554,7.997548E-5,647093.3,647093.3
