Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_C6H5CHCH3_Soln#4 (),Mole_fraction_BIPHENYL_Soln#4 (),Mole_fraction_FLUORENE_Soln#4 (),Mole_fraction_C14H10_Soln#4 (),Mole_fraction_C16H10_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
0.0,15.7,-1.634398E7,1150.0,1150.0,0.001764836,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60769,1.1241E-4,668660.8,668660.8
7.042735E-7,15.69998,-1.563728E7,1149.998,1149.998,0.001764836,1.0,0.9128524,2.332826E-8,1.432923E-11,2.509075E-9,6.329387E-10,2.953668E-14,3.892669E-9,0.02851744,3.211464E-7,3.213754E-11,2.001503E-10,0.0421063,0.01652318,1.058776E-8,3.90146E-17,1.871438E-12,1.140739E-11,1.347806E-12,3.022774E-12,2.139549E-15,10.60768,1.124101E-4,668660.6,668660.6
6.266402E-6,15.69984,-1.124342E7,1149.985,1149.985,0.001764836,1.0,0.9128496,1.316545E-6,6.617706E-9,3.040768E-7,2.402392E-8,3.084703E-12,4.395889E-7,0.02851712,3.006386E-6,7.955653E-9,4.28515E-8,0.04210523,0.01652027,8.973193E-7,1.586551E-13,4.295371E-10,1.763063E-9,2.736072E-10,3.798878E-10,8.958083E-12,10.60766,1.124111E-4,668659.2,668659.2
3.441758E-5,15.69931,-9486735.0,1149.938,1149.938,0.001764836,1.0,0.9128296,1.463514E-5,1.71928E-7,6.270251E-6,4.537333E-7,1.291722E-10,8.300649E-6,0.02851334,1.770378E-5,1.696792E-7,8.086259E-7,0.04209116,0.01650415,1.020127E-5,1.791359E-11,8.825457E-9,4.007805E-8,5.15483E-9,3.085216E-8,1.242423E-9,10.60758,1.124149E-4,668654.1,668654.1
1.0E-4,15.69821,-9424134.0,1149.828,1149.828,0.001764836,1.0,0.9127632,5.085436E-5,9.711148E-7,3.67237E-5,2.576109E-6,2.675844E-9,4.804809E-5,0.02849961,5.120429E-5,9.982055E-7,4.54935E-6,0.04204454,0.01646161,3.000162E-5,4.092575E-10,5.175072E-8,2.68149E-7,2.923129E-8,6.385835E-7,2.078662E-8,10.60731,1.124228E-4,668637.1,668637.1
2.0E-4,15.69701,-7541144.0,1149.678,1149.678,0.001764836,1.0,0.9126232,1.138438E-4,3.015762E-6,1.168215E-4,8.097705E-6,2.433617E-8,1.525235E-4,0.02847385,9.203046E-5,3.200323E-6,1.423887E-5,0.04194935,0.01638698,5.186411E-5,3.610403E-9,1.652579E-7,9.232422E-7,9.300496E-8,4.225728E-6,1.230541E-7,10.60674,1.124314E-4,668601.2,668601.2
3.0E-4,15.69645,-5524791.0,1149.565,1149.565,0.001764836,1.0,0.9124539,1.828032E-4,5.724132E-6,2.233728E-4,1.542368E-5,8.645772E-8,2.916533E-4,0.02844838,1.17768E-4,6.213305E-6,2.706292E-5,0.04183724,0.01630508,6.502848E-5,1.255376E-8,3.173016E-7,1.833961E-6,1.801611E-7,1.11788E-5,3.162734E-7,10.60607,1.124354E-4,668559.1,668559.1
4.0E-4,15.69636,-4158978.0,1149.481,1149.481,0.001764836,1.0,0.912269,2.549339E-4,8.82006E-6,3.443872E-4,2.374102E-5,2.027754E-7,4.499316E-4,0.02842505,1.322792E-4,9.782809E-6,4.160443E-5,0.04171704,0.01621949,7.210366E-5,2.909534E-8,4.912049E-7,2.891571E-6,2.825273E-7,2.022764E-5,5.751185E-7,10.60536,1.12436E-4,668514.3,668514.3
5.0E-4,15.69655,-3366775.0,1149.416,1149.416,0.001764836,1.0,0.9120763,3.285285E-4,1.21333E-5,4.72457E-4,3.254496E-5,3.784992E-7,6.177528E-4,0.02840385,1.402038E-4,1.374608E-5,5.698805E-5,0.04159339,0.01613236,7.554414E-5,5.396515E-8,6.764743E-7,4.02661E-6,3.947554E-7,3.004871E-5,8.725022E-7,10.60463,1.124346E-4,668468.1,668468.1
6.0E-4,15.6969,-2921930.0,1149.362,1149.362,0.001764836,1.0,0.9118801,4.026488E-4,1.556885E-5,6.034977E-4,4.155633E-5,6.139147E-7,7.89803E-4,0.0283845,1.446342E-4,1.799936E-5,7.273086E-5,0.04146856,0.01604482,7.701938E-5,8.72583E-8,8.671716E-7,5.200539E-6,5.13691E-7,3.981319E-5,1.190121E-6,10.60389,1.124321E-4,668421.6,668421.6
7.0E-4,15.69734,-2662097.0,1149.313,1149.313,0.001764836,1.0,0.9116827,4.768134E-4,1.907683E-5,7.354113E-4,5.063144E-5,9.073097E-7,9.633412E-4,0.02836674,1.47268E-4,2.247568E-5,8.858457E-5,0.04134361,0.01595746,7.749302E-5,1.288165E-7,1.060122E-6,6.39339E-6,6.375768E-7,4.911043E-5,1.517551E-6,10.60315,1.12429E-4,668374.9,668374.9
8.0E-4,15.69781,-2496487.0,1149.268,1149.268,0.001764836,1.0,0.911485,5.507859E-4,2.263185E-5,8.671634E-4,5.969939E-5,1.256466E-6,0.001137009,0.02835037,1.489691E-4,2.713032E-5,1.044266E-4,0.04121904,0.01587055,7.747488E-5,1.784187E-7,1.253659E-6,7.595035E-6,7.65452E-7,5.777281E-5,1.849257E-6,10.60241,1.124256E-4,668328.4,668328.4
9.0E-4,15.69832,-2378483.0,1149.226,1149.226,0.001764836,1.0,0.9112877,6.244547E-4,2.622119E-5,9.982611E-4,6.872631E-5,1.659206E-6,0.001310151,0.02833525,1.501666E-4,3.193189E-5,1.201983E-4,0.04109507,0.01578424,7.722271E-5,2.358496E-7,1.446902E-6,8.800316E-6,8.96785E-7,6.575464E-5,2.182352E-6,10.60168,1.12422E-4,668282.1,668282.1
0.001,15.69884,-2285271.0,1149.185,1149.185,0.001764836,1.0,0.911091,6.97771E-4,2.983856E-5,0.001128482,7.769688E-5,2.113522E-6,0.001482469,0.02832122,1.510712E-4,3.685694E-5,1.35873E-4,0.0409718,0.01569856,7.686225E-5,3.009149E-7,1.639379E-6,1.000658E-5,1.031272E-6,7.306759E-5,2.515322E-6,10.60095,1.124182E-4,668236.2,668236.2
0.0011,15.69938,-2205533.0,1149.146,1149.146,0.001764836,1.0,0.9108951,7.707155E-4,3.348078E-5,0.001257731,8.660457E-5,2.617588E-6,0.001653828,0.0283082,1.517885E-4,4.188685E-5,1.514393E-4,0.04084927,0.01561355,7.645357E-5,3.734415E-7,1.830825E-6,1.121235E-5,1.168722E-6,7.97473E-5,2.847344E-6,10.60023,1.124144E-4,668190.5,668190.5
0.0012,15.69992,-2133895.0,1149.108,1149.108,0.001764836,1.0,0.9107,8.43283E-4,3.714616E-5,0.001385973,9.544693E-5,3.169721E-6,0.001824176,0.02829608,1.52373E-4,4.700607E-5,1.668927E-4,0.04072749,0.01552921,7.602501E-5,4.532728E-7,2.02108E-6,1.241679E-5,1.309006E-6,8.583806E-5,3.177932E-6,10.59951,1.124105E-4,668145.2,668145.2
0.0013,15.70048,-2067470.0,1149.071,1149.071,0.001764836,1.0,0.9105058,9.154743E-4,4.083374E-5,0.001513201,1.042234E-4,3.768345E-6,0.001993494,0.02828478,1.528552E-4,5.220121E-5,1.822321E-4,0.04060647,0.01544552,7.559011E-5,5.402637E-7,2.210043E-6,1.36193E-5,1.452022E-6,9.138554E-5,3.506775E-6,10.59879,1.124065E-4,668100.3,668100.3
0.0014,15.70104,-2004829.0,1149.035,1149.035,0.001764836,1.0,0.9103124,9.872932E-4,4.454286E-5,0.001639422,1.129344E-4,4.411968E-6,0.002161785,0.02827421,1.532532E-4,5.746045E-5,1.974581E-4,0.04048619,0.01536249,7.515495E-5,6.342764E-7,2.397648E-6,1.48195E-5,1.597684E-6,9.643398E-5,3.833651E-6,10.59809,1.124025E-4,668055.6,668055.6
0.0015,15.70161,-1945139.0,1149.001,1149.001,0.001764836,1.0,0.91012,0.001058745,4.827306E-5,0.001764645,1.215806E-4,5.099153E-6,0.002329055,0.0282643,1.535793E-4,6.277316E-5,2.125716E-4,0.04036665,0.01528011,7.472255E-5,7.351789E-7,2.583847E-6,1.601705E-5,1.745916E-6,1.010252E-4,4.158389E-6,10.59738,1.123984E-4,668011.3,668011.3
0.0016,15.70219,-1887941.0,1148.967,1148.967,0.001764836,1.0,0.9099286,0.001129834,5.202395E-5,0.001888886,1.301629E-4,5.82853E-6,0.002495316,0.028255,1.538416E-4,6.812993E-5,2.27574E-4,0.04024783,0.01519836,7.429382E-5,8.428439E-7,2.76861E-6,1.721169E-5,1.896645E-6,1.051974E-4,4.480852E-6,10.59669,1.123943E-4,667967.4,667967.4
0.0017,15.70277,-1833044.0,1148.935,1148.935,0.001764836,1.0,0.909738,0.001200567,5.579516E-5,0.002012158,1.386823E-4,6.598776E-6,0.002660582,0.02824625,1.540467E-4,7.352237E-5,2.42467E-4,0.04012974,0.01511724,7.386908E-5,9.571481E-7,2.951917E-6,1.840323E-5,2.049804E-6,1.089856E-4,4.800927E-6,10.59599,1.123901E-4,667923.8,667923.8
0.0018,15.70335,-1780109.0,1148.903,1148.903,0.001764836,1.0,0.9095484,0.001270948,5.958635E-5,0.002134475,1.471398E-4,7.408605E-6,0.002824865,0.02823799,1.542006E-4,7.894269E-5,2.572519E-4,0.04001236,0.01503673,7.344862E-5,1.077971E-6,3.133752E-6,1.959145E-5,2.205327E-6,1.124223E-4,5.118508E-6,10.59531,1.12386E-4,667880.5,667880.5
0.0019,15.70394,-1728992.0,1148.873,1148.873,0.001764836,1.0,0.9093598,0.001340982,6.339716E-5,0.002255852,1.555361E-4,8.256778E-6,0.002988179,0.02823018,1.543081E-4,8.4384E-5,2.719301E-4,0.03989568,0.01495684,7.303242E-5,1.205194E-6,3.314108E-6,2.077621E-5,2.363149E-6,1.155366E-4,5.433508E-6,10.59463,1.123817E-4,667837.6,667837.6
0.002,15.70454,-1679558.0,1148.843,1148.843,0.001764836,1.0,0.9091721,0.001410676,6.722727E-5,0.002376303,1.638724E-4,9.142091E-6,0.003150534,0.02822278,1.543736E-4,8.983999E-5,2.865032E-4,0.03977969,0.01487755,7.262039E-5,1.338704E-6,3.49298E-6,2.195734E-5,2.52321E-6,1.183557E-4,5.745847E-6,10.59395,1.123775E-4,667795.0,667795.0
0.0021,15.70514,-1631672.0,1148.814,1148.814,0.001764836,1.0,0.9089853,0.001480032,7.107633E-5,0.00249584,1.721493E-4,1.006337E-5,0.003311946,0.02821573,1.544011E-4,9.530478E-5,3.009725E-4,0.03966438,0.01479885,7.221242E-5,1.478386E-6,3.670366E-6,2.313473E-5,2.685448E-6,1.209049E-4,6.055454E-6,10.59328,1.123732E-4,667752.7,667752.7
0.0022,15.70574,-1585233.0,1148.786,1148.786,0.001764836,1.0,0.9087995,0.001549056,7.494403E-5,0.002614477,1.803678E-4,1.101947E-5,0.003472423,0.02820902,1.543939E-4,1.007733E-4,3.153394E-4,0.03954975,0.01472073,7.180837E-5,1.624132E-6,3.846271E-6,2.430825E-5,2.849805E-6,1.232064E-4,6.362268E-6,10.59262,1.123689E-4,667710.8,667710.8
0.0023,15.70634,-1540148.0,1148.758,1148.758,0.001764836,1.0,0.9086147,0.001617752,7.883001E-5,0.002732227,1.885288E-4,1.200931E-5,0.00363198,0.0282026,1.543554E-4,1.062408E-4,3.296051E-4,0.0394358,0.0146432,7.140814E-5,1.775833E-6,4.0207E-6,2.547782E-5,3.016222E-6,1.252812E-4,6.666237E-6,10.59196,1.123646E-4,667669.2,667669.2
0.0024,15.70695,-1496332.0,1148.732,1148.732,0.001764836,1.0,0.9084308,0.001686124,8.273396E-5,0.0028491,1.966329E-4,1.303181E-5,0.003790626,0.02819645,1.542882E-4,1.117032E-4,3.43771E-4,0.0393225,0.01456623,7.101161E-5,1.933383E-6,4.193658E-6,2.664335E-5,3.184645E-6,1.27148E-4,6.967313E-6,10.5913,1.123602E-4,667627.9,667627.9
0.0025,15.70756,-1453705.0,1148.706,1148.706,0.001764836,1.0,0.9082479,0.001754176,8.665556E-5,0.00296511,2.046811E-4,1.408593E-5,0.003948373,0.02819054,1.541951E-4,1.171566E-4,3.578382E-4,0.03920985,0.01448983,7.061869E-5,2.096681E-6,4.365156E-6,2.780477E-5,3.355019E-6,1.28824E-4,7.265458E-6,10.59065,1.123558E-4,667586.9,667586.9
0.0026,15.70817,-1412196.0,1148.681,1148.681,0.001764836,1.0,0.9080659,0.001821912,9.059446E-5,0.003080268,2.12674E-4,1.517066E-5,0.004105231,0.02818484,1.540785E-4,1.225975E-4,3.718079E-4,0.03909785,0.01441398,7.022928E-5,2.265622E-6,4.535204E-6,2.896202E-5,3.52729E-6,1.303256E-4,7.560635E-6,10.59001,1.123515E-4,667546.3,667546.3
0.0027,15.70879,-1371741.0,1148.657,1148.657,0.001764836,1.0,0.9078848,0.001889336,9.455036E-5,0.003194585,2.206123E-4,1.628502E-5,0.00426121,0.02817934,1.539404E-4,1.280228E-4,3.856814E-4,0.03898649,0.01433868,6.984332E-5,2.440109E-6,4.703811E-6,3.011503E-5,3.701407E-6,1.31667E-4,7.852816E-6,10.58937,1.12347E-4,667505.9,667505.9
0.0028,15.70941,-1332279.0,1148.633,1148.633,0.001764836,1.0,0.9077047,0.001956451,9.852293E-5,0.003308072,2.284969E-4,1.742806E-5,0.004416321,0.02817401,1.537829E-4,1.334299E-4,3.994597E-4,0.03887576,0.01426392,6.946071E-5,2.620044E-6,4.870991E-6,3.126378E-5,3.877318E-6,1.328613E-4,8.14198E-6,10.58873,1.123426E-4,667465.9,667465.9
0.0029,15.71003,-1293754.0,1148.61,1148.61,0.001764836,1.0,0.9075256,0.002023261,1.025119E-4,0.00342074,2.363283E-4,1.859887E-5,0.004570572,0.02816883,1.536077E-4,1.388162E-4,4.13144E-4,0.03876566,0.01418969,6.908139E-5,2.805332E-6,5.036756E-6,3.240823E-5,4.054975E-6,1.339206E-4,8.428105E-6,10.5881,1.123382E-4,667426.2,667426.2
0.003,15.71065,-1256110.0,1148.588,1148.588,0.001764836,1.0,0.9073473,0.00208977,1.065168E-4,0.003532598,2.441073E-4,1.979653E-5,0.004723974,0.02816379,1.534164E-4,1.441795E-4,4.267353E-4,0.03865618,0.014116,6.87053E-5,2.99588E-6,5.201119E-6,3.354834E-5,4.234329E-6,1.348558E-4,8.711179E-6,10.58748,1.123337E-4,667386.8,667386.8
0.0031,15.71127,-1219317.0,1148.566,1148.566,0.001764836,1.0,0.90717,0.00215598,1.105375E-4,0.003643657,2.518345E-4,2.102019E-5,0.004876536,0.02815887,1.532106E-4,1.495178E-4,4.402348E-4,0.03854731,0.01404283,6.833237E-5,3.191595E-6,5.364094E-6,3.46841E-5,4.415333E-6,1.356771E-4,8.991189E-6,10.58686,1.123293E-4,667347.8,667347.8
0.0032,15.7119,-1183336.0,1148.545,1148.545,0.001764836,1.0,0.9069937,0.002221894,1.145737E-4,0.003753927,2.595105E-4,2.226899E-5,0.005028266,0.02815406,1.529915E-4,1.548294E-4,4.536433E-4,0.03843904,0.01397017,6.796254E-5,3.392388E-6,5.525695E-6,3.581549E-5,4.597941E-6,1.363939E-4,9.268128E-6,10.58624,1.123248E-4,667309.0,667309.0
0.0033,15.71253,-1148110.0,1148.524,1148.524,0.001764836,1.0,0.9068182,0.002287517,1.186249E-4,0.003863418,2.671361E-4,2.354209E-5,0.005179174,0.02814934,1.527605E-4,1.601126E-4,4.66962E-4,0.03833138,0.01389803,6.759575E-5,3.59817E-6,5.685936E-6,3.694249E-5,4.782109E-6,1.370149E-4,9.54199E-6,10.58563,1.123203E-4,667270.5,667270.5
0.0034,15.71315,-1113600.0,1148.505,1148.505,0.001764836,1.0,0.9066437,0.00235285,1.22691E-4,0.003972139,2.747118E-4,2.483871E-5,0.005329269,0.02814471,1.525187E-4,1.653659E-4,4.801918E-4,0.03822431,0.01382639,6.723196E-5,3.808855E-6,5.844831E-6,3.806511E-5,4.967792E-6,1.37548E-4,9.812773E-6,10.58503,1.123158E-4,667232.3,667232.3
0.0035,15.71378,-1079835.0,1148.485,1148.485,0.001764836,1.0,0.90647,0.002417898,1.267716E-4,0.0040801,2.822382E-4,2.615806E-5,0.005478558,0.02814014,1.52267E-4,1.705882E-4,4.933337E-4,0.03811782,0.01375525,6.687114E-5,4.024357E-6,6.002395E-6,3.918333E-5,5.154947E-6,1.380002E-4,1.008048E-5,10.58442,1.123114E-4,667194.5,667194.5
0.0036,15.71441,-1047232.0,1148.467,1148.467,0.001764836,1.0,0.9062973,0.002482662,1.308665E-4,0.004187309,2.897158E-4,2.749938E-5,0.00562705,0.02813564,1.520066E-4,1.757782E-4,5.063886E-4,0.03801192,0.01368461,6.651317E-5,4.244593E-6,6.158643E-6,4.029716E-5,5.343533E-6,1.383784E-4,1.034511E-5,10.58383,1.123068E-4,667156.9,667156.9
0.003654814,15.71476,-1028765.0,1148.457,1148.457,0.001764836,1.0,0.906203,0.002518041,1.331171E-4,0.004245754,2.937939E-4,2.82438E-5,0.005708104,0.0281332,1.518603E-4,1.786088E-4,5.135074E-4,0.03795412,0.0136461,6.631823E-5,4.367322E-6,6.243726E-6,4.09058E-5,5.447505E-6,1.38556E-4,1.048884E-5,10.5835,1.123044E-4,667136.4,667136.4
0.0037,15.71505,-1014156.0,1148.449,1148.449,0.001764836,1.0,0.9061255,0.002547143,1.349754E-4,0.004293769,2.97145E-4,2.886213E-5,0.005774746,0.02813119,1.517381E-4,1.809347E-4,5.193567E-4,0.0379066,0.01361446,6.61582E-5,4.469526E-6,6.313576E-6,4.140656E-5,5.533521E-6,1.386879E-4,1.060665E-5,10.58324,1.123023E-4,667119.6,667119.6
0.0038,15.71568,-982535.5,1148.431,1148.431,0.001764836,1.0,0.9059545,0.00261135,1.390979E-4,0.004399502,3.04527E-4,3.024519E-5,0.005921668,0.02812679,1.514626E-4,1.860575E-4,5.322406E-4,0.03780184,0.01354478,6.580584E-5,4.698986E-6,6.467234E-6,4.251163E-5,5.724846E-6,1.389356E-4,1.086515E-5,10.58265,1.122978E-4,667082.6,667082.6
0.003852657,15.71601,-971501.4,1148.422,1148.422,0.001764836,1.0,0.9058649,0.002645049,1.412741E-4,0.004454887,3.083952E-4,3.098148E-5,0.005998722,0.02812448,1.513146E-4,1.88741E-4,5.389909E-4,0.03774691,0.01350829,6.562109E-5,4.821623E-6,6.547634E-6,4.309176E-5,5.826122E-6,1.390427E-4,1.100005E-5,10.58234,1.122954E-4,667063.2,667063.2
0.003854897,15.71603,-973708.7,1148.422,1148.422,0.001764836,1.0,0.905861,0.00264648,1.413668E-4,0.004457239,3.085595E-4,3.101292E-5,0.006001994,0.02812439,1.513082E-4,1.888549E-4,5.392774E-4,0.03774458,0.01350674,6.561295E-5,4.826867E-6,6.551046E-6,4.311641E-5,5.830437E-6,1.390469E-4,1.100577E-5,10.58233,1.122953E-4,667062.4,667062.4
