Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_STILB_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_BIPHENYL_Soln#11 (),Mole_fraction_C14H10_Soln#11 (),Mole_fraction_C16H10_Soln#11 (),Mole_fraction_BIN1A_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
0.0,15.7,-1.000823E10,1500.0,1500.0,0.001353041,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,10.60769,8.618096E-5,668660.8,668660.8
1.297951E-8,15.69979,-9.981018E9,1499.972,1499.972,0.001353041,1.0,0.9128485,2.32305E-8,4.460669E-6,3.509556E-12,2.431751E-9,1.090651E-8,1.959443E-12,8.617944E-14,1.282548E-8,3.243362E-18,0.0285171,4.670607E-6,3.775981E-12,3.449685E-10,0.04210656,0.01651846,2.578649E-17,8.217058E-12,2.084515E-13,8.848637E-14,10.60763,8.618211E-5,668657.3,668657.3
1.860599E-7,15.69705,-9.692102E9,1499.608,1499.608,0.001353041,1.0,0.9127897,4.546837E-6,5.957771E-5,9.121834E-9,6.640674E-7,2.18312E-7,5.11995E-10,8.763167E-11,8.281861E-7,1.667209E-14,0.02851184,6.705518E-5,3.760709E-9,2.081584E-7,0.04210764,0.01645074,6.541935E-13,2.662208E-9,1.256825E-10,5.311309E-11,10.60691,8.619717E-5,668612.0,668612.0
1.293775E-6,15.68143,-8.381775E9,1497.467,1497.467,0.001353041,1.0,0.9123207,1.669399E-4,2.763271E-4,1.684944E-6,6.367127E-5,1.071573E-5,4.391381E-8,2.137135E-8,8.38464E-5,8.509726E-11,0.02843185,4.835907E-4,8.32905E-7,1.936297E-5,0.04201779,0.01600335,4.377949E-9,3.090237E-7,1.196862E-8,4.914275E-9,10.60231,8.628299E-5,668321.9,668321.9
4.647129E-6,15.65803,-3.759902E9,1493.247,1493.247,0.001353041,1.0,0.9105112,0.001145225,4.000392E-4,2.007232E-5,7.016187E-4,1.369948E-4,7.848554E-7,2.794559E-7,9.873113E-4,1.338095E-8,0.02811849,0.001572495,1.121838E-5,2.030487E-4,0.0413152,0.01460459,2.456355E-7,4.000302E-6,1.543128E-7,6.138206E-8,10.58824,8.641198E-5,667434.9,667434.9
1.0E-5,15.6537,-1.313838E9,1490.67,1490.67,0.001353041,1.0,0.9079487,0.002711202,3.51812E-4,4.927571E-5,0.001700129,3.479694E-4,3.173983E-6,7.174036E-7,0.002447123,1.005286E-7,0.02823908,0.002389118,3.154125E-5,4.888241E-4,0.04028521,0.01271815,1.052946E-6,1.150185E-5,6.240465E-7,2.522744E-7,10.57289,8.643589E-5,666467.4,666467.4
2.0E-5,15.66578,-1.946823E8,1489.345,1489.345,0.001353041,1.0,0.9041745,0.005084844,2.801008E-4,8.477756E-5,0.003083261,6.511409E-4,8.830556E-6,1.440437E-6,0.004534263,4.944678E-7,0.0291531,0.002820689,7.137934E-5,8.906971E-4,0.03879483,0.01002222,3.042222E-6,2.548497E-5,2.397686E-6,9.995243E-7,10.55534,8.636924E-5,665361.4,665361.4
2.411924E-5,15.67271,-2.978668E7,1489.252,1489.252,0.001353041,1.0,0.9028554,0.005914382,2.583866E-4,9.496766E-5,0.003554328,7.579298E-4,1.133821E-5,1.738062E-6,0.005262352,7.521884E-7,0.02957674,0.002851732,8.776745E-5,0.001029482,0.03826262,0.009116712,3.977271E-6,3.11348E-5,3.420463E-6,1.446872E-6,10.55002,8.633104E-5,665025.7,665025.7
2.689353E-5,15.67752,4.325691E7,1489.257,1489.257,0.001353041,1.0,0.9020259,0.00643447,2.452383E-4,1.008045E-4,0.003849111,8.257981E-4,1.304862E-5,1.943065E-6,0.005722521,9.575699E-7,0.0298577,0.002850857,9.8514E-5,0.001116848,0.03792225,0.008558947,4.633831E-6,3.488665E-5,4.185183E-6,1.788868E-6,10.54682,8.630453E-5,664823.7,664823.7
2.861849E-5,15.68053,7.80341E7,1489.28,1489.28,0.001353041,1.0,0.9015317,0.006743543,2.375561E-4,1.040742E-4,0.004024413,8.665567E-4,1.411576E-5,2.072935E-6,0.005997854,1.098024E-6,0.03002888,0.002844038,1.05038E-4,0.001168993,0.03771702,0.008231209,5.051122E-6,3.719532E-5,4.687576E-6,2.016939E-6,10.54495,8.628798E-5,664706.4,664706.4
2.89201E-5,15.68105,8.339202E7,1489.285,1489.285,0.001353041,1.0,0.9014469,0.00679651,2.362481E-4,1.046198E-4,0.004054478,8.735771E-4,1.430245E-5,2.095852E-6,0.006045199,1.123577E-6,0.03005848,0.002842434,1.06165E-4,0.001177949,0.03768161,0.008175326,5.124728E-6,3.7597E-5,4.777381E-6,2.057986E-6,10.54464,8.628509E-5,664686.4,664686.5
2.893764E-5,15.68108,8.36435E7,1489.285,1489.285,0.001353041,1.0,0.901442,0.006799582,2.361723E-4,1.046513E-4,0.004056221,8.739845E-4,1.431331E-5,2.097187E-6,0.006047946,1.125072E-6,0.0300602,0.002842338,1.062304E-4,0.001178469,0.03767956,0.008172089,5.129014E-6,3.762034E-5,4.782621E-6,2.060384E-6,10.54462,8.628492E-5,664685.3,664685.3
2.896534E-5,15.68113,8.424214E7,1489.286,1489.286,0.001353041,1.0,0.9014342,0.006804428,2.360528E-4,1.047009E-4,0.004058972,8.746274E-4,1.433045E-5,2.099295E-6,0.00605228,1.127435E-6,0.03006291,0.002842184,1.063336E-4,0.001179289,0.03767631,0.00816698,5.135784E-6,3.76572E-5,4.790899E-6,2.064172E-6,10.54459,8.628466E-5,664683.5,664683.5
2.943214E-5,15.68194,9.222766E7,1489.295,1489.295,0.001353041,1.0,0.901304,0.006885714,2.340507E-4,1.055287E-4,0.004105127,8.854253E-4,1.46194E-5,2.134907E-6,0.006125047,1.167632E-6,0.0301085,0.002839457,1.080684E-4,0.001193048,0.03762181,0.008081401,5.250099E-6,3.827754E-5,4.931123E-6,2.128451E-6,10.54411,8.628019E-5,664653.0,664653.0
2.949731E-5,15.68206,9.325536E7,1489.296,1489.296,0.001353041,1.0,0.9012859,0.006897004,2.337731E-4,1.056429E-4,0.004111539,8.86927E-4,1.465974E-5,2.139892E-6,0.006135163,1.173299E-6,0.03011484,0.002839056,1.083098E-4,0.001194961,0.03761423,0.008069531,5.266092E-6,3.836402E-5,4.950804E-6,2.137489E-6,10.54404,8.627956E-5,664648.8,664648.8
2.951304E-5,15.68209,9.354415E7,1489.296,1489.296,0.001353041,1.0,0.9012816,0.006899728,2.337061E-4,1.056704E-4,0.004113087,8.872895E-4,1.466948E-5,2.141096E-6,0.006137604,1.17467E-6,0.03011637,0.002838959,1.083681E-4,0.001195422,0.0376124,0.008066668,5.269955E-6,3.838491E-5,4.95556E-6,2.139674E-6,10.54402,8.627941E-5,664647.7,664647.8
2.957555E-5,15.68219,9.460927E7,1489.297,1489.297,0.001353041,1.0,0.9012642,0.006910539,2.334403E-4,1.057795E-4,0.004119227,8.887282E-4,1.470818E-5,2.145881E-6,0.006147294,1.180123E-6,0.03012245,0.002838568,1.085993E-4,0.001197254,0.03760513,0.008055305,5.285306E-6,3.846783E-5,4.97447E-6,2.148363E-6,10.54396,8.627881E-5,664643.7,664643.7
3.0E-5,15.68293,1.013739E8,1489.306,1489.306,0.001353041,1.0,0.9011472,0.006983545,2.316487E-4,1.065106E-4,0.004160705,8.984581E-4,1.497088E-5,2.178458E-6,0.006212795,1.217536E-6,0.03016358,0.002835781,1.101639E-4,0.001209631,0.03755596,0.007978683,5.389763E-6,3.903009E-5,5.103577E-6,2.2078E-6,10.54353,8.627476E-5,664616.5,664616.5
4.0E-5,15.69976,1.916781E8,1489.64,1489.64,0.001353041,1.0,0.8986283,0.008544018,1.941709E-4,1.20198E-4,0.005054536,0.001112512,2.109966E-5,2.989107E-6,0.007641689,2.259952E-6,0.0310624,0.002729039,1.443172E-4,0.00147823,0.03646583,0.006380268,7.927104E-6,5.190803E-5,8.403512E-6,3.782537E-6,10.53458,8.618226E-5,664052.7,664052.8
5.0E-5,15.71501,2.111838E8,1490.08,1490.08,0.001353041,1.0,0.8965012,0.009840587,1.638997E-4,1.287159E-4,0.005816256,0.001302082,2.698088E-5,3.895165E-6,0.008886543,3.590965E-6,0.03181516,0.002582595,1.730527E-4,0.001709837,0.03548737,0.005114779,1.05481E-5,6.403238E-5,1.20523E-5,5.641149E-6,10.52747,8.609866E-5,663604.5,663604.5
6.0E-5,15.72842,2.024406E8,1490.528,1490.528,0.001353041,1.0,0.8946886,0.01092452,1.390547E-4,1.338057E-4,0.006476074,0.001472136,3.250322E-5,4.905294E-6,0.00998584,5.174997E-6,0.03242854,0.002426095,1.96812E-4,0.001912246,0.03460051,0.004107056,1.318488E-5,7.539364E-5,1.58843E-5,7.715719E-6,10.52165,8.602522E-5,663237.6,663237.6
7.0E-5,15.74008,1.820466E8,1490.943,1490.943,0.001353041,1.0,0.8931324,0.01183497,1.185346E-4,1.365986E-4,0.007054612,0.001626073,3.762299E-5,6.02052E-6,0.01096627,6.977148E-6,0.03291956,0.002271923,2.163631E-4,0.002090858,0.03379155,0.003302016,1.579483E-5,8.602054E-5,1.978801E-5,9.950468E-6,10.51679,8.596152E-5,662931.0,662931.0
8.0E-5,15.75014,1.572584E8,1491.308,1491.308,0.001353041,1.0,0.8917871,0.01260306,1.015497E-4,1.378484E-4,0.007567025,0.001766459,4.233475E-5,7.237432E-6,0.01184791,8.965296E-6,0.03330657,0.002125584,2.324737E-4,0.002249735,0.03304988,0.002657675,1.835243E-5,9.596062E-5,2.368896E-5,1.229998E-5,10.51265,8.590664E-5,662670.1,662670.2
9.0E-5,15.75878,1.315438E8,1491.619,1491.619,0.001353041,1.0,0.8906159,0.01325413,8.74852E-5,1.380647E-4,0.008024951,0.001895336,4.665424E-5,8.550081E-6,0.0126466,1.111092E-5,0.03360641,0.001989588,2.458102E-4,0.002392079,0.03236676,0.002141324,2.084381E-5,1.052698E-4,2.753843E-5,1.47278E-5,10.50907,8.585951E-5,662444.7,662444.8
1.0E-4,15.7662,1.065923E8,1491.876,1491.876,0.001353041,1.0,0.889589,0.01380891,7.584344E-5,1.375936E-4,0.008437564,0.002014384,5.060819E-5,9.951162E-6,0.01337517,1.338935E-5,0.03383368,0.001864941,2.569226E-4,0.002520479,0.03173474,0.001727194,2.3263E-5,1.140071E-4,3.130594E-5,1.720528E-5,10.50594,8.581913E-5,662247.0,662247.0
1.1E-4,15.77255,8.323813E7,1492.08,1492.08,0.001353041,1.0,0.8886818,0.01428446,6.621434E-5,1.366707E-4,0.00881222,0.002125007,5.422837E-5,1.143277E-5,0.01404418,1.577971E-5,0.03400074,0.00175187,2.662536E-4,0.00263706,0.03114736,0.001394853,2.56093E-5,1.222307E-4,3.497394E-5,1.971047E-5,10.50315,8.578458E-5,662071.1,662071.1
1.2E-4,15.77798,6.186207E7,1492.236,1492.236,0.001353041,1.0,0.8878742,0.01469485,5.825696E-5,1.354564E-4,0.009154906,0.002228392,5.754785E-5,1.298692E-5,0.01466244,1.826475E-5,0.03411792,0.001650153,2.741557E-4,0.002743585,0.030599,0.001128031,2.788545E-5,1.299971E-4,3.853406E-5,2.222706E-5,10.50063,8.575504E-5,661912.4,661912.4
1.3E-4,15.78262,4.2619E7,1492.349,1492.349,0.001353041,1.0,0.8871495,0.01505166,5.168619E-5,1.340605E-4,0.009470546,0.002325552,6.059901E-5,1.460583E-5,0.01523734,2.083047E-5,0.03419381,0.0015593,2.809088E-4,0.002841528,0.03008474,9.137013E-4,3.009635E-5,1.373589E-4,4.198419E-5,2.474334E-5,10.49833,8.572981E-5,661767.4,661767.4
1.4E-4,15.78659,2.551112E7,1492.422,1492.422,0.001353041,1.0,0.8864939,0.01536446,4.626448E-5,1.325576E-4,0.00976321,0.002417351,6.341234E-5,1.628215E-5,0.01577513,2.34658E-5,0.03423556,0.001478653,2.86734E-4,0.002932124,0.02960027,7.414624E-4,3.224813E-5,1.443652E-4,4.532668E-5,2.725148E-5,10.4962,8.570825E-5,661633.4,661633.5
1.5E-4,15.78999,1.046229E7,1492.46,1492.46,0.001353041,1.0,0.885896,0.01564108,4.179387E-5,1.309984E-4,0.01003628,0.002504529,6.60158E-5,1.800902E-5,0.0162811,2.616223E-5,0.0342491,0.001407456,2.91806E-4,0.003016412,0.02914185,6.029887E-4,3.434756E-5,1.510608E-4,4.856666E-5,2.97466E-5,10.49422,8.568983E-5,661508.3,661508.3
1.6E-4,15.79289,-2642977.0,1492.468,1492.468,0.001353041,1.0,0.8853462,0.01588798,3.810963E-5,1.294173E-4,0.01029259,0.00258772,6.843464E-5,1.978021E-5,0.01675973,2.891338E-5,0.03423931,0.001344907,2.962632E-4,0.003095266,0.02870621,4.916116E-4,3.640157E-5,1.574863E-4,5.171104E-5,3.22262E-5,10.49235,8.567407E-5,661390.3,661390.3
1.7E-4,15.79538,-1.394767E7,1492.45,1492.45,0.001353041,1.0,0.8848368,0.01611047,3.507459E-5,1.278374E-4,0.0105345,0.002667466,7.069133E-5,2.159004E-5,0.01721482,3.171469E-5,0.03421029,0.001290183,3.002153E-4,0.003169423,0.0282905,4.019836E-4,3.841695E-5,1.636779E-4,5.476766E-5,3.468952E-5,10.49057,8.566059E-5,661278.1,661278.1
1.8E-4,15.79751,-2.360247E7,1492.409,1492.409,0.001353041,1.0,0.8843613,0.01631288,3.257488E-5,1.262744E-4,0.010764,0.00274423,7.280565E-5,2.343343E-5,0.0176496,3.456303E-5,0.03416542,0.001242474,3.037498E-4,0.003239503,0.02789227,3.298151E-4,4.040015E-5,1.696683E-4,5.77447E-5,3.713705E-5,10.48886,8.564901E-5,661170.6,661170.7
1.9E-4,15.79935,-3.176374E7,1492.349,1492.349,0.001353041,1.0,0.8839144,0.01649878,3.051626E-5,1.247388E-4,0.01098274,0.002818406,7.479483E-5,2.530585E-5,0.0180668,3.745643E-5,0.0341075,0.001200998,3.06936E-4,0.003306027,0.02750941,2.716748E-4,4.235713E-5,1.754859E-4,6.065025E-5,3.957014E-5,10.48722,8.563906E-5,661067.2,661067.2
2.0E-4,15.80093,-3.858571E7,1492.273,1492.273,0.001353041,1.0,0.8834915,0.01667109,2.882069E-5,1.232374E-4,0.01119213,0.00289033,7.667383E-5,2.720331E-5,0.01846873,4.039381E-5,0.03403889,0.001165012,3.098296E-4,0.003369435,0.02714011,2.248092E-4,4.429334E-5,1.811559E-4,6.349208E-5,4.199072E-5,10.48563,8.563046E-5,660967.0,660967.0
2.078635E-4,15.80203,-4.315426E7,1492.203,1492.203,0.001353041,1.0,0.8831734,0.0167986,2.769997E-5,1.220839E-4,0.01135098,0.002945491,7.808246E-5,2.871064E-5,0.01877536,4.27342E-5,0.0339787,0.001140121,3.11929E-4,0.003417349,0.02685821,1.944166E-4,4.580447E-5,1.855252E-4,6.568671E-5,4.388676E-5,10.48441,8.56245E-5,660890.2,660890.2
2.078775E-4,15.80203,-4.328514E7,1492.203,1492.203,0.001353041,1.0,0.8831729,0.01679883,2.769818E-5,1.220818E-4,0.01135125,0.002945588,7.808492E-5,2.871334E-5,0.0187759,4.27384E-5,0.03397859,0.001140079,3.119326E-4,0.003417433,0.02685772,1.943668E-4,4.580715E-5,1.855329E-4,6.56906E-5,4.389013E-5,10.48441,8.562449E-5,660890.1,660890.1
2.079177E-4,15.80204,-4.316704E7,1492.203,1492.203,0.001353041,1.0,0.8831713,0.01679946,2.769295E-5,1.22076E-4,0.01135205,0.002945867,7.809197E-5,2.872107E-5,0.01877744,4.275043E-5,0.03397827,0.001139959,3.119429E-4,0.003417674,0.0268563,1.942244E-4,4.581485E-5,1.85555E-4,6.570173E-5,4.389981E-5,10.4844,8.562446E-5,660889.7,660889.7
2.079403E-4,15.80204,-4.318122E7,1492.203,1492.203,0.001353041,1.0,0.8831704,0.01679982,2.768998E-5,1.220727E-4,0.0113525,0.002946024,7.809594E-5,2.872542E-5,0.01877831,4.27572E-5,0.03397809,0.001139891,3.119488E-4,0.003417809,0.0268555,1.941443E-4,4.581919E-5,1.855675E-4,6.570799E-5,4.390525E-5,10.4844,8.562444E-5,660889.5,660889.5
2.085768E-4,15.80213,-4.348868E7,1492.197,1492.197,0.001353041,1.0,0.8831452,0.01680986,2.760655E-5,1.219805E-4,0.01136515,0.002950439,7.820745E-5,2.884797E-5,0.01880279,4.294783E-5,0.033973,0.001137999,3.121124E-4,0.003421617,0.02683299,1.919052E-4,4.594113E-5,1.85918E-4,6.588417E-5,4.405847E-5,10.4843,8.562399E-5,660883.3,660883.3
2.086264E-4,15.80213,-4.36447E7,1492.196,1492.196,0.001353041,1.0,0.8831432,0.01681064,2.760009E-5,1.219733E-4,0.01136614,0.002950783,7.821613E-5,2.885753E-5,0.0188047,4.29627E-5,0.0339726,0.001137852,3.121252E-4,0.003421913,0.02683123,1.917318E-4,4.595063E-5,1.859453E-4,6.58979E-5,4.407042E-5,10.4843,8.562395E-5,660882.9,660882.9
2.086456E-4,15.80214,-4.360869E7,1492.196,1492.196,0.001353041,1.0,0.8831424,0.01681095,2.759758E-5,1.219705E-4,0.01136652,0.002950916,7.821949E-5,2.886123E-5,0.01880544,4.296846E-5,0.03397245,0.001137795,3.121301E-4,0.003422028,0.02683056,1.916647E-4,4.595432E-5,1.859559E-4,6.590322E-5,4.407504E-5,10.48429,8.562394E-5,660882.7,660882.7
2.086851E-4,15.80214,-4.345692E7,1492.196,1492.196,0.001353041,1.0,0.8831409,0.01681157,2.759244E-5,1.219648E-4,0.0113673,0.002951189,7.822639E-5,2.886883E-5,0.01880695,4.298028E-5,0.03397213,0.001137678,3.121402E-4,0.003422264,0.02682916,1.915272E-4,4.596187E-5,1.859776E-4,6.591412E-5,4.408453E-5,10.48429,8.562391E-5,660882.3,660882.3
2.086938E-4,15.80214,-4.360403E7,1492.196,1492.196,0.001353041,1.0,0.8831405,0.01681171,2.75913E-5,1.219635E-4,0.01136748,0.00295125,7.822792E-5,2.887052E-5,0.01880729,4.29829E-5,0.03397206,0.001137652,3.121425E-4,0.003422316,0.02682885,1.914967E-4,4.596355E-5,1.859824E-4,6.591655E-5,4.408664E-5,10.48429,8.562391E-5,660882.2,660882.2
2.095763E-4,15.80226,-4.400426E7,1492.187,1492.187,0.001353041,1.0,0.8831057,0.01682556,2.747757E-5,1.218359E-4,0.01138495,0.002957357,7.838185E-5,2.904058E-5,0.01884114,4.324756E-5,0.03396495,0.001135062,3.123677E-4,0.003427576,0.02679773,1.884504E-4,4.613253E-5,1.864675E-4,6.616043E-5,4.429902E-5,10.48415,8.562328E-5,660873.7,660873.7
2.1E-4,15.80231,-4.421902E7,1492.183,1492.183,0.001353041,1.0,0.883089,0.01683218,2.742367E-5,1.217748E-4,0.01139333,0.002960284,7.845551E-5,2.912228E-5,0.01885735,4.337474E-5,0.03396152,0.001133829,3.124753E-4,0.003430094,0.02678282,1.870079E-4,4.621362E-5,1.867001E-4,6.627738E-5,4.440095E-5,10.48409,8.562299E-5,660869.6,660869.7
2.107226E-4,15.8024,-4.458764E7,1492.176,1492.176,0.001353041,1.0,0.8830606,0.01684344,2.733276E-5,1.216707E-4,0.01140758,0.002965269,7.85808E-5,2.926169E-5,0.01888496,4.359182E-5,0.03395563,0.001131745,3.126578E-4,0.00343438,0.02675743,1.845777E-4,4.635188E-5,1.870964E-4,6.647664E-5,4.457478E-5,10.48398,8.562249E-5,660862.7,660862.7
2.107412E-4,15.80241,-4.468891E7,1492.176,1492.176,0.001353041,1.0,0.8830599,0.01684373,2.733044E-5,1.21668E-4,0.01140794,0.002965397,7.858402E-5,2.926528E-5,0.01888567,4.359741E-5,0.03395548,0.001131691,3.126625E-4,0.00343449,0.02675678,1.845157E-4,4.635544E-5,1.871066E-4,6.648176E-5,4.457925E-5,10.48397,8.562247E-5,660862.5,660862.5
2.109088E-4,15.80243,-4.470455E7,1492.174,1492.174,0.001353041,1.0,0.8830533,0.01684634,2.730953E-5,1.216439E-4,0.01141124,0.002966552,7.8613E-5,2.929762E-5,0.01889207,4.364779E-5,0.03395411,0.001131211,3.127047E-4,0.003435481,0.0267509,1.839577E-4,4.638749E-5,1.871984E-4,6.652793E-5,4.461955E-5,10.48395,8.562236E-5,660860.9,660860.9
2.112252E-4,15.80247,-4.498528E7,1492.171,1492.171,0.001353041,1.0,0.8830409,0.01685125,2.727043E-5,1.215984E-4,0.01141746,0.002968731,7.866767E-5,2.935871E-5,0.01890413,4.374295E-5,0.03395152,0.001130307,3.127842E-4,0.003437353,0.02673981,1.829095E-4,4.644801E-5,1.873717E-4,6.661507E-5,4.469565E-5,10.4839,8.562214E-5,660857.9,660857.9
2.112418E-4,15.80247,-4.492681E7,1492.171,1492.171,0.001353041,1.0,0.8830403,0.01685151,2.726837E-5,1.21596E-4,0.01141779,0.002968846,7.867055E-5,2.936192E-5,0.01890477,4.374796E-5,0.03395138,0.00113026,3.127884E-4,0.003437451,0.02673922,1.828545E-4,4.645119E-5,1.873808E-4,6.661966E-5,4.469966E-5,10.4839,8.562213E-5,660857.7,660857.7
2.112613E-4,15.80247,-4.488931E7,1492.171,1492.171,0.001353041,1.0,0.8830395,0.01685181,2.726596E-5,1.215932E-4,0.01141817,0.00296898,7.867391E-5,2.936568E-5,0.01890551,4.375381E-5,0.03395122,0.001130205,3.127932E-4,0.003437566,0.02673854,1.827904E-4,4.645491E-5,1.873915E-4,6.662501E-5,4.470433E-5,10.48389,8.562212E-5,660857.5,660857.6
2.118461E-4,15.80255,-4.514855E7,1492.165,1492.165,0.001353041,1.0,0.8830167,0.01686086,2.719408E-5,1.215092E-4,0.01142966,0.002973002,7.877469E-5,2.947863E-5,0.01892777,4.39298E-5,0.03394641,0.001128547,3.129395E-4,0.003441017,0.02671807,1.808742E-4,4.656673E-5,1.877114E-4,6.678592E-5,4.484495E-5,10.48381,8.562172E-5,660851.9,660852.0
2.169998E-4,15.80317,-4.752086E7,1492.114,1492.114,0.001353041,1.0,0.8828178,0.01693932,2.659497E-5,1.207756E-4,0.01152981,0.003008207,7.965067E-5,3.047667E-5,0.01912233,4.548733E-5,0.03390302,0.001114525,3.141989E-4,0.003471083,0.02653917,1.649858E-4,4.755062E-5,1.905164E-4,6.819688E-5,4.608314E-5,10.48303,8.561833E-5,660802.9,660803.0
2.2E-4,15.80352,-4.879373E7,1492.082,1492.082,0.001353041,1.0,0.8827039,0.01698401,2.627221E-5,1.203536E-4,0.01158731,0.003028507,8.01509E-5,3.105968E-5,0.01923429,4.639933E-5,0.03387701,0.001106822,3.149087E-4,0.003488311,0.02643623,1.565034E-4,4.812227E-5,1.921376E-4,6.901266E-5,4.680314E-5,10.48258,8.561647E-5,660774.7,660774.7
2.3E-4,15.80458,-5.245767E7,1491.973,1491.973,0.001353041,1.0,0.8823337,0.01712818,2.532117E-5,1.189755E-4,0.01177492,0.003095208,8.176948E-5,3.301276E-5,0.01960097,4.946775E-5,0.03378673,0.001083406,3.171598E-4,0.003544351,0.02609919,1.318509E-4,5.002303E-5,1.974849E-4,7.170394E-5,4.919954E-5,10.48111,8.561073E-5,660681.8,660681.9
2.4E-4,15.80552,-5.532423E7,1491.856,1491.856,0.001353041,1.0,0.8819763,0.017266,2.453499E-5,1.176413E-4,0.01195683,0.003160553,8.331906E-5,3.497918E-5,0.01995853,5.25806E-5,0.03369179,0.001063072,3.192517E-4,0.003598428,0.02577077,1.11916E-4,5.191907E-5,2.02756E-4,7.435628E-5,5.159226E-5,10.47966,8.560563E-5,660590.8,660590.9
2.5E-4,15.80636,-5.750564E7,1491.734,1491.734,0.001353041,1.0,0.88163,0.01739851,2.388373E-5,1.163513E-4,0.01213361,0.003224687,8.480641E-5,3.695689E-5,0.02030795,5.573849E-5,0.03359313,0.001045366,3.212037E-4,0.003650725,0.02545017,9.577717E-5,5.381313E-5,2.079627E-4,7.697414E-5,5.398322E-5,10.47825,8.560106E-5,660501.5,660501.5
2.6E-4,15.80712,-5.910321E7,1491.608,1491.608,0.001353041,1.0,0.8812934,0.0175266,2.334304E-5,1.151053E-4,0.01230576,0.003287729,8.623718E-5,3.894409E-5,0.02065004,5.894206E-5,0.03349151,0.001029891,3.230316E-4,0.003701394,0.02513669,8.269977E-5,5.570748E-5,2.131153E-4,7.956134E-5,5.637412E-5,10.47685,8.559692E-5,660413.7,660413.7
2.7E-4,15.80782,-6.020627E7,1491.479,1491.479,0.001353041,1.0,0.8809654,0.01765096,2.289278E-5,1.13903E-4,0.01247366,0.00334978,8.761616E-5,4.093923E-5,0.0209855,6.219192E-5,0.03338758,0.001016301,3.247483E-4,0.003750563,0.02482978,7.208925E-5,5.760402E-5,2.182222E-4,8.212109E-5,5.876641E-5,10.47548,8.559313E-5,660327.3,660327.3
2.8E-4,15.80847,-6.089396E7,1491.348,1491.348,0.001353041,1.0,0.880645,0.01777218,2.251648E-5,1.127437E-4,0.01263766,0.003410925,8.89474E-5,4.294093E-5,0.0213149,6.548861E-5,0.03328186,0.001004298,3.263645E-4,0.003798341,0.02452894,6.346745E-5,5.950431E-5,2.232908E-4,8.465607E-5,6.116133E-5,10.47413,8.558962E-5,660242.2,660242.2
2.9E-4,15.80908,-6.123562E7,1491.215,1491.215,0.001353041,1.0,0.8803314,0.01789072,2.220069E-5,1.116266E-4,0.01279805,0.003471235,9.023427E-5,4.494802E-5,0.02163872,6.883261E-5,0.03317479,9.936273E-4,3.27889E-4,0.003844819,0.02423377,5.645111E-5,6.140959E-5,2.283271E-4,8.71685E-5,6.355988E-5,10.4728,8.558633E-5,660158.3,660158.3
3.0E-4,15.80966,-6.129085E7,1491.083,1491.083,0.001353041,1.0,0.8800239,0.01800697,2.193443E-5,1.10551E-4,0.01295506,0.003530769,9.147964E-5,4.695944E-5,0.02195737,7.222429E-5,0.03306671,9.840719E-4,3.293291E-4,0.003890074,0.02394391,5.073189E-5,6.332087E-5,2.33336E-4,8.966018E-5,6.596284E-5,10.47149,8.558321E-5,660075.6,660075.6
3.1E-4,15.81021,-6.111078E7,1490.95,1490.95,0.001353041,1.0,0.8797221,0.01812125,2.170873E-5,1.095158E-4,0.0131089,0.003589579,9.268593E-5,4.897429E-5,0.02227118,7.566392E-5,0.03295793,9.754494E-4,3.306912E-4,0.003934174,0.02365906,4.606092E-5,6.523892E-5,2.383218E-4,9.213253E-5,6.837083E-5,10.47019,8.558023E-5,659993.9,659993.9
3.2E-4,15.81074,-6.073922E7,1490.819,1490.819,0.001353041,1.0,0.8794254,0.0182338,2.151623E-5,1.085202E-4,0.01325974,0.003647707,9.385519E-5,5.099174E-5,0.02258046,7.915167E-5,0.03284867,9.676063E-4,3.319804E-4,0.003977174,0.02337898,4.223731E-5,6.716436E-5,2.43288E-4,9.458672E-5,7.078429E-5,10.46892,8.557735E-5,659913.4,659913.4
