Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_STILB_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_BIPHENYL_Soln#11 (),Mole_fraction_C14H10_Soln#11 (),Mole_fraction_C16H10_Soln#11 (),Mole_fraction_BIN1A_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
9.0E-4,15.84524,-1.65177E7,1486.244,1486.244,0.001353041,1.0,0.8669584,0.02366655,1.916561E-5,9.025365E-5,0.01885939,0.006308719,1.229543E-4,1.616691E-4,0.03582214,3.496912E-4,0.02710315,7.538858E-4,3.40098E-4,0.005303004,0.01223722,1.70835E-5,1.89429E-4,5.205886E-4,2.097596E-4,2.14752E-4,10.41406,8.539101E-5,656455.8,656455.8
9.1E-4,15.84594,-1.603002E7,1486.208,1486.208,0.001353041,1.0,0.866799,0.02374862,1.915051E-5,9.029001E-5,0.01891815,0.006345929,1.230288E-4,1.633879E-4,0.03599328,3.552183E-4,0.02701549,7.51229E-4,3.395543E-4,0.005312152,0.0121068,1.69634E-5,1.916395E-4,5.25211E-4,2.112837E-4,2.171896E-4,10.41336,8.538724E-5,656411.2,656411.2
9.2E-4,15.84664,-1.555006E7,1486.174,1486.174,0.001353041,1.0,0.866641,0.02383038,1.913574E-5,9.033131E-5,0.01897598,0.006382921,1.230948E-4,1.650993E-4,0.03616299,3.607647E-4,0.02692815,7.485903E-4,3.38997E-4,0.00532098,0.01197789,1.684448E-5,1.938515E-4,5.298267E-4,2.127935E-4,2.196232E-4,10.41266,8.538346E-5,656367.0,656367.0
9.3E-4,15.84735,-1.507771E7,1486.141,1486.141,0.001353041,1.0,0.8664844,0.02391184,1.912129E-5,9.037737E-5,0.01903291,0.006419699,1.231524E-4,1.668033E-4,0.03633127,3.663303E-4,0.02684114,7.459695E-4,3.384263E-4,0.00532949,0.01185048,1.672673E-5,1.96065E-4,5.344357E-4,2.142888E-4,2.220527E-4,10.41196,8.537966E-5,656323.1,656323.1
9.4E-4,15.84805,-1.461281E7,1486.109,1486.109,0.001353041,1.0,0.8663291,0.02399301,1.910717E-5,9.042799E-5,0.01908894,0.006456265,1.232019E-4,1.684998E-4,0.03649817,3.719145E-4,0.02675445,7.433663E-4,3.378427E-4,0.00533769,0.01172453,1.661014E-5,1.982797E-4,5.390377E-4,2.157699E-4,2.24478E-4,10.41127,8.537586E-5,656279.6,656279.7
9.5E-4,15.84876,-1.415526E7,1486.077,1486.077,0.001353041,1.0,0.8661751,0.02407388,1.909335E-5,9.048296E-5,0.01914408,0.006492621,1.232435E-4,1.70189E-4,0.03666368,3.77517E-4,0.02666807,7.407803E-4,3.372465E-4,0.005345583,0.01160003,1.649468E-5,2.004958E-4,5.436328E-4,2.172369E-4,2.268992E-4,10.41059,8.537204E-5,656236.5,656236.5
9.6E-4,15.84947,-1.370491E7,1486.047,1486.047,0.001353041,1.0,0.8660225,0.02415447,1.907985E-5,9.054211E-5,0.01919835,0.006528771,1.232773E-4,1.718707E-4,0.03682783,3.831374E-4,0.02658202,7.382113E-4,3.366378E-4,0.005353174,0.01147696,1.638035E-5,2.027131E-4,5.482209E-4,2.186897E-4,2.293162E-4,10.40991,8.536821E-5,656193.7,656193.7
9.7E-4,15.85019,-1.326165E7,1486.018,1486.018,0.001353041,1.0,0.8658711,0.02423476,1.906665E-5,9.060526E-5,0.01925176,0.006564717,1.233036E-4,1.735451E-4,0.03699062,3.887754E-4,0.02649627,7.356591E-4,3.360171E-4,0.005360468,0.0113553,1.626712E-5,2.049316E-4,5.528019E-4,2.201286E-4,2.317288E-4,10.40923,8.536438E-5,656151.3,656151.3
9.8E-4,15.8509,-1.282537E7,1485.989,1485.989,0.001353041,1.0,0.865721,0.02431478,1.905375E-5,9.067224E-5,0.01930432,0.006600461,1.233226E-4,1.75212E-4,0.03715209,3.944304E-4,0.02641084,7.331235E-4,3.353845E-4,0.005367469,0.01123504,1.6155E-5,2.071512E-4,5.573758E-4,2.215537E-4,2.341371E-4,10.40857,8.536053E-5,656109.2,656109.2
9.9E-4,15.85162,-1.239593E7,1485.962,1485.962,0.001353041,1.0,0.8655722,0.02439451,1.904114E-5,9.074287E-5,0.01935604,0.006636006,1.233344E-4,1.768715E-4,0.03731225,4.001022E-4,0.02632572,7.306041E-4,3.347405E-4,0.005374183,0.01111615,1.604395E-5,2.093719E-4,5.619424E-4,2.229649E-4,2.36541E-4,10.4079,8.535667E-5,656067.4,656067.5
0.001,15.85233,-1.197323E7,1485.935,1485.935,0.001353041,1.0,0.8654246,0.02447396,1.902881E-5,9.081699E-5,0.01940693,0.006671355,1.233393E-4,1.785237E-4,0.0374711,4.057905E-4,0.0262409,7.281007E-4,3.340851E-4,0.005380613,0.01099861,1.593397E-5,2.115937E-4,5.665017E-4,2.243625E-4,2.389404E-4,10.40725,8.53528E-5,656026.0,656026.0
