Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_C10H8_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_STILB_Soln#12 (),Mole_fraction_C6H5C2H_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_BIPHENYL_Soln#12 (),Mole_fraction_C14H10_Soln#12 (),Mole_fraction_C16H10_Soln#12 (),Mole_fraction_BIN1B_Soln#12 (),Mole_fraction_BIN1A_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
0.0,15.7,-1.864933E10,1550.0,1550.0,0.001309395,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,10.60769,8.340093E-5,668660.8,668660.8
9.121371E-9,15.69973,-1.86017E10,1549.963,1549.963,0.001309395,1.0,0.912847,2.535013E-8,5.966278E-6,3.055482E-9,1.601017E-8,4.691273E-12,2.160767E-13,1.824056E-8,5.94636E-18,0.02851692,6.300849E-6,4.044671E-12,5.741511E-10,0.04210668,0.01651671,3.471666E-17,9.268432E-12,2.734708E-13,2.364875E-22,1.160755E-13,10.60761,8.340235E-5,668656.1,668656.1
1.281464E-7,15.6963,-1.816433E10,1549.483,1549.483,0.001309395,1.0,0.9127701,4.805751E-6,7.904443E-5,7.108307E-7,2.936641E-7,9.293361E-10,1.701375E-10,9.043592E-7,2.36104E-14,0.02850932,8.844946E-5,3.21039E-9,2.455474E-7,0.0421092,0.01642784,6.268625E-13,2.677025E-9,1.230832E-10,2.864579E-17,5.195586E-11,10.60665,8.342062E-5,668595.7,668595.7
8.09969E-7,15.67829,-1.619951E10,1546.909,1546.909,0.001309395,1.0,0.91225,1.553027E-4,3.660497E-4,5.229569E-5,9.418591E-6,4.002841E-8,3.330496E-8,6.657605E-5,5.429986E-11,0.02842591,5.676126E-4,5.77698E-7,1.769194E-5,0.04204459,0.01591374,3.083613E-9,2.425829E-7,9.129032E-9,4.220834E-13,3.73443E-9,10.6012,8.351643E-5,668251.6,668251.6
3.161081E-6,15.6457,-7.131253E9,1541.036,1541.036,0.001309395,1.0,0.9100441,0.001316129,6.100846E-4,7.446331E-4,1.565291E-4,5.853233E-7,6.145253E-7,0.001056884,1.509582E-8,0.02803083,0.001991853,1.102467E-5,2.392747E-4,0.04127054,0.01414409,3.028221E-7,4.227825E-6,1.54723E-7,2.255063E-10,6.059482E-8,10.58294,8.369037E-5,667100.8,667100.8
8.615662E-6,15.64223,-1.45965E9,1536.993,1536.993,0.001309395,1.0,0.9057538,0.004037694,5.004768E-4,0.002319115,5.253423E-4,2.938745E-6,2.156593E-6,0.003443184,2.350152E-7,0.02833271,0.003292809,4.344034E-5,7.410221E-4,0.03957545,0.01096301,1.997461E-6,1.683498E-5,1.079248E-6,4.38562E-9,4.305538E-7,10.55752,8.370893E-5,665498.3,665498.3
1.326736E-5,15.65294,-3.614145E8,1536.154,1536.154,0.001309395,1.0,0.902927,0.005879205,4.171936E-4,0.003299518,7.666632E-4,5.315452E-6,3.375803E-6,0.004991692,6.609765E-7,0.02903547,0.003584862,7.123294E-5,0.001059455,0.03845917,0.008965092,3.767629E-6,2.742068E-5,2.582211E-6,1.246321E-8,1.04693E-6,10.54454,8.36517E-5,664680.3,664680.3
1.468017E-5,15.65679,-1.848091E8,1536.071,1536.071,0.001309395,1.0,0.9021681,0.00637253,3.965397E-4,0.00355861,8.322036E-4,6.059313E-6,3.751833E-6,0.005408788,8.375622E-7,0.02926213,0.003614819,7.946909E-5,0.001144547,0.03815326,0.008445792,4.33883E-6,3.057934E-5,3.152581E-6,1.584406E-8,1.285968E-6,10.54137,8.363111E-5,664480.6,664480.6
1.69682E-5,15.66323,1.943629E7,1536.033,1536.033,0.001309395,1.0,0.9010186,0.007117315,3.662853E-4,0.003949483,9.326291E-4,7.271585E-6,4.375101E-6,0.006044276,1.170579E-6,0.02962587,0.003629366,9.243598E-5,0.001273689,0.03768213,0.007674987,5.287696E-6,3.563014E-5,4.170955E-6,2.232249E-8,1.71993E-6,10.53677,8.359671E-5,664190.8,664190.8
1.770943E-5,15.66534,6.927977E7,1536.04,1536.04,0.001309395,1.0,0.9006655,0.007345388,3.572073E-4,0.004069372,9.638216E-4,7.665016E-6,4.58163E-6,0.006240702,1.290844E-6,0.02974157,0.003627116,9.652063E-5,0.001313486,0.03753519,0.007442208,5.60034E-6,3.724809E-5,4.523545E-6,2.469885E-8,1.872308E-6,10.53541,8.358545E-5,664104.6,664104.6
