Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_C10H8_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_STILB_Soln#7 (),Mole_fraction_C6H5C2H_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_C6H5CHCH3_Soln#7 (),Mole_fraction_BIPHENYL_Soln#7 (),Mole_fraction_C14H10_Soln#7 (),Mole_fraction_C16H10_Soln#7 (),Mole_fraction_C6H5C2H4C6H5_Soln#7 (),Mole_fraction_BIN1A_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
2.022553E-4,15.69905,-1.724365E7,1296.665,1296.665,0.001561201,1.0,0.9071753,0.002832346,4.967057E-5,0.002853739,3.642806E-4,9.925832E-6,0.003887706,3.93895E-7,0.02887745,7.306677E-4,9.562073E-5,5.141566E-4,0.03927135,0.0130333,6.530763E-5,2.093653E-6,2.519164E-5,2.5041E-6,1.334321E-4,1.156258E-6,10.58111,9.944558E-5,666985.8,666985.8
2.023025E-4,15.69906,-1.724249E7,1296.665,1296.665,0.001561201,1.0,0.9071741,0.00283294,4.96809E-5,0.002854338,3.643584E-4,9.929837E-6,0.003888538,3.940927E-7,0.02887766,7.30666E-4,9.564769E-5,5.142649E-4,0.03927076,0.0130326,6.530432E-5,2.094523E-6,2.519788E-5,2.505029E-6,1.334449E-4,1.156717E-6,10.58111,9.944554E-5,666985.5,666985.5
2.024032E-4,15.69907,-1.723497E7,1296.665,1296.665,0.001561201,1.0,0.9071715,0.00283421,4.970293E-5,0.002855616,3.645245E-4,9.938389E-6,0.003890313,3.945149E-7,0.02887812,7.306624E-4,9.570525E-5,5.144961E-4,0.03926948,0.01303112,6.529725E-5,2.096381E-6,2.521121E-5,2.507012E-6,1.334723E-4,1.157696E-6,10.5811,9.944548E-5,666984.9,666984.9
2.02438E-4,15.69907,-1.723993E7,1296.665,1296.665,0.001561201,1.0,0.9071706,0.00283465,4.971056E-5,0.002856058,3.64582E-4,9.941349E-6,0.003890928,3.94661E-7,0.02887828,7.306611E-4,9.572517E-5,5.145761E-4,0.03926904,0.01303061,6.529481E-5,2.097024E-6,2.521582E-5,2.507698E-6,1.334817E-4,1.158035E-6,10.5811,9.944545E-5,666984.7,666984.7
2.025341E-4,15.69908,-1.722206E7,1296.664,1296.664,0.001561201,1.0,0.9071682,0.002835861,4.973158E-5,0.002857277,3.647405E-4,9.949514E-6,0.003892622,3.950642E-7,0.02887872,7.306576E-4,9.57801E-5,5.147968E-4,0.03926783,0.01302919,6.528806E-5,2.098797E-6,2.522854E-5,2.509591E-6,1.335078E-4,1.15897E-6,10.58109,9.944538E-5,666984.0,666984.1
2.026093E-4,15.69909,-1.720144E7,1296.664,1296.664,0.001561201,1.0,0.9071663,0.002836809,4.974802E-5,0.002858231,3.648645E-4,9.955903E-6,0.003893947,3.953798E-7,0.02887907,7.306548E-4,9.582307E-5,5.149693E-4,0.03926688,0.01302808,6.528278E-5,2.100185E-6,2.523849E-5,2.511073E-6,1.335281E-4,1.159702E-6,10.58108,9.944533E-5,666983.6,666983.6
2.028424E-4,15.69912,-1.717969E7,1296.663,1296.663,0.001561201,1.0,0.9071604,0.002839747,4.9799E-5,0.002861187,3.652489E-4,9.975718E-6,0.003898055,3.96359E-7,0.02888014,7.306462E-4,9.595629E-5,5.155043E-4,0.03926393,0.01302465,6.526645E-5,2.10449E-6,2.526934E-5,2.515667E-6,1.335911E-4,1.161972E-6,10.58106,9.944517E-5,666982.1,666982.1
2.029086E-4,15.69912,-1.718113E7,1296.663,1296.663,0.001561201,1.0,0.9071587,0.00284058,4.981347E-5,0.002862026,3.65358E-4,9.981345E-6,0.003899221,3.966372E-7,0.02888044,7.306437E-4,9.599411E-5,5.156561E-4,0.0392631,0.01302368,6.526183E-5,2.105712E-6,2.527809E-5,2.516972E-6,1.33609E-4,1.162617E-6,10.58105,9.944513E-5,666981.7,666981.7
2.032203E-4,15.69916,-1.717295E7,1296.662,1296.662,0.001561201,1.0,0.9071508,0.002844507,4.988161E-5,0.002865978,3.658718E-4,1.000787E-5,0.003904713,3.979489E-7,0.02888187,7.306318E-4,9.617224E-5,5.163712E-4,0.03925916,0.01301909,6.524001E-5,2.111475E-6,2.531933E-5,2.523121E-6,1.336928E-4,1.165656E-6,10.58102,9.944491E-5,666979.7,666979.7
2.032578E-4,15.69916,-1.712761E7,1296.662,1296.662,0.001561201,1.0,0.9071499,0.00284498,4.988981E-5,0.002866453,3.659336E-4,1.001106E-5,0.003905374,3.98107E-7,0.02888204,7.306303E-4,9.619369E-5,5.164573E-4,0.03925869,0.01301854,6.523737E-5,2.11217E-6,2.53243E-5,2.523862E-6,1.337029E-4,1.166022E-6,10.58101,9.944488E-5,666979.5,666979.5
2.090786E-4,15.6998,-1.646446E7,1296.643,1296.643,0.001561201,1.0,0.9070027,0.002918077,5.115723E-5,0.00293995,3.754956E-4,1.051072E-5,0.00400758,4.230337E-7,0.02890873,7.303558E-4,9.951902E-5,5.297608E-4,0.03918538,0.01293326,6.483552E-5,2.22094E-6,2.609345E-5,2.639682E-6,1.352007E-4,1.223389E-6,10.58043,9.944086E-5,666942.8,666942.8
2.27019E-4,15.70176,-1.464878E7,1296.59,1296.59,0.001561201,1.0,0.9065546,0.003140665,5.500716E-5,0.003163215,4.045993E-4,1.209779E-5,0.004318726,5.047122E-7,0.0289909,7.289742E-4,1.09739E-4,5.701977E-4,0.03896188,0.01267473,6.362718E-5,2.568771E-6,2.845223E-5,3.007373E-6,1.391093E-4,1.40704E-6,10.57867,9.942841E-5,666831.8,666831.8
2.411611E-4,15.70332,-1.335756E7,1296.552,1296.552,0.001561201,1.0,0.906207,0.003313274,5.798286E-5,0.003335789,4.271557E-4,1.339642E-5,0.004559936,5.743444E-7,0.02905541,7.273914E-4,1.177444E-4,6.014791E-4,0.03878826,0.01247548,6.270654E-5,2.856029E-6,3.029843E-5,3.308219E-6,1.415177E-4,1.558984E-6,10.57732,9.941858E-5,666746.3,666746.4
2.492148E-4,15.7042,-1.268267E7,1296.531,1296.531,0.001561201,1.0,0.9060112,0.003410498,5.965539E-5,0.003432789,4.398572E-4,1.415303E-5,0.004695782,6.160214E-7,0.02909199,7.263292E-4,1.222768E-4,6.190708E-4,0.03869034,0.01236371,6.219349E-5,3.024446E-6,3.134461E-5,3.483558E-6,1.426635E-4,1.648197E-6,10.57656,9.941298E-5,666698.4,666698.5
2.495994E-4,15.70424,-1.267969E7,1296.531,1296.531,0.001561201,1.0,0.9060019,0.003415121,5.973486E-5,0.003437399,4.40461E-4,1.418946E-5,0.004702241,6.180485E-7,0.02909373,7.262757E-4,1.224927E-4,6.199068E-4,0.03868568,0.01235841,6.216905E-5,3.032574E-6,3.139447E-5,3.492002E-6,1.427144E-4,1.652505E-6,10.57652,9.941271E-5,666696.2,666696.2
2.496775E-4,15.70425,-1.272569E7,1296.53,1296.53,0.001561201,1.0,0.906,0.00341606,5.9751E-5,0.003438335,4.405837E-4,1.419687E-5,0.004703553,6.184609E-7,0.02909408,7.262648E-4,1.225366E-4,6.200766E-4,0.03868474,0.01235733,6.216406E-5,3.034226E-6,3.14046E-5,3.493719E-6,1.427247E-4,1.653381E-6,10.57651,9.941266E-5,666695.7,666695.7
2.497216E-4,15.70426,-1.265386E7,1296.53,1296.53,0.001561201,1.0,0.9059989,0.003416589,5.97601E-5,0.003438862,4.406528E-4,1.420104E-5,0.004704292,6.186933E-7,0.02909428,7.262587E-4,1.225613E-4,6.201723E-4,0.0386842,0.01235672,6.216125E-5,3.035158E-6,3.141031E-5,3.494686E-6,1.427305E-4,1.653875E-6,10.57651,9.941263E-5,666695.5,666695.5
2.50137E-4,15.7043,-1.259907E7,1296.529,1296.529,0.001561201,1.0,0.9059888,0.003421581,5.984589E-5,0.003443838,4.413049E-4,1.424043E-5,0.004711267,6.208884E-7,0.02909616,7.262006E-4,1.227944E-4,6.210749E-4,0.03867917,0.01235099,6.213496E-5,3.043951E-6,3.146416E-5,3.503818E-6,1.427849E-4,1.658536E-6,10.57647,9.941234E-5,666693.0,666693.0
3.0E-4,15.70976,-9019450.0,1296.426,1296.426,0.001561201,1.0,0.9048117,0.004006138,6.984813E-5,0.004023936,5.176377E-4,1.917663E-5,0.005527953,9.128929E-7,0.02931835,7.175771E-4,1.502575E-4,7.264254E-4,0.03808838,0.01168638,5.913057E-5,4.162013E-6,3.785112E-5,4.650572E-6,1.468951E-4,2.253689E-6,10.57196,9.937782E-5,666408.6,666408.7
4.0E-4,15.72045,-3989938.0,1296.305,1296.305,0.001561201,1.0,0.9026149,0.005098204,8.831777E-5,0.005094907,6.602796E-4,3.000898E-5,0.007054934,1.665566E-6,0.02973384,6.945372E-4,2.01404E-4,9.215164E-4,0.03697432,0.01047798,5.379754E-5,6.723439E-6,5.019701E-5,7.19584E-6,1.461405E-4,3.637898E-6,10.56378,9.931024E-5,665893.0,665893.1
5.0E-4,15.73065,-598949.2,1296.263,1296.263,0.001561201,1.0,0.9006134,0.006095182,1.04969E-4,0.006059654,7.908409E-4,4.155397E-5,0.008452903,2.63014E-6,0.03010233,6.68767E-4,2.466947E-4,0.001097851,0.03594368,0.009413348,4.917966E-5,9.608368E-6,6.193185E-5,9.96525E-6,1.401599E-4,5.23277E-6,10.55658,9.924583E-5,665439.5,665439.5
6.0E-4,15.74031,1833695.0,1296.276,1296.276,0.001561201,1.0,0.8987832,0.007008626,1.200844E-4,0.006934048,9.110234E-4,5.336397E-5,0.009739397,3.789664E-6,0.03042426,6.427226E-4,2.863598E-4,0.001258082,0.03498629,0.008471097,4.512713E-5,1.272082E-5,7.308433E-5,1.286616E-5,1.324441E-4,6.994653E-6,10.55021,9.918494E-5,665037.9,665038.0
7.0E-4,15.74942,3629000.0,1296.329,1296.329,0.001561201,1.0,0.8971041,0.007847909,1.338855E-4,0.007730513,0.001022153,6.514241E-5,0.01092822,5.125277E-6,0.03070343,6.172826E-4,3.209724E-4,0.001404302,0.0340941,0.007634154,4.154172E-5,1.598802E-5,8.368988E-5,1.583203E-5,1.243155E-4,8.887694E-6,10.54454,9.912754E-5,664680.5,664680.6
8.0E-4,15.75801,4964607.0,1296.413,1296.413,0.001561201,1.0,0.8955589,0.008620881,1.465513E-4,0.008459107,0.001125303,7.669437E-5,0.01203065,6.617734E-6,0.03094432,5.927489E-4,3.511491E-4,0.001538221,0.03326045,0.006888547,3.835071E-5,1.935434E-5,9.378396E-5,1.881496E-5,1.162908E-4,1.088216E-5,10.53947,9.907351E-5,664361.1,664361.1
9.0E-4,15.7661,5952512.0,1296.519,1296.519,0.001561201,1.0,0.8941331,0.00933424,1.58229E-4,0.009128127,0.001221364,8.789438E-5,0.01305609,8.248282E-6,0.03115123,5.692017E-4,3.774616E-4,0.001661264,0.03247968,0.006222656,3.54969E-5,2.277704E-5,1.033999E-4,2.178047E-5,1.085704E-4,1.295327E-5,10.53493,9.902265E-5,664074.3,664074.3
0.001,15.77373,6669110.0,1296.641,1296.641,0.001561201,1.0,0.8928143,0.009993779,1.690408E-4,0.009744512,0.001311085,9.866448E-5,0.01401252,9.99914E-6,0.03132805,5.466436E-4,4.00413E-4,0.001774634,0.03174695,0.005626695,3.293388E-5,2.622317E-5,1.125684E-4,2.470393E-5,1.012342E-4,1.508027E-5,10.53083,9.897479E-5,663815.9,663816.0
0.0011,15.78091,7171897.0,1296.775,1296.775,0.001561201,1.0,0.8915918,0.01060455,1.790889E-4,0.01031413,0.001395103,1.089597E-4,0.01490674,1.185375E-5,0.03147819,5.250486E-4,4.204393E-4,0.001879356,0.03105803,0.005092347,3.062346E-5,2.966728E-5,1.213175E-4,2.756795E-5,9.430901E-5,1.72458E-5,10.52712,9.892975E-5,663582.4,663582.5
0.0012,15.78768,7505698.0,1296.917,1296.917,0.001561201,1.0,0.8904563,0.01117101,1.884595E-4,0.01084197,0.001473965,1.18758E-4,0.01574465,1.379687E-5,0.03160467,5.043826E-4,4.379169E-4,0.001976316,0.03040924,0.004612488,2.853379E-5,3.308975E-5,1.29673E-4,3.03605E-5,8.779983E-5,1.943526E-5,10.52376,9.888734E-5,663370.7,663370.8
0.0013,15.79405,7704231.0,1297.065,1297.065,0.001561201,1.0,0.8893995,0.0116971,1.972258E-4,0.01133234,0.001548149,1.280527E-4,0.01653136,1.581462E-5,0.03171014,4.846107E-4,4.531707E-4,0.00206628,0.02979731,0.004180967,2.663808E-5,3.647547E-5,1.376585E-4,3.307353E-5,8.17002E-5,2.163644E-5,10.52071,9.884741E-5,663178.2,663178.3
0.0014,15.80007,7795965.0,1297.215,1297.215,0.001561201,1.0,0.8884145,0.01218634,2.054505E-4,0.01178897,0.001618068,1.36848E-4,0.01727138,1.789438E-5,0.03179694,4.656986E-4,4.664823E-4,0.002149917,0.02921933,0.003792437,2.491361E-5,3.981288E-5,1.452958E-4,3.570196E-5,7.599802E-5,2.383905E-5,10.51793,9.88098E-5,663002.7,663002.7
0.0015,15.80573,7802305.0,1297.366,1297.366,0.001561201,1.0,0.8874947,0.01264188,2.131871E-4,0.01221509,0.00168409,1.451556E-4,0.01796866,2.002485E-5,0.03186711,4.476145E-4,4.78095E-4,0.002227815,0.02867271,0.003442245,2.334103E-5,4.309332E-5,1.526051E-4,3.8243E-5,7.06779E-5,2.603457E-5,10.51538,9.877436E-5,662842.2,662842.2
0.0016,15.81108,7741989.0,1297.517,1297.517,0.001561201,1.0,0.8866346,0.01306654,2.204822E-4,0.01261356,0.001746539,1.529919E-4,0.01862672,2.219588E-5,0.0319225,4.303287E-4,4.882204E-4,0.002300493,0.02815511,0.003126308,2.190378E-5,4.631036E-5,1.596054E-4,4.069555E-5,6.572278E-5,2.821588E-5,10.51305,9.874097E-5,662695.1,662695.1
0.001643233,15.8133,7698970.0,1297.582,1297.582,0.001561201,1.0,0.8862799,0.01324122,2.235097E-4,0.0127779,0.001772504,1.562386E-4,0.01889988,2.314474E-5,0.03194228,4.230956E-4,4.921845E-4,0.002330416,0.02793978,0.002999408,2.13206E-5,4.768035E-5,1.625406E-4,4.172846E-5,6.368906E-5,2.915301E-5,10.5121,9.872713E-5,662635.3,662635.3
0.001668431,15.81456,7670619.0,1297.619,1297.619,0.001561201,1.0,0.8860778,0.01334067,2.252409E-4,0.01287159,0.001787363,1.580927E-4,0.01905607,2.370022E-5,0.03195272,4.189454E-4,4.94388E-4,0.002347459,0.02781654,0.002927983,2.099066E-5,4.847285E-5,1.642267E-4,4.232288E-5,6.253306E-5,2.969732E-5,10.51156,9.871923E-5,662601.4,662601.4
0.001673914,15.81484,7635397.0,1297.627,1297.627,0.001561201,1.0,0.8860342,0.01336208,2.256144E-4,0.01289177,0.00179057,1.584924E-4,0.01908976,2.38213E-5,0.03195489,4.180484E-4,4.948573E-4,0.002351129,0.02778994,0.002912683,2.091958E-5,4.864469E-5,1.645912E-4,4.245148E-5,6.228437E-5,2.981555E-5,10.51144,9.871752E-5,662594.1,662594.2
0.00167514,15.8149,7483705.0,1297.629,1297.629,0.001561201,1.0,0.8860245,0.01336686,2.256977E-4,0.01289628,0.001791285,1.585816E-4,0.01909728,2.384838E-5,0.03195537,4.17848E-4,4.949618E-4,0.002351948,0.027784,0.002909274,2.090348E-5,4.868307E-5,1.646726E-4,4.248019E-5,6.222891E-5,2.984197E-5,10.51142,9.871714E-5,662592.5,662592.6
0.001675158,15.8149,7540898.0,1297.629,1297.629,0.001561201,1.0,0.8860243,0.01336693,2.25699E-4,0.01289635,0.001791296,1.585829E-4,0.0190974,2.384879E-5,0.03195538,4.17845E-4,4.949634E-4,0.00235196,0.02778391,0.002909222,2.090323E-5,4.868366E-5,1.646738E-4,4.248063E-5,6.222806E-5,2.984238E-5,10.51142,9.871714E-5,662592.5,662592.5
0.001675181,15.8149,7546384.0,1297.629,1297.629,0.001561201,1.0,0.8860242,0.01336702,2.257005E-4,0.01289643,0.00179131,1.585846E-4,0.01909754,2.384929E-5,0.03195539,4.178412E-4,4.949653E-4,0.002351976,0.0277838,0.002909159,2.090292E-5,4.868437E-5,1.646753E-4,4.248116E-5,6.222703E-5,2.984287E-5,10.51142,9.871713E-5,662592.5,662592.5
0.001675231,15.8149,7603588.0,1297.629,1297.629,0.001561201,1.0,0.8860238,0.01336722,2.257039E-4,0.01289661,0.001791339,1.585882E-4,0.01909784,2.385039E-5,0.03195541,4.178331E-4,4.949695E-4,0.002352009,0.02778356,0.002909021,2.090223E-5,4.868593E-5,1.646786E-4,4.248232E-5,6.222479E-5,2.984394E-5,10.51142,9.871711E-5,662592.4,662592.4
0.001675297,15.8149,7627203.0,1297.63,1297.63,0.001561201,1.0,0.8860232,0.01336747,2.257084E-4,0.01289685,0.001791377,1.58593E-4,0.01909825,2.385186E-5,0.03195543,4.178222E-4,4.949752E-4,0.002352053,0.02778324,0.002908837,2.09013E-5,4.8688E-5,1.64683E-4,4.248388E-5,6.222179E-5,2.984537E-5,10.51141,9.871709E-5,662592.3,662592.3
0.001675377,15.81491,7634935.0,1297.63,1297.63,0.001561201,1.0,0.8860226,0.01336779,2.257139E-4,0.01289715,0.001791424,1.585989E-4,0.01909874,2.385363E-5,0.03195546,4.178091E-4,4.94982E-4,0.002352107,0.02778285,0.002908613,2.09002E-5,4.869052E-5,1.646883E-4,4.248576E-5,6.221815E-5,2.98471E-5,10.51141,9.871707E-5,662592.2,662592.2
0.001678266,15.81505,7659656.0,1297.634,1297.634,0.001561201,1.0,0.8859997,0.01337903,2.259101E-4,0.01290775,0.001793109,1.588087E-4,0.01911644,2.391747E-5,0.03195659,4.173375E-4,4.952274E-4,0.002354033,0.02776888,0.002900598,2.086346E-5,4.878095E-5,1.648799E-4,4.255337E-5,6.208766E-5,2.990936E-5,10.51135,9.871617E-5,662588.4,662588.4
0.001697398,15.816,7633468.0,1297.662,1297.662,0.001561201,1.0,0.8858494,0.01345289,2.272013E-4,0.01297743,0.0018042,1.601895E-4,0.01923293,2.434081E-5,0.03196377,4.142331E-4,4.968273E-4,0.002366699,0.02767687,0.002848117,2.062066E-5,4.937832E-5,1.661429E-4,4.299928E-5,6.123046E-5,3.032116E-5,10.51095,9.871028E-5,662563.3,662563.4
0.0017,15.81612,7629709.0,1297.666,1297.666,0.001561201,1.0,0.8858291,0.01346286,2.273759E-4,0.01298684,0.001805699,1.603761E-4,0.01924868,2.439845E-5,0.03196471,4.13813E-4,4.970417E-4,0.002368409,0.02766443,0.002841056,2.058781E-5,4.945936E-5,1.663139E-4,4.305967E-5,6.11148E-5,3.037709E-5,10.5109,9.870949E-5,662560.0,662560.0
0.001762413,15.81912,7536867.0,1297.758,1297.758,0.001561201,1.0,0.8853522,0.01369682,2.314898E-4,0.01320799,0.001841065,1.64764E-4,0.01961973,2.578561E-5,0.03198499,4.038893E-4,5.019553E-4,0.002408556,0.02737105,0.002677226,1.982203E-5,5.138863E-5,1.703595E-4,4.44906E-5,5.840756E-5,3.171357E-5,10.50965,9.869076E-5,662481.1,662481.2
0.0018,15.82088,7475448.0,1297.813,1297.813,0.001561201,1.0,0.8850739,0.01383311,2.339026E-4,0.01333712,0.001861826,1.673288E-4,0.01983728,2.66246E-5,0.03199516,3.980476E-4,5.047173E-4,0.002431964,0.02719882,0.002583368,1.938002E-5,5.253705E-5,1.727464E-4,4.533632E-5,5.683642E-5,3.251339E-5,10.50893,9.86798E-5,662435.5,662435.5
0.00188647,15.82478,7317878.0,1297.937,1297.937,0.001561201,1.0,0.8844579,0.014134,2.392763E-4,0.0136231,0.001908108,1.730121E-4,0.02032148,2.856294E-5,0.03201309,3.849901E-4,5.105453E-4,0.002483713,0.02681491,0.002380445,1.841463E-5,5.513966E-5,1.780996E-4,4.723623E-5,5.338664E-5,3.433767E-5,10.50734,9.865548E-5,662335.6,662335.6
0.00189316,15.82507,7298460.0,1297.946,1297.946,0.001561201,1.0,0.8844116,0.01415657,2.396822E-4,0.01364461,0.001911606,1.734395E-4,0.02035803,2.87133E-5,0.03201417,3.840017E-4,5.109673E-4,0.002487599,0.0267859,0.002365467,1.834278E-5,5.533872E-5,1.78506E-4,4.73806E-5,5.312905E-5,3.447786E-5,10.50722,9.865365E-5,662328.1,662328.2
0.001895157,15.82516,7284679.0,1297.949,1297.949,0.001561201,1.0,0.8843978,0.01416329,2.398031E-4,0.01365101,0.001912648,1.735668E-4,0.02036892,2.87582E-5,0.03201449,3.837072E-4,5.110925E-4,0.002488756,0.02677726,0.002361015,1.832138E-5,5.539808E-5,1.786271E-4,4.742363E-5,5.305241E-5,3.451968E-5,10.50719,9.86531E-5,662325.9,662326.0
0.001895343,15.82517,7272605.0,1297.949,1297.949,0.001561201,1.0,0.8843965,0.01416391,2.398143E-4,0.01365161,0.001912745,1.735786E-4,0.02036993,2.876238E-5,0.03201452,3.836797E-4,5.111042E-4,0.002488863,0.02677646,0.0023606,1.831936E-5,5.540361E-5,1.786384E-4,4.742763E-5,5.304528E-5,3.452358E-5,10.50718,9.865305E-5,662325.7,662325.8
0.001895702,15.82519,7238031.0,1297.95,1297.95,0.001561201,1.0,0.884394,0.01416512,2.398361E-4,0.01365276,0.001912932,1.736015E-4,0.02037189,2.877046E-5,0.03201457,3.836267E-4,5.111267E-4,0.002489071,0.02677491,0.002359801,1.831537E-5,5.541428E-5,1.786601E-4,4.743537E-5,5.303151E-5,3.45311E-5,10.50718,9.865295E-5,662325.3,662325.4
