Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_BIPHENYL_Soln#16 (),Mole_fraction_C14H10_Soln#16 (),Mole_fraction_BIN1B_Soln#16 (),Mole_fraction_BIN1A_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
8.3E-4,15.68791,-1.716581E7,1653.855,1653.855,0.00115975,1.0,0.841854,8.250698E-5,0.04472703,9.32878E-5,0.01019463,0.03346278,4.242404E-4,5.553591E-4,0.002142474,0.05012095,0.004062339,9.800803E-4,1.013008E-4,0.003248767,1.345433E-4,4.352992E-7,0.001091297,0.001792025,0.001575114,7.4423E-4,10.03263,7.39263E-5,632411.6,632411.6
8.4E-4,15.68919,-1.657095E7,1653.814,1653.814,0.00115975,1.0,0.841859,8.243208E-5,0.04478521,9.323626E-5,0.01011331,0.03357302,4.232512E-4,5.55463E-4,0.00212905,0.05006515,0.004070849,9.54264E-4,9.871756E-5,0.003223947,1.319947E-4,4.244028E-7,0.001092724,0.001791809,0.001597583,7.487165E-4,10.03156,7.392027E-5,632344.2,632344.2
8.5E-4,15.69047,-1.59729E7,1653.774,1653.774,0.00115975,1.0,0.841865,8.235942E-5,0.04484242,9.318803E-5,0.010033,0.03368131,4.222914E-4,5.555452E-4,0.00211579,0.05000885,0.004079009,9.294061E-4,9.623144E-5,0.003199809,1.295609E-4,4.139266E-7,0.001094037,0.001791499,0.001619997,7.531744E-4,10.0305,7.391427E-5,632277.7,632277.7
8.6E-4,15.69173,-1.539037E7,1653.736,1653.736,0.00115975,1.0,0.8418719,8.228895E-5,0.0448987,9.314301E-5,0.00995367,0.03378768,4.213602E-4,5.556061E-4,0.002102694,0.04995206,0.004086831,9.054697E-4,9.383861E-5,0.003176333,1.27235E-4,4.038531E-7,0.001095237,0.001791097,0.001642356,7.576043E-4,10.02946,7.390831E-5,632212.0,632212.0
8.7E-4,15.69299,-1.481032E7,1653.699,1653.699,0.00115975,1.0,0.8418797,8.222065E-5,0.04495408,9.310114E-5,0.009875319,0.03389218,4.204567E-4,5.556466E-4,0.002089763,0.04989483,0.004094324,8.824184E-4,9.153534E-5,0.0031535,1.250098E-4,3.941649E-7,0.001096329,0.001790608,0.001664659,7.620071E-4,10.02843,7.390237E-5,632147.1,632147.1
8.8E-4,15.69425,-1.42331E7,1653.663,1653.663,0.00115975,1.0,0.8418883,8.215447E-5,0.04500861,9.306234E-5,0.009797931,0.03399483,4.195804E-4,5.556672E-4,0.002076996,0.04983718,0.004101498,8.602173E-4,8.931803E-5,0.003131292,1.228791E-4,3.848455E-7,0.001097315,0.001790036,0.001686908,7.663833E-4,10.02741,7.389647E-5,632083.0,632083.0
8.9E-4,15.6955,-1.366155E7,1653.629,1653.629,0.00115975,1.0,0.8418978,8.209037E-5,0.0450623,9.302654E-5,0.009721493,0.03409568,4.187303E-4,5.556684E-4,0.002064395,0.04977913,0.004108362,8.388331E-4,8.718325E-5,0.00310969,1.208367E-4,3.758795E-7,0.001098198,0.001789385,0.001709104,7.707337E-4,10.02641,7.389059E-5,632019.7,632019.7
9.0E-4,15.69674,-1.309382E7,1653.596,1653.596,0.00115975,1.0,0.841908,8.202834E-5,0.04511518,9.299368E-5,0.009645993,0.03419475,4.179058E-4,5.55651E-4,0.002051959,0.04972071,0.004114926,8.182338E-4,8.512774E-5,0.003088677,1.188772E-4,3.672518E-7,0.001098981,0.001788659,0.001731246,7.750589E-4,10.02542,7.388474E-5,631957.1,631957.1
9.1E-4,15.69798,-1.253038E7,1653.565,1653.565,0.00115975,1.0,0.841919,8.196833E-5,0.04516729,9.296369E-5,0.009571418,0.03429209,4.171061E-4,5.556154E-4,0.002039688,0.04966194,0.004121198,7.983891E-4,8.314837E-5,0.003068235,1.169955E-4,3.589484E-7,0.001099667,0.001787861,0.001753335,7.793595E-4,10.02443,7.387892E-5,631895.3,631895.3
9.2E-4,15.69921,-1.205605E7,1653.535,1653.535,0.00115975,1.0,0.8419307,8.191031E-5,0.04521866,9.293652E-5,0.009497755,0.03438773,4.163307E-4,5.555622E-4,0.002027581,0.04960284,0.004127188,7.792697E-4,8.124215E-5,0.003048348,1.15187E-4,3.509558E-7,0.001100258,0.001786995,0.001775372,7.836361E-4,10.02347,7.387312E-5,631834.2,631834.2
9.3E-4,15.70044,-1.141455E7,1653.506,1653.506,0.00115975,1.0,0.8419431,8.185425E-5,0.0452693,9.291209E-5,0.009424993,0.0344817,4.155788E-4,5.55492E-4,0.002015638,0.04954343,0.004132903,7.608474E-4,7.940619E-5,0.003028999,1.134472E-4,3.432611E-7,0.001100757,0.001786064,0.001797358,7.878894E-4,10.02251,7.386734E-5,631773.8,631773.8
9.4E-4,15.70166,-1.08619E7,1653.479,1653.479,0.00115975,1.0,0.8419562,8.180013E-5,0.04531924,9.289038E-5,0.00935312,0.03457403,4.148498E-4,5.554053E-4,0.002003858,0.04948374,0.004138352,7.430955E-4,7.763777E-5,0.003010173,1.11772E-4,3.358521E-7,0.001101167,0.00178507,0.001819292,7.921198E-4,10.02156,7.386158E-5,631714.1,631714.1
9.5E-4,15.70288,-1.031242E7,1653.453,1653.453,0.00115975,1.0,0.84197,8.174793E-5,0.04536852,9.287131E-5,0.009282122,0.03466476,4.141431E-4,5.553026E-4,0.001992241,0.04942377,0.004143542,7.259883E-4,7.593425E-5,0.002991855,1.101577E-4,3.287173E-7,0.001101491,0.001784018,0.001841177,7.963279E-4,10.02063,7.385584E-5,631655.1,631655.1
9.58469E-4,15.70391,-9849673.0,1653.432,1653.432,0.00115975,1.0,0.8419821,8.170527E-5,0.04540974,9.285722E-5,0.00922267,0.03474036,4.135615E-4,5.552035E-4,0.00198253,0.04937279,0.004147741,7.11986E-4,7.454043E-5,0.002976727,1.088356E-4,3.228809E-7,0.001101698,0.001783082,0.001859673,7.998748E-4,10.01984,7.385099E-5,631605.7,631605.7
9.587877E-4,15.70395,-9832811.0,1653.432,1653.432,0.00115975,1.0,0.8419826,8.170374E-5,0.04541128,9.285676E-5,0.009220445,0.03474318,4.135399E-4,5.551996E-4,0.001982166,0.04937087,0.004147896,7.114677E-4,7.448884E-5,0.002976164,1.087866E-4,3.226649E-7,0.001101705,0.001783046,0.001860368,8.000079E-4,10.01981,7.385081E-5,631603.8,631603.8
9.590184E-4,15.70398,-9824127.0,1653.431,1653.431,0.00115975,1.0,0.8419829,8.17027E-5,0.0454124,9.28565E-5,0.009218835,0.03474522,4.135243E-4,5.551967E-4,0.001981904,0.04936948,0.004148007,7.110928E-4,7.445153E-5,0.002975757,1.087512E-4,3.225087E-7,0.00110171,0.00178302,0.001860872,8.001043E-4,10.01979,7.385068E-5,631602.5,631602.5
9.59044E-4,15.70398,-9820267.0,1653.431,1653.431,0.00115975,1.0,0.8419829,8.170257E-5,0.04541252,9.285648E-5,0.009218656,0.03474545,4.135226E-4,5.551964E-4,0.001981874,0.04936933,0.00414802,7.110512E-4,7.444739E-5,0.002975712,1.087473E-4,3.224914E-7,0.00110171,0.001783017,0.001860927,8.00115E-4,10.01979,7.385066E-5,631602.3,631602.3
9.6E-4,15.7041,-9763723.0,1653.429,1653.429,0.00115975,1.0,0.8419843,8.169865E-5,0.04541714,9.285633E-5,0.009211989,0.0347539,4.13458E-4,5.551844E-4,0.001980786,0.04936356,0.004148481,7.095015E-4,7.429318E-5,0.002974029,1.086008E-4,3.21846E-7,0.00110173,0.001782909,0.001863013,8.005143E-4,10.0197,7.385012E-5,631596.8,631596.8
9.7E-4,15.70531,-9136750.0,1653.405,1653.405,0.00115975,1.0,0.8419992,8.166028E-5,0.04546515,9.285565E-5,0.009142705,0.03484149,4.127915E-4,5.550519E-4,0.001969491,0.0493031,0.004153173,6.936094E-4,7.271329E-5,0.00295668,1.070979E-4,3.152512E-7,0.001101886,0.001781745,0.001884816,8.046802E-4,10.01878,7.384441E-5,631539.1,631539.1
9.8E-4,15.70652,-8543924.0,1653.383,1653.383,0.00115975,1.0,0.8420147,8.16188E-5,0.04551258,9.285015E-5,0.009074257,0.03492756,4.121433E-4,5.549058E-4,0.001958354,0.04924241,0.004157628,6.782904E-4,7.119131E-5,0.002939795,1.056459E-4,3.089055E-7,0.001101964,0.00178053,0.001906586,8.088262E-4,10.01788,7.383871E-5,631482.0,631482.2
9.885383E-4,15.70756,-8177564.0,1653.366,1653.366,0.00115975,1.0,0.8420285,8.156812E-5,0.04555259,9.282484E-5,0.009016474,0.03499988,4.11608E-4,5.547698E-4,0.001948972,0.04919044,0.004161254,6.656495E-4,6.993398E-5,0.002925736,1.044445E-4,3.036372E-7,0.001101968,0.001779455,0.001925125,8.123498E-4,10.01711,7.383386E-5,631433.9,631434.0
9.891736E-4,15.70763,-8152475.0,1653.365,1653.365,0.00115975,1.0,0.8420295,8.156572E-5,0.04555555,9.282601E-5,0.009012199,0.03500522,4.115689E-4,5.547592E-4,0.001948279,0.04918657,0.004161518,6.647249E-4,6.98419E-5,0.002924703,1.043565E-4,3.032495E-7,0.001101966,0.001779374,0.001926502,8.126113E-4,10.01706,7.38335E-5,631430.3,631430.4
9.9E-4,15.70773,-8097717.0,1653.363,1653.363,0.00115975,1.0,0.8420309,8.156176E-5,0.0455594,9.28246E-5,0.009006643,0.03501215,4.115183E-4,5.547453E-4,0.001947378,0.04918153,0.004161859,6.635251E-4,6.972245E-5,0.002923361,1.042423E-4,3.027472E-7,0.001101964,0.001779268,0.001928293,8.129514E-4,10.01698,7.383303E-5,631425.7,631425.8
9.908291E-4,15.70783,-8074920.0,1653.361,1653.361,0.00115975,1.0,0.8420322,8.155681E-5,0.04556325,9.28218E-5,0.009001074,0.0350191,4.114676E-4,5.547313E-4,0.001946475,0.04917648,0.0041622,6.623252E-4,6.960298E-5,0.002922019,1.04128E-4,3.022444E-7,0.00110196,0.001779162,0.001930089,8.132924E-4,10.01691,7.383256E-5,631421.0,631421.1
9.91522E-4,15.70792,-8037319.0,1653.36,1653.36,0.00115975,1.0,0.8420334,8.155323E-5,0.04556647,9.282086E-5,0.008996425,0.0350249,4.114254E-4,5.547195E-4,0.001945721,0.04917225,0.004162484,6.613253E-4,6.950343E-5,0.002920899,1.040327E-4,3.018254E-7,0.001101957,0.001779072,0.001931589,8.135773E-4,10.01685,7.383217E-5,631417.1,631417.2
0.001,15.70894,-7609074.0,1653.344,1653.344,0.00115975,1.0,0.8420475,8.151485E-5,0.04560563,9.281336E-5,0.008939851,0.03509529,4.109162E-4,5.5457E-4,0.00193656,0.04912047,0.004165871,6.492921E-4,6.830622E-5,0.002907365,1.028843E-4,2.967942E-7,0.001101888,0.001777961,0.001949933,8.170555E-4,10.0161,7.382737E-5,631369.9,631369.9
