Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_C10H8_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_STILB_Soln#10 (),Mole_fraction_C6H5C2H_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_BIPHENYL_Soln#10 (),Mole_fraction_C14H10_Soln#10 (),Mole_fraction_C16H10_Soln#10 (),Mole_fraction_C6H5C2H4C6H5_Soln#10 (),Mole_fraction_BIN1A_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
8.8E-4,15.84434,-1.547969E7,1443.092,1443.092,0.001399698,1.0,0.8747627,0.01981093,1.199811E-5,1.195133E-4,0.01612876,0.004148487,1.33326E-4,0.02758807,1.263854E-4,0.03158317,5.91881E-4,3.76304E-4,0.004247295,0.01926245,2.76668E-5,1.023568E-4,3.172755E-4,1.215744E-4,9.809526E-6,1.091227E-4,10.46098,8.834058E-5,659413.3,659413.4
8.9E-4,15.84472,-1.525941E7,1443.06,1443.06,0.001399698,1.0,0.8746352,0.01986318,1.198637E-5,1.194763E-4,0.01619089,0.004171878,1.337812E-4,0.02772276,1.28376E-4,0.03152959,5.906174E-4,3.763946E-4,0.004261368,0.01914768,2.744028E-5,1.034437E-4,3.196602E-4,1.225732E-4,9.772721E-6,1.103814E-4,10.46049,8.833845E-5,659382.6,659382.6
9.0E-4,15.8451,-1.503997E7,1443.028,1443.028,0.001399698,1.0,0.8745084,0.01991529,1.197499E-5,1.194442E-4,0.01625252,0.004195169,1.342286E-4,0.02785674,1.303775E-4,0.03147611,5.893669E-4,3.764752E-4,0.004275275,0.01903368,2.722507E-5,1.045323E-4,3.220436E-4,1.23568E-4,9.736342E-6,1.116408E-4,10.46001,8.833631E-5,659352.0,659352.0
9.1E-4,15.84548,-1.482149E7,1442.996,1442.996,0.001399698,1.0,0.8743823,0.01996727,1.196396E-5,1.194168E-4,0.01631367,0.004218362,1.346683E-4,0.02799002,1.323897E-4,0.03142273,5.881286E-4,3.765461E-4,0.004289017,0.01892046,2.702009E-5,1.056225E-4,3.244256E-4,1.245587E-4,9.700359E-6,1.129009E-4,10.45953,8.833417E-5,659321.6,659321.6
9.2E-4,15.84587,-1.460406E7,1442.965,1442.965,0.001399698,1.0,0.8742569,0.02001913,1.195324E-5,1.193941E-4,0.01637433,0.004241456,1.351005E-4,0.02812261,1.344125E-4,0.03136946,5.869019E-4,3.766073E-4,0.004302595,0.01880799,2.68244E-5,1.067144E-4,3.268062E-4,1.255455E-4,9.664747E-6,1.141616E-4,10.45905,8.833202E-5,659291.3,659291.4
9.3E-4,15.84626,-1.438775E7,1442.935,1442.935,0.001399698,1.0,0.8741322,0.02007085,1.194282E-5,1.193759E-4,0.01643451,0.004264454,1.355252E-4,0.02825451,1.364461E-4,0.03131629,5.856861E-4,3.76659E-4,0.004316011,0.01869628,2.663708E-5,1.078079E-4,3.291856E-4,1.265282E-4,9.629482E-6,1.154229E-4,10.45857,8.832987E-5,659261.3,659261.3
9.4E-4,15.84664,-1.417266E7,1442.904,1442.904,0.001399698,1.0,0.8740081,0.02012245,1.193267E-5,1.193622E-4,0.01649422,0.004287355,1.359425E-4,0.02838573,1.384902E-4,0.03126324,5.844807E-4,3.767014E-4,0.004329267,0.01858532,2.645736E-5,1.08903E-4,3.315636E-4,1.27507E-4,9.594543E-6,1.166849E-4,10.4581,8.832771E-5,659231.4,659231.4
9.5E-4,15.84703,-1.395885E7,1442.875,1442.875,0.001399698,1.0,0.8738847,0.02017392,1.192278E-5,1.193529E-4,0.01655346,0.004310161,1.363524E-4,0.02851628,1.405448E-4,0.03121028,5.83285E-4,3.767345E-4,0.004342364,0.01847511,2.628452E-5,1.099997E-4,3.339404E-4,1.284817E-4,9.559909E-6,1.179474E-4,10.45762,8.832554E-5,659201.6,659201.6
9.6E-4,15.84742,-1.374636E7,1442.845,1442.845,0.001399698,1.0,0.873762,0.02022526,1.191313E-5,1.19348E-4,0.01661223,0.004332872,1.36755E-4,0.02864615,1.426098E-4,0.03115744,5.820986E-4,3.767584E-4,0.004355304,0.01836562,2.611796E-5,1.11098E-4,3.363159E-4,1.294523E-4,9.525566E-6,1.192104E-4,10.45715,8.832337E-5,659172.0,659172.1
9.7E-4,15.84781,-1.353524E7,1442.816,1442.816,0.001399698,1.0,0.8736399,0.02027649,1.19037E-5,1.193473E-4,0.01667054,0.00435549,1.371505E-4,0.02877537,1.446852E-4,0.0311047,5.809211E-4,3.767734E-4,0.004368088,0.01825687,2.595716E-5,1.121978E-4,3.386902E-4,1.30419E-4,9.491498E-6,1.204739E-4,10.45669,8.832119E-5,659142.6,659142.6
9.8E-4,15.8482,-1.332554E7,1442.788,1442.788,0.001399698,1.0,0.8735184,0.0203276,1.189448E-5,1.193508E-4,0.0167284,0.004378015,1.375389E-4,0.02890393,1.46771E-4,0.03105206,5.797522E-4,3.767794E-4,0.004380719,0.01814883,2.580158E-5,1.132991E-4,3.410632E-4,1.313817E-4,9.45769E-6,1.217379E-4,10.45622,8.831901E-5,659113.3,659113.4
9.9E-4,15.8486,-1.311728E7,1442.76,1442.76,0.001399698,1.0,0.8733976,0.02037858,1.188546E-5,1.193584E-4,0.0167858,0.004400449,1.379202E-4,0.02903184,1.48867E-4,0.03099953,5.785913E-4,3.767767E-4,0.004393196,0.01804151,2.565074E-5,1.144019E-4,3.434351E-4,1.323403E-4,9.42413E-6,1.230023E-4,10.45576,8.831682E-5,659084.2,659084.3
0.001,15.84899,-1.291047E7,1442.733,1442.733,0.001399698,1.0,0.8732774,0.02042945,1.187663E-5,1.193699E-4,0.01684275,0.004422791,1.382946E-4,0.0291591,1.509731E-4,0.03094711,5.774383E-4,3.767654E-4,0.004405522,0.0179349,2.55043E-5,1.155062E-4,3.458057E-4,1.332949E-4,9.390808E-6,1.242671E-4,10.4553,8.831463E-5,659055.3,659055.3
