Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_STILB_Soln#7 (),Mole_fraction_C6H5C2H_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_C6H5CHCH3_Soln#7 (),Mole_fraction_BIPHENYL_Soln#7 (),Mole_fraction_C14H10_Soln#7 (),Mole_fraction_C16H10_Soln#7 (),Mole_fraction_C6H5C2H4C6H5_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
4.7E-4,15.72764,-1494733.0,1296.269,1296.269,0.001561201,1.0,0.9011948,0.005805335,2.550572E-5,1.001464E-4,0.00578036,7.528308E-4,1.593582E-5,3.804575E-5,0.008045927,0.02999679,6.765939E-4,2.337198E-4,0.001046749,0.03624477,0.009719012,5.050023E-5,8.715145E-6,5.847408E-5,9.116991E-6,1.422338E-4,10.55865,9.926479E-5,665569.7,665569.7
4.8E-4,15.72865,-1186066.0,1296.266,1296.266,0.001561201,1.0,0.9009993,0.005902802,2.530253E-5,1.017697E-4,0.005874382,7.656069E-4,1.616178E-5,3.921201E-5,0.008182724,0.03003245,6.739889E-4,2.381021E-4,0.001063948,0.03614366,0.009615872,5.005422E-5,9.010489E-6,5.963256E-5,9.398317E-6,1.415618E-4,10.55795,9.925844E-5,665525.8,665525.8
4.9E-4,15.72965,-887628.4,1296.264,1296.264,0.001561201,1.0,0.9008055,0.005999414,2.510164E-5,1.033771E-4,0.005967476,7.782763E-4,1.638423E-5,4.038155E-5,0.008318377,0.03006762,6.713794E-4,2.424269E-4,0.001080981,0.0360433,0.00951399,4.961408E-5,9.308258E-6,6.078514E-5,9.681098E-6,1.408697E-4,10.55726,9.925212E-5,665482.4,665482.4
5.0E-4,15.73065,-598949.2,1296.263,1296.263,0.001561201,1.0,0.9006134,0.006095182,2.490298E-5,1.04969E-4,0.006059654,7.908409E-4,1.660323E-5,4.155397E-5,0.008452903,0.03010233,6.68767E-4,2.466947E-4,0.001097851,0.03594368,0.009413348,4.917966E-5,9.608368E-6,6.193185E-5,9.96525E-6,1.401599E-4,10.55658,9.924583E-5,665439.5,665439.5
5.1E-4,15.73164,-319597.2,1296.262,1296.262,0.001561201,1.0,0.900423,0.006190116,2.470652E-5,1.065456E-4,0.006150932,8.033019E-4,1.681885E-5,4.272892E-5,0.008586317,0.03013657,6.66153E-4,2.509061E-4,0.001114561,0.03584479,0.009313926,4.875086E-5,9.910734E-6,6.307274E-5,1.02507E-5,1.394344E-4,10.55591,9.923958E-5,665397.1,665397.2
5.2E-4,15.73262,-49166.25,1296.261,1296.261,0.001561201,1.0,0.9002344,0.006284227,2.451221E-5,1.081072E-4,0.006241323,8.156609E-4,1.703115E-5,4.390606E-5,0.008718634,0.03017034,6.635386E-4,2.550615E-4,0.001131112,0.03574662,0.009215706,4.832757E-5,1.021528E-5,6.420784E-5,1.053736E-5,1.386948E-4,10.55525,9.923337E-5,665355.3,665355.3
5.3E-4,15.7336,212727.2,1296.262,1296.262,0.001561201,1.0,0.9000473,0.006377525,2.432003E-5,1.096539E-4,0.00633084,8.279193E-4,1.72402E-5,4.508503E-5,0.00884987,0.03020365,6.60925E-4,2.591615E-4,0.001147507,0.03564917,0.00911867,4.790967E-5,1.052191E-5,6.533717E-5,1.082517E-5,1.379429E-4,10.55459,9.922719E-5,665314.0,665314.0
5.4E-4,15.73458,466435.7,1296.262,1296.262,0.001561201,1.0,0.899862,0.006470019,2.412992E-5,1.11186E-4,0.006419496,8.400784E-4,1.744604E-5,4.626553E-5,0.008980038,0.03023651,6.58313E-4,2.632067E-4,0.001163749,0.03555242,0.009022799,4.749706E-5,1.083057E-5,6.646079E-5,1.111405E-5,1.371802E-4,10.55394,9.922105E-5,665273.1,665273.1
5.5E-4,15.73555,712281.4,1296.263,1296.263,0.001561201,1.0,0.8996782,0.006561718,2.394185E-5,1.127037E-4,0.006507304,8.521397E-4,1.764875E-5,4.744723E-5,0.009109152,0.03026891,6.557038E-4,2.671976E-4,0.001179838,0.03545637,0.008928076,4.708965E-5,1.114117E-5,6.757872E-5,1.140393E-5,1.36408E-4,10.5533,9.921494E-5,665232.7,665232.8
5.6E-4,15.73651,950571.0,1296.265,1296.265,0.001561201,1.0,0.8994961,0.006652633,2.37558E-5,1.142073E-4,0.006594276,8.641044E-4,1.784837E-5,4.862985E-5,0.009237227,0.03030086,6.530979E-4,2.711348E-4,0.001195778,0.035361,0.008834484,4.668732E-5,1.145363E-5,6.869099E-5,1.169476E-5,1.356276E-4,10.55267,9.920887E-5,665192.9,665192.9
5.7E-4,15.73747,1181595.0,1296.267,1296.267,0.001561201,1.0,0.8993156,0.006742772,2.357171E-5,1.156969E-4,0.006680425,8.759739E-4,1.804496E-5,4.981311E-5,0.009364276,0.03033237,6.504963E-4,2.750191E-4,0.001211571,0.03526632,0.008742006,4.628999E-5,1.17679E-5,6.979766E-5,1.198645E-5,1.3484E-4,10.55205,9.920283E-5,665153.4,665153.5
5.8E-4,15.73842,1405623.0,1296.27,1296.27,0.001561201,1.0,0.8991366,0.006832145,2.338957E-5,1.171729E-4,0.006765762,8.877494E-4,1.823858E-5,5.099671E-5,0.009490312,0.03036343,6.478995E-4,2.788509E-4,0.001227218,0.03517232,0.008650627,4.589758E-5,1.20839E-5,7.089874E-5,1.227896E-5,1.340463E-4,10.55143,9.919683E-5,665114.5,665114.5
5.9E-4,15.73937,1622910.0,1296.272,1296.272,0.001561201,1.0,0.8989591,0.00692076,2.320933E-5,1.186353E-4,0.006850299,8.994322E-4,1.842928E-5,5.218042E-5,0.009615348,0.03039406,6.453081E-4,2.826309E-4,0.001242721,0.03507897,0.008560329,4.550998E-5,1.240156E-5,7.199429E-5,1.257221E-5,1.332474E-4,10.55082,9.919087E-5,665076.0,665076.0
6.0E-4,15.74031,1833695.0,1296.276,1296.276,0.001561201,1.0,0.8987832,0.007008626,2.303097E-5,1.200844E-4,0.006934048,9.110234E-4,1.861711E-5,5.336397E-5,0.009739397,0.03042426,6.427226E-4,2.863598E-4,0.001258082,0.03498629,0.008471097,4.512713E-5,1.272082E-5,7.308433E-5,1.286616E-5,1.324441E-4,10.55021,9.918494E-5,665037.9,665038.0
6.1E-4,15.74124,2038207.0,1296.28,1296.28,0.001561201,1.0,0.8986088,0.007095751,2.285446E-5,1.215204E-4,0.007017019,9.225243E-4,1.880212E-5,5.454712E-5,0.009862471,0.03045403,6.401435E-4,2.900381E-4,0.001273304,0.03489425,0.008382916,4.474892E-5,1.304162E-5,7.41689E-5,1.316074E-5,1.316372E-4,10.54962,9.917904E-5,665000.3,665000.3
6.2E-4,15.74217,2236667.0,1296.284,1296.284,0.001561201,1.0,0.8984359,0.007182145,2.267977E-5,1.229435E-4,0.007099224,9.33936E-4,1.898437E-5,5.572965E-5,0.009984583,0.03048337,6.375713E-4,2.936666E-4,0.001288388,0.03480287,0.00829577,4.437529E-5,1.336388E-5,7.524804E-5,1.34559E-5,1.308275E-4,10.54903,9.917318E-5,664963.1,664963.2
6.3E-4,15.7431,2429281.0,1296.288,1296.288,0.001561201,1.0,0.8982644,0.007267815,2.250686E-5,1.243539E-4,0.007180673,9.452598E-4,1.916389E-5,5.691132E-5,0.01010574,0.0305123,6.350064E-4,2.972457E-4,0.001303335,0.03471211,0.008209645,4.400614E-5,1.368755E-5,7.632178E-5,1.375159E-5,1.300156E-4,10.54844,9.916736E-5,664926.4,664926.4
6.4E-4,15.74402,2616248.0,1296.293,1296.293,0.001561201,1.0,0.8980945,0.007352769,2.233572E-5,1.257517E-4,0.007261377,9.564966E-4,1.934075E-5,5.809193E-5,0.01022597,0.03054081,6.324493E-4,3.007762E-4,0.001318148,0.03462199,0.008124525,4.364141E-5,1.401258E-5,7.739016E-5,1.404775E-5,1.292022E-4,10.54787,9.916157E-5,664890.1,664890.1
6.5E-4,15.74493,2797757.0,1296.298,1296.298,0.001561201,1.0,0.8979259,0.007437016,2.216631E-5,1.271372E-4,0.007341346,9.676477E-4,1.951498E-5,5.927126E-5,0.01034526,0.03056891,6.299003E-4,3.042586E-4,0.001332829,0.03453249,0.008040398,4.328102E-5,1.43389E-5,7.845322E-5,1.434434E-5,1.28388E-4,10.5473,9.915581E-5,664854.1,664854.2
6.6E-4,15.74584,2973959.0,1296.304,1296.304,0.001561201,1.0,0.8977588,0.007520564,2.199862E-5,1.285105E-4,0.00742059,9.78714E-4,1.968662E-5,6.044914E-5,0.01046364,0.03059661,6.273593E-4,3.076937E-4,0.001347379,0.0344436,0.007957248,4.292489E-5,1.466646E-5,7.951098E-5,1.46413E-5,1.27573E-4,10.54673,9.915009E-5,664818.6,664818.7
6.7E-4,15.74674,3145031.0,1296.31,1296.31,0.001561201,1.0,0.897593,0.007603419,2.18326E-5,1.298718E-4,0.007499119,9.896966E-4,1.985573E-5,6.162537E-5,0.01058112,0.0306239,6.248269E-4,3.110819E-4,0.001361799,0.03435533,0.007875062,4.257297E-5,1.499521E-5,8.05635E-5,1.49386E-5,1.267579E-4,10.54618,9.91444E-5,664783.5,664783.5
6.8E-4,15.74764,3311130.0,1296.316,1296.316,0.001561201,1.0,0.8974287,0.00768559,2.166825E-5,1.312213E-4,0.007576943,0.001000597,2.002235E-5,6.279977E-5,0.0106977,0.0306508,6.223032E-4,3.144241E-4,0.001376093,0.03426766,0.007793826,4.222518E-5,1.532508E-5,8.16108E-5,1.523618E-5,1.25943E-4,10.54563,9.913875E-5,664748.8,664748.8
6.9E-4,15.74853,3472406.0,1296.322,1296.322,0.001561201,1.0,0.8972657,0.007767084,2.150553E-5,1.325591E-4,0.007654071,0.001011415,2.018652E-5,6.397217E-5,0.01081339,0.03067731,6.197883E-4,3.177207E-4,0.00139026,0.03418058,0.007713528,4.188145E-5,1.565604E-5,8.265291E-5,1.553401E-5,1.251288E-4,10.54508,9.913313E-5,664714.5,664714.5
7.0E-4,15.74942,3629000.0,1296.329,1296.329,0.001561201,1.0,0.8971041,0.007847909,2.134442E-5,1.338855E-4,0.007730513,0.001022153,2.034828E-5,6.514241E-5,0.01092822,0.03070343,6.172826E-4,3.209724E-4,0.001404302,0.0340941,0.007634154,4.154172E-5,1.598802E-5,8.368988E-5,1.583203E-5,1.243155E-4,10.54454,9.912754E-5,664680.5,664680.6
7.1E-4,15.7503,3781048.0,1296.336,1296.336,0.001561201,1.0,0.8969438,0.007928072,2.11849E-5,1.352005E-4,0.007806277,0.001032811,2.050768E-5,6.631033E-5,0.01104218,0.03072917,6.147861E-4,3.241797E-4,0.001418222,0.0340082,0.007555691,4.120592E-5,1.632099E-5,8.472173E-5,1.613022E-5,1.235035E-4,10.54401,9.912199E-5,664647.0,664647.0
7.2E-4,15.75118,3928677.0,1296.344,1296.344,0.001561201,1.0,0.8967848,0.008007579,2.102695E-5,1.365043E-4,0.007881373,0.00104339,2.066474E-5,6.747577E-5,0.01115529,0.03075453,6.122989E-4,3.273434E-4,0.001432021,0.03392288,0.007478128,4.087398E-5,1.665489E-5,8.574851E-5,1.642852E-5,1.226931E-4,10.54348,9.911647E-5,664613.8,664613.8
7.3E-4,15.75205,4072007.0,1296.352,1296.352,0.001561201,1.0,0.8966272,0.008086439,2.087054E-5,1.377972E-4,0.00795581,0.001053892,2.081952E-5,6.86386E-5,0.01126756,0.03077952,6.098213E-4,3.304639E-4,0.0014457,0.03383813,0.007401451,4.054585E-5,1.698967E-5,8.677024E-5,1.672691E-5,1.218845E-4,10.54296,9.911099E-5,664581.0,664581.0
7.4E-4,15.75292,4211164.0,1296.36,1296.36,0.001561201,1.0,0.8964708,0.008164657,2.071566E-5,1.390792E-4,0.008029596,0.001064317,2.097205E-5,6.979868E-5,0.01137899,0.03080413,6.073532E-4,3.335419E-4,0.001459261,0.03375395,0.007325648,4.022147E-5,1.73253E-5,8.778696E-5,1.702534E-5,1.210779E-4,10.54245,9.910554E-5,664548.5,664548.5
7.5E-4,15.75378,4346263.0,1296.368,1296.368,0.001561201,1.0,0.8963157,0.008242242,2.056227E-5,1.403504E-4,0.008102739,0.001074666,2.112237E-5,7.095587E-5,0.01148961,0.03082838,6.048947E-4,3.365779E-4,0.001472705,0.03367033,0.007250708,3.990079E-5,1.766172E-5,8.879871E-5,1.732378E-5,1.202735E-4,10.54194,9.910012E-5,664516.4,664516.4
7.6E-4,15.75464,4477410.0,1296.376,1296.376,0.001561201,1.0,0.8961619,0.008319198,2.041037E-5,1.416112E-4,0.008175249,0.00108494,2.127051E-5,7.211005E-5,0.0115994,0.03085228,6.024459E-4,3.395726E-4,0.001486033,0.03358727,0.007176619,3.958373E-5,1.79989E-5,8.980551E-5,1.76222E-5,1.194716E-4,10.54144,9.909473E-5,664484.7,664484.7
7.7E-4,15.75549,4604710.0,1296.385,1296.385,0.001561201,1.0,0.8960093,0.008395534,2.025993E-5,1.428615E-4,0.008247132,0.00109514,2.141651E-5,7.326111E-5,0.0117084,0.03087581,6.000069E-4,3.425265E-4,0.001499248,0.03350475,0.00710337,3.927025E-5,1.833679E-5,9.080741E-5,1.792056E-5,1.186721E-4,10.54094,9.908938E-5,664453.2,664453.3
7.8E-4,15.75633,4728273.0,1296.394,1296.394,0.001561201,1.0,0.8958579,0.008471256,2.011093E-5,1.441015E-4,0.008318398,0.001105267,2.15604E-5,7.440892E-5,0.0118166,0.03089899,5.975777E-4,3.454402E-4,0.00151235,0.03342278,0.007030949,3.896029E-5,1.867535E-5,9.180442E-5,1.821882E-5,1.178755E-4,10.54044,9.908405E-5,664422.2,664422.2
7.9E-4,15.75717,4848206.0,1296.403,1296.403,0.001561201,1.0,0.8957078,0.008546369,1.996335E-5,1.453314E-4,0.008389054,0.001115321,2.170223E-5,7.555337E-5,0.01192401,0.03092183,5.951584E-4,3.483142E-4,0.001525341,0.03334135,0.006959345,3.865379E-5,1.901455E-5,9.27966E-5,1.851697E-5,1.170816E-4,10.53996,9.907877E-5,664391.4,664391.5
8.0E-4,15.75801,4964607.0,1296.413,1296.413,0.001561201,1.0,0.8955589,0.008620881,1.981718E-5,1.465513E-4,0.008459107,0.001125303,2.184202E-5,7.669437E-5,0.01203065,0.03094432,5.927489E-4,3.511491E-4,0.001538221,0.03326045,0.006888547,3.835071E-5,1.935434E-5,9.378396E-5,1.881496E-5,1.162908E-4,10.53947,9.907351E-5,664361.1,664361.1
8.1E-4,15.75884,5077576.0,1296.423,1296.423,0.001561201,1.0,0.8954112,0.008694798,1.967239E-5,1.477613E-4,0.008528566,0.001135215,2.19798E-5,7.783181E-5,0.01213651,0.03096647,5.903494E-4,3.539454E-4,0.001550994,0.03318008,0.006818545,3.8051E-5,1.969468E-5,9.476655E-5,1.911276E-5,1.155032E-4,10.539,9.906828E-5,664331.0,664331.0
8.2E-4,15.75967,5187194.0,1296.432,1296.432,0.001561201,1.0,0.8952646,0.008768125,1.952897E-5,1.489617E-4,0.008597437,0.001145057,2.211562E-5,7.89656E-5,0.01224162,0.03098829,5.879598E-4,3.567036E-4,0.001563659,0.03310023,0.006749329,3.775459E-5,2.003554E-5,9.574438E-5,1.941036E-5,1.147188E-4,10.53853,9.906309E-5,664301.2,664301.2
8.3E-4,15.76049,5293498.0,1296.443,1296.443,0.001561201,1.0,0.8951192,0.008840869,1.93869E-5,1.501524E-4,0.008665729,0.00115483,2.224949E-5,8.009564E-5,0.01234597,0.03100978,5.855802E-4,3.594244E-4,0.001576218,0.0330209,0.006680887,3.746145E-5,2.037689E-5,9.671751E-5,1.970772E-5,1.139377E-4,10.53806,9.905793E-5,664271.8,664271.8
8.4E-4,15.76131,5396580.0,1296.453,1296.453,0.001561201,1.0,0.894975,0.008913036,1.924616E-5,1.513336E-4,0.008733448,0.001164534,2.238146E-5,8.122185E-5,0.01244959,0.03103094,5.832105E-4,3.621081E-4,0.001588672,0.03294208,0.00661321,3.717153E-5,2.071869E-5,9.768594E-5,2.000482E-5,1.1316E-4,10.5376,9.90528E-5,664242.7,664242.7
8.5E-4,15.76212,5496497.0,1296.463,1296.463,0.001561201,1.0,0.8948319,0.008984631,1.910674E-5,1.525055E-4,0.008800602,0.00117417,2.251155E-5,8.234415E-5,0.01255246,0.03105177,5.808508E-4,3.647553E-4,0.001601023,0.03286377,0.006546287,3.688477E-5,2.10609E-5,9.864973E-5,2.030162E-5,1.123859E-4,10.53714,9.90477E-5,664213.9,664213.9
8.6E-4,15.76292,5593319.0,1296.474,1296.474,0.001561201,1.0,0.8946899,0.009055662,1.896862E-5,1.536682E-4,0.008867197,0.00118374,2.26398E-5,8.346246E-5,0.01265461,0.03107229,5.785011E-4,3.673666E-4,0.001613271,0.03278597,0.006480109,3.660113E-5,2.140349E-5,9.960889E-5,2.059812E-5,1.116153E-4,10.53669,9.904263E-5,664185.4,664185.4
8.7E-4,15.76373,5687260.0,1296.485,1296.485,0.001561201,1.0,0.8945491,0.009126132,1.883178E-5,1.548218E-4,0.00893324,0.001193244,2.276623E-5,8.457671E-5,0.01275604,0.03109249,5.761613E-4,3.699423E-4,0.001625418,0.03270866,0.006414667,3.632057E-5,2.174643E-5,1.005635E-4,2.089427E-5,1.108485E-4,10.53624,9.903759E-5,664157.1,664157.2
8.8E-4,15.76452,5778361.0,1296.496,1296.496,0.001561201,1.0,0.8944093,0.009196048,1.86962E-5,1.559664E-4,0.008998738,0.001202682,2.289086E-5,8.568682E-5,0.01285676,0.03111238,5.738315E-4,3.724831E-4,0.001637465,0.03263184,0.00634995,3.604304E-5,2.208969E-5,1.015135E-4,2.119006E-5,1.100853E-4,10.5358,9.903258E-5,664129.2,664129.2
8.9E-4,15.76531,5866736.0,1296.507,1296.507,0.001561201,1.0,0.8942707,0.009265416,1.856188E-5,1.571021E-4,0.009063698,0.001212055,2.301374E-5,8.679274E-5,0.01295677,0.03113196,5.715116E-4,3.749894E-4,0.001649413,0.03255552,0.00628595,3.57685E-5,2.243324E-5,1.024589E-4,2.148547E-5,1.093259E-4,10.53536,9.90276E-5,664101.6,664101.6
9.0E-4,15.7661,5952512.0,1296.519,1296.519,0.001561201,1.0,0.8941331,0.00933424,1.842879E-5,1.58229E-4,0.009128127,0.001221364,2.313489E-5,8.789438E-5,0.01305609,0.03115123,5.692017E-4,3.774616E-4,0.001661264,0.03247968,0.006222656,3.54969E-5,2.277704E-5,1.033999E-4,2.178047E-5,1.085704E-4,10.53493,9.902265E-5,664074.3,664074.3
9.1E-4,15.76689,6035406.0,1296.53,1296.53,0.001561201,1.0,0.8939966,0.009402527,1.829692E-5,1.593474E-4,0.009192029,0.001230611,2.325433E-5,8.89917E-5,0.01315472,0.03117021,5.669017E-4,3.799003E-4,0.001673018,0.03240432,0.006160061,3.52282E-5,2.312107E-5,1.043364E-4,2.207505E-5,1.078188E-4,10.5345,9.901774E-5,664047.2,664047.2
9.2E-4,15.76766,6115558.0,1296.542,1296.542,0.001561201,1.0,0.8938612,0.009470282,1.816626E-5,1.604571E-4,0.009255413,0.001239794,2.337209E-5,9.008463E-5,0.01325266,0.03118889,5.646116E-4,3.823059E-4,0.001684677,0.03232943,0.006098155,3.496236E-5,2.34653E-5,1.052685E-4,2.236917E-5,1.070711E-4,10.53407,9.901285E-5,664020.5,664020.5
9.3E-4,15.76844,6192996.0,1296.554,1296.554,0.001561201,1.0,0.8937268,0.00953751,1.803679E-5,1.615585E-4,0.009318283,0.001248915,2.34882E-5,9.117313E-5,0.01334993,0.03120727,5.623313E-4,3.846789E-4,0.001696241,0.03225502,0.006036929,3.469933E-5,2.380971E-5,1.061961E-4,2.266284E-5,1.063273E-4,10.53365,9.900799E-5,663994.0,663994.0
9.4E-4,15.76921,6267712.0,1296.566,1296.566,0.001561201,1.0,0.8935934,0.009604216,1.79085E-5,1.626515E-4,0.009380647,0.001257976,2.360268E-5,9.225714E-5,0.01344654,0.03122537,5.600609E-4,3.870197E-4,0.001707712,0.03218107,0.005976375,3.443909E-5,2.415425E-5,1.071194E-4,2.295601E-5,1.055876E-4,10.53324,9.900316E-5,663967.7,663967.8
9.5E-4,15.76997,6340094.0,1296.578,1296.578,0.001561201,1.0,0.8934611,0.009670406,1.778136E-5,1.637364E-4,0.00944251,0.001266975,2.371556E-5,9.333661E-5,0.01354248,0.03124318,5.578003E-4,3.893287E-4,0.00171909,0.03210759,0.005916485,3.418159E-5,2.449892E-5,1.080383E-4,2.324869E-5,1.048518E-4,10.53282,9.899836E-5,663941.8,663941.8
9.6E-4,15.77073,6410281.0,1296.591,1296.591,0.001561201,1.0,0.8933297,0.009736083,1.765538E-5,1.648131E-4,0.009503877,0.001275915,2.382686E-5,9.44115E-5,0.01363777,0.0312607,5.555495E-4,3.916064E-4,0.001730377,0.03203456,0.005857249,3.392679E-5,2.484368E-5,1.089529E-4,2.354084E-5,1.041201E-4,10.53242,9.899359E-5,663916.1,663916.1
9.7E-4,15.77149,6478310.0,1296.603,1296.603,0.001561201,1.0,0.8931994,0.009801255,1.753053E-5,1.658818E-4,0.009564756,0.001284795,2.393661E-5,9.548177E-5,0.01373241,0.03127795,5.533085E-4,3.938533E-4,0.001741574,0.03196198,0.005798661,3.367466E-5,2.518851E-5,1.098631E-4,2.383246E-5,1.033925E-4,10.53201,9.898885E-5,663890.7,663890.7
9.8E-4,15.77224,6544328.0,1296.616,1296.616,0.001561201,1.0,0.8930701,0.009865925,1.740681E-5,1.669426E-4,0.009625151,0.001293616,2.404483E-5,9.654739E-5,0.01382641,0.03129492,5.510772E-4,3.960698E-4,0.001752682,0.03188986,0.005740711,3.342515E-5,2.553338E-5,1.107691E-4,2.412353E-5,1.026689E-4,10.53161,9.898414E-5,663865.5,663865.5
9.9E-4,15.77298,6607786.0,1296.628,1296.628,0.001561201,1.0,0.8929417,0.009930098,1.728419E-5,1.679956E-4,0.009685068,0.001302379,2.415155E-5,9.76083E-5,0.01391978,0.03131162,5.488556E-4,3.982562E-4,0.001763701,0.03181818,0.005683391,3.317824E-5,2.587828E-5,1.116709E-4,2.441402E-5,1.019495E-4,10.53122,9.897945E-5,663840.6,663840.6
0.001,15.77373,6668866.0,1296.641,1296.641,0.001561201,1.0,0.8928143,0.009993779,1.716267E-5,1.690408E-4,0.009744512,0.001311085,2.425678E-5,9.866449E-5,0.01401252,0.03132805,5.466436E-4,4.00413E-4,0.001774634,0.03174695,0.005626695,3.293388E-5,2.622317E-5,1.125684E-4,2.470393E-5,1.012341E-4,10.53083,9.897479E-5,663815.9,663816.0
