Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_H_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_C6H5C2H5_Soln#15 (),Mole_fraction_BIPHENYL_Soln#15 (),Mole_fraction_C14H10_Soln#15 (),Mole_fraction_C16H10_Soln#15 (),Mole_fraction_BIN1B_Soln#15 (),Mole_fraction_BIN1A_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
1.640462E-5,15.66472,-5.687716E8,1671.156,1671.156,0.00119386,1.0,0.8863385,1.532997E-4,0.01613818,3.092507E-4,0.008238999,0.003037812,1.044835E-4,1.640701E-4,0.0154281,4.212914E-5,0.02904584,0.004611694,0.003673132,0.03012071,6.979553E-4,3.310687E-5,1.175045E-4,3.188398E-5,3.498281E-7,1.303062E-5,10.45119,7.62133E-5,658796.2,658796.3
1.648289E-5,15.66492,-5.783192E8,1671.145,1671.145,0.00119386,1.0,0.8862925,1.529001E-4,0.01616294,3.074274E-4,0.008256331,0.003046812,1.048814E-4,1.651716E-4,0.01546612,4.251489E-5,0.02904484,0.004600294,0.003681323,0.03008735,6.885466E-4,3.326527E-5,1.179789E-4,3.210701E-5,3.535752E-7,1.313263E-5,10.45099,7.621233E-5,658783.7,658783.7
1.659205E-5,15.66519,-5.918486E8,1671.13,1671.13,0.00119386,1.0,0.8862288,1.523491E-4,0.01619717,3.049205E-4,0.008280386,0.003059331,1.054344E-4,1.667116E-4,0.01551891,4.305477E-5,0.02904327,0.004584486,0.003692691,0.03004099,6.756442E-4,3.348599E-5,1.186394E-4,3.241825E-5,3.588362E-7,1.327521E-5,10.45072,7.6211E-5,658766.2,658766.3
1.660043E-5,15.66521,-5.927846E8,1671.129,1671.129,0.00119386,1.0,0.8862239,1.523072E-4,0.01619979,3.047298E-4,0.008282227,0.00306029,1.054767E-4,1.6683E-4,0.01552295,4.309629E-5,0.02904314,0.004583278,0.003693561,0.03003744,6.746646E-4,3.350292E-5,1.186901E-4,3.244214E-5,3.592416E-7,1.328617E-5,10.4507,7.62109E-5,658764.9,658764.9
1.662138E-5,15.66526,-5.954968E8,1671.126,1671.126,0.00119386,1.0,0.8862118,1.522024E-4,0.01620631,3.042541E-4,0.008286825,0.003062687,1.055825E-4,1.671261E-4,0.01553304,4.320017E-5,0.02904282,0.004580258,0.003695734,0.03002856,6.722219E-4,3.354524E-5,1.188166E-4,3.250189E-5,3.602565E-7,1.331357E-5,10.45064,7.621065E-5,658761.6,658761.6
1.665507E-5,15.66535,-5.993353E8,1671.121,1671.121,0.00119386,1.0,0.8861923,1.520347E-4,0.01621678,3.034927E-4,0.008294208,0.003066538,1.057524E-4,1.676026E-4,0.01554925,4.336742E-5,0.02904228,0.004575412,0.003699223,0.03001432,6.683153E-4,3.361328E-5,1.190201E-4,3.2598E-5,3.61892E-7,1.335767E-5,10.45056,7.621025E-5,658756.2,658756.2
1.690204E-5,15.66594,-6.291157E8,1671.086,1671.086,0.00119386,1.0,0.8860504,1.508258E-4,0.01629255,2.980282E-4,0.008347931,0.003094651,1.069908E-4,1.711079E-4,0.01566732,4.459943E-5,0.02903779,0.004540208,0.003724611,0.02991044,6.403937E-4,3.411127E-5,1.205074E-4,3.330297E-5,3.739969E-7,1.368188E-5,10.44994,7.620736E-5,658717.1,658717.1
1.702415E-5,15.66622,-6.436269E8,1671.067,1671.067,0.00119386,1.0,0.8859811,1.502418E-4,0.0163294,2.954022E-4,0.008374238,0.003108476,1.075984E-4,1.72849E-4,0.0157252,4.521256E-5,0.02903521,0.004523011,0.003737043,0.02985945,6.270494E-4,3.435701E-5,1.212402E-4,3.365185E-5,3.800589E-7,1.384279E-5,10.44963,7.620597E-5,658697.9,658697.9
1.715809E-5,15.66653,-6.594839E8,1671.047,1671.047,0.00119386,1.0,0.8859057,1.496112E-4,0.01636936,2.925775E-4,0.008402904,0.003123583,1.082614E-4,1.747647E-4,0.01578831,4.588805E-5,0.02903214,0.004504309,0.003750589,0.02980381,6.127502E-4,3.462619E-5,1.22042E-4,3.403474E-5,3.867663E-7,1.401975E-5,10.4493,7.620449E-5,658676.9,658676.9
1.716513E-5,15.66655,-6.602245E8,1671.046,1671.046,0.00119386,1.0,0.8859018,1.495783E-4,0.01637145,2.924309E-4,0.008404403,0.003124374,1.082961E-4,1.748654E-4,0.01579161,4.59236E-5,0.02903197,0.004503331,0.003751298,0.02980089,6.120091E-4,3.464031E-5,1.220841E-4,3.405485E-5,3.871201E-7,1.402905E-5,10.44928,7.620441E-5,658675.8,658675.8
1.731499E-5,15.66688,-6.776175E8,1671.022,1671.022,0.00119386,1.0,0.8858182,1.48886E-4,0.01641558,2.89342E-4,0.00843623,0.003141204,1.090333E-4,1.770164E-4,0.01586175,4.66832E-5,0.02902819,0.004482615,0.003766338,0.02973899,5.964428E-4,3.494103E-5,1.229788E-4,3.448351E-5,3.947009E-7,1.422762E-5,10.44891,7.620279E-5,658652.5,658652.5
1.735513E-5,15.66697,-6.821606E8,1671.015,1671.015,0.00119386,1.0,0.8857959,1.487027E-4,0.01642731,2.885267E-4,0.008444713,0.003145699,1.0923E-4,1.775937E-4,0.01588045,4.688727E-5,0.02902712,0.004477102,0.003770346,0.02972248,5.923458E-4,3.502148E-5,1.23218E-4,3.459836E-5,3.96744E-7,1.42809E-5,10.44881,7.620236E-5,658646.2,658646.3
1.745041E-5,15.66717,-6.931688E8,1671.0,1671.0,0.00119386,1.0,0.8857433,1.482712E-4,0.01645497,2.86611E-4,0.008464783,0.00315635,1.096957E-4,1.789665E-4,0.01592472,4.737286E-5,0.02902449,0.004464075,0.00377983,0.02968336,5.827394E-4,3.521237E-5,1.237851E-4,3.487109E-5,4.016169E-7,1.440756E-5,10.44858,7.620136E-5,658631.5,658631.5
1.748511E-5,15.66725,-6.970606E8,1670.994,1670.994,0.00119386,1.0,0.8857243,1.481153E-4,0.01646499,2.859202E-4,0.008472068,0.003160221,1.098648E-4,1.794672E-4,0.01594079,4.755006E-5,0.0290235,0.004459352,0.003783272,0.02966916,5.792825E-4,3.528183E-5,1.239914E-4,3.497042E-5,4.033989E-7,1.445373E-5,10.44849,7.6201E-5,658626.1,658626.1
1.748966E-5,15.66726,-6.976082E8,1670.993,1670.993,0.00119386,1.0,0.8857218,1.480949E-4,0.01646631,2.858298E-4,0.008473023,0.003160729,1.098869E-4,1.795329E-4,0.0159429,4.757333E-5,0.02902337,0.004458733,0.003783723,0.02966729,5.788305E-4,3.529094E-5,1.240185E-4,3.498346E-5,4.036331E-7,1.445979E-5,10.44848,7.620095E-5,658625.4,658625.4
1.751898E-5,15.66732,-7.009642E8,1670.989,1670.989,0.00119386,1.0,0.8857057,1.479638E-4,0.01647474,2.852496E-4,0.008479166,0.003163996,1.100296E-4,1.799563E-4,0.01595646,4.772322E-5,0.02902252,0.004454754,0.003786626,0.02965531,5.7593E-4,3.534961E-5,1.241926E-4,3.50674E-5,4.051424E-7,1.449884E-5,10.44841,7.620065E-5,658620.9,658620.9
1.758968E-5,15.66747,-7.090399E8,1670.977,1670.977,0.00119386,1.0,0.885667,1.476496E-4,0.01649501,2.838607E-4,0.008493944,0.003171865,1.103729E-4,1.809784E-4,0.01598908,4.808531E-5,0.02902041,0.004445188,0.003793609,0.02962645,5.689971E-4,3.549103E-5,1.246123E-4,3.526986E-5,4.087944E-7,1.459308E-5,10.44824,7.619993E-5,658610.0,658610.0
1.760286E-5,15.66749,-7.10582E8,1670.975,1670.975,0.00119386,1.0,0.8856598,1.475913E-4,0.01649877,2.836034E-4,0.008496694,0.003173331,1.104368E-4,1.811691E-4,0.01599516,4.81529E-5,0.02902001,0.004443409,0.003794908,0.02962108,5.677145E-4,3.551738E-5,1.246905E-4,3.530762E-5,4.094771E-7,1.461066E-5,10.44821,7.619979E-5,658608.0,658608.0
1.761086E-5,15.66751,-7.114712E8,1670.973,1670.973,0.00119386,1.0,0.8856555,1.47556E-4,0.01650105,2.834475E-4,0.008498362,0.00317422,1.104756E-4,1.812849E-4,0.01599884,4.819395E-5,0.02901977,0.00444233,0.003795696,0.02961782,5.669373E-4,3.553338E-5,1.247379E-4,3.533054E-5,4.098919E-7,1.462134E-5,10.44819,7.619971E-5,658606.7,658606.8
1.766881E-5,15.66763,-7.178823E8,1670.963,1670.963,0.00119386,1.0,0.8856239,1.473012E-4,0.01651754,2.823241E-4,0.008510422,0.003180653,1.10756E-4,1.821242E-4,0.01602548,4.849151E-5,0.02901797,0.004434537,0.003801394,0.02959425,5.613443E-4,3.564918E-5,1.250813E-4,3.549651E-5,4.129017E-7,1.46987E-5,10.44805,7.619913E-5,658597.8,658597.9
1.771211E-5,15.66772,-7.227873E8,1670.956,1670.956,0.00119386,1.0,0.8856005,1.471119E-4,0.01652981,2.814909E-4,0.008519412,0.003185455,1.109651E-4,1.827521E-4,0.01604534,4.871425E-5,0.0290166,0.004428733,0.003805642,0.02957667,5.572026E-4,3.573568E-5,1.253378E-4,3.562058E-5,4.151586E-7,1.475657E-5,10.44794,7.61987E-5,658591.2,658591.2
1.796516E-5,15.66823,-7.505883E8,1670.912,1670.912,0.00119386,1.0,0.8854644,1.460264E-4,0.01660061,2.767305E-4,0.008571567,0.003213399,1.121799E-4,1.864335E-4,0.01616066,5.002201E-5,0.02900806,0.004395166,0.003830282,0.0294745,5.33647E-4,3.624045E-5,1.268323E-4,3.634593E-5,4.284754E-7,1.509566E-5,10.44733,7.619624E-5,658552.5,658552.6
2.0E-5,15.67153,-9.515992E8,1670.501,1670.501,0.00119386,1.0,0.8844388,1.38403E-4,0.01712098,2.443869E-4,0.008969301,0.003431603,1.215124E-4,2.167098E-4,0.01704555,6.089277E-5,0.02891023,0.004146463,0.004018025,0.02868564,3.789745E-4,4.02597E-5,1.386262E-4,4.21928E-5,5.435051E-7,1.787429E-5,10.44255,7.618017E-5,658251.6,658251.7
2.285316E-5,15.67429,-1.163533E9,1669.782,1669.782,0.00119386,1.0,0.883165,1.303469E-4,0.01773587,2.126625E-4,0.009472866,0.003721194,1.334286E-4,2.607807E-4,0.01817992,7.706581E-5,0.02870272,0.003856927,0.004254936,0.02766384,2.38985E-4,4.58058E-5,1.546037E-4,5.040203E-5,7.28754E-7,2.19013E-5,10.43622,7.616673E-5,657852.5,657852.5
2.341324E-5,15.67464,-1.19619E9,1669.626,1669.626,0.00119386,1.0,0.8829328,1.290442E-4,0.01784458,2.078178E-4,0.009565573,0.003776168,1.356262E-4,2.695988E-4,0.01839052,8.035119E-5,0.02865452,0.00380738,0.00429841,0.02747313,2.189698E-4,4.688606E-5,1.576776E-4,5.201187E-5,7.684296E-7,2.270679E-5,10.43502,7.616508E-5,657776.6,657776.6
2.352638E-5,15.6747,-1.202568E9,1669.594,1669.594,0.00119386,1.0,0.8828865,1.287902E-4,0.01786614,2.068844E-4,0.009584083,0.003787207,1.360649E-4,2.713855E-4,0.01843264,8.101885E-5,0.02864454,0.003797636,0.004307084,0.02743496,2.151622E-4,4.710404E-5,1.582964E-4,5.233695E-5,7.765761E-7,2.287003E-5,10.43477,7.616478E-5,657761.3,657761.4
2.353221E-5,15.6747,-1.20299E9,1669.592,1669.592,0.00119386,1.0,0.8828841,1.287772E-4,0.01786725,2.068367E-4,0.009585036,0.003787775,1.360875E-4,2.714776E-4,0.01843481,8.105331E-5,0.02864402,0.003797136,0.00430753,0.027433,2.149679E-4,4.711527E-5,1.583283E-4,5.235371E-5,7.769973E-7,2.287845E-5,10.43476,7.616476E-5,657760.5,657760.6
2.360938E-5,15.67474,-1.207007E9,1669.57,1669.57,0.00119386,1.0,0.8828526,1.28606E-4,0.01788188,2.062091E-4,0.009597616,0.003795291,1.363857E-4,2.726974E-4,0.01846345,8.150955E-5,0.02863716,0.003790545,0.004313424,0.02740704,2.124187E-4,4.72639E-5,1.5875E-4,5.257541E-5,7.82582E-7,2.298991E-5,10.4346,7.616456E-5,657750.2,657750.2
2.995648E-5,15.67547,-1.409633E9,1667.572,1667.572,0.00119386,1.0,0.8805219,1.182015E-4,0.01892641,1.714876E-4,0.01053626,0.004383694,1.585491E-4,3.746676E-4,0.02063112,1.208578E-4,0.02797965,0.003365446,0.004749681,0.02543358,8.699147E-5,5.942413E-5,1.925325E-4,7.07169E-5,1.313799E-6,3.239219E-5,10.42163,7.616103E-5,656932.7,656932.7
3.0E-5,15.67546,-1.410231E9,1667.558,1667.558,0.00119386,1.0,0.8805074,1.18149E-4,0.01893275,1.71332E-4,0.01054214,0.004387554,1.586872E-4,3.753718E-4,0.0206449,1.211384E-4,0.0279747,0.003363187,0.004752387,0.02542101,8.652181E-5,5.950741E-5,1.927593E-4,7.084055E-5,1.317939E-6,3.245802E-5,10.42154,7.616107E-5,656927.3,656927.4
3.391139E-5,15.67432,-1.434713E9,1666.236,1666.236,0.00119386,1.0,0.8792561,1.140898E-4,0.0194721,1.600245E-4,0.01104561,0.004726598,1.704725E-4,4.38503E-4,0.0218355,1.46843E-4,0.02751807,0.003185821,0.004982734,0.02433534,5.576885E-5,6.700642E-5,2.129575E-4,8.190725E-5,1.718208E-6,3.843427E-5,10.41405,7.616663E-5,656454.6,656454.7
3.462944E-5,15.67404,-1.434057E9,1665.993,1665.993,0.00119386,1.0,0.8790375,1.134612E-4,0.01956554,1.58405E-4,0.01113315,0.004787268,1.725147E-4,4.500264E-4,0.02204468,1.516573E-4,0.02743254,0.003157956,0.005022466,0.02414482,5.199812E-5,6.838731E-5,2.166307E-4,8.392849E-5,1.797801E-6,3.954292E-5,10.4127,7.616798E-5,656370.1,656370.2
3.565787E-5,15.67362,-1.431178E9,1665.644,1665.644,0.00119386,1.0,0.8787297,1.126103E-4,0.01969686,1.562715E-4,0.0112561,0.004873381,1.753806E-4,4.664767E-4,0.02233967,1.585992E-4,0.02730959,0.003120119,0.005078106,0.02387632,4.731695E-5,7.036795E-5,2.218758E-4,8.681753E-5,1.915146E-6,4.113631E-5,10.4108,7.617003E-5,656250.3,656250.4
3.575518E-5,15.67358,-1.430662E9,1665.611,1665.611,0.00119386,1.0,0.8787009,1.125323E-4,0.01970915,1.560803E-4,0.01126759,0.004881484,1.756483E-4,4.680298E-4,0.02236731,1.592588E-4,0.02729793,0.003116656,0.005083297,0.02385117,4.6913E-5,7.055556E-5,2.223713E-4,8.709055E-5,1.926452E-6,4.128741E-5,10.41063,7.617023E-5,656239.1,656239.1
3.872602E-5,15.67224,-1.410044E9,1664.611,1664.611,0.00119386,1.0,0.8778452,1.1036E-4,0.02007339,1.509455E-4,0.01160723,0.005125154,1.835523E-4,5.150938E-4,0.02318987,1.796077E-4,0.02694155,0.003019449,0.005235844,0.02310396,3.717989E-5,7.629868E-5,2.374249E-4,9.539364E-5,2.288733E-6,4.592463E-5,10.40526,7.617674E-5,655901.1,655901.2
4.0E-5,15.67163,-1.397459E9,1664.187,1664.187,0.00119386,1.0,0.8774914,1.095281E-4,0.02022391,1.490912E-4,0.01174663,0.005227581,1.867936E-4,5.350454E-4,0.02353074,1.884502E-4,0.02678899,0.002982082,0.005297962,0.02279504,3.420931E-5,7.877134E-5,2.438426E-4,9.893487E-5,2.454251E-6,4.792636E-5,10.40302,7.617969E-5,655759.6,655759.7
5.0E-5,15.6668,-1.263487E9,1661.028,1661.028,0.00119386,1.0,0.8749388,1.043031E-4,0.02131682,1.386429E-4,0.01272972,0.00599385,2.097086E-4,6.856793E-4,0.02599596,2.597532E-4,0.02562119,0.002745741,0.005726679,0.02057726,2.300299E-5,9.838052E-5,2.935623E-4,1.262634E-4,3.968838E-6,6.383305E-5,10.38647,7.620315E-5,654716.4,654716.5
5.631789E-5,15.66403,-1.172267E9,1659.205,1659.205,0.00119386,1.0,0.8734956,1.01727E-4,0.02194556,1.340395E-4,0.01326491,0.006447845,2.223183E-4,7.747724E-4,0.02739045,3.060398E-4,0.02492237,0.002627456,0.005952005,0.01933798,2.050287E-5,1.109211E-4,3.244299E-4,1.430266E-4,5.125039E-6,7.398423E-5,10.37691,7.621664E-5,654113.8,654113.8
5.633399E-5,15.66402,-1.172015E9,1659.201,1659.201,0.00119386,1.0,0.8734921,1.017209E-4,0.02194711,1.340289E-4,0.0132662,0.006448975,2.223489E-4,7.749932E-4,0.02739387,3.061586E-4,0.02492063,0.002627174,0.00595254,0.01933496,2.049822E-5,1.109532E-4,3.245081E-4,1.430687E-4,5.128184E-6,7.401014E-5,10.37689,7.621667E-5,654112.3,654112.3
5.665948E-5,15.66389,-1.16748E9,1659.111,1659.111,0.00119386,1.0,0.8734208,1.015981E-4,0.02197845,1.33815E-4,0.0132922,0.006471797,2.229657E-4,7.794505E-4,0.02746272,3.085609E-4,0.02488554,0.002621489,0.005963321,0.01927409,2.040532E-5,1.116017E-4,3.26087E-4,1.439203E-4,5.191983E-6,7.453395E-5,10.37641,7.621733E-5,654082.4,654082.4
5.669072E-5,15.66388,-1.167012E9,1659.102,1659.102,0.00119386,1.0,0.873414,1.015864E-4,0.02198145,1.337945E-4,0.01329469,0.006473985,2.230248E-4,7.798776E-4,0.02746931,3.087916E-4,0.02488217,0.002620946,0.005964351,0.01926826,2.039653E-5,1.116639E-4,3.262385E-4,1.44002E-4,5.198127E-6,7.458423E-5,10.37637,7.621739E-5,654079.5,654079.5
5.670338E-5,15.66387,-1.166829E9,1659.099,1659.099,0.00119386,1.0,0.8734112,1.015816E-4,0.02198267,1.337862E-4,0.0132957,0.006474871,2.230487E-4,7.800507E-4,0.02747199,3.088851E-4,0.02488081,0.002620725,0.005964769,0.0192659,2.039297E-5,1.116892E-4,3.262999E-4,1.440351E-4,5.200619E-6,7.460461E-5,10.37635,7.621741E-5,654078.3,654078.4
5.675287E-5,15.66385,-1.166149E9,1659.085,1659.085,0.00119386,1.0,0.8734004,1.015628E-4,0.02198742,1.337538E-4,0.01329964,0.006478336,2.231422E-4,7.80727E-4,0.02748242,3.092505E-4,0.02487548,0.002619865,0.0059664,0.01925668,2.037911E-5,1.117878E-4,3.265399E-4,1.441645E-4,5.210364E-6,7.468425E-5,10.37627,7.621751E-5,654073.8,654073.8
5.678619E-5,15.66384,-1.16595E9,1659.076,1659.076,0.00119386,1.0,0.8733931,1.015503E-4,0.02199062,1.337321E-4,0.01330228,0.006480667,2.232051E-4,7.81182E-4,0.02748945,3.094965E-4,0.0248719,0.002619286,0.005967496,0.01925047,2.036981E-5,1.118542E-4,3.267014E-4,1.442515E-4,5.216929E-6,7.473786E-5,10.37623,7.621758E-5,654070.7,654070.8
5.683196E-5,15.66382,-1.165033E9,1659.063,1659.063,0.00119386,1.0,0.8733831,1.015331E-4,0.02199501,1.337022E-4,0.01330592,0.006483869,2.232914E-4,7.818071E-4,0.02749909,3.098345E-4,0.02486698,0.002618491,0.005969002,0.01924195,2.035707E-5,1.119454E-4,3.269233E-4,1.443711E-4,5.225956E-6,7.481153E-5,10.37616,7.621767E-5,654066.5,654066.6
5.704904E-5,15.66373,-1.16208E9,1659.003,1659.003,0.00119386,1.0,0.8733358,1.014516E-4,0.02201582,1.335613E-4,0.01332314,0.006499042,2.237001E-4,7.847681E-4,0.02754476,3.11438E-4,0.02484365,0.002614731,0.005976122,0.0192016,2.029728E-5,1.123781E-4,3.279753E-4,1.44938E-4,5.26888E-6,7.516091E-5,10.37584,7.62181E-5,654046.7,654046.7
5.706028E-5,15.66373,-1.162037E9,1659.0,1659.0,0.00119386,1.0,0.8733334,1.014473E-4,0.0220169,1.33554E-4,0.01332403,0.006499827,2.237212E-4,7.849213E-4,0.02754713,3.115211E-4,0.02484244,0.002614536,0.00597649,0.01919951,2.029421E-5,1.124005E-4,3.280298E-4,1.449673E-4,5.271109E-6,7.517901E-5,10.37583,7.621812E-5,654045.6,654045.7
5.708739E-5,15.66372,-1.161479E9,1658.993,1658.993,0.00119386,1.0,0.8733275,1.014372E-4,0.02201949,1.335365E-4,0.01332617,0.00650172,2.237722E-4,7.852906E-4,0.02755282,3.117213E-4,0.02483953,0.002614068,0.005977377,0.01919449,2.028682E-5,1.124545E-4,3.281611E-4,1.450381E-4,5.276482E-6,7.522263E-5,10.37579,7.621818E-5,654043.2,654043.2
5.711546E-5,15.6637,-1.161024E9,1658.985,1658.985,0.00119386,1.0,0.8733214,1.014269E-4,0.02202218,1.335183E-4,0.01332839,0.00650368,2.238249E-4,7.856729E-4,0.02755871,3.119288E-4,0.02483652,0.002613583,0.005978294,0.01918928,2.027919E-5,1.125105E-4,3.282971E-4,1.451113E-4,5.28205E-6,7.526781E-5,10.37575,7.621823E-5,654040.6,654040.6
5.727862E-5,15.66364,-1.158749E9,1658.94,1658.94,0.00119386,1.0,0.873286,1.013666E-4,0.02203778,1.334131E-4,0.01334127,0.006515063,2.241309E-4,7.878933E-4,0.02759293,3.131345E-4,0.02481902,0.00261077,0.005983616,0.01915906,2.023514E-5,1.128357E-4,3.290874E-4,1.455369E-4,5.314474E-6,7.553041E-5,10.37551,7.621856E-5,654025.7,654025.7
5.735418E-5,15.66361,-1.1576E9,1658.919,1658.919,0.00119386,1.0,0.8732696,1.013386E-4,0.022045,1.333647E-4,0.01334722,0.00652033,2.242724E-4,7.889205E-4,0.02760875,3.13693E-4,0.02481092,0.00260947,0.005986074,0.01914509,2.021493E-5,1.129864E-4,3.294533E-4,1.457339E-4,5.329525E-6,7.565203E-5,10.3754,7.621871E-5,654018.8,654018.8
5.735926E-5,15.6636,-1.15769E9,1658.918,1658.918,0.00119386,1.0,0.8732685,1.013367E-4,0.02204549,1.333614E-4,0.01334762,0.006520685,2.242819E-4,7.889895E-4,0.02760982,3.137305E-4,0.02481038,0.002609383,0.005986239,0.01914415,2.021357E-5,1.129965E-4,3.294779E-4,1.457471E-4,5.330538E-6,7.566021E-5,10.37539,7.621872E-5,654018.3,654018.4
5.737127E-5,15.6636,-1.157462E9,1658.915,1658.915,0.00119386,1.0,0.8732659,1.013323E-4,0.02204663,1.333537E-4,0.01334857,0.006521521,2.243044E-4,7.891527E-4,0.02761233,3.138193E-4,0.02480909,0.002609176,0.00598663,0.01914194,2.021037E-5,1.130205E-4,3.295361E-4,1.457784E-4,5.332932E-6,7.567954E-5,10.37538,7.621874E-5,654017.2,654017.3
6.0E-5,15.66256,-1.12127E9,1658.205,1658.205,0.00119386,1.0,0.8727051,1.003851E-4,0.02229458,1.317229E-4,0.01355088,0.006703005,2.291283E-4,8.24448E-4,0.02815368,3.332922E-4,0.02453042,0.002565023,0.006069635,0.018665,1.957285E-5,1.182676E-4,3.422272E-4,1.525885E-4,5.870713E-6,7.99108E-5,10.37163,7.622378E-5,653780.7,653780.7
6.26825E-5,15.66157,-1.085523E9,1657.504,1657.504,0.00119386,1.0,0.8721503,9.946919E-5,0.02254165,1.301666E-4,0.01374832,0.006884845,2.338679E-4,8.596082E-4,0.0286888,3.532342E-4,0.02425183,0.002521887,0.006149598,0.01819551,1.902361E-5,1.236322E-4,3.551019E-4,1.594517E-4,6.447314E-6,8.422704E-5,10.3679,7.622864E-5,653545.8,653545.9
6.323938E-5,15.66137,-1.078388E9,1657.361,1657.361,0.00119386,1.0,0.8720373,9.928269E-5,0.02259222,1.298517E-4,0.01378821,0.006922182,2.348298E-4,8.667995E-4,0.02879777,3.573815E-4,0.02419472,0.002513155,0.006165621,0.01810015,1.891942E-5,1.247469E-4,3.577649E-4,1.608653E-4,6.570571E-6,8.512263E-5,10.36714,7.622961E-5,653497.9,653497.9
6.534356E-5,15.66063,-1.051699E9,1656.83,1656.83,0.00119386,1.0,0.8716168,9.859815E-5,0.02278113,1.286969E-4,0.01393563,0.007062008,2.383983E-4,8.936399E-4,0.02920318,3.7307E-4,0.02398115,0.002480795,0.006224441,0.01774612,1.854974E-5,1.289616E-4,3.677964E-4,1.661709E-4,7.047252E-6,8.850446E-5,10.3643,7.623317E-5,653319.0,653319.0
7.0E-5,15.65914,-9.954272E8,1655.701,1655.701,0.00119386,1.0,0.8707207,9.717269E-5,0.02318753,1.263179E-4,0.01424418,0.007364648,2.459456E-4,9.51194E-4,0.03006608,4.07859E-4,0.02352068,0.002412481,0.006345366,0.01699659,1.783403E-5,1.38299E-4,3.898199E-4,1.777065E-4,8.164153E-6,9.597118E-5,10.35823,7.624045E-5,652936.2,652936.3
8.0E-5,15.65646,-8.877878E8,1653.472,1653.472,0.00119386,1.0,0.8689409,9.44423E-5,0.02401184,1.218143E-4,0.01483347,0.007985705,2.60732E-4,0.001066673,0.03177616,4.826218E-4,0.02258416,0.002278606,0.00656701,0.01552804,1.657109E-5,1.583586E-4,4.362858E-4,2.014978E-4,1.084947E-5,1.118842E-4,10.34606,7.62535E-5,652168.9,652169.0
9.0E-5,15.65442,-7.95796E8,1651.479,1651.479,0.00119386,1.0,0.8673334,9.20816E-5,0.02477815,1.179574E-4,0.01533627,0.008571409,2.738846E-4,0.001171839,0.03331554,5.570328E-4,0.02171224,0.002159101,0.006744247,0.01422676,1.551049E-5,1.783597E-4,4.815838E-4,2.239093E-4,1.392766E-5,1.275628E-4,10.33493,7.626344E-5,651467.7,651467.7
1.0E-4,15.65292,-7.166606E8,1649.688,1649.688,0.00119386,1.0,0.865873,9.001816E-5,0.02549447,1.146036E-4,0.01576636,0.00912601,2.857025E-4,0.00126768,0.03470924,6.30739E-4,0.0208972,0.002051332,0.006884668,0.01306699,1.457466E-5,1.982392E-4,5.25696E-4,2.44939E-4,1.739832E-5,1.429507E-4,10.32471,7.627074E-5,650823.4,650823.4
1.1E-4,15.65189,-6.480601E8,1648.071,1648.071,0.00119386,1.0,0.8645395,8.819994E-5,0.02616714,1.116568E-4,0.01613462,0.009652984,2.964145E-4,0.001355122,0.03597723,7.03521E-4,0.02013259,0.001953426,0.006994264,0.01202822,1.373426E-5,2.179521E-4,5.686209E-4,2.646173E-4,2.126038E-5,1.580135E-4,10.31527,7.627578E-5,650228.6,650228.6
1.2E-4,15.65125,-5.881702E8,1646.606,1646.606,0.00119386,1.0,0.8633165,8.65871E-5,0.02680124,1.090464E-4,0.01644989,0.01015523,3.061999E-4,0.001435001,0.03713581,7.752453E-4,0.01941298,0.001863931,0.007077857,0.0110938,1.29725E-5,2.374659E-4,6.103678E-4,2.829932E-4,2.551219E-5,1.727313E-4,10.30653,7.62789E-5,649677.1,649677.1
1.3E-4,15.65095,-5.355481E8,1645.274,1645.274,0.00119386,1.0,0.8621904,8.514827E-5,0.02740099,1.067183E-4,0.01671939,0.01063519,3.152018E-4,0.001508065,0.03819843,8.458327E-4,0.01873379,0.001781685,0.007139384,0.01025004,1.22778E-5,2.567574E-4,6.509527E-4,3.001263E-4,3.01518E-5,1.870946E-4,10.29838,7.628035E-5,649163.9,649163.9
1.4E-4,15.65095,-4.890486E8,1644.059,1644.059,0.00119386,1.0,0.8611502,8.385838E-5,0.0279699,1.046297E-4,0.01694908,0.01109494,3.235347E-4,0.001574976,0.03917626,9.152412E-4,0.01809113,0.001705747,0.007182072,0.009485594,1.164126E-5,2.758104E-4,6.90396E-4,3.160813E-4,3.517712E-5,2.011014E-4,10.29078,7.628036E-5,648684.6,648684.6
