Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_C6H5CHCH3_Soln#1 (),Mole_fraction_C6H5CH2C6H5_Soln#1 (),Mole_fraction_C14H10_Soln#1 (),Mole_fraction_C16H10_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_C6H5C2H4_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
5.9E-4,15.69991,-43570.18,999.9946,999.9946,0.002029562,1.0,0.9128484,2.824789E-6,5.088947E-8,8.171301E-8,1.4013E-6,4.336091E-9,4.858777E-8,1.863235E-6,0.02851718,2.305739E-6,5.103699E-8,1.133847E-7,0.04210199,0.01652109,2.534645E-6,3.464237E-9,1.710576E-8,5.436898E-9,1.547022E-8,1.17202E-8,10.60769,1.292721E-4,668660.8,668660.8
6.0E-4,15.6999,-43203.62,999.9945,999.9945,0.002029562,1.0,0.9128483,2.877057E-6,5.100589E-8,8.376081E-8,1.437241E-6,4.384654E-9,4.976966E-8,1.910896E-6,0.02851718,2.337105E-6,5.235027E-8,1.162248E-7,0.04210189,0.01652104,2.585253E-6,3.552932E-9,1.760845E-8,5.573144E-9,1.611182E-8,1.185126E-8,10.60769,1.292722E-4,668660.8,668660.8
6.1E-4,15.6999,-42840.6,999.9944,999.9944,0.002029562,1.0,0.9128482,2.929445E-6,5.112232E-8,8.582993E-8,1.473581E-6,4.433234E-9,5.096325E-8,1.959084E-6,0.02851718,2.368264E-6,5.367814E-8,1.190948E-7,0.0421018,0.016521,2.636028E-6,3.6426E-9,1.811748E-8,5.710827E-9,1.676854E-8,1.198239E-8,10.60769,1.292722E-4,668660.8,668660.8
6.2E-4,15.6999,-42481.08,999.9944,999.9944,0.002029562,1.0,0.9128481,2.981952E-6,5.123875E-8,8.792037E-8,1.510319E-6,4.48183E-9,5.216854E-8,2.007801E-6,0.02851718,2.399218E-6,5.502059E-8,1.219948E-7,0.04210171,0.01652095,2.686967E-6,3.73324E-9,1.863281E-8,5.849946E-9,1.744044E-8,1.211357E-8,10.60769,1.292722E-4,668660.8,668660.8
6.3E-4,15.6999,-42125.01,999.9943,999.9943,0.002029562,1.0,0.912848,3.034578E-6,5.135518E-8,9.003213E-8,1.547455E-6,4.530441E-9,5.338552E-8,2.057045E-6,0.02851718,2.42997E-6,5.637765E-8,1.249246E-7,0.04210161,0.01652091,2.738068E-6,3.824852E-9,1.91544E-8,5.990504E-9,1.812759E-8,1.224481E-8,10.60769,1.292722E-4,668660.8,668660.8
6.4E-4,15.6999,-41772.37,999.9942,999.9942,0.002029562,1.0,0.9128479,3.087324E-6,5.147161E-8,9.216524E-8,1.584991E-6,4.579067E-9,5.461421E-8,2.106818E-6,0.02851718,2.460521E-6,5.77493E-8,1.278843E-7,0.04210152,0.01652086,2.789329E-6,3.917436E-9,1.968224E-8,6.1325E-9,1.883005E-8,1.23761E-8,10.60769,1.292722E-4,668660.8,668660.8
6.5E-4,15.6999,-41423.12,999.9942,999.9942,0.002029562,1.0,0.9128479,3.140189E-6,5.158804E-8,9.431968E-8,1.622926E-6,4.627708E-9,5.585461E-8,2.157118E-6,0.02851718,2.490875E-6,5.913556E-8,1.30874E-7,0.04210142,0.01652082,2.840745E-6,4.010993E-9,2.02163E-8,6.275934E-9,1.95479E-8,1.250744E-8,10.60769,1.292722E-4,668660.8,668660.8
6.6E-4,15.6999,-41077.22,999.9941,999.9941,0.002029562,1.0,0.9128478,3.193174E-6,5.170446E-8,9.649547E-8,1.661259E-6,4.676361E-9,5.710672E-8,2.207948E-6,0.02851718,2.521033E-6,6.053643E-8,1.338936E-7,0.04210132,0.01652077,2.892317E-6,4.105522E-9,2.075654E-8,6.420808E-9,2.028119E-8,1.26388E-8,10.60769,1.292722E-4,668660.8,668660.8
6.7E-4,15.6999,-40734.63,999.994,999.994,0.002029562,1.0,0.9128477,3.246278E-6,5.182088E-8,9.869261E-8,1.699992E-6,4.725027E-9,5.837055E-8,2.259306E-6,0.02851718,2.550998E-6,6.195191E-8,1.369432E-7,0.04210123,0.01652073,2.94404E-6,4.201023E-9,2.130295E-8,6.567121E-9,2.102998E-8,1.27702E-8,10.60769,1.292722E-4,668660.8,668660.8
6.8E-4,15.6999,-40395.31,999.994,999.994,0.002029562,1.0,0.9128476,3.299501E-6,5.19373E-8,1.009111E-7,1.739124E-6,4.773706E-9,5.964609E-8,2.311193E-6,0.02851718,2.580772E-6,6.338201E-8,1.400227E-7,0.04210113,0.01652069,2.995912E-6,4.297495E-9,2.185548E-8,6.714874E-9,2.179434E-8,1.290168E-8,10.60769,1.292722E-4,668660.8,668660.8
6.9E-4,15.69989,-40059.24,999.9939,999.9939,0.002029562,1.0,0.9128475,3.352844E-6,5.205371E-8,1.03151E-7,1.778655E-6,4.822396E-9,6.093336E-8,2.363609E-6,0.02851717,2.610356E-6,6.482673E-8,1.431322E-7,0.04210103,0.01652064,3.047932E-6,4.39494E-9,2.241412E-8,6.864068E-9,2.257431E-8,1.303321E-8,10.60769,1.292722E-4,668660.8,668660.8
7.0E-4,15.69989,-39726.38,999.9938,999.9938,0.002029562,1.0,0.9128474,3.406306E-6,5.217011E-8,1.054122E-7,1.818586E-6,4.871098E-9,6.223234E-8,2.416554E-6,0.02851717,2.639753E-6,6.628607E-8,1.462716E-7,0.04210093,0.0165206,3.100096E-6,4.493356E-9,2.297884E-8,7.014702E-9,2.336996E-8,1.316477E-8,10.60769,1.292722E-4,668660.8,668660.8
7.1E-4,15.69989,-39396.69,999.9938,999.9938,0.002029562,1.0,0.9128473,3.459888E-6,5.22865E-8,1.076948E-7,1.858917E-6,4.919809E-9,6.354305E-8,2.470028E-6,0.02851717,2.668965E-6,6.776004E-8,1.494411E-7,0.04210084,0.01652055,3.152403E-6,4.592744E-9,2.354961E-8,7.166778E-9,2.418132E-8,1.329637E-8,10.60769,1.292723E-4,668660.9,668660.9
7.2E-4,15.69989,-39070.14,999.9937,999.9937,0.002029562,1.0,0.9128472,3.513589E-6,5.240289E-8,1.099988E-7,1.899647E-6,4.968531E-9,6.48655E-8,2.524031E-6,0.02851717,2.697995E-6,6.924865E-8,1.526405E-7,0.04210074,0.01652051,3.20485E-6,4.693103E-9,2.41264E-8,7.320295E-9,2.500844E-8,1.3428E-8,10.60769,1.292723E-4,668660.9,668660.9
7.3E-4,15.69989,-38746.7,999.9937,999.9937,0.002029562,1.0,0.9128471,3.567409E-6,5.251927E-8,1.123241E-7,1.940776E-6,5.017261E-9,6.619967E-8,2.578564E-6,0.02851717,2.726843E-6,7.075188E-8,1.558699E-7,0.04210064,0.01652046,3.257435E-6,4.794433E-9,2.47092E-8,7.475254E-9,2.585138E-8,1.355965E-8,10.60769,1.292723E-4,668660.9,668660.9
7.4E-4,15.69989,-38426.33,999.9936,999.9936,0.002029562,1.0,0.912847,3.621349E-6,5.263563E-8,1.146709E-7,1.982306E-6,5.066001E-9,6.754557E-8,2.633626E-6,0.02851717,2.755512E-6,7.226976E-8,1.591292E-7,0.04210054,0.01652042,3.310156E-6,4.896735E-9,2.529797E-8,7.631655E-9,2.671016E-8,1.369131E-8,10.60769,1.292723E-4,668660.9,668660.9
7.5E-4,15.69989,-38109.0,999.9935,999.9935,0.002029562,1.0,0.9128469,3.675408E-6,5.275199E-8,1.17039E-7,2.024235E-6,5.114748E-9,6.89032E-8,2.689218E-6,0.02851717,2.784005E-6,7.380227E-8,1.624186E-7,0.04210044,0.01652037,3.363011E-6,5.000007E-9,2.589269E-8,7.789498E-9,2.758483E-8,1.382299E-8,10.60769,1.292723E-4,668660.9,668660.9
7.6E-4,15.69989,-37794.68,999.9935,999.9935,0.002029562,1.0,0.9128468,3.729587E-6,5.286833E-8,1.194285E-7,2.066565E-6,5.163502E-9,7.027258E-8,2.74534E-6,0.02851717,2.812322E-6,7.534943E-8,1.65738E-7,0.04210033,0.01652033,3.415998E-6,5.104249E-9,2.649334E-8,7.948783E-9,2.847543E-8,1.395467E-8,10.60769,1.292723E-4,668660.9,668660.9
7.7E-4,15.69989,-37483.34,999.9934,999.9934,0.002029562,1.0,0.9128467,3.783884E-6,5.298465E-8,1.218394E-7,2.109294E-6,5.212263E-9,7.165369E-8,2.801991E-6,0.02851717,2.840466E-6,7.691122E-8,1.690873E-7,0.04210023,0.01652028,3.469113E-6,5.209462E-9,2.709988E-8,8.109512E-9,2.938202E-8,1.408638E-8,10.60769,1.292723E-4,668660.9,668660.9
7.8E-4,15.69989,-37174.93,999.9934,999.9934,0.002029562,1.0,0.9128466,3.838302E-6,5.310096E-8,1.242717E-7,2.152423E-6,5.261031E-9,7.304654E-8,2.859172E-6,0.02851717,2.86844E-6,7.848767E-8,1.724667E-7,0.04210013,0.01652023,3.522356E-6,5.315645E-9,2.77123E-8,8.271684E-9,3.030472E-8,1.421815E-8,10.60769,1.292723E-4,668660.9,668660.9
7.9E-4,15.69988,-36869.42,999.9933,999.9933,0.002029562,1.0,0.9128465,3.892838E-6,5.321726E-8,1.267254E-7,2.195952E-6,5.309805E-9,7.445113E-8,2.916883E-6,0.02851717,2.896244E-6,8.007876E-8,1.758761E-7,0.04210003,0.01652019,3.575724E-6,5.422798E-9,2.833057E-8,8.435299E-9,3.124348E-8,1.434993E-8,10.60769,1.292723E-4,668660.9,668660.9
8.0E-4,15.69988,-36566.79,999.9932,999.9932,0.002029562,1.0,0.9128464,3.947494E-6,5.333353E-8,1.292005E-7,2.239882E-6,5.358583E-9,7.586746E-8,2.975124E-6,0.02851717,2.923882E-6,8.168451E-8,1.793155E-7,0.04209992,0.01652014,3.629214E-6,5.530921E-9,2.895466E-8,8.600358E-9,3.219835E-8,1.448173E-8,10.60769,1.292723E-4,668660.9,668660.9
8.1E-4,15.69988,-36267.0,999.9932,999.9932,0.002029562,1.0,0.9128463,4.002269E-6,5.344979E-8,1.31697E-7,2.284212E-6,5.407367E-9,7.729554E-8,3.033894E-6,0.02851717,2.951353E-6,8.33049E-8,1.827849E-7,0.04209982,0.0165201,3.682826E-6,5.640012E-9,2.958456E-8,8.766861E-9,3.316937E-8,1.461354E-8,10.60769,1.292723E-4,668660.9,668660.9
8.2E-4,15.69988,-35970.03,999.9931,999.9931,0.002029562,1.0,0.9128462,4.057163E-6,5.356603E-8,1.342149E-7,2.328941E-6,5.456155E-9,7.873536E-8,3.093195E-6,0.02851717,2.978661E-6,8.493995E-8,1.862844E-7,0.04209971,0.01652005,3.736557E-6,5.750072E-9,3.022023E-8,8.934807E-9,3.415656E-8,1.474536E-8,10.60769,1.292723E-4,668660.9,668660.9
8.3E-4,15.69988,-35675.85,999.9931,999.9931,0.002029562,1.0,0.9128461,4.112176E-6,5.368225E-8,1.367542E-7,2.374071E-6,5.504946E-9,8.018693E-8,3.153026E-6,0.02851717,3.005808E-6,8.658965E-8,1.898138E-7,0.04209961,0.01652001,3.790404E-6,5.861101E-9,3.086166E-8,9.104198E-9,3.515995E-8,1.48772E-8,10.60769,1.292724E-4,668660.9,668660.9
8.4E-4,15.69988,-35384.41,999.993,999.993,0.002029562,1.0,0.912846,4.167309E-6,5.379845E-8,1.393149E-7,2.419602E-6,5.55374E-9,8.165024E-8,3.213387E-6,0.02851717,3.032794E-6,8.825401E-8,1.933733E-7,0.0420995,0.01651996,3.844367E-6,5.973098E-9,3.150883E-8,9.275032E-9,3.617957E-8,1.500905E-8,10.60769,1.292724E-4,668660.9,668660.9
8.5E-4,15.69988,-35095.7,999.993,999.993,0.002029562,1.0,0.9128459,4.22256E-6,5.391463E-8,1.41897E-7,2.465532E-6,5.602538E-9,8.31253E-8,3.274279E-6,0.02851717,3.059622E-6,8.993302E-8,1.969628E-7,0.0420994,0.01651991,3.898444E-6,6.086063E-9,3.21617E-8,9.447311E-9,3.721546E-8,1.51409E-8,10.60769,1.292724E-4,668660.9,668660.9
8.6E-4,15.69988,-34809.68,999.9929,999.9929,0.002029562,1.0,0.9128458,4.277931E-6,5.403078E-8,1.445005E-7,2.511863E-6,5.651337E-9,8.46121E-8,3.3357E-6,0.02851717,3.086294E-6,9.162668E-8,2.005824E-7,0.04209929,0.01651987,3.952631E-6,6.199996E-9,3.282027E-8,9.621035E-9,3.826762E-8,1.527276E-8,10.60769,1.292724E-4,668660.9,668660.9
8.7E-4,15.69988,-34526.31,999.9929,999.9929,0.002029562,1.0,0.9128457,4.333421E-6,5.414691E-8,1.471254E-7,2.558594E-6,5.700138E-9,8.611065E-8,3.397652E-6,0.02851717,3.112811E-6,9.333501E-8,2.042319E-7,0.04209918,0.01651982,4.006927E-6,6.314895E-9,3.348449E-8,9.796203E-9,3.933617E-8,1.540464E-8,10.60769,1.292724E-4,668660.9,668660.9
8.8E-4,15.69988,-34245.57,999.9928,999.9928,0.002029562,1.0,0.9128456,4.38903E-6,5.426302E-8,1.497718E-7,2.605726E-6,5.74894E-9,8.762096E-8,3.460133E-6,0.02851717,3.139175E-6,9.5058E-8,2.079115E-7,0.04209907,0.01651977,4.061331E-6,6.430761E-9,3.415436E-8,9.972816E-9,4.04211E-8,1.553653E-8,10.60769,1.292724E-4,668660.9,668660.9
8.9E-4,15.69987,-33967.42,999.9927,999.9927,0.002029562,1.0,0.9128455,4.444759E-6,5.437911E-8,1.524395E-7,2.653257E-6,5.797744E-9,8.914301E-8,3.523145E-6,0.02851717,3.165388E-6,9.679564E-8,2.116212E-7,0.04209897,0.01651973,4.11584E-6,6.547594E-9,3.482985E-8,1.015087E-8,4.152242E-8,1.566842E-8,10.60769,1.292724E-4,668660.9,668660.9
9.0E-4,15.69987,-33691.84,999.9927,999.9927,0.002029562,1.0,0.9128454,4.500606E-6,5.449517E-8,1.551287E-7,2.70119E-6,5.846547E-9,9.06768E-8,3.586688E-6,0.02851717,3.191452E-6,9.854795E-8,2.153608E-7,0.04209886,0.01651968,4.170453E-6,6.665392E-9,3.551093E-8,1.033038E-8,4.264015E-8,1.580033E-8,10.60769,1.292724E-4,668660.9,668660.9
9.1E-4,15.69987,-33418.8,999.9926,999.9926,0.002029562,1.0,0.9128453,4.556572E-6,5.46112E-8,1.578393E-7,2.749522E-6,5.895351E-9,9.222235E-8,3.65076E-6,0.02851717,3.217367E-6,1.003149E-7,2.191305E-7,0.04209875,0.01651963,4.225168E-6,6.784156E-9,3.61976E-8,1.051132E-8,4.377432E-8,1.593225E-8,10.60769,1.292724E-4,668660.9,668660.9
9.2E-4,15.69987,-33148.27,999.9926,999.9926,0.002029562,1.0,0.9128452,4.612658E-6,5.472721E-8,1.605713E-7,2.798255E-6,5.944153E-9,9.377965E-8,3.715363E-6,0.02851717,3.243137E-6,1.020965E-7,2.229302E-7,0.04209864,0.01651959,4.279983E-6,6.903885E-9,3.688982E-8,1.069372E-8,4.492494E-8,1.606417E-8,10.60769,1.292724E-4,668660.9,668660.9
9.3E-4,15.69987,-32880.22,999.9925,999.9925,0.002029562,1.0,0.9128451,4.668862E-6,5.484319E-8,1.633247E-7,2.847388E-6,5.992955E-9,9.534869E-8,3.780496E-6,0.02851717,3.268761E-6,1.038928E-7,2.267599E-7,0.04209853,0.01651954,4.334897E-6,7.024578E-9,3.758757E-8,1.087755E-8,4.609204E-8,1.61961E-8,10.60769,1.292724E-4,668660.9,668660.9
9.4E-4,15.69987,-32614.63,999.9925,999.9925,0.002029562,1.0,0.912845,4.725185E-6,5.495914E-8,1.660995E-7,2.896921E-6,6.041756E-9,9.692948E-8,3.846159E-6,0.02851716,3.294243E-6,1.057037E-7,2.306197E-7,0.04209842,0.01651949,4.389907E-6,7.146236E-9,3.829085E-8,1.106283E-8,4.727562E-8,1.632805E-8,10.60769,1.292724E-4,668660.9,668660.9
9.5E-4,15.69987,-32351.47,999.9924,999.9924,0.002029562,1.0,0.9128449,4.781627E-6,5.507506E-8,1.688957E-7,2.946855E-6,6.090554E-9,9.852201E-8,3.912352E-6,0.02851716,3.319583E-6,1.075293E-7,2.345095E-7,0.0420983,0.01651945,4.445012E-6,7.268856E-9,3.899961E-8,1.124956E-8,4.847572E-8,1.646E-8,10.60769,1.292724E-4,668660.9,668660.9
9.6E-4,15.69987,-32090.7,999.9924,999.9924,0.002029562,1.0,0.9128448,4.838188E-6,5.519096E-8,1.717133E-7,2.997189E-6,6.139351E-9,1.001263E-7,3.979076E-6,0.02851716,3.344783E-6,1.093696E-7,2.384293E-7,0.04209819,0.0165194,4.500211E-6,7.39244E-9,3.971386E-8,1.143773E-8,4.969234E-8,1.659195E-8,10.60769,1.292725E-4,668660.9,668660.9
9.7E-4,15.69987,-31832.3,999.9923,999.9923,0.002029562,1.0,0.9128446,4.894868E-6,5.530682E-8,1.745523E-7,3.047923E-6,6.188144E-9,1.017423E-7,4.046329E-6,0.02851716,3.369844E-6,1.112245E-7,2.423791E-7,0.04209808,0.01651935,4.555501E-6,7.516986E-9,4.043355E-8,1.162735E-8,5.092554E-8,1.672391E-8,10.60769,1.292725E-4,668661.0,668661.0
9.8E-4,15.69987,-31576.24,999.9923,999.9923,0.002029562,1.0,0.9128445,4.951667E-6,5.542265E-8,1.774128E-7,3.099057E-6,6.236935E-9,1.033701E-7,4.114113E-6,0.02851716,3.394769E-6,1.13094E-7,2.463589E-7,0.04209797,0.01651931,4.61088E-6,7.642495E-9,4.115868E-8,1.181841E-8,5.217532E-8,1.685586E-8,10.60769,1.292725E-4,668661.0,668661.0
9.9E-4,15.69987,-31322.5,999.9922,999.9922,0.002029562,1.0,0.9128444,5.008585E-6,5.553846E-8,1.802946E-7,3.150592E-6,6.285722E-9,1.050096E-7,4.182427E-6,0.02851716,3.419559E-6,1.149783E-7,2.503688E-7,0.04209785,0.01651926,4.666349E-6,7.768964E-9,4.188922E-8,1.201091E-8,5.344167E-8,1.698783E-8,10.60769,1.292725E-4,668661.0,668661.0
0.001,15.69987,-31071.05,999.9922,999.9922,0.002029562,1.0,0.9128443,5.065621E-6,5.565423E-8,1.831978E-7,3.202526E-6,6.334505E-9,1.066609E-7,4.251271E-6,0.02851716,3.444215E-6,1.168771E-7,2.544087E-7,0.04209774,0.01651921,4.721904E-6,7.896395E-9,4.262516E-8,1.220486E-8,5.472462E-8,1.711979E-8,10.60769,1.292725E-4,668661.0,668661.0
