Time_Soln#28 (sec),Volume_Soln#28 (cm3),Volumetric_heat_production_rate_Soln#28 (erg/cm3-sec),Surface_temperature_Soln#28 (K),Temperature_Soln#28 (K),Mass_Soln#28 (g),Pressure_Soln#28 (atm),Mole_fraction_H2_Soln#28 (),Mole_fraction_H_Soln#28 (),Mole_fraction_CH4_Soln#28 (),Mole_fraction_CH3_Soln#28 (),Mole_fraction_C2H4_Soln#28 (),Mole_fraction_C2H2_Soln#28 (),Mole_fraction_C3H4-P_Soln#28 (),Mole_fraction_C3H4-A_Soln#28 (),Mole_fraction_C3H3_Soln#28 (),Mole_fraction_C4H4_Soln#28 (),Mole_fraction_C4H2_Soln#28 (),Mole_fraction_C6H6_Soln#28 (),Mole_fraction_C10H8_Soln#28 (),Mole_fraction_C7H8_Soln#28 (),Mole_fraction_C7H7_Soln#28 (),Mole_fraction_BENZYNE_Soln#28 (),Mole_fraction_C6H5C2H_Soln#28 (),Mole_fraction_C6H5C2H3_Soln#28 (),Mole_fraction_C6H5C2H5_Soln#28 (),Mole_fraction_BIN1B_Soln#28 (),Molecular_weight_Soln#28 (g/mole),Mass_density_Soln#28 (g/cm3),Unburned_hydrocarbons_Soln#28 (ppm),Volatile_organic_compounds_Soln#28 (ppm)
0.0,15.7,-4.48621E12,2350.0,2350.0,8.636433E-4,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,10.60769,5.500912E-5,668660.8,668660.8
3.558782E-11,15.69985,-4.48849E12,2349.951,2349.951,8.636433E-4,1.0,0.9128459,1.984798E-6,5.56252E-10,5.646916E-6,4.581222E-9,1.144647E-7,1.900672E-11,7.671448E-15,1.895026E-10,1.769565E-10,6.885563E-12,1.137891E-7,2.461765E-17,0.02851676,5.882502E-6,2.973373E-10,4.09164E-9,0.04210748,0.01651435,1.054747E-23,10.60757,5.500966E-5,668653.4,668653.4
7.818418E-10,15.69667,-4.502374E12,2348.928,2348.928,8.636433E-4,1.0,0.9127016,4.603391E-5,2.659736E-7,1.23003E-4,1.440765E-7,2.83543E-6,9.132884E-9,1.016382E-11,9.054988E-8,8.433756E-8,6.670144E-9,2.52333E-6,2.618883E-13,0.02850205,1.281055E-4,1.420962E-7,1.882439E-6,0.04213231,0.01632343,2.107339E-18,10.6051,5.50208E-5,668497.8,668497.8
4.064226E-9,15.68287,-4.460416E12,2344.442,2344.442,8.636433E-4,1.0,0.912046,2.685453E-4,6.969834E-6,6.160819E-4,2.073887E-6,2.108393E-5,2.458072E-7,1.025011E-9,2.360089E-6,2.178414E-6,5.079056E-7,1.396813E-5,4.09026E-11,0.02843408,6.412691E-4,3.716382E-6,4.212371E-5,0.04222975,0.01551746,1.241242E-15,10.59416,5.506922E-5,667808.0,667808.0
1.953321E-8,15.62197,-3.955046E12,2324.57,2324.57,8.636433E-4,1.0,0.9089656,0.001451177,1.403421E-4,0.002513104,4.51725E-5,1.903926E-4,5.684101E-6,9.800033E-8,4.676071E-5,4.102386E-5,2.652592E-5,9.904167E-5,5.253687E-9,0.02804008,0.002619213,7.409476E-5,4.907843E-4,0.04244857,0.01235291,3.691721E-13,10.54531,5.528389E-5,664728.8,664728.8
2.507784E-8,15.60169,-3.770777E12,2318.062,2318.062,8.636433E-4,1.0,0.9079369,0.001844273,2.208822E-4,0.003055508,7.369464E-5,2.722397E-4,9.309624E-6,2.016891E-7,7.334268E-5,6.311978E-5,4.651344E-5,1.428101E-4,1.172993E-8,0.02787225,0.003187593,1.160588E-4,6.723285E-4,0.04244964,0.01142712,9.024569E-13,10.52945,5.535575E-5,663729.4,663729.4
2.604129E-8,15.59824,-3.740185E12,2316.963,2316.963,8.636433E-4,1.0,0.9077629,0.001909813,2.363124E-4,0.003143703,7.927819E-5,2.873465E-4,1.002248E-5,2.248103E-7,7.842479E-5,6.726919E-5,5.05281E-5,1.510757E-4,1.326593E-8,0.02784186,0.003280163,1.240536E-4,7.037493E-4,0.0424464,0.0112756,1.033818E-12,10.52679,5.536798E-5,663561.2,663561.2
2.756253E-8,15.59285,-3.692786E12,2315.245,2315.245,8.636433E-4,1.0,0.9074908,0.002011607,2.614811E-4,0.003279551,8.845366E-5,3.117077E-4,1.119569E-5,2.646695E-7,8.670848E-5,7.39854E-5,5.71826E-5,1.645093E-4,1.598262E-8,0.0277932,0.003422834,1.370635E-4,7.532186E-4,0.04243936,0.01104166,1.269449E-12,10.52262,5.538715E-5,663298.8,663298.8
2.817103E-8,15.5907,-3.674137E12,2314.564,2314.564,8.636433E-4,1.0,0.9073829,0.002051746,2.718173E-4,0.003332751,9.224462E-5,3.216237E-4,1.1681E-5,2.817968E-7,9.010846E-5,7.672561E-5,5.995116E-5,1.70012E-4,1.717525E-8,0.0277735,0.003478734,1.423952E-4,7.72952E-4,0.0424359,0.01094985,1.374072E-12,10.52098,5.539476E-5,663194.9,663194.9
2.898236E-8,15.58786,-3.649548E12,2313.662,2313.662,8.636433E-4,1.0,0.9072398,0.002104752,2.858316E-4,0.003402698,9.740448E-5,3.349956E-4,1.234204E-5,3.057142E-7,9.471665E-5,8.042477E-5,6.373626E-5,1.774621E-4,1.886494E-8,0.02774704,0.003552256,1.49614E-4,7.992111E-4,0.04243072,0.01082898,1.523415E-12,10.51879,5.540487E-5,663057.3,663057.4
2.983715E-8,15.58488,-3.623981E12,2312.718,2312.718,8.636433E-4,1.0,0.9070901,0.002159966,3.008786E-4,0.003475194,1.029689E-4,3.49268E-4,1.305548E-5,3.322764E-7,9.966244E-5,8.437636E-5,6.78388E-5,1.854497E-4,2.077334E-8,0.02771892,0.003628486,1.573516E-4,8.268096E-4,0.04242458,0.01070351,1.693546E-12,10.51651,5.541547E-5,662913.5,662913.5
3.060502E-8,15.58221,-3.60131E12,2311.875,2311.875,8.636433E-4,1.0,0.9069565,0.002209014,3.146369E-4,0.00353929,1.080778E-4,3.622485E-4,1.371099E-5,3.573551E-7,1.04183E-4,8.797174E-5,7.162338E-5,1.927447E-4,2.260472E-8,0.02769345,0.003695908,1.644146E-4,8.515404E-4,0.04241849,0.01059241,1.858156E-12,10.51448,5.542494E-5,662785.3,662785.3
3.161918E-8,15.57872,-3.57179E12,2310.771,2310.771,8.636433E-4,1.0,0.9067813,0.002273001,3.331505E-4,0.003622487,1.149826E-4,3.796213E-4,1.459753E-5,3.922825E-7,1.102636E-4,9.278372E-5,7.676417E-5,2.025508E-4,2.520115E-8,0.02765952,0.003783458,1.739008E-4,8.84112E-4,0.04240961,0.01044796,2.093619E-12,10.51181,5.543738E-5,662617.4,662617.4
