Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_C6H5CHCH3_Soln#2 (),Mole_fraction_FLUORENE_Soln#2 (),Mole_fraction_C6H5CH2C6H5_Soln#2 (),Mole_fraction_C14H10_Soln#2 (),Mole_fraction_C16H10_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
0.0075,15.70235,-10244.32,1049.858,1049.858,0.001932916,1.0,0.9116112,4.12912E-4,3.913331E-5,8.674547E-4,3.502654E-5,1.416938E-6,0.001146603,0.02830702,3.70886E-5,3.141039E-5,7.793679E-5,0.04118027,0.01612326,6.791574E-5,1.332226E-6,1.024883E-6,8.607873E-6,1.800418E-6,4.42074E-5,1.704182E-6,10.60455,1.230959E-4,668463.3,668463.3
0.0076,15.70243,-9380.853,1049.858,1049.858,0.001932916,1.0,0.9115908,4.192575E-4,3.984613E-5,8.819945E-4,3.561291E-5,1.46458E-6,0.001166004,0.02830357,3.712112E-5,3.198252E-5,7.924611E-5,0.04116572,0.01611723,6.792318E-5,1.355296E-6,1.03168E-6,8.751725E-6,1.831487E-6,4.480066E-5,1.738148E-6,10.6045,1.230953E-4,668459.9,668459.9
0.0077,15.70251,-8533.234,1049.858,1049.858,0.001932916,1.0,0.9115704,4.256031E-4,4.056079E-5,8.965309E-4,3.619917E-5,1.512989E-6,0.001185406,0.02830012,3.71525E-5,3.255577E-5,8.05553E-5,0.04115118,0.01611121,6.792789E-5,1.378374E-6,1.038314E-6,8.895632E-6,1.862577E-6,4.538786E-5,1.77219E-6,10.60444,1.230947E-4,668456.4,668456.4
0.0078,15.70259,-7701.353,1049.858,1049.858,0.001932916,1.0,0.91155,4.319488E-4,4.127726E-5,9.110632E-4,3.67853E-5,1.562162E-6,0.001204809,0.02829669,3.718283E-5,3.31301E-5,8.186432E-5,0.04113663,0.01610518,6.793007E-5,1.40146E-6,1.044789E-6,9.039588E-6,1.893687E-6,4.596903E-5,1.806307E-6,10.60439,1.230941E-4,668453.0,668453.0
0.0079,15.70267,-6884.704,1049.857,1049.857,0.001932916,1.0,0.9115296,4.382943E-4,4.19955E-5,9.255911E-4,3.737127E-5,1.612097E-6,0.001224212,0.02829326,3.721214E-5,3.37055E-5,8.317313E-5,0.0411221,0.01609916,6.792989E-5,1.424553E-6,1.051109E-6,9.18359E-6,1.924817E-6,4.654419E-5,1.840496E-6,10.60433,1.230935E-4,668449.5,668449.5
0.008,15.70275,-6082.636,1049.857,1049.857,0.001932916,1.0,0.9115092,4.446397E-4,4.271552E-5,9.401141E-4,3.795707E-5,1.662791E-6,0.001243614,0.02828984,3.724049E-5,3.428191E-5,8.448168E-5,0.04110756,0.01609314,6.792753E-5,1.447651E-6,1.057281E-6,9.327634E-6,1.955965E-6,4.711337E-5,1.874755E-6,10.60428,1.230928E-4,668446.1,668446.1
0.0081,15.70283,-5292.133,1049.857,1049.857,0.001932916,1.0,0.9114888,4.509848E-4,4.343728E-5,9.546319E-4,3.854268E-5,1.714241E-6,0.001263015,0.02828642,3.726794E-5,3.485933E-5,8.578994E-5,0.04109303,0.01608712,6.792312E-5,1.470753E-6,1.063307E-6,9.471716E-6,1.987131E-6,4.767661E-5,1.909082E-6,10.60423,1.230922E-4,668442.6,668442.6
0.0082,15.70291,-4512.479,1049.857,1049.857,0.001932916,1.0,0.9114684,4.573295E-4,4.416077E-5,9.691441E-4,3.912809E-5,1.766446E-6,0.001282415,0.02828302,3.729452E-5,3.543772E-5,8.709789E-5,0.0410785,0.0160811,6.791682E-5,1.49386E-6,1.069193E-6,9.615832E-6,2.018314E-6,4.823393E-5,1.943477E-6,10.60417,1.230916E-4,668439.2,668439.2
0.0083,15.70299,-3741.805,1049.857,1049.857,0.001932916,1.0,0.911448,4.636736E-4,4.488597E-5,9.836503E-4,3.971329E-5,1.819401E-6,0.001301812,0.02827963,3.732028E-5,3.601705E-5,8.840548E-5,0.04106398,0.01607508,6.790875E-5,1.51697E-6,1.074942E-6,9.759978E-6,2.049512E-6,4.878537E-5,1.977937E-6,10.60412,1.23091E-4,668435.7,668435.7
0.0084,15.70307,-2978.88,1049.857,1049.857,0.001932916,1.0,0.9114276,4.700172E-4,4.561286E-5,9.981504E-4,4.029826E-5,1.873106E-6,0.001321208,0.02827624,3.734527E-5,3.659729E-5,8.97127E-5,0.04104946,0.01606907,6.789905E-5,1.540081E-6,1.080559E-6,9.904153E-6,2.080726E-6,4.933097E-5,2.01246E-6,10.60406,1.230903E-4,668432.2,668432.2
0.0085,15.70315,-2227.138,1049.857,1049.857,0.001932916,1.0,0.9114072,4.763602E-4,4.634144E-5,0.001012644,4.088299E-5,1.927556E-6,0.0013406,0.02827286,3.73695E-5,3.717843E-5,9.101951E-5,0.04103495,0.01606305,6.788782E-5,1.563195E-6,1.086048E-6,1.004835E-5,2.111955E-6,4.987076E-5,2.047045E-6,10.60401,1.230897E-4,668428.8,668428.8
0.0086,15.70323,-1484.409,1049.857,1049.857,0.001932916,1.0,0.9113868,4.827024E-4,4.707169E-5,0.00102713,4.146747E-5,1.98275E-6,0.001359989,0.02826949,3.739303E-5,3.776043E-5,9.23259E-5,0.04102044,0.01605704,6.787516E-5,1.586309E-6,1.091412E-6,1.019257E-5,2.143197E-6,5.040478E-5,2.081692E-6,10.60395,1.230891E-4,668425.3,668425.3
0.0087,15.70331,-750.8803,1049.857,1049.857,0.001932916,1.0,0.9113664,4.890438E-4,4.780359E-5,0.00104161,4.20517E-5,2.038686E-6,0.001379375,0.02826613,3.741589E-5,3.834328E-5,9.363183E-5,0.04100594,0.01605103,6.786119E-5,1.609423E-6,1.096656E-6,1.033681E-5,2.174453E-6,5.093307E-5,2.116398E-6,10.6039,1.230884E-4,668421.9,668421.9
0.0088,15.70339,-26.85359,1049.857,1049.857,0.001932916,1.0,0.911346,4.953843E-4,4.853713E-5,0.001056082,4.263565E-5,2.09536E-6,0.001398757,0.02826278,3.74381E-5,3.892695E-5,9.493729E-5,0.04099144,0.01604503,6.7846E-5,1.632537E-6,1.101782E-6,1.048107E-5,2.205722E-6,5.145568E-5,2.151161E-6,10.60384,1.230878E-4,668418.4,668418.4
0.0089,15.70347,687.6977,1049.857,1049.857,0.001932916,1.0,0.9113256,5.017239E-4,4.92723E-5,0.001070547,4.321932E-5,2.152771E-6,0.001418134,0.02825944,3.74597E-5,3.951142E-5,9.624226E-5,0.04097695,0.01603902,6.782967E-5,1.65565E-6,1.106795E-6,1.062534E-5,2.237003E-6,5.197264E-5,2.185982E-6,10.60379,1.230872E-4,668415.0,668415.0
0.009,15.70355,1391.926,1049.857,1049.857,0.001932916,1.0,0.9113052,5.080625E-4,5.000908E-5,0.001085004,4.380271E-5,2.210916E-6,0.001437507,0.0282561,3.748071E-5,4.009666E-5,9.754672E-5,0.04096247,0.01603302,6.781229E-5,1.678761E-6,1.111698E-6,1.076962E-5,2.268296E-6,5.248401E-5,2.220859E-6,10.60373,1.230865E-4,668411.6,668411.6
0.0091,15.70363,2085.01,1049.857,1049.857,0.001932916,1.0,0.9112848,5.144001E-4,5.074748E-5,0.001099453,4.438581E-5,2.269792E-6,0.001456876,0.02825278,3.750116E-5,4.068267E-5,9.885066E-5,0.04094798,0.01602702,6.779392E-5,1.701871E-6,1.116495E-6,1.091391E-5,2.299601E-6,5.298982E-5,2.255791E-6,10.60368,1.230859E-4,668408.1,668408.1
0.0092,15.70371,2769.646,1049.857,1049.857,0.001932916,1.0,0.9112644,5.207367E-4,5.148748E-5,0.001113894,4.49686E-5,2.329397E-6,0.001476239,0.02824946,3.752107E-5,4.126941E-5,1.00154E-4,0.04093351,0.01602102,6.777463E-5,1.724977E-6,1.121187E-6,1.105821E-5,2.330917E-6,5.349011E-5,2.290776E-6,10.60362,1.230853E-4,668404.7,668404.7
0.0093,15.7038,3450.346,1049.857,1049.857,0.001932916,1.0,0.911244,5.270721E-4,5.222906E-5,0.001128327,4.555109E-5,2.389729E-6,0.001495598,0.02824615,3.754046E-5,4.185687E-5,1.014569E-4,0.04091904,0.01601502,6.775451E-5,1.748081E-6,1.12578E-6,1.120252E-5,2.362243E-6,5.398495E-5,2.325814E-6,10.60357,1.230846E-4,668401.2,668401.2
0.0094,15.70388,4126.136,1049.857,1049.857,0.001932916,1.0,0.9112236,5.334063E-4,5.297223E-5,0.001142752,4.613327E-5,2.450785E-6,0.001514951,0.02824285,3.755937E-5,4.244503E-5,1.027592E-4,0.04090458,0.01600903,6.77336E-5,1.771181E-6,1.130275E-6,1.134683E-5,2.39358E-6,5.447436E-5,2.360904E-6,10.60351,1.23084E-4,668397.8,668397.8
0.0095,15.70396,4798.664,1049.857,1049.857,0.001932916,1.0,0.9112032,5.397394E-4,5.371697E-5,0.001157168,4.671513E-5,2.512564E-6,0.001534299,0.02823956,3.757779E-5,4.303387E-5,1.040608E-4,0.04089012,0.01600304,6.771194E-5,1.794277E-6,1.134675E-6,1.149114E-5,2.424927E-6,5.495841E-5,2.396045E-6,10.60346,1.230833E-4,668394.4,668394.4
0.0096,15.70404,5466.316,1049.857,1049.857,0.001932916,1.0,0.9111828,5.460712E-4,5.446328E-5,0.001171575,4.729667E-5,2.575062E-6,0.001553641,0.02823627,3.759576E-5,4.362338E-5,1.053619E-4,0.04087567,0.01599705,6.76896E-5,1.817369E-6,1.138984E-6,1.163545E-5,2.456283E-6,5.543714E-5,2.431236E-6,10.60341,1.230827E-4,668390.9,668390.9
0.0097,15.70412,6128.242,1049.857,1049.857,0.001932916,1.0,0.9111624,5.524018E-4,5.521114E-5,0.001185974,4.787788E-5,2.638278E-6,0.001572977,0.028233,3.761329E-5,4.421353E-5,1.066624E-4,0.04086122,0.01599106,6.766664E-5,1.840456E-6,1.143205E-6,1.177976E-5,2.487649E-6,5.591058E-5,2.466477E-6,10.60335,1.23082E-4,668387.5,668387.5
0.0098,15.70421,6786.041,1049.858,1049.858,0.001932916,1.0,0.911142,5.58731E-4,5.596056E-5,0.001200364,4.845876E-5,2.702208E-6,0.001592307,0.02822973,3.763039E-5,4.480432E-5,1.079623E-4,0.04084679,0.01598508,6.764308E-5,1.863538E-6,1.147339E-6,1.192407E-5,2.519024E-6,5.637879E-5,2.501766E-6,10.6033,1.230814E-4,668384.1,668384.1
0.0099,15.70429,7439.94,1049.858,1049.858,0.001932916,1.0,0.9111216,5.65059E-4,5.671152E-5,0.001214745,4.903931E-5,2.766852E-6,0.001611631,0.02822647,3.764709E-5,4.539571E-5,1.092616E-4,0.04083235,0.0159791,6.761896E-5,1.886614E-6,1.151389E-6,1.206838E-5,2.550408E-6,5.684183E-5,2.537103E-6,10.60324,1.230808E-4,668380.6,668380.6
0.01,15.70437,8081.136,1049.858,1049.858,0.001932916,1.0,0.9111013,5.713857E-4,5.746402E-5,0.001229117,4.961953E-5,2.832207E-6,0.001630948,0.02822322,3.766339E-5,4.598771E-5,1.105602E-4,0.04081793,0.01597312,6.759431E-5,1.909685E-6,1.155358E-6,1.221268E-5,2.581801E-6,5.729973E-5,2.572487E-6,10.60319,1.230801E-4,668377.2,668377.2
