Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_CO_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_RALD3_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_C10H8_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_C6H5C2H_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_BIPHENYL_Soln#12 (),Mole_fraction_C14H10_Soln#12 (),Mole_fraction_BIN1B_Soln#12 (),Mole_fraction_BIN1A_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
0.09984453,17.30138,-292193.5,1596.988,1596.988,0.001309395,1.0,0.8588673,7.411683E-4,0.07780017,8.629423E-5,0.003193305,0.02964079,-7.398531E-4,1.108394E-4,2.873313E-4,0.007041028,5.341514E-4,6.044508E-5,4.485497E-6,2.645895E-4,4.627351E-6,3.907509E-8,2.357308E-5,1.380881E-4,0.01716167,0.004101327,9.917668,7.568151E-5,626642.4,626643.8
0.09984458,17.30138,-306539.5,1596.988,1596.988,0.001309395,1.0,0.8588673,7.41168E-4,0.07780017,8.629417E-5,0.003193305,0.02964079,-7.398528E-4,1.108394E-4,2.873312E-4,0.00704102,5.341509E-4,6.044502E-5,4.485492E-6,2.645892E-4,4.627346E-6,3.907505E-8,2.357303E-5,1.380879E-4,0.01716167,0.004101327,9.917668,7.568151E-5,626642.4,626643.8
0.09984466,17.30138,-335944.1,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411676E-4,0.07780017,8.629411E-5,0.003193306,0.02964079,-7.398524E-4,1.108393E-4,2.873311E-4,0.00704101,5.341501E-4,6.044493E-5,4.485484E-6,2.645889E-4,4.62734E-6,3.907498E-8,2.357297E-5,1.380877E-4,0.01716168,0.004101327,9.917668,7.56815E-5,626642.4,626643.8
0.09984472,17.30138,-248202.1,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411672E-4,0.07780017,8.629408E-5,0.003193306,0.0296408,-7.398521E-4,1.108392E-4,2.873309E-4,0.007041,5.341495E-4,6.044485E-5,4.485478E-6,2.645885E-4,4.627334E-6,3.907492E-8,2.357291E-5,1.380875E-4,0.01716168,0.004101327,9.917668,7.56815E-5,626642.4,626643.8
0.09984478,17.30138,-257129.2,1596.988,1596.988,0.001309395,1.0,0.8588674,7.41167E-4,0.07780017,8.629403E-5,0.003193307,0.0296408,-7.398518E-4,1.108391E-4,2.873309E-4,0.007040993,5.34149E-4,6.044479E-5,4.485473E-6,2.645883E-4,4.62733E-6,3.907487E-8,2.357286E-5,1.380874E-4,0.01716168,0.004101327,9.917668,7.56815E-5,626642.4,626643.8
0.09984482,17.30138,-270638.7,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411667E-4,0.07780016,8.629396E-5,0.003193307,0.0296408,-7.398516E-4,1.108391E-4,2.873308E-4,0.007040987,5.341486E-4,6.044474E-5,4.485469E-6,2.645881E-4,4.627326E-6,3.907483E-8,2.357282E-5,1.380873E-4,0.01716168,0.004101327,9.917668,7.56815E-5,626642.4,626643.8
0.09984489,17.30138,-304955.0,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411663E-4,0.07780016,8.629384E-5,0.003193307,0.0296408,-7.398513E-4,1.10839E-4,2.873307E-4,0.007040978,5.341479E-4,6.044465E-5,4.485462E-6,2.645877E-4,4.62732E-6,3.907477E-8,2.357276E-5,1.380871E-4,0.01716169,0.004101328,9.917668,7.56815E-5,626642.3,626643.8
0.09984496,17.30138,-311691.6,1596.988,1596.988,0.001309395,1.0,0.8588674,7.41166E-4,0.07780016,8.629376E-5,0.003193308,0.02964081,-7.398509E-4,1.108389E-4,2.873305E-4,0.007040968,5.341472E-4,6.044457E-5,4.485455E-6,2.645874E-4,4.627314E-6,3.907471E-8,2.35727E-5,1.380869E-4,0.01716169,0.004101328,9.917668,7.56815E-5,626642.3,626643.7
0.09984502,17.30138,-310126.8,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411657E-4,0.07780016,8.62937E-5,0.003193308,0.02964081,-7.398506E-4,1.108389E-4,2.873304E-4,0.00704096,5.341467E-4,6.04445E-5,4.48545E-6,2.645871E-4,4.627309E-6,3.907466E-8,2.357265E-5,1.380867E-4,0.01716169,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984506,17.30138,-300867.5,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411654E-4,0.07780016,8.629363E-5,0.003193308,0.02964081,-7.398504E-4,1.108388E-4,2.873304E-4,0.007040954,5.341462E-4,6.044445E-5,4.485445E-6,2.645869E-4,4.627305E-6,3.907462E-8,2.357261E-5,1.380866E-4,0.0171617,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984511,17.30138,-262736.4,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411652E-4,0.07780015,8.629352E-5,0.003193308,0.02964081,-7.398502E-4,1.108388E-4,2.873303E-4,0.007040947,5.341458E-4,6.044439E-5,4.485441E-6,2.645866E-4,4.627301E-6,3.907457E-8,2.357257E-5,1.380865E-4,0.0171617,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984518,17.30138,-209857.3,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411648E-4,0.07780015,8.629338E-5,0.003193309,0.02964081,-7.398498E-4,1.108387E-4,2.873302E-4,0.007040937,5.341451E-4,6.044431E-5,4.485433E-6,2.645863E-4,4.627295E-6,3.907451E-8,2.35725E-5,1.380863E-4,0.0171617,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984525,17.30138,-206969.3,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411645E-4,0.07780015,8.629328E-5,0.003193309,0.02964082,-7.398495E-4,1.108386E-4,2.873301E-4,0.007040929,5.341445E-4,6.044423E-5,4.485427E-6,2.64586E-4,4.627289E-6,3.907445E-8,2.357245E-5,1.380861E-4,0.0171617,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984529,17.30138,-221407.0,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411642E-4,0.07780015,8.629318E-5,0.003193309,0.02964082,-7.398493E-4,1.108386E-4,2.8733E-4,0.007040922,5.34144E-4,6.044418E-5,4.485423E-6,2.645857E-4,4.627285E-6,3.907441E-8,2.357241E-5,1.38086E-4,0.01716171,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.09984534,17.30138,-232098.1,1596.988,1596.988,0.001309395,1.0,0.8588674,7.41164E-4,0.07780015,8.629307E-5,0.00319331,0.02964082,-7.39849E-4,1.108385E-4,2.873299E-4,0.007040916,5.341436E-4,6.044413E-5,4.485418E-6,2.645855E-4,4.627282E-6,3.907437E-8,2.357237E-5,1.380859E-4,0.01716171,0.004101328,9.917667,7.56815E-5,626642.3,626643.7
0.0998454,17.30138,-176187.0,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411636E-4,0.07780014,8.629291E-5,0.00319331,0.02964082,-7.398487E-4,1.108384E-4,2.873298E-4,0.007040908,5.34143E-4,6.044405E-5,4.485412E-6,2.645852E-4,4.627276E-6,3.907431E-8,2.357231E-5,1.380857E-4,0.01716171,0.004101329,9.917667,7.56815E-5,626642.3,626643.7
0.09984547,17.30138,-144164.9,1596.988,1596.988,0.001309395,1.0,0.8588674,7.411632E-4,0.07780014,8.629275E-5,0.00319331,0.02964083,-7.398484E-4,1.108384E-4,2.873297E-4,0.007040898,5.341423E-4,6.044397E-5,4.485405E-6,2.645848E-4,4.62727E-6,3.907424E-8,2.357225E-5,1.380855E-4,0.01716171,0.004101329,9.917667,7.56815E-5,626642.3,626643.7
0.09984553,17.30138,-138918.8,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411629E-4,0.07780014,8.629265E-5,0.003193311,0.02964083,-7.398481E-4,1.108383E-4,2.873296E-4,0.00704089,5.341418E-4,6.04439E-5,4.485399E-6,2.645846E-4,4.627265E-6,3.907419E-8,2.35722E-5,1.380853E-4,0.01716172,0.004101329,9.917667,7.56815E-5,626642.3,626643.7
0.09984558,17.30138,-163725.5,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411627E-4,0.07780014,8.629254E-5,0.003193311,0.02964083,-7.398478E-4,1.108382E-4,2.873295E-4,0.007040883,5.341413E-4,6.044384E-5,4.485394E-6,2.645843E-4,4.627261E-6,3.907414E-8,2.357215E-5,1.380852E-4,0.01716172,0.004101329,9.917667,7.56815E-5,626642.3,626643.7
0.09984563,17.30138,-189451.9,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411624E-4,0.07780014,8.629241E-5,0.003193311,0.02964083,-7.398476E-4,1.108382E-4,2.873294E-4,0.007040877,5.341409E-4,6.044379E-5,4.48539E-6,2.645841E-4,4.627257E-6,3.90741E-8,2.357211E-5,1.380851E-4,0.01716172,0.004101329,9.917667,7.56815E-5,626642.3,626643.7
0.09984569,17.30138,-257733.5,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411621E-4,0.07780013,8.629223E-5,0.003193311,0.02964083,-7.398473E-4,1.108381E-4,2.873293E-4,0.007040869,5.341403E-4,6.044372E-5,4.485384E-6,2.645838E-4,4.627252E-6,3.907405E-8,2.357206E-5,1.380849E-4,0.01716172,0.004101329,9.917666,7.56815E-5,626642.3,626643.7
0.09984576,17.30138,-213832.8,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411617E-4,0.07780013,8.629204E-5,0.003193312,0.02964084,-7.398469E-4,1.10838E-4,2.873292E-4,0.007040859,5.341396E-4,6.044363E-5,4.485377E-6,2.645834E-4,4.627245E-6,3.907397E-8,2.3572E-5,1.380847E-4,0.01716173,0.004101329,9.917666,7.56815E-5,626642.3,626643.7
0.09984582,17.30138,-221674.9,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411614E-4,0.07780013,8.629189E-5,0.003193312,0.02964084,-7.398466E-4,1.10838E-4,2.873291E-4,0.00704085,5.34139E-4,6.044356E-5,4.485371E-6,2.645831E-4,4.62724E-6,3.907392E-8,2.357194E-5,1.380846E-4,0.01716173,0.004101329,9.917666,7.56815E-5,626642.3,626643.7
0.09984587,17.30138,-229507.8,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411611E-4,0.07780013,8.629175E-5,0.003193312,0.02964084,-7.398464E-4,1.108379E-4,2.87329E-4,0.007040843,5.341385E-4,6.04435E-5,4.485365E-6,2.645829E-4,4.627236E-6,3.907387E-8,2.35719E-5,1.380844E-4,0.01716173,0.004101329,9.917666,7.568149E-5,626642.2,626643.7
0.09984592,17.30138,-237442.0,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411609E-4,0.07780013,8.62916E-5,0.003193312,0.02964084,-7.398461E-4,1.108379E-4,2.873289E-4,0.007040836,5.34138E-4,6.044344E-5,4.48536E-6,2.645826E-4,4.627231E-6,3.907382E-8,2.357185E-5,1.380843E-4,0.01716173,0.004101329,9.917666,7.568149E-5,626642.2,626643.7
0.09984599,17.30138,-262748.2,1596.988,1596.988,0.001309395,1.0,0.8588675,7.411605E-4,0.07780012,8.629139E-5,0.003193313,0.02964085,-7.398458E-4,1.108378E-4,2.873288E-4,0.007040827,5.341374E-4,6.044336E-5,4.485353E-6,2.645823E-4,4.627225E-6,3.907375E-8,2.357179E-5,1.380841E-4,0.01716174,0.00410133,9.917666,7.568149E-5,626642.2,626643.6
0.09984764,17.30139,-345514.6,1596.988,1596.988,0.001309395,1.0,0.8588677,7.411517E-4,0.07780006,8.628919E-5,0.003193318,0.02964091,-7.398375E-4,1.108359E-4,2.87326E-4,0.007040601,5.341216E-4,6.044142E-5,4.485188E-6,2.645742E-4,4.627084E-6,3.907208E-8,2.357034E-5,1.380796E-4,0.01716181,0.004101333,9.917664,7.568148E-5,626642.1,626643.5
0.09985005,17.30139,-371785.5,1596.988,1596.988,0.001309395,1.0,0.858868,7.411389E-4,0.07779997,8.628941E-5,0.003193326,0.02964101,-7.398255E-4,1.108333E-4,2.873219E-4,0.00704027,5.340984E-4,6.043857E-5,4.484953E-6,2.645624E-4,4.626877E-6,3.906967E-8,2.356822E-5,1.380731E-4,0.01716192,0.004101337,9.91766,7.568146E-5,626641.8,626643.2
0.09989197,17.30146,-362064.0,1596.984,1596.984,0.001309395,1.0,0.8588727,7.409194E-4,0.07779837,8.629544E-5,0.003193479,0.02964267,-7.396165E-4,1.107871E-4,2.872503E-4,0.007034527,5.336955E-4,6.038897E-5,4.481257E-6,2.643569E-4,4.623285E-6,3.903874E-8,2.353141E-5,1.379597E-4,0.01716378,0.004101412,9.917599,7.568117E-5,626637.5,626638.9
0.1,17.30163,-359383.4,1596.975,1596.975,0.001309395,1.0,0.8588848,7.403695E-4,0.07779423,8.628464E-5,0.003193884,0.02964697,-7.390777E-4,1.106694E-4,2.870659E-4,0.007019756,5.326584E-4,6.026197E-5,4.471593E-6,2.638288E-4,4.614067E-6,3.895691E-8,2.343683E-5,1.376678E-4,0.01716857,0.004101604,9.91744,7.56804E-5,626626.4,626627.8
