Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_STILB_Soln#8 (),Mole_fraction_C6H5C2H_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_C6H5CHCH3_Soln#8 (),Mole_fraction_BIPHENYL_Soln#8 (),Mole_fraction_C14H10_Soln#8 (),Mole_fraction_C16H10_Soln#8 (),Mole_fraction_C6H5C2H4C6H5_Soln#8 (),Mole_fraction_BIN1A_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
6.7E-4,15.79728,1.590391E7,1346.709,1346.709,0.001503379,1.0,0.888842,0.01272666,2.151721E-5,1.57315E-4,0.01068604,0.001735883,1.030081E-4,0.0158584,0.0329291,6.832117E-4,4.015184E-4,0.002223884,0.03009716,0.003078561,2.25691E-5,3.323454E-5,1.356009E-4,3.478927E-5,6.614174E-5,2.24996E-5,10.51667,9.516697E-5,662923.5,662923.5
6.8E-4,15.79842,1.577231E7,1346.741,1346.741,0.001503379,1.0,0.8886624,0.01281839,2.117406E-5,1.581415E-4,0.01076563,0.001750738,1.043019E-4,0.01598985,0.03295179,6.769912E-4,4.036636E-4,0.002240673,0.02999047,0.003007279,2.225008E-5,3.3787E-5,1.370356E-4,3.53218E-5,6.502346E-5,2.293731E-5,10.51616,9.516012E-5,662891.3,662891.3
6.9E-4,15.79954,1.5637E7,1346.772,1346.772,0.001503379,1.0,0.8884857,0.01290854,2.083769E-5,1.58952E-4,0.01084405,0.001765413,1.055797E-4,0.0161196,0.03297357,6.708368E-4,4.057476E-4,0.00225721,0.02988505,0.002937728,2.193754E-5,3.433694E-5,1.384564E-4,3.58505E-5,6.392424E-5,2.337452E-5,10.51566,9.515337E-5,662859.6,662859.7
7.0E-4,15.80064,1.549826E7,1346.803,1346.803,0.001503379,1.0,0.8883117,0.01299714,2.050795E-5,1.597468E-4,0.01092132,0.001779913,1.068417E-4,0.01624769,0.03299445,6.647481E-4,4.077722E-4,0.0022735,0.02978087,0.002869864,2.163133E-5,3.488431E-5,1.398635E-4,3.637537E-5,6.284386E-5,2.381118E-5,10.51516,9.514672E-5,662828.6,662828.7
7.1E-4,15.80173,1.535641E7,1346.834,1346.834,0.001503379,1.0,0.8881404,0.01308422,2.01847E-5,1.605265E-4,0.01099747,0.001794241,1.080879E-4,0.01637416,0.03301447,6.587248E-4,4.097391E-4,0.002289549,0.0296779,0.002803644,2.13313E-5,3.54291E-5,1.41257E-4,3.689639E-5,6.17821E-5,2.424722E-5,10.51468,9.514018E-5,662798.2,662798.2
7.2E-4,15.8028,1.52117E7,1346.864,1346.864,0.001503379,1.0,0.8879718,0.01316982,1.986781E-5,1.612915E-4,0.01107252,0.0018084,1.093186E-4,0.01649903,0.03303364,6.527664E-4,4.1165E-4,0.002305362,0.02957614,0.002739025,2.103728E-5,3.597126E-5,1.426371E-4,3.741357E-5,6.073876E-5,2.468258E-5,10.51421,9.513374E-5,662768.3,662768.3
7.3E-4,15.80385,1.506437E7,1346.895,1346.895,0.001503379,1.0,0.8878057,0.01325396,1.955714E-5,1.620423E-4,0.0111465,0.001822393,1.105338E-4,0.01662234,0.03305199,6.468726E-4,4.135066E-4,0.002320943,0.02947555,0.002675966,2.074914E-5,3.651076E-5,1.440041E-4,3.79269E-5,5.97136E-5,2.51172E-5,10.51374,9.51274E-5,662739.0,662739.0
7.4E-4,15.80489,1.491471E7,1346.924,1346.924,0.001503379,1.0,0.8876422,0.01333668,1.925256E-5,1.627793E-4,0.01121942,0.001836223,1.117338E-4,0.01674411,0.03306953,6.41043E-4,4.153105E-4,0.002336297,0.02937613,0.002614429,2.046673E-5,3.70476E-5,1.45358E-4,3.843637E-5,5.870641E-5,2.555102E-5,10.51328,9.512115E-5,662710.2,662710.2
7.5E-4,15.80591,1.476291E7,1346.954,1346.954,0.001503379,1.0,0.8874812,0.01341801,1.895395E-5,1.635028E-4,0.01129131,0.001849893,1.129187E-4,0.01686437,0.03308629,6.352773E-4,4.170632E-4,0.002351428,0.02927784,0.002554374,2.018991E-5,3.758174E-5,1.466991E-4,3.8942E-5,5.771695E-5,2.5984E-5,10.51284,9.511501E-5,662681.9,662681.9
7.6E-4,15.80691,1.460918E7,1346.983,1346.983,0.001503379,1.0,0.8873226,0.01349797,1.866117E-5,1.642133E-4,0.01136219,0.001863405,1.140887E-4,0.01698315,0.03310229,6.29575E-4,4.187662E-4,0.002366341,0.02918068,0.002495766,1.991855E-5,3.811316E-5,1.480275E-4,3.944379E-5,5.6745E-5,2.641608E-5,10.5124,9.510895E-5,662654.1,662654.2
7.7E-4,15.8079,1.445374E7,1347.012,1347.012,0.001503379,1.0,0.8871664,0.01357659,1.837412E-5,1.649112E-4,0.01143208,0.001876764,1.152439E-4,0.01710048,0.03311754,6.239358E-4,4.20421E-4,0.002381041,0.02908462,0.002438566,1.965251E-5,3.864185E-5,1.493434E-4,3.994174E-5,5.579031E-5,2.684722E-5,10.51196,9.510299E-5,662626.9,662626.9
7.8E-4,15.80888,1.429685E7,1347.041,1347.041,0.001503379,1.0,0.8870126,0.0136539,1.809267E-5,1.655968E-4,0.01150101,0.001889972,1.163844E-4,0.01721638,0.03313207,6.183593E-4,4.22029E-4,0.002395532,0.02898964,0.002382739,1.939168E-5,3.916779E-5,1.506469E-4,4.043585E-5,5.485268E-5,2.727737E-5,10.51154,9.509712E-5,662600.1,662600.1
7.9E-4,15.80984,1.413861E7,1347.069,1347.069,0.001503379,1.0,0.886861,0.01372993,1.78167E-5,1.662705E-4,0.01156898,0.001903031,1.175106E-4,0.01733088,0.03314589,6.128451E-4,4.235916E-4,0.002409817,0.02889574,0.002328251,1.913592E-5,3.969098E-5,1.519383E-4,4.092615E-5,5.393186E-5,2.770648E-5,10.51112,9.509134E-5,662573.8,662573.8
8.0E-4,15.81079,1.397919E7,1347.097,1347.097,0.001503379,1.0,0.8867117,0.0138047,1.754611E-5,1.669326E-4,0.01163602,0.001915943,1.186224E-4,0.01744401,0.03315902,6.073927E-4,4.2511E-4,0.002423901,0.02880288,0.002275069,1.888513E-5,4.021139E-5,1.532177E-4,4.141265E-5,5.302762E-5,2.813452E-5,10.51071,9.508565E-5,662547.9,662547.9
8.1E-4,15.81172,1.381886E7,1347.125,1347.125,0.001503379,1.0,0.8865646,0.01387824,1.728078E-5,1.675834E-4,0.01170216,0.001928713,1.197201E-4,0.01755578,0.03317147,6.020019E-4,4.265857E-4,0.002437788,0.02871106,0.002223159,1.863918E-5,4.072903E-5,1.544852E-4,4.189535E-5,5.213973E-5,2.856145E-5,10.51031,9.508005E-5,662522.5,662522.5
8.2E-4,15.81264,1.36577E7,1347.152,1347.152,0.001503379,1.0,0.8864197,0.01395057,1.702061E-5,1.682232E-4,0.0117674,0.001941342,1.208039E-4,0.01766623,0.03318328,5.966721E-4,4.280197E-4,0.002451481,0.02862026,0.002172491,1.839797E-5,4.124388E-5,1.557409E-4,4.237427E-5,5.126796E-5,2.898722E-5,10.50991,9.507453E-5,662497.5,662497.5
8.3E-4,15.81354,1.349584E7,1347.18,1347.18,0.001503379,1.0,0.8862768,0.01402172,1.676549E-5,1.688524E-4,0.01183176,0.001953832,1.218739E-4,0.01777538,0.03319444,5.914031E-4,4.294134E-4,0.002464985,0.02853046,0.002123033,1.816138E-5,4.175594E-5,1.569852E-4,4.284943E-5,5.041208E-5,2.941181E-5,10.50952,9.506909E-5,662472.9,662473.0
8.4E-4,15.81443,1.333345E7,1347.206,1347.206,0.001503379,1.0,0.8861361,0.01409172,1.651533E-5,1.694712E-4,0.01189527,0.001966187,1.229303E-4,0.01788325,0.03320499,5.861943E-4,4.307679E-4,0.002478303,0.02844164,0.002074755,1.792932E-5,4.226521E-5,1.58218E-4,4.332085E-5,4.957185E-5,2.983518E-5,10.50914,9.506374E-5,662448.8,662448.8
8.5E-4,15.81531,1.317073E7,1347.233,1347.233,0.001503379,1.0,0.8859974,0.01416057,1.627001E-5,1.7008E-4,0.01195794,0.001978408,1.239733E-4,0.01798986,0.03321492,5.810454E-4,4.320843E-4,0.002491439,0.02835379,0.002027627,1.770167E-5,4.277168E-5,1.594397E-4,4.378855E-5,4.874705E-5,3.025729E-5,10.50876,9.505847E-5,662425.1,662425.1
8.6E-4,15.81617,1.300773E7,1347.259,1347.259,0.001503379,1.0,0.8858606,0.01422832,1.602944E-5,1.706789E-4,0.01201978,0.001990498,1.25003E-4,0.01809524,0.03322427,5.759559E-4,4.333638E-4,0.002504396,0.02826689,0.001981622,1.747834E-5,4.327535E-5,1.606502E-4,4.425254E-5,4.793745E-5,3.067813E-5,10.50839,9.505327E-5,662401.7,662401.7
8.7E-4,15.81702,1.284455E7,1347.285,1347.285,0.001503379,1.0,0.8857259,0.01429498,1.579353E-5,1.712683E-4,0.01208082,0.002002459,1.260197E-4,0.01819941,0.03323304,5.709255E-4,4.346073E-4,0.002517178,0.02818094,0.001936711,1.725924E-5,4.377623E-5,1.618498E-4,4.471286E-5,4.714281E-5,3.109765E-5,10.50803,9.504816E-5,662378.8,662378.8
8.8E-4,15.81786,1.268141E7,1347.31,1347.31,0.001503379,1.0,0.885593,0.01436057,1.556218E-5,1.718484E-4,0.01214107,0.002014293,1.270233E-4,0.01830239,0.03324125,5.659538E-4,4.358161E-4,0.002529787,0.0280959,0.001892868,1.704426E-5,4.427432E-5,1.630386E-4,4.516951E-5,4.636292E-5,3.151584E-5,10.50767,9.504312E-5,662356.2,662356.2
8.9E-4,15.81869,1.251835E7,1347.335,1347.335,0.001503379,1.0,0.885462,0.01442512,1.53353E-5,1.724195E-4,0.01220054,0.002026004,1.280143E-4,0.01840419,0.03324892,5.610403E-4,4.36991E-4,0.002542229,0.02801178,0.001850065,1.683332E-5,4.476961E-5,1.642168E-4,4.562253E-5,4.559754E-5,3.193267E-5,10.50732,9.503816E-5,662334.0,662334.0
9.0E-4,15.8195,1.235546E7,1347.36,1347.36,0.001503379,1.0,0.8853329,0.01448864,1.51128E-5,1.729818E-4,0.01225924,0.002037592,1.289926E-4,0.01850485,0.03325605,5.561846E-4,4.38133E-4,0.002554504,0.02792855,0.001808278,1.662633E-5,4.526213E-5,1.653845E-4,4.607194E-5,4.484644E-5,3.234811E-5,10.50697,9.503327E-5,662312.1,662312.1
9.1E-4,15.8203,1.219124E7,1347.385,1347.385,0.001503379,1.0,0.8852055,0.01455116,1.489457E-5,1.735354E-4,0.0123172,0.002049059,1.299585E-4,0.01860438,0.03326267,5.513862E-4,4.392431E-4,0.002566617,0.02784619,0.001767482,1.642312E-5,4.575187E-5,1.665418E-4,4.651777E-5,4.410941E-5,3.276215E-5,10.50663,9.502846E-5,662290.6,662290.6
9.2E-4,15.82109,1.202962E7,1347.409,1347.409,0.001503379,1.0,0.88508,0.01461268,1.468066E-5,1.740806E-4,0.01237442,0.002060407,1.30912E-4,0.01870278,0.03326876,5.466458E-4,4.403216E-4,0.002578568,0.02776473,0.001727671,1.622388E-5,4.623877E-5,1.676887E-4,4.695997E-5,4.338649E-5,3.317473E-5,10.50629,9.502371E-5,662269.4,662269.5
9.3E-4,15.82187,1.186594E7,1347.433,1347.433,0.001503379,1.0,0.8849564,0.01467312,1.447145E-5,1.746167E-4,0.01243083,0.002071625,1.318519E-4,0.01879996,0.03327431,5.419699E-4,4.413665E-4,0.002590345,0.02768421,0.001688911,1.602874E-5,4.67226E-5,1.688243E-4,4.739822E-5,4.267867E-5,3.35857E-5,10.50596,9.501905E-5,662248.6,662248.7
9.4E-4,15.82264,1.170522E7,1347.456,1347.456,0.001503379,1.0,0.8848343,0.01473272,1.426584E-5,1.751457E-4,0.01248661,0.00208274,1.327811E-4,0.01889618,0.03327943,5.373452E-4,4.423851E-4,0.002601983,0.02760445,0.001650977,1.583687E-5,4.720395E-5,1.69951E-4,4.78333E-5,4.19829E-5,3.399534E-5,10.50564,9.501445E-5,662228.1,662228.2
9.5E-4,15.82339,1.154538E7,1347.479,1347.479,0.001503379,1.0,0.8847139,0.01479143,1.406395E-5,1.756674E-4,0.01254173,0.002093749,1.336991E-4,0.01899139,0.03328409,5.327733E-4,4.433767E-4,0.002613478,0.02752548,0.001613898,1.564837E-5,4.768268E-5,1.710683E-4,4.826508E-5,4.129977E-5,3.440357E-5,10.50532,9.500992E-5,662207.9,662208.0
9.6E-4,15.82414,1.138606E7,1347.502,1347.502,0.001503379,1.0,0.884595,0.01484924,1.386593E-5,1.761815E-4,0.01259618,0.002104647,1.346055E-4,0.01908558,0.03328831,5.282563E-4,4.443407E-4,0.002624826,0.02744732,0.001577692,1.546332E-5,4.815867E-5,1.72176E-4,4.86934E-5,4.062965E-5,3.48103E-5,10.505,9.500545E-5,662188.0,662188.1
9.7E-4,15.82487,1.122728E7,1347.525,1347.525,0.001503379,1.0,0.8844778,0.01490616,1.367171E-5,1.766883E-4,0.01264996,0.002115438,1.355004E-4,0.01917874,0.03329208,5.237938E-4,4.45278E-4,0.002636029,0.02736996,0.001542338,1.528166E-5,4.863194E-5,1.732741E-4,4.911831E-5,3.99723E-5,3.521552E-5,10.50469,9.500105E-5,662168.4,662168.5
9.8E-4,15.82559,1.106918E7,1347.547,1347.547,0.001503379,1.0,0.8843621,0.01496221,1.348122E-5,1.771879E-4,0.01270308,0.002126122,1.363841E-4,0.01927091,0.03329542,5.193853E-4,4.461892E-4,0.002647089,0.02729338,0.001507818,1.510331E-5,4.910251E-5,1.743629E-4,4.953984E-5,3.932751E-5,3.561922E-5,10.50438,9.499671E-5,662149.1,662149.2
9.9E-4,15.8263,1.09118E7,1347.569,1347.569,0.001503379,1.0,0.884248,0.01501741,1.329439E-5,1.776806E-4,0.01275557,0.002136701,1.372567E-4,0.01936209,0.03329834,5.150306E-4,4.470752E-4,0.002658011,0.02721758,0.00147411,1.492822E-5,4.957038E-5,1.754423E-4,4.9958E-5,3.869507E-5,3.60214E-5,10.50408,9.499243E-5,662130.1,662130.2
0.001,15.82701,1.075518E7,1347.591,1347.591,0.001503379,1.0,0.8841354,0.01507177,1.311116E-5,1.781664E-4,0.01280743,0.002147177,1.381183E-4,0.01945231,0.03330084,5.107294E-4,4.479364E-4,0.002668794,0.02714255,0.001441199,1.475632E-5,5.003558E-5,1.765126E-4,5.037283E-5,3.807479E-5,3.642203E-5,10.50379,9.498822E-5,662111.4,662111.4
