Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_C6H5CHCH3_Soln#2 (),Mole_fraction_BIPHENYL_Soln#2 (),Mole_fraction_FLUORENE_Soln#2 (),Mole_fraction_C14H10_Soln#2 (),Mole_fraction_C16H10_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
0.051,15.7427,172631.8,1050.528,1050.528,0.001932916,1.0,0.9033023,0.003045033,4.72843E-4,0.00637248,2.590792E-4,7.098949E-5,0.00894913,0.0271569,3.692351E-5,2.764137E-4,5.873428E-4,0.03545052,0.01372425,5.583338E-5,1.013893E-5,1.038515E-5,6.783481E-5,1.570149E-5,9.053851E-5,1.832498E-5,10.58413,1.227804E-4,667175.7,667175.7
0.052,15.74371,175606.2,1050.557,1050.557,0.001932916,1.0,0.903126,0.003102765,4.852369E-4,0.006481693,2.635704E-4,7.332326E-5,0.009114066,0.02713309,3.68677E-5,2.812293E-4,5.977294E-4,0.03533186,0.01367388,5.55752E-5,1.051558E-5,1.056798E-5,6.909049E-5,1.602267E-5,9.032182E-5,1.870429E-5,10.58374,1.227726E-4,667151.2,667151.3
0.053,15.74471,178552.2,1050.586,1050.586,0.001932916,1.0,0.9029504,0.003160391,4.977222E-4,0.006590243,2.680363E-4,7.56757E-5,0.00927843,0.02710931,3.681202E-5,2.860032E-4,6.080637E-4,0.03521371,0.0136237,5.531845E-5,1.089774E-5,1.074981E-5,7.034169E-5,1.634374E-5,9.010006E-5,1.908237E-5,10.58335,1.227647E-4,667127.0,667127.0
0.054,15.74572,181470.2,1050.615,1050.615,0.001932916,1.0,0.9027754,0.003217912,5.102978E-4,0.006698136,2.724771E-4,7.804611E-5,0.009442229,0.02708556,3.675647E-5,2.907356E-4,6.183463E-4,0.03509608,0.01357371,5.506312E-5,1.128535E-5,1.093064E-5,7.158846E-5,1.66647E-5,8.987379E-5,1.945917E-5,10.58297,1.227569E-4,667102.9,667102.9
0.055,15.74674,184361.0,1050.645,1050.645,0.001932916,1.0,0.902601,0.00327533,5.229629E-4,0.00680538,2.768931E-4,8.043381E-5,0.009605465,0.02706185,3.670109E-5,2.954269E-4,6.285775E-4,0.03497895,0.0135239,5.480919E-5,1.167836E-5,1.111048E-5,7.283084E-5,1.698552E-5,8.964357E-5,1.983465E-5,10.58259,1.22749E-4,667079.0,667079.0
0.056,15.74775,187224.8,1050.676,1050.676,0.001932916,1.0,0.9024271,0.003332644,5.357165E-4,0.006911979,2.812846E-4,8.283813E-5,0.009768144,0.02703816,3.664588E-5,3.000773E-4,6.387578E-4,0.03486233,0.01347428,5.455666E-5,1.207669E-5,1.128935E-5,7.406887E-5,1.730622E-5,8.94099E-5,2.020878E-5,10.58222,1.22741E-4,667055.4,667055.4
0.057,15.74877,190062.3,1050.707,1050.707,0.001932916,1.0,0.9022539,0.003389857,5.485575E-4,0.007017941,2.856518E-4,8.525843E-5,0.009930271,0.0270145,3.659087E-5,3.046871E-4,6.488875E-4,0.03474621,0.01342484,5.430551E-5,1.24803E-5,1.146725E-5,7.530259E-5,1.762677E-5,8.917325E-5,2.058152E-5,10.58185,1.227331E-4,667031.9,667031.9
0.058,15.74979,192873.8,1050.738,1050.738,0.001932916,1.0,0.9020812,0.00344697,5.614852E-4,0.007123271,2.899949E-4,8.769407E-5,0.01009185,0.02699087,3.653607E-5,3.092566E-4,6.589671E-4,0.03463058,0.01337557,5.405574E-5,1.288913E-5,1.16442E-5,7.653204E-5,1.794717E-5,8.893395E-5,2.095284E-5,10.58148,1.227252E-4,667008.6,667008.6
0.059,15.75081,195659.8,1050.77,1050.77,0.001932916,1.0,0.9019091,0.003503983,5.744985E-4,0.007227976,2.943141E-4,9.014443E-5,0.01025288,0.02696727,3.648148E-5,3.13786E-4,6.68997E-4,0.03451544,0.01332649,5.380733E-5,1.330311E-5,1.182019E-5,7.775726E-5,1.826742E-5,8.869238E-5,2.132271E-5,10.58111,1.227172E-4,666985.5,666985.5
0.06,15.75184,198420.8,1050.802,1050.802,0.001932916,1.0,0.9017376,0.003560897,5.875966E-4,0.007332061,2.986097E-4,9.260891E-5,0.01041338,0.02694369,3.642713E-5,3.182757E-4,6.789775E-4,0.03440079,0.01327759,5.356027E-5,1.37222E-5,1.199525E-5,7.897829E-5,1.85875E-5,8.844884E-5,2.169109E-5,10.58075,1.227092E-4,666962.6,666962.6
0.061,15.75287,201157.1,1050.835,1050.835,0.001932916,1.0,0.9015667,0.003617713,6.007785E-4,0.007435533,3.028818E-4,9.508691E-5,0.01057333,0.02692014,3.6373E-5,3.227259E-4,6.88909E-4,0.03428662,0.01322886,5.331455E-5,1.414633E-5,1.216938E-5,8.019518E-5,1.890741E-5,8.82036E-5,2.205795E-5,10.58039,1.227012E-4,666939.9,666939.9
0.062,15.7539,203869.1,1050.868,1050.868,0.001932916,1.0,0.9013963,0.003674433,6.140434E-4,0.007538397,3.071308E-4,9.757786E-5,0.01073276,0.02689661,3.631913E-5,3.27137E-4,6.98792E-4,0.03417294,0.01318031,5.307016E-5,1.457545E-5,1.234258E-5,8.140796E-5,1.922715E-5,8.795692E-5,2.242326E-5,10.58003,1.226932E-4,666917.4,666917.4
0.063,15.75493,206557.3,1050.902,1050.902,0.001932916,1.0,0.9012264,0.003731057,6.273904E-4,0.007640659,3.113568E-4,1.000812E-4,0.01089166,0.02687311,3.62655E-5,3.315093E-4,7.086267E-4,0.03405973,0.01313193,5.28271E-5,1.500952E-5,1.251488E-5,8.261667E-5,1.954669E-5,8.770907E-5,2.278701E-5,10.57968,1.226851E-4,666895.1,666895.1
0.064,15.75596,209221.8,1050.936,1050.936,0.001932916,1.0,0.9010572,0.003787586,6.408186E-4,0.007742325,3.1556E-4,1.025963E-4,0.01105004,0.02684963,3.621214E-5,3.35843E-4,7.184136E-4,0.03394699,0.01308373,5.258534E-5,1.544847E-5,1.268627E-5,8.382135E-5,1.986605E-5,8.746032E-5,2.314914E-5,10.57932,1.226771E-4,666873.0,666873.0
0.065,15.757,211863.2,1050.971,1050.971,0.001932916,1.0,0.9008884,0.003844021,6.543272E-4,0.007843399,3.197406E-4,1.051228E-4,0.01120789,0.02682618,3.615903E-5,3.401384E-4,7.281531E-4,0.03383471,0.0130357,5.234487E-5,1.589225E-5,1.285676E-5,8.502204E-5,2.018521E-5,8.721086E-5,2.350966E-5,10.57898,1.22669E-4,666851.0,666851.1
0.066,15.75804,214481.7,1051.006,1051.006,0.001932916,1.0,0.9007202,0.003900363,6.679153E-4,0.007943889,3.238989E-4,1.0766E-4,0.01136523,0.02680275,3.61062E-5,3.443958E-4,7.378454E-4,0.03372291,0.01298783,5.21057E-5,1.634081E-5,1.302637E-5,8.621877E-5,2.050416E-5,8.696096E-5,2.386851E-5,10.57863,1.226609E-4,666829.3,666829.3
0.067,15.75908,217077.6,1051.041,1051.041,0.001932916,1.0,0.9005526,0.003956613,6.815821E-4,0.008043799,3.280351E-4,1.102074E-4,0.01152206,0.02677934,3.605365E-5,3.486155E-4,7.474909E-4,0.03361156,0.01294014,5.18678E-5,1.67941E-5,1.319511E-5,8.741159E-5,2.08229E-5,8.671085E-5,2.422569E-5,10.57829,1.226528E-4,666807.7,666807.7
0.068,15.76012,219651.3,1051.077,1051.077,0.001932916,1.0,0.9003855,0.004012771,6.953267E-4,0.008143134,3.321493E-4,1.127646E-4,0.01167839,0.02675595,3.600136E-5,3.527979E-4,7.570901E-4,0.03350068,0.01289261,5.163117E-5,1.725207E-5,1.336297E-5,8.860054E-5,2.114142E-5,8.646031E-5,2.458117E-5,10.57795,1.226447E-4,666786.3,666786.3
0.069,15.76117,222203.1,1051.113,1051.113,0.001932916,1.0,0.9002189,0.004068839,7.091484E-4,0.0082419,3.362417E-4,1.153311E-4,0.0118342,0.02673258,3.594935E-5,3.569432E-4,7.666431E-4,0.03339024,0.01284526,5.13958E-5,1.771468E-5,1.352997E-5,8.978564E-5,2.145972E-5,8.62096E-5,2.493493E-5,10.57761,1.226366E-4,666765.1,666765.1
0.07,15.76222,224733.3,1051.15,1051.15,0.001932916,1.0,0.9000528,0.004124817,7.230463E-4,0.008340101,3.403126E-4,1.179063E-4,0.01198952,0.02670924,3.589761E-5,3.610517E-4,7.761505E-4,0.03328026,0.01279806,5.116167E-5,1.818186E-5,1.369612E-5,9.096694E-5,2.177778E-5,8.595885E-5,2.528695E-5,10.57728,1.226284E-4,666744.1,666744.1
0.071,15.76326,227242.2,1051.187,1051.187,0.001932916,1.0,0.8998873,0.004180707,7.370196E-4,0.008437744,3.443621E-4,1.204898E-4,0.01214434,0.02668591,3.584614E-5,3.651238E-4,7.856124E-4,0.03317072,0.01275103,5.092878E-5,1.865357E-5,1.386143E-5,9.214448E-5,2.209562E-5,8.570815E-5,2.56372E-5,10.57695,1.226203E-4,666723.2,666723.2
0.072,15.76432,229730.0,1051.225,1051.225,0.001932916,1.0,0.8997223,0.004236508,7.510676E-4,0.008534833,3.483905E-4,1.230811E-4,0.01229867,0.02666261,3.579496E-5,3.691596E-4,7.950293E-4,0.03306163,0.01270417,5.069711E-5,1.912977E-5,1.402589E-5,9.331828E-5,2.241321E-5,8.545758E-5,2.598567E-5,10.57662,1.226121E-4,666702.5,666702.5
0.073,15.76537,232197.1,1051.263,1051.263,0.001932916,1.0,0.8995578,0.004292222,7.651894E-4,0.008631372,3.523979E-4,1.256798E-4,0.01245251,0.02663933,3.574404E-5,3.731596E-4,8.044015E-4,0.03295298,0.01265746,5.046666E-5,1.961041E-5,1.418953E-5,9.44884E-5,2.273055E-5,8.520725E-5,2.633234E-5,10.57629,1.226039E-4,666682.0,666682.0
0.074,15.76643,234643.6,1051.301,1051.301,0.001932916,1.0,0.8993938,0.00434785,7.793843E-4,0.008727368,3.563845E-4,1.282855E-4,0.01260587,0.02661606,3.569341E-5,3.771239E-4,8.137293E-4,0.03284477,0.01261092,5.023741E-5,2.009544E-5,1.435235E-5,9.565485E-5,2.304764E-5,8.49572E-5,2.667719E-5,10.57597,1.225957E-4,666661.6,666661.7
0.075,15.76748,237069.8,1051.34,1051.34,0.001932916,1.0,0.8992303,0.004403393,7.936515E-4,0.008822824,3.603504E-4,1.308977E-4,0.01275874,0.02659282,3.564304E-5,3.81053E-4,8.23013E-4,0.03273699,0.01256453,5.000936E-5,2.058481E-5,1.451436E-5,9.681768E-5,2.336447E-5,8.470752E-5,2.70202E-5,10.57565,1.225874E-4,666641.5,666641.5
0.076,15.76854,239476.0,1051.379,1051.379,0.001932916,1.0,0.8990673,0.00445885,8.079902E-4,0.008917746,3.64296E-4,1.33516E-4,0.01291113,0.0265696,3.559295E-5,3.849469E-4,8.322529E-4,0.03262964,0.01251831,4.978249E-5,2.107848E-5,1.467556E-5,9.797692E-5,2.368104E-5,8.445826E-5,2.736136E-5,10.57533,1.225792E-4,666621.5,666621.5
0.077,15.76961,241862.5,1051.418,1051.418,0.001932916,1.0,0.8989049,0.004514224,8.223997E-4,0.009012138,3.682212E-4,1.361399E-4,0.01306305,0.02654639,3.554313E-5,3.888061E-4,8.414494E-4,0.03252272,0.01247224,4.955679E-5,2.157641E-5,1.483596E-5,9.913261E-5,2.399734E-5,8.420945E-5,2.770064E-5,10.57502,1.225709E-4,666601.6,666601.6
0.078,15.77067,244229.4,1051.458,1051.458,0.001932916,1.0,0.8987429,0.004569514,8.368793E-4,0.009106005,3.721264E-4,1.387692E-4,0.0132145,0.0265232,3.549358E-5,3.926309E-4,8.506027E-4,0.03241622,0.01242633,4.933226E-5,2.207854E-5,1.499557E-5,1.002848E-4,2.431336E-5,8.396107E-5,2.803804E-5,10.57471,1.225627E-4,666582.0,666582.0
0.079,15.77174,246576.9,1051.499,1051.499,0.001932916,1.0,0.8985814,0.004624722,8.514282E-4,0.009199351,3.760117E-4,1.414034E-4,0.01336547,0.02650004,3.54443E-5,3.964214E-4,8.597131E-4,0.03231014,0.01238057,4.910889E-5,2.258485E-5,1.51544E-5,1.014335E-4,2.462911E-5,8.371319E-5,2.837354E-5,10.5744,1.225544E-4,666562.5,666562.5
0.08,15.77281,248905.3,1051.539,1051.539,0.001932916,1.0,0.8984204,0.004679848,8.660457E-4,0.009292181,3.798772E-4,1.44042E-4,0.01351599,0.02647689,3.539528E-5,4.00178E-4,8.687811E-4,0.03220449,0.01233497,4.888666E-5,2.309527E-5,1.531245E-5,1.025787E-4,2.494458E-5,8.346583E-5,2.870713E-5,10.57409,1.225461E-4,666543.1,666543.1
0.081,15.77388,251214.9,1051.58,1051.58,0.001932916,1.0,0.8982598,0.004734893,8.807311E-4,0.0093845,3.837231E-4,1.466848E-4,0.01366604,0.02645376,3.534653E-5,4.03901E-4,8.778067E-4,0.03209925,0.01228952,4.866558E-5,2.360978E-5,1.546974E-5,1.037205E-4,2.525975E-5,8.321903E-5,2.903878E-5,10.57379,1.225378E-4,666524.0,666524.0
0.082,15.77495,253505.7,1051.622,1051.622,0.001932916,1.0,0.8980998,0.004789858,8.954837E-4,0.009476312,3.875497E-4,1.493314E-4,0.01381563,0.02643065,3.529803E-5,4.075906E-4,8.867904E-4,0.03199442,0.01224423,4.844562E-5,2.412832E-5,1.562626E-5,1.048589E-4,2.557463E-5,8.29728E-5,2.93685E-5,10.57349,1.225295E-4,666504.9,666504.9
0.083,15.77602,255778.1,1051.664,1051.664,0.001932916,1.0,0.8979402,0.004844742,9.103027E-4,0.00956762,3.91357E-4,1.519813E-4,0.01396477,0.02640755,3.524979E-5,4.112471E-4,8.957324E-4,0.03189,0.01219908,4.822677E-5,2.465087E-5,1.578203E-5,1.05994E-4,2.588922E-5,8.272717E-5,2.969626E-5,10.57319,1.225211E-4,666486.1,666486.1
0.084,15.7771,258032.3,1051.706,1051.706,0.001932916,1.0,0.8977811,0.004899548,9.251875E-4,0.009658431,3.951452E-4,1.546344E-4,0.01411345,0.02638448,3.520181E-5,4.148707E-4,9.046331E-4,0.03178598,0.01215409,4.800904E-5,2.517736E-5,1.593704E-5,1.071257E-4,2.62035E-5,8.248215E-5,3.002206E-5,10.57289,1.225128E-4,666467.4,666467.4
0.085,15.77818,260268.5,1051.749,1051.749,0.001932916,1.0,0.8976224,0.004954276,9.401373E-4,0.009748746,3.989145E-4,1.572901E-4,0.01426169,0.02636142,3.515409E-5,4.184618E-4,9.134926E-4,0.03168238,0.01210924,4.779241E-5,2.570778E-5,1.609132E-5,1.082542E-4,2.651748E-5,8.223777E-5,3.034589E-5,10.5726,1.225044E-4,666448.9,666448.9
0.086,15.77925,262487.0,1051.791,1051.791,0.001932916,1.0,0.8974643,0.005008926,9.551515E-4,0.009838572,4.02665E-4,1.599482E-4,0.01440948,0.02633837,3.510662E-5,4.220205E-4,9.223113E-4,0.03157917,0.01206454,4.757687E-5,2.624206E-5,1.624487E-5,1.093793E-4,2.683114E-5,8.199406E-5,3.066772E-5,10.5723,1.22496E-4,666430.5,666430.5
0.087,15.78034,264687.8,1051.835,1051.835,0.001932916,1.0,0.8973065,0.005063499,9.702294E-4,0.009927911,4.063969E-4,1.626084E-4,0.01455683,0.02631535,3.505939E-5,4.255471E-4,9.310894E-4,0.03147636,0.01202,4.736241E-5,2.678018E-5,1.639769E-5,1.105013E-4,2.714449E-5,8.1751E-5,3.098756E-5,10.57202,1.224876E-4,666412.3,666412.3
0.088,15.78142,266871.2,1051.879,1051.879,0.001932916,1.0,0.8971493,0.005117996,9.853704E-4,0.01001677,4.101104E-4,1.652703E-4,0.01470373,0.02629234,3.501241E-5,4.29042E-4,9.398272E-4,0.03137394,0.01197559,4.714903E-5,2.73221E-5,1.654978E-5,1.1162E-4,2.745752E-5,8.150859E-5,3.130539E-5,10.57173,1.224792E-4,666394.2,666394.2
0.089,15.78251,269037.4,1051.923,1051.923,0.001932916,1.0,0.8969925,0.005172417,0.001000574,0.01010515,4.138055E-4,1.679336E-4,0.0148502,0.02626935,3.496568E-5,4.325052E-4,9.48525E-4,0.03127192,0.01193134,4.693671E-5,2.786778E-5,1.670117E-5,1.127356E-4,2.777022E-5,8.126687E-5,3.16212E-5,10.57144,1.224708E-4,666376.3,666376.3
0.09,15.78359,271186.5,1051.967,1051.967,0.001932916,1.0,0.8968361,0.005226763,0.001015839,0.01019305,4.174825E-4,1.70598E-4,0.01499624,0.02624637,3.491918E-5,4.359372E-4,9.571831E-4,0.03117029,0.01188722,4.672545E-5,2.841717E-5,1.685184E-5,1.138481E-4,2.80826E-5,8.102584E-5,3.193499E-5,10.57116,1.224623E-4,666358.5,666358.5
0.091,15.78468,273318.9,1052.012,1052.012,0.001932916,1.0,0.8966802,0.005281035,0.001031165,0.01028049,4.211415E-4,1.732632E-4,0.01514184,0.02622342,3.487293E-5,4.39338E-4,9.658016E-4,0.03106904,0.01184325,4.651524E-5,2.897024E-5,1.700182E-5,1.149574E-4,2.839465E-5,8.078553E-5,3.224675E-5,10.57088,1.224539E-4,666340.9,666340.9
0.092,15.78577,275434.4,1052.057,1052.057,0.001932916,1.0,0.8965247,0.005335233,0.001046551,0.01036746,4.247826E-4,1.759289E-4,0.01528701,0.02620047,3.482691E-5,4.42708E-4,9.743809E-4,0.03096818,0.01179943,4.630607E-5,2.952696E-5,1.715109E-5,1.160636E-4,2.870636E-5,8.054591E-5,3.255646E-5,10.57061,1.224454E-4,666323.4,666323.4
0.093,15.78687,277533.4,1052.102,1052.102,0.001932916,1.0,0.8963697,0.005389358,0.001061998,0.01045397,4.284059E-4,1.785949E-4,0.01543176,0.02617755,3.478112E-5,4.460475E-4,9.829212E-4,0.0308677,0.01175575,4.609794E-5,3.008728E-5,1.729968E-5,1.171668E-4,2.901773E-5,8.030698E-5,3.286412E-5,10.57033,1.22437E-4,666306.1,666306.1
0.094,15.78796,279616.0,1052.148,1052.148,0.001932916,1.0,0.8962151,0.005443411,0.001077503,0.01054001,4.320117E-4,1.812608E-4,0.01557609,0.02615464,3.473556E-5,4.493565E-4,9.914228E-4,0.03076761,0.0117122,4.589082E-5,3.065117E-5,1.744759E-5,1.182669E-4,2.932876E-5,8.006877E-5,3.316973E-5,10.57006,1.224285E-4,666288.9,666288.9
0.095,15.78906,281682.2,1052.194,1052.194,0.001932916,1.0,0.896061,0.005497391,0.001093067,0.01062561,4.356001E-4,1.839263E-4,0.01571999,0.02613174,3.469024E-5,4.526355E-4,9.998858E-4,0.03066788,0.0116688,4.568473E-5,3.12186E-5,1.759482E-5,1.193641E-4,2.963944E-5,7.983128E-5,3.347327E-5,10.56979,1.2242E-4,666271.9,666271.9
0.096,15.79015,283732.2,1052.241,1052.241,0.001932916,1.0,0.8959073,0.0055513,0.001108689,0.01071075,4.391712E-4,1.865913E-4,0.01586348,0.02610886,3.464513E-5,4.558845E-4,0.001008311,0.03056854,0.01162554,4.547964E-5,3.178952E-5,1.774138E-5,1.204583E-4,2.994977E-5,7.95945E-5,3.377474E-5,10.56952,1.224115E-4,666255.0,666255.0
0.097,15.79125,285766.5,1052.288,1052.288,0.001932916,1.0,0.895754,0.005605139,0.001124368,0.01079544,4.427251E-4,1.892553E-4,0.01600656,0.026086,3.460025E-5,4.591039E-4,0.001016697,0.03046956,0.01158242,4.527556E-5,3.236391E-5,1.788728E-5,1.215495E-4,3.025975E-5,7.935843E-5,3.407414E-5,10.56926,1.224029E-4,666238.3,666238.3
0.098,15.79235,287784.9,1052.335,1052.335,0.001932916,1.0,0.8956011,0.005658907,0.001140104,0.01087969,4.462619E-4,1.919183E-4,0.01614922,0.02606315,3.455559E-5,4.622938E-4,0.001025047,0.03037095,0.01153943,4.507247E-5,3.294172E-5,1.803251E-5,1.226378E-4,3.056937E-5,7.912307E-5,3.437145E-5,10.56899,1.223944E-4,666221.7,666221.7
0.099,15.79346,289787.8,1052.382,1052.382,0.001932916,1.0,0.8954487,0.005712605,0.001155896,0.0109635,4.497819E-4,1.945799E-4,0.01629147,0.02604032,3.451115E-5,4.654546E-4,0.001033358,0.03027271,0.01149658,4.487036E-5,3.352293E-5,1.81771E-5,1.237232E-4,3.087862E-5,7.888842E-5,3.466667E-5,10.56873,1.223858E-4,666205.3,666205.3
0.1,15.79456,291775.2,1052.43,1052.43,0.001932916,1.0,0.8952966,0.005766235,0.001171743,0.01104687,4.53285E-4,1.972399E-4,0.01643331,0.0260175,3.446692E-5,4.685864E-4,0.001041632,0.03017484,0.01145387,4.466923E-5,3.410749E-5,1.832103E-5,1.248058E-4,3.118752E-5,7.865448E-5,3.495981E-5,10.56847,1.223773E-4,666189.0,666189.0
