Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_C6H5CHCH3_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_C6H5C2H4C6H5_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
4.1E-4,15.80483,2.411388E7,1396.203,1396.203,0.001449687,1.0,0.8871353,0.01422242,2.629139E-5,1.418757E-4,0.01064421,0.002033689,9.073487E-5,0.01624519,0.0339611,8.522069E-4,3.651859E-4,0.002519764,0.02954051,0.001726808,1.714449E-5,3.451791E-5,1.447409E-4,4.091942E-5,4.452729E-5,2.670158E-5,10.50875,9.172433E-5,662424.4,662424.4
4.2E-4,15.80646,2.3107E7,1396.251,1396.251,0.001449687,1.0,0.8868801,0.01435011,2.543105E-5,1.423295E-4,0.0107569,0.002059599,9.22935E-5,0.01643952,0.03398751,8.368665E-4,3.675962E-4,0.002546919,0.02937505,0.001639821,1.671624E-5,3.534848E-5,1.470493E-4,4.187051E-5,4.299462E-5,2.750413E-5,10.50803,9.171482E-5,662378.7,662378.7
4.3E-4,15.80805,2.212284E7,1396.298,1396.298,0.001449687,1.0,0.8866326,0.01447332,2.46081E-5,1.427564E-4,0.01086673,0.002084978,9.381371E-5,0.01662947,0.03401113,8.219305E-4,3.698823E-4,0.002573362,0.02921303,0.001557325,1.630516E-5,3.617012E-5,1.493167E-4,4.280807E-5,4.152398E-5,2.83027E-5,10.50732,9.170564E-5,662334.4,662334.4
4.4E-4,15.80957,2.115617E7,1396.342,1396.342,0.001449687,1.0,0.8863924,0.0145922,2.382117E-5,1.431581E-4,0.01097377,0.002109841,9.529617E-5,0.01681515,0.03403208,8.073953E-4,3.720505E-4,0.002599114,0.02905438,0.001479128,1.591059E-5,3.698282E-5,1.515439E-4,4.373212E-5,4.011404E-5,2.909704E-5,10.50664,9.169679E-5,662291.5,662291.5
4.5E-4,15.81104,2.020792E7,1396.384,1396.384,0.001449687,1.0,0.8861593,0.01470692,2.306895E-5,1.435364E-4,0.01107813,0.002134205,9.674181E-5,0.0169967,0.03405048,7.932561E-4,3.74107E-4,0.002624201,0.02889899,0.001405021,1.553188E-5,3.778663E-5,1.53732E-4,4.46428E-5,3.876287E-5,2.988698E-5,10.50598,9.168825E-5,662249.9,662249.9
4.6E-4,15.81247,1.927954E7,1396.425,1396.425,0.001449687,1.0,0.885933,0.01481767,2.234992E-5,1.438929E-4,0.01117991,0.002158087,9.815168E-5,0.01717428,0.03406646,7.795073E-4,3.760583E-4,0.002648647,0.02874676,0.001334789,1.516834E-5,3.858167E-5,1.558821E-4,4.554029E-5,3.746836E-5,3.067235E-5,10.50534,9.168E-5,662209.6,662209.6
4.7E-4,15.81384,1.837224E7,1396.463,1396.463,0.001449687,1.0,0.8857131,0.01492466,2.166255E-5,1.442294E-4,0.01127923,0.002181506,9.952691E-5,0.01734804,0.03408016,7.661423E-4,3.779109E-4,0.002672481,0.02859758,0.001268214,1.481925E-5,3.936807E-5,1.579955E-4,4.64248E-5,3.622831E-5,3.145301E-5,10.50472,9.167204E-5,662170.4,662170.4
4.8E-4,15.81517,1.748623E7,1396.5,1396.5,0.001449687,1.0,0.8854994,0.01502804,2.100545E-5,1.445473E-4,0.01137619,0.00220448,1.008685E-4,0.01751814,0.0340917,7.531541E-4,3.796707E-4,0.002695727,0.02845133,0.001205099,1.448398E-5,4.014594E-5,1.600733E-4,4.729657E-5,3.50407E-5,3.222886E-5,10.50412,9.166436E-5,662132.3,662132.3
4.9E-4,15.81645,1.662164E7,1396.535,1396.535,0.001449687,1.0,0.8852916,0.01512797,2.037729E-5,1.448479E-4,0.01147088,0.002227024,1.021775E-4,0.01768469,0.03410118,7.405364E-4,3.813429E-4,0.002718406,0.02830792,0.001145268,1.416194E-5,4.091544E-5,1.621166E-4,4.815581E-5,3.390363E-5,3.29998E-5,10.50353,9.165694E-5,662095.3,662095.3
5.0E-4,15.81768,1.577845E7,1396.568,1396.568,0.001449687,1.0,0.8850895,0.01522462,1.977682E-5,1.451325E-4,0.01156338,0.002249154,1.034549E-4,0.01784784,0.0341087,7.282828E-4,3.829323E-4,0.002740541,0.02816727,0.001088552,1.385257E-5,4.16767E-5,1.641264E-4,4.900276E-5,3.281522E-5,3.376577E-5,10.50296,9.164977E-5,662059.3,662059.3
5.074533E-4,15.81858,1.515738E7,1396.592,1396.592,0.001449687,1.0,0.8849424,0.0152946,1.934679E-5,1.453348E-4,0.01163096,0.002265388,1.043869E-4,0.01796731,0.03411311,7.193826E-4,3.840661E-4,0.002756698,0.02806417,0.001048206,1.362988E-5,4.223883E-5,1.656033E-4,4.962618E-5,3.203449E-5,3.43334E-5,10.50254,9.164459E-5,662033.1,662033.1
5.075417E-4,15.81859,1.511907E7,1396.592,1396.592,0.001449687,1.0,0.8849407,0.01529542,1.934178E-5,1.453371E-4,0.01163176,0.002265579,1.043979E-4,0.01796871,0.03411315,7.192783E-4,3.840793E-4,0.002756887,0.02806295,0.001047737,1.362727E-5,4.224547E-5,1.656208E-4,4.963353E-5,3.202539E-5,3.434011E-5,10.50254,9.164453E-5,662032.8,662032.8
5.079876E-4,15.81864,1.510435E7,1396.594,1396.594,0.001449687,1.0,0.884932,0.01529955,1.931647E-5,1.45349E-4,0.01163576,0.002266543,1.044531E-4,0.0179758,0.03411339,7.187522E-4,3.841458E-4,0.002757845,0.02805683,0.001045375,1.361412E-5,4.227895E-5,1.657085E-4,4.967061E-5,3.197951E-5,3.437398E-5,10.50251,9.164423E-5,662031.3,662031.3
5.087033E-4,15.81872,1.498439E7,1396.596,1396.596,0.001449687,1.0,0.884918,0.01530617,1.927587E-5,1.453679E-4,0.01164219,0.002268089,1.045416E-4,0.01798717,0.03411375,7.179091E-4,3.842522E-4,0.002759379,0.02804702,0.001041595,1.359304E-5,4.233267E-5,1.658493E-4,4.973008E-5,3.190604E-5,3.442832E-5,10.50248,9.164374E-5,662028.8,662028.8
5.087311E-4,15.81873,1.503561E7,1396.596,1396.596,0.001449687,1.0,0.8849175,0.01530643,1.927429E-5,1.453687E-4,0.01164244,0.002268149,1.04545E-4,0.01798761,0.03411376,7.178764E-4,3.842563E-4,0.002759439,0.02804664,0.001041448,1.359222E-5,4.233476E-5,1.658548E-4,4.973239E-5,3.19032E-5,3.443043E-5,10.50247,9.164372E-5,662028.7,662028.7
5.090412E-4,15.81876,1.501568E7,1396.597,1396.597,0.001449687,1.0,0.8849115,0.01530929,1.925684E-5,1.453769E-4,0.01164522,0.002268819,1.045833E-4,0.01799253,0.03411392,7.175116E-4,3.843023E-4,0.002760103,0.02804239,0.001039815,1.358307E-5,4.235802E-5,1.659157E-4,4.975814E-5,3.187144E-5,3.445397E-5,10.50246,9.164351E-5,662027.6,662027.6
5.090709E-4,15.81877,1.502217E7,1396.597,1396.597,0.001449687,1.0,0.8849109,0.01530956,1.925517E-5,1.453777E-4,0.01164548,0.002268883,1.04587E-4,0.017993,0.03411393,7.174767E-4,3.843067E-4,0.002760166,0.02804198,0.001039659,1.358219E-5,4.236024E-5,1.659215E-4,4.97606E-5,3.186841E-5,3.445622E-5,10.50246,9.164349E-5,662027.5,662027.5
5.09462E-4,15.81881,1.499785E7,1396.598,1396.598,0.001449687,1.0,0.8849033,0.01531317,1.92331E-5,1.45388E-4,0.01164898,0.002269726,1.046352E-4,0.01799919,0.03411412,7.170173E-4,3.843645E-4,0.002761003,0.02803663,0.001037604,1.357078E-5,4.238956E-5,1.659983E-4,4.979305E-5,3.182843E-5,3.448589E-5,10.50243,9.164322E-5,662026.2,662026.2
5.1E-4,15.81888,1.495442E7,1396.6,1396.6,0.001449687,1.0,0.8848928,0.01531812,1.920288E-5,1.454021E-4,0.0116538,0.002270885,1.047016E-4,0.01800771,0.03411439,7.163862E-4,3.844439E-4,0.002762153,0.02802927,0.001034783,1.355518E-5,4.242988E-5,1.661039E-4,4.983767E-5,3.177355E-5,3.452671E-5,10.5024,9.164285E-5,662024.3,662024.3
5.121525E-4,15.81913,1.468951E7,1396.607,1396.607,0.001449687,1.0,0.8848512,0.01533785,1.908285E-5,1.454583E-4,0.01167299,0.002275512,1.04966E-4,0.01804171,0.03411538,7.138713E-4,3.847596E-4,0.002766738,0.0279999,0.001023579,1.349265E-5,4.259096E-5,1.665254E-4,5.001583E-5,3.155525E-5,3.468983E-5,10.50229,9.16414E-5,662016.9,662016.9
5.122044E-4,15.81913,1.474996E7,1396.607,1396.607,0.001449687,1.0,0.8848502,0.01533833,1.907995E-5,1.454597E-4,0.01167345,0.002275623,1.049724E-4,0.01804253,0.0341154,7.138108E-4,3.847671E-4,0.002766849,0.0279992,0.001023311,1.349113E-5,4.259484E-5,1.665356E-4,5.002012E-5,3.155002E-5,3.469377E-5,10.50228,9.164136E-5,662016.7,662016.7
5.132268E-4,15.81925,1.46797E7,1396.61,1396.61,0.001449687,1.0,0.8848305,0.01534765,1.902331E-5,1.454861E-4,0.01168254,0.002277815,1.050975E-4,0.01805862,0.03411584,7.126221E-4,3.849158E-4,0.002769018,0.02798529,0.001018035,1.346178E-5,4.267122E-5,1.667353E-4,5.010455E-5,3.144707E-5,3.477117E-5,10.50223,9.164067E-5,662013.2,662013.2
5.134342E-4,15.81928,1.433964E7,1396.61,1396.61,0.001449687,1.0,0.8848265,0.01534954,1.901185E-5,1.454915E-4,0.01168438,0.002278259,1.051228E-4,0.01806188,0.03411593,7.123814E-4,3.849459E-4,0.002769458,0.02798247,0.001016969,1.345582E-5,4.268671E-5,1.667758E-4,5.012166E-5,3.142625E-5,3.478686E-5,10.50222,9.164053E-5,662012.5,662012.5
5.134504E-4,15.81928,1.460081E7,1396.61,1396.61,0.001449687,1.0,0.8848262,0.01534968,1.901094E-5,1.454919E-4,0.01168452,0.002278293,1.051248E-4,0.01806214,0.03411593,7.123626E-4,3.849483E-4,0.002769492,0.02798225,0.001016885,1.345535E-5,4.268792E-5,1.667789E-4,5.0123E-5,3.142462E-5,3.478809E-5,10.50222,9.164052E-5,662012.4,662012.5
5.134864E-4,15.81928,1.463161E7,1396.611,1396.611,0.001449687,1.0,0.8848255,0.01535001,1.900892E-5,1.454928E-4,0.01168484,0.00227837,1.051292E-4,0.0180627,0.03411595,7.123208E-4,3.849535E-4,0.002769568,0.02798176,0.001016701,1.345429E-5,4.26906E-5,1.667859E-4,5.012596E-5,3.142102E-5,3.479081E-5,10.50221,9.16405E-5,662012.3,662012.3
5.169089E-4,15.81968,1.440618E7,1396.621,1396.621,0.001449687,1.0,0.88476,0.01538096,1.882145E-5,1.455802E-4,0.01171508,0.002285673,1.055455E-4,0.01811631,0.03411728,7.083719E-4,3.854451E-4,0.002776789,0.02793543,9.992755E-4,1.335697E-5,4.294561E-5,1.674517E-4,5.040758E-5,3.10802E-5,3.504946E-5,10.50203,9.163821E-5,662000.6,662000.7
5.2E-4,15.82003,1.41533E7,1396.63,1396.63,0.001449687,1.0,0.8847014,0.01540863,1.86546E-5,1.456579E-4,0.0117422,0.002292232,1.059186E-4,0.01816443,0.03411831,7.0484E-4,3.858821E-4,0.002783262,0.02789383,9.838049E-4,1.326987E-5,4.317515E-5,1.6805E-4,5.066077E-5,3.077674E-5,3.528257E-5,10.50186,9.163617E-5,661990.2,661990.2
5.230917E-4,15.82038,1.383608E7,1396.639,1396.639,0.001449687,1.0,0.8846432,0.01543603,1.848989E-5,1.457344E-4,0.01176914,0.002298756,1.06289E-4,0.01821226,0.03411919,7.013402E-4,3.863127E-4,0.00278969,0.02785246,9.68584E-4,1.318365E-5,4.340399E-5,1.686456E-4,5.091291E-5,3.047734E-5,3.551523E-5,10.5017,9.163415E-5,661979.8,661979.9
5.231537E-4,15.82039,1.388008E7,1396.639,1396.639,0.001449687,1.0,0.884642,0.01543658,1.848662E-5,1.457359E-4,0.01176968,0.002298887,1.062964E-4,0.01821322,0.0341192,7.012702E-4,3.863212E-4,0.002789819,0.02785164,9.682811E-4,1.318191E-5,4.340858E-5,1.686575E-4,5.091796E-5,3.047137E-5,3.55199E-5,10.50169,9.163411E-5,661979.6,661979.6
5.23221E-4,15.82039,1.387609E7,1396.639,1396.639,0.001449687,1.0,0.8846408,0.01543717,1.848304E-5,1.457375E-4,0.01177026,0.002299028,1.063045E-4,0.01821425,0.03411922,7.011944E-4,3.863305E-4,0.002789958,0.02785074,9.679526E-4,1.318001E-5,4.341355E-5,1.686704E-4,5.092343E-5,3.04649E-5,3.552496E-5,10.50169,9.163406E-5,661979.4,661979.4
5.234302E-4,15.82042,1.38646E7,1396.64,1396.64,0.001449687,1.0,0.8846369,0.01543901,1.847198E-5,1.457427E-4,0.01177208,0.002299468,1.063294E-4,0.01821748,0.03411927,7.009588E-4,3.863594E-4,0.002790392,0.02784795,9.669323E-4,1.317418E-5,4.342901E-5,1.687106E-4,5.094045E-5,3.04448E-5,3.554068E-5,10.50168,9.163393E-5,661978.7,661978.7
5.234622E-4,15.82042,1.387708E7,1396.64,1396.64,0.001449687,1.0,0.8846363,0.0154393,1.847028E-5,1.457434E-4,0.01177236,0.002299536,1.063333E-4,0.01821797,0.03411928,7.009228E-4,3.863638E-4,0.002790458,0.02784752,9.667763E-4,1.317329E-5,4.343137E-5,1.687167E-4,5.094306E-5,3.044173E-5,3.554309E-5,10.50168,9.163391E-5,661978.6,661978.6
5.3E-4,15.82115,1.338543E7,1396.658,1396.658,0.001449687,1.0,0.8845149,0.01549627,1.813042E-5,1.459008E-4,0.01182867,0.002313207,1.071069E-4,0.01831809,0.03412058,6.936396E-4,3.87251E-4,0.002803888,0.02776088,9.354764E-4,1.29955E-5,4.391265E-5,1.699658E-4,5.147231E-5,2.982317E-5,3.603333E-5,10.50133,9.162971E-5,661956.9,661957.0
5.4E-4,15.82222,1.262904E7,1396.685,1396.685,0.001449687,1.0,0.8843332,0.01558121,1.762911E-5,1.461318E-4,0.01191329,0.002333828,1.082675E-4,0.01846885,0.03412127,6.827747E-4,3.885551E-4,0.002824052,0.02763031,8.896347E-4,1.273152E-5,4.464263E-5,1.718523E-4,5.227264E-5,2.891079E-5,3.677903E-5,10.50082,9.162347E-5,661924.5,661924.5
5.5E-4,15.82327,1.189548E7,1396.71,1396.71,0.001449687,1.0,0.884156,0.01566353,1.714998E-5,1.463518E-4,0.01199613,0.002354105,1.094011E-4,0.01861679,0.03412048,6.722389E-4,3.897976E-4,0.00284377,0.02750204,8.461637E-4,1.247779E-5,4.536521E-5,1.737105E-4,5.306198E-5,2.803817E-5,3.751966E-5,10.50032,9.161743E-5,661892.8,661892.8
5.6E-4,15.82427,1.118417E7,1396.734,1396.734,0.001449687,1.0,0.8839832,0.01574338,1.669205E-5,1.465613E-4,0.01207726,0.002374051,1.105087E-4,0.01876202,0.03411828,6.620253E-4,3.90982E-4,0.002863059,0.02737601,8.049375E-4,1.223388E-5,4.608058E-5,1.755412E-4,5.384057E-5,2.720365E-5,3.825521E-5,10.49983,9.161159E-5,661861.9,661861.9
5.7E-4,15.82525,1.049465E7,1396.756,1396.756,0.001449687,1.0,0.8838146,0.01582085,1.625438E-5,1.467613E-4,0.01215674,0.002393679,1.11591E-4,0.01890464,0.03411474,6.52127E-4,3.921116E-4,0.002881935,0.02725214,7.658383E-4,1.199935E-5,4.678891E-5,1.773454E-4,5.460869E-5,2.640565E-5,3.898573E-5,10.49935,9.160595E-5,661831.6,661831.7
5.8E-4,15.82619,9826569.0,1396.777,1396.777,0.001449687,1.0,0.88365,0.01589606,1.583609E-5,1.469524E-4,0.01223464,0.002412998,1.12649E-4,0.01904474,0.03410993,6.425372E-4,3.931894E-4,0.002900414,0.02713034,7.287542E-4,1.177382E-5,4.749039E-5,1.79124E-4,5.536661E-5,2.564264E-5,3.971125E-5,10.49888,9.160049E-5,661802.1,661802.1
5.9E-4,15.8271,9179546.0,1396.796,1396.796,0.001449687,1.0,0.8834893,0.01596911,1.543634E-5,1.471351E-4,0.01231103,0.002432022,1.136834E-4,0.01918241,0.03410392,6.332488E-4,3.942183E-4,0.002918512,0.02701056,6.935801E-4,1.155693E-5,4.81852E-5,1.808778E-4,5.611458E-5,2.491318E-5,4.043182E-5,10.49842,9.159521E-5,661773.1,661773.2
6.0E-4,15.82799,8553256.0,1396.814,1396.814,0.001449687,1.0,0.8833322,0.01604009,1.505432E-5,1.4731E-4,0.01238595,0.00245076,1.146949E-4,0.01931776,0.03409676,6.242549E-4,3.952009E-4,0.002936242,0.02689272,6.602171E-4,1.134832E-5,4.887353E-5,1.826076E-4,5.685286E-5,2.421585E-5,4.11475E-5,10.49797,9.15901E-5,661744.8,661744.9
6.1E-4,15.82884,7947405.0,1396.831,1396.831,0.001449687,1.0,0.8831787,0.01610911,1.468925E-5,1.474778E-4,0.01245946,0.002469223,1.156844E-4,0.01945085,0.03408852,6.155486E-4,3.961397E-4,0.002953619,0.02677676,6.285695E-4,1.114765E-5,4.955557E-5,1.843143E-4,5.758173E-5,2.35493E-5,4.185835E-5,10.49753,9.158515E-5,661717.1,661717.1
6.2E-4,15.82967,7361747.0,1396.847,1396.847,0.001449687,1.0,0.8830285,0.01617625,1.43404E-5,1.476388E-4,0.01253162,0.00248742,1.166525E-4,0.01958178,0.03407926,6.071232E-4,3.970371E-4,0.002970655,0.02666261,5.985476E-4,1.09546E-5,5.02315E-5,1.859987E-4,5.830144E-5,2.29122E-5,4.256445E-5,10.4971,9.158036E-5,661689.9,661690.0
6.3E-4,15.83047,6795923.0,1396.862,1396.862,0.001449687,1.0,0.8828816,0.01624159,1.400705E-5,1.477936E-4,0.01260248,0.002505363,1.176E-4,0.01971062,0.03406903,5.989716E-4,3.978953E-4,0.002987364,0.02655021,5.700664E-4,1.076887E-5,5.09015E-5,1.876615E-4,5.901225E-5,2.230329E-5,4.326588E-5,10.49668,9.157572E-5,661663.3,661663.3
6.4E-4,15.83125,6249489.0,1396.875,1396.875,0.001449687,1.0,0.8827377,0.01630522,1.368853E-5,1.479425E-4,0.01267209,0.002523059,1.185276E-4,0.01983745,0.03405788,5.91087E-4,3.987164E-4,0.003003757,0.02643949,5.43045E-4,1.059017E-5,5.156575E-5,1.893035E-4,5.971441E-5,2.172137E-5,4.396271E-5,10.49626,9.157122E-5,661637.1,661637.2
6.5E-4,15.832,5722088.0,1396.887,1396.887,0.001449687,1.0,0.8825969,0.01636722,1.338418E-5,1.480861E-4,0.01274049,0.002540517,1.19436E-4,0.01996235,0.03404586,5.834627E-4,3.995025E-4,0.003019847,0.02633042,5.174074E-4,1.04182E-5,5.222445E-5,1.909253E-4,6.040817E-5,2.116526E-5,4.465503E-5,10.49585,9.156686E-5,661611.5,661611.5
6.6E-4,15.83274,5213424.0,1396.899,1396.899,0.001449687,1.0,0.8824589,0.01642766,1.309339E-5,1.482246E-4,0.01280774,0.002557747,1.203257E-4,0.02008538,0.03403301,5.760919E-4,4.002552E-4,0.003035645,0.02622292,4.930814E-4,1.025269E-5,5.287776E-5,1.925279E-4,6.109378E-5,2.063384E-5,4.534294E-5,10.49545,9.156263E-5,661586.2,661586.3
6.7E-4,15.83344,4723066.0,1396.909,1396.909,0.001449687,1.0,0.8823236,0.01648661,1.281556E-5,1.483585E-4,0.01287387,0.002574757,1.211974E-4,0.02020661,0.03401937,5.689679E-4,4.009763E-4,0.003051161,0.02611694,4.699985E-4,1.00934E-5,5.352586E-5,1.941117E-4,6.177148E-5,2.012604E-5,4.602654E-5,10.49506,9.155853E-5,661561.5,661561.5
6.8E-4,15.83413,4250605.0,1396.918,1396.918,0.001449687,1.0,0.8821909,0.01654414,1.255011E-5,1.48488E-4,0.01293893,0.002591554,1.220517E-4,0.02032612,0.034005,5.62084E-4,4.016676E-4,0.003066406,0.02601243,4.480933E-4,9.940065E-6,5.416895E-5,1.956775E-4,6.244151E-5,1.96408E-5,4.670591E-5,10.49467,9.155456E-5,661537.1,661537.1
6.9E-4,15.8348,3795697.0,1396.926,1396.926,0.001449687,1.0,0.8820607,0.01660032,1.229652E-5,1.486135E-4,0.01300295,0.002608146,1.228892E-4,0.02044395,0.03398992,5.554337E-4,4.023305E-4,0.003081389,0.02590934,4.273048E-4,9.79245E-6,5.480717E-5,1.972259E-4,6.31041E-5,1.917713E-5,4.738117E-5,10.49429,9.15507E-5,661513.1,661513.1
7.0E-4,15.83545,3357881.0,1396.934,1396.934,0.001449687,1.0,0.881933,0.0166552,1.205426E-5,1.487352E-4,0.01306598,0.002624541,1.237104E-4,0.02056018,0.03397417,5.490105E-4,4.029664E-4,0.003096121,0.02580763,4.07576E-4,9.650327E-6,5.544071E-5,1.987576E-4,6.375948E-5,1.873409E-5,4.805241E-5,10.49392,9.154695E-5,661489.5,661489.6
7.1E-4,15.83608,2936647.0,1396.94,1396.94,0.001449687,1.0,0.8818075,0.01670885,1.182284E-5,1.488535E-4,0.01312805,0.002640746,1.24516E-4,0.02067486,0.03395779,5.42808E-4,4.035766E-4,0.00311061,0.02570724,3.888523E-4,9.51348E-6,5.606974E-5,2.002732E-4,6.440787E-5,1.831076E-5,4.871975E-5,10.49355,9.154331E-5,661466.3,661466.3
7.2E-4,15.83669,2531554.0,1396.946,1396.946,0.001449687,1.0,0.8816843,0.01676131,1.16018E-5,1.489686E-4,0.0131892,0.002656767,1.253063E-4,0.02078805,0.03394082,5.368201E-4,4.041624E-4,0.003124865,0.02560813,3.71082E-4,9.381699E-6,5.669442E-5,2.017731E-4,6.50495E-5,1.790627E-5,4.938328E-5,10.49319,9.153978E-5,661443.4,661443.4
7.3E-4,15.83728,2141936.0,1396.951,1396.951,0.001449687,1.0,0.8815632,0.01681265,1.139069E-5,1.490806E-4,0.01324946,0.002672611,1.26082E-4,0.0208998,0.03392327,5.310406E-4,4.047251E-4,0.003138893,0.02551026,3.542173E-4,9.254788E-6,5.731492E-5,2.032581E-4,6.568457E-5,1.751978E-5,5.004313E-5,10.49283,9.153634E-5,661420.8,661420.9
7.4E-4,15.83786,1768123.0,1396.955,1396.955,0.001449687,1.0,0.8814441,0.01686291,1.118907E-5,1.491899E-4,0.01330886,0.002688284,1.268435E-4,0.02101016,0.03390519,5.254636E-4,4.052656E-4,0.003152704,0.02541359,3.382099E-4,9.132545E-6,5.793139E-5,2.047287E-4,6.631329E-5,1.715047E-5,5.069939E-5,10.49248,9.1533E-5,661398.6,661398.6
7.5E-4,15.83842,1409593.0,1396.958,1396.958,0.001449687,1.0,0.8813269,0.01691215,1.099652E-5,1.492966E-4,0.01336743,0.002703793,1.275912E-4,0.02111918,0.03388659,5.20083E-4,4.057851E-4,0.003166305,0.02531807,3.230167E-4,9.014786E-6,5.854398E-5,2.061854E-4,6.693588E-5,1.67976E-5,5.135218E-5,10.49213,9.152975E-5,661376.6,661376.7
7.6E-4,15.83897,1065608.0,1396.96,1396.96,0.001449687,1.0,0.8812117,0.0169604,1.081265E-5,1.49401E-4,0.01342521,0.002719143,1.283257E-4,0.02122692,0.03386751,5.14893E-4,4.062846E-4,0.003179703,0.02522367,3.085948E-4,8.901331E-6,5.915287E-5,2.076287E-4,6.755252E-5,1.646041E-5,5.200161E-5,10.49179,9.152659E-5,661355.0,661355.0
7.7E-4,15.8395,735368.0,1396.962,1396.962,0.001449687,1.0,0.8810982,0.01700772,1.063706E-5,1.495033E-4,0.01348221,0.002734341,1.290474E-4,0.02133341,0.03384797,5.098876E-4,4.06765E-4,0.003192905,0.02513035,2.949038E-4,8.792009E-6,5.975818E-5,2.090591E-4,6.816341E-5,1.61382E-5,5.264778E-5,10.49145,9.152351E-5,661333.6,661333.7
7.8E-4,15.84002,418696.8,1396.963,1396.963,0.001449687,1.0,0.8809864,0.01705415,1.046938E-5,1.496035E-4,0.01353848,0.00274939,1.297567E-4,0.02143871,0.033828,5.050612E-4,4.072272E-4,0.003205918,0.02503807,2.819057E-4,8.686649E-6,6.036007E-5,2.104772E-4,6.876873E-5,1.58303E-5,5.329079E-5,10.49111,9.152051E-5,661312.5,661312.5
7.9E-4,15.84053,116614.7,1396.964,1396.964,0.001449687,1.0,0.8808763,0.01709973,1.030925E-5,1.49702E-4,0.01359404,0.002764298,1.304539E-4,0.02154285,0.03380762,5.004079E-4,4.076721E-4,0.003218749,0.02494679,2.695644E-4,8.585079E-6,6.095869E-5,2.118833E-4,6.936868E-5,1.553605E-5,5.393077E-5,10.49078,9.151758E-5,661291.6,661291.7
8.0E-4,15.84102,-171191.4,1396.964,1396.964,0.001449687,1.0,0.8807678,0.01714449,1.015635E-5,1.497988E-4,0.01364891,0.002779068,1.311396E-4,0.02164588,0.03378685,4.959221E-4,4.081005E-4,0.003231404,0.0248565,2.57846E-4,8.48714E-6,6.155417E-5,2.13278E-4,6.996343E-5,1.525483E-5,5.456781E-5,10.49045,9.151473E-5,661271.0,661271.1
8.1E-4,15.8415,-447762.3,1396.963,1396.963,0.001449687,1.0,0.8806608,0.01718848,1.001035E-5,1.498942E-4,0.01370311,0.002793706,1.318141E-4,0.02174783,0.03376572,4.915985E-4,4.08513E-4,0.003243889,0.02476714,2.467185E-4,8.392705E-6,6.214664E-5,2.146617E-4,7.055315E-5,1.498605E-5,5.520202E-5,10.49013,9.151195E-5,661250.6,661250.7
8.2E-4,15.84197,-714142.5,1396.962,1396.962,0.001449687,1.0,0.8805552,0.01723172,9.870962E-6,1.499882E-4,0.01375668,0.002808216,1.324777E-4,0.02184875,0.03374423,4.874316E-4,4.089105E-4,0.00325621,0.0246787,2.361521E-4,8.301636E-6,6.273624E-5,2.160348E-4,7.113801E-5,1.472915E-5,5.58335E-5,10.48981,9.150924E-5,661230.5,661230.5
8.3E-4,15.84243,-968448.6,1396.96,1396.96,0.001449687,1.0,0.8804511,0.01727426,9.737881E-6,1.500809E-4,0.01380962,0.002822602,1.331308E-4,0.02194867,0.03372242,4.834163E-4,4.092935E-4,0.003268371,0.02459113,2.261178E-4,8.213782E-6,6.33231E-5,2.173977E-4,7.171817E-5,1.448357E-5,5.646236E-5,10.48949,9.150659E-5,661210.5,661210.6
8.4E-4,15.84288,-1208532.0,1396.958,1396.958,0.001449687,1.0,0.8803483,0.01731613,9.61082E-6,1.501726E-4,0.01386197,0.00283687,1.337737E-4,0.02204763,0.03370029,4.795476E-4,4.096626E-4,0.003280379,0.02450442,2.165885E-4,8.128996E-6,6.390734E-5,2.187508E-4,7.229379E-5,1.424879E-5,5.708869E-5,10.48918,9.150401E-5,661190.8,661190.8
8.5E-4,15.84332,-1435167.0,1396.955,1396.955,0.001449687,1.0,0.8802468,0.01735734,9.489515E-6,1.502633E-4,0.01391374,0.002851022,1.344067E-4,0.02214566,0.03367787,4.758207E-4,4.100185E-4,0.003292237,0.02441854,2.07539E-4,8.047155E-6,6.448909E-5,2.200946E-4,7.286501E-5,1.402432E-5,5.771259E-5,10.48887,9.150148E-5,661171.2,661171.3
