Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_C6H5CHCH3_Soln#1 (),Mole_fraction_FLUORENE_Soln#1 (),Mole_fraction_C14H10_Soln#1 (),Mole_fraction_C16H10_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_BIN1A_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.072,15.72053,92728.19,1000.761,1000.761,0.002029562,1.0,0.9092874,0.001062454,1.834324E-4,0.002492691,7.432933E-5,1.19734E-5,0.003420961,0.02785841,1.659897E-5,1.044317E-4,1.914507E-4,0.0393305,0.01579314,5.698374E-5,4.1881E-6,2.71364E-5,9.448973E-6,5.915454E-5,4.166207E-6,5.273258E-6,10.60189,1.291026E-4,668295.3,668295.3
0.073,15.72089,93093.17,1000.776,1000.776,0.002029562,1.0,0.9092337,0.001078279,1.869039E-4,0.002528959,7.541238E-5,1.231954E-5,0.00347254,0.02784913,1.66025E-5,1.060561E-4,1.942924E-4,0.03929011,0.01578236,5.692108E-5,4.25183E-6,2.754591E-5,9.591109E-6,5.940303E-5,4.232132E-6,5.370072E-6,10.6018,1.290996E-4,668289.9,668289.9
0.074,15.72124,93458.64,1000.79,1000.79,0.002029562,1.0,0.9091801,0.001094103,1.903944E-4,0.002565167,7.649374E-5,1.266988E-5,0.00352409,0.02783987,1.660583E-5,1.076788E-4,1.971311E-4,0.03924976,0.01577158,5.685842E-5,4.315508E-6,2.795518E-5,9.733148E-6,5.964212E-5,4.298111E-6,5.467182E-6,10.60172,1.290967E-4,668284.5,668284.5
0.075,15.7216,93825.19,1000.805,1000.805,0.002029562,1.0,0.9091264,0.001109926,1.939039E-4,0.002601315,7.757341E-5,1.302439E-5,0.003575609,0.02783063,1.660896E-5,1.092997E-4,1.999669E-4,0.03920945,0.01576081,5.679577E-5,4.379134E-6,2.836423E-5,9.875089E-6,5.987211E-5,4.364144E-6,5.564584E-6,10.60163,1.290937E-4,668279.2,668279.2
0.076,15.72196,94187.9,1000.82,1000.82,0.002029562,1.0,0.9090728,0.001125748,1.974323E-4,0.002637405,7.865139E-5,1.338305E-5,0.003627099,0.0278214,1.66119E-5,1.109188E-4,2.027998E-4,0.03916918,0.01575003,5.673314E-5,4.442707E-6,2.877305E-5,1.001693E-5,6.009328E-5,4.43023E-6,5.662276E-6,10.60155,1.290908E-4,668273.8,668273.8
0.077,15.72232,94548.19,1000.835,1000.835,0.002029562,1.0,0.9090192,0.001141568,2.009795E-4,0.002673436,7.97277E-5,1.374583E-5,0.003678558,0.02781218,1.661466E-5,1.125361E-4,2.056297E-4,0.03912895,0.01573925,5.667053E-5,4.506228E-6,2.918163E-5,1.015868E-5,6.030592E-5,4.49637E-6,5.760253E-6,10.60146,1.290878E-4,668268.5,668268.5
0.078,15.72268,94906.61,1000.85,1000.85,0.002029562,1.0,0.9089657,0.001157387,2.045457E-4,0.002709408,8.080233E-5,1.41127E-5,0.003729988,0.02780298,1.661725E-5,1.141514E-4,2.084568E-4,0.03908876,0.01572847,5.660794E-5,4.569697E-6,2.958998E-5,1.030033E-5,6.051032E-5,4.562562E-6,5.858513E-6,10.60138,1.290849E-4,668263.1,668263.1
0.079,15.72304,95264.45,1000.865,1000.865,0.002029562,1.0,0.9089121,0.001173205,2.081306E-4,0.002745321,8.187528E-5,1.448362E-5,0.003781388,0.02779379,1.661966E-5,1.157647E-4,2.112809E-4,0.03904861,0.0157177,5.654537E-5,4.633113E-6,2.999809E-5,1.044188E-5,6.070672E-5,4.628808E-6,5.957051E-6,10.60129,1.290819E-4,668257.8,668257.8
0.08,15.7234,95621.36,1000.88,1000.88,0.002029562,1.0,0.9088586,0.001189022,2.117344E-4,0.002781176,8.294657E-5,1.485858E-5,0.003832758,0.02778462,1.662191E-5,1.173761E-4,2.141021E-4,0.0390085,0.01570692,5.648282E-5,4.696476E-6,3.040596E-5,1.058334E-5,6.089542E-5,4.695106E-6,6.055864E-6,10.60121,1.29079E-4,668252.5,668252.5
0.081,15.72376,95976.06,1000.895,1000.895,0.002029562,1.0,0.9088052,0.001204838,2.153569E-4,0.002816972,8.401619E-5,1.523754E-5,0.003884098,0.02777546,1.6624E-5,1.189853E-4,2.169204E-4,0.03896842,0.01569614,5.64203E-5,4.759786E-6,3.081358E-5,1.07247E-5,6.107662E-5,4.761458E-6,6.154949E-6,10.60113,1.29076E-4,668247.3,668247.3
0.082,15.72413,96328.5,1000.91,1000.91,0.002029562,1.0,0.9087517,0.001220652,2.189982E-4,0.00285271,8.508414E-5,1.562048E-5,0.003935409,0.02776631,1.662594E-5,1.205925E-4,2.197358E-4,0.03892839,0.01568537,5.635781E-5,4.823044E-6,3.122096E-5,1.086596E-5,6.125059E-5,4.827862E-6,6.254303E-6,10.60104,1.29073E-4,668242.0,668242.0
0.083,15.72449,96679.09,1000.925,1000.925,0.002029562,1.0,0.9086983,0.001236466,2.226581E-4,0.00288839,8.615044E-5,1.600737E-5,0.00398669,0.02775717,1.662773E-5,1.221976E-4,2.225484E-4,0.0388884,0.01567459,5.629534E-5,4.886248E-6,3.162809E-5,1.100712E-5,6.141757E-5,4.894319E-6,6.353922E-6,10.60096,1.290701E-4,668236.7,668236.7
0.084,15.72485,97030.42,1000.94,1000.94,0.002029562,1.0,0.9086449,0.001252278,2.263367E-4,0.002924011,8.721509E-5,1.639818E-5,0.004037942,0.02774805,1.662938E-5,1.238004E-4,2.25358E-4,0.03884844,0.01566381,5.623291E-5,4.949399E-6,3.203498E-5,1.114819E-5,6.157774E-5,4.960828E-6,6.453803E-6,10.60088,1.290671E-4,668231.5,668231.5
0.085,15.72521,97382.25,1000.956,1000.956,0.002029562,1.0,0.9085915,0.001268089,2.300339E-4,0.002959575,8.827808E-5,1.679288E-5,0.004089164,0.02773894,1.663089E-5,1.254011E-4,2.281648E-4,0.03880853,0.01565304,5.61705E-5,5.012496E-6,3.244161E-5,1.128916E-5,6.173137E-5,5.02739E-6,6.553943E-6,10.60079,1.290641E-4,668226.3,668226.3
0.086,15.72558,97731.86,1000.971,1000.971,0.002029562,1.0,0.9085382,0.0012839,2.337497E-4,0.002995081,8.933943E-5,1.719146E-5,0.004140357,0.02772983,1.663227E-5,1.269995E-4,2.309687E-4,0.03876865,0.01564226,5.610813E-5,5.075541E-6,3.284799E-5,1.143003E-5,6.187865E-5,5.094004E-6,6.654338E-6,10.60071,1.290611E-4,668221.1,668221.1
0.087,15.72594,98076.68,1000.986,1000.986,0.002029562,1.0,0.9084849,0.001299709,2.37484E-4,0.00303053,9.039914E-5,1.759387E-5,0.004191521,0.02772074,1.663352E-5,1.285957E-4,2.337697E-4,0.03872881,0.01563149,5.60458E-5,5.138532E-6,3.325412E-5,1.157081E-5,6.201976E-5,5.160671E-6,6.754986E-6,10.60063,1.290581E-4,668215.9,668215.9
0.088,15.72631,98416.82,1001.002,1001.002,0.002029562,1.0,0.9084316,0.001315517,2.412369E-4,0.003065921,9.14572E-5,1.800009E-5,0.004242655,0.02771166,1.663464E-5,1.301895E-4,2.365678E-4,0.03868902,0.01562071,5.598349E-5,5.201469E-6,3.365999E-5,1.171149E-5,6.215495E-5,5.227389E-6,6.855884E-6,10.60055,1.290551E-4,668210.7,668210.7
0.089,15.72667,98762.94,1001.018,1001.018,0.002029562,1.0,0.9083783,0.001331324,2.450082E-4,0.003101255,9.251364E-5,1.841006E-5,0.00429376,0.02770259,1.663566E-5,1.31781E-4,2.393631E-4,0.03864926,0.01560993,5.592123E-5,5.264353E-6,3.406561E-5,1.185208E-5,6.228467E-5,5.29416E-6,6.957023E-6,10.60046,1.290521E-4,668205.5,668205.5
0.09,15.72704,99110.45,1001.033,1001.033,0.002029562,1.0,0.9083251,0.00134713,2.48798E-4,0.003136532,9.356845E-5,1.882381E-5,0.004344836,0.02769353,1.663656E-5,1.333701E-4,2.421556E-4,0.03860954,0.01559916,5.5859E-5,5.327184E-6,3.447096E-5,1.199256E-5,6.240869E-5,5.360983E-6,7.058407E-6,10.60038,1.290491E-4,668200.4,668200.4
0.091,15.72741,99455.44,1001.049,1001.049,0.002029562,1.0,0.9082719,0.001362936,2.526063E-4,0.003171751,9.462164E-5,1.924128E-5,0.004395883,0.02768448,1.663734E-5,1.349567E-4,2.449451E-4,0.03856985,0.01558838,5.579681E-5,5.389961E-6,3.487606E-5,1.213295E-5,6.252736E-5,5.427858E-6,7.16003E-6,10.6003,1.290461E-4,668195.3,668195.3
0.092,15.72777,99796.41,1001.064,1001.064,0.002029562,1.0,0.9082187,0.00137874,2.564329E-4,0.003206914,9.56732E-5,1.966247E-5,0.004446901,0.02767543,1.663802E-5,1.36541E-4,2.477319E-4,0.03853021,0.01557761,5.573465E-5,5.452684E-6,3.52809E-5,1.227325E-5,6.264081E-5,5.494785E-6,7.261891E-6,10.60022,1.290431E-4,668190.1,668190.1
0.093,15.72814,100136.2,1001.08,1001.08,0.002029562,1.0,0.9081655,0.001394544,2.602778E-4,0.00324202,9.672314E-5,2.008733E-5,0.004497889,0.0276664,1.66386E-5,1.381228E-4,2.505158E-4,0.0384906,0.01556683,5.567254E-5,5.515354E-6,3.568548E-5,1.241345E-5,6.274916E-5,5.561763E-6,7.363987E-6,10.60014,1.290401E-4,668185.0,668185.0
0.094,15.72851,100476.2,1001.096,1001.096,0.002029562,1.0,0.9081124,0.001410346,2.641411E-4,0.00327707,9.777147E-5,2.051585E-5,0.00454885,0.02765737,1.663908E-5,1.397021E-4,2.532969E-4,0.03845104,0.01555606,5.561047E-5,5.57797E-6,3.608979E-5,1.255355E-5,6.285267E-5,5.628794E-6,7.466313E-6,10.60006,1.29037E-4,668180.0,668180.0
0.095,15.72888,100815.1,1001.112,1001.112,0.002029562,1.0,0.9080593,0.001426148,2.680227E-4,0.003312062,9.881818E-5,2.094801E-5,0.004599781,0.02764836,1.663945E-5,1.41279E-4,2.560751E-4,0.03841151,0.01554528,5.554844E-5,5.640533E-6,3.649384E-5,1.269356E-5,6.295135E-5,5.695876E-6,7.568869E-6,10.59998,1.29034E-4,668174.9,668174.9
0.096,15.72925,101152.1,1001.128,1001.128,0.002029562,1.0,0.9080062,0.001441949,2.719226E-4,0.003346999,9.986329E-5,2.138376E-5,0.004650683,0.02763935,1.663974E-5,1.428533E-4,2.588505E-4,0.03837202,0.01553451,5.548645E-5,5.703042E-6,3.689763E-5,1.283347E-5,6.30455E-5,5.76301E-6,7.67165E-6,10.5999,1.29031E-4,668169.8,668169.8
0.097,15.72962,101487.8,1001.144,1001.144,0.002029562,1.0,0.9079532,0.001457749,2.758407E-4,0.003381879,1.009068E-4,2.182311E-5,0.004701557,0.02763035,1.663993E-5,1.444251E-4,2.616231E-4,0.03833257,0.01552373,5.54245E-5,5.765497E-6,3.730115E-5,1.297328E-5,6.313509E-5,5.830195E-6,7.774657E-6,10.59982,1.29028E-4,668164.8,668164.8
0.098,15.72999,101823.6,1001.16,1001.16,0.002029562,1.0,0.9079002,0.001473548,2.79777E-4,0.003416703,1.019487E-4,2.2266E-5,0.004752402,0.02762136,1.664005E-5,1.459943E-4,2.643929E-4,0.03829316,0.01551296,5.536259E-5,5.827899E-6,3.770441E-5,1.3113E-5,6.322052E-5,5.897432E-6,7.87788E-6,10.59974,1.290249E-4,668159.7,668159.7
0.099,15.73036,102158.7,1001.176,1001.176,0.002029562,1.0,0.9078472,0.001489347,2.837315E-4,0.003451471,1.02989E-4,2.271244E-5,0.004803219,0.02761237,1.664007E-5,1.475609E-4,2.671599E-4,0.03825378,0.01550219,5.530073E-5,5.890247E-6,3.81074E-5,1.325263E-5,6.330164E-5,5.964721E-6,7.981324E-6,10.59966,1.290219E-4,668154.7,668154.7
0.1,15.73073,102493.2,1001.192,1001.192,0.002029562,1.0,0.9077942,0.001505145,2.877041E-4,0.003486183,1.040277E-4,2.316239E-5,0.004854007,0.02760339,1.664002E-5,1.491249E-4,2.69924E-4,0.03821445,0.01549141,5.523891E-5,5.952542E-6,3.851012E-5,1.339216E-5,6.337869E-5,6.032061E-6,8.084984E-6,10.59958,1.290188E-4,668149.7,668149.7
