Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H3_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_C6H5CHCH3_Soln#2 (),Mole_fraction_C6H5CH2C6H5_Soln#2 (),Mole_fraction_C14H10_Soln#2 (),Mole_fraction_C16H10_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_C6H5C2H4_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
7.6E-4,15.69926,-289108.1,1049.954,1049.954,0.001932916,1.0,0.912808,2.354284E-5,2.750914E-7,9.180281E-7,2.127886E-5,4.503172E-8,8.947673E-7,2.789564E-5,0.02851298,1.521266E-5,7.012422E-7,1.957394E-6,0.04206774,0.01649903,1.830428E-5,5.153192E-8,2.31857E-7,4.353195E-8,6.258281E-7,6.690588E-8,10.60761,1.231202E-4,668656.0,668656.0
7.7E-4,15.69926,-287586.7,1049.954,1049.954,0.001932916,1.0,0.9128072,2.391369E-5,2.761729E-7,9.390325E-7,2.17745E-5,4.552402E-8,9.151012E-7,2.854498E-5,0.02851289,1.535645E-5,7.176118E-7,2.002304E-6,0.04206701,0.01649865,1.855777E-5,5.270685E-8,2.373288E-7,4.453392E-8,6.463554E-7,6.763933E-8,10.60761,1.231202E-4,668655.9,668655.9
7.8E-4,15.69925,-286078.3,1049.953,1049.953,0.001932916,1.0,0.9128063,2.428599E-5,2.772514E-7,9.602587E-7,2.227551E-5,4.601502E-8,9.35648E-7,2.920135E-5,0.0285128,1.549916E-5,7.341598E-7,2.047689E-6,0.04206627,0.01649827,1.881088E-5,5.389329E-8,2.428547E-7,4.554662E-8,6.67246E-7,6.837091E-8,10.60761,1.231202E-4,668655.8,668655.8
7.9E-4,15.69925,-284582.7,1049.953,1049.953,0.001932916,1.0,0.9128055,2.465974E-5,2.783268E-7,9.817064E-7,2.278186E-5,4.650471E-8,9.564071E-7,2.986472E-5,0.02851271,1.564081E-5,7.508859E-7,2.093549E-6,0.04206553,0.01649789,1.906361E-5,5.509119E-8,2.484346E-7,4.657001E-8,6.885E-7,6.91006E-8,10.60761,1.231203E-4,668655.7,668655.7
8.0E-4,15.69924,-283099.7,1049.952,1049.952,0.001932916,1.0,0.9128046,2.503493E-5,2.793992E-7,1.003375E-6,2.329354E-5,4.699306E-8,9.773779E-7,3.053508E-5,0.02851262,1.57814E-5,7.677896E-7,2.139883E-6,0.04206479,0.01649751,1.931592E-5,5.630046E-8,2.540682E-7,4.760409E-8,7.101177E-7,6.982836E-8,10.6076,1.231203E-4,668655.6,668655.6
8.1E-4,15.69924,-281629.2,1049.952,1049.952,0.001932916,1.0,0.9128037,2.541156E-5,2.804684E-7,1.025264E-6,2.381054E-5,4.748006E-8,9.9856E-7,3.121241E-5,0.02851252,1.592095E-5,7.848704E-7,2.186688E-6,0.04206404,0.01649713,1.95678E-5,5.752104E-8,2.597551E-7,4.864881E-8,7.320989E-7,7.055416E-8,10.6076,1.231204E-4,668655.5,668655.5
8.2E-4,15.69923,-280170.9,1049.951,1049.951,0.001932916,1.0,0.9128028,2.578963E-5,2.815346E-7,1.047372E-6,2.433284E-5,4.796569E-8,1.019953E-6,3.189668E-5,0.02851243,1.605947E-5,8.02128E-7,2.233964E-6,0.04206328,0.01649674,1.981925E-5,5.875285E-8,2.654951E-7,4.970415E-8,7.544439E-7,7.127795E-8,10.6076,1.231204E-4,668655.4,668655.4
8.3E-4,15.69923,-278724.4,1049.951,1049.951,0.001932916,1.0,0.9128019,2.616912E-5,2.825976E-7,1.0697E-6,2.486042E-5,4.844994E-8,1.041555E-6,3.258789E-5,0.02851233,1.619697E-5,8.195618E-7,2.281709E-6,0.04206252,0.01649636,2.007025E-5,5.999582E-8,2.712879E-7,5.077009E-8,7.771524E-7,7.199978E-8,10.6076,1.231204E-4,668655.3,668655.3
8.4E-4,15.69922,-277289.8,1049.95,1049.95,0.001932916,1.0,0.912801,2.655005E-5,2.836574E-7,1.092246E-6,2.539328E-5,4.893279E-8,1.063367E-6,3.328601E-5,0.02851223,1.633345E-5,8.371714E-7,2.329922E-6,0.04206176,0.01649597,2.032077E-5,6.124986E-8,2.771332E-7,5.184659E-8,8.002244E-7,7.271958E-8,10.6076,1.231205E-4,668655.2,668655.2
8.5E-4,15.69922,-275866.6,1049.95,1049.95,0.001932916,1.0,0.9128001,2.693239E-5,2.847139E-7,1.11501E-6,2.593139E-5,4.941422E-8,1.085388E-6,3.399102E-5,0.02851213,1.646893E-5,8.549564E-7,2.378602E-6,0.04206099,0.01649559,2.057082E-5,6.251491E-8,2.830307E-7,5.293363E-8,8.236599E-7,7.343733E-8,10.6076,1.231205E-4,668655.1,668655.1
8.6E-4,15.69921,-274454.9,1049.949,1049.949,0.001932916,1.0,0.9127992,2.731616E-5,2.857673E-7,1.137991E-6,2.647474E-5,4.989422E-8,1.107617E-6,3.470289E-5,0.02851203,1.660343E-5,8.729163E-7,2.427747E-6,0.04206022,0.0164952,2.082038E-5,6.379089E-8,2.889802E-7,5.403118E-8,8.474587E-7,7.4153E-8,10.6076,1.231205E-4,668655.0,668655.0
8.7E-4,15.69921,-273054.3,1049.949,1049.949,0.001932916,1.0,0.9127983,2.770133E-5,2.868173E-7,1.161189E-6,2.702331E-5,5.037276E-8,1.130053E-6,3.542162E-5,0.02851193,1.673694E-5,8.910507E-7,2.477355E-6,0.04205944,0.01649481,2.106943E-5,6.507773E-8,2.949813E-7,5.51392E-8,8.716205E-7,7.486657E-8,10.60759,1.231206E-4,668654.9,668654.9
8.8E-4,15.69921,-271664.7,1049.949,1049.949,0.001932916,1.0,0.9127974,2.808792E-5,2.878641E-7,1.184603E-6,2.75771E-5,5.084985E-8,1.152697E-6,3.614717E-5,0.02851183,1.686947E-5,9.09359E-7,2.527426E-6,0.04205866,0.01649442,2.131796E-5,6.637533E-8,3.010338E-7,5.625768E-8,8.961452E-7,7.5578E-8,10.60759,1.231206E-4,668654.8,668654.8
8.9E-4,15.6992,-270285.8,1049.948,1049.948,0.001932916,1.0,0.9127965,2.847591E-5,2.889075E-7,1.208233E-6,2.813607E-5,5.132546E-8,1.175546E-6,3.687954E-5,0.02851172,1.700105E-5,9.278409E-7,2.577958E-6,0.04205787,0.01649403,2.156596E-5,6.768364E-8,3.071375E-7,5.738658E-8,9.210326E-7,7.628729E-8,10.60759,1.231206E-4,668654.7,668654.7
9.0E-4,15.6992,-268917.6,1049.948,1049.948,0.001932916,1.0,0.9127955,2.88653E-5,2.899475E-7,1.232078E-6,2.870022E-5,5.179958E-8,1.198601E-6,3.761869E-5,0.02851162,1.713167E-5,9.464958E-7,2.628949E-6,0.04205708,0.01649363,2.181342E-5,6.900257E-8,3.132919E-7,5.852586E-8,9.462821E-7,7.699441E-8,10.60759,1.231207E-4,668654.6,668654.6
9.1E-4,15.69919,-267559.9,1049.947,1049.947,0.001932916,1.0,0.9127946,2.925608E-5,2.909842E-7,1.256137E-6,2.926953E-5,5.227219E-8,1.221862E-6,3.83646E-5,0.02851151,1.726135E-5,9.653232E-7,2.680398E-6,0.04205628,0.01649324,2.206032E-5,7.033204E-8,3.194969E-7,5.967551E-8,9.718935E-7,7.769935E-8,10.60759,1.231207E-4,668654.5,668654.5
9.2E-4,15.69919,-266212.4,1049.947,1049.947,0.001932916,1.0,0.9127936,2.964826E-5,2.920174E-7,1.28041E-6,2.984398E-5,5.274329E-8,1.245326E-6,3.911726E-5,0.0285114,1.739009E-5,9.843227E-7,2.732304E-6,0.04205548,0.01649284,2.230666E-5,7.167197E-8,3.257521E-7,6.083549E-8,9.978665E-7,7.840209E-8,10.60759,1.231207E-4,668654.4,668654.4
9.3E-4,15.69919,-264875.0,1049.946,1049.946,0.001932916,1.0,0.9127927,3.004182E-5,2.930471E-7,1.304896E-6,3.042356E-5,5.321285E-8,1.268994E-6,3.987664E-5,0.02851129,1.75179E-5,1.003494E-6,2.784665E-6,0.04205467,0.01649244,2.255242E-5,7.302228E-8,3.320574E-7,6.200576E-8,1.0242E-6,7.910261E-8,10.60758,1.231208E-4,668654.3,668654.3
9.4E-4,15.69918,-263547.6,1049.946,1049.946,0.001932916,1.0,0.9127917,3.043676E-5,2.940734E-7,1.329594E-6,3.100824E-5,5.368088E-8,1.292866E-6,4.064272E-5,0.02851118,1.76448E-5,1.022836E-6,2.837479E-6,0.04205386,0.01649204,2.279759E-5,7.438289E-8,3.384124E-7,6.31863E-8,1.050895E-6,7.980089E-8,10.60758,1.231208E-4,668654.2,668654.2
9.5E-4,15.69918,-262229.9,1049.945,1049.945,0.001932916,1.0,0.9127908,3.083309E-5,2.950963E-7,1.354504E-6,3.159802E-5,5.414735E-8,1.316939E-6,4.141549E-5,0.02851107,1.777079E-5,1.042349E-6,2.890746E-6,0.04205305,0.01649164,2.304217E-5,7.575373E-8,3.448168E-7,6.437708E-8,1.07795E-6,8.049692E-8,10.60758,1.231208E-4,668654.1,668654.1
9.6E-4,15.69917,-260921.8,1049.945,1049.945,0.001932916,1.0,0.9127898,3.123078E-5,2.961156E-7,1.379625E-6,3.219287E-5,5.461226E-8,1.341215E-6,4.21949E-5,0.02851096,1.789587E-5,1.062031E-6,2.944463E-6,0.04205223,0.01649124,2.328614E-5,7.713471E-8,3.512704E-7,6.557806E-8,1.105364E-6,8.11907E-8,10.60758,1.231208E-4,668654.0,668654.0
9.7E-4,15.69917,-259623.1,1049.945,1049.945,0.001932916,1.0,0.9127888,3.162984E-5,2.971313E-7,1.404957E-6,3.279278E-5,5.507559E-8,1.365691E-6,4.298095E-5,0.02851084,1.802007E-5,1.081884E-6,2.998629E-6,0.04205141,0.01649084,2.352949E-5,7.852576E-8,3.57773E-7,6.678922E-8,1.133138E-6,8.188218E-8,10.60758,1.231209E-4,668653.9,668653.9
9.8E-4,15.69917,-258333.8,1049.944,1049.944,0.001932916,1.0,0.9127878,3.203026E-5,2.981435E-7,1.430498E-6,3.339773E-5,5.553733E-8,1.390368E-6,4.377362E-5,0.02851072,1.814338E-5,1.101905E-6,3.053243E-6,0.04205058,0.01649044,2.377221E-5,7.992678E-8,3.643242E-7,6.801051E-8,1.16127E-6,8.257135E-8,10.60757,1.231209E-4,668653.8,668653.8
9.9E-4,15.69916,-257053.7,1049.944,1049.944,0.001932916,1.0,0.9127868,3.243204E-5,2.991522E-7,1.456249E-6,3.400771E-5,5.599748E-8,1.415244E-6,4.457287E-5,0.02851061,1.826581E-5,1.122095E-6,3.108302E-6,0.04204975,0.01649003,2.401429E-5,8.13377E-8,3.709238E-7,6.924191E-8,1.18976E-6,8.32582E-8,10.60757,1.231209E-4,668653.6,668653.6
0.001,15.69916,-255782.5,1049.943,1049.943,0.001932916,1.0,0.9127858,3.283517E-5,3.001572E-7,1.482208E-6,3.462269E-5,5.645602E-8,1.440319E-6,4.537869E-5,0.02851049,1.838738E-5,1.142453E-6,3.163806E-6,0.04204891,0.01648963,2.425573E-5,8.275844E-8,3.775715E-7,7.048339E-8,1.218607E-6,8.394272E-8,10.60757,1.23121E-4,668653.5,668653.5
