Time_Soln#24 (sec),Volume_Soln#24 (cm3),Volumetric_heat_production_rate_Soln#24 (erg/cm3-sec),Surface_temperature_Soln#24 (K),Temperature_Soln#24 (K),Mass_Soln#24 (g),Pressure_Soln#24 (atm),Mole_fraction_H2_Soln#24 (),Mole_fraction_H_Soln#24 (),Mole_fraction_CH4_Soln#24 (),Mole_fraction_CH3_Soln#24 (),Mole_fraction_C2H4_Soln#24 (),Mole_fraction_C2H2_Soln#24 (),Mole_fraction_C3H4-P_Soln#24 (),Mole_fraction_C3H3_Soln#24 (),Mole_fraction_C4H4_Soln#24 (),Mole_fraction_C4H2_Soln#24 (),Mole_fraction_C6H6_Soln#24 (),Mole_fraction_C10H8_Soln#24 (),Mole_fraction_C7H8_Soln#24 (),Mole_fraction_C7H7_Soln#24 (),Mole_fraction_BENZYNE_Soln#24 (),Mole_fraction_C6H5C2H_Soln#24 (),Mole_fraction_C6H5C2H3_Soln#24 (),Mole_fraction_C6H5C2H5_Soln#24 (),Mole_fraction_C14H10_Soln#24 (),Mole_fraction_BIN1B_Soln#24 (),Molecular_weight_Soln#24 (g/mole),Mass_density_Soln#24 (g/cm3),Unburned_hydrocarbons_Soln#24 (ppm),Volatile_organic_compounds_Soln#24 (ppm)
6.488405E-8,15.59454,-1.311258E12,2122.368,2122.368,9.439822E-4,1.0,0.9083131,0.001023196,4.400524E-4,0.003309224,9.880554E-5,1.433668E-4,3.657273E-6,4.144009E-5,3.578742E-5,2.145883E-5,1.463975E-4,7.446232E-9,0.02786174,0.003742041,1.162695E-4,2.804392E-4,0.04264924,0.01146988,4.248544E-7,9.844882E-13,10.54217,6.053287E-5,664531.0,664531.0
6.937437E-8,15.58816,-1.289361E12,2120.72,2120.72,9.439822E-4,1.0,0.9080263,0.001094512,4.947188E-4,0.003464918,1.13046E-4,1.584784E-4,4.217084E-6,4.671414E-5,4.006307E-5,2.516373E-5,1.650362E-4,9.699132E-9,0.02780607,0.003936958,1.3061E-4,3.051967E-4,0.04265538,0.01120065,4.918826E-7,1.317565E-12,10.53829,6.055764E-5,664286.6,664286.6
7.291293E-8,15.58321,-1.272642E12,2119.44,2119.44,9.439822E-4,1.0,0.9078024,0.001150188,5.393777E-4,0.003582634,1.249021E-4,1.709168E-4,4.685384E-6,5.105022E-5,4.353703E-5,2.831325E-5,1.80579E-4,1.181541E-8,0.02776132,0.004086111,1.423047E-4,3.250643E-4,0.04265778,0.01099422,5.485181E-7,1.639176E-12,10.53528,6.057689E-5,664096.9,664096.9
7.576819E-8,15.57925,-1.259478E12,2118.42,2118.42,9.439822E-4,1.0,0.9076232,0.00119475,5.763813E-4,0.003674545,1.348696E-4,1.812973E-4,5.080388E-6,5.466242E-5,4.640322E-5,3.100291E-5,1.936728E-4,1.37659E-8,0.02772466,0.0042037,1.519803E-4,3.413229E-4,0.04265818,0.01083123,5.966854E-7,1.942198E-12,10.53289,6.059227E-5,663945.7,663945.7
8.123649E-8,15.57179,-1.235034E12,2116.496,2116.496,9.439822E-4,1.0,0.9072832,0.001279124,6.495417E-4,0.003843238,1.5494E-4,2.020435E-4,5.878706E-6,6.185778E-5,5.203898E-5,3.652452E-5,2.201342E-4,1.817619E-8,0.0276531,0.004422273,1.710709E-4,3.730201E-4,0.04265522,0.01052765,6.951258E-7,2.647967E-12,10.52836,6.06213E-5,663660.4,663660.4
1.074361E-7,15.53791,-1.129878E12,2107.771,2107.771,9.439822E-4,1.0,0.9057109,0.001662899,0.001036118,0.004533123,2.679209E-4,3.174248E-4,1.041438E-5,1.011526E-4,8.12195E-5,6.967486E-5,3.722672E-4,5.559867E-8,0.02728747,0.005360441,2.710187E-4,5.345556E-4,0.04257793,0.009215169,1.280455E-6,9.426288E-12,10.50782,6.075347E-5,662365.6,662365.6
1.549343E-7,15.48348,-9.754425E11,2093.735,2093.735,9.439822E-4,1.0,0.9030685,0.00225645,0.001844953,0.005401522,5.32821E-4,5.924381E-4,2.112274E-5,1.909513E-4,1.39675E-4,1.560875E-4,7.518519E-4,2.366207E-7,0.02654794,0.00669054,4.744404E-4,8.617394E-4,0.04221509,0.007321621,2.809562E-6,5.207799E-11,10.47454,6.096705E-5,660267.8,660267.8
1.966661E-7,15.442,-8.648507E11,2082.958,2082.958,9.439822E-4,1.0,0.9009339,0.002662478,0.002621418,0.005886536,8.127795E-4,8.963825E-4,3.246201E-5,2.869825E-4,1.931291E-4,2.553288E-4,0.001183762,5.930906E-7,0.025847,0.00756369,6.613999E-4,0.001174557,0.04171863,0.006044359,4.601793E-6,1.59826E-10,10.44862,6.113084E-5,658634.1,658634.1
2.007315E-7,15.43824,-8.550133E11,2081.976,2081.976,9.439822E-4,1.0,0.9007342,0.00269646,0.002698941,0.00592355,8.41791E-4,9.286792E-4,3.36398E-5,2.970763E-4,1.983395E-4,2.659493E-4,0.001230095,6.40938E-7,0.02577728,0.007636872,6.795778E-4,0.001205857,0.04166345,0.005935296,4.796107E-6,1.758882E-10,10.44624,6.114573E-5,658483.9,658483.9
2.090233E-7,15.43072,-8.354E11,2080.008,2080.008,9.439822E-4,1.0,0.9003315,0.002762827,0.00285776,0.005994249,9.017467E-4,9.958915E-4,3.607669E-5,3.180307E-4,2.089457E-4,2.880717E-4,0.001326722,7.468487E-7,0.02563463,0.007780274,7.165272E-4,0.001270025,0.04154772,0.005720357,5.202404E-6,2.125246E-10,10.44145,6.117553E-5,658182.1,658182.1
2.185833E-7,15.42228,-8.134998E11,2077.796,2077.796,9.439822E-4,1.0,0.8998741,0.002834619,0.003041836,0.006068363,9.720517E-4,0.001075484,3.893988E-5,3.427636E-4,2.211278E-4,3.142917E-4,0.001441458,8.833035E-7,0.02546957,0.007936392,7.588616E-4,0.001344468,0.04140939,0.005484303,5.686587E-6,2.616989E-10,10.43605,6.120899E-5,657841.5,657841.5
2.208952E-7,15.42028,-8.083147E11,2077.269,2077.269,9.439822E-4,1.0,0.8997646,0.002851226,0.003086482,0.006085147,9.892301E-4,0.001095061,3.964057E-5,3.488339E-4,2.240645E-4,3.207428E-4,0.001469724,9.187452E-7,0.02542959,0.007972701,7.690477E-4,0.001362534,0.04137519,0.005429054,5.806152E-6,2.748103E-10,10.43476,6.121694E-5,657760.3,657760.3
2.289726E-7,15.41339,-7.90522E11,2075.457,2075.457,9.439822E-4,1.0,0.8993854,0.002907051,0.003242791,0.006140564,0.001049734,0.001164396,4.211228E-5,3.702964E-4,2.342934E-4,3.435947E-4,0.00156997,1.050192E-6,0.02528977,0.008095397,8.044602E-4,0.001425812,0.04125361,0.005241286,6.231032E-6,3.245433E-10,10.43031,6.124429E-5,657480.1,657480.1
2.323394E-7,15.41057,-7.832513E11,2074.714,2074.714,9.439822E-4,1.0,0.8992289,0.002929318,0.003308069,0.006162227,0.001075163,0.001193718,4.315307E-5,3.793555E-4,2.38541E-4,3.532588E-4,0.00161242,1.108598E-6,0.02523145,0.008144661,8.191324E-4,0.00145225,0.041202,0.00516539,6.411345E-6,3.471742E-10,10.42849,6.125549E-5,657364.8,657364.8
2.383798E-7,15.40559,-7.704169E11,2073.397,2073.397,9.439822E-4,1.0,0.8989502,0.002967812,0.003425336,0.006199056,0.001121074,0.001246925,4.503536E-5,3.957686E-4,2.461354E-4,3.707941E-4,0.001689529,1.218943E-6,0.02512683,0.008230346,8.453129E-4,0.001499759,0.04110811,0.005032616,6.739466E-6,3.907731E-10,10.42524,6.127532E-5,657160.3,657160.3
2.402944E-7,15.40402,-7.664033E11,2072.984,2072.984,9.439822E-4,1.0,0.8988625,0.002979636,0.003462536,0.006210209,0.001135697,0.001263943,4.563579E-5,4.010116E-4,2.485353E-4,3.764019E-4,0.001714212,1.255409E-6,0.02509367,0.008256808,8.535713E-4,0.001514834,0.04107803,0.004991406,6.844653E-6,4.054096E-10,10.42422,6.128153E-5,657096.0,657096.0
2.509213E-7,15.39553,-7.445945E11,2070.732,2070.732,9.439822E-4,1.0,0.8983805,0.003042002,0.003669229,0.006267727,0.001217441,0.001359712,4.900135E-5,4.304558E-4,2.617873E-4,4.079503E-4,0.001853273,1.471519E-6,0.02490977,0.008397714,8.990345E-4,0.001598618,0.04090831,0.004770118,7.438682E-6,4.943512E-10,10.41865,6.131536E-5,656744.6,656744.7
2.525195E-7,15.39427,-7.413813E11,2070.399,2070.399,9.439822E-4,1.0,0.8983087,0.003050919,0.003700334,0.006275766,0.001229812,0.001374297,4.951207E-5,4.349312E-4,2.637698E-4,4.127531E-4,0.001874473,1.506045E-6,0.02488214,0.008418063,9.058147E-4,0.001611229,0.04088241,0.004737886,7.529445E-6,5.088873E-10,10.41782,6.132036E-5,656692.5,656692.5
2.55596E-7,15.39187,-7.35244E11,2069.762,2069.762,9.439822E-4,1.0,0.8981711,0.00306775,0.00376022,0.006290807,0.001253678,0.001402503,5.04985E-5,4.435797E-4,2.675781E-4,4.220397E-4,0.001915486,1.574046E-6,0.02482899,0.00845663,9.188224E-4,0.001635511,0.04083229,0.004676589,7.705191E-6,5.377682E-10,10.41624,6.132991E-5,656592.8,656592.8
2.571982E-7,15.39063,-7.320712E11,2069.433,2069.433,9.439822E-4,1.0,0.8980997,0.003076342,0.003791408,0.006298416,0.001266133,0.001417258,5.101387E-5,4.481003E-4,2.69557E-4,4.268967E-4,0.001936948,1.610266E-6,0.02480133,0.0084764,9.255727E-4,0.001648157,0.04080606,0.004645056,7.797238E-6,5.532844E-10,10.41542,6.133485E-5,656541.1,656541.1
2.586808E-7,15.38949,-7.291515E11,2069.129,2069.129,9.439822E-4,1.0,0.8980338,0.003084189,0.003820271,0.006305324,0.001277673,0.001430952,5.149181E-5,4.522939E-4,2.713856E-4,4.31404E-4,0.001956871,1.644282E-6,0.02477575,0.008494508,9.31805E-4,0.001659861,0.0407817,0.004616108,7.882735E-6,5.679384E-10,10.41466,6.13394E-5,656493.4,656493.4
2.654004E-7,15.38438,-7.160975E11,2067.768,2067.768,9.439822E-4,1.0,0.8977371,0.003118506,0.003951081,0.006335052,0.001330155,0.001493488,5.366999E-5,4.714184E-4,2.796405E-4,4.519797E-4,0.002047903,1.804576E-6,0.02465995,0.008574333,9.598708E-4,0.001712906,0.0406704,0.004487677,8.273993E-6,6.380337E-10,10.41127,6.135978E-5,656279.4,656279.4
2.672817E-7,15.38297,-7.124941E11,2067.391,2067.391,9.439822E-4,1.0,0.8976546,0.003127761,0.003987698,0.00634293,0.001344896,0.001511129,5.428323E-5,4.768056E-4,2.819419E-4,4.577815E-4,0.002073595,1.851246E-6,0.02462759,0.008596046,9.676752E-4,0.001727755,0.04063898,0.004452502,8.384596E-6,6.587487E-10,10.41033,6.136541E-5,656220.0,656220.0
2.680529E-7,15.38239,-7.110234E11,2067.237,2067.237,9.439822E-4,1.0,0.8976209,0.00313151,0.004002706,0.006346105,0.001350943,0.001518376,5.453502E-5,4.790178E-4,2.828839E-4,4.601647E-4,0.002084152,1.870607E-6,0.02461433,0.008604867,9.708673E-4,0.001733841,0.04062607,0.004438181,8.430065E-6,6.673815E-10,10.40994,6.136771E-5,656195.8,656195.8
2.91712E-7,15.36535,-6.676652E11,2062.668,2062.668,9.439822E-4,1.0,0.8966055,0.003234523,0.004462401,0.006428878,0.001537792,0.001745025,6.237408E-5,5.479094E-4,3.114127E-4,5.34595E-4,0.002414665,2.532324E-6,0.02420999,0.008853984,0.001066745,0.001920189,0.04022208,0.004025081,9.86034E-6,9.752162E-10,10.39845,6.143578E-5,655471.7,655471.7
3.098759E-7,15.35307,-6.365727E11,2059.35,2059.35,9.439822E-4,1.0,0.8958513,0.003299002,0.004813626,0.006475195,0.001682393,0.001923989,6.85309E-5,6.018939E-4,3.327973E-4,5.932149E-4,0.00267595,3.133473E-6,0.02390366,0.009019105,0.001137494,0.002062394,0.03990333,0.003739555,1.100037E-5,1.27343E-9,10.39003,6.148493E-5,654940.9,654940.9
3.126479E-7,15.35125,-6.319868E11,2058.858,2058.858,9.439822E-4,1.0,0.8957381,0.003307811,0.004867046,0.006481082,0.001704507,0.00195163,6.948032E-5,6.101976E-4,3.360194E-4,6.02256E-4,0.002716314,3.232678E-6,0.02385728,0.009042454,0.001148062,0.002084002,0.03985417,0.003698199,1.117723E-5,1.324123E-9,10.38878,6.14922E-5,654861.7,654861.7
3.139688E-7,15.35039,-6.298159E11,2058.624,2058.624,9.439822E-4,1.0,0.8956843,0.003311918,0.004892482,0.006483784,0.001715048,0.001964828,6.993361E-5,6.141595E-4,3.375509E-4,6.065721E-4,0.002735589,3.280652E-6,0.02383522,0.009053416,0.001153076,0.002094289,0.0398307,0.003678688,1.126176E-5,1.348776E-9,10.38818,6.149564E-5,654824.1,654824.2
3.242744E-7,15.3438,-6.131952E11,2056.831,2056.831,9.439822E-4,1.0,0.8952684,0.003341981,0.005090491,0.006502642,0.00179732,0.002068404,7.348944E-5,6.451746E-4,3.494124E-4,6.404155E-4,0.002886844,3.670906E-6,0.02366393,0.009135369,0.001191709,0.002174315,0.03964671,0.00353071,1.192673E-5,1.552596E-9,10.38359,6.152207E-5,654534.8,654534.8
3.26311E-7,15.34252,-6.099758E11,2056.482,2056.482,9.439822E-4,1.0,0.895187,0.003347518,0.005129522,0.006505916,0.001813581,0.002088992,7.419611E-5,6.513234E-4,3.51738E-4,6.47137E-4,0.002916907,3.751414E-6,0.02363027,0.009150832,0.00119924,0.002190077,0.03961018,0.003502337,1.205924E-5,1.59534E-9,10.38269,6.152719E-5,654478.3,654478.3
3.283271E-7,15.34126,-6.068097E11,2056.138,2056.138,9.439822E-4,1.0,0.8951066,0.003352873,0.005168127,0.006509018,0.001829678,0.002109408,7.489688E-5,6.574155E-4,3.540342E-4,6.538005E-4,0.002946718,3.832202E-6,0.02359701,0.009165911,0.001206663,0.002205663,0.03957397,0.003474519,1.219076E-5,1.638457E-9,10.38181,6.153224E-5,654422.7,654422.7
3.323798E-7,15.33876,-6.005096E11,2055.454,2055.454,9.439822E-4,1.0,0.8949459,0.003363244,0.005245621,0.006514817,0.001862031,0.00215056,7.630949E-5,6.696782E-4,3.586312E-4,6.672262E-4,0.003006801,3.998116E-6,0.02353033,0.009195505,0.001221477,0.002236937,0.03950104,0.003419447,1.245621E-5,1.72774E-9,10.38005,6.154229E-5,654311.6,654311.7
3.46371E-7,15.33033,-5.793745E11,2053.143,2053.143,9.439822E-4,1.0,0.8943984,0.003395392,0.005512026,0.006530809,0.001973623,0.002293623,8.122311E-5,7.12137E-4,3.743165E-4,7.138442E-4,0.003215606,4.605364E-6,0.02330215,0.009290965,0.001271587,0.00234431,0.03924803,0.003237215,1.338237E-5,2.062004E-9,10.37408,6.157611E-5,653935.4,653935.4
3.514663E-7,15.32735,-5.719128E11,2052.323,2052.323,9.439822E-4,1.0,0.8942018,0.00340573,0.005608576,0.006535135,0.002014197,0.002346079,8.302658E-5,7.27635E-4,3.799559E-4,7.30915E-4,0.003292128,4.840237E-6,0.02321985,0.009323201,0.001289427,0.002383164,0.03915549,0.003173816,1.372327E-5,2.194302E-9,10.37195,6.158809E-5,653801.1,653801.1
3.564449E-7,15.32448,-5.647398E11,2051.531,2051.531,9.439822E-4,1.0,0.8940112,0.003415165,0.005702662,0.006538637,0.002053798,0.002397498,8.479578E-5,7.427896E-4,3.85429E-4,7.476375E-4,0.003367112,5.076879E-6,0.02313987,0.009353456,0.001306648,0.002420994,0.03906492,0.003113318,1.405811E-5,2.329178E-9,10.36989,6.159963E-5,653671.3,653671.3
3.590341E-7,15.323,-5.61057E11,2051.123,2051.123,9.439822E-4,1.0,0.8939126,0.003419817,0.00575149,0.006540182,0.002074372,0.002424299,8.571857E-5,7.506739E-4,3.882606E-4,7.563495E-4,0.003406186,5.202769E-6,0.02309844,0.009368714,0.001315521,0.002440614,0.03901776,0.003082412,1.423291E-5,2.401558E-9,10.36883,6.160557E-5,653604.3,653604.3
3.600175E-7,15.32244,-5.596629E11,2050.969,2050.969,9.439822E-4,1.0,0.8938753,0.003421539,0.005770017,0.006540719,0.002082183,0.002434489,8.606955E-5,7.536688E-4,3.893335E-4,7.596611E-4,0.00342104,5.251098E-6,0.02308274,0.009374424,0.001318877,0.002448056,0.03899983,0.003070772,1.429941E-5,2.429458E-9,10.36843,6.160781E-5,653579.0,653579.0
3.624313E-7,15.32108,-5.562664E11,2050.592,2050.592,9.439822E-4,1.0,0.8937839,0.00342566,0.005815448,0.006541925,0.002101344,0.002459526,8.693219E-5,7.610209E-4,3.919606E-4,7.677957E-4,0.00345753,5.370939E-6,0.02304427,0.009388241,0.001327077,0.002466299,0.03895583,0.003042433,1.446293E-5,2.498916E-9,10.36744,6.161329E-5,653517.0,653517.0
3.656679E-7,15.31927,-5.517531E11,2050.09,2050.09,9.439822E-4,1.0,0.8936618,0.003430961,0.005876266,0.006543299,0.002127015,0.002493148,8.80913E-5,7.708796E-4,3.954696E-4,7.787156E-4,0.003506521,5.534262E-6,0.02299284,0.009406344,0.001337997,0.002490708,0.03889678,0.003004925,1.468276E-5,2.594169E-9,10.36613,6.162057E-5,653434.4,653434.4
3.689683E-7,15.31744,-5.471988E11,2049.583,2049.583,9.439822E-4,1.0,0.8935379,0.003436103,0.005938164,0.006544415,0.002153163,0.00252749,8.927617E-5,7.809328E-4,3.990317E-4,7.89865E-4,0.003556547,5.703974E-6,0.02294059,0.009424305,0.00134904,0.002515535,0.03883653,0.002967258,1.49076E-5,2.693868E-9,10.36481,6.162793E-5,653350.7,653350.7
3.743298E-7,15.31451,-5.399058E11,2048.768,2048.768,9.439822E-4,1.0,0.893338,0.0034439,0.006038454,0.006545627,0.002195575,0.002583397,9.120717E-5,7.972609E-4,4.047832E-4,8.080053E-4,0.003637953,5.986585E-6,0.02285615,0.009452419,0.001366782,0.002555727,0.03873858,0.002907298,1.527427E-5,2.861484E-9,10.36267,6.163974E-5,653215.9,653215.9
3.851008E-7,15.30875,-5.256297E11,2047.163,2047.163,9.439822E-4,1.0,0.892941,0.003457604,0.006238938,0.006545951,0.00228051,0.002696105,9.510883E-5,8.300361E-4,4.162094E-4,8.445392E-4,0.003801924,6.579946E-6,0.02268808,0.00950513,0.001401699,0.002635941,0.03854165,0.002791198,1.601582E-5,3.219454E-9,10.35844,6.166292E-5,652949.7,652949.7
3.865826E-7,15.30797,-5.23702E11,2046.945,2046.945,9.439822E-4,1.0,0.8928869,0.00345929,0.006266413,0.006545781,0.002292164,0.002711649,9.564794E-5,8.34541E-4,4.177679E-4,8.49574E-4,0.003824522,6.664312E-6,0.02266513,0.009511995,0.001406427,0.00264692,0.03851455,0.002775672,1.611834E-5,3.270997E-9,10.35787,6.166606E-5,652913.5,652913.5
4.039923E-7,15.29908,-5.017603E11,2044.449,2044.449,9.439822E-4,1.0,0.8922595,0.003475729,0.006587187,0.006540149,0.002428457,0.002894834,1.020227E-4,8.873432E-4,4.358346E-4,9.088417E-4,0.004090511,7.705486E-6,0.02239857,0.009585994,0.001460586,0.002774833,0.03819623,0.002600895,1.733116E-5,3.919401E-9,10.35126,6.170191E-5,652496.6,652496.6
4.465993E-7,15.27909,-4.530097E11,2038.77,2038.77,9.439822E-4,1.0,0.890788,0.003493151,0.007355719,0.006501696,0.002756245,0.00334595,1.179245E-4,0.001015014,4.782004E-4,0.001054317,0.004742477,1.06485E-5,0.02177093,0.009720529,0.001582639,0.003079151,0.03742125,0.002226366,2.035428E-5,5.858557E-9,10.336,6.178262E-5,651535.2,651535.2
4.480033E-7,15.27847,-4.515146E11,2038.593,2038.593,9.439822E-4,1.0,0.8907409,0.003493247,0.007380627,0.006499907,0.002766888,0.003360848,1.184554E-4,0.001019171,4.795527E-4,0.001059111,0.004763922,1.075518E-5,0.02175085,0.009723947,0.001586413,0.003088959,0.03739588,0.00221518,2.045502E-5,5.931444E-9,10.33552,6.178512E-5,651504.9,651504.9
4.941526E-7,15.25942,-4.059994E11,2033.072,2033.072,9.439822E-4,1.0,0.8892446,0.003482752,0.008183919,0.006425952,0.003110403,0.003850243,1.36134E-4,0.001153466,5.22514E-4,0.001216258,0.005464823,1.461087E-5,0.0211124,0.009805363,0.00170204,0.003403348,0.03657085,0.001882563,2.379743E-5,8.668107E-9,10.3204,6.186224E-5,650551.6,650551.6
5.131248E-7,15.25226,-3.891741E11,2030.966,2030.966,9.439822E-4,1.0,0.8886557,0.003471907,0.008505315,0.006388164,0.003247863,0.004050757,1.435224E-4,0.001207195,5.393666E-4,0.001280482,0.005749808,1.639289E-5,0.02086188,0.00982326,0.001745024,0.003528045,0.03623756,0.001763498,2.518599E-5,9.992686E-9,10.31455,6.189128E-5,650182.8,650182.8
5.186663E-7,15.25024,-3.844517E11,2030.368,2030.368,9.439822E-4,1.0,0.8884865,0.00346814,0.008598204,0.006376435,0.00328758,0.004109199,1.45693E-4,0.001222709,5.442033E-4,0.001299186,0.005832609,1.693512E-5,0.02079,0.009826966,0.0017571,0.003563965,0.03614094,0.00173045,2.559286E-5,1.040243E-8,10.31288,6.18995E-5,650077.4,650077.5
5.26568E-7,15.2474,-3.77863E11,2029.527,2029.527,9.439822E-4,1.0,0.8882472,0.003462338,0.008729878,0.006359206,0.003343868,0.004192417,1.487975E-4,0.001244685,5.51034E-4,0.001325806,0.005950303,1.772524E-5,0.02068851,0.009831125,0.001773952,0.003614791,0.03600377,0.001684612,2.617395E-5,1.100486E-8,10.31052,6.1911E-5,649929.1,649929.1
5.282224E-7,15.24682,-3.765041E11,2029.353,2029.353,9.439822E-4,1.0,0.8881975,0.003461062,0.008757331,0.006355526,0.003355602,0.004209822,1.494489E-4,0.001249264,5.524544E-4,0.001331373,0.005974888,1.789319E-5,0.02066741,0.009831832,0.001777427,0.003625375,0.03597515,0.001675202,2.629574E-5,1.113371E-8,10.31004,6.191338E-5,649898.3,649898.3
6.447613E-7,15.21115,-2.967941E11,2018.484,2018.484,9.439822E-4,1.0,0.8849385,0.003332484,0.01059133,0.006049115,0.004136689,0.005414687,1.963861E-4,0.001551509,6.447096E-4,0.001715565,0.007647548,3.186598E-5,0.01930291,0.009766291,0.001979706,0.00432173,0.0340451,0.001145912,3.495353E-5,2.26812E-8,10.27886,6.205855E-5,647933.3,647933.3
