Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_C6H5CHCH3_Soln#4 (),Mole_fraction_FLUORENE_Soln#4 (),Mole_fraction_C6H5CH2C6H5_Soln#4 (),Mole_fraction_C14H10_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
6.1E-4,15.69694,-2889589.0,1149.357,1149.357,0.001764836,1.0,0.9118604,4.100685E-4,3.410301E-6,1.591694E-5,6.166729E-4,4.246255E-5,6.406809E-7,8.071201E-4,0.02838266,1.449593E-4,1.843783E-5,7.431397E-5,0.04145606,0.01603607,7.710065E-5,8.864013E-7,1.097724E-6,5.319195E-6,4.07681E-5,1.222543E-6,10.60382,1.124318E-4,668416.9,668416.9
6.2E-4,15.69698,-2858922.0,1149.352,1149.352,0.001764836,1.0,0.9118407,4.174882E-4,3.410493E-6,1.626571E-5,6.298546E-4,4.336926E-5,6.680249E-7,8.244492E-4,0.02838083,1.452683E-4,1.887846E-5,7.589794E-5,0.04144356,0.01602732,7.717292E-5,9.056503E-7,1.113728E-6,5.438019E-6,4.17179E-5,1.255052E-6,10.60374,1.124315E-4,668412.2,668412.2
6.3E-4,15.69703,-2829820.0,1149.347,1149.347,0.001764836,1.0,0.911821,4.249076E-4,3.410558E-6,1.661512E-5,6.430416E-4,4.427638E-5,6.959445E-7,8.417888E-4,0.02837902,1.455621E-4,1.93212E-5,7.748261E-5,0.04143106,0.01601858,7.723681E-5,9.249166E-7,1.1295E-6,5.557E-6,4.266238E-5,1.287642E-6,10.60367,1.124313E-4,668407.6,668407.6
6.4E-4,15.69707,-2802179.0,1149.342,1149.342,0.001764836,1.0,0.9118012,4.323263E-4,3.410503E-6,1.696515E-5,6.562328E-4,4.518382E-5,7.244376E-7,8.591372E-4,0.02837722,1.458417E-4,1.976601E-5,7.906785E-5,0.04141856,0.01600983,7.729289E-5,9.441983E-7,1.145042E-6,5.676127E-6,4.360135E-5,1.320306E-6,10.6036,1.124309E-4,668402.9,668402.9
6.5E-4,15.69711,-2775901.0,1149.337,1149.337,0.001764836,1.0,0.9117815,4.397442E-4,3.410338E-6,1.731576E-5,6.69427E-4,4.609151E-5,7.535017E-7,8.764931E-4,0.02837544,1.46108E-4,2.021283E-5,8.065352E-5,0.04140606,0.01600109,7.73417E-5,9.634937E-7,1.160357E-6,5.795388E-6,4.453462E-5,1.353038E-6,10.60352,1.124306E-4,668398.2,668398.2
6.6E-4,15.69716,-2750904.0,1149.332,1149.332,0.001764836,1.0,0.9117617,4.471611E-4,3.410069E-6,1.766694E-5,6.826234E-4,4.699938E-5,7.831346E-7,8.938552E-4,0.02837367,1.463619E-4,2.066162E-5,8.223952E-5,0.04139357,0.01599236,7.738373E-5,9.828012E-7,1.175448E-6,5.914774E-6,4.546203E-5,1.385834E-6,10.60345,1.124303E-4,668393.6,668393.6
6.7E-4,15.6972,-2727105.0,1149.327,1149.327,0.001764836,1.0,0.911742,4.545766E-4,3.409706E-6,1.801866E-5,6.958208E-4,4.790737E-5,8.13334E-7,9.112222E-4,0.02837192,1.466041E-4,2.111234E-5,8.382573E-5,0.04138107,0.01598363,7.741944E-5,1.002119E-6,1.190317E-6,6.034276E-6,4.638345E-5,1.418688E-6,10.60337,1.1243E-4,668388.9,668388.9
6.8E-4,15.69724,-2704422.0,1149.323,1149.323,0.001764836,1.0,0.9117222,4.619906E-4,3.409253E-6,1.837089E-5,7.090185E-4,4.881542E-5,8.440978E-7,9.28593E-4,0.02837018,1.468354E-4,2.156495E-5,8.541204E-5,0.04136858,0.0159749,7.744929E-5,1.021446E-6,1.204967E-6,6.153885E-6,4.729873E-5,1.451595E-6,10.6033,1.124297E-4,668384.2,668384.2
6.9E-4,15.69729,-2682777.0,1149.318,1149.318,0.001764836,1.0,0.9117024,4.694029E-4,3.408718E-6,1.872362E-5,7.222156E-4,4.972346E-5,8.754238E-7,9.459663E-4,0.02836845,1.470565E-4,2.201941E-5,8.699835E-5,0.04135609,0.01596618,7.747369E-5,1.040781E-6,1.2194E-6,6.273592E-6,4.820777E-5,1.484551E-6,10.60323,1.124294E-4,668379.6,668379.6
7.0E-4,15.69734,-2662097.0,1149.313,1149.313,0.001764836,1.0,0.9116827,4.768134E-4,3.408107E-6,1.907683E-5,7.354113E-4,5.063144E-5,9.073097E-7,9.633412E-4,0.02836674,1.47268E-4,2.247568E-5,8.858457E-5,0.04134361,0.01595746,7.749302E-5,1.060122E-6,1.233619E-6,6.39339E-6,4.911043E-5,1.517551E-6,10.60315,1.12429E-4,668374.9,668374.9
7.1E-4,15.69738,-2642312.0,1149.308,1149.308,0.001764836,1.0,0.9116629,4.842218E-4,3.407426E-6,1.943049E-5,7.486047E-4,5.153931E-5,9.397536E-7,9.807167E-4,0.02836505,1.474706E-4,2.293371E-5,9.01706E-5,0.04133113,0.01594874,7.750765E-5,1.079468E-6,1.247627E-6,6.51327E-6,5.000663E-5,1.550592E-6,10.60308,1.124287E-4,668370.2,668370.2
7.2E-4,15.69743,-2623389.0,1149.304,1149.304,0.001764836,1.0,0.9116431,4.916281E-4,3.406678E-6,1.97846E-5,7.617957E-4,5.244705E-5,9.727523E-7,9.980923E-4,0.02836336,1.476647E-4,2.339349E-5,9.175642E-5,0.04131866,0.01594003,7.751787E-5,1.098819E-6,1.261428E-6,6.633229E-6,5.089634E-5,1.58367E-6,10.603,1.124284E-4,668365.6,668365.6
7.3E-4,15.69747,-2605264.0,1149.299,1149.299,0.001764836,1.0,0.9116234,4.99032E-4,3.405869E-6,2.013914E-5,7.749835E-4,5.335461E-5,1.006304E-6,0.001015467,0.02836169,1.478509E-4,2.385497E-5,9.334192E-5,0.04130619,0.01593133,7.752399E-5,1.118172E-6,1.275025E-6,6.753261E-6,5.177947E-5,1.616782E-6,10.60293,1.12428E-4,668360.9,668360.9
7.4E-4,15.69752,-2587878.0,1149.295,1149.295,0.001764836,1.0,0.9116036,5.064336E-4,3.405004E-6,2.04941E-5,7.881674E-4,5.426194E-5,1.040406E-6,0.00103284,0.02836004,1.480296E-4,2.431812E-5,9.492704E-5,0.04129372,0.01592263,7.752633E-5,1.137528E-6,1.28842E-6,6.873358E-6,5.265595E-5,1.649924E-6,10.60286,1.124277E-4,668356.3,668356.3
7.5E-4,15.69757,-2571176.0,1149.29,1149.29,0.001764836,1.0,0.9115838,5.138326E-4,3.404087E-6,2.084946E-5,8.013469E-4,5.516902E-5,1.075057E-6,0.001050211,0.02835839,1.482013E-4,2.47829E-5,9.651172E-5,0.04128126,0.01591394,7.752517E-5,1.156885E-6,1.301616E-6,6.993514E-6,5.352572E-5,1.683094E-6,10.60278,1.124274E-4,668351.6,668351.6
7.6E-4,15.69762,-2555110.0,1149.286,1149.286,0.001764836,1.0,0.911564,5.212289E-4,3.403122E-6,2.12052E-5,8.145215E-4,5.607579E-5,1.110255E-6,0.001067579,0.02835677,1.483666E-4,2.524929E-5,9.809589E-5,0.0412688,0.01590525,7.752075E-5,1.176242E-6,1.314616E-6,7.113726E-6,5.438873E-5,1.716287E-6,10.60271,1.12427E-4,668347.0,668347.0
7.7E-4,15.69767,-2539628.0,1149.281,1149.281,0.001764836,1.0,0.9115443,5.286225E-4,3.402113E-6,2.156132E-5,8.276908E-4,5.698224E-5,1.145997E-6,0.001084943,0.02835515,1.485257E-4,2.571726E-5,9.96795E-5,0.04125635,0.01589657,7.751335E-5,1.195599E-6,1.327424E-6,7.233987E-6,5.524494E-5,1.749503E-6,10.60263,1.124267E-4,668342.3,668342.3
7.8E-4,15.69772,-2524735.0,1149.277,1149.277,0.001764836,1.0,0.9115245,5.360132E-4,3.401061E-6,2.191781E-5,8.408545E-4,5.788834E-5,1.182281E-6,0.001102303,0.02835354,1.486788E-4,2.618677E-5,1.012625E-4,0.04124391,0.01588789,7.750307E-5,1.214954E-6,1.340042E-6,7.354296E-6,5.60944E-5,1.782738E-6,10.60256,1.124263E-4,668337.7,668337.7
7.9E-4,15.69776,-2510366.0,1149.273,1149.273,0.001764836,1.0,0.9115048,5.434011E-4,3.399972E-6,2.227466E-5,8.540122E-4,5.879407E-5,1.219104E-6,0.001119658,0.02835195,1.488265E-4,2.66578E-5,1.028449E-4,0.04123147,0.01587922,7.749018E-5,1.234308E-6,1.352474E-6,7.474647E-6,5.693702E-5,1.81599E-6,10.60249,1.12426E-4,668333.0,668333.0
8.0E-4,15.69781,-2496487.0,1149.268,1149.268,0.001764836,1.0,0.911485,5.507859E-4,3.398847E-6,2.263185E-5,8.671634E-4,5.969939E-5,1.256466E-6,0.001137009,0.02835037,1.489691E-4,2.713032E-5,1.044266E-4,0.04121904,0.01587055,7.747488E-5,1.253659E-6,1.364722E-6,7.595035E-6,5.777281E-5,1.849257E-6,10.60241,1.124256E-4,668328.4,668328.4
8.1E-4,15.69786,-2483059.0,1149.264,1149.264,0.001764836,1.0,0.9114652,5.581676E-4,3.39769E-6,2.298938E-5,8.803079E-4,6.060429E-5,1.294363E-6,0.001154354,0.02834881,1.491067E-4,2.76043E-5,1.060075E-4,0.04120661,0.01586189,7.745736E-5,1.273007E-6,1.376789E-6,7.715458E-6,5.860174E-5,1.882537E-6,10.60234,1.124253E-4,668323.8,668323.8
8.2E-4,15.69791,-2470050.0,1149.259,1149.259,0.001764836,1.0,0.9114455,5.655461E-4,3.396503E-6,2.334724E-5,8.934452E-4,6.150874E-5,1.332794E-6,0.001171692,0.02834725,1.492399E-4,2.807972E-5,1.075877E-4,0.04119419,0.01585324,7.743779E-5,1.29235E-6,1.388678E-6,7.835911E-6,5.942379E-5,1.915828E-6,10.60227,1.124249E-4,668319.1,668319.1
8.3E-4,15.69796,-2457432.0,1149.255,1149.255,0.001764836,1.0,0.9114258,5.729214E-4,3.39529E-6,2.370542E-5,9.065751E-4,6.241271E-5,1.371756E-6,0.001189025,0.02834571,1.493688E-4,2.855655E-5,1.091671E-4,0.04118178,0.01584459,7.741633E-5,1.31169E-6,1.400391E-6,7.956391E-6,6.023898E-5,1.949127E-6,10.60219,1.124245E-4,668314.5,668314.5
8.4E-4,15.69801,-2445210.0,1149.251,1149.251,0.001764836,1.0,0.911406,5.802935E-4,3.39405E-6,2.406392E-5,9.196975E-4,6.331622E-5,1.411248E-6,0.001206351,0.02834418,1.494934E-4,2.903477E-5,1.107457E-4,0.04116937,0.01583595,7.739302E-5,1.331024E-6,1.411934E-6,8.076898E-6,6.104736E-5,1.982434E-6,10.60212,1.124242E-4,668309.9,668309.9
8.5E-4,15.69806,-2433338.0,1149.247,1149.247,0.001764836,1.0,0.9113863,5.876623E-4,3.392786E-6,2.442273E-5,9.328122E-4,6.421923E-5,1.451267E-6,0.00122367,0.02834266,1.496142E-4,2.951435E-5,1.123234E-4,0.04115697,0.01582732,7.736807E-5,1.350353E-6,1.423308E-6,8.197427E-6,6.184891E-5,2.015748E-6,10.60205,1.124238E-4,668305.2,668305.2
8.6E-4,15.69811,-2421794.0,1149.242,1149.242,0.001764836,1.0,0.9113665,5.950277E-4,3.391502E-6,2.478184E-5,9.459188E-4,6.512173E-5,1.491812E-6,0.001240982,0.02834116,1.497312E-4,2.999527E-5,1.139002E-4,0.04114457,0.01581869,7.734159E-5,1.369677E-6,1.434515E-6,8.317975E-6,6.264363E-5,2.049065E-6,10.60197,1.124235E-4,668300.6,668300.6
8.7E-4,15.69816,-2410555.0,1149.238,1149.238,0.001764836,1.0,0.9113468,6.023896E-4,3.390198E-6,2.514124E-5,9.590172E-4,6.602369E-5,1.53288E-6,0.001258286,0.02833966,1.498449E-4,3.04775E-5,1.154761E-4,0.04113219,0.01581007,7.731372E-5,1.388993E-6,1.445559E-6,8.43854E-6,6.343155E-5,2.082386E-6,10.6019,1.124231E-4,668296.0,668296.0
8.8E-4,15.69822,-2399597.0,1149.234,1149.234,0.001764836,1.0,0.9113271,6.097481E-4,3.388876E-6,2.550094E-5,9.721071E-4,6.692512E-5,1.57447E-6,0.001275583,0.02833818,1.499552E-4,3.096103E-5,1.170511E-4,0.04111981,0.01580145,7.728457E-5,1.408303E-6,1.456442E-6,8.55912E-6,6.421266E-5,2.115708E-6,10.60183,1.124227E-4,668291.4,668291.4
8.9E-4,15.69827,-2388908.0,1149.23,1149.23,0.001764836,1.0,0.9113074,6.171032E-4,3.387538E-6,2.586092E-5,9.851884E-4,6.782599E-5,1.616579E-6,0.001292871,0.02833671,1.500624E-4,3.144583E-5,1.186252E-4,0.04110743,0.01579284,7.725422E-5,1.427606E-6,1.467168E-6,8.679713E-6,6.4987E-5,2.14903E-6,10.60175,1.124224E-4,668286.7,668286.7
9.0E-4,15.69832,-2378483.0,1149.226,1149.226,0.001764836,1.0,0.9112877,6.244547E-4,3.386183E-6,2.622119E-5,9.982611E-4,6.872631E-5,1.659206E-6,0.001310151,0.02833525,1.501666E-4,3.193189E-5,1.201983E-4,0.04109507,0.01578424,7.722271E-5,1.446902E-6,1.477739E-6,8.800316E-6,6.575464E-5,2.182352E-6,10.60168,1.12422E-4,668282.1,668282.1
9.1E-4,15.69837,-2368296.0,1149.221,1149.221,0.001764836,1.0,0.911268,6.318027E-4,3.384815E-6,2.658174E-5,0.001011325,6.962606E-5,1.702348E-6,0.001327423,0.0283338,1.502679E-4,3.241918E-5,1.217704E-4,0.04108271,0.01577564,7.719017E-5,1.46619E-6,1.488157E-6,8.920929E-6,6.651557E-5,2.215672E-6,10.60161,1.124216E-4,668277.5,668277.5
9.2E-4,15.69842,-2358331.0,1149.217,1149.217,0.001764836,1.0,0.9112483,6.391471E-4,3.383435E-6,2.694255E-5,0.00102438,7.052524E-5,1.746004E-6,0.001344687,0.02833236,1.503665E-4,3.290767E-5,1.233415E-4,0.04107035,0.01576705,7.715668E-5,1.485469E-6,1.498426E-6,9.041549E-6,6.726982E-5,2.248989E-6,10.60153,1.124213E-4,668272.9,668272.9
9.3E-4,15.69847,-2348573.0,1149.213,1149.213,0.001764836,1.0,0.9112286,6.464878E-4,3.382043E-6,2.730364E-5,0.001037425,7.142382E-5,1.790171E-6,0.001361942,0.02833093,1.504625E-4,3.339736E-5,1.249116E-4,0.04105801,0.01575847,7.712232E-5,1.50474E-6,1.508547E-6,9.162174E-6,6.801742E-5,2.282303E-6,10.60146,1.124209E-4,668268.3,668268.3
9.4E-4,15.69853,-2339005.0,1149.209,1149.209,0.001764836,1.0,0.9112089,6.53825E-4,3.380641E-6,2.7665E-5,0.001050462,7.23218E-5,1.834849E-6,0.001379187,0.02832951,1.505561E-4,3.388822E-5,1.264807E-4,0.04104567,0.01574989,7.708716E-5,1.524003E-6,1.518524E-6,9.282802E-6,6.87584E-5,2.315612E-6,10.60139,1.124205E-4,668263.7,668263.7
9.5E-4,15.69858,-2329626.0,1149.205,1149.205,0.001764836,1.0,0.9111893,6.611585E-4,3.379229E-6,2.802662E-5,0.001063489,7.321919E-5,1.880035E-6,0.001396424,0.0283281,1.506473E-4,3.438023E-5,1.280487E-4,0.04103334,0.01574132,7.705125E-5,1.543256E-6,1.528359E-6,9.403433E-6,6.94928E-5,2.348915E-6,10.60131,1.124201E-4,668259.1,668259.1
9.6E-4,15.69863,-2320430.0,1149.201,1149.201,0.001764836,1.0,0.9111696,6.684884E-4,3.377808E-6,2.83885E-5,0.001076507,7.411597E-5,1.925727E-6,0.001413652,0.02832671,1.507363E-4,3.487338E-5,1.296157E-4,0.04102102,0.01573275,7.701462E-5,1.5625E-6,1.538055E-6,9.524065E-6,7.022068E-5,2.382212E-6,10.60124,1.124198E-4,668254.5,668254.5
9.7E-4,15.69868,-2311400.0,1149.197,1149.197,0.001764836,1.0,0.9111499,6.758146E-4,3.376379E-6,2.875063E-5,0.001089515,7.501213E-5,1.971923E-6,0.00143087,0.02832532,1.50823E-4,3.536764E-5,1.311816E-4,0.0410087,0.0157242,7.697736E-5,1.581735E-6,1.547613E-6,9.644697E-6,7.094206E-5,2.415502E-6,10.60117,1.124194E-4,668249.9,668249.9
9.8E-4,15.69874,-2302526.0,1149.193,1149.193,0.001764836,1.0,0.9111303,6.831371E-4,3.374944E-6,2.911302E-5,0.001102513,7.590768E-5,2.018623E-6,0.001448079,0.02832395,1.509077E-4,3.5863E-5,1.327465E-4,0.04099639,0.01571565,7.693952E-5,1.60096E-6,1.557037E-6,9.765327E-6,7.165698E-5,2.448784E-6,10.6011,1.12419E-4,668245.3,668245.3
9.9E-4,15.69879,-2293798.0,1149.189,1149.189,0.001764836,1.0,0.9111106,6.904559E-4,3.373502E-6,2.947567E-5,0.001115502,7.68026E-5,2.065822E-6,0.001465279,0.02832258,1.509905E-4,3.635943E-5,1.343103E-4,0.04098409,0.0157071,7.690114E-5,1.620175E-6,1.566329E-6,9.885953E-6,7.236547E-5,2.482058E-6,10.60102,1.124186E-4,668240.7,668240.7
0.001,15.69884,-2285209.0,1149.185,1149.185,0.001764836,1.0,0.911091,6.97771E-4,3.372055E-6,2.983856E-5,0.001128482,7.769689E-5,2.113521E-6,0.001482469,0.02832122,1.510713E-4,3.685693E-5,1.35873E-4,0.0409718,0.01569856,7.686229E-5,1.639379E-6,1.57549E-6,1.000657E-5,7.306757E-5,2.515322E-6,10.60095,1.124182E-4,668236.2,668236.2
