Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_CH3_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C3H6_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_STILB_Soln#6 (),Mole_fraction_C6H5C2H_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_C6H5CHCH3_Soln#6 (),Mole_fraction_BIPHENYL_Soln#6 (),Mole_fraction_C14H10_Soln#6 (),Mole_fraction_C6H5C2H4C6H5_Soln#6 (),Mole_fraction_NPBENZ_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
5.3E-4,15.70716,-7778653.0,1247.353,1247.353,0.001623649,1.0,0.9064925,0.002924454,1.535811E-5,6.662423E-5,0.003502529,3.750691E-4,7.059487E-6,1.625805E-5,0.004735383,0.02878023,4.5829E-4,1.333922E-4,5.544305E-4,0.03866413,0.01299006,6.543101E-5,3.063715E-6,3.232173E-5,1.48126E-4,6.639588E-6,10.5804,1.0337E-4,666940.7,666940.8
5.4E-4,15.7076,-7622297.0,1247.338,1247.338,0.001623649,1.0,0.9063832,0.002974135,1.530512E-5,6.782661E-5,0.003561816,3.815172E-4,7.176209E-6,1.679181E-5,0.004817485,0.02879277,4.578658E-4,1.362486E-4,5.638569E-4,0.03860525,0.01293313,6.515988E-5,3.169327E-6,3.294518E-5,1.486773E-4,6.725868E-6,10.57998,1.033671E-4,666914.3,666914.3
5.5E-4,15.70804,-7469128.0,1247.324,1247.324,0.001623649,1.0,0.9062742,0.003023622,1.52525E-5,6.902591E-5,0.003620807,3.879369E-4,7.29218E-6,1.733085E-5,0.004899247,0.02880529,4.574246E-4,1.390963E-4,5.732379E-4,0.03854659,0.01287651,6.489077E-5,3.276285E-6,3.356725E-5,1.491848E-4,6.810412E-6,10.57956,1.033642E-4,666888.0,666888.0
5.6E-4,15.70848,-7319029.0,1247.31,1247.31,0.001623649,1.0,0.9061657,0.003072917,1.520023E-5,7.022213E-5,0.003679508,3.943285E-4,7.407409E-6,1.787505E-5,0.004980671,0.02881779,4.569674E-4,1.419349E-4,5.825741E-4,0.03848816,0.01282021,6.462363E-5,3.384571E-6,3.418793E-5,1.496505E-4,6.893246E-6,10.57915,1.033613E-4,666861.8,666861.8
5.7E-4,15.70892,-7171891.0,1247.297,1247.297,0.001623649,1.0,0.9060577,0.003122021,1.514832E-5,7.141531E-5,0.003737919,4.006921E-4,7.521903E-6,1.842429E-5,0.005061762,0.02883026,4.564949E-4,1.447641E-4,5.918658E-4,0.03842994,0.01276423,6.435843E-5,3.494166E-6,3.480722E-5,1.500764E-4,6.974395E-6,10.57873,1.033584E-4,666835.8,666835.8
5.8E-4,15.70937,-7027608.0,1247.284,1247.284,0.001623649,1.0,0.9059501,0.003170936,1.509675E-5,7.260546E-5,0.003796043,4.070281E-4,7.635669E-6,1.897845E-5,0.005142521,0.02884271,4.56008E-4,1.475836E-4,6.011133E-4,0.03837194,0.01270855,6.409513E-5,3.605054E-6,3.542511E-5,1.504644E-4,7.053886E-6,10.57832,1.033555E-4,666810.0,666810.0
5.9E-4,15.70981,-6886078.0,1247.271,1247.271,0.001623649,1.0,0.9058429,0.003219663,1.504552E-5,7.379261E-5,0.003853884,4.133366E-4,7.748715E-6,1.953742E-5,0.005222952,0.02885513,4.555075E-4,1.503929E-4,6.103171E-4,0.03831416,0.01265318,6.383369E-5,3.717216E-6,3.604161E-5,1.508163E-4,7.131744E-6,10.57792,1.033526E-4,666784.3,666784.3
6.0E-4,15.71025,-6747207.0,1247.258,1247.258,0.001623649,1.0,0.9057361,0.003268203,1.499463E-5,7.497678E-5,0.003911444,4.19618E-4,7.861048E-6,2.010107E-5,0.005303056,0.02886752,4.549941E-4,1.531918E-4,6.194775E-4,0.03825659,0.01259812,6.357409E-5,3.830637E-6,3.665671E-5,1.51134E-4,7.207994E-6,10.57751,1.033497E-4,666758.7,666758.7
6.1E-4,15.71069,-6610908.0,1247.246,1247.246,0.001623649,1.0,0.9056298,0.003316558,1.494406E-5,7.615798E-5,0.003968724,4.258725E-4,7.972675E-6,2.06693E-5,0.005382837,0.02887988,4.544685E-4,1.559801E-4,6.285948E-4,0.03819924,0.01254336,6.331629E-5,3.945298E-6,3.727041E-5,1.514189E-4,7.282662E-6,10.57711,1.033468E-4,666733.3,666733.3
6.2E-4,15.71113,-6477091.0,1247.233,1247.233,0.001623649,1.0,0.9055239,0.003364729,1.489382E-5,7.733624E-5,0.004025728,4.321002E-4,8.083604E-6,2.1242E-5,0.005462297,0.0288922,4.539315E-4,1.587575E-4,6.376694E-4,0.0381421,0.0124889,6.306027E-5,4.061183E-6,3.78827E-5,1.516727E-4,7.355773E-6,10.57671,1.033439E-4,666708.0,666708.0
6.3E-4,15.71158,-6345675.0,1247.221,1247.221,0.001623649,1.0,0.9054184,0.003412718,1.484389E-5,7.851156E-5,0.004082458,4.383015E-4,8.193841E-6,2.181906E-5,0.005541439,0.02890448,4.533836E-4,1.615238E-4,6.467017E-4,0.03808517,0.01243473,6.280598E-5,4.178277E-6,3.84936E-5,1.518969E-4,7.427349E-6,10.57631,1.03341E-4,666682.9,666682.9
6.4E-4,15.71202,-6216584.0,1247.21,1247.21,0.001623649,1.0,0.9053134,0.003460525,1.479428E-5,7.968398E-5,0.004138915,4.444765E-4,8.303392E-6,2.240037E-5,0.005620265,0.02891672,4.528254E-4,1.642787E-4,6.55692E-4,0.03802845,0.01238087,6.255342E-5,4.296562E-6,3.910308E-5,1.520927E-4,7.497417E-6,10.57591,1.033381E-4,666657.9,666657.9
6.5E-4,15.71246,-6089743.0,1247.198,1247.198,0.001623649,1.0,0.9052087,0.003508152,1.474497E-5,8.08535E-5,0.004195104,4.506254E-4,8.412266E-6,2.298583E-5,0.005698778,0.02892892,4.522575E-4,1.67022E-4,6.646406E-4,0.03797194,0.01232729,6.230254E-5,4.416023E-6,3.971117E-5,1.522616E-4,7.565999E-6,10.57552,1.033352E-4,666633.1,666633.1
6.6E-4,15.7129,-5965078.0,1247.187,1247.187,0.001623649,1.0,0.9051045,0.003555599,1.469596E-5,8.202015E-5,0.004251025,4.567486E-4,8.520467E-6,2.357533E-5,0.00577698,0.02894107,4.516805E-4,1.697536E-4,6.735479E-4,0.03791563,0.01227401,6.205333E-5,4.536645E-6,4.031786E-5,1.524049E-4,7.633119E-6,10.57513,1.033323E-4,666608.4,666608.4
6.7E-4,15.71334,-5842524.0,1247.176,1247.176,0.001623649,1.0,0.9050007,0.003602869,1.464726E-5,8.318394E-5,0.00430668,4.628461E-4,8.628002E-6,2.416879E-5,0.005854873,0.02895318,4.510948E-4,1.724733E-4,6.824141E-4,0.03785953,0.01222101,6.180575E-5,4.65841E-6,4.092314E-5,1.525237E-4,7.698801E-6,10.57474,1.033294E-4,666583.8,666583.8
6.8E-4,15.71378,-5722017.0,1247.165,1247.165,0.001623649,1.0,0.9048973,0.003649963,1.459884E-5,8.434488E-5,0.004362073,4.689182E-4,8.734878E-6,2.476609E-5,0.005932459,0.02896524,4.50501E-4,1.751809E-4,6.912396E-4,0.03780363,0.0121683,6.155979E-5,4.781305E-6,4.152702E-5,1.526193E-4,7.763067E-6,10.57435,1.033265E-4,666559.4,666559.4
6.9E-4,15.71422,-5603493.0,1247.155,1247.155,0.001623649,1.0,0.9047943,0.003696881,1.455072E-5,8.5503E-5,0.004417205,4.74965E-4,8.841101E-6,2.536714E-5,0.006009741,0.02897725,4.498996E-4,1.778762E-4,7.000248E-4,0.03774793,0.01211588,6.131542E-5,4.905314E-6,4.212949E-5,1.526927E-4,7.825941E-6,10.57396,1.033236E-4,666535.1,666535.1
7.0E-4,15.71466,-5486892.0,1247.144,1247.144,0.001623649,1.0,0.9046917,0.003743625,1.450287E-5,8.665831E-5,0.004472078,4.809869E-4,8.946677E-6,2.597185E-5,0.006086722,0.02898921,4.492909E-4,1.805592E-4,7.087698E-4,0.03769244,0.01206373,6.107262E-5,5.030422E-6,4.273057E-5,1.527451E-4,7.887444E-6,10.57358,1.033207E-4,666510.9,666510.9
7.1E-4,15.7151,-5372158.0,1247.134,1247.134,0.001623649,1.0,0.9045895,0.003790196,1.445531E-5,8.781083E-5,0.004526694,4.869839E-4,9.051612E-6,2.658013E-5,0.006163403,0.02900112,4.486755E-4,1.832298E-4,7.174751E-4,0.03763714,0.01201186,6.083137E-5,5.156614E-6,4.333025E-5,1.527773E-4,7.947599E-6,10.5732,1.033178E-4,666486.9,666486.9
7.2E-4,15.71554,-5259238.0,1247.124,1247.124,0.001623649,1.0,0.9044877,0.003836595,1.440803E-5,8.896056E-5,0.004581056,4.929564E-4,9.155912E-6,2.719187E-5,0.006239786,0.02901298,4.480536E-4,1.858877E-4,7.261408E-4,0.03758204,0.01196028,6.059164E-5,5.283876E-6,4.392854E-5,1.527904E-4,8.006427E-6,10.57282,1.033149E-4,666463.0,666463.0
7.3E-4,15.71597,-5148080.0,1247.114,1247.114,0.001623649,1.0,0.9043864,0.003882822,1.436101E-5,9.010752E-5,0.004635165,4.989044E-4,9.259582E-6,2.7807E-5,0.006315874,0.02902479,4.474257E-4,1.885329E-4,7.347674E-4,0.03752713,0.01190896,6.035343E-5,5.412193E-6,4.452543E-5,1.527853E-4,8.063951E-6,10.57244,1.03312E-4,666439.2,666439.2
7.4E-4,15.71641,-5038634.0,1247.105,1247.105,0.001623649,1.0,0.9042854,0.00392888,1.431427E-5,9.125174E-5,0.004689024,5.048281E-4,9.362629E-6,2.842543E-5,0.006391668,0.02903654,4.467923E-4,1.911653E-4,7.433551E-4,0.03747243,0.01185792,6.01167E-5,5.541551E-6,4.512092E-5,1.527629E-4,8.120191E-6,10.57207,1.033092E-4,666415.6,666415.6
7.5E-4,15.71685,-4930854.0,1247.096,1247.096,0.001623649,1.0,0.9041848,0.00397477,1.426779E-5,9.239322E-5,0.004742634,5.107278E-4,9.465058E-6,2.904706E-5,0.006467172,0.02904824,4.461535E-4,1.937849E-4,7.519042E-4,0.03741791,0.01180715,5.988144E-5,5.671936E-6,4.571503E-5,1.527239E-4,8.175168E-6,10.5717,1.033063E-4,666392.1,666392.1
7.6E-4,15.71728,-4824693.0,1247.087,1247.087,0.001623649,1.0,0.9040846,0.004020491,1.422158E-5,9.353197E-5,0.004795997,5.166036E-4,9.566874E-6,2.967181E-5,0.006542386,0.02905987,4.455097E-4,1.963915E-4,7.604149E-4,0.03736359,0.01175665,5.964763E-5,5.803335E-6,4.630775E-5,1.526692E-4,8.228903E-6,10.57132,1.033034E-4,666368.7,666368.7
7.7E-4,15.71772,-4720110.0,1247.078,1247.078,0.001623649,1.0,0.9039848,0.004066046,1.417562E-5,9.466802E-5,0.004849115,5.224558E-4,9.668084E-6,3.029961E-5,0.006617313,0.02907146,4.448613E-4,1.989851E-4,7.688876E-4,0.03730946,0.01170642,5.941525E-5,5.935733E-6,4.689908E-5,1.525995E-4,8.281416E-6,10.57096,1.033006E-4,666345.5,666345.5
7.8E-4,15.71816,-4617061.0,1247.069,1247.069,0.001623649,1.0,0.9038854,0.004111436,1.412992E-5,9.580137E-5,0.00490199,5.282844E-4,9.768692E-6,3.093036E-5,0.006691955,0.02908298,4.442086E-4,2.015657E-4,7.773225E-4,0.03725552,0.01165645,5.918429E-5,6.069117E-6,4.748903E-5,1.525156E-4,8.332728E-6,10.57059,1.032977E-4,666322.3,666322.4
7.9E-4,15.71859,-4515509.0,1247.06,1247.06,0.001623649,1.0,0.9037864,0.00415666,1.408446E-5,9.693203E-5,0.004954625,5.340896E-4,9.868704E-6,3.156399E-5,0.006766313,0.02909445,4.435518E-4,2.041331E-4,7.8572E-4,0.03720176,0.01160674,5.895473E-5,6.203474E-6,4.80776E-5,1.52418E-4,8.382858E-6,10.57022,1.032948E-4,666299.3,666299.4
8.0E-4,15.71903,-4415415.0,1247.052,1247.052,0.001623649,1.0,0.9036877,0.004201722,1.403926E-5,9.806003E-5,0.00500702,5.398717E-4,9.968125E-6,3.220041E-5,0.006840391,0.02910585,4.428911E-4,2.066874E-4,7.940801E-4,0.0371482,0.0115573,5.872655E-5,6.33879E-6,4.866479E-5,1.523075E-4,8.431826E-6,10.56986,1.03292E-4,666276.5,666276.5
8.1E-4,15.71946,-4316742.0,1247.044,1247.044,0.001623649,1.0,0.9035895,0.00424662,1.399431E-5,9.918537E-5,0.005059177,5.456308E-4,1.006696E-5,3.283956E-5,0.006914189,0.0291172,4.42227E-4,2.092285E-4,8.024033E-4,0.03709482,0.01150811,5.849974E-5,6.475053E-6,4.925061E-5,1.521846E-4,8.47965E-6,10.5695,1.032891E-4,666253.7,666253.7
8.2E-4,15.71989,-4219456.0,1247.036,1247.036,0.001623649,1.0,0.9034916,0.004291357,1.39496E-5,1.003081E-4,0.005111099,5.51367E-4,1.016521E-5,3.348135E-5,0.006987709,0.02912849,4.415595E-4,2.117564E-4,8.106898E-4,0.03704163,0.01145918,5.827429E-5,6.61225E-6,4.983506E-5,1.5205E-4,8.52635E-6,10.56914,1.032863E-4,666231.1,666231.1
8.3E-4,15.72033,-4123520.0,1247.028,1247.028,0.001623649,1.0,0.9033941,0.004335933,1.390512E-5,1.014281E-4,0.005162786,5.570806E-4,1.026289E-5,3.412571E-5,0.007060954,0.02913971,4.40889E-4,2.142711E-4,8.189398E-4,0.03698862,0.01141051,5.805017E-5,6.750367E-6,5.041814E-5,1.519043E-4,8.571945E-6,10.56878,1.032834E-4,666208.6,666208.6
8.4E-4,15.72076,-4028904.0,1247.02,1247.02,0.001623649,1.0,0.9032969,0.00438035,1.386089E-5,1.025456E-4,0.005214242,5.627717E-4,1.036E-5,3.477257E-5,0.007133925,0.02915088,4.402156E-4,2.167725E-4,8.271536E-4,0.03693579,0.01136209,5.782738E-5,6.889394E-6,5.099985E-5,1.517479E-4,8.616452E-6,10.56843,1.032806E-4,666186.2,666186.2
8.5E-4,15.72119,-3935575.0,1247.013,1247.013,0.001623649,1.0,0.9032002,0.004424608,1.381689E-5,1.036604E-4,0.005265467,5.684404E-4,1.045654E-5,3.542185E-5,0.007206624,0.02916198,4.395396E-4,2.192606E-4,8.353314E-4,0.03688315,0.01131392,5.760589E-5,7.029316E-6,5.158021E-5,1.515814E-4,8.659891E-6,10.56808,1.032778E-4,666164.0,666164.0
8.6E-4,15.72162,-3843504.0,1247.006,1247.006,0.001623649,1.0,0.9031038,0.004468708,1.377312E-5,1.047727E-4,0.005316463,5.740869E-4,1.055253E-5,3.607348E-5,0.007279052,0.02917302,4.388611E-4,2.217355E-4,8.434736E-4,0.03683069,0.011266,5.73857E-5,7.170123E-6,5.215921E-5,1.514053E-4,8.702277E-6,10.56772,1.032749E-4,666141.8,666141.8
8.7E-4,15.72205,-3752659.0,1246.999,1246.999,0.001623649,1.0,0.9030078,0.004512651,1.372959E-5,1.058823E-4,0.005367231,5.797114E-4,1.064795E-5,3.67274E-5,0.007351213,0.029184,4.381805E-4,2.24197E-4,8.515803E-4,0.0367784,0.01121833,5.716679E-5,7.311801E-6,5.273686E-5,1.512201E-4,8.74363E-6,10.56738,1.032721E-4,666119.8,666119.8
8.8E-4,15.72248,-3663014.0,1246.992,1246.992,0.001623649,1.0,0.9029121,0.004556438,1.368628E-5,1.069894E-4,0.005417775,5.853141E-4,1.074283E-5,3.738353E-5,0.007423106,0.02919491,4.374978E-4,2.266452E-4,8.596518E-4,0.0367263,0.01117091,5.694915E-5,7.454339E-6,5.331315E-5,1.510262E-4,8.783966E-6,10.56703,1.032693E-4,666097.9,666097.9
8.9E-4,15.72291,-3574540.0,1246.985,1246.985,0.001623649,1.0,0.9028168,0.004600071,1.364319E-5,1.080939E-4,0.005468094,5.90895E-4,1.083715E-5,3.804181E-5,0.007494735,0.02920576,4.368133E-4,2.290802E-4,8.676883E-4,0.03667437,0.01112373,5.673276E-5,7.597726E-6,5.38881E-5,1.508242E-4,8.823302E-6,10.56668,1.032665E-4,666076.1,666076.1
9.0E-4,15.72334,-3487217.0,1246.978,1246.978,0.001623649,1.0,0.9027219,0.004643549,1.360033E-5,1.091959E-4,0.005518192,5.964543E-4,1.093094E-5,3.870217E-5,0.0075661,0.02921655,4.36127E-4,2.315019E-4,8.756901E-4,0.03662262,0.01107679,5.651762E-5,7.741949E-6,5.446171E-5,1.506141E-4,8.861656E-6,10.56634,1.032637E-4,666054.4,666054.4
9.1E-4,15.72377,-3401015.0,1246.972,1246.972,0.001623649,1.0,0.9026274,0.004686873,1.355768E-5,1.102953E-4,0.005568068,6.019922E-4,1.102419E-5,3.936455E-5,0.007637204,0.02922728,4.354392E-4,2.339103E-4,8.836573E-4,0.03657104,0.01103009,5.63037E-5,7.886997E-6,5.503398E-5,1.503966E-4,8.899043E-6,10.566,1.032608E-4,666032.9,666032.9
9.2E-4,15.72419,-3315911.0,1246.966,1246.966,0.001623649,1.0,0.9025331,0.004730046,1.351526E-5,1.113922E-4,0.005617725,6.075088E-4,1.11169E-5,4.002888E-5,0.007708048,0.02923794,4.3475E-4,2.363055E-4,8.915903E-4,0.03651964,0.01098363,5.609101E-5,8.032859E-6,5.560492E-5,1.501719E-4,8.93548E-6,10.56566,1.03258E-4,666011.4,666011.4
9.3E-4,15.72462,-3231880.0,1246.96,1246.96,0.001623649,1.0,0.9024393,0.004773066,1.347305E-5,1.124866E-4,0.005667165,6.130044E-4,1.120909E-5,4.06951E-5,0.007778634,0.02924854,4.340595E-4,2.386875E-4,8.994892E-4,0.03646841,0.01093741,5.587953E-5,8.179524E-6,5.617453E-5,1.499405E-4,8.970982E-6,10.56532,1.032552E-4,665990.1,665990.1
9.4E-4,15.72505,-3148900.0,1246.954,1246.954,0.001623649,1.0,0.9023458,0.004815936,1.343105E-5,1.135785E-4,0.005716389,6.184789E-4,1.130075E-5,4.136315E-5,0.007848963,0.02925907,4.333678E-4,2.410563E-4,9.073544E-4,0.03641736,0.01089143,5.566924E-5,8.32698E-6,5.674281E-5,1.497027E-4,9.005566E-6,10.56498,1.032524E-4,665968.9,665968.9
9.5E-4,15.72547,-3066949.0,1246.948,1246.948,0.001623649,1.0,0.9022527,0.004858657,1.338927E-5,1.146679E-4,0.005765398,6.239326E-4,1.13919E-5,4.203296E-5,0.007919037,0.02926955,4.326752E-4,2.434119E-4,9.151859E-4,0.03636648,0.01084568,5.546014E-5,8.475216E-6,5.730977E-5,1.494589E-4,9.039246E-6,10.56465,1.032496E-4,665947.7,665947.8
9.6E-4,15.7259,-2986006.0,1246.942,1246.942,0.001623649,1.0,0.9021599,0.004901228,1.334769E-5,1.157548E-4,0.005814195,6.293655E-4,1.148252E-5,4.270449E-5,0.007988857,0.02927995,4.319818E-4,2.457544E-4,9.22984E-4,0.03631576,0.01080016,5.525221E-5,8.624222E-6,5.787542E-5,1.492092E-4,9.072039E-6,10.56431,1.032469E-4,665926.7,665926.8
9.7E-4,15.72632,-2906058.0,1246.937,1246.937,0.001623649,1.0,0.9020674,0.004943651,1.330632E-5,1.168393E-4,0.005862779,6.34778E-4,1.157264E-5,4.337767E-5,0.008058426,0.02929029,4.312876E-4,2.480838E-4,9.30749E-4,0.03626522,0.01075488,5.504545E-5,8.773988E-6,5.843975E-5,1.48954E-4,9.103959E-6,10.56398,1.032441E-4,665905.9,665905.9
9.8E-4,15.72674,-2827081.0,1246.931,1246.931,0.001623649,1.0,0.9019753,0.004985927,1.326516E-5,1.179212E-4,0.005911154,6.401699E-4,1.166225E-5,4.405244E-5,0.008127744,0.02930057,4.305927E-4,2.504E-4,9.384811E-4,0.03621484,0.01070982,5.483984E-5,8.924502E-6,5.900277E-5,1.486937E-4,9.13502E-6,10.56365,1.032413E-4,665885.1,665885.1
9.9E-4,15.72717,-2749057.0,1246.926,1246.926,0.001623649,1.0,0.9018836,0.005028056,1.32242E-5,1.190008E-4,0.00595932,6.455417E-4,1.175135E-5,4.472875E-5,0.008196814,0.02931079,4.298973E-4,2.527033E-4,9.461804E-4,0.03616463,0.01066499,5.463536E-5,9.075753E-6,5.956449E-5,1.484285E-4,9.165237E-6,10.56332,1.032385E-4,665864.4,665864.4
0.001,15.72759,-2671968.0,1246.921,1246.921,0.001623649,1.0,0.9017922,0.005070039,1.318344E-5,1.200778E-4,0.006007279,6.508932E-4,1.183996E-5,4.540655E-5,0.008265636,0.02932094,4.292016E-4,2.549935E-4,9.538473E-4,0.03611459,0.01062039,5.443202E-5,9.227733E-6,6.012491E-5,1.481586E-4,9.194625E-6,10.563,1.032358E-4,665843.8,665843.9
